   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_438.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00479741, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00306571, 0, 2.69433e-21, 0, 1.41421, -2.69433e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73123e-24, 0, 0, 8.19853e-26, 0, 8.54057e-22, 0, 1.83446e-21, 0, 0
0.0109288, 0, 5.98321e-21, 0, 1.41421, -5.98321e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26562e-23, 0, 0, 1.84054e-25, 0, 1.91934e-21, 0, 4.05102e-21, 0, 0
0.0187919, 0, 1.31023e-20, 0, 1.41421, -1.31023e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75623e-23, 0, 0, 4.0748e-25, 0, 4.25218e-21, 0, 8.82216e-21, 0, 0
0.0266551, 0, 2.83139e-20, 0, 1.41421, -2.83139e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92343e-23, 0, 0, 8.90284e-25, 0, 9.294e-21, 0, 1.89598e-20, 0, 0
0.0345182, 0, 6.04177e-20, 0, 1.41421, -6.04177e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25702e-22, 0, 0, 1.92081e-24, 0, 2.00552e-20, 0, 4.02348e-20, 0, 0
0.0423813, 0, 1.27374e-19, 0, 1.41421, -1.27374e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63543e-22, 0, 0, 4.09462e-24, 0, 4.27511e-20, 0, 8.43552e-20, 0, 0
0.0502444, 0, 2.6544e-19, 0, 1.41421, -2.6544e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46146e-22, 0, 0, 8.62842e-24, 0, 9.00742e-20, 0, 1.74811e-19, 0, 0
0.0581076, 0, 5.47038e-19, 0, 1.41421, -5.47038e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11918e-21, 0, 0, 1.79817e-23, 0, 1.87672e-19, 0, 3.58229e-19, 0, 0
0.0659707, 0, 1.11534e-18, 0, 1.41421, -1.11534e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26877e-21, 0, 0, 3.70751e-23, 0, 3.8684e-19, 0, 7.26192e-19, 0, 0
0.0738338, 0, 2.25056e-18, 0, 1.41421, -2.25056e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55125e-21, 0, 0, 7.5656e-23, 0, 7.8917e-19, 0, 1.45677e-18, 0, 0
0.0816969, 0, 4.49589e-18, 0, 1.41421, -4.49589e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.03758e-21, 0, 0, 1.52846e-22, 0, 1.59394e-18, 0, 2.89276e-18, 0, 0
0.08956, 0, 8.89419e-18, 0, 1.41421, -8.89419e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77696e-20, 0, 0, 3.058e-22, 0, 3.18841e-18, 0, 5.6877e-18, 0, 0
0.0974232, 0, 1.74294e-17, 0, 1.41421, -1.74294e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4603e-20, 0, 0, 6.06053e-22, 0, 6.3184e-18, 0, 1.10758e-17, 0, 0
0.105286, 0, 3.38415e-17, 0, 1.41421, -3.38415e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67518e-20, 0, 0, 1.19008e-21, 0, 1.24076e-17, 0, 2.1366e-17, 0, 0
0.113149, 0, 6.51191e-17, 0, 1.41421, -6.51191e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27589e-19, 0, 0, 2.31596e-21, 0, 2.41504e-17, 0, 4.08388e-17, 0, 0
0.121013, 0, 1.24207e-16, 0, 1.41421, -1.24207e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41682e-19, 0, 0, 4.46743e-21, 0, 4.66031e-17, 0, 7.73579e-17, 0, 0
0.128876, 0, 2.34881e-16, 0, 1.41421, -2.34881e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53766e-19, 0, 0, 8.54352e-21, 0, 8.91768e-17, 0, 1.45242e-16, 0, 0
0.136739, 0, 4.40441e-16, 0, 1.41421, -4.40441e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44578e-19, 0, 0, 1.62009e-20, 0, 1.69246e-16, 0, 2.70334e-16, 0, 0
0.144602, 0, 8.19101e-16, 0, 1.41421, -8.19101e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55859e-18, 0, 0, 3.04669e-20, 0, 3.18635e-16, 0, 4.98877e-16, 0, 0
0.152465, 0, 1.511e-15, 0, 1.41421, -1.511e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85209e-18, 0, 0, 5.68289e-20, 0, 5.95186e-16, 0, 9.12903e-16, 0, 0
0.160328, 0, 2.76521e-15, 0, 1.41421, -2.76521e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17587e-18, 0, 0, 1.05151e-19, 0, 1.10322e-15, 0, 1.65671e-15, 0, 0
0.168191, 0, 5.021e-15, 0, 1.41421, -5.021e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.31625e-18, 0, 0, 1.93027e-19, 0, 2.02951e-15, 0, 2.98198e-15, 0, 0
0.176054, 0, 9.04698e-15, 0, 1.41421, -9.04698e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66333e-17, 0, 0, 3.51584e-19, 0, 3.70594e-15, 0, 5.32406e-15, 0, 0
0.183917, 0, 1.61779e-14, 0, 1.41421, -1.61779e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94603e-17, 0, 0, 6.35498e-19, 0, 6.71807e-15, 0, 9.42978e-15, 0, 0
0.191781, 0, 2.87142e-14, 0, 1.41421, -2.87142e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17667e-17, 0, 0, 1.14003e-18, 0, 1.20916e-14, 0, 1.65697e-14, 0, 0
0.199644, 0, 5.0591e-14, 0, 1.41421, -5.0591e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.02517e-17, 0, 0, 2.02995e-18, 0, 2.16106e-14, 0, 2.88881e-14, 0, 0
0.207507, 0, 8.84908e-14, 0, 1.41421, -8.84908e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56128e-16, 0, 0, 3.58814e-18, 0, 3.83573e-14, 0, 4.99738e-14, 0, 0
0.21537, 0, 1.5368e-13, 0, 1.41421, -1.5368e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68014e-16, 0, 0, 6.29679e-18, 0, 6.762e-14, 0, 8.5786e-14, 0, 0
0.223233, 0, 2.65019e-13, 0, 1.41421, -2.65019e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56574e-16, 0, 0, 1.0972e-17, 0, 1.18413e-13, 0, 1.46139e-13, 0, 0
0.231096, 0, 4.5388e-13, 0, 1.41421, -4.5388e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.71916e-16, 0, 0, 1.89858e-17, 0, 2.0602e-13, 0, 2.47069e-13, 0, 0
0.238959, 0, 7.73504e-13, 0, 1.41421, -7.73504e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29663e-15, 0, 0, 3.27083e-17, 0, 3.57169e-13, 0, 4.15006e-13, 0, 0
0.246822, 0, 1.30673e-12, 0, 1.41421, -1.30673e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15918e-15, 0, 0, 5.58305e-17, 0, 6.13463e-13, 0, 6.91054e-13, 0, 0
0.254686, 0, 2.19313e-12, 0, 1.41421, -2.19313e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56896e-15, 0, 0, 9.46855e-17, 0, 1.04726e-12, 0, 1.14221e-12, 0, 0
0.262549, 0, 3.65721e-12, 0, 1.41421, -3.65721e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.85592e-15, 0, 0, 1.59577e-16, 0, 1.77718e-12, 0, 1.87402e-12, 0, 0
0.270412, 0, 6.06045e-12, 0, 1.41421, -6.06045e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.53826e-15, 0, 0, 2.67314e-16, 0, 2.99843e-12, 0, 3.05221e-12, 0, 0
0.278275, 0, 9.98143e-12, 0, 1.41421, -9.98143e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54235e-14, 0, 0, 4.45187e-16, 0, 5.03059e-12, 0, 4.93497e-12, 0, 0
0.286138, 0, 1.63412e-11, 0, 1.41421, -1.63412e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47601e-14, 0, 0, 7.37298e-16, 0, 8.39438e-12, 0, 7.92133e-12, 0, 0
0.294001, 0, 2.65987e-11, 0, 1.41421, -2.65987e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94638e-14, 0, 0, 1.21466e-15, 0, 1.39347e-11, 0, 1.26233e-11, 0, 0
0.301864, 0, 4.30534e-11, 2.18603e-43, 1.41421, -4.30534e-11, 2.18603e-43, 0, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 6.24513e-14, 2.18603e-43, 2.18603e-43, 1.99119e-15, 2.18603e-43, 2.30168e-11, 2.18603e-43, 1.99722e-11, 2.18603e-43, 2.18603e-43
0.309727, 0, 6.93148e-11, 3.72886e-42, 1.41421, -6.93148e-11, 3.72886e-42, 0, 3.72886e-42, 3.72886e-42, 3.72886e-42, 3.72886e-42, 3.72886e-42, 3.72886e-42, 3.72886e-42, 3.72886e-42, 3.72886e-42, 3.72886e-42, 9.81293e-14, 3.72886e-42, 3.72886e-42, 3.2492e-15, 3.72886e-42, 3.78394e-11, 3.72886e-42, 3.1374e-11, 3.72886e-42, 3.72886e-42
0.317591, 0, 1.11025e-10, 5.30069e-41, 1.41421, -1.11025e-10, 5.30069e-41, 0, 5.30069e-41, 5.30069e-41, 5.30069e-41, 5.30069e-41, 5.30069e-41, 5.30069e-41, 5.30069e-41, 5.30069e-41, 5.30069e-41, 5.30069e-41, 1.53105e-13, 5.30069e-41, 5.30069e-41, 5.27975e-15, 5.30069e-41, 6.19319e-11, 5.30069e-41, 4.8935e-11, 5.30069e-41, 5.30069e-41
0.325454, 0, 1.76978e-10, 6.70046e-40, 1.41421, -1.76978e-10, 6.70046e-40, 0, 6.70046e-40, 6.70046e-40, 6.70046e-40, 6.70046e-40, 6.70046e-40, 6.70046e-40, 6.70046e-40, 6.70046e-40, 6.70046e-40, 6.70046e-40, 2.37213e-13, 6.70046e-40, 6.70046e-40, 8.54689e-15, 6.70046e-40, 1.00945e-10, 6.70046e-40, 7.57867e-11, 6.70046e-40, 6.70046e-40
0.333317, 0, 2.80832e-10, 7.57151e-39, 1.41421, -2.80832e-10, 7.57151e-39, 0, 7.57151e-39, 7.57151e-39, 7.57151e-39, 7.57151e-39, 7.57151e-39, 7.57151e-39, 7.57151e-39, 7.57151e-39, 7.57151e-39, 7.57151e-39, 3.64974e-13, 7.57151e-39, 7.57151e-39, 1.37896e-14, 7.57151e-39, 1.63906e-10, 7.57151e-39, 1.16547e-10, 7.57151e-39, 7.57151e-39
0.34118, 0, 4.43766e-10, 7.73989e-38, 1.41421, -4.43766e-10, 7.73989e-38, 0, 7.73989e-38, 7.73989e-38, 7.73989e-38, 7.73989e-38, 7.73989e-38, 7.73989e-38, 7.73989e-38, 7.73989e-38, 7.73989e-38, 7.73989e-38, 5.57683e-13, 7.73989e-38, 7.73989e-38, 2.21845e-14, 7.73989e-38, 2.65209e-10, 7.73989e-38, 1.77978e-10, 7.73989e-38, 7.73989e-38
0.349043, 0, 6.98548e-10, 7.18757e-37, 1.41421, -6.98548e-10, 7.18757e-37, 0, 7.18757e-37, 7.18757e-37, 7.18757e-37, 7.18757e-37, 7.18757e-37, 7.18757e-37, 7.18757e-37, 7.18757e-37, 7.18757e-37, 7.18757e-37, 8.46325e-13, 7.18757e-37, 7.18757e-37, 3.56043e-14, 7.18757e-37, 4.2777e-10, 7.18757e-37, 2.69896e-10, 7.18757e-37, 7.18757e-37
0.356906, 0, 1.09583e-09, 6.10462e-36, 1.41421, -1.09583e-09, 6.10462e-36, 0, 6.10462e-36, 6.10462e-36, 6.10462e-36, 6.10462e-36, 6.10462e-36, 6.10462e-36, 6.10462e-36, 6.10462e-36, 6.10462e-36, 6.10462e-36, 1.27567e-12, 6.10462e-36, 6.10462e-36, 5.70312e-14, 6.10462e-36, 6.88039e-10, 6.10462e-36, 4.06455e-10, 6.10462e-36, 6.10462e-36
0.364769, 0, 1.71383e-09, 4.75976e-35, 1.41421, -1.71383e-09, 4.75976e-35, 0, 4.75976e-35, 4.75976e-35, 4.75976e-35, 4.75976e-35, 4.75976e-35, 4.75976e-35, 4.75976e-35, 4.75976e-35, 4.75976e-35, 4.75976e-35, 1.90993e-12, 4.75976e-35, 4.75976e-35, 9.12164e-14, 4.75976e-35, 1.10393e-09, 4.75976e-35, 6.07898e-10, 4.75976e-35, 4.75976e-35
0.372632, 0, 2.67333e-09, 3.42162e-34, 1.41421, -2.67333e-09, 3.42162e-34, 0, 3.42162e-34, 3.42162e-34, 3.42162e-34, 3.42162e-34, 3.42162e-34, 3.42162e-34, 3.42162e-34, 3.42162e-34, 3.42162e-34, 3.42162e-34, 2.84058e-12, 3.42162e-34, 3.42162e-34, 1.45733e-13, 3.42162e-34, 1.76739e-09, 3.42162e-34, 9.02956e-10, 3.42162e-34, 3.42162e-34
0.380496, 0, 4.16083e-09, 2.29406e-33, 1.41421, -4.16083e-09, 2.29406e-33, 0, 2.29406e-33, 2.29406e-33, 2.29406e-33, 2.29406e-33, 2.29406e-33, 2.29406e-33, 2.29406e-33, 2.29406e-33, 2.29406e-33, 2.29406e-33, 4.197e-12, 2.29406e-33, 2.29406e-33, 2.32657e-13, 2.29406e-33, 2.82429e-09, 2.29406e-33, 1.33211e-09, 2.29406e-33, 2.29406e-33
