   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_428.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00174123, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00611778, 0, 1.20961e-22, 0, 1.41421, -1.20961e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.54724e-27, 0, 1.86816e-23, 0, 1.02275e-22, 0, 0
0.0139768, 0, 2.95817e-22, 0, 1.41421, -2.95817e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12012e-26, 0, 4.63837e-23, 0, 2.49422e-22, 0, 0
0.0218358, 0, 7.10352e-22, 0, 1.41421, -7.10352e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70984e-26, 0, 1.1304e-22, 0, 5.97285e-22, 0, 0
0.0296948, 0, 1.67689e-21, 0, 1.41421, -1.67689e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44607e-26, 0, 2.70738e-22, 0, 1.40608e-21, 0, 0
0.0375538, 0, 3.89536e-21, 0, 1.41421, -3.89536e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50922e-25, 0, 6.37932e-22, 0, 3.25728e-21, 0, 0
0.0454128, 0, 8.91215e-21, 0, 1.41421, -8.91215e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4809e-25, 0, 1.48015e-21, 0, 7.43166e-21, 0, 0
0.0532718, 0, 2.00972e-20, 0, 1.41421, -2.00972e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.91481e-25, 0, 3.38443e-21, 0, 1.67119e-20, 0, 0
0.0611309, 0, 4.46984e-20, 0, 1.41421, -4.46984e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77536e-24, 0, 7.63169e-21, 0, 3.70649e-20, 0, 0
0.0689899, 0, 9.81083e-20, 0, 1.41421, -9.81083e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9308e-24, 0, 1.69816e-20, 0, 8.11228e-20, 0, 0
0.0768489, 0, 2.12619e-19, 0, 1.41421, -2.12619e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5951e-24, 0, 3.73078e-20, 0, 1.75303e-19, 0, 0
0.0847079, 0, 4.55178e-19, 0, 1.41421, -4.55178e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85694e-23, 0, 8.09649e-20, 0, 3.74195e-19, 0, 0
0.0925669, 0, 9.62989e-19, 0, 1.41421, -9.62989e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9655e-23, 0, 1.73645e-19, 0, 7.89304e-19, 0, 0
0.100426, 0, 2.01411e-18, 0, 1.41421, -2.01411e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.37368e-23, 0, 3.68189e-19, 0, 1.64584e-18, 0, 0
0.108285, 0, 4.16592e-18, 0, 1.41421, -4.16592e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74903e-22, 0, 7.72112e-19, 0, 3.39364e-18, 0, 0
0.116144, 0, 8.5239e-18, 0, 1.41421, -8.5239e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61471e-22, 0, 1.6019e-18, 0, 6.92164e-18, 0, 0
0.124003, 0, 1.72578e-17, 0, 1.41421, -1.72578e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.39379e-22, 0, 3.28903e-18, 0, 1.3968e-17, 0, 0
0.131862, 0, 3.45827e-17, 0, 1.41421, -3.45827e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49723e-21, 0, 6.68497e-18, 0, 2.78962e-17, 0, 0
0.139721, 0, 6.86057e-17, 0, 1.41421, -6.86057e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00216e-21, 0, 1.34537e-17, 0, 5.51489e-17, 0, 0
0.14758, 0, 1.34766e-16, 0, 1.41421, -1.34766e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96212e-21, 0, 2.68166e-17, 0, 1.07944e-16, 0, 0
0.155439, 0, 2.62185e-16, 0, 1.41421, -2.62185e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17293e-20, 0, 5.29514e-17, 0, 2.09222e-16, 0, 0
0.163298, 0, 5.05264e-16, 0, 1.41421, -5.05264e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28627e-20, 0, 1.03599e-16, 0, 4.01641e-16, 0, 0
0.171157, 0, 9.64682e-16, 0, 1.41421, -9.64682e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41609e-20, 0, 2.00876e-16, 0, 7.63762e-16, 0, 0
0.179016, 0, 1.82505e-15, 0, 1.41421, -1.82505e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.4542e-20, 0, 3.86075e-16, 0, 1.43889e-15, 0, 0
0.186875, 0, 3.4218e-15, 0, 1.41421, -3.4218e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60433e-19, 0, 7.3564e-16, 0, 2.686e-15, 0, 0
0.194734, 0, 6.35887e-15, 0, 1.41421, -6.35887e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01825e-19, 0, 1.38989e-15, 0, 4.96868e-15, 0, 0
0.202593, 0, 1.17142e-14, 0, 1.41421, -1.17142e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63031e-19, 0, 2.6043e-15, 0, 9.10932e-15, 0, 0
0.210452, 0, 2.14697e-14, 0, 1.41421, -2.14697e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04639e-18, 0, 4.86571e-15, 0, 1.66029e-14, 0, 0
0.218311, 0, 3.8863e-14, 0, 1.41421, -3.8863e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91888e-18, 0, 8.96633e-15, 0, 2.98948e-14, 0, 0
