   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_244.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00826071, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000365419, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00752987, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0154252, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0233205, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0312157, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.039111, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0470063, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0549016, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0627969, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0706922, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0785875, 0, 7.56234e-29, 0, 1.41421, -7.56234e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35622e-31, 0, 0, 2.97958e-34, 1.11998e-34, 0, 7.54874e-29, 0, 0
0.0864828, 0, 8.27831e-28, 0, 1.41421, -8.27831e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48457e-30, 0, 0, 3.26157e-33, 2.62439e-32, 0, 8.26317e-28, 0, 0
0.0943781, 0, 5.68804e-27, 0, 1.41421, -5.68804e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02004e-29, 0, 0, 2.24099e-32, 2.7673e-31, 0, 5.67754e-27, 0, 0
0.102273, 0, 3.12378e-26, 0, 1.41421, -3.12378e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6018e-29, 0, 0, 1.23263e-31, 1.86811e-30, 0, 3.11798e-26, 0, 0
