   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_59.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.4466, 2.9976, 3.03975, 3.03975, 2.23553, -0.0421557, 3.03975, 0, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975, 3.03975
12.4545, 1.99757, 3.02682, 3.02681, 1.99939, -1.02925, 3.02681, 0, 3.02682, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681, 3.02681
12.4624, 3.37683, 3.02031, 3.02031, 2.3188, 0.356514, 3.02031, 0, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031, 3.02031
12.4703, 5.61834, 3.01094, 3.01093, 2.76013, 2.6074, 3.01093, 0, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093, 3.01093
12.4782, 4.37224, 2.99904, 2.99903, 2.52433, 1.3732, 2.99903, 0, 2.99904, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99903, 2.99904, 2.99903, 2.99903, 2.99903, 2.99903
12.4861, 1.99504, 2.98591, 2.9859, 1.99876, -0.990865, 2.9859, 0, 2.98591, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859, 2.9859
12.494, 5.25576, 2.97281, 2.9728, 2.69365, 2.28296, 2.9728, 0, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728, 2.9728
12.5019, 4.10186, 2.96595, 2.96594, 2.47019, 1.13591, 2.96594, 0, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594, 2.96594
12.5098, 3.26295, 2.95601, 2.95601, 2.29411, 0.306934, 2.95601, 0, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601, 2.95601
12.5177, 2.72292, 2.94338, 2.94337, 2.17323, -0.220451, 2.94337, 0, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337, 2.94337
12.5256, 6.63247, 2.9294, 2.9294, 2.93811, 3.70306, 2.9294, 0, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294, 2.9294
12.5335, 3.99504, 2.91547, 2.91546, 2.44848, 1.07958, 2.91546, 0, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546, 2.91546
12.5414, 2.64015, 2.90915, 2.90915, 2.1541, -0.269005, 2.90915, 0, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915, 2.90915
12.5493, 5.35043, 2.89948, 2.89947, 2.71117, 2.45096, 2.89947, 0, 2.89948, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947, 2.89947
12.5571, 3.64457, 2.88684, 2.88683, 2.37583, 0.757725, 2.88683, 0, 2.88684, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88683, 2.88684, 2.88683, 2.88683, 2.88683, 2.88683
12.565, 4.04193, 2.87275, 2.87274, 2.45803, 1.16918, 2.87274, 0, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274, 2.87274
12.5729, 3.95328, 2.85869, 2.85868, 2.43994, 1.0946, 2.85868, 0, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868, 2.85868
12.5808, 5.34064, 2.85214, 2.85214, 2.70936, 2.4885, 2.85214, 0, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214, 2.85214
12.5887, 2.99554, 2.84204, 2.84203, 2.23507, 0.153501, 2.84203, 0, 2.84204, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203, 2.84203
12.5966, 4.99504, 2.82878, 2.82877, 2.64481, 2.16627, 2.82877, 0, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877, 2.82877
12.6045, 6.33085, 2.81397, 2.81396, 2.88632, 3.51689, 2.81396, 0, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396, 2.81396
12.6124, 2.99232, 2.79919, 2.79918, 2.23435, 0.193126, 2.79918, 0, 2.79919, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79918, 2.79919, 2.79918, 2.79918, 2.79919, 2.79918
12.6203, 3.65551, 2.7932, 2.79319, 2.37813, 0.862319, 2.79319, 0, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319, 2.79319
12.6282, 7.67311, 2.78336, 2.78335, 3.11016, 4.88975, 2.78335, 0, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335, 2.78335
12.6361, 1.97695, 2.77011, 2.77011, 1.99423, -0.793163, 2.77011, 0, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011, 2.77011
12.644, 4.99009, 2.7552, 2.75519, 2.64388, 2.23489, 2.75519, 0, 2.7552, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519, 2.75519
12.6519, 3.70434, 2.74032, 2.74032, 2.38838, 0.964013, 2.74032, 0, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032, 2.74032
12.6598, 5.27683, 2.73424, 2.73423, 2.69756, 2.54259, 2.73423, 0, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423, 2.73423
12.6677, 5.03986, 2.7241, 2.72409, 2.65327, 2.31576, 2.72409, 0, 2.7241, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.72409, 2.7241, 2.72409, 2.72409, 2.7241, 2.72409
12.6756, 6.99756, 2.71037, 2.71036, 2.99959, 4.28719, 2.71036, 0, 2.71037, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71036, 2.71037, 2.71036, 2.71036, 2.71037, 2.71036
12.6835, 4.62144, 2.69488, 2.69487, 2.57322, 1.92656, 2.69487, 0, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487, 2.69487
12.6913, 5.37373, 2.67942, 2.67941, 2.71546, 2.69431, 2.67941, 0, 2.67942, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67941, 2.67942, 2.67941, 2.67941, 2.67942, 2.67941
12.6992, 1.30471, 2.67387, 2.67386, 1.81789, -1.36916, 2.67386, 0, 2.67387, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67386, 2.67387, 2.67386, 2.67386, 2.67387, 2.67386
12.7071, 5.3, 2.66401, 2.664, 2.70185, 2.63599, 2.664, 0, 2.66401, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.664, 2.66401, 2.664
12.715, 5.99245, 2.65032, 2.65031, 2.82709, 3.34213, 2.65031, 0, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031, 2.65031
12.7229, 4.39317, 2.63474, 2.63473, 2.52847, 1.75843, 2.63473, 0, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473, 2.63473
12.7308, 2.70025, 2.61921, 2.6192, 2.16801, 0.0810401, 2.6192, 0, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192, 2.6192
12.7387, 2.17968, 2.61371, 2.61369, 2.04443, -0.434029, 2.61369, 0, 2.6137, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.61369, 2.6137, 2.61369, 2.61369, 2.6137, 2.61369
12.7466, 6.11289, 2.60369, 2.60368, 2.84831, 3.50919, 2.60368, 0, 2.60369, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60368, 2.60369, 2.60368
12.7545, 1.70743, 2.58966, 2.58964, 1.92547, -0.882223, 2.58964, 0, 2.58965, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58964, 2.58965, 2.58964, 2.58964, 2.58965, 2.58964
12.7624, 0.575465, 2.57364, 2.57363, 1.60483, -1.99818, 2.57363, 0, 2.57364, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57363, 2.57364, 2.57363
12.7703, 1.99554, 2.55768, 2.55767, 1.99888, -0.562142, 2.55767, 0, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767, 2.55767
12.7782, 6.27796, 2.5527, 2.55269, 2.87714, 3.72526, 2.55269, 0, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269, 2.55269
12.7861, 4.71188, 2.54296, 2.54295, 2.59073, 2.16892, 2.54295, 0, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295, 2.54295
12.794, 3.55192, 2.52898, 2.52896, 2.35625, 1.02294, 2.52896, 0, 2.52897, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52896, 2.52897, 2.52896
12.8019, 6.43866, 2.5129, 2.51289, 2.90494, 3.92576, 2.51289, 0, 2.5129, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.51289, 2.5129, 2.51289
12.8098, 3.72181, 2.49688, 2.49687, 2.39203, 1.22493, 2.49687, 0, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49687, 2.49688, 2.49687
12.8177, 6.26871, 2.49209, 2.49208, 2.87554, 3.77662, 2.49208, 0, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208, 2.49208
12.8255, 3.26326, 2.48234, 2.48233, 2.29418, 0.780925, 2.48233, 0, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233, 2.48233
12.8334, 4.99257, 2.46816, 2.46815, 2.64435, 2.52441, 2.46815, 0, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815, 2.46815
12.8413, 6.257, 2.4518, 2.45179, 2.8735, 3.8052, 2.45179, 0, 2.4518, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.45179, 2.4518, 2.45179
12.8492, 7.20644, 2.4355, 2.43549, 3.03421, 4.77094, 2.43549, 0, 2.4355, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.43549, 2.4355, 2.43549
12.8571, 2.99752, 2.4312, 2.43119, 2.23551, 0.566317, 2.43119, 0, 2.4312, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.43119, 2.4312, 2.43119
12.865, 3.74126, 2.42172, 2.42171, 2.39609, 1.31954, 2.42171, 0, 2.42172, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171, 2.42171
12.8729, 4, 2.40761, 2.4076, 2.44949, 1.59239, 2.4076, 0, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076, 2.4076
12.8808, 2.50304, 2.39122, 2.39121, 2.12204, 0.111813, 2.39121, 0, 2.39122, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121, 2.39121
12.8887, 3.49696, 2.37489, 2.37488, 2.34456, 1.12207, 2.37488, 0, 2.37489, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488, 2.37488
12.8966, 1.49343, 2.3709, 2.37088, 1.86907, -0.877463, 2.37088, 0, 2.37089, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088, 2.37088
12.9045, 6.75093, 2.36154, 2.36152, 2.9582, 4.38939, 2.36152, 0, 2.36153, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152, 2.36152
12.9124, 2.99765, 2.34738, 2.34736, 2.23554, 0.650261, 2.34736, 0, 2.34738, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736, 2.34736
12.9203, 1.47658, 2.33088, 2.33084, 1.86456, -0.854297, 2.33084, 0, 2.33087, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084, 2.33084
12.9282, 3.7557, 2.31443, 2.31438, 2.3991, 1.44127, 2.31438, 0, 2.31443, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31438, 2.31439, 2.31438, 2.31438, 2.31439, 2.31438
12.9361, 4.9951, 2.3109, 2.31083, 2.64483, 2.6842, 2.31083, 0, 2.31089, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31083, 2.31084, 2.31083, 2.31083, 2.31084, 2.31083
12.944, 2.99504, 2.30182, 2.30173, 2.23496, 0.693227, 2.30173, 0, 2.30181, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173, 2.30173
12.9518, 3.76543, 2.28777, 2.28765, 2.40113, 1.47765, 2.28765, 0, 2.28777, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765, 2.28765
12.9597, 2.90768, 2.2713, 2.27113, 2.21533, 0.636382, 2.27113, 0, 2.2713, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113, 2.27113
12.9676, 4.53755, 2.25491, 2.25467, 2.55686, 2.28264, 2.25467, 0, 2.2549, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25467, 2.25468, 2.25467, 2.25467, 2.25467, 2.25467
12.9755, 4.21561, 2.25208, 2.25176, 2.49311, 1.96353, 2.25176, 0, 2.25208, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176, 2.25176
12.9834, 4.99058, 2.24343, 2.24298, 2.64397, 2.74716, 2.24298, 0, 2.24342, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24298, 2.24299, 2.24298, 2.24298, 2.24298, 2.24298
12.9913, 9.33653, 2.22954, 2.22894, 3.36698, 7.10698, 2.22894, 0, 2.22954, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894, 2.22894
12.9992, 2.21291, 2.21312, 2.21231, 2.05254, -0.000210762, 2.21231, 0, 2.21312, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231, 2.21231
13.0071, 2.78228, 2.19684, 2.19574, 2.18684, 0.585444, 2.19574, 0, 2.19683, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574, 2.19574
13.015, 0.997522, 2.19587, 2.19441, 1.73134, -1.19834, 2.19441, 0, 2.19586, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441, 2.19441
13.0229, 2.20607, 2.1882, 2.18628, 2.05087, 0.017868, 2.18628, 0, 2.1882, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628, 2.18628
13.0308, 2.78922, 2.17456, 2.17203, 2.18843, 0.614662, 2.17203, 0, 2.17455, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203, 2.17203
13.0387, 2.9975, 2.15807, 2.15478, 2.23551, 0.83943, 2.15478, 0, 2.15806, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478, 2.15478
13.0466, 2.19866, 2.14184, 2.13759, 2.04906, 0.0568247, 2.13759, 0, 2.14183, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759, 2.13759
13.0545, 1.79653, 2.15129, 2.14586, 1.94847, -0.354761, 2.14586, 0, 2.15129, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586, 2.14586
13.0624, 2.99752, 2.15391, 2.14701, 2.23551, 0.843611, 2.14701, 0, 2.15391, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14701, 2.14702, 2.14701, 2.14701, 2.14701, 2.14701
13.0703, 0.99777, 2.15025, 2.14156, 1.73141, -1.15248, 2.14156, 0, 2.15024, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14156, 2.14157, 2.14156, 2.14156, 2.14156, 2.14156
13.0782, 2.8062, 2.14367, 2.13283, 2.1923, 0.66253, 2.13283, 0, 2.14366, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283, 2.13283
13.086, 0.944238, 2.13753, 2.12411, 1.71588, -1.19329, 2.12411, 0, 2.13752, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411, 2.12411
13.0939, 4.98885, 2.14639, 2.12991, 2.64364, 2.84246, 2.12991, 0, 2.14639, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991, 2.12991
13.1018, 5.43515, 2.15021, 2.13014, 2.72675, 3.28494, 2.13014, 0, 2.1502, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014, 2.13014
