   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_537.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00970711, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00183731, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00603249, 0, 7.62901e-15, 0, 1.41421, -7.62901e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23416e-17, 0, 2.44112e-16, 0, 7.37255e-15, 0, 0, 0
0.0139023, 0, 1.22532e-14, 0, 1.41421, -1.22532e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01657e-17, 0, 4.0281e-16, 0, 1.18302e-14, 0, 0, 0
0.0217721, 0, 1.95827e-14, 0, 1.41421, -1.95827e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27908e-17, 0, 6.61709e-16, 0, 1.88882e-14, 0, 0, 0
0.0296419, 0, 3.1143e-14, 0, 1.41421, -3.1143e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30654e-17, 0, 1.08221e-15, 0, 3.00078e-14, 0, 0, 0
0.0375117, 0, 4.92868e-14, 0, 1.41421, -4.92868e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54713e-17, 0, 1.76219e-15, 0, 4.74392e-14, 0, 0, 0
0.0453815, 0, 7.76248e-14, 0, 1.41421, -7.76248e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37025e-16, 0, 2.85704e-15, 0, 7.46307e-14, 0, 0, 0
0.0532513, 0, 1.21671e-13, 0, 1.41421, -1.21671e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18661e-16, 0, 4.61228e-15, 0, 1.1684e-13, 0, 0, 0
0.0611211, 0, 1.89805e-13, 0, 1.41421, -1.89805e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47346e-16, 0, 7.41433e-15, 0, 1.82043e-13, 0, 0, 0
0.0689909, 0, 2.94696e-13, 0, 1.41421, -2.94696e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49278e-16, 0, 1.18686e-14, 0, 2.82278e-13, 0, 0, 0
0.0768607, 0, 4.55409e-13, 0, 1.41421, -4.55409e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64736e-16, 0, 1.89199e-14, 0, 4.35625e-13, 0, 0, 0
0.0847305, 0, 7.00497e-13, 0, 1.41421, -7.00497e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35538e-15, 0, 3.00377e-14, 0, 6.69104e-13, 0, 0, 0
0.0926003, 0, 1.0725e-12, 0, 1.41421, -1.0725e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11521e-15, 0, 4.74948e-14, 0, 1.02289e-12, 0, 0, 0
0.10047, 0, 1.63452e-12, 0, 1.41421, -1.63452e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28688e-15, 0, 7.47949e-14, 0, 1.55644e-12, 0, 0, 0
0.10834, 0, 2.47968e-12, 0, 1.41421, -2.47968e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08609e-15, 0, 1.17317e-13, 0, 2.35728e-12, 0, 0, 0
0.11621, 0, 3.74475e-12, 0, 1.41421, -3.74475e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.83793e-15, 0, 1.83287e-13, 0, 3.55362e-12, 0, 0, 0
0.124079, 0, 5.62969e-12, 0, 1.41421, -5.62969e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20299e-14, 0, 2.85235e-13, 0, 5.33242e-12, 0, 0, 0
0.131949, 0, 8.42541e-12, 0, 1.41421, -8.42541e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83911e-14, 0, 4.42171e-13, 0, 7.96484e-12, 0, 0, 0
0.139819, 0, 1.25532e-11, 0, 1.41421, -1.25532e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80077e-14, 0, 6.82837e-13, 0, 1.18423e-11, 0, 0, 0
0.147689, 0, 1.86201e-11, 0, 1.41421, -1.86201e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24935e-14, 0, 1.05052e-12, 0, 1.75271e-11, 0, 0, 0
0.155559, 0, 2.74972e-11, 0, 1.41421, -2.74972e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42386e-14, 0, 1.61017e-12, 0, 2.58228e-11, 0, 0, 0
0.163428, 0, 4.04281e-11, 0, 1.41421, -4.04281e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67736e-14, 0, 2.45893e-12, 0, 3.78724e-11, 0, 0, 0
0.171298, 0, 5.91804e-11, 0, 1.41421, -5.91804e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45302e-13, 0, 3.74158e-12, 0, 5.52935e-11, 0, 0, 0
0.179168, 0, 8.62551e-11, 0, 1.41421, -8.62551e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17479e-13, 0, 5.67316e-12, 0, 8.03645e-11, 0, 0, 0
0.187038, 0, 1.25175e-10, 0, 1.41421, -1.25175e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.24541e-13, 0, 8.57208e-12, 0, 1.16278e-10, 0, 0, 0
0.194908, 0, 1.80878e-10, 0, 1.41421, -1.80878e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82969e-13, 0, 1.29084e-11, 0, 1.67487e-10, 0, 0, 0
0.202777, 0, 2.6026e-10, 0, 1.41421, -2.6026e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.16907e-13, 0, 1.93739e-11, 0, 2.40169e-10, 0, 0, 0
0.210647, 0, 3.72904e-10, 0, 1.41421, -3.72904e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0617e-12, 0, 2.89841e-11, 0, 3.42858e-10, 0, 0, 0
0.218517, 0, 5.32073e-10, 0, 1.41421, -5.32073e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56909e-12, 0, 4.32253e-11, 0, 4.87279e-10, 0, 0, 0
0.226387, 0, 7.56047e-10, 4.06377e-44, 1.41421, -7.56047e-10, 0, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 2.31481e-12, 4.06377e-44, 6.42678e-11, 4.06377e-44, 6.89464e-10, 4.06377e-44, 4.06377e-44, 4.06377e-44
0.234257, 0, 1.06991e-09, 7.31478e-43, 1.41421, -1.06991e-09, 0, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 7.31478e-43, 3.40976e-12, 7.31478e-43, 9.5273e-11, 7.31478e-43, 9.7123e-10, 7.31478e-43, 7.31478e-43, 7.31478e-43
0.242126, 0, 1.50797e-09, 1.05392e-41, 1.41421, -1.50797e-09, 0, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 1.05392e-41, 5.01647e-12, 1.05392e-41, 1.40836e-10, 1.05392e-41, 1.36212e-09, 1.05392e-41, 1.05392e-41, 1.05392e-41
0.249996, 0, 2.11694e-09, 1.3859e-40, 1.41421, -2.11694e-09, 0, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 1.3859e-40, 7.37328e-12, 1.3859e-40, 2.07621e-10, 1.3859e-40, 1.90194e-09, 1.3859e-40, 1.3859e-40, 1.3859e-40
0.257866, 0, 2.96018e-09, 1.63678e-39, 1.41421, -2.96018e-09, 0, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.63678e-39, 1.083e-11, 1.63678e-39, 3.05273e-10, 1.63678e-39, 2.64408e-09, 1.63678e-39, 1.63678e-39, 1.63678e-39
