   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_147.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
15.2963, 1, 0.764143, 0.764141, 1.73205, 0.235857, 0.764141, 0, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764141, 0.764143, 0.764141, 0.764141, 0.764141
15.3042, 1.9891, 0.757762, 0.757759, 1.99727, 1.23133, 0.757759, 0, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757759, 0.757762, 0.757759, 0.757759, 0.757759
15.312, 1.5031, 0.750832, 0.75083, 1.87166, 0.752266, 0.75083, 0, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.75083, 0.750832, 0.75083, 0.75083, 0.75083
15.3199, 0.507807, 0.743935, 0.743932, 1.58361, -0.236128, 0.743932, 0, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743932, 0.743935, 0.743932, 0.743932, 0.743932
15.3277, 0, 0.740348, 0.740346, 1.41421, -0.740348, 0.740346, 0, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740346, 0.740348, 0.740346, 0.740346, 0.740346
15.3356, 1.48501, 0.735327, 0.735325, 1.86682, 0.749679, 0.735325, 0, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735325, 0.735327, 0.735325, 0.735325, 0.735325
15.3435, 0.997522, 0.728979, 0.728976, 1.73134, 0.268543, 0.728976, 0, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728976, 0.728979, 0.728976, 0.728976, 0.728976
15.3513, 0.517472, 0.721989, 0.721987, 1.58665, -0.204517, 0.721987, 0, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721987, 0.721989, 0.721987, 0.721987, 0.721987
15.3592, 1.95552, 0.715033, 0.715031, 1.98885, 1.24049, 0.715031, 0, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715031, 0.715033, 0.715031, 0.715031, 0.715031
15.367, 2.47013, 0.711571, 0.711569, 2.11427, 1.75856, 0.711569, 0, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711569, 0.711571, 0.711569, 0.711569, 0.711569
15.3749, 4.99294, 0.7065, 0.706498, 2.64442, 4.28644, 0.706498, 0, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.706498, 0.7065, 0.706498, 0.706498, 0.706498
15.3828, 3.52243, 0.699939, 0.699937, 2.34998, 2.82249, 0.699937, 0, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699937, 0.699939, 0.699937, 0.699937, 0.699937
15.3906, 1.52701, 0.692659, 0.692657, 1.87803, 0.834354, 0.692657, 0, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692657, 0.692659, 0.692657, 0.692657, 0.692657
15.3985, 0.997646, 0.685417, 0.685415, 1.73137, 0.312228, 0.685415, 0, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685415, 0.685417, 0.685415, 0.685415, 0.685415
15.4064, 0.534325, 0.682375, 0.682373, 1.59196, -0.14805, 0.682373, 0, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682373, 0.682375, 0.682373, 0.682373, 0.682373
15.4142, 1, 0.677529, 0.677526, 1.73205, 0.322471, 0.677526, 0, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677526, 0.677529, 0.677526, 0.677526, 0.677526
15.4221, 0, 0.671018, 0.671016, 1.41421, -0.671018, 0.671016, 0, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671016, 0.671018, 0.671016, 0.671016, 0.671016
15.4299, 0, 0.663703, 0.663701, 1.41421, -0.663703, 0.663701, 0, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663701, 0.663703, 0.663701, 0.663701, 0.663701
15.4378, 0.453532, 0.656428, 0.656426, 1.56638, -0.202896, 0.656426, 0, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656426, 0.656428, 0.656426, 0.656426, 0.656426
15.4457, 0.997769, 0.65352, 0.653518, 1.73141, 0.344249, 0.653518, 0, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.653518, 0.65352, 0.653518, 0.653518, 0.653518
15.4535, 2.44634, 0.648661, 0.648658, 2.10864, 1.79768, 0.648658, 0, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.648658, 0.64866, 0.648658, 0.648658, 0.648658
15.4614, 2.5487, 0.642, 0.641997, 2.13277, 1.9067, 0.641997, 0, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.641997, 0.642, 0.641997, 0.641998, 0.641997
15.4692, 2.99771, 0.63447, 0.634467, 2.23556, 2.36324, 0.634467, 0, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634467, 0.634469, 0.634467, 0.634467, 0.634467
15.4771, 1.55594, 0.626984, 0.626981, 1.88572, 0.928957, 0.626981, 0, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626981, 0.626984, 0.626981, 0.626982, 0.626981
15.485, 4, 0.624435, 0.624433, 2.44949, 3.37556, 0.624433, 0, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624433, 0.624435, 0.624433, 0.624433, 0.624433
15.4928, 1, 0.61979, 0.619787, 1.73205, 0.38021, 0.619787, 0, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619787, 0.619789, 0.619787, 0.619788, 0.619787
15.5007, 1.30297, 0.613207, 0.613204, 1.81741, 0.689767, 0.613204, 0, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613204, 0.613206, 0.613204, 0.613205, 0.613204
15.5086, 2.69703, 0.605688, 0.605685, 2.16726, 2.09134, 0.605685, 0, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605685, 0.605687, 0.605685, 0.605686, 0.605685
15.5164, 1, 0.598216, 0.598213, 1.73205, 0.401784, 0.598213, 0, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598213, 0.598215, 0.598213, 0.598214, 0.598213
15.5243, 0, 0.595777, 0.595772, 1.41421, -0.595777, 0.595772, 0, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595772, 0.595775, 0.595772, 0.595774, 0.595772
15.5321, 2.42454, 0.591149, 0.591145, 2.10346, 1.83339, 0.591145, 0, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591145, 0.591147, 0.591145, 0.591147, 0.591145
15.54, 0.575465, 0.584492, 0.584487, 1.60483, -0.00902736, 0.584487, 0, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584487, 0.584489, 0.584487, 0.58449, 0.584487
15.5479, 1, 0.576856, 0.57685, 1.73205, 0.423144, 0.57685, 0, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.57685, 0.576852, 0.57685, 0.576854, 0.57685
15.5557, 0, 0.56927, 0.569263, 1.41421, -0.56927, 0.569263, 0, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569263, 0.569266, 0.569263, 0.569268, 0.569263
15.5636, 0.415118, 0.567127, 0.567118, 1.55406, -0.152009, 0.567118, 0, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567118, 0.567121, 0.567118, 0.567124, 0.567118
15.5714, 1.58488, 0.562701, 0.562692, 1.89338, 1.02218, 0.562692, 0, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562692, 0.562694, 0.562692, 0.562699, 0.562692
15.5793, 1, 0.55615, 0.556138, 1.73205, 0.44385, 0.556138, 0, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556138, 0.556141, 0.556138, 0.556147, 0.556138
15.5872, 0, 0.548573, 0.548559, 1.41421, -0.548573, 0.548559, 0, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548559, 0.548561, 0.548559, 0.54857, 0.548559
15.595, 1.81066, 0.541048, 0.541032, 1.95209, 1.26961, 0.541032, 0, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541032, 0.541034, 0.541032, 0.541046, 0.541032
15.6029, 3.99529, 0.539027, 0.539008, 2.44853, 3.45626, 0.539008, 0, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.539008, 0.53901, 0.539008, 0.539025, 0.539008
15.6108, 1.19405, 0.534661, 0.534638, 1.78719, 0.659391, 0.534638, 0, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.534638, 0.53464, 0.534638, 0.534659, 0.534638
15.6186, 1, 0.528103, 0.528076, 1.73205, 0.471897, 0.528076, 0, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528076, 0.528078, 0.528076, 0.5281, 0.528076
15.6265, 0, 0.520489, 0.520457, 1.41421, -0.520489, 0.520457, 0, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520457, 0.520459, 0.520457, 0.520487, 0.520457
15.6343, 0.393309, 0.512932, 0.512893, 1.54703, -0.119623, 0.512893, 0, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512893, 0.512896, 0.512893, 0.512929, 0.512893
15.6422, 1.60669, 0.511184, 0.511138, 1.89913, 1.09551, 0.511138, 0, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511138, 0.511141, 0.511138, 0.511181, 0.511138
15.6501, 0.388476, 0.507018, 0.506964, 1.54547, -0.118542, 0.506964, 0, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506964, 0.506967, 0.506964, 0.507015, 0.506964
15.6579, 1.99765, 0.500584, 0.500521, 1.99941, 1.49706, 0.500521, 0, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500521, 0.500523, 0.500521, 0.500581, 0.500521
15.6658, 0.613879, 0.493058, 0.492985, 1.61675, 0.12082, 0.492985, 0, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492985, 0.492988, 0.492985, 0.493056, 0.492985
15.6737, 2.38141, 0.485592, 0.485506, 2.09318, 1.89582, 0.485506, 0, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485506, 0.485509, 0.485506, 0.485589, 0.485506
15.6815, 0.997475, 0.484, 0.483901, 1.73132, 0.513474, 0.483901, 0, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483901, 0.483904, 0.483901, 0.483998, 0.483901
15.6894, 0.621113, 0.479942, 0.479828, 1.61899, 0.14117, 0.479828, 0, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.479828, 0.47983, 0.479828, 0.47994, 0.479828
15.6972, 0, 0.473565, 0.473433, 1.41421, -0.473565, 0.473433, 0, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473433, 0.473436, 0.473433, 0.473563, 0.473433
15.7051, 0, 0.466074, 0.465923, 1.41421, -0.466074, 0.465923, 0, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465923, 0.465925, 0.465923, 0.466071, 0.465923
15.713, 1.36914, 0.458644, 0.458472, 1.83552, 0.910501, 0.458472, 0, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458472, 0.458474, 0.458472, 0.458642, 0.458472
15.7208, 0.630855, 0.457304, 0.457108, 1.62199, 0.173551, 0.457108, 0, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457108, 0.457111, 0.457108, 0.457302, 0.457108
15.7287, 2.36439, 0.453444, 0.453223, 2.08911, 1.91095, 0.453223, 0, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453223, 0.453225, 0.453223, 0.453442, 0.453223
15.7365, 0.635609, 0.44721, 0.44696, 1.62346, 0.188399, 0.44696, 0, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.44696, 0.446963, 0.44696, 0.447208, 0.44696
15.7444, 0, 0.439836, 0.439555, 1.41421, -0.439836, 0.439555, 0, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439555, 0.439558, 0.439555, 0.439833, 0.439555
15.7523, 3, 0.432525, 0.432212, 2.23607, 2.56747, 0.432212, 0, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432212, 0.432214, 0.432212, 0.432523, 0.432212
15.7601, 1, 0.431371, 0.431022, 1.73205, 0.568629, 0.431022, 0, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431022, 0.431025, 0.431022, 0.431369, 0.431022
15.768, 0.352416, 0.427663, 0.427276, 1.53376, -0.075247, 0.427276, 0, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427276, 0.427279, 0.427276, 0.427661, 0.427276
15.7759, 2.64758, 0.421543, 0.421115, 2.15583, 2.22604, 0.421115, 0, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421115, 0.421118, 0.421115, 0.42154, 0.421115
15.7837, 0, 0.414265, 0.413795, 1.41421, -0.414265, 0.413795, 0, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413795, 0.413797, 0.413795, 0.414263, 0.413795
15.7916, 0.345186, 0.407054, 0.406539, 1.5314, -0.0618678, 0.406539, 0, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406539, 0.406541, 0.406539, 0.407052, 0.406539
15.7994, 0.997441, 0.406124, 0.405561, 1.73131, 0.591316, 0.405561, 0, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405561, 0.405564, 0.405561, 0.406122, 0.405561
15.8073, 0.657373, 0.402607, 0.401994, 1.63015, 0.254766, 0.401994, 0, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401994, 0.401996, 0.401994, 0.402604, 0.401994
15.8152, 1, 0.396639, 0.395975, 1.73205, 0.603361, 0.395975, 0, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395975, 0.395978, 0.395975, 0.396637, 0.395975
15.823, 1.33544, 0.389498, 0.38878, 1.82632, 0.945942, 0.38878, 0, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.38878, 0.388783, 0.38878, 0.389495, 0.38878
15.8309, 0.66456, 0.382424, 0.381651, 1.63235, 0.282136, 0.381651, 0, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381651, 0.381654, 0.381651, 0.382421, 0.381651
15.8387, 0, 0.381695, 0.380866, 1.41421, -0.381695, 0.380866, 0, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380866, 0.380869, 0.380866, 0.381693, 0.380866
15.8466, 0.328129, 0.378357, 0.37747, 1.52582, -0.0502278, 0.37747, 0, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.37747, 0.377473, 0.37747, 0.378354, 0.37747
15.8545, 1.67187, 0.372543, 0.371599, 1.91621, 1.29933, 0.371599, 0, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371599, 0.371601, 0.371599, 0.372541, 0.371599
15.8623, 0.32342, 0.365544, 0.36454, 1.52428, -0.042124, 0.36454, 0, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.36454, 0.364543, 0.36454, 0.365542, 0.36454
15.8702, 0.67658, 0.358613, 0.35755, 1.63603, 0.317967, 0.35755, 0, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.35755, 0.357552, 0.35755, 0.358611, 0.35755
15.8781, 0, 0.358431, 0.357308, 1.41421, -0.358431, 0.357308, 0, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357308, 0.357311, 0.357308, 0.358429, 0.357308
15.8859, 1, 0.355404, 0.354222, 1.73205, 0.644596, 0.354222, 0, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354222, 0.354224, 0.354222, 0.355402, 0.354222
15.8938, 1, 0.349648, 0.348407, 1.73205, 0.650352, 0.348407, 0, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348407, 0.348409, 0.348407, 0.349646, 0.348407
15.9016, 1, 0.342584, 0.341284, 1.73205, 0.657416, 0.341284, 0, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341284, 0.341286, 0.341284, 0.342582, 0.341284
15.9095, 0, 0.335593, 0.334235, 1.41421, -0.335593, 0.334235, 0, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334235, 0.334237, 0.334235, 0.33559, 0.334235
15.9174, 0, 0.340675, 0.339259, 1.41421, -0.340675, 0.339259, 0, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339259, 0.339262, 0.339259, 0.340672, 0.339259
15.9252, 0, 0.342627, 0.341156, 1.41421, -0.342627, 0.341156, 0, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341156, 0.341158, 0.341156, 0.342625, 0.341156
15.9331, 0, 0.341541, 0.340014, 1.41421, -0.341541, 0.340014, 0, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340014, 0.340016, 0.340014, 0.341538, 0.340014
15.9409, 0, 0.33894, 0.33736, 1.41421, -0.33894, 0.33736, 0, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.33736, 0.337363, 0.33736, 0.338938, 0.33736
15.9488, 0, 0.336349, 0.334717, 1.41421, -0.336349, 0.334717, 0, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.334717, 0.33472, 0.334717, 0.336347, 0.334717
15.9567, 2.88327, 0.340732, 0.339049, 2.20981, 2.54254, 0.339049, 0, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339049, 0.339052, 0.339049, 0.34073, 0.339049
15.9645, 2.70062, 0.342388, 0.340656, 2.16809, 2.35823, 0.340656, 0, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340656, 0.340659, 0.340656, 0.342386, 0.340656
15.9724, 2.41611, 0.341469, 0.33969, 2.10145, 2.07464, 0.33969, 0, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.33969, 0.339692, 0.33969, 0.341467, 0.33969
15.9803, 2.28724, 0.339267, 0.337441, 2.07056, 1.94797, 0.337441, 0, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337441, 0.337444, 0.337441, 0.339264, 0.337441
