   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_147.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
3.26007, 2.1856, 4.91341, 3.39616, 2.04587, -2.72781, 4.23061, 0, 3.39617, 3.39618, 3.40055, 3.39622, 3.39716, 3.49273, 3.39616, 3.39616, 3.39616, 3.39616, 3.39616, 3.39616, 3.39616, 3.39616, 3.39616, 3.39617, 3.97693, 3.39616, 3.39616
3.26793, 6.8096, 4.80151, 3.4176, 2.9681, 2.00808, 4.14733, 0, 3.41761, 3.41761, 3.42198, 3.41766, 3.41862, 3.52308, 3.4176, 3.4176, 3.4176, 3.4176, 3.4176, 3.4176, 3.4176, 3.4176, 3.4176, 3.4176, 3.96082, 3.4176, 3.4176
3.27579, 3.36387, 4.69644, 3.43994, 2.316, -1.33257, 4.06931, 0, 3.43995, 3.43996, 3.44433, 3.44, 3.44099, 3.55356, 3.43994, 3.43994, 3.43994, 3.43994, 3.43994, 3.43994, 3.43994, 3.43994, 3.43994, 3.43995, 3.94796, 3.43994, 3.43994
3.28365, 7.35423, 4.5997, 3.46293, 3.05847, 2.75453, 3.99828, 0, 3.46294, 3.46295, 3.46732, 3.463, 3.464, 3.58359, 3.46293, 3.46293, 3.46293, 3.46293, 3.46293, 3.46293, 3.46293, 3.46293, 3.46293, 3.46294, 3.93818, 3.46293, 3.46293
3.29151, 9.63129, 4.51227, 3.48632, 3.41047, 5.11902, 3.93543, 0, 3.48633, 3.48633, 3.4907, 3.48638, 3.48741, 3.61265, 3.48632, 3.48632, 3.48632, 3.48632, 3.48632, 3.48632, 3.48632, 3.48632, 3.48632, 3.48632, 3.93128, 3.48632, 3.48632
3.29938, 7.81697, 4.4346, 3.50985, 3.1332, 3.38236, 3.88145, 0, 3.50986, 3.50987, 3.51424, 3.50991, 3.51096, 3.64028, 3.50985, 3.50985, 3.50985, 3.50985, 3.50985, 3.50985, 3.50985, 3.50985, 3.50985, 3.50985, 3.927, 3.50985, 3.50985
3.30724, 4.34212, 4.36671, 3.5333, 2.51836, -0.0245895, 3.83656, 0, 3.5333, 3.53331, 3.53768, 3.53336, 3.53443, 3.66609, 3.5333, 3.5333, 3.5333, 3.5333, 3.5333, 3.5333, 3.5333, 3.5333, 3.5333, 3.5333, 3.92506, 3.5333, 3.5333
3.3151, 4.6481, 4.3082, 3.55645, 2.57839, 0.3399, 3.80056, 0, 3.55645, 3.55646, 3.56083, 3.55651, 3.55761, 3.68975, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.92516, 3.55645, 3.55645
3.32296, 3.82657, 4.2584, 3.57911, 2.41383, -0.431829, 3.77293, 0, 3.57912, 3.57913, 3.5835, 3.57917, 3.58029, 3.71108, 3.57911, 3.57911, 3.57911, 3.57911, 3.57911, 3.57911, 3.57911, 3.57911, 3.57911, 3.57911, 3.92697, 3.57911, 3.57911
3.33082, 2.49633, 4.21646, 3.60113, 2.12046, -1.72013, 3.75292, 0, 3.60113, 3.60114, 3.60551, 3.60119, 3.60233, 3.72995, 3.60113, 3.60113, 3.60113, 3.60113, 3.60113, 3.60113, 3.60113, 3.60113, 3.60113, 3.60113, 3.93017, 3.60113, 3.60113
3.33868, 5.82651, 4.1814, 3.62236, 2.79759, 1.64511, 3.73963, 0, 3.62237, 3.62237, 3.62674, 3.62242, 3.62359, 3.74638, 3.62236, 3.62236, 3.62236, 3.62236, 3.62236, 3.62236, 3.62236, 3.62236, 3.62236, 3.62236, 3.93441, 3.62236, 3.62236
3.34654, 4.66992, 4.15225, 3.64272, 2.58262, 0.517669, 3.73209, 0, 3.64272, 3.64273, 3.6471, 3.64278, 3.64397, 3.76047, 3.64272, 3.64272, 3.64272, 3.64272, 3.64272, 3.64272, 3.64272, 3.64272, 3.64272, 3.64272, 3.93941, 3.64272, 3.64272
3.35441, 4.63374, 4.12807, 3.66213, 2.57561, 0.505674, 3.72932, 0, 3.66214, 3.66215, 3.66652, 3.66219, 3.66341, 3.7724, 3.66213, 3.66213, 3.66213, 3.66213, 3.66213, 3.66213, 3.66213, 3.66213, 3.66213, 3.66214, 3.94487, 3.66213, 3.66213
3.36227, 6.2048, 4.10801, 3.68059, 2.8644, 2.09679, 3.73042, 0, 3.6806, 3.68061, 3.68498, 3.68065, 3.6819, 3.78243, 3.68059, 3.68059, 3.68059, 3.68059, 3.68059, 3.68059, 3.68059, 3.68059, 3.68059, 3.6806, 3.95057, 3.68059, 3.68059
3.37013, 3.30843, 4.09134, 3.69812, 2.304, -0.782917, 3.73458, 0, 3.69812, 3.69813, 3.7025, 3.69818, 3.69945, 3.7909, 3.69812, 3.69812, 3.69812, 3.69812, 3.69812, 3.69812, 3.69812, 3.69812, 3.69812, 3.69812, 3.9563, 3.69812, 3.69812
3.37799, 2.69157, 4.07749, 3.71477, 2.166, -1.38592, 3.74109, 0, 3.71477, 3.71478, 3.71915, 3.71483, 3.71614, 3.79815, 3.71477, 3.71477, 3.71477, 3.71477, 3.71477, 3.71477, 3.71477, 3.71477, 3.71477, 3.71477, 3.96195, 3.71477, 3.71477
3.38585, 1.14941, 4.06599, 3.73064, 1.77466, -2.91658, 3.74938, 0, 3.73065, 3.73065, 3.73502, 3.7307, 3.73205, 3.80459, 3.73064, 3.73064, 3.73064, 3.73064, 3.73064, 3.73064, 3.73064, 3.73064, 3.73064, 3.73064, 3.96743, 3.73064, 3.73064
3.39372, 1.99756, 4.05652, 3.74587, 1.99939, -2.05896, 3.75904, 0, 3.74588, 3.74589, 3.75026, 3.74593, 3.74733, 3.81059, 3.74587, 3.74587, 3.74587, 3.74587, 3.74587, 3.74587, 3.74587, 3.74587, 3.74587, 3.74588, 3.97271, 3.74587, 3.74587
3.40158, 2.57593, 4.04887, 3.76063, 2.13914, -1.47294, 3.76976, 0, 3.76064, 3.76064, 3.76501, 3.76069, 3.76214, 3.81655, 3.76063, 3.76063, 3.76063, 3.76063, 3.76063, 3.76063, 3.76063, 3.76063, 3.76063, 3.76063, 3.97784, 3.76063, 3.76063
3.40944, 4.41929, 4.04292, 3.77509, 2.53363, 0.376371, 3.78134, 0, 3.7751, 3.77511, 3.77948, 3.77515, 3.77669, 3.82283, 3.77509, 3.77509, 3.77509, 3.77509, 3.77509, 3.77509, 3.77509, 3.77509, 3.77509, 3.7751, 3.98287, 3.77509, 3.77509
3.4173, 2.85782, 4.03864, 3.78947, 2.20405, -1.18082, 3.79369, 0, 3.78948, 3.78948, 3.79385, 3.78953, 3.79119, 3.82977, 3.78947, 3.78947, 3.78947, 3.78947, 3.78947, 3.78947, 3.78947, 3.78947, 3.78947, 3.78947, 3.98794, 3.78947, 3.78947
3.42516, 2.54944, 4.03604, 3.80396, 2.13294, -1.4866, 3.80677, 0, 3.80397, 3.80397, 3.80834, 3.80402, 3.80585, 3.83766, 3.80396, 3.80396, 3.80396, 3.80396, 3.80396, 3.80396, 3.80396, 3.80396, 3.80396, 3.80396, 3.99319, 3.80396, 3.80396
3.43302, 6.5855, 4.03519, 3.81877, 2.9301, 2.55031, 3.82061, 0, 3.81877, 3.81878, 3.82315, 3.81883, 3.82091, 3.84674, 3.81877, 3.81877, 3.81877, 3.81877, 3.81877, 3.81877, 3.81877, 3.81877, 3.81877, 3.81877, 3.99877, 3.81877, 3.81877
3.44089, 2.26254, 4.03617, 3.83408, 2.06459, -1.77363, 3.83528, 0, 3.83409, 3.83409, 3.83846, 3.83414, 3.8366, 3.85721, 3.83408, 3.83408, 3.83408, 3.83408, 3.83408, 3.83408, 3.83408, 3.83408, 3.83408, 3.83408, 4.00486, 3.83408, 3.83408
3.44875, 3.60252, 4.0391, 3.85007, 2.36696, -0.436576, 3.85084, 0, 3.85008, 3.85008, 3.85445, 3.85013, 3.85314, 3.86924, 3.85007, 3.85007, 3.85007, 3.85007, 3.85007, 3.85007, 3.85007, 3.85007, 3.85007, 3.85007, 4.01163, 3.85007, 3.85007
3.45661, 1.51078, 4.04409, 3.86688, 1.87371, -2.53331, 3.86737, 0, 3.86689, 3.8669, 3.87127, 3.86694, 3.87077, 3.88291, 3.86688, 3.86688, 3.86688, 3.86688, 3.86688, 3.86688, 3.86688, 3.86688, 3.86688, 3.86689, 4.01923, 3.86688, 3.86688
3.46447, 5.86513, 4.05129, 3.88463, 2.80448, 1.81384, 3.88493, 0, 3.88464, 3.88464, 3.88901, 3.88469, 3.88969, 3.89829, 3.88463, 3.88463, 3.88463, 3.88463, 3.88463, 3.88463, 3.88463, 3.88463, 3.88463, 3.88463, 4.02781, 3.88463, 3.88463
3.47233, 7.11554, 4.06084, 3.9034, 3.0192, 3.0547, 3.90358, 0, 3.9034, 3.90341, 3.90778, 3.90346, 3.91014, 3.91538, 3.9034, 3.9034, 3.9034, 3.9034, 3.9034, 3.9034, 3.9034, 3.9034, 3.9034, 3.9034, 4.03747, 3.9034, 3.9034
3.48019, 4.50855, 4.07294, 3.92323, 2.55119, 0.435614, 3.92334, 0, 3.92323, 3.92324, 3.92761, 3.92329, 3.93235, 3.93416, 3.92323, 3.92323, 3.92323, 3.92323, 3.92323, 3.92323, 3.92323, 3.92323, 3.92323, 3.92323, 4.04831, 3.92323, 3.92323
3.48806, 1.23618, 4.08777, 3.94415, 1.79894, -2.85159, 3.94422, 0, 3.94415, 3.94416, 3.94853, 3.94421, 3.95658, 3.95457, 3.94415, 3.94415, 3.94415, 3.94415, 3.94415, 3.94415, 3.94415, 3.94415, 3.94415, 3.94415, 4.06039, 3.94415, 3.94415
3.49592, 4.22639, 4.10558, 3.96614, 2.49527, 0.120803, 3.96618, 0, 3.96615, 3.96615, 3.97052, 3.9662, 3.98312, 3.97651, 3.96614, 3.96614, 3.96614, 3.96614, 3.96614, 3.96614, 3.96614, 3.96614, 3.96614, 3.96614, 4.07373, 3.96614, 3.96614
3.50378, 6.99022, 4.12667, 3.98917, 2.99837, 2.86356, 3.98919, 0, 3.98917, 3.98918, 3.99355, 3.98923, 4.0123, 3.99987, 3.98917, 3.98917, 3.98917, 3.98917, 3.98917, 3.98917, 3.98917, 3.98917, 3.98917, 3.98917, 4.08834, 3.98917, 3.98917
3.51164, 3.87974, 4.15137, 4.01318, 2.42482, -0.271626, 4.01319, 0, 4.01319, 4.01319, 4.01756, 4.01324, 4.04451, 4.02451, 4.01318, 4.01318, 4.01318, 4.01318, 4.01318, 4.01318, 4.01318, 4.01318, 4.01318, 4.01318, 4.10422, 4.01318, 4.01318
3.5195, 2.88431, 4.18007, 4.0381, 2.21005, -1.29576, 4.03811, 0, 4.03811, 4.03812, 4.04248, 4.03816, 4.08019, 4.05029, 4.0381, 4.0381, 4.0381, 4.0381, 4.0381, 4.0381, 4.0381, 4.0381, 4.0381, 4.0381, 4.12133, 4.0381, 4.0381
3.52736, 1.99512, 4.21323, 4.06386, 1.99878, -2.21811, 4.06386, 0, 4.06386, 4.06387, 4.06824, 4.06392, 4.11981, 4.07705, 4.06386, 4.06386, 4.06386, 4.06386, 4.06386, 4.06386, 4.06386, 4.06386, 4.06386, 4.06386, 4.13961, 4.06386, 4.06386
3.53523, 5.09882, 4.25133, 4.09035, 2.66436, 0.847492, 4.09035, 0, 4.09036, 4.09036, 4.09473, 4.09041, 4.16393, 4.10463, 4.09035, 4.09035, 4.09035, 4.09035, 4.09035, 4.09035, 4.09035, 4.09035, 4.09035, 4.09035, 4.15901, 4.09035, 4.09035
3.54309, 4.09392, 4.29489, 4.1175, 2.46859, -0.200972, 4.11751, 0, 4.11751, 4.11752, 4.12189, 4.11756, 4.21309, 4.13288, 4.1175, 4.1175, 4.1175, 4.1175, 4.1175, 4.1175, 4.1175, 4.1175, 4.1175, 4.11751, 4.17946, 4.1175, 4.1175
3.55095, 5.89167, 4.34441, 4.14523, 2.80921, 1.54726, 4.14523, 0, 4.14524, 4.14524, 4.14961, 4.14529, 4.26785, 4.16165, 4.14523, 4.14523, 4.14523, 4.14523, 4.14523, 4.14523, 4.14523, 4.14523, 4.14523, 4.14523, 4.2009, 4.14523, 4.14523
3.55881, 4.89632, 4.40035, 4.17345, 2.62609, 0.495971, 4.17345, 0, 4.17346, 4.17346, 4.17783, 4.17351, 4.32873, 4.19081, 4.17345, 4.17345, 4.17345, 4.17345, 4.17345, 4.17345, 4.17345, 4.17345, 4.17345, 4.17345, 4.22325, 4.17345, 4.17345
3.56667, 3.99517, 4.46309, 4.20209, 2.4485, -0.467927, 4.20209, 0, 4.2021, 4.20211, 4.20647, 4.20215, 4.39613, 4.22024, 4.20209, 4.20209, 4.20209, 4.20209, 4.20209, 4.20209, 4.20209, 4.20209, 4.20209, 4.20209, 4.24644, 4.20209, 4.20209
3.57453, 4.99528, 4.53286, 4.23109, 2.64486, 0.462417, 4.23109, 0, 4.2311, 4.2311, 4.23547, 4.23115, 4.47034, 4.24982, 4.23109, 4.23109, 4.23109, 4.23109, 4.23109, 4.23109, 4.23109, 4.23109, 4.23109, 4.23109, 4.27042, 4.23109, 4.23109
3.5824, 5.99505, 4.60969, 4.26039, 2.82755, 1.38537, 4.26039, 0, 4.2604, 4.2604, 4.26477, 4.26045, 4.55142, 4.27947, 4.26039, 4.26039, 4.26039, 4.26039, 4.26039, 4.26039, 4.26039, 4.26039, 4.26039, 4.26039, 4.29511, 4.26039, 4.26039
3.59026, 3.99523, 4.69334, 4.28995, 2.44852, -0.698111, 4.28995, 0, 4.28995, 4.28996, 4.29433, 4.29001, 4.63917, 4.30913, 4.28995, 4.28995, 4.28995, 4.28995, 4.28995, 4.28995, 4.28995, 4.28995, 4.28995, 4.28995, 4.32046, 4.28995, 4.28995
3.59812, 7.07955, 4.78329, 4.31972, 3.01323, 2.29626, 4.31972, 0, 4.31973, 4.31974, 4.3241, 4.31978, 4.73308, 4.33876, 4.31972, 4.31972, 4.31972, 4.31972, 4.31972, 4.31972, 4.31972, 4.31972, 4.31972, 4.31972, 4.34643, 4.31972, 4.31972
3.60598, 6.15641, 4.87867, 4.34968, 2.85594, 1.27774, 4.34968, 0, 4.34969, 4.3497, 4.35407, 4.34974, 4.8323, 4.36832, 4.34968, 4.34968, 4.34968, 4.34968, 4.34968, 4.34968, 4.34968, 4.34968, 4.34968, 4.34969, 4.37295, 4.34968, 4.34968
3.61384, 6.59063, 4.97824, 4.3798, 2.93098, 1.61238, 4.3798, 0, 4.37981, 4.37982, 4.38419, 4.37986, 4.9356, 4.3978, 4.3798, 4.3798, 4.3798, 4.3798, 4.3798, 4.3798, 4.3798, 4.3798, 4.3798, 4.37981, 4.39998, 4.3798, 4.3798
3.6217, 3.23123, 5.08046, 4.41007, 2.28719, -1.84923, 4.41007, 0, 4.41007, 4.41008, 4.41445, 4.41013, 5.04142, 4.42721, 4.41007, 4.41007, 4.41007, 4.41007, 4.41007, 4.41007, 4.41007, 4.41007, 4.41007, 4.41007, 4.4275, 4.41007, 4.41007
3.62957, 6.2167, 5.18342, 4.44046, 2.86648, 1.03328, 4.44046, 0, 4.44047, 4.44047, 4.44484, 4.44052, 5.14786, 4.45658, 4.44046, 4.44046, 4.44046, 4.44046, 4.44046, 4.44046, 4.44046, 4.44046, 4.44046, 4.44046, 4.45545, 4.44046, 4.44046
3.63743, 8.69656, 5.28502, 4.47097, 3.27056, 3.41154, 4.47097, 0, 4.47098, 4.47098, 4.47535, 4.47103, 5.25278, 4.48591, 4.47097, 4.47097, 4.47097, 4.47097, 4.47097, 4.47097, 4.47097, 4.47097, 4.47097, 4.47097, 4.4838, 4.47097, 4.47097
3.64529, 3.99517, 5.38296, 4.50159, 2.4485, -1.38779, 4.50159, 0, 4.5016, 4.50161, 4.50597, 4.50165, 5.35389, 4.51526, 4.50159, 4.50159, 4.50159, 4.50159, 4.50159, 4.50159, 4.50159, 4.50159, 4.50159, 4.50159, 4.51252, 4.50159, 4.50159
3.65315, 8.06266, 5.47492, 4.53232, 3.17217, 2.58775, 4.53232, 0, 4.53233, 4.53233, 4.5367, 4.53238, 5.44883, 4.54466, 4.53232, 4.53232, 4.53232, 4.53232, 4.53232, 4.53232, 4.53232, 4.53232, 4.53232, 4.53232, 4.5416, 4.53232, 4.53232
3.66101, 7.05777, 5.55864, 4.56315, 3.00961, 1.49914, 4.56315, 0, 4.56316, 4.56316, 4.56753, 4.56321, 5.53535, 4.57414, 4.56315, 4.56315, 4.56315, 4.56315, 4.56315, 4.56315, 4.56315, 4.56315, 4.56315, 4.56315, 4.57099, 4.56315, 4.56315
3.66887, 7.0528, 5.63209, 4.59408, 3.00879, 1.42071, 4.59408, 0, 4.59409, 4.59409, 4.59846, 4.59414, 5.61138, 4.60374, 4.59408, 4.59408, 4.59408, 4.59408, 4.59408, 4.59408, 4.59408, 4.59408, 4.59408, 4.59408, 4.60067, 4.59408, 4.59408
3.67674, 6.928, 5.69356, 4.62511, 2.98798, 1.23444, 4.62511, 0, 4.62512, 4.62513, 4.6295, 4.62517, 5.6752, 4.63348, 4.62511, 4.62511, 4.62511, 4.62511, 4.62511, 4.62511, 4.62511, 4.62511, 4.62511, 4.62512, 4.63064, 4.62511, 4.62511
3.6846, 6.99021, 5.74178, 4.65625, 2.99837, 1.24843, 4.65625, 0, 4.65625, 4.65626, 4.66063, 4.65631, 5.72555, 4.66341, 4.65625, 4.65625, 4.65625, 4.65625, 4.65625, 4.65625, 4.65625, 4.65625, 4.65625, 4.65625, 4.66085, 4.65625, 4.65625
3.69246, 6.93489, 5.77601, 4.68748, 2.98913, 1.15887, 4.68748, 0, 4.68749, 4.68749, 4.69186, 4.68754, 5.76169, 4.69352, 4.68748, 4.68748, 4.68748, 4.68748, 4.68748, 4.68748, 4.68748, 4.68748, 4.68748, 4.68748, 4.6913, 4.68748, 4.68748
3.70032, 8.99294, 5.79609, 4.71882, 3.31556, 3.19685, 4.71882, 0, 4.71882, 4.71883, 4.7232, 4.71888, 5.78343, 4.72385, 4.71882, 4.71882, 4.71882, 4.71882, 4.71882, 4.71882, 4.71882, 4.71882, 4.71882, 4.71882, 4.72198, 4.71882, 4.71882
3.70818, 11.9927, 5.8024, 4.75026, 3.74069, 6.19034, 4.75026, 0, 4.75027, 4.75027, 4.75464, 4.75032, 5.7912, 4.7544, 4.75026, 4.75026, 4.75026, 4.75026, 4.75026, 4.75026, 4.75026, 4.75026, 4.75026, 4.75026, 4.75286, 4.75026, 4.75026
3.71604, 5.99275, 5.79592, 4.7818, 2.82715, 0.196832, 4.7818, 0, 4.78181, 4.78182, 4.78619, 4.78186, 5.78597, 4.78516, 4.7818, 4.7818, 4.7818, 4.7818, 4.7818, 4.7818, 4.7818, 4.7818, 4.7818, 4.78181, 4.78394, 4.7818, 4.7818
3.72391, 6.03848, 5.77808, 4.81346, 2.83522, 0.260396, 4.81346, 0, 4.81346, 4.81347, 4.81784, 4.81352, 5.7692, 4.81614, 4.81346, 4.81346, 4.81346, 4.81346, 4.81346, 4.81346, 4.81346, 4.81346, 4.81346, 4.81346, 4.8152, 4.81346, 4.81346
3.73177, 8.94702, 5.75073, 4.84522, 3.30863, 3.19629, 4.84522, 0, 4.84523, 4.84523, 4.8496, 4.84528, 5.74273, 4.84734, 4.84522, 4.84522, 4.84522, 4.84522, 4.84522, 4.84522, 4.84522, 4.84522, 4.84522, 4.84522, 4.84663, 4.84522, 4.84522
3.73963, 3.95192, 5.71597, 4.87709, 2.43966, -1.76405, 4.87709, 0, 4.8771, 4.8771, 4.88147, 4.87715, 5.70871, 4.87874, 4.87709, 4.87709, 4.87709, 4.87709, 4.87709, 4.87709, 4.87709, 4.87709, 4.87709, 4.87709, 4.87823, 4.87709, 4.87709
3.74749, 5.03358, 5.67607, 4.90907, 2.65209, -0.642484, 4.90907, 0, 4.90908, 4.90909, 4.91346, 4.90913, 5.66941, 4.91034, 4.90907, 4.90907, 4.90907, 4.90907, 4.90907, 4.90907, 4.90907, 4.90907, 4.90907, 4.90907, 4.90999, 4.90907, 4.90907
3.75535, 4.92063, 5.6333, 4.94117, 2.63071, -0.712673, 4.94117, 0, 4.94117, 4.94118, 4.94555, 4.94123, 5.62714, 4.94213, 4.94117, 4.94117, 4.94117, 4.94117, 4.94117, 4.94117, 4.94117, 4.94117, 4.94117, 4.94117, 4.9419, 4.94117, 4.94117
3.76321, 3.03135, 5.58987, 4.97337, 2.24307, -2.55852, 4.97337, 0, 4.97338, 4.97339, 4.97776, 4.97343, 5.58409, 4.9741, 4.97337, 4.97337, 4.97337, 4.97337, 4.97337, 4.97337, 4.97337, 4.97337, 4.97337, 4.97338, 4.97396, 4.97337, 4.97337
3.77108, 6.05762, 5.54776, 5.0057, 2.83859, 0.509863, 5.0057, 0, 5.0057, 5.00571, 5.01008, 5.00576, 5.54229, 5.00623, 5.0057, 5.0057, 5.0057, 5.0057, 5.0057, 5.0057, 5.0057, 5.0057, 5.0057, 5.0057, 5.00617, 5.0057, 5.0057
3.77894, 7.90381, 5.50869, 5.03814, 3.14703, 2.39513, 5.03814, 0, 5.03814, 5.03815, 5.04252, 5.0382, 5.50346, 5.03853, 5.03814, 5.03814, 5.03814, 5.03814, 5.03814, 5.03814, 5.03814, 5.03814, 5.03814, 5.03814, 5.03851, 5.03814, 5.03814
3.7868, 3.02407, 5.47406, 5.07069, 2.24144, -2.44999, 5.07069, 0, 5.0707, 5.07071, 5.07508, 5.07075, 5.46902, 5.07097, 5.07069, 5.07069, 5.07069, 5.07069, 5.07069, 5.07069, 5.07069, 5.07069, 5.07069, 5.07069, 5.07099, 5.07069, 5.07069
3.79466, 6.01911, 5.44493, 5.10337, 2.8318, 0.574179, 5.10337, 0, 5.10338, 5.10338, 5.10775, 5.10343, 5.44004, 5.10357, 5.10337, 5.10337, 5.10337, 5.10337, 5.10337, 5.10337, 5.10337, 5.10337, 5.10337, 5.10337, 5.1036, 5.10337, 5.10337
3.80252, 5.97122, 5.42201, 5.13616, 2.82334, 0.549209, 5.13616, 0, 5.13617, 5.13618, 5.14054, 5.13622, 5.41723, 5.1363, 5.13616, 5.13616, 5.13616, 5.13616, 5.13616, 5.13616, 5.13616, 5.13616, 5.13616, 5.13616, 5.13634, 5.13616, 5.13616
3.81038, 2.99517, 5.4057, 5.16908, 2.23499, -2.41053, 5.16908, 0, 5.16908, 5.16909, 5.17346, 5.16914, 5.401, 5.16918, 5.16908, 5.16908, 5.16908, 5.16908, 5.16908, 5.16908, 5.16908, 5.16908, 5.16908, 5.16908, 5.16922, 5.16908, 5.16908
3.81825, 4.99517, 5.3961, 5.20211, 2.64484, -0.400935, 5.20211, 0, 5.20212, 5.20213, 5.2065, 5.20217, 5.39146, 5.20218, 5.20211, 5.20211, 5.20211, 5.20211, 5.20211, 5.20211, 5.20211, 5.20211, 5.20211, 5.20212, 5.20222, 5.20211, 5.20211
3.82611, 3.00963, 5.39309, 5.23527, 2.23822, -2.38346, 5.23527, 0, 5.23528, 5.23528, 5.23965, 5.23533, 5.3885, 5.23531, 5.23527, 5.23527, 5.23527, 5.23527, 5.23527, 5.23527, 5.23527, 5.23527, 5.23527, 5.23527, 5.23535, 5.23527, 5.23527
3.83397, 3.99266, 5.39639, 5.26854, 2.44799, -1.40373, 5.26854, 0, 5.26855, 5.26856, 5.27293, 5.2686, 5.39183, 5.26857, 5.26854, 5.26854, 5.26854, 5.26854, 5.26854, 5.26854, 5.26854, 5.26854, 5.26854, 5.26855, 5.26861, 5.26854, 5.26854
3.84183, 3.96413, 5.40556, 5.30194, 2.44216, -1.44144, 5.30194, 0, 5.30195, 5.30196, 5.30632, 5.302, 5.40103, 5.30196, 5.30194, 5.30194, 5.30194, 5.30194, 5.30194, 5.30194, 5.30194, 5.30194, 5.30194, 5.30194, 5.30199, 5.30194, 5.30194
3.84969, 0.00715591, 5.42013, 5.33546, 1.41674, -5.41297, 5.33546, 0, 5.33546, 5.33547, 5.33984, 5.33552, 5.41561, 5.33547, 5.33546, 5.33546, 5.33546, 5.33546, 5.33546, 5.33546, 5.33546, 5.33546, 5.33546, 5.33546, 5.33549, 5.33546, 5.33546
3.85755, 0.997553, 5.43956, 5.36908, 1.73134, -4.44201, 5.36908, 0, 5.36909, 5.3691, 5.37347, 5.36914, 5.43506, 5.36909, 5.36908, 5.36908, 5.36908, 5.36908, 5.36908, 5.36908, 5.36908, 5.36908, 5.36908, 5.36909, 5.36911, 5.36908, 5.36908
3.86542, 0.997646, 5.46336, 5.40283, 1.73137, -4.46571, 5.40283, 0, 5.40284, 5.40284, 5.40721, 5.40289, 5.45886, 5.40283, 5.40283, 5.40283, 5.40283, 5.40283, 5.40283, 5.40283, 5.40283, 5.40283, 5.40283, 5.40283, 5.40285, 5.40283, 5.40283
3.87328, 4.99758, 5.491, 5.43668, 2.64529, -0.493421, 5.43668, 0, 5.43669, 5.43669, 5.44106, 5.43674, 5.48652, 5.43668, 5.43668, 5.43668, 5.43668, 5.43668, 5.43668, 5.43668, 5.43668, 5.43668, 5.43668, 5.43668, 5.4367, 5.43668, 5.43668
3.88114, 6.98736, 5.52206, 5.47063, 2.99789, 1.4653, 5.47063, 0, 5.47064, 5.47065, 5.47502, 5.47069, 5.51758, 5.47064, 5.47063, 5.47063, 5.47063, 5.47063, 5.47063, 5.47063, 5.47063, 5.47063, 5.47063, 5.47064, 5.47065, 5.47063, 5.47063
3.889, 1.0127, 5.5561, 5.50468, 1.73571, -4.5434, 5.50468, 0, 5.50469, 5.5047, 5.50907, 5.50474, 5.55163, 5.50469, 5.50468, 5.50468, 5.50468, 5.50468, 5.50468, 5.50468, 5.50468, 5.50468, 5.50468, 5.50469, 5.50469, 5.50468, 5.50468
3.89686, 3.97807, 5.59277, 5.53882, 2.44501, -1.6147, 5.53882, 0, 5.53883, 5.53884, 5.54321, 5.53888, 5.5883, 5.53882, 5.53882, 5.53882, 5.53882, 5.53882, 5.53882, 5.53882, 5.53882, 5.53882, 5.53882, 5.53883, 5.53883, 5.53882, 5.53882
3.90472, 3.99275, 5.6317, 5.57304, 2.44801, -1.63895, 5.57304, 0, 5.57304, 5.57305, 5.57742, 5.5731, 5.62723, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304, 5.57304
3.91259, 3.00489, 5.67259, 5.60731, 2.23716, -2.66769, 5.60731, 0, 5.60732, 5.60733, 5.6117, 5.60737, 5.66812, 5.60731, 5.60731, 5.60731, 5.60731, 5.60731, 5.60731, 5.60731, 5.60731, 5.60731, 5.60731, 5.60732, 5.60732, 5.60731, 5.60731
3.92045, 5.95149, 5.7151, 5.64164, 2.81984, 0.236386, 5.64164, 0, 5.64165, 5.64166, 5.64603, 5.6417, 5.71063, 5.64164, 5.64164, 5.64164, 5.64164, 5.64164, 5.64164, 5.64164, 5.64164, 5.64164, 5.64164, 5.64164, 5.64165, 5.64164, 5.64164
3.92831, 5.02206, 5.75892, 5.67601, 2.64992, -0.736866, 5.67601, 0, 5.67602, 5.67602, 5.68039, 5.67607, 5.75446, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601, 5.67601
3.93617, 3.03135, 5.80372, 5.7104, 2.24307, -2.77236, 5.7104, 0, 5.71041, 5.71042, 5.71478, 5.71046, 5.79925, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104, 5.7104
