   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_288.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0171285, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00924646, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00136442, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00651762, 0, 1.14127e-13, 0, 1.41421, -1.14127e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11198e-15, 0, 0, 3.1354e-16, 0, 3.96308e-15, 0, 1.08738e-13, 0, 0, 0
0.0143997, 0, 1.72882e-13, 0, 1.41421, -1.72882e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68249e-15, 0, 0, 4.83555e-16, 0, 6.18885e-15, 0, 1.64527e-13, 0, 0, 0
0.0222817, 0, 2.60812e-13, 0, 1.41421, -2.60812e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53515e-15, 0, 0, 7.42823e-16, 0, 9.62821e-15, 0, 2.47906e-13, 0, 0, 0
0.0301637, 0, 3.91862e-13, 0, 1.41421, -3.91862e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80418e-15, 0, 0, 1.13666e-15, 0, 1.49233e-14, 0, 3.71998e-13, 0, 0, 0
0.0380458, 0, 5.86377e-13, 0, 1.41421, -5.86377e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.68502e-15, 0, 0, 1.73264e-15, 0, 2.30454e-14, 0, 5.55914e-13, 0, 0, 0
0.0459278, 0, 8.73915e-13, 0, 1.41421, -8.73915e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46111e-15, 0, 0, 2.63107e-15, 0, 3.54574e-14, 0, 8.27366e-13, 0, 0, 0
0.0538099, 0, 1.29724e-12, 0, 1.41421, -1.29724e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25417e-14, 0, 0, 3.98043e-15, 0, 5.43561e-14, 0, 1.22636e-12, 0, 0, 0
0.0616919, 0, 1.91796e-12, 0, 1.41421, -1.91796e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8515e-14, 0, 0, 5.99962e-15, 0, 8.30271e-14, 0, 1.81042e-12, 0, 0, 0
0.069574, 0, 2.82445e-12, 0, 1.41421, -2.82445e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72233e-14, 0, 0, 9.01091e-15, 0, 1.26368e-13, 0, 2.66185e-12, 0, 0, 0
0.077456, 0, 4.143e-12, 0, 1.41421, -4.143e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9867e-14, 0, 0, 1.34858e-14, 0, 1.91652e-13, 0, 3.898e-12, 0, 0, 0
0.085338, 0, 6.05329e-12, 0, 1.41421, -6.05329e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81499e-14, 0, 0, 2.01132e-14, 0, 2.89645e-13, 0, 5.68538e-12, 0, 0, 0
0.0932201, 0, 8.80989e-12, 0, 1.41421, -8.80989e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.448e-14, 0, 0, 2.98962e-14, 0, 4.36224e-13, 0, 8.25929e-12, 0, 0, 0
