   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_712.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00188354, 0, 3.07305e-14, 0, 1.41421, -3.07305e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.48279e-16, 0, 0, 2.93271e-16, 0, 2.58643e-17, 0, 2.97631e-14, 0, 0, 0
0.00973606, 0, 4.67625e-14, 0, 1.41421, -4.67625e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.86281e-16, 0, 0, 4.54673e-16, 0, 4.05869e-17, 0, 4.5281e-14, 0, 0, 0
0.0175886, 0, 7.086e-14, 0, 1.41421, -7.086e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49421e-15, 0, 0, 7.02083e-16, 0, 6.34472e-17, 0, 6.86003e-14, 0, 0, 0
0.0254411, 0, 1.06927e-13, 0, 1.41421, -1.06927e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25427e-15, 0, 0, 1.07983e-15, 0, 9.88076e-17, 0, 1.03494e-13, 0, 0, 0
0.0332936, 0, 1.60684e-13, 0, 1.41421, -1.60684e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38683e-15, 0, 0, 1.65432e-15, 0, 1.53301e-16, 0, 1.5549e-13, 0, 0, 0
0.0411462, 0, 2.40471e-13, 0, 1.41421, -2.40471e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06739e-15, 0, 0, 2.52466e-15, 0, 2.36971e-16, 0, 2.32642e-13, 0, 0, 0
0.0489987, 0, 3.58401e-13, 0, 1.41421, -3.58401e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.55072e-15, 0, 0, 3.83821e-15, 0, 3.64959e-16, 0, 3.46647e-13, 0, 0, 0
0.0568512, 0, 5.31984e-13, 0, 1.41421, -5.31984e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12051e-14, 0, 0, 5.81329e-15, 0, 5.60021e-16, 0, 5.14406e-13, 0, 0, 0
0.0647037, 0, 7.86432e-13, 0, 1.41421, -7.86432e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65604e-14, 0, 0, 8.77215e-15, 0, 8.56229e-16, 0, 7.60243e-13, 0, 0, 0
0.0725563, 0, 1.15788e-12, 0, 1.41421, -1.15788e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4376e-14, 0, 0, 1.31898e-14, 0, 1.30441e-15, 0, 1.11901e-12, 0, 0, 0
0.0804088, 0, 1.69791e-12, 0, 1.41421, -1.69791e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57356e-14, 0, 0, 1.97621e-14, 0, 1.98013e-15, 0, 1.64043e-12, 0, 0, 0
0.0882613, 0, 2.47982e-12, 0, 1.41421, -2.47982e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21786e-14, 0, 0, 2.95069e-14, 0, 2.99532e-15, 0, 2.39514e-12, 0, 0, 0
0.0961138, 0, 3.60735e-12, 0, 1.41421, -3.60735e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58826e-14, 0, 0, 4.39085e-14, 0, 4.51521e-15, 0, 3.48304e-12, 0, 0, 0
