   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_614.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.183661, 0, 1.47757e-10, 0, 1.41421, -1.47757e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17513e-12, 0, 0, 9.34235e-13, 0, 0, 1.45647e-10, 0, 0, 0
0.191549, 0, 2.08473e-10, 0, 1.41421, -2.08473e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65822e-12, 0, 0, 1.36731e-12, 0, 0, 2.05448e-10, 0, 0, 0
0.199437, 0, 2.92923e-10, 0, 1.41421, -2.92923e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33031e-12, 0, 0, 1.99755e-12, 0, 0, 2.88595e-10, 0, 0, 0
0.207326, 0, 4.09884e-10, 0, 1.41421, -4.09884e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26142e-12, 0, 0, 2.91378e-12, 0, 0, 4.03709e-10, 0, 0, 0
0.215214, 0, 5.71189e-10, 0, 1.41421, -5.71189e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.54603e-12, 0, 0, 4.2448e-12, 0, 0, 5.62399e-10, 0, 0, 0
0.223102, 0, 7.9272e-10, 2.92871e-43, 1.41421, -7.9272e-10, 0, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 2.92871e-43, 6.31103e-12, 2.92871e-43, 2.92871e-43, 6.17754e-12, 2.92871e-43, 2.92871e-43, 7.80231e-10, 2.92871e-43, 2.92871e-43, 2.92871e-43
0.230991, 0, 1.09569e-09, 4.81346e-42, 1.41421, -1.09569e-09, 0, 4.81346e-42, 4.81346e-42, 4.81346e-42, 4.81346e-42, 4.81346e-42, 4.81346e-42, 4.81346e-42, 4.81346e-42, 4.81346e-42, 4.81346e-42, 8.72611e-12, 4.81346e-42, 4.81346e-42, 8.98344e-12, 4.81346e-42, 4.81346e-42, 1.07798e-09, 4.81346e-42, 4.81346e-42, 4.81346e-42
0.238879, 0, 1.50832e-09, 6.65533e-41, 1.41421, -1.50832e-09, 0, 6.65533e-41, 6.65533e-41, 6.65533e-41, 6.65533e-41, 6.65533e-41, 6.65533e-41, 6.65533e-41, 6.65533e-41, 6.65533e-41, 6.65533e-41, 1.20173e-11, 6.65533e-41, 6.65533e-41, 1.30572e-11, 6.65533e-41, 6.65533e-41, 1.48324e-09, 6.65533e-41, 6.65533e-41, 6.65533e-41
0.246767, 0, 2.06797e-09, 8.16374e-40, 1.41421, -2.06797e-09, 0, 8.16374e-40, 8.16374e-40, 8.16374e-40, 8.16374e-40, 8.16374e-40, 8.16374e-40, 8.16374e-40, 8.16374e-40, 8.16374e-40, 8.16374e-40, 1.64842e-11, 8.16374e-40, 8.16374e-40, 1.89731e-11, 8.16374e-40, 8.16374e-40, 2.03251e-09, 8.16374e-40, 8.16374e-40, 8.16374e-40
0.254656, 0, 2.82392e-09, 8.99217e-39, 1.41421, -2.82392e-09, 0, 8.99217e-39, 8.99217e-39, 8.99217e-39, 8.99217e-39, 8.99217e-39, 8.99217e-39, 8.99217e-39, 8.99217e-39, 8.99217e-39, 8.99217e-39, 2.25226e-11, 8.99217e-39, 8.99217e-39, 2.75676e-11, 8.99217e-39, 8.99217e-39, 2.77383e-09, 8.99217e-39, 8.99217e-39, 8.99217e-39
0.262544, 0, 3.84086e-09, 8.94548e-38, 1.41421, -3.84086e-09, 0, 8.94548e-38, 8.94548e-38, 8.94548e-38, 8.94548e-38, 8.94548e-38, 8.94548e-38, 8.94548e-38, 8.94548e-38, 8.94548e-38, 8.94548e-38, 3.0653e-11, 8.94548e-38, 8.94548e-38, 4.00602e-11, 8.94548e-38, 8.94548e-38, 3.77015e-09, 8.94548e-38, 8.94548e-38, 8.94548e-38
0.270432, 0, 5.20338e-09, 8.08049e-37, 1.41421, -5.20338e-09, 0, 8.08049e-37, 8.08049e-37, 8.08049e-37, 8.08049e-37, 8.08049e-37, 8.08049e-37, 8.08049e-37, 8.08049e-37, 8.08049e-37, 8.08049e-37, 4.15573e-11, 8.08049e-37, 8.08049e-37, 5.82296e-11, 8.08049e-37, 8.08049e-37, 5.10359e-09, 8.08049e-37, 8.08049e-37, 8.08049e-37
0.278321, 0, 7.02161e-09, 6.66225e-36, 1.41421, -7.02161e-09, 0, 6.66225e-36, 6.66225e-36, 6.66225e-36, 6.66225e-36, 6.66225e-36, 6.66225e-36, 6.66225e-36, 6.66225e-36, 6.66225e-36, 6.66225e-36, 5.61248e-11, 6.66225e-36, 6.66225e-36, 8.46711e-11, 6.66225e-36, 6.66225e-36, 6.88081e-09, 6.66225e-36, 6.66225e-36, 6.66225e-36
0.286209, 0, 9.43837e-09, 5.03944e-35, 1.41421, -9.43837e-09, 0, 5.03944e-35, 5.03944e-35, 5.03944e-35, 5.03944e-35, 5.03944e-35, 5.03944e-35, 5.03944e-35, 5.03944e-35, 5.03944e-35, 5.03944e-35, 7.55117e-11, 5.03944e-35, 5.03944e-35, 1.23172e-10, 5.03944e-35, 5.03944e-35, 9.23969e-09, 5.03944e-35, 5.03944e-35, 5.03944e-35
0.294097, 0, 1.26381e-08, 3.48791e-34, 1.41421, -1.26381e-08, 0, 3.48791e-34, 3.48791e-34, 3.48791e-34, 3.48791e-34, 3.48791e-34, 3.48791e-34, 3.48791e-34, 3.48791e-34, 3.48791e-34, 3.48791e-34, 1.01215e-10, 3.48791e-34, 3.48791e-34, 1.79255e-10, 3.48791e-34, 3.48791e-34, 1.23577e-08, 3.48791e-34, 3.48791e-34, 3.48791e-34
0.301986, 0, 1.68582e-08, 2.35151e-33, 1.41421, -1.68582e-08, 0, 2.35151e-33, 2.35151e-33, 2.35151e-33, 2.35151e-33, 2.35151e-33, 2.35151e-33, 2.35151e-33, 2.35151e-33, 2.35151e-33, 2.35151e-33, 1.35164e-10, 2.35151e-33, 2.35151e-33, 2.60974e-10, 2.35151e-33, 2.35151e-33, 1.64621e-08, 2.35151e-33, 2.35151e-33, 2.35151e-33
0.309874, 0, 2.24029e-08, 1.51959e-32, 1.41421, -2.24029e-08, 0, 1.51959e-32, 1.51959e-32, 1.51959e-32, 1.51959e-32, 1.51959e-32, 1.51959e-32, 1.51959e-32, 1.51959e-32, 1.51959e-32, 1.51959e-32, 1.79841e-10, 1.51959e-32, 1.51959e-32, 3.80053e-10, 1.51959e-32, 1.51959e-32, 2.1843e-08, 1.51959e-32, 1.51959e-32, 1.51959e-32
0.317762, 0, 2.96606e-08, 9.21811e-32, 1.41421, -2.96606e-08, 0, 9.21811e-32, 9.21811e-32, 9.21811e-32, 9.21811e-32, 9.21811e-32, 9.21811e-32, 9.21811e-32, 9.21811e-32, 9.21811e-32, 9.21811e-32, 2.38421e-10, 9.21811e-32, 9.21811e-32, 5.53542e-10, 9.21811e-32, 9.21811e-32, 2.88686e-08, 9.21811e-32, 9.21811e-32, 9.21811e-32
0.325651, 0, 3.91259e-08, 5.26115e-31, 1.41421, -3.91259e-08, 0, 5.26115e-31, 5.26115e-31, 5.26115e-31, 5.26115e-31, 5.26115e-31, 5.26115e-31, 5.26115e-31, 5.26115e-31, 5.26115e-31, 5.26115e-31, 3.14957e-10, 5.26115e-31, 5.26115e-31, 8.06184e-10, 5.26115e-31, 5.26115e-31, 3.80048e-08, 5.26115e-31, 5.26115e-31, 5.26115e-31
0.333539, 0, 5.1426e-08, 2.8115e-30, 1.41421, -5.1426e-08, 0, 2.8115e-30, 2.8115e-30, 2.8115e-30, 2.8115e-30, 2.8115e-30, 2.8115e-30, 2.8115e-30, 2.8115e-30, 2.8115e-30, 2.8115e-30, 4.14604e-10, 2.8115e-30, 2.8115e-30, 1.1738e-09, 2.8115e-30, 2.8115e-30, 4.98376e-08, 2.8115e-30, 2.8115e-30, 2.8115e-30
0.341427, 0, 6.73539e-08, 1.40827e-29, 1.41421, -6.73539e-08, 0, 1.40827e-29, 1.40827e-29, 1.40827e-29, 1.40827e-29, 1.40827e-29, 1.40827e-29, 1.40827e-29, 1.40827e-29, 1.40827e-29, 1.40827e-29, 5.4389e-10, 1.40827e-29, 1.40827e-29, 1.70815e-09, 1.40827e-29, 1.40827e-29, 6.51019e-08, 1.40827e-29, 1.40827e-29, 1.40827e-29
0.349316, 0, 8.79093e-08, 6.63534e-29, 1.41421, -8.79093e-08, 0, 6.63534e-29, 6.63534e-29, 6.63534e-29, 6.63534e-29, 6.63534e-29, 6.63534e-29, 6.63534e-29, 6.63534e-29, 6.63534e-29, 6.63534e-29, 7.11067e-10, 6.63534e-29, 6.63534e-29, 2.48373e-09, 6.63534e-29, 6.63534e-29, 8.47146e-08, 6.63534e-29, 6.63534e-29, 6.63534e-29
0.357204, 0, 1.14349e-07, 2.95831e-28, 1.41421, -1.14349e-07, 0, 2.95831e-28, 2.95831e-28, 2.95831e-28, 2.95831e-28, 2.95831e-28, 2.95831e-28, 2.95831e-28, 2.95831e-28, 2.95831e-28, 2.95831e-28, 9.26517e-10, 2.95831e-28, 2.95831e-28, 3.6075e-09, 2.95831e-28, 2.95831e-28, 1.09815e-07, 2.95831e-28, 2.95831e-28, 2.95831e-28
0.365092, 0, 1.48249e-07, 1.2492e-27, 1.41421, -1.48249e-07, 0, 1.2492e-27, 1.2492e-27, 1.2492e-27, 1.2492e-27, 1.2492e-27, 1.2492e-27, 1.2492e-27, 1.2492e-27, 1.2492e-27, 1.2492e-27, 1.20327e-09, 1.2492e-27, 1.2492e-27, 5.23239e-09, 1.2492e-27, 1.2492e-27, 1.41814e-07, 1.2492e-27, 1.2492e-27, 1.2492e-27
0.372981, 0, 1.91581e-07, 5.00635e-27, 1.41421, -1.91581e-07, 0, 5.00635e-27, 5.00635e-27, 5.00635e-27, 5.00635e-27, 5.00635e-27, 5.00635e-27, 5.00635e-27, 5.00635e-27, 5.00635e-27, 5.00635e-27, 1.55764e-09, 5.00635e-27, 5.00635e-27, 7.57631e-09, 5.00635e-27, 5.00635e-27, 1.82447e-07, 5.00635e-27, 5.00635e-27, 5.00635e-27
0.380869, 0, 2.46805e-07, 1.90886e-26, 1.41421, -2.46805e-07, 0, 1.90886e-26, 1.90886e-26, 1.90886e-26, 1.90886e-26, 1.90886e-26, 1.90886e-26, 1.90886e-26, 1.90886e-26, 1.90886e-26, 1.90886e-26, 2.00994e-09, 1.90886e-26, 1.90886e-26, 1.09484e-08, 1.90886e-26, 1.90886e-26, 2.33847e-07, 1.90886e-26, 1.90886e-26, 1.90886e-26
0.388757, 0, 3.16988e-07, 6.94116e-26, 1.41421, -3.16988e-07, 0, 6.94116e-26, 6.94116e-26, 6.94116e-26, 6.94116e-26, 6.94116e-26, 6.94116e-26, 7.64561e-13, 6.94116e-26, 6.94116e-26, 6.94116e-26, 2.58544e-09, 6.94116e-26, 6.94116e-26, 1.57855e-08, 6.94116e-26, 6.94116e-26, 2.98617e-07, 6.94116e-26, 6.94116e-26, 6.94116e-26
0.396646, 0, 4.05943e-07, 2.41285e-25, 1.41421, -4.05943e-07, 0, 2.41285e-25, 2.41285e-25, 2.41285e-25, 2.41285e-25, 2.41285e-25, 2.41285e-25, 2.22906e-12, 2.41285e-25, 2.41285e-25, 2.41285e-25, 3.31546e-09, 2.41285e-25, 2.41285e-25, 2.27017e-08, 2.41285e-25, 2.41285e-25, 3.79924e-07, 2.41285e-25, 2.41285e-25, 2.41285e-25
0.404534, 0, 5.2017e-07, 8.13772e-25, 1.41421, -5.2017e-07, 0, 1.68282e-14, 6.7859e-12, 3.9355e-11, 8.92511e-11, 6.84705e-10, 9.69971e-11, 3.86783e-11, 4.82027e-11, 3.80707e-11, 5.83875e-10, 4.23877e-09, 1.5603e-11, 5.91135e-13, 3.25571e-08, 3.34939e-13, 9.06402e-16, 4.81675e-07, 8.13772e-25, 8.13772e-25, 5.74501e-11
0.412422, 0, 6.65594e-07, 2.08911e-10, 1.41421, -6.65594e-07, 2.08911e-10, 2.0896e-10, 2.28631e-10, 3.23275e-10, 4.6827e-10, 2.19863e-09, 4.9078e-10, 3.16929e-10, 3.48986e-10, 3.19543e-10, 1.90562e-09, 5.61189e-09, 2.54253e-10, 2.10629e-10, 4.67604e-08, 2.1256e-10, 2.08914e-10, 6.08701e-07, 2.08911e-10, 2.08911e-10, 3.75858e-10
0.420311, 0, 8.50856e-07, 6.05103e-10, 1.41421, -8.50856e-07, 6.05103e-10, 6.05212e-10, 6.49137e-10, 8.60479e-10, 1.18426e-09, 5.0482e-09, 1.23452e-09, 8.43234e-10, 9.17893e-10, 8.52146e-10, 4.3939e-09, 7.47168e-09, 7.06352e-10, 6.08939e-10, 6.69524e-08, 6.18218e-10, 6.05108e-10, 7.66613e-07, 6.05103e-10, 6.05103e-10, 9.779e-10
0.428199, 0, 1.08773e-06, 1.34811e-09, 1.41421, -1.08773e-06, 1.34811e-09, 1.34833e-09, 1.43725e-09, 1.86507e-09, 2.52051e-09, 1.03424e-08, 2.62226e-09, 1.82717e-09, 1.9813e-09, 1.8482e-09, 9.01786e-09, 1.00492e-08, 1.55307e-09, 1.35587e-09, 9.55849e-08, 1.38096e-09, 1.34812e-09, 9.62461e-07, 1.34811e-09, 1.34811e-09, 2.10277e-09
0.436087, 0, 1.39201e-06, 2.72407e-09, 1.41421, -1.39201e-06, 2.72407e-09, 2.72449e-09, 2.89579e-09, 3.71997e-09, 4.98263e-09, 2.0051e-08, 5.17864e-09, 3.64348e-09, 3.94387e-09, 3.68747e-09, 1.74994e-08, 1.3718e-08, 3.11891e-09, 2.73903e-09, 1.36092e-07, 2.79576e-09, 2.72409e-09, 1.20463e-06, 2.72407e-09, 2.72407e-09, 4.17788e-09
0.443976, 0, 1.78577e-06, 5.24264e-09, 1.41421, -1.78577e-06, 5.24264e-09, 5.24344e-09, 5.56361e-09, 7.10409e-09, 9.46412e-09, 3.76284e-08, 9.8305e-09, 6.95566e-09, 7.52258e-09, 7.04335e-09, 3.28593e-08, 1.90938e-08, 5.98065e-09, 5.2706e-09, 1.93284e-07, 5.38817e-09, 5.24269e-09, 1.50346e-06, 5.24264e-09, 5.24264e-09, 7.95997e-09
0.451864, 0, 2.3009e-06, 9.79443e-09, 1.41421, -2.3009e-06, 9.79443e-09, 9.79588e-09, 1.03816e-08, 1.32e-08, 1.75177e-08, 6.90445e-08, 1.81879e-08, 1.34873e-08, 1.39656e-08, 1.30888e-08, 6.03193e-08, 2.71957e-08, 1.11446e-08, 9.84558e-09, 2.73898e-07, 1.00769e-08, 9.79451e-09, 1.8717e-06, 9.79443e-09, 9.79443e-09, 1.47658e-08
0.459752, 0, 2.98277e-06, 1.79141e-08, 1.41421, -2.98277e-06, 1.79141e-08, 1.79167e-08, 1.89701e-08, 2.40388e-08, 3.1804e-08, 1.24474e-07, 3.30095e-08, 2.51758e-08, 2.54158e-08, 2.38389e-08, 1.08782e-07, 3.97136e-08, 2.03423e-08, 1.80061e-08, 3.87376e-07, 1.84457e-08, 1.79142e-08, 2.32523e-06, 1.79141e-08, 1.79141e-08, 2.68549e-08
0.46764, 0, 3.90578e-06, 3.22108e-08, 1.41421, -3.90578e-06, 3.22108e-08, 3.22154e-08, 3.4082e-08, 4.30628e-08, 5.68216e-08, 2.21017e-07, 5.89575e-08, 5.28695e-08, 4.55026e-08, 4.27087e-08, 1.93213e-07, 5.94438e-08, 3.65133e-08, 3.23738e-08, 5.46976e-07, 3.31884e-08, 3.2211e-08, 2.88416e-06, 3.22108e-08, 3.22108e-08, 4.80525e-08
0.475529, 0, 5.17022e-06, 5.706e-08, 1.41421, -5.17022e-06, 5.706e-08, 5.70681e-08, 6.03302e-08, 7.60253e-08, 1.0007e-07, 3.87021e-07, 1.03803e-07, 1.02372e-07, 8.0289e-08, 7.54064e-08, 3.38431e-07, 9.0986e-08, 6.45792e-08, 5.73449e-08, 7.71524e-07, 5.88247e-08, 5.70605e-08, 3.57436e-06, 5.706e-08, 5.706e-08, 8.47454e-08
0.483417, 0, 6.93322e-06, 9.96962e-08, 1.41421, -6.93322e-06, 9.96962e-08, 9.97102e-08, 1.05336e-07, 1.32407e-07, 1.7388e-07, 6.68809e-07, 1.80318e-07, 1.89737e-07, 1.39761e-07, 1.3134e-07, 5.85002e-07, 1.41843e-07, 1.12665e-07, 1.00188e-07, 1.08727e-06, 1.02831e-07, 9.96969e-08, 4.42981e-06, 9.96962e-08, 9.96962e-08, 1.47448e-07
0.491306, 0, 9.4336e-06, 1.71918e-07, 1.41421, -9.4336e-06, 1.71918e-07, 1.71942e-07, 1.81523e-07, 2.27621e-07, 2.98244e-07, 1.14105e-06, 3.09208e-07, 3.41808e-07, 2.40144e-07, 2.25803e-07, 9.98337e-07, 2.24134e-07, 1.94003e-07, 1.72755e-07, 1.5311e-06, 1.77406e-07, 1.71919e-07, 5.49598e-06, 1.71918e-07, 1.71918e-07, 2.53233e-07
0.499194, 0, 1.30295e-05, 2.92689e-07, 1.41421, -1.30295e-05, 2.92689e-07, 2.92729e-07, 3.0884e-07, 3.86358e-07, 5.05116e-07, 1.92236e-06, 5.23552e-07, 5.96938e-07, 4.07416e-07, 3.83301e-07, 1.68238e-06, 3.57203e-07, 3.29826e-07, 2.94096e-07, 2.15556e-06, 3.02168e-07, 2.92691e-07, 6.83523e-06, 2.92689e-07, 2.92689e-07, 4.29426e-07
0.507082, 0, 1.82768e-05, 4.92066e-07, 1.41421, -1.82768e-05, 4.92066e-07, 4.92133e-07, 5.18889e-07, 6.47627e-07, 8.44855e-07, 3.19855e-06, 8.75473e-07, 1.03101e-06, 6.826e-07, 6.42551e-07, 2.79999e-06, 5.71561e-07, 5.53741e-07, 4.94403e-07, 3.03483e-06, 5.08232e-07, 4.9207e-07, 8.53422e-06, 4.92066e-07, 4.92066e-07, 7.19153e-07
0.514971, 0, 2.60105e-05, 8.17017e-07, 1.41421, -2.60105e-05, 8.17017e-07, 8.17126e-07, 8.61016e-07, 1.07219e-06, 1.39571e-06, 5.25653e-06, 1.44593e-06, 1.76128e-06, 1.12956e-06, 1.06386e-06, 4.60277e-06, 9.14712e-07, 9.18185e-07, 8.2085e-07, 4.27378e-06, 8.44243e-07, 8.17023e-07, 1.07155e-05, 8.17017e-07, 8.17017e-07, 1.18951e-06
0.522859, 0, 3.74833e-05, 1.33987e-06, 1.41421, -3.74833e-05, 1.33987e-06, 1.34005e-06, 1.41116e-06, 1.75331e-06, 2.27749e-06, 8.53297e-06, 2.35886e-06, 2.9761e-06, 1.84626e-06, 1.73982e-06, 7.47371e-06, 1.45962e-06, 1.50379e-06, 1.34608e-06, 6.02051e-06, 1.38517e-06, 1.33988e-06, 1.3553e-05, 1.33987e-06, 1.33987e-06, 1.94341e-06
0.530747, 0, 5.45637e-05, 2.17043e-06, 1.41421, -5.45637e-05, 2.17043e-06, 2.17072e-06, 2.28453e-06, 2.83214e-06, 3.67108e-06, 1.36829e-05, 3.80132e-06, 4.97443e-06, 2.9809e-06, 2.81055e-06, 1.19876e-05, 2.31685e-06, 2.43278e-06, 2.18037e-06, 8.48372e-06, 2.2449e-06, 2.17045e-06, 1.72994e-05, 2.17043e-06, 2.17043e-06, 3.13639e-06
0.538635, 0, 8.00011e-05, 3.47314e-06, 1.41421, -8.00011e-05, 3.47314e-06, 3.47358e-06, 3.65353e-06, 4.51935e-06, 5.84579e-06, 2.16754e-05, 6.05171e-06, 8.22496e-06, 4.75456e-06, 4.48521e-06, 1.89949e-05, 3.65173e-06, 3.88792e-06, 3.48885e-06, 1.19568e-05, 3.59412e-06, 3.47316e-06, 2.23124e-05, 3.47314e-06, 3.47314e-06, 5.0004e-06
0.546524, 0, 0.00011779, 5.48996e-06, 1.41421, -0.00011779, 5.48996e-06, 5.49066e-06, 5.77172e-06, 7.12404e-06, 9.19581e-06, 3.392e-05, 9.51743e-06, 1.34526e-05, 7.49141e-06, 7.07072e-06, 2.97334e-05, 5.70728e-06, 6.1378e-06, 5.51451e-06, 1.68482e-05, 5.68418e-06, 5.49e-06, 2.9094e-05, 5.48996e-06, 5.48996e-06, 7.87538e-06
0.554412, 0, 0.000173702, 8.57297e-06, 1.41421, -0.000173702, 8.57297e-06, 8.57405e-06, 9.00774e-06, 1.10944e-05, 1.42913e-05, 5.24421e-05, 1.47876e-05, 2.17657e-05, 1.16613e-05, 1.10122e-05, 4.59819e-05, 8.83683e-06, 9.57261e-06, 8.61085e-06, 2.37267e-05, 8.88114e-06, 8.57303e-06, 3.83697e-05, 8.57297e-06, 8.57297e-06, 1.22539e-05
