   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_451.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0057729, 0, 6.03539e-16, 0, 1.41421, -6.03539e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03612e-18, 0, 0, 4.29535e-18, 0, 3.38827e-19, 0, 5.92869e-16, 0, 0
0.0136172, 0, 9.87405e-16, 0, 1.41421, -9.87405e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87376e-18, 0, 0, 7.15826e-18, 0, 5.68833e-19, 0, 9.69804e-16, 0, 0
0.0214615, 0, 1.60677e-15, 0, 1.41421, -1.60677e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60648e-17, 0, 0, 1.18665e-17, 0, 9.50345e-19, 0, 1.57789e-15, 0, 0
0.0293058, 0, 2.60081e-15, 0, 1.41421, -2.60081e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59993e-17, 0, 0, 1.95693e-17, 0, 1.58014e-18, 0, 2.55366e-15, 0, 0
0.0371502, 0, 4.18779e-15, 0, 1.41421, -4.18779e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18569e-17, 0, 0, 3.21066e-17, 0, 2.61492e-18, 0, 4.11121e-15, 0, 0
0.0449945, 0, 6.70814e-15, 0, 1.41421, -6.70814e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70367e-17, 0, 0, 5.24088e-17, 0, 4.3072e-18, 0, 6.58439e-15, 0, 0
0.0528388, 0, 1.06902e-14, 0, 1.41421, -1.06902e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06812e-16, 0, 0, 8.51237e-17, 0, 7.06205e-18, 0, 1.04912e-14, 0, 0
0.0606831, 0, 1.69492e-14, 0, 1.41421, -1.69492e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69321e-16, 0, 0, 1.3758e-16, 0, 1.15262e-17, 0, 1.66308e-14, 0, 0
0.0685274, 0, 2.67374e-14, 0, 1.41421, -2.67374e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67056e-16, 0, 0, 2.21281e-16, 0, 1.87277e-17, 0, 2.62303e-14, 0, 0
0.0763718, 0, 4.19668e-14, 0, 1.41421, -4.19668e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19091e-16, 0, 0, 3.54196e-16, 0, 3.02932e-17, 0, 4.11632e-14, 0, 0
0.0842161, 0, 6.55433e-14, 0, 1.41421, -6.55433e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54409e-16, 0, 0, 5.64264e-16, 0, 4.87849e-17, 0, 6.42758e-14, 0, 0
