   PIQUANT 0.0.0-main  ps__0368_0699563413_000rfs_shot_171.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00375574, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00410955, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0119748, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0198401, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0277054, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0355707, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.043436, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0513013, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0591666, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0670318, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0748971, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0827624, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0906277, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.098493, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.106358, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.114224, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.122089, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.129954, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.137819, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.145685, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.15355, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.161415, 0, 1.27442e-29, 0, 1.41421, -1.27442e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0973e-32, 0, 0, 2.16993e-34, 0, 3.3665e-35, 0, 1.2683e-29, 0, 0, 0
0.169281, 0, 1.53685e-28, 0, 1.41421, -1.53685e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35274e-31, 0, 0, 2.61672e-33, 0, 3.18467e-33, 0, 1.52944e-28, 0, 0, 0
0.177146, 0, 1.37234e-27, 0, 1.41421, -1.37234e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56552e-30, 0, 0, 2.33656e-32, 0, 5.744e-32, 0, 1.36569e-27, 0, 0, 0
0.185011, 0, 8.47765e-27, 0, 1.41421, -8.47765e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05583e-29, 0, 0, 1.44401e-31, 0, 4.3782e-31, 0, 8.43651e-27, 0, 0, 0
0.192876, 0, 4.41752e-26, 0, 1.41421, -4.41752e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11339e-28, 0, 0, 7.5309e-31, 0, 2.57901e-30, 0, 4.39605e-26, 0, 0, 0
0.200742, 0, 2.06714e-25, 0, 1.41421, -2.06714e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.88937e-28, 0, 0, 3.52827e-30, 0, 1.31783e-29, 0, 2.05708e-25, 0, 0, 0
0.208607, 0, 8.94223e-25, 0, 1.41421, -8.94223e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27802e-27, 0, 0, 1.52854e-29, 0, 6.11298e-29, 0, 8.89869e-25, 0, 0, 0
0.216472, 0, 3.63498e-24, 0, 1.41421, -3.63498e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73899e-26, 0, 0, 6.22398e-29, 0, 2.63522e-28, 0, 3.61726e-24, 0, 0, 0
0.224338, 0, 1.40292e-23, 0, 1.41421, -1.40292e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71161e-26, 0, 0, 2.4067e-28, 0, 1.07062e-27, 0, 1.39608e-23, 0, 0, 0
0.232203, 0, 5.17772e-23, 0, 1.41421, -5.17772e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47703e-25, 0, 0, 8.90098e-28, 0, 4.13726e-27, 0, 5.15245e-23, 0, 0, 0
0.240068, 0, 1.8369e-22, 0, 1.41421, -1.8369e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.78774e-25, 0, 0, 3.16506e-27, 0, 1.53069e-26, 0, 1.82793e-22, 0, 0, 0
0.247933, 0, 6.2893e-22, 0, 1.41421, -6.2893e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00879e-24, 0, 0, 1.08638e-26, 0, 5.44835e-26, 0, 6.25856e-22, 0, 0, 0
0.255799, 0, 2.08473e-21, 0, 1.41421, -2.08473e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.97329e-24, 0, 0, 3.61086e-26, 0, 1.87271e-25, 0, 2.07454e-21, 0, 0, 0
0.263664, 0, 6.70684e-21, 0, 1.41421, -6.70684e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20851e-23, 0, 0, 1.16507e-25, 0, 6.23424e-25, 0, 6.67401e-21, 0, 0, 0
0.271529, 0, 2.09845e-20, 0, 1.41421, -2.09845e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00388e-22, 0, 0, 3.65687e-25, 0, 2.01489e-24, 0, 2.08817e-20, 0, 0, 0
0.279395, 0, 6.39629e-20, 0, 1.41421, -6.39629e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05993e-22, 0, 0, 1.11846e-24, 0, 6.33461e-24, 0, 6.36494e-20, 0, 0, 0
0.28726, 0, 1.90206e-19, 0, 1.41421, -1.90206e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.09927e-22, 0, 0, 3.33817e-24, 0, 1.94048e-23, 0, 1.89273e-19, 0, 0, 0
0.295125, 0, 5.52462e-19, 0, 1.41421, -5.52462e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64291e-21, 0, 0, 9.73406e-24, 0, 5.79977e-23, 0, 5.49751e-19, 0, 0, 0
0.30299, 0, 1.56891e-18, 0, 1.41421, -1.56891e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.50548e-21, 0, 0, 2.77602e-23, 0, 1.6933e-22, 0, 1.56121e-18, 0, 0, 0
0.310856, 0, 4.36002e-18, 0, 1.41421, -4.36002e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08577e-20, 0, 0, 7.74955e-23, 0, 4.83403e-22, 0, 4.33861e-18, 0, 0, 0
0.318721, 0, 1.18658e-17, 0, 1.41421, -1.18658e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.67639e-20, 0, 0, 2.11927e-22, 0, 1.35057e-21, 0, 1.18075e-17, 0, 0, 0
0.326586, 0, 3.16444e-17, 0, 1.41421, -3.16444e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5138e-19, 0, 0, 5.6812e-22, 0, 3.69552e-21, 0, 3.14887e-17, 0, 0, 0
0.334452, 0, 8.27433e-17, 0, 1.41421, -8.27433e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95824e-19, 0, 0, 1.49379e-21, 0, 9.90999e-21, 0, 8.23361e-17, 0, 0, 0
0.342317, 0, 2.12236e-16, 0, 1.41421, -2.12236e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01528e-18, 0, 0, 3.85443e-21, 0, 2.60592e-20, 0, 2.11191e-16, 0, 0, 0
0.350182, 0, 5.34247e-16, 0, 1.41421, -5.34247e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55565e-18, 0, 0, 9.76456e-21, 0, 6.72294e-20, 0, 5.31614e-16, 0, 0, 0
0.358047, 0, 1.32028e-15, 0, 1.41421, -1.32028e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.31564e-18, 0, 0, 2.42965e-20, 0, 1.70241e-19, 0, 1.31377e-15, 0, 0, 0
