   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_35.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0758574, 0, 8.79017e-18, 0, 1.41421, -8.79017e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68667e-21, 0, 0, 2.68565e-22, 3.057e-22, 0, 8.78291e-18, 0, 0, 0
0.0837676, 0, 1.7706e-17, 0, 1.41421, -1.7706e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34689e-20, 0, 0, 5.50064e-22, 6.26981e-22, 0, 1.76914e-17, 0, 0, 0
0.0916777, 0, 3.5301e-17, 0, 1.41421, -3.5301e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68533e-20, 0, 0, 1.11533e-21, 1.27302e-21, 0, 3.52717e-17, 0, 0, 0
0.0995878, 0, 7.06833e-17, 0, 1.41421, -7.06833e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37685e-20, 0, 0, 2.28148e-21, 2.60903e-21, 0, 7.06247e-17, 0, 0, 0
0.107498, 0, 1.37942e-16, 0, 1.41421, -1.37942e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04932e-19, 0, 0, 4.52908e-21, 5.1872e-21, 0, 1.37828e-16, 0, 0, 0
0.115408, 0, 2.66675e-16, 0, 1.41421, -2.66675e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02858e-19, 0, 0, 8.90866e-21, 1.02197e-20, 0, 2.66453e-16, 0, 0, 0
0.123318, 0, 5.10796e-16, 0, 1.41421, -5.10796e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88558e-19, 0, 0, 1.73661e-20, 1.99569e-20, 0, 5.1037e-16, 0, 0, 0
0.131228, 0, 9.69532e-16, 0, 1.41421, -9.69532e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37514e-19, 0, 0, 3.35551e-20, 3.86352e-20, 0, 9.68723e-16, 0, 0, 0
0.139138, 0, 1.82385e-15, 0, 1.41421, -1.82385e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38738e-18, 0, 0, 6.42757e-20, 7.41637e-20, 0, 1.82233e-15, 0, 0, 0
0.147049, 0, 3.40086e-15, 0, 1.41421, -3.40086e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58699e-18, 0, 0, 1.22076e-19, 1.41187e-19, 0, 3.39801e-15, 0, 0, 0
0.154959, 0, 6.28658e-15, 0, 1.41421, -6.28658e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.7821e-18, 0, 0, 2.29916e-19, 2.66604e-19, 0, 6.2813e-15, 0, 0, 0
0.162869, 0, 1.15217e-14, 0, 1.41421, -1.15217e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76432e-18, 0, 0, 4.29454e-19, 4.99428e-19, 0, 1.1512e-14, 0, 0, 0
0.170779, 0, 2.09382e-14, 0, 1.41421, -2.09382e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59273e-17, 0, 0, 7.9566e-19, 9.28286e-19, 0, 2.09205e-14, 0, 0, 0
0.178689, 0, 3.77335e-14, 0, 1.41421, -3.77335e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8703e-17, 0, 0, 1.46238e-18, 1.71219e-18, 0, 3.77016e-14, 0, 0, 0
0.186599, 0, 6.74402e-14, 0, 1.41421, -6.74402e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13001e-17, 0, 0, 2.66665e-18, 3.13431e-18, 0, 6.73831e-14, 0, 0, 0
0.194509, 0, 1.1955e-13, 0, 1.41421, -1.1955e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.0939e-17, 0, 0, 4.82493e-18, 5.69518e-18, 0, 1.19449e-13, 0, 0, 0
0.202419, 0, 2.10212e-13, 0, 1.41421, -2.10212e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59903e-16, 0, 0, 8.66333e-18, 1.02731e-17, 0, 2.10033e-13, 0, 0, 0
0.21033, 0, 3.66666e-13, 0, 1.41421, -3.66666e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78914e-16, 0, 0, 1.54382e-17, 1.83984e-17, 0, 3.66354e-13, 0, 0, 0
0.21824, 0, 6.3448e-13, 0, 1.41421, -6.3448e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.82636e-16, 0, 0, 2.73071e-17, 3.27181e-17, 0, 6.33938e-13, 0, 0, 0
0.22615, 0, 1.08925e-12, 0, 1.41421, -1.08925e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.28578e-16, 0, 0, 4.79489e-17, 5.77834e-17, 0, 1.08832e-12, 0, 0, 0
0.23406, 0, 1.85535e-12, 0, 1.41421, -1.85535e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41136e-15, 0, 0, 8.35911e-17, 1.01361e-16, 0, 1.85376e-12, 0, 0, 0
0.24197, 0, 3.1357e-12, 0, 1.41421, -3.1357e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38537e-15, 0, 0, 1.44704e-16, 1.7662e-16, 0, 3.133e-12, 0, 0, 0
0.24988, 0, 5.25872e-12, 0, 1.41421, -5.25872e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00049e-15, 0, 0, 2.48778e-16, 3.05757e-16, 0, 5.25416e-12, 0, 0, 0
0.25779, 0, 8.75145e-12, 0, 1.41421, -8.75145e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65782e-15, 0, 0, 4.24838e-16, 5.25943e-16, 0, 8.74384e-12, 0, 0, 0
0.2657, 0, 1.44529e-11, 0, 1.41421, -1.44529e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0996e-14, 0, 0, 7.20793e-16, 8.99069e-16, 0, 1.44403e-11, 0, 0, 0
0.273611, 0, 2.36881e-11, 0, 1.41421, -2.36881e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80236e-14, 0, 0, 1.21524e-15, 1.52762e-15, 0, 2.36673e-11, 0, 0, 0
0.281521, 0, 3.85316e-11, 0, 1.41421, -3.85316e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93207e-14, 0, 0, 2.03648e-15, 2.58035e-15, 0, 3.84976e-11, 0, 0, 0
0.289431, 0, 6.22067e-11, 0, 1.41421, -6.22067e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73428e-14, 0, 0, 3.39301e-15, 4.33384e-15, 0, 6.21517e-11, 0, 0, 0
0.297341, 0, 9.96802e-11, 0, 1.41421, -9.96802e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58753e-14, 0, 0, 5.62218e-15, 7.23924e-15, 0, 9.95915e-11, 0, 0, 0
0.305251, 0, 1.58543e-10, 9.66896e-44, 1.41421, -1.58543e-10, 0, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 9.66896e-44, 1.20708e-13, 9.66896e-44, 9.66896e-44, 9.26798e-15, 1.20293e-14, 9.66896e-44, 1.58401e-10, 9.66896e-44, 9.66896e-44, 9.66896e-44
0.313161, 0, 2.50306e-10, 1.73621e-42, 1.41421, -2.50306e-10, 0, 1.73621e-42, 1.73621e-42, 1.73621e-42, 1.73621e-42, 1.73621e-42, 1.73621e-42, 1.73621e-42, 1.73621e-42, 1.73621e-42, 1.90626e-13, 1.73621e-42, 1.73621e-42, 1.5205e-14, 1.98897e-14, 1.73621e-42, 2.50081e-10, 1.73621e-42, 1.73621e-42, 1.73621e-42
0.321071, 0, 3.92281e-10, 2.62043e-41, 1.41421, -3.92281e-10, 0, 2.62043e-41, 2.62043e-41, 2.62043e-41, 2.62043e-41, 2.62043e-41, 2.62043e-41, 2.62043e-41, 2.62043e-41, 2.62043e-41, 2.98854e-13, 2.62043e-41, 2.62043e-41, 2.48359e-14, 3.27325e-14, 2.62043e-41, 3.91925e-10, 2.62043e-41, 2.62043e-41, 2.62043e-41
0.328981, 0, 6.10298e-10, 3.48815e-40, 1.41421, -6.10298e-10, 0, 3.48815e-40, 3.48815e-40, 3.48815e-40, 3.48815e-40, 3.48815e-40, 3.48815e-40, 3.48815e-40, 3.48815e-40, 3.48815e-40, 4.6515e-13, 3.48815e-40, 3.48815e-40, 4.04069e-14, 5.36321e-14, 3.48815e-40, 6.09739e-10, 3.48815e-40, 3.48815e-40, 3.48815e-40
0.336892, 0, 9.42591e-10, 4.15209e-39, 1.41421, -9.42591e-10, 0, 4.15209e-39, 4.15209e-39, 4.15209e-39, 4.15209e-39, 4.15209e-39, 4.15209e-39, 4.15209e-39, 4.15209e-39, 4.15209e-39, 7.18799e-13, 4.15209e-39, 4.15209e-39, 6.55109e-14, 8.75198e-14, 4.15209e-39, 9.4172e-10, 4.15209e-39, 4.15209e-39, 4.15209e-39
0.344802, 0, 1.4453e-09, 4.45365e-38, 1.41421, -1.4453e-09, 0, 4.45365e-38, 4.45365e-38, 4.45365e-38, 4.45365e-38, 4.45365e-38, 4.45365e-38, 4.45365e-38, 4.45365e-38, 4.45365e-38, 1.10288e-12, 4.45365e-38, 4.45365e-38, 1.05891e-13, 1.42288e-13, 4.45365e-38, 1.44394e-09, 4.45365e-38, 4.45365e-38, 4.45365e-38
0.352712, 0, 2.2002e-09, 4.32617e-37, 1.41421, -2.2002e-09, 0, 4.32617e-37, 4.32617e-37, 4.32617e-37, 4.32617e-37, 4.32617e-37, 4.32617e-37, 4.32617e-37, 4.32617e-37, 4.32617e-37, 1.68028e-12, 4.32617e-37, 4.32617e-37, 1.70726e-13, 2.30549e-13, 4.32617e-37, 2.19812e-09, 4.32617e-37, 4.32617e-37, 4.32617e-37
0.360622, 0, 3.32549e-09, 3.82926e-36, 1.41421, -3.32549e-09, 0, 3.82926e-36, 3.82926e-36, 3.82926e-36, 3.82926e-36, 3.82926e-36, 3.82926e-36, 3.82926e-36, 3.82926e-36, 3.82926e-36, 2.54212e-12, 3.82926e-36, 3.82926e-36, 2.74692e-13, 3.7243e-13, 3.82926e-36, 3.32231e-09, 3.82926e-36, 3.82926e-36, 3.82926e-36
0.368532, 0, 4.99066e-09, 3.10341e-35, 1.41421, -4.99066e-09, 0, 3.10341e-35, 3.10341e-35, 3.10341e-35, 3.10341e-35, 3.10341e-35, 3.10341e-35, 3.10341e-35, 3.10341e-35, 3.10341e-35, 3.81949e-12, 3.10341e-35, 3.10341e-35, 4.41256e-13, 6.00013e-13, 3.10341e-35, 4.9858e-09, 3.10341e-35, 3.10341e-35, 3.10341e-35
0.376442, 0, 7.43683e-09, 2.31334e-34, 1.41421, -7.43683e-09, 0, 2.31334e-34, 2.31334e-34, 2.31334e-34, 2.31334e-34, 2.31334e-34, 2.31334e-34, 2.31334e-34, 2.31334e-34, 2.31334e-34, 5.69959e-12, 2.31334e-34, 2.31334e-34, 7.07969e-13, 9.64395e-13, 2.31334e-34, 7.42946e-09, 2.31334e-34, 2.31334e-34, 2.31334e-34
0.384352, 0, 1.10043e-08, 1.60496e-33, 1.41421, -1.10043e-08, 0, 1.60496e-33, 1.60496e-33, 1.60496e-33, 1.60496e-33, 1.60496e-33, 1.60496e-33, 1.60496e-33, 1.60496e-33, 1.60496e-33, 8.44781e-12, 1.60496e-33, 1.60496e-33, 1.13492e-12, 1.54687e-12, 1.60496e-33, 1.09932e-08, 1.60496e-33, 1.60496e-33, 1.60496e-33
0.392262, 0, 1.617e-08, 1.01643e-32, 1.41421, -1.617e-08, 0, 1.01643e-32, 1.01643e-32, 1.01643e-32, 1.01643e-32, 1.01643e-32, 1.01643e-32, 1.01643e-32, 1.01643e-32, 1.01643e-32, 1.24379e-11, 1.01643e-32, 1.01643e-32, 1.81827e-12, 2.47666e-12, 1.01643e-32, 1.61533e-08, 1.01643e-32, 1.01643e-32, 1.01643e-32
0.400172, 0, 2.35964e-08, 6.37081e-32, 1.41421, -2.35964e-08, 0, 6.37081e-32, 6.37081e-32, 6.37081e-32, 6.37081e-32, 6.37081e-32, 6.37081e-32, 6.37081e-32, 6.37081e-32, 6.37081e-32, 1.81927e-11, 6.37081e-32, 6.37081e-32, 2.91185e-12, 3.95891e-12, 6.37081e-32, 2.35713e-08, 6.37081e-32, 6.37081e-32, 6.37081e-32
0.408083, 0, 3.41984e-08, 8.47322e-31, 1.41421, -3.41984e-08, 0, 8.47322e-31, 8.47322e-31, 8.47322e-31, 8.47322e-31, 8.47322e-31, 8.47322e-31, 8.47322e-31, 8.47322e-31, 8.47322e-31, 2.64393e-11, 8.47322e-31, 8.47322e-31, 4.66694e-12, 6.3246e-12, 8.47322e-31, 3.4161e-08, 8.47322e-31, 8.47322e-31, 8.47322e-31
0.415993, 0, 4.92258e-08, 4.38034e-30, 1.41421, -4.92258e-08, 0, 4.38034e-30, 4.38034e-30, 4.38034e-30, 4.38034e-30, 4.38034e-30, 4.38034e-30, 4.38034e-30, 4.38034e-30, 4.38034e-30, 3.81785e-11, 4.38034e-30, 4.38034e-30, 7.46743e-12, 1.00787e-11, 4.38034e-30, 4.91701e-08, 4.38034e-30, 4.38034e-30, 4.38034e-30
0.423903, 0, 7.03789e-08, 2.13344e-29, 1.41421, -7.03789e-08, 0, 2.13344e-29, 2.13344e-29, 2.13344e-29, 2.13344e-29, 2.13344e-29, 2.13344e-29, 2.13344e-29, 2.13344e-29, 2.13344e-29, 5.47864e-11, 2.13344e-29, 2.13344e-29, 1.19417e-11, 1.60369e-11, 2.13344e-29, 7.02962e-08, 2.13344e-29, 2.13344e-29, 2.13344e-29
0.431813, 0, 9.99503e-08, 9.92885e-29, 1.41421, -9.99503e-08, 0, 9.92885e-29, 9.92885e-29, 9.92885e-29, 9.92885e-29, 9.92885e-29, 9.92885e-29, 9.92885e-29, 9.92885e-29, 9.92885e-29, 7.81384e-11, 9.92885e-29, 9.92885e-29, 1.90815e-11, 2.54752e-11, 9.92885e-29, 9.98276e-08, 9.92885e-29, 9.92885e-29, 9.92885e-29
0.439723, 0, 1.41008e-07, 4.41068e-28, 1.41421, -1.41008e-07, 0, 4.41068e-28, 4.41068e-28, 4.41068e-28, 4.41068e-28, 4.41068e-28, 4.41068e-28, 4.41068e-28, 4.41068e-28, 4.41068e-28, 1.10776e-10, 4.41068e-28, 4.41068e-28, 3.04549e-11, 4.0392e-11, 4.41068e-28, 1.40826e-07, 4.41068e-28, 4.41068e-28, 4.41068e-28
0.447633, 0, 1.97627e-07, 1.86521e-27, 1.41421, -1.97627e-07, 0, 1.86521e-27, 1.86521e-27, 1.86521e-27, 1.86521e-27, 1.86521e-27, 1.86521e-27, 1.86521e-27, 1.86521e-27, 1.86521e-27, 1.56124e-10, 1.86521e-27, 1.86521e-27, 4.85319e-11, 6.39027e-11, 1.86521e-27, 1.97359e-07, 1.86521e-27, 1.86521e-27, 1.86521e-27
0.455543, 0, 2.75187e-07, 7.51498e-27, 1.41421, -2.75187e-07, 0, 7.51498e-27, 7.51498e-27, 7.51498e-27, 7.51498e-27, 7.51498e-27, 7.51498e-27, 7.51498e-27, 7.51498e-27, 7.51498e-27, 2.18774e-10, 7.51498e-27, 7.51498e-27, 7.7184e-11, 1.00838e-10, 7.51498e-27, 2.74791e-07, 7.51498e-27, 7.51498e-27, 7.51498e-27
0.463453, 0, 3.80732e-07, 2.88913e-26, 1.41421, -3.80732e-07, 0, 2.88913e-26, 2.88913e-26, 2.88913e-26, 2.88913e-26, 2.88913e-26, 2.88913e-26, 2.11605e-12, 2.88913e-26, 2.88913e-26, 3.04842e-10, 2.88913e-26, 2.88913e-26, 1.22446e-10, 1.58643e-10, 2.88913e-26, 3.80144e-07, 2.88913e-26, 2.88913e-26, 2.88913e-26
0.471364, 0, 5.23419e-07, 1.06196e-25, 1.41421, -5.23419e-07, 0, 1.06196e-25, 1.06196e-25, 1.06196e-25, 1.06196e-25, 1.06196e-25, 1.06196e-25, 7.12582e-12, 1.06196e-25, 1.06196e-25, 4.22439e-10, 1.06196e-25, 1.06196e-25, 1.93671e-10, 2.48712e-10, 1.06196e-25, 5.22547e-07, 1.06196e-25, 1.06196e-25, 1.06196e-25
0.479274, 0, 7.15075e-07, 3.76066e-25, 1.41421, -7.15075e-07, 0, 3.76066e-25, 3.76066e-25, 3.76066e-25, 3.76066e-25, 3.76066e-25, 3.76066e-25, 1.8635e-11, 3.76066e-25, 3.76066e-25, 5.82256e-10, 3.76066e-25, 3.76066e-25, 3.0526e-10, 3.88361e-10, 3.76066e-25, 7.1378e-07, 3.76066e-25, 3.76066e-25, 3.76066e-25
0.487184, 0, 9.7327e-07, 2.65164e-10, 1.41421, -9.7327e-07, 2.65164e-10, 2.65167e-10, 2.65293e-10, 2.65181e-10, 6.23218e-10, 2.73013e-10, 2.78462e-10, 4.08442e-10, 3.4479e-10, 1.71736e-09, 1.0635e-09, 2.65805e-10, 2.66475e-10, 7.44408e-10, 8.6885e-10, 2.65165e-10, 9.69309e-07, 2.65164e-10, 2.65164e-10, 2.88296e-10
0.495094, 0, 1.31815e-06, 8.78822e-10, 1.41421, -1.31815e-06, 8.78822e-10, 8.7883e-10, 8.79253e-10, 8.7888e-10, 2.0784e-09, 9.05116e-10, 9.23373e-10, 1.31082e-09, 1.14559e-09, 5.74408e-09, 1.96778e-09, 8.80968e-10, 8.83215e-10, 1.62797e-09, 1.81251e-09, 8.78825e-10, 1.30846e-06, 8.78822e-10, 8.78822e-10, 9.5632e-10
0.503004, 0, 1.77842e-06, 2.2736e-09, 1.41421, -1.77842e-06, 2.2736e-09, 2.27362e-09, 2.27472e-09, 2.27375e-09, 5.39652e-09, 2.34205e-09, 2.38958e-09, 3.35712e-09, 2.96809e-09, 1.49396e-08, 3.75149e-09, 2.27918e-09, 2.28504e-09, 3.43903e-09, 3.70972e-09, 2.27361e-09, 1.75637e-06, 2.2736e-09, 2.2736e-09, 2.47535e-09
0.510914, 0, 2.39346e-06, 5.3751e-09, 1.41421, -2.39346e-06, 5.3751e-09, 5.37515e-09, 5.37776e-09, 5.37546e-09, 1.27868e-08, 5.53756e-09, 5.65036e-09, 7.89452e-09, 7.02335e-09, 3.54355e-08, 7.37087e-09, 5.38836e-09, 5.40224e-09, 7.17874e-09, 7.57079e-09, 5.37512e-09, 2.34487e-06, 5.3751e-09, 5.3751e-09, 5.85392e-09
0.518824, 0, 3.22003e-06, 1.21202e-08, 1.41421, -3.22003e-06, 1.21202e-08, 1.21203e-08, 1.21262e-08, 1.2121e-08, 2.88747e-08, 1.24874e-08, 1.27424e-08, 1.7731e-08, 1.58461e-08, 8.00734e-08, 1.48021e-08, 1.21501e-08, 1.21815e-08, 1.48961e-08, 1.54557e-08, 1.21202e-08, 3.11503e-06, 1.21202e-08, 1.21202e-08, 1.32026e-08
0.526734, 0, 4.34365e-06, 2.64656e-08, 1.41421, -4.34365e-06, 2.64656e-08, 2.64658e-08, 2.64787e-08, 2.64673e-08, 6.31173e-08, 2.7269e-08, 2.78268e-08, 3.87965e-08, 3.46163e-08, 1.75118e-07, 3.00522e-08, 2.65311e-08, 2.65998e-08, 3.07132e-08, 3.15036e-08, 2.64657e-08, 4.12024e-06, 2.64656e-08, 2.64656e-08, 2.88334e-08
0.534645, 0, 5.90044e-06, 5.63074e-08, 1.41421, -5.90044e-06, 5.63074e-08, 5.63079e-08, 5.63355e-08, 5.63112e-08, 1.34396e-07, 5.80191e-08, 5.92075e-08, 8.45562e-08, 7.3673e-08, 3.73018e-07, 6.10811e-08, 5.64471e-08, 5.65934e-08, 6.27675e-08, 6.38586e-08, 5.63076e-08, 5.43113e-06, 5.63074e-08, 5.63074e-08, 6.13522e-08
0.542555, 0, 8.13034e-06, 1.17028e-07, 1.41421, -8.13034e-06, 1.17028e-07, 1.17029e-07, 1.17087e-07, 1.17036e-07, 2.79519e-07, 1.2059e-07, 1.23063e-07, 1.97888e-07, 1.53164e-07, 7.76061e-07, 1.23352e-07, 1.17319e-07, 1.17623e-07, 1.26792e-07, 1.28264e-07, 1.17029e-07, 7.14345e-06, 1.17028e-07, 1.17028e-07, 1.27526e-07
0.550465, 0, 1.14126e-05, 2.37885e-07, 1.41421, -1.14126e-05, 2.37885e-07, 2.37888e-07, 2.38004e-07, 2.37902e-07, 5.68553e-07, 2.45134e-07, 2.50166e-07, 4.31549e-07, 3.11421e-07, 1.57901e-06, 2.46223e-07, 2.38477e-07, 2.39097e-07, 2.52547e-07, 2.5448e-07, 2.37886e-07, 9.3912e-06, 2.37885e-07, 2.37885e-07, 2.59248e-07
0.558375, 0, 1.64173e-05, 4.73213e-07, 1.41421, -1.64173e-05, 4.73213e-07, 4.73218e-07, 4.7345e-07, 4.73245e-07, 1.13171e-06, 4.87647e-07, 4.97669e-07, 9.04234e-07, 6.19653e-07, 3.14395e-06, 4.84155e-07, 4.74391e-07, 4.75625e-07, 4.95097e-07, 4.97537e-07, 4.73215e-07, 1.23682e-05, 4.73213e-07, 4.73213e-07, 5.15755e-07
0.566285, 0, 2.43071e-05, 9.21509e-07, 1.41421, -2.43071e-05, 9.21509e-07, 9.21518e-07, 9.2197e-07, 9.21571e-07, 2.20526e-06, 9.49648e-07, 9.69186e-07, 1.84087e-06, 1.20699e-06, 6.12813e-06, 9.35803e-07, 9.23805e-07, 9.26211e-07, 9.53947e-07, 9.56897e-07, 9.21512e-07, 1.63635e-05, 9.21509e-07, 9.21509e-07, 1.00444e-06
0.574195, 0, 3.70954e-05, 1.75709e-06, 1.41421, -3.70954e-05, 1.75709e-06, 1.7571e-06, 1.75797e-06, 1.75721e-06, 4.20767e-06, 1.8108e-06, 1.8481e-06, 3.66259e-06, 2.30206e-06, 1.16962e-05, 1.77568e-06, 1.76147e-06, 1.76606e-06, 1.80485e-06, 1.80819e-06, 1.75709e-06, 2.18203e-05, 1.75709e-06, 1.75709e-06, 1.91541e-06
0.582105, 0, 5.8229e-05, 3.28109e-06, 1.41421, -5.8229e-05, 3.28109e-06, 3.28112e-06, 3.28274e-06, 3.28131e-06, 7.86263e-06, 3.38152e-06, 3.45124e-06, 7.1377e-06, 4.29995e-06, 2.18629e-05, 3.30516e-06, 3.28929e-06, 3.29787e-06, 3.35097e-06, 3.35436e-06, 3.2811e-06, 2.94295e-05, 3.28109e-06, 3.28109e-06, 3.57708e-06
0.590015, 0, 9.35629e-05, 6.00112e-06, 1.41421, -9.35629e-05, 6.00112e-06, 6.00118e-06, 6.00414e-06, 6.00153e-06, 1.43912e-05, 6.18503e-06, 6.31272e-06, 1.36795e-05, 7.86694e-06, 4.00296e-05, 6.03215e-06, 6.01613e-06, 6.03185e-06, 6.10269e-06, 6.10544e-06, 6.00114e-06, 4.02765e-05, 6.00112e-06, 6.00112e-06, 6.54315e-06
0.597925, 0, 0.000152833, 1.07523e-05, 1.41421, -0.000152833, 1.07523e-05, 1.07524e-05, 1.07577e-05, 1.0753e-05, 2.58045e-05, 1.10822e-05, 1.13113e-05, 2.57881e-05, 1.40997e-05, 7.18009e-05, 1.07921e-05, 1.07792e-05, 1.08074e-05, 1.0899e-05, 1.08999e-05, 1.07523e-05, 5.60651e-05, 1.07523e-05, 1.07523e-05, 1.17247e-05
0.605836, 0, 0.000251966, 1.8875e-05, 1.41421, -0.000251966, 1.8875e-05, 1.88752e-05, 1.88845e-05, 1.88763e-05, 4.53343e-05, 1.9455e-05, 1.98577e-05, 4.78274e-05, 2.47591e-05, 0.000126188, 1.8926e-05, 1.89223e-05, 1.89719e-05, 1.90856e-05, 1.90825e-05, 1.88751e-05, 7.94603e-05, 1.8875e-05, 1.8875e-05, 2.05844e-05
