   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_158.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0327049, 316, 0, 0, 17.8326, 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0248185, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0169321, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00904569, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00115928, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00672712, 0, 1.40387e-24, 0, 1.41421, -1.40387e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78748e-30, 0, 0, 1.40386e-24, 0, 0, 0
0.0146135, 0, 4.03179e-24, 0, 1.41421, -4.03179e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97191e-29, 0, 0, 4.03177e-24, 0, 0, 0
0.0224999, 0, 1.12423e-23, 0, 1.41421, -1.12423e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56344e-29, 0, 0, 1.12423e-23, 0, 0, 0
0.0303863, 0, 3.05271e-23, 0, 1.41421, -3.05271e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52879e-28, 0, 0, 3.0527e-23, 0, 0, 0
0.0382727, 0, 8.09108e-23, 0, 1.41421, -8.09108e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10124e-28, 0, 0, 8.09104e-23, 0, 0, 0
