   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_332.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.58211, 306, 289.745, 42.6217, 17.5499, 16.2551, 0, 42.6217, 286.183, 46.1826, 42.6217, 42.6217, 42.6217, 42.6217, 42.6217, 42.6217, 42.6217, 42.6217, 42.6217, 42.6217, 42.6217, 42.6223, 42.6217
6.58999, 192, 235.278, 42.6292, 13.9284, -43.2776, 0, 42.6292, 232.144, 45.7624, 42.6292, 42.6292, 42.6292, 42.6292, 42.6292, 42.6292, 42.6292, 42.6292, 42.6292, 42.6292, 42.6292, 42.6298, 42.6292
6.59788, 172, 191.299, 42.6367, 13.1909, -19.299, 0, 42.6367, 188.571, 45.3646, 42.6367, 42.6367, 42.6367, 42.6367, 42.6367, 42.6367, 42.6367, 42.6367, 42.6367, 42.6367, 42.6367, 42.6372, 42.6367
6.60576, 162, 156.212, 42.6442, 12.8062, 5.78778, 0, 42.6443, 153.862, 44.9943, 42.6442, 42.6442, 42.6442, 42.6442, 42.6442, 42.6442, 42.6442, 42.6442, 42.6443, 42.6442, 42.6442, 42.6447, 42.6442
6.61364, 140, 128.546, 42.6519, 11.9164, 11.454, 0, 42.6519, 126.542, 44.6551, 42.6519, 42.6519, 42.6519, 42.6519, 42.6519, 42.6519, 42.6519, 42.6519, 42.6519, 42.6519, 42.6519, 42.6523, 42.6519
6.62153, 120, 106.983, 42.6596, 11.0454, 13.0166, 0, 42.6596, 105.293, 44.3494, 42.6596, 42.6596, 42.6596, 42.6596, 42.6596, 42.6596, 42.6596, 42.6596, 42.6596, 42.6596, 42.6596, 42.6599, 42.6596
6.62941, 70, 90.3667, 42.6673, 8.48528, -20.3667, 0, 42.6673, 88.9558, 44.0779, 42.6673, 42.6673, 42.6673, 42.6673, 42.6673, 42.6673, 42.6673, 42.6673, 42.6673, 42.6673, 42.6673, 42.6676, 42.6673
6.63729, 76, 77.7063, 42.6752, 8.83176, -1.7063, 0, 42.6752, 76.5408, 43.8404, 42.6752, 42.6752, 42.6752, 42.6752, 42.6752, 42.6752, 42.6752, 42.6752, 42.6752, 42.6752, 42.6752, 42.6754, 42.6752
6.64518, 60, 68.1674, 42.683, 7.87401, -8.16738, 0, 42.683, 67.2146, 43.6356, 42.683, 42.683, 42.683, 42.683, 42.683, 42.683, 42.683, 42.683, 42.683, 42.683, 42.683, 42.6833, 42.683
6.65306, 70, 61.0598, 42.6909, 8.48528, 8.94024, 0, 42.6909, 60.2889, 43.4615, 42.6909, 42.6909, 42.6909, 42.6909, 42.6909, 42.6909, 42.6909, 42.6909, 42.6909, 42.6909, 42.6909, 42.6911, 42.6909
6.66095, 48, 55.8206, 42.6987, 7.07107, -7.82056, 0, 42.6987, 55.2034, 43.3157, 42.6987, 42.6987, 42.6987, 42.6987, 42.6987, 42.6987, 42.6987, 42.6987, 42.6987, 42.6987, 42.6987, 42.6988, 42.6987
6.66883, 68, 52.0014, 42.7063, 8.3666, 15.9986, 0, 42.7063, 51.5123, 43.1952, 42.7063, 42.7063, 42.7063, 42.7063, 42.7063, 42.7063, 42.7063, 42.7063, 42.7063, 42.7063, 42.7063, 42.7064, 42.7063
6.67671, 38, 49.2469, 42.7137, 6.32456, -11.2469, 0, 42.7137, 48.8634, 43.0972, 42.7137, 42.7137, 42.7137, 42.7137, 42.7137, 42.7137, 42.7137, 42.7137, 42.7137, 42.7137, 42.7137, 42.7138, 42.7137
6.6846, 38, 47.2822, 42.7209, 6.32456, -9.2822, 0, 42.7209, 46.9845, 43.0185, 42.7209, 42.7209, 42.7209, 42.7209, 42.7209, 42.7209, 42.7209, 42.7209, 42.7209, 42.7209, 42.7209, 42.721, 42.7209
6.69248, 58, 45.8962, 42.7278, 7.74597, 12.1038, 0, 42.7278, 45.6675, 42.9564, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278, 42.7278
6.70036, 40, 44.9304, 42.7342, 6.48074, -4.93035, 0, 42.7342, 44.7564, 42.9081, 42.7342, 42.7342, 42.7342, 42.7342, 42.7342, 42.7342, 42.7342, 42.7342, 42.7342, 42.7342, 42.7342, 42.7343, 42.7342
6.70825, 44, 44.2664, 42.7403, 6.78233, -0.266357, 0, 42.7403, 44.1354, 42.8712, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403, 42.7403
6.71613, 30, 43.818, 42.7458, 5.65685, -13.818, 0, 42.7458, 43.7204, 42.8433, 42.7458, 42.7458, 42.7458, 42.7458, 42.7458, 42.7458, 42.7458, 42.7458, 42.7458, 42.7458, 42.7458, 42.7459, 42.7458
6.72401, 42, 43.5236, 42.7509, 6.63325, -1.52361, 0, 42.7509, 43.4517, 42.8228, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509, 42.7509
6.7319, 36, 43.3404, 42.7553, 6.16441, -7.34043, 0, 42.7553, 43.2879, 42.8078, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553, 42.7553
6.73978, 38, 43.2402, 42.7592, 6.32456, -5.24022, 0, 42.7592, 43.2023, 42.7972, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592, 42.7592
6.74767, 40, 43.2063, 42.7625, 6.48074, -3.20632, 0, 42.7625, 43.1792, 42.7896, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625, 42.7625
6.75555, 40, 43.2315, 42.7651, 6.48074, -3.23151, 0, 42.7651, 43.2123, 42.7844, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651, 42.7651
6.76343, 34, 43.317, 42.7671, 6, -9.31701, 0, 42.7671, 43.3035, 42.7806, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671, 42.7671
6.77132, 62, 43.4721, 42.7684, 8, 18.5279, 0, 42.7684, 43.4627, 42.7778, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684, 42.7684
6.7792, 50, 43.7142, 42.7691, 7.2111, 6.2858, 0, 42.7691, 43.7077, 42.7755, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691, 42.7691
6.78708, 42, 44.0703, 42.769, 6.63325, -2.07026, 0, 42.769, 44.0659, 42.7734, 42.769, 42.769, 42.769, 42.769, 42.769, 42.769, 42.769, 42.769, 42.769, 42.769, 42.769, 42.769, 42.769
6.79497, 50, 44.5779, 42.7683, 7.2111, 5.42214, 0, 42.7683, 44.5749, 42.7712, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683, 42.7683
6.80285, 38, 45.2872, 42.7668, 6.32456, -7.28719, 0, 42.7668, 45.2852, 42.7687, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668, 42.7668
6.81073, 66, 46.2633, 42.7645, 8.24621, 19.7367, 0, 42.7645, 46.262, 42.7658, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645, 42.7645
6.81862, 56, 47.5885, 42.7615, 7.61577, 8.41149, 0, 42.7615, 47.5876, 42.7623, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615, 42.7615
6.8265, 54, 49.3653, 42.7576, 7.48331, 4.63471, 0, 42.7576, 49.3647, 42.7581, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576, 42.7576
6.83439, 46, 51.7181, 42.7528, 6.9282, -5.71809, 0, 42.7528, 51.7177, 42.7531, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528, 42.7528
6.84227, 64, 54.7954, 42.7469, 8.12404, 9.20458, 0, 42.7469, 54.7952, 42.7471, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469, 42.7469
6.85015, 70, 58.7718, 42.7398, 8.48528, 11.2282, 0, 42.7398, 58.7716, 42.7399, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398, 42.7398
6.85804, 94, 63.8466, 42.7313, 9.79796, 30.1534, 0, 42.7313, 63.8465, 42.7314, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313, 42.7313
6.86592, 72, 70.2433, 42.7211, 8.60233, 1.75666, 0, 42.7211, 70.2433, 42.7212, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211, 42.7211
6.8738, 80, 78.2057, 42.7089, 9.05539, 1.79426, 0, 42.7089, 78.2057, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089, 42.7089
6.88169, 92, 87.9945, 42.694, 9.69536, 4.00553, 0, 42.694, 87.9944, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694, 42.694
6.88957, 104, 99.8731, 42.6759, 10.2956, 4.12691, 0, 42.676, 99.8731, 42.676, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759, 42.6759
6.89746, 120, 114.106, 42.6538, 11.0454, 5.89447, 0, 42.6538, 114.106, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538, 42.6538
6.90534, 134, 130.936, 42.6266, 11.6619, 3.06441, 0, 42.6266, 130.936, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266, 42.6266
6.91322, 174, 150.574, 42.5931, 13.2665, 23.4256, 0, 42.5931, 150.574, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931, 42.5931
6.92111, 164, 173.181, 42.5518, 12.8841, -9.18092, 0, 42.5518, 173.181, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518, 42.5518
6.92899, 190, 198.849, 42.5007, 13.8564, -8.84888, 0, 42.5007, 198.849, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007, 42.5007
6.93687, 236, 227.58, 42.4379, 15.4272, 8.41966, 0, 42.4379, 227.58, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379, 42.4379
6.94476, 314, 259.272, 42.3607, 17.7764, 54.7282, 0, 42.3607, 259.272, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607, 42.3607
6.95264, 330, 293.707, 42.2664, 18.2209, 36.2932, 0, 42.2664, 293.707, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664, 42.2664
6.96052, 348, 330.534, 42.1519, 18.7083, 17.466, 0, 42.1519, 330.534, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519, 42.1519
6.96841, 378, 369.271, 42.0136, 19.4936, 8.72876, 0, 42.0136, 369.271, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136, 42.0136
6.97629, 370, 409.303, 41.8481, 19.2873, -39.3032, 0, 41.8481, 409.303, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481, 41.8481
6.98418, 450, 449.901, 41.6513, 21.2603, 0.0985413, 0, 41.6513, 449.901, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513, 41.6513
6.99206, 542, 490.228, 41.4196, 23.3238, 51.7719, 0, 41.4196, 490.228, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196, 41.4196
6.99994, 586, 529.965, 41.7429, 24.2487, 56.0351, 0, 41.743, 529.965, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.7429, 41.743, 41.7429, 41.7429, 41.7429, 41.7429
7.00783, 530, 566.518, 40.9828, 23.0651, -36.5182, 0, 40.9829, 566.518, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828, 40.9828
7.01571, 662, 599.973, 40.1777, 25.7682, 62.027, 0, 40.1777, 599.973, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777, 40.1777
7.02359, 592, 629.404, 39.3369, 24.3721, -37.4039, 0, 39.3369, 629.404, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369, 39.3369
7.03148, 544, 653.968, 38.4618, 23.3666, -109.968, 0, 38.4618, 653.968, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618, 38.4618
7.03936, 714, 672.928, 37.5556, 26.7582, 41.0723, 0, 37.5556, 672.928, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556, 37.5556
7.04725, 658, 685.706, 36.6221, 25.6905, -27.7061, 0, 36.6221, 685.706, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221, 36.6221
7.05513, 684, 691.897, 35.6663, 26.1916, -7.89746, 0, 35.6663, 691.897, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663, 35.6663
7.06301, 704, 691.303, 34.6938, 26.5707, 12.6971, 0, 34.6938, 691.303, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938, 34.6938
7.0709, 708, 683.93, 33.711, 26.6458, 24.0701, 0, 33.711, 683.93, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711, 33.711
7.07878, 686, 669.997, 32.7248, 26.2298, 16.0029, 0, 32.7248, 669.997, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248, 32.7248
7.08666, 584, 649.917, 31.7425, 24.2074, -65.9174, 0, 31.7425, 649.917, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425, 31.7425
7.09455, 608, 624.284, 30.7717, 24.6982, -16.2838, 0, 30.7717, 624.284, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717, 30.7717
7.10243, 554, 593.828, 29.8192, 23.5797, -39.8276, 0, 29.8192, 593.828, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192, 29.8192
7.11031, 554, 559.403, 28.8922, 23.5797, -5.40253, 0, 28.8922, 559.403, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922, 28.8922
7.1182, 488, 521.92, 27.9965, 22.1359, -33.92, 0, 27.9965, 521.92, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965, 27.9965
7.12608, 482, 482.329, 27.1378, 22, -0.329163, 0, 27.1378, 482.329, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378, 27.1378
7.13397, 430, 441.567, 26.3205, 20.7846, -11.5673, 0, 26.3205, 441.567, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205, 26.3205
7.14185, 350, 400.528, 25.5471, 18.7617, -50.5279, 0, 25.5471, 400.528, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471, 25.5471
7.14973, 374, 360.021, 24.8185, 19.3907, 13.9794, 0, 24.8186, 360.021, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185, 24.8185
7.15762, 282, 320.763, 24.1353, 16.8523, -38.7625, 0, 24.1353, 320.763, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353, 24.1353
7.1655, 260, 283.353, 23.497, 16.1864, -23.3526, 0, 23.497, 283.353, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497, 23.497
7.17338, 210, 248.265, 22.9017, 14.5602, -38.2653, 0, 22.9017, 248.265, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017, 22.9017
7.18127, 162, 215.839, 22.3468, 12.8062, -53.8392, 0, 22.3468, 215.839, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468, 22.3468
7.18915, 142, 186.304, 21.8293, 12, -44.304, 0, 21.8293, 186.304, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293, 21.8293
7.19703, 150, 159.763, 21.3451, 12.3288, -9.76257, 0, 21.3451, 159.763, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451, 21.3451
7.20492, 102, 136.221, 20.8902, 10.198, -34.2209, 0, 20.8902, 136.221, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902, 20.8902
7.2128, 112, 115.603, 20.4602, 10.6771, -3.60277, 0, 20.4602, 115.603, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602, 20.4602
7.22069, 88, 97.7635, 20.0507, 9.48683, -9.76345, 0, 20.0507, 97.7634, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507, 20.0507
7.22857, 70, 82.5092, 19.6582, 8.48528, -12.5092, 0, 19.6582, 82.5091, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582, 19.6582
7.23645, 84, 69.6092, 19.279, 9.27362, 14.3908, 0, 19.2791, 69.6092, 19.279, 19.279, 19.279, 19.279, 19.279, 19.279, 19.279, 19.279, 19.279, 19.279, 19.279, 19.279, 19.2791, 19.279
7.24434, 54, 58.8185, 18.9092, 7.48331, -4.81854, 0, 18.9092, 58.8185, 18.9092, 18.9092, 18.9092, 18.9092, 18.9092, 18.9092, 18.9092, 18.9092, 18.9092, 18.9092, 18.9092, 18.9092, 18.9093, 18.9092
7.25222, 46, 49.8813, 18.5454, 6.9282, -3.88135, 0, 18.5454, 49.8813, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454, 18.5454
7.2601, 22, 42.5487, 18.1841, 4.89898, -20.5487, 0, 18.1841, 42.5486, 18.1841, 18.1841, 18.1841, 18.1841, 18.1841, 18.1841, 18.1841, 18.1841, 18.1841, 18.1841, 18.1841, 18.1841, 18.1842, 18.1841
7.26799, 40, 36.5813, 17.8223, 6.48074, 3.4187, 0, 17.8223, 36.5812, 17.8223, 17.8223, 17.8223, 17.8223, 17.8223, 17.8223, 17.8223, 17.8223, 17.8223, 17.8223, 17.8223, 17.8223, 17.8224, 17.8223
7.27587, 38, 31.7613, 17.458, 6.32456, 6.23867, 0, 17.458, 31.7612, 17.458, 17.458, 17.458, 17.458, 17.458, 17.458, 17.458, 17.458, 17.458, 17.458, 17.458, 17.458, 17.4581, 17.458
7.28375, 20, 27.8902, 17.09, 4.69042, -7.89018, 0, 17.0901, 27.8901, 17.09, 17.09, 17.09, 17.09, 17.09, 17.09, 17.09, 17.09, 17.09, 17.09, 17.09, 17.09, 17.0901, 17.09
7.29164, 18, 24.7938, 16.7176, 4.47214, -6.79378, 0, 16.7176, 24.7937, 16.7176, 16.7176, 16.7176, 16.7176, 16.7176, 16.7176, 16.7176, 16.7176, 16.7176, 16.7176, 16.7176, 16.7176, 16.7177, 16.7176
7.29952, 24, 21.9518, 15.9708, 5.09902, 2.04821, 0, 15.9708, 21.9517, 15.9708, 15.9708, 15.9708, 15.9708, 15.9708, 15.9708, 15.9708, 15.9708, 15.9708, 15.9708, 15.9708, 15.9708, 15.9709, 15.9708
7.30741, 14, 20.0989, 15.712, 4, -6.09894, 0, 15.712, 20.0988, 15.712, 15.712, 15.712, 15.712, 15.712, 15.712, 15.712, 15.712, 15.712, 15.712, 15.712, 15.712, 15.7121, 15.712
7.31529, 14, 18.6752, 15.4883, 4, -4.67517, 0, 15.4883, 18.675, 15.4883, 15.4883, 15.4883, 15.4883, 15.4883, 15.4883, 15.4883, 15.4883, 15.4883, 15.4883, 15.4883, 15.4883, 15.4884, 15.4883
7.32317, 8, 17.558, 15.265, 3.16228, -9.55796, 0, 15.265, 17.5578, 15.265, 15.265, 15.265, 15.265, 15.265, 15.265, 15.265, 15.265, 15.265, 15.265, 15.265, 15.265, 15.2652, 15.265
7.33106, 16, 16.6769, 15.0428, 4.24264, -0.676929, 0, 15.0428, 16.6767, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.0428, 15.043, 15.0428
7.33894, 6, 15.9758, 14.8223, 2.82843, -9.97577, 0, 14.8223, 15.9756, 14.8223, 14.8223, 14.8223, 14.8223, 14.8223, 14.8223, 14.8223, 14.8223, 14.8223, 14.8223, 14.8223, 14.8223, 14.8225, 14.8223
7.34682, 18, 15.41, 14.6034, 4.47214, 2.59001, 0, 14.6034, 15.4098, 14.6034, 14.6034, 14.6034, 14.6034, 14.6034, 14.6034, 14.6034, 14.6034, 14.6034, 14.6034, 14.6034, 14.6034, 14.6036, 14.6034
7.35471, 32, 14.9445, 14.3858, 5.83095, 17.0555, 0, 14.3858, 14.9443, 14.3858, 14.3858, 14.3858, 14.3858, 14.3858, 14.3858, 14.3858, 14.3858, 14.3858, 14.3858, 14.3858, 14.3858, 14.3861, 14.3858
7.36259, 16, 14.5532, 14.1699, 4.24264, 1.44675, 0, 14.1699, 14.553, 14.1699, 14.1699, 14.1699, 14.1699, 14.1699, 14.1699, 14.1699, 14.1699, 14.1699, 14.1699, 14.1699, 14.1699, 14.1701, 14.1699
7.37048, 12, 14.2166, 13.9559, 3.74166, -2.21658, 0, 13.9559, 14.2163, 13.9559, 13.9559, 13.9559, 13.9559, 13.9559, 13.9559, 13.9559, 13.9559, 13.9559, 13.9559, 13.9559, 13.9559, 13.9562, 13.9559
7.37836, 14, 13.9188, 13.7432, 4, 0.0811653, 0, 13.7432, 13.9185, 13.7432, 13.7432, 13.7432, 13.7432, 13.7432, 13.7432, 13.7432, 13.7432, 13.7432, 13.7432, 13.7432, 13.7432, 13.7435, 13.7432
7.38624, 18, 13.6494, 13.5321, 4.47214, 4.35057, 0, 13.5321, 13.649, 13.5321, 13.5321, 13.5321, 13.5321, 13.5321, 13.5321, 13.5321, 13.5321, 13.5321, 13.5321, 13.5321, 13.5321, 13.5325, 13.5321
7.39413, 18, 13.4008, 13.3231, 4.47214, 4.59919, 0, 13.3231, 13.4003, 13.3231, 13.3231, 13.3231, 13.3231, 13.3231, 13.3231, 13.3231, 13.3231, 13.3231, 13.3231, 13.3231, 13.3231, 13.3236, 13.3231
7.40201, 16, 13.1664, 13.1153, 4.24264, 2.83361, 0, 13.1153, 13.1658, 13.1153, 13.1153, 13.1153, 13.1153, 13.1153, 13.1153, 13.1153, 13.1153, 13.1153, 13.1153, 13.1153, 13.1153, 13.1158, 13.1153
7.40989, 14, 12.9425, 12.9091, 4, 1.05746, 0, 12.9091, 12.9419, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9091, 12.9097, 12.9091
7.41778, 14, 12.888, 12.8661, 4, 1.11199, 0, 12.8662, 12.8872, 12.8661, 12.8661, 12.8661, 12.8661, 12.8661, 12.8661, 12.8661, 12.8661, 12.8661, 12.8661, 12.8661, 12.8661, 12.8669, 12.8661
