   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_332.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.5082, 8, 5.93146, 5.93122, 3.16228, 2.06854, 0, 5.93124, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93122, 5.93144, 5.93122
10.5161, 10, 5.91317, 5.91287, 3.4641, 4.08683, 0, 5.91289, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91287, 5.91314, 5.91287
10.5239, 10, 5.89492, 5.89454, 3.4641, 4.10508, 0, 5.89457, 5.89454, 5.89454, 5.89454, 5.89454, 5.89454, 5.89454, 5.89454, 5.89454, 5.89454, 5.89454, 5.89455, 5.89454, 5.89454, 5.89489, 5.89454
10.5318, 14, 5.88355, 5.88309, 4, 8.11645, 0, 5.88311, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88309, 5.88353, 5.88309
10.5397, 6, 5.86929, 5.86872, 2.82843, 0.130713, 0, 5.86874, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86872, 5.86926, 5.86872
10.5476, 8, 5.85243, 5.85173, 3.16228, 2.14757, 0, 5.85175, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.85173, 5.8524, 5.85173
10.5555, 8, 5.8343, 5.83345, 3.16228, 2.1657, 0, 5.83348, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83345, 5.83427, 5.83345
10.5634, 10, 5.81622, 5.8152, 3.4641, 4.18378, 0, 5.81523, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.81521, 5.8152, 5.8152, 5.8162, 5.8152
10.5712, 10, 5.80491, 5.80369, 3.4641, 4.19509, 0, 5.80372, 5.80369, 5.80369, 5.80369, 5.80369, 5.80369, 5.80369, 5.80369, 5.80369, 5.80369, 5.80369, 5.8037, 5.80369, 5.80369, 5.80489, 5.80369
10.5791, 6, 5.79084, 5.78939, 2.82843, 0.209161, 0, 5.78941, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.78939, 5.79081, 5.78939
10.587, 8, 5.77426, 5.77255, 3.16228, 2.22574, 0, 5.77257, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77255, 5.77424, 5.77255
10.5949, 12, 5.75647, 5.75446, 3.74166, 6.24353, 0, 5.75448, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75446, 5.75644, 5.75446
10.6028, 12, 5.73873, 5.7364, 3.74166, 6.26127, 0, 5.73642, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.7364, 5.73871, 5.7364
10.6107, 10, 5.72737, 5.72468, 3.4641, 4.27263, 0, 5.7247, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72468, 5.72734, 5.72468
10.6185, 4, 5.71342, 5.71034, 2.44949, -1.71342, 0, 5.71037, 5.71034, 5.71034, 5.71034, 5.71034, 5.71034, 5.71034, 5.71034, 5.71034, 5.71034, 5.71034, 5.71035, 5.71034, 5.71034, 5.7134, 5.71034
10.6264, 8, 5.69711, 5.69362, 3.16228, 2.30289, 0, 5.69365, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69362, 5.69709, 5.69362
10.6343, 10, 5.67965, 5.67573, 3.4641, 4.32035, 0, 5.67575, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67573, 5.67963, 5.67573
10.6422, 4, 5.66224, 5.65786, 2.44949, -1.66224, 0, 5.65788, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.65786, 5.66222, 5.65786
10.6501, 8, 5.65077, 5.64591, 3.16228, 2.34923, 0, 5.64593, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.64591, 5.65074, 5.64591
10.658, 8, 5.63691, 5.63157, 3.16228, 2.36309, 0, 5.6316, 5.63157, 5.63157, 5.63157, 5.63157, 5.63157, 5.63157, 5.63157, 5.63157, 5.63157, 5.63157, 5.63158, 5.63157, 5.63157, 5.63689, 5.63157
10.6658, 2, 5.62086, 5.61504, 2, -3.62086, 0, 5.61507, 5.61504, 5.61504, 5.61504, 5.61504, 5.61504, 5.61504, 5.61504, 5.61504, 5.61504, 5.61504, 5.61505, 5.61504, 5.61504, 5.62084, 5.61504
10.6737, 10, 5.60373, 5.59744, 3.4641, 4.39627, 0, 5.59746, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.59744, 5.6037, 5.59744
10.6816, 4, 5.5866, 5.57985, 2.44949, -1.5866, 0, 5.57988, 5.57985, 5.57985, 5.57985, 5.57985, 5.57985, 5.57985, 5.57985, 5.57985, 5.57985, 5.57985, 5.57986, 5.57985, 5.57985, 5.58658, 5.57985
10.6895, 18, 5.57477, 5.5676, 4.47214, 12.4252, 0, 5.56762, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.5676, 5.57475, 5.5676
10.6974, 6, 5.56079, 5.55321, 2.82843, 0.439212, 0, 5.55324, 5.55321, 5.55321, 5.55321, 5.55321, 5.55321, 5.55321, 5.55321, 5.55321, 5.55321, 5.55321, 5.55322, 5.55321, 5.55321, 5.56076, 5.55321
10.7053, 6, 5.54479, 5.53686, 2.82843, 0.455208, 0, 5.53689, 5.53686, 5.53686, 5.53686, 5.53686, 5.53686, 5.53686, 5.53686, 5.53686, 5.53686, 5.53686, 5.53687, 5.53686, 5.53686, 5.54477, 5.53686
10.7132, 4, 5.52778, 5.51955, 2.44949, -1.52778, 0, 5.51957, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.51955, 5.52775, 5.51955
10.721, 8, 5.51074, 5.50226, 3.16228, 2.48926, 0, 5.50228, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.50226, 5.51071, 5.50226
10.7289, 6, 5.49822, 5.48955, 2.82843, 0.501782, 0, 5.48958, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.48955, 5.49819, 5.48955
10.7368, 10, 5.48387, 5.47508, 3.4641, 4.51613, 0, 5.47511, 5.47508, 5.47508, 5.47508, 5.47508, 5.47508, 5.47508, 5.47508, 5.47508, 5.47508, 5.47508, 5.47509, 5.47508, 5.47508, 5.48384, 5.47508
10.7447, 8, 5.46782, 5.45898, 3.16228, 2.53218, 0, 5.45901, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.45898, 5.46779, 5.45898
10.7526, 6, 5.4509, 5.44208, 2.82843, 0.549105, 0, 5.44211, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.44208, 5.45087, 5.44208
10.7605, 12, 5.43393, 5.4252, 3.74166, 6.56607, 0, 5.42523, 5.4252, 5.4252, 5.4252, 5.4252, 5.4252, 5.4252, 5.4252, 5.4252, 5.4252, 5.4252, 5.42521, 5.4252, 5.4252, 5.4339, 5.4252
10.7683, 4, 5.42076, 5.4122, 2.44949, -1.42076, 0, 5.41222, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.4122, 5.42073, 5.4122
10.7762, 4, 5.40602, 5.39768, 2.44949, -1.40602, 0, 5.3977, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.39768, 5.40599, 5.39768
10.7841, 6, 5.38985, 5.38179, 2.82843, 0.610149, 0, 5.38181, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38179, 5.38982, 5.38179
10.792, 10, 5.37296, 5.36523, 3.4641, 4.62704, 0, 5.36525, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.36523, 5.37293, 5.36523
10.7999, 4, 5.35605, 5.34869, 2.44949, -1.35605, 0, 5.34872, 5.34869, 5.34869, 5.34869, 5.34869, 5.34869, 5.34869, 5.34869, 5.34869, 5.34869, 5.34869, 5.3487, 5.34869, 5.34869, 5.35602, 5.34869
10.8078, 6, 5.3425, 5.33556, 2.82843, 0.657495, 0, 5.33559, 5.33556, 5.33556, 5.33556, 5.33556, 5.33556, 5.33556, 5.33556, 5.33556, 5.33556, 5.33556, 5.33557, 5.33556, 5.33556, 5.34248, 5.33556
10.8156, 8, 5.32757, 5.32107, 3.16228, 2.67243, 0, 5.32109, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32107, 5.32754, 5.32107
10.8235, 6, 5.31138, 5.30535, 2.82843, 0.688617, 0, 5.30537, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.30535, 5.31135, 5.30535
10.8314, 6, 5.29459, 5.28902, 2.82843, 0.705411, 0, 5.28905, 5.28902, 5.28902, 5.28902, 5.28902, 5.28902, 5.28902, 5.28902, 5.28902, 5.28902, 5.28902, 5.28903, 5.28902, 5.28902, 5.29456, 5.28902
10.8393, 6, 5.27782, 5.27273, 2.82843, 0.722183, 0, 5.27275, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27273, 5.27779, 5.27273
10.8472, 0, 5.2617, 5.25708, 1.41421, -5.2617, 0, 5.2571, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.25708, 5.26167, 5.25708
10.8551, 10, 5.24524, 5.24108, 3.4641, 4.75476, 0, 5.2411, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24108, 5.24521, 5.24108
10.8629, 2, 5.22882, 5.2251, 2, -3.22882, 0, 5.22513, 5.2251, 5.2251, 5.2251, 5.2251, 5.2251, 5.2251, 5.2251, 5.2251, 5.2251, 5.2251, 5.22511, 5.2251, 5.2251, 5.22879, 5.2251
10.8708, 10, 5.21281, 5.20952, 3.4641, 4.78719, 0, 5.20954, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.20952, 5.21278, 5.20952
10.8787, 0, 5.19649, 5.19359, 1.41421, -5.19649, 0, 5.19362, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19359, 5.19646, 5.19359
10.8866, 6, 5.17968, 5.17715, 2.82843, 0.820317, 0, 5.17718, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17715, 5.17965, 5.17715
10.8945, 10, 5.16159, 5.1594, 3.4641, 4.83841, 0, 5.15942, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.1594, 5.16156, 5.1594
10.9024, 6, 5.14212, 5.14023, 2.82843, 0.857881, 0, 5.14026, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14023, 5.14209, 5.14023
10.9102, 10, 5.1216, 5.11999, 3.4641, 4.8784, 0, 5.12001, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.11999, 5.12157, 5.11999
10.9181, 14, 5.1006, 5.09923, 4, 8.8994, 0, 5.09926, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.09923, 5.10057, 5.09923
10.926, 4, 5.07967, 5.07852, 2.44949, -1.07967, 0, 5.07855, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07852, 5.07964, 5.07852
10.9339, 8, 5.06375, 5.06278, 3.16228, 2.93625, 0, 5.06281, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06278, 5.06372, 5.06278
10.9418, 6, 5.04518, 5.04437, 2.82843, 0.954822, 0, 5.0444, 5.04437, 5.04437, 5.04437, 5.04437, 5.04437, 5.04437, 5.04437, 5.04437, 5.04437, 5.04437, 5.04438, 5.04437, 5.04437, 5.04515, 5.04437
10.9497, 6, 5.02439, 5.02373, 2.82843, 0.975607, 0, 5.02376, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02373, 5.02436, 5.02373
10.9575, 0, 5.00254, 5.00199, 1.41421, -5.00254, 0, 5.00202, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00199, 5.00251, 5.00199
10.9654, 10, 4.98075, 4.9803, 3.4641, 5.01925, 0, 4.98033, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.9803, 4.98072, 4.9803
10.9733, 14, 4.96525, 4.96489, 4, 9.03475, 0, 4.96491, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96489, 4.96522, 4.96489
10.9812, 4, 4.94677, 4.94648, 2.44949, -0.946774, 0, 4.94651, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94648, 4.94674, 4.94648
10.9891, 10, 4.92572, 4.92548, 3.4641, 5.07428, 0, 4.92551, 4.92548, 4.92548, 4.92548, 4.92548, 4.92548, 4.92548, 4.92548, 4.92548, 4.92548, 4.92548, 4.92549, 4.92548, 4.92548, 4.92569, 4.92548
10.997, 14, 4.90342, 4.90323, 4, 9.09658, 0, 4.90326, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90323, 4.90339, 4.90323
11.0048, 2, 4.88118, 4.88102, 2, -2.88118, 0, 4.88105, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88102, 4.88115, 4.88102
11.0127, 6, 4.8657, 4.86557, 2.82843, 1.1343, 0, 4.8656, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86557, 4.86567, 4.86557
11.0206, 4, 4.8474, 4.84729, 2.44949, -0.847396, 0, 4.84732, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84729, 4.84737, 4.84729
11.0285, 8, 4.82664, 4.82656, 3.16228, 3.17336, 0, 4.82659, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82656, 4.82661, 4.82656
11.0364, 2, 4.8047, 4.80463, 2, -2.8047, 0, 4.80465, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80463, 4.80467, 4.80463
11.0443, 12, 4.78281, 4.78274, 3.74166, 7.21719, 0, 4.78277, 4.78274, 4.78274, 4.78274, 4.78274, 4.78274, 4.78274, 4.78274, 4.78274, 4.78274, 4.78274, 4.78275, 4.78274, 4.78274, 4.78278, 4.78274
11.0521, 2, 4.76672, 4.76667, 2, -2.76672, 0, 4.7667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76667, 4.76669, 4.76667
11.06, 8, 4.74813, 4.74808, 3.16228, 3.25187, 0, 4.74811, 4.74808, 4.74808, 4.74808, 4.74808, 4.74808, 4.74808, 4.74808, 4.74808, 4.74808, 4.74808, 4.74809, 4.74808, 4.74808, 4.7481, 4.74808
11.0679, 18, 4.72737, 4.72732, 4.47214, 13.2726, 0, 4.72735, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72732, 4.72733, 4.72732
11.0758, 8, 4.70554, 4.7055, 3.16228, 3.29446, 0, 4.70553, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.7055, 4.70551, 4.7055
11.0837, 6, 4.68377, 4.68373, 2.82843, 1.31623, 0, 4.68376, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373, 4.68373
11.0916, 6, 4.66741, 4.66737, 2.82843, 1.33259, 0, 4.6674, 4.66737, 4.66737, 4.66737, 4.66737, 4.66737, 4.66737, 4.66737, 4.66737, 4.66737, 4.66737, 4.66738, 4.66737, 4.66737, 4.66738, 4.66737
11.0995, 6, 4.64888, 4.64885, 2.82843, 1.35112, 0, 4.64888, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885, 4.64885
11.1073, 8, 4.62845, 4.62841, 3.16228, 3.37155, 0, 4.62844, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841, 4.62841
11.1152, 8, 4.60709, 4.60705, 3.16228, 3.39291, 0, 4.60708, 4.60705, 4.60705, 4.60705, 4.60705, 4.60705, 4.60705, 4.60705, 4.60705, 4.60705, 4.60705, 4.60706, 4.60705, 4.60705, 4.60705, 4.60705
11.1231, 4, 4.58578, 4.58574, 2.44949, -0.585778, 0, 4.58577, 4.58574, 4.58574, 4.58574, 4.58574, 4.58574, 4.58574, 4.58574, 4.58574, 4.58574, 4.58574, 4.58575, 4.58574, 4.58574, 4.58575, 4.58574
11.131, 4, 4.56878, 4.56875, 2.44949, -0.568779, 0, 4.56878, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875, 4.56875
11.1389, 2, 4.54998, 4.54995, 2, -2.54998, 0, 4.54998, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995, 4.54995
11.1468, 4, 4.5296, 4.52957, 2.44949, -0.529604, 0, 4.5296, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957, 4.52957
11.1546, 4, 4.50847, 4.50843, 2.44949, -0.508468, 0, 4.50847, 4.50843, 4.50843, 4.50843, 4.50843, 4.50843, 4.50843, 4.50843, 4.50843, 4.50843, 4.50843, 4.50844, 4.50843, 4.50843, 4.50844, 4.50843
11.1625, 10, 4.48738, 4.48735, 3.4641, 5.51262, 0, 4.48738, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735, 4.48735
11.1704, 6, 4.47008, 4.47004, 2.82843, 1.52992, 0, 4.47007, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004, 4.47004
11.1783, 6, 4.45133, 4.45129, 2.82843, 1.54867, 0, 4.45132, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129, 4.45129
11.1862, 10, 4.43129, 4.43126, 3.4641, 5.56871, 0, 4.43129, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126, 4.43126
11.1941, 4, 4.41065, 4.41061, 2.44949, -0.410648, 0, 4.41065, 4.41061, 4.41061, 4.41061, 4.41061, 4.41061, 4.41061, 4.41061, 4.41061, 4.41061, 4.41061, 4.41062, 4.41061, 4.41061, 4.41061, 4.41061
11.2019, 2, 4.39005, 4.39002, 2, -2.39005, 0, 4.39005, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002, 4.39002
11.2098, 4, 4.37214, 4.37211, 2.44949, -0.372144, 0, 4.37214, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211, 4.37211
11.2177, 6, 4.35318, 4.35315, 2.82843, 1.64682, 0, 4.35318, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315, 4.35315
11.2256, 8, 4.33328, 4.33325, 3.16228, 3.66672, 0, 4.33328, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325, 4.33325
11.2335, 12, 4.31293, 4.3129, 3.74166, 7.68707, 0, 4.31293, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129, 4.3129
11.2414, 8, 4.29264, 4.2926, 3.16228, 3.70736, 0, 4.29263, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926, 4.2926
11.2492, 14, 4.2744, 4.27437, 4, 9.7256, 0, 4.2744, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437, 4.27437
11.2571, 4, 4.25549, 4.25545, 2.44949, -0.255486, 0, 4.25548, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545, 4.25545
11.265, 4, 4.23594, 4.2359, 2.44949, -0.23594, 0, 4.23594, 4.2359, 4.2359, 4.2359, 4.2359, 4.2359, 4.2359, 4.2359, 4.2359, 4.2359, 4.2359, 4.23591, 4.2359, 4.2359, 4.2359, 4.2359
11.2729, 4, 4.2161, 4.21607, 2.44949, -0.216104, 0, 4.2161, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607, 4.21607
11.2808, 6, 4.19631, 4.19628, 2.82843, 1.80369, 0, 4.19631, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628, 4.19628
11.2887, 6, 4.17743, 4.17739, 2.82843, 1.82257, 0, 4.17743, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739, 4.17739
11.2965, 6, 4.15819, 4.15815, 2.82843, 1.84181, 0, 4.15819, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815, 4.15815
11.3044, 2, 4.13859, 4.13855, 2, -2.13859, 0, 4.13859, 4.13855, 4.13855, 4.13855, 4.13855, 4.13855, 4.13855, 4.13855, 4.13855, 4.13855, 4.13855, 4.13856, 4.13855, 4.13855, 4.13855, 4.13855
11.3123, 4, 4.11874, 4.1187, 2.44949, -0.118744, 0, 4.11874, 4.1187, 4.1187, 4.1187, 4.1187, 4.1187, 4.1187, 4.1187, 4.1187, 4.1187, 4.1187, 4.11871, 4.1187, 4.1187, 4.1187, 4.1187
11.3202, 6, 4.09874, 4.0987, 2.82843, 1.90126, 0, 4.09874, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987, 4.0987
11.3281, 6, 4.07869, 4.07865, 2.82843, 1.92131, 0, 4.07869, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865, 4.07865
