   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_340.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0476673, 0, 2.71831e-20, 0, 1.41421, -2.71831e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34928e-22, 0, 0, 0, 0, 2.68482e-20, 0, 0, 0
0.0555495, 0, 6.1336e-20, 0, 1.41421, -6.1336e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.55732e-22, 0, 0, 0, 0, 6.05802e-20, 0, 0, 0
0.0634318, 0, 1.36458e-19, 0, 1.41421, -1.36458e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68132e-21, 0, 0, 0, 0, 1.34776e-19, 0, 0, 0
0.071314, 4, 2.99516e-19, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69039e-21, 0, 0, 0, 0, 2.95825e-19, 0, 0, 0
0.0791963, 0, 6.48965e-19, 0, 1.41421, -6.48965e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.99602e-21, 0, 0, 0, 0, 6.40969e-19, 0, 0, 0
0.0870785, 0, 1.38873e-18, 0, 1.41421, -1.38873e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71108e-20, 0, 0, 0, 0, 1.37162e-18, 0, 0, 0
0.0949608, 2, 2.93624e-18, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6178e-20, 0, 0, 0, 0, 2.90007e-18, 0, 0, 0
0.102843, 0, 6.13648e-18, 0, 1.41421, -6.13648e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.56087e-20, 0, 0, 0, 0, 6.06087e-18, 0, 0, 0
0.110725, 0, 1.26807e-17, 0, 1.41421, -1.26807e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56242e-19, 0, 0, 0, 0, 1.25245e-17, 0, 0, 0
0.118607, 4, 2.59182e-17, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19343e-19, 0, 0, 0, 0, 2.55989e-17, 0, 0, 0
0.12649, 0, 5.24112e-17, 0, 1.41421, -5.24112e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45768e-19, 0, 0, 0, 0, 5.17654e-17, 0, 0, 0
0.134372, 2, 1.04884e-16, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2923e-18, 0, 0, 0, 0, 1.03592e-16, 0, 0, 0
0.142254, 0, 2.07761e-16, 0, 1.41421, -2.07761e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55986e-18, 0, 0, 0, 0, 2.05201e-16, 0, 0, 0
0.150136, 0, 4.07451e-16, 0, 1.41421, -4.07451e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02027e-18, 0, 0, 0, 0, 4.02431e-16, 0, 0, 0
0.158019, 0, 7.91275e-16, 0, 1.41421, -7.91275e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74944e-18, 0, 0, 0, 0, 7.81526e-16, 0, 0, 0
0.165901, 2, 1.52194e-15, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8752e-17, 0, 0, 0, 0, 1.50318e-15, 0, 0, 0
0.173783, 0, 2.89968e-15, 0, 1.41421, -2.89968e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57274e-17, 0, 0, 0, 0, 2.86395e-15, 0, 0, 0
0.181665, 0, 5.47335e-15, 0, 1.41421, -5.47335e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74377e-17, 0, 0, 0, 0, 5.40591e-15, 0, 0, 0
0.189548, 2, 1.02368e-14, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26128e-16, 0, 0, 0, 0, 1.01106e-14, 0, 0, 0
0.19743, 0, 1.89729e-14, 0, 1.41421, -1.89729e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33766e-16, 0, 0, 0, 0, 1.87391e-14, 0, 0, 0
0.205312, 0, 3.48509e-14, 0, 1.41421, -3.48509e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29399e-16, 0, 0, 0, 0, 3.44215e-14, 0, 0, 0
0.213194, 0, 6.34526e-14, 0, 1.41421, -6.34526e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81799e-16, 0, 0, 0, 0, 6.26708e-14, 0, 0, 0
0.221077, 0, 1.1452e-13, 0, 1.41421, -1.1452e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.411e-15, 0, 0, 0, 0, 1.13109e-13, 0, 0, 0
0.228959, 0, 2.05366e-13, 0, 1.41421, -2.05366e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53032e-15, 0, 0, 0, 0, 2.02836e-13, 0, 0, 0
0.236841, 0, 3.64191e-13, 0, 1.41421, -3.64191e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48723e-15, 0, 0, 0, 0, 3.59704e-13, 0, 0, 0
0.244723, 2, 6.404e-13, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.89047e-15, 0, 0, 0, 0, 6.3251e-13, 0, 0, 0
0.252606, 0, 1.11667e-12, 0, 1.41421, -1.11667e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37588e-14, 0, 0, 0, 0, 1.10291e-12, 0, 0, 0
0.260488, 0, 1.93097e-12, 0, 1.41421, -1.93097e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37924e-14, 0, 0, 0, 0, 1.90718e-12, 0, 0, 0
0.26837, 0, 3.31151e-12, 0, 1.41421, -3.31151e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08037e-14, 0, 0, 0, 0, 3.27071e-12, 0, 0, 0
0.276252, 0, 5.63254e-12, 0, 1.41421, -5.63254e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94055e-14, 0, 0, 0, 0, 5.56314e-12, 0, 0, 0
0.284135, 0, 9.50232e-12, 0, 1.41421, -9.50232e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17096e-13, 0, 0, 0, 0, 9.38523e-12, 0, 0, 0
0.292017, 2, 1.5901e-11, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95959e-13, 0, 0, 0, 0, 1.5705e-11, 0, 0, 0
0.299899, 0, 2.63942e-11, 0, 1.41421, -2.63942e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25304e-13, 0, 0, 0, 0, 2.60689e-11, 0, 0, 0
0.307781, 0, 4.3461e-11, 0, 1.41421, -4.3461e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35716e-13, 0, 0, 0, 0, 4.29253e-11, 0, 0, 0
0.315664, 0, 7.09935e-11, 1.52742e-43, 1.41421, -7.09935e-11, 0, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 8.75229e-13, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 7.01183e-11, 1.52742e-43, 1.52742e-43, 1.52742e-43
0.323546, 0, 1.15049e-10, 2.67228e-42, 1.41421, -1.15049e-10, 0, 2.67228e-42, 2.67228e-42, 2.67228e-42, 2.67228e-42, 2.67228e-42, 2.67228e-42, 2.67228e-42, 2.67228e-42, 2.67228e-42, 1.41865e-12, 2.67228e-42, 2.67228e-42, 2.67228e-42, 2.67228e-42, 1.1363e-10, 2.67228e-42, 2.67228e-42, 2.67228e-42
0.331428, 0, 1.84974e-10, 3.91397e-41, 1.41421, -1.84974e-10, 0, 3.91397e-41, 3.91397e-41, 3.91397e-41, 3.91397e-41, 3.91397e-41, 3.91397e-41, 3.91397e-41, 3.91397e-41, 3.91397e-41, 2.28148e-12, 3.91397e-41, 3.91397e-41, 3.91397e-41, 3.91397e-41, 1.82693e-10, 3.91397e-41, 3.91397e-41, 3.91397e-41
0.33931, 0, 2.95068e-10, 5.07454e-40, 1.41421, -2.95068e-10, 0, 5.07454e-40, 5.07454e-40, 5.07454e-40, 5.07454e-40, 5.07454e-40, 5.07454e-40, 5.07454e-40, 5.07454e-40, 5.07454e-40, 3.64059e-12, 5.07454e-40, 5.07454e-40, 5.07454e-40, 5.07454e-40, 2.91427e-10, 5.07454e-40, 5.07454e-40, 5.07454e-40
0.347193, 0, 4.67014e-10, 5.88039e-39, 1.41421, -4.67014e-10, 0, 5.88039e-39, 5.88039e-39, 5.88039e-39, 5.88039e-39, 5.88039e-39, 5.88039e-39, 5.88039e-39, 5.88039e-39, 5.88039e-39, 5.76449e-12, 5.88039e-39, 5.88039e-39, 5.88039e-39, 5.88039e-39, 4.6125e-10, 5.88039e-39, 5.88039e-39, 5.88039e-39
0.355075, 0, 7.33427e-10, 6.15006e-38, 1.41421, -7.33427e-10, 0, 6.15006e-38, 6.15006e-38, 6.15006e-38, 6.15006e-38, 6.15006e-38, 6.15006e-38, 6.15006e-38, 6.15006e-38, 6.15006e-38, 9.05758e-12, 6.15006e-38, 6.15006e-38, 6.15006e-38, 6.15006e-38, 7.2437e-10, 6.15006e-38, 6.15006e-38, 6.15006e-38
0.362957, 0, 1.14293e-09, 5.83509e-37, 1.41421, -1.14293e-09, 0, 5.83509e-37, 5.83509e-37, 5.83509e-37, 5.83509e-37, 5.83509e-37, 5.83509e-37, 5.83509e-37, 5.83509e-37, 5.83509e-37, 1.41238e-11, 5.83509e-37, 5.83509e-37, 5.83509e-37, 5.83509e-37, 1.1288e-09, 5.83509e-37, 5.83509e-37, 5.83509e-37
0.370839, 0, 1.7674e-09, 5.05686e-36, 1.41421, -1.7674e-09, 0, 5.05686e-36, 5.05686e-36, 5.05686e-36, 5.05686e-36, 5.05686e-36, 5.05686e-36, 5.05686e-36, 5.05686e-36, 5.05686e-36, 2.1858e-11, 5.05686e-36, 5.05686e-36, 5.05686e-36, 5.05686e-36, 1.74555e-09, 5.05686e-36, 5.05686e-36, 5.05686e-36
0.378722, 0, 2.71223e-09, 4.01925e-35, 1.41421, -2.71223e-09, 0, 4.01925e-35, 4.01925e-35, 4.01925e-35, 4.01925e-35, 4.01925e-35, 4.01925e-35, 4.01925e-35, 4.01925e-35, 4.01925e-35, 3.35751e-11, 4.01925e-35, 4.01925e-35, 4.01925e-35, 4.01925e-35, 2.67866e-09, 4.01925e-35, 4.01925e-35, 4.01925e-35
0.386604, 0, 4.13059e-09, 2.94269e-34, 1.41421, -4.13059e-09, 0, 2.94269e-34, 2.94269e-34, 2.94269e-34, 2.94269e-34, 2.94269e-34, 2.94269e-34, 2.94269e-34, 2.94269e-34, 2.94269e-34, 5.11926e-11, 2.94269e-34, 2.94269e-34, 2.94269e-34, 2.94269e-34, 4.07939e-09, 2.94269e-34, 2.94269e-34, 2.94269e-34
0.394486, 0, 6.24327e-09, 2.02638e-33, 1.41421, -6.24327e-09, 0, 2.02638e-33, 2.02638e-33, 2.02638e-33, 2.02638e-33, 2.02638e-33, 2.02638e-33, 2.02638e-33, 2.02638e-33, 2.02638e-33, 7.74849e-11, 2.02638e-33, 2.02638e-33, 2.02638e-33, 2.02638e-33, 6.16578e-09, 2.02638e-33, 2.02638e-33, 2.02638e-33
0.402368, 0, 9.36589e-09, 1.17152e-32, 1.41421, -9.36589e-09, 0, 1.17152e-32, 1.17152e-32, 1.17152e-32, 1.17152e-32, 1.17152e-32, 1.17152e-32, 1.17152e-32, 1.17152e-32, 1.17152e-32, 1.16435e-10, 1.17152e-32, 1.17152e-32, 1.17152e-32, 1.17152e-32, 9.24946e-09, 1.17152e-32, 1.17152e-32, 1.17152e-32
0.410251, 0, 1.39459e-08, 6.93359e-32, 1.41421, -1.39459e-08, 0, 6.93359e-32, 6.93359e-32, 6.93359e-32, 6.93359e-32, 6.93359e-32, 6.93359e-32, 6.93359e-32, 6.93359e-32, 6.93359e-32, 1.73721e-10, 6.93359e-32, 6.93359e-32, 6.93359e-32, 6.93359e-32, 1.37721e-08, 6.93359e-32, 6.93359e-32, 6.93359e-32
0.418133, 0, 2.06123e-08, 3.65493e-31, 1.41421, -2.06123e-08, 0, 3.65493e-31, 3.65493e-31, 3.65493e-31, 3.65493e-31, 3.65493e-31, 3.65493e-31, 3.65493e-31, 3.65493e-31, 3.65493e-31, 2.57374e-10, 3.65493e-31, 3.65493e-31, 3.65493e-31, 3.65493e-31, 2.03549e-08, 3.65493e-31, 3.65493e-31, 3.65493e-31
0.426015, 0, 3.02422e-08, 1.89649e-30, 1.41421, -3.02422e-08, 0, 1.89649e-30, 1.89649e-30, 1.89649e-30, 1.89649e-30, 1.89649e-30, 1.89649e-30, 1.89649e-30, 1.89649e-30, 1.89649e-30, 3.78678e-10, 1.89649e-30, 1.89649e-30, 1.89649e-30, 1.89649e-30, 2.98635e-08, 1.89649e-30, 1.89649e-30, 1.89649e-30
0.433897, 0, 4.40492e-08, 9.41539e-30, 1.41421, -4.40492e-08, 0, 9.41539e-30, 9.41539e-30, 9.41539e-30, 9.41539e-30, 9.41539e-30, 9.41539e-30, 9.41539e-30, 9.41539e-30, 9.41539e-30, 5.53378e-10, 9.41539e-30, 9.41539e-30, 9.41539e-30, 9.41539e-30, 4.34958e-08, 9.41539e-30, 9.41539e-30, 9.41539e-30
0.44178, 0, 6.3698e-08, 4.42837e-29, 1.41421, -6.3698e-08, 0, 4.42837e-29, 4.42837e-29, 4.42837e-29, 4.42837e-29, 4.42837e-29, 4.42837e-29, 4.42837e-29, 4.42837e-29, 4.42837e-29, 8.03289e-10, 4.42837e-29, 4.42837e-29, 4.42837e-29, 4.42837e-29, 6.28947e-08, 4.42837e-29, 4.42837e-29, 4.42837e-29
0.449662, 0, 9.14543e-08, 2.01628e-28, 1.41421, -9.14543e-08, 0, 2.01628e-28, 2.01628e-28, 2.01628e-28, 2.01628e-28, 2.01628e-28, 2.01628e-28, 2.01628e-28, 2.01628e-28, 2.01628e-28, 1.15845e-09, 2.01628e-28, 2.01628e-28, 2.01628e-28, 2.01628e-28, 9.02958e-08, 2.01628e-28, 2.01628e-28, 2.01628e-28
0.457544, 0, 1.30378e-07, 8.81256e-28, 1.41421, -1.30378e-07, 0, 8.81256e-28, 8.81256e-28, 8.81256e-28, 8.81256e-28, 8.81256e-28, 8.81256e-28, 8.81256e-28, 8.81256e-28, 8.81256e-28, 1.65995e-09, 8.81256e-28, 8.81256e-28, 8.81256e-28, 8.81256e-28, 1.28718e-07, 8.81256e-28, 8.81256e-28, 8.81256e-28
0.465426, 0, 1.84569e-07, 3.67755e-27, 1.41421, -1.84569e-07, 0, 3.67755e-27, 3.67755e-27, 3.67755e-27, 3.67755e-27, 3.67755e-27, 3.67755e-27, 3.67755e-27, 3.67755e-27, 3.67755e-27, 2.36367e-09, 3.67755e-27, 3.67755e-27, 3.67755e-27, 3.67755e-27, 1.82206e-07, 3.67755e-27, 3.67755e-27, 3.67755e-27
0.473309, 0, 2.59477e-07, 1.46514e-26, 1.41421, -2.59477e-07, 0, 1.46514e-26, 1.46514e-26, 1.46514e-26, 1.46514e-26, 1.46514e-26, 1.46514e-26, 1.46514e-26, 1.46514e-26, 1.46514e-26, 3.34513e-09, 1.46514e-26, 1.46514e-26, 1.46514e-26, 1.46514e-26, 2.56132e-07, 1.46514e-26, 1.46514e-26, 1.46514e-26
0.481191, 0, 3.62295e-07, 5.57759e-26, 1.41421, -3.62295e-07, 0, 5.57759e-26, 5.57759e-26, 5.57759e-26, 5.57759e-26, 5.57759e-26, 3.62648e-12, 5.57759e-26, 5.57759e-26, 5.57759e-26, 4.70579e-09, 5.57759e-26, 5.57759e-26, 5.57759e-26, 5.57759e-26, 3.57586e-07, 5.57759e-26, 5.57759e-26, 5.57759e-26
0.489073, 2, 5.02436e-07, 2.0322e-25, 2, 2, 0, 2.0322e-25, 2.0322e-25, 2.0322e-25, 2.0322e-25, 2.0322e-25, 1.23523e-11, 2.0322e-25, 2.0322e-25, 2.0322e-25, 6.58118e-09, 2.0322e-25, 2.0322e-25, 2.0322e-25, 2.0322e-25, 4.95842e-07, 2.0322e-25, 2.0322e-25, 2.0322e-25
0.496955, 0, 6.92131e-07, 7.14657e-25, 1.41421, -6.92131e-07, 0, 7.14657e-25, 7.14657e-25, 7.14657e-25, 7.14657e-25, 7.14657e-25, 3.27026e-11, 7.14657e-25, 7.14657e-25, 7.14657e-25, 9.15131e-09, 7.14657e-25, 7.14657e-25, 7.14657e-25, 7.14657e-25, 6.82947e-07, 7.14657e-25, 7.14657e-25, 7.14657e-25
0.504838, 0, 9.50084e-07, 2.95472e-10, 1.41421, -9.50084e-07, 2.95472e-10, 2.95518e-10, 1.14796e-09, 3.15308e-10, 3.00146e-10, 3.08331e-10, 5.42925e-10, 4.62504e-10, 3.04815e-10, 1.31246e-09, 1.29497e-08, 2.9728e-10, 2.98886e-10, 2.95472e-10, 2.95473e-10, 9.34866e-07, 2.95472e-10, 2.95472e-10, 5.23579e-10
0.51272, 2, 1.29762e-06, 9.95476e-10, 2, 2, 9.95476e-10, 9.95634e-10, 3.88453e-09, 1.0627e-09, 1.01132e-09, 1.03905e-09, 1.74786e-09, 1.56154e-09, 1.02714e-09, 4.442e-09, 1.83974e-08, 1.0016e-09, 1.00705e-09, 9.95476e-10, 9.9548e-10, 1.27162e-06, 9.95476e-10, 9.95476e-10, 1.76852e-09
0.520602, 0, 1.76594e-06, 2.61544e-09, 1.41421, -1.76594e-06, 2.61544e-09, 2.61585e-09, 1.02304e-08, 2.79263e-09, 2.65719e-09, 2.7303e-09, 4.52318e-09, 4.10747e-09, 2.69889e-09, 1.16998e-08, 2.64176e-08, 2.63159e-09, 2.64594e-09, 2.61544e-09, 2.61545e-09, 1.71953e-06, 2.61544e-09, 2.61544e-09, 4.65303e-09
0.528484, 0, 2.39877e-06, 6.27304e-09, 1.41421, -2.39877e-06, 6.27304e-09, 6.27404e-09, 2.45733e-08, 6.69886e-09, 6.37338e-09, 6.54908e-09, 1.07595e-08, 9.85868e-09, 6.4736e-09, 2.81045e-08, 3.8657e-08, 6.31185e-09, 6.34634e-09, 6.27304e-09, 6.27306e-09, 2.31217e-06, 6.27304e-09, 6.27304e-09, 1.11698e-08
0.536367, 0, 3.26107e-06, 1.43326e-08, 1.41421, -3.26107e-06, 1.43326e-08, 1.43349e-08, 5.62024e-08, 1.53068e-08, 1.45621e-08, 1.49641e-08, 2.44348e-08, 2.25363e-08, 1.47914e-08, 6.42816e-08, 5.81625e-08, 1.44214e-08, 1.45003e-08, 1.43326e-08, 1.43326e-08, 3.09335e-06, 1.43326e-08, 1.43326e-08, 2.5536e-08
0.544249, 0, 4.45404e-06, 3.1675e-08, 1.41421, -4.45404e-06, 3.1675e-08, 3.168e-08, 1.24296e-07, 3.38302e-08, 3.21828e-08, 3.30721e-08, 5.40786e-08, 4.98225e-08, 3.26901e-08, 1.42168e-07, 9.06905e-08, 3.18714e-08, 3.2046e-08, 3.1675e-08, 3.16751e-08, 4.12093e-06, 3.1675e-08, 3.1675e-08, 5.64581e-08
0.552131, 0, 6.16254e-06, 6.82466e-08, 1.41421, -6.16254e-06, 6.82466e-08, 6.82575e-08, 2.67983e-07, 7.28942e-08, 6.93418e-08, 7.12594e-08, 1.35625e-07, 1.07382e-07, 7.04356e-08, 3.06524e-07, 1.47304e-07, 6.86702e-08, 6.90466e-08, 6.82466e-08, 6.82468e-08, 5.47333e-06, 6.82466e-08, 6.82466e-08, 1.21691e-07
0.560013, 0, 8.66445e-06, 1.43036e-07, 1.41421, -8.66445e-06, 1.43036e-07, 1.43059e-07, 5.61899e-07, 1.52782e-07, 1.45333e-07, 1.49354e-07, 3.05644e-07, 2.25105e-07, 1.47626e-07, 6.42723e-07, 2.48408e-07, 1.43924e-07, 1.44714e-07, 1.43036e-07, 1.43036e-07, 7.25823e-06, 1.43036e-07, 1.43036e-07, 2.55114e-07
0.567896, 0, 1.24723e-05, 2.92952e-07, 1.41421, -1.24723e-05, 2.92952e-07, 2.92998e-07, 1.15132e-06, 3.12924e-07, 2.97658e-07, 3.05899e-07, 6.60861e-07, 4.61135e-07, 3.02359e-07, 1.31695e-06, 4.32695e-07, 2.94772e-07, 2.96389e-07, 2.92952e-07, 2.92953e-07, 9.63206e-06, 2.92952e-07, 2.92952e-07, 5.2263e-07
0.575778, 0, 1.84853e-05, 5.86505e-07, 1.41421, -1.84853e-05, 5.86505e-07, 5.86599e-07, 2.30601e-06, 6.26516e-07, 5.95933e-07, 6.12442e-07, 1.38753e-06, 9.23415e-07, 6.0535e-07, 2.6378e-06, 7.70919e-07, 5.90152e-07, 5.93392e-07, 5.86505e-07, 5.86507e-07, 1.28272e-05, 5.86505e-07, 5.86505e-07, 1.0466e-06
0.58366, 0, 2.82906e-05, 1.14806e-06, 1.41421, -2.82906e-05, 1.14806e-06, 1.14824e-06, 4.51595e-06, 1.22642e-06, 1.16652e-06, 1.19886e-06, 2.8439e-06, 1.80794e-06, 1.18496e-06, 5.16581e-06, 1.39024e-06, 1.1552e-06, 1.16154e-06, 1.14806e-06, 1.14806e-06, 1.72005e-05, 1.14806e-06, 1.14806e-06, 2.04922e-06
0.591542, 0, 4.46715e-05, 2.19759e-06, 1.41421, -4.46715e-05, 2.19759e-06, 2.19794e-06, 8.64844e-06, 2.34769e-06, 2.23296e-06, 2.29489e-06, 5.71081e-06, 3.46153e-06, 2.26828e-06, 9.89319e-06, 2.51415e-06, 2.21127e-06, 2.22342e-06, 2.19759e-06, 2.19759e-06, 2.33119e-05, 2.19759e-06, 2.19759e-06, 3.92368e-06
0.599424, 0, 7.24588e-05, 4.11419e-06, 1.41421, -7.24588e-05, 4.11419e-06, 4.11485e-06, 1.61991e-05, 4.39539e-06, 4.18045e-06, 4.29648e-06, 1.12706e-05, 6.48203e-06, 4.24663e-06, 1.8531e-05, 4.52607e-06, 4.13982e-06, 4.16259e-06, 4.11419e-06, 4.1142e-06, 3.20503e-05, 4.11419e-06, 4.11419e-06, 7.34783e-06
0.607307, 0, 0.000119877, 7.5344e-06, 1.41421, -0.000119877, 7.5344e-06, 7.5356e-06, 2.96812e-05, 8.04972e-06, 7.65583e-06, 7.86846e-06, 2.18655e-05, 1.18737e-05, 7.77711e-06, 3.39546e-05, 8.06796e-06, 7.58137e-06, 7.6231e-06, 7.5344e-06, 7.53442e-06, 4.48295e-05, 7.5344e-06, 7.5344e-06, 1.34604e-05
0.615189, 0, 0.000200689, 1.3499e-05, 1.41421, -0.000200689, 1.3499e-05, 1.35011e-05, 5.32073e-05, 1.44229e-05, 1.37167e-05, 1.40979e-05, 4.17052e-05, 2.12792e-05, 1.39341e-05, 6.08694e-05, 1.41873e-05, 1.35832e-05, 1.3658e-05, 1.3499e-05, 1.3499e-05, 6.38888e-05, 1.3499e-05, 1.3499e-05, 2.4124e-05
0.623071, 0, 0.000337464, 2.36649e-05, 1.41421, -0.000337464, 2.36649e-05, 2.36687e-05, 9.33307e-05, 2.52859e-05, 2.40469e-05, 2.47157e-05, 7.82123e-05, 3.73148e-05, 2.44284e-05, 0.000106773, 2.45495e-05, 2.38126e-05, 2.39439e-05, 2.36649e-05, 2.3665e-05, 9.27194e-05, 2.36649e-05, 2.36649e-05, 4.23058e-05
0.630954, 0, 0.000566501, 4.06005e-05, 1.41421, -0.000566501, 4.06005e-05, 4.06071e-05, 0.000160219, 4.33839e-05, 4.12564e-05, 4.24049e-05, 0.000144221, 6.40379e-05, 4.19115e-05, 0.000183301, 4.17334e-05, 4.08542e-05, 4.10796e-05, 4.06005e-05, 4.06007e-05, 0.00013669, 4.06005e-05, 4.06005e-05, 7.26077e-05
0.638836, 0, 0.000944951, 6.81783e-05, 1.41421, -0.000944951, 6.81783e-05, 6.81892e-05, 0.000269219, 7.28562e-05, 6.92806e-05, 7.12108e-05, 0.000261476, 0.000107569, 7.03815e-05, 0.000308012, 6.96244e-05, 6.86046e-05, 6.89835e-05, 6.81783e-05, 6.81785e-05, 0.000203889, 6.81783e-05, 6.81783e-05, 0.000121972
0.646718, 0, 0.00156098, 0.000112079, 1.41421, -0.00156098, 0.000112079, 0.000112097, 0.00044287, 0.000119776, 0.000113893, 0.000117069, 0.000466069, 0.000176892, 0.000115704, 0.000506699, 0.00011392, 0.00011278, 0.000113404, 0.000112079, 0.000112079, 0.000306238, 0.000112079, 0.000112079, 0.000200591
0.6546, 0, 0.00254772, 0.000180401, 1.41421, -0.00254772, 0.000180401, 0.00018043, 0.000713345, 0.000192802, 0.000183323, 0.00018844, 0.000816638, 0.000284823, 0.000186242, 0.000816181, 0.000182738, 0.000181531, 0.000182536, 0.000180401, 0.000180402, 0.000460897, 0.000180401, 0.000180401, 0.000323006
0.662483, 0, 0.00410202, 0.00028436, 1.41421, -0.00410202, 0.00028436, 0.000284406, 0.00112526, 0.000303927, 0.000288971, 0.000297044, 0.00140635, 0.000449121, 0.000293576, 0.00128752, 0.00028732, 0.000286143, 0.000287728, 0.00028436, 0.000284361, 0.000691954, 0.00028436, 0.00028436, 0.000509369
