   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_344.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.189384, 0, 7.92478e-16, 0, 1.41421, -7.92478e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90525e-18, 0, 0, 0, 0, 7.87573e-16, 0, 0, 0
0.197266, 0, 1.58501e-15, 0, 1.41421, -1.58501e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.81082e-18, 0, 0, 0, 0, 1.5752e-15, 0, 0, 0
0.205149, 0, 3.1365e-15, 0, 1.41421, -3.1365e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94141e-17, 0, 0, 0, 0, 3.11709e-15, 0, 0, 0
0.213031, 0, 6.14184e-15, 0, 1.41421, -6.14184e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80163e-17, 0, 0, 0, 0, 6.10383e-15, 0, 0, 0
0.220913, 0, 1.19031e-14, 0, 1.41421, -1.19031e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.36767e-17, 0, 0, 0, 0, 1.18294e-14, 0, 0, 0
0.228795, 0, 2.28346e-14, 0, 1.41421, -2.28346e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41339e-16, 0, 0, 0, 0, 2.26933e-14, 0, 0, 0
0.236677, 0, 4.33666e-14, 0, 1.41421, -4.33666e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68424e-16, 0, 0, 0, 0, 4.30982e-14, 0, 0, 0
0.244559, 0, 8.17901e-14, 0, 1.41421, -8.17901e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06251e-16, 0, 0, 0, 0, 8.12838e-14, 0, 0, 0
0.252441, 0, 1.52225e-13, 0, 1.41421, -1.52225e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.42214e-16, 0, 0, 0, 0, 1.51282e-13, 0, 0, 0
0.260323, 0, 2.80587e-13, 0, 1.41421, -2.80587e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73673e-15, 0, 0, 0, 0, 2.7885e-13, 0, 0, 0
0.268205, 0, 5.12252e-13, 0, 1.41421, -5.12252e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17066e-15, 0, 0, 0, 0, 5.09081e-13, 0, 0, 0
0.276087, 0, 9.26346e-13, 0, 1.41421, -9.26346e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73378e-15, 0, 0, 0, 0, 9.20613e-13, 0, 0, 0
0.283969, 0, 1.65946e-12, 0, 1.41421, -1.65946e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02717e-14, 0, 0, 0, 0, 1.64919e-12, 0, 0, 0
0.291851, 0, 2.9451e-12, 0, 1.41421, -2.9451e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82297e-14, 0, 0, 0, 0, 2.92687e-12, 0, 0, 0
0.299733, 0, 5.1784e-12, 0, 1.41421, -5.1784e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20545e-14, 0, 0, 0, 0, 5.14635e-12, 0, 0, 0
0.307615, 0, 9.02162e-12, 0, 1.41421, -9.02162e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58466e-14, 0, 0, 0, 0, 8.96578e-12, 0, 0, 0
0.315497, 0, 1.55738e-11, 0, 1.41421, -1.55738e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.64124e-14, 0, 0, 0, 0, 1.54774e-11, 0, 0, 0
0.323379, 0, 2.66408e-11, 0, 1.41421, -2.66408e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64939e-13, 0, 0, 0, 0, 2.64758e-11, 0, 0, 0
0.331261, 0, 4.51615e-11, 1.38729e-43, 1.41421, -4.51615e-11, 0, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 2.79638e-13, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 4.48819e-11, 1.38729e-43, 1.38729e-43, 1.38729e-43
0.339143, 0, 7.58721e-11, 2.49431e-42, 1.41421, -7.58721e-11, 0, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 4.6987e-13, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 7.54023e-11, 2.49431e-42, 2.49431e-42, 2.49431e-42
0.347025, 0, 1.26331e-10, 3.69971e-41, 1.41421, -1.26331e-10, 0, 3.69971e-41, 3.69971e-41, 3.69971e-41, 3.69971e-41, 3.69971e-41, 3.69971e-41, 3.69971e-41, 3.69971e-41, 3.69971e-41, 7.82519e-13, 3.69971e-41, 3.69971e-41, 3.69971e-41, 3.69971e-41, 1.25549e-10, 3.69971e-41, 3.69971e-41, 3.69971e-41
0.354907, 0, 2.08486e-10, 4.82886e-40, 1.41421, -2.08486e-10, 0, 4.82886e-40, 4.82886e-40, 4.82886e-40, 4.82886e-40, 4.82886e-40, 4.82886e-40, 4.82886e-40, 4.82886e-40, 4.82886e-40, 1.29175e-12, 4.82886e-40, 4.82886e-40, 4.82886e-40, 4.82886e-40, 2.07194e-10, 4.82886e-40, 4.82886e-40, 4.82886e-40
0.362789, 0, 3.41037e-10, 5.64378e-39, 1.41421, -3.41037e-10, 0, 5.64378e-39, 5.64378e-39, 5.64378e-39, 5.64378e-39, 5.64378e-39, 5.64378e-39, 5.64378e-39, 5.64378e-39, 5.64378e-39, 2.11375e-12, 5.64378e-39, 5.64378e-39, 5.64378e-39, 5.64378e-39, 3.38924e-10, 5.64378e-39, 5.64378e-39, 5.64378e-39
0.370671, 0, 5.52981e-10, 5.95529e-38, 1.41421, -5.52981e-10, 0, 5.95529e-38, 5.95529e-38, 5.95529e-38, 5.95529e-38, 5.95529e-38, 5.95529e-38, 5.95529e-38, 5.95529e-38, 5.95529e-38, 3.4289e-12, 5.95529e-38, 5.95529e-38, 5.95529e-38, 5.95529e-38, 5.49553e-10, 5.95529e-38, 5.95529e-38, 5.95529e-38
0.378553, 0, 8.88842e-10, 5.70052e-37, 1.41421, -8.88842e-10, 0, 5.70052e-37, 5.70052e-37, 5.70052e-37, 5.70052e-37, 5.70052e-37, 5.70052e-37, 5.70052e-37, 5.70052e-37, 5.70052e-37, 5.51456e-12, 5.70052e-37, 5.70052e-37, 5.70052e-37, 5.70052e-37, 8.83327e-10, 5.70052e-37, 5.70052e-37, 5.70052e-37
0.386435, 0, 1.41633e-09, 4.98383e-36, 1.41421, -1.41633e-09, 0, 4.98383e-36, 4.98383e-36, 4.98383e-36, 4.98383e-36, 4.98383e-36, 4.98383e-36, 4.98383e-36, 4.98383e-36, 4.98383e-36, 8.79338e-12, 4.98383e-36, 4.98383e-36, 4.98383e-36, 4.98383e-36, 1.40754e-09, 4.98383e-36, 4.98383e-36, 4.98383e-36
0.394317, 0, 2.23748e-09, 3.99622e-35, 1.41421, -2.23748e-09, 0, 3.99622e-35, 3.99622e-35, 3.99622e-35, 3.99622e-35, 3.99622e-35, 3.99622e-35, 3.99622e-35, 3.99622e-35, 3.99622e-35, 1.39036e-11, 3.99622e-35, 3.99622e-35, 3.99622e-35, 3.99622e-35, 2.22358e-09, 3.99622e-35, 3.99622e-35, 3.99622e-35
0.402199, 0, 3.50453e-09, 2.95168e-34, 1.41421, -3.50453e-09, 0, 2.95168e-34, 2.95168e-34, 2.95168e-34, 2.95168e-34, 2.95168e-34, 2.95168e-34, 2.95168e-34, 2.95168e-34, 2.95168e-34, 2.18004e-11, 2.95168e-34, 2.95168e-34, 2.95168e-34, 2.95168e-34, 3.48273e-09, 2.95168e-34, 2.95168e-34, 2.95168e-34
0.410081, 0, 5.44253e-09, 2.04675e-33, 1.41421, -5.44253e-09, 0, 2.04675e-33, 2.04675e-33, 2.04675e-33, 2.04675e-33, 2.04675e-33, 2.04675e-33, 2.04675e-33, 2.04675e-33, 2.04675e-33, 3.39006e-11, 2.04675e-33, 2.04675e-33, 2.04675e-33, 2.04675e-33, 5.40863e-09, 2.04675e-33, 2.04675e-33, 2.04675e-33
0.417963, 0, 8.38111e-09, 1.20325e-32, 1.41421, -8.38111e-09, 0, 1.20325e-32, 1.20325e-32, 1.20325e-32, 1.20325e-32, 1.20325e-32, 1.20325e-32, 1.20325e-32, 1.20325e-32, 1.20325e-32, 5.22883e-11, 1.20325e-32, 1.20325e-32, 1.20325e-32, 1.20325e-32, 8.32882e-09, 1.20325e-32, 1.20325e-32, 1.20325e-32
0.425845, 0, 1.27984e-08, 7.19803e-32, 1.41421, -1.27984e-08, 0, 7.19803e-32, 7.19803e-32, 7.19803e-32, 7.19803e-32, 7.19803e-32, 7.19803e-32, 7.19803e-32, 7.19803e-32, 7.19803e-32, 8.00024e-11, 7.19803e-32, 7.19803e-32, 7.19803e-32, 7.19803e-32, 1.27184e-08, 7.19803e-32, 7.19803e-32, 7.19803e-32
0.433727, 0, 1.9382e-08, 3.84798e-31, 1.41421, -1.9382e-08, 0, 3.84798e-31, 3.84798e-31, 3.84798e-31, 3.84798e-31, 3.84798e-31, 3.84798e-31, 3.84798e-31, 3.84798e-31, 3.84798e-31, 1.21439e-10, 3.84798e-31, 3.84798e-31, 3.84798e-31, 3.84798e-31, 1.92605e-08, 3.84798e-31, 3.84798e-31, 3.84798e-31
0.441609, 0, 2.91108e-08, 2.01827e-30, 1.41421, -2.91108e-08, 0, 2.01827e-30, 2.01827e-30, 2.01827e-30, 2.01827e-30, 2.01827e-30, 2.01827e-30, 2.01827e-30, 2.01827e-30, 2.01827e-30, 1.82904e-10, 2.01827e-30, 2.01827e-30, 2.01827e-30, 2.01827e-30, 2.89279e-08, 2.01827e-30, 2.01827e-30, 2.01827e-30
0.449491, 0, 4.33666e-08, 1.01214e-29, 1.41421, -4.33666e-08, 0, 1.01214e-29, 1.01214e-29, 1.01214e-29, 1.01214e-29, 1.01214e-29, 1.01214e-29, 1.01214e-29, 1.01214e-29, 1.01214e-29, 2.73375e-10, 1.01214e-29, 1.01214e-29, 1.01214e-29, 1.01214e-29, 4.30933e-08, 1.01214e-29, 1.01214e-29, 1.01214e-29
0.457373, 0, 6.40824e-08, 4.80898e-29, 1.41421, -6.40824e-08, 0, 4.80898e-29, 4.80898e-29, 4.80898e-29, 4.80898e-29, 4.80898e-29, 4.80898e-29, 4.80898e-29, 4.80898e-29, 4.80898e-29, 4.0554e-10, 4.80898e-29, 4.80898e-29, 4.80898e-29, 4.80898e-29, 6.36768e-08, 4.80898e-29, 4.80898e-29, 4.80898e-29
0.465255, 0, 9.39368e-08, 2.2081e-28, 1.41421, -9.39368e-08, 0, 2.2081e-28, 2.2081e-28, 2.2081e-28, 2.2081e-28, 2.2081e-28, 2.2081e-28, 2.2081e-28, 2.2081e-28, 2.2081e-28, 5.97186e-10, 2.2081e-28, 2.2081e-28, 2.2081e-28, 2.2081e-28, 9.33396e-08, 2.2081e-28, 2.2081e-28, 2.2081e-28
0.473137, 0, 1.36611e-07, 9.73253e-28, 1.41421, -1.36611e-07, 0, 9.73253e-28, 9.73253e-28, 9.73253e-28, 9.73253e-28, 9.73253e-28, 9.73253e-28, 9.73253e-28, 9.73253e-28, 9.73253e-28, 8.73093e-10, 9.73253e-28, 9.73253e-28, 9.73253e-28, 9.73253e-28, 1.35738e-07, 9.73253e-28, 9.73253e-28, 9.73253e-28
0.481019, 0, 1.97117e-07, 4.09714e-27, 1.41421, -1.97117e-07, 0, 4.09714e-27, 4.09714e-27, 4.09714e-27, 4.09714e-27, 4.09714e-27, 4.09714e-27, 4.09714e-27, 4.09714e-27, 4.09714e-27, 1.26752e-09, 4.09714e-27, 4.09714e-27, 4.09714e-27, 4.09714e-27, 1.95849e-07, 4.09714e-27, 4.09714e-27, 4.09714e-27
0.488901, 0, 2.82221e-07, 1.64709e-26, 1.41421, -2.82221e-07, 0, 1.64709e-26, 1.64709e-26, 1.64709e-26, 1.64709e-26, 1.64709e-26, 1.64709e-26, 1.64709e-26, 1.64709e-26, 1.64709e-26, 1.82754e-09, 1.64709e-26, 1.64709e-26, 1.64709e-26, 1.64709e-26, 2.80393e-07, 1.64709e-26, 1.64709e-26, 1.64709e-26
0.496783, 0, 4.00983e-07, 6.32855e-26, 1.41421, -4.00983e-07, 0, 6.32855e-26, 6.32855e-26, 6.32855e-26, 6.32855e-26, 6.32855e-26, 3.89597e-12, 6.32855e-26, 6.32855e-26, 6.32855e-26, 2.61738e-09, 6.32855e-26, 6.32855e-26, 6.32855e-26, 6.32855e-26, 3.98362e-07, 6.32855e-26, 6.32855e-26, 6.32855e-26
0.504665, 0, 5.65425e-07, 2.32782e-25, 1.41421, -5.65425e-07, 0, 2.32782e-25, 2.32782e-25, 2.32782e-25, 2.32782e-25, 2.32782e-25, 1.3708e-11, 2.32782e-25, 2.32782e-25, 2.32782e-25, 3.72414e-09, 2.32782e-25, 2.32782e-25, 2.32782e-25, 2.32782e-25, 5.61688e-07, 2.32782e-25, 2.32782e-25, 2.32782e-25
0.512547, 0, 7.91365e-07, 8.26076e-25, 1.41421, -7.91365e-07, 0, 8.26076e-25, 8.26076e-25, 8.26076e-25, 8.26076e-25, 8.26076e-25, 3.75658e-11, 8.26076e-25, 8.26076e-25, 8.26076e-25, 5.26514e-09, 8.26076e-25, 8.26076e-25, 8.26076e-25, 8.26076e-25, 7.86062e-07, 8.26076e-25, 8.26076e-25, 8.26076e-25
0.520429, 0, 1.10446e-06, 4.14049e-10, 1.41421, -1.10446e-06, 4.14049e-10, 4.14091e-10, 1.84572e-09, 4.46896e-10, 4.24382e-10, 4.338e-10, 7.67502e-10, 5.81863e-10, 4.28797e-10, 2.40881e-09, 7.81183e-09, 4.18104e-10, 4.1922e-10, 4.14049e-10, 4.14055e-10, 1.09263e-06, 4.14049e-10, 4.14049e-10, 8.11078e-10
0.528311, 0, 1.53054e-06, 1.14614e-09, 1.41421, -1.53054e-06, 1.14614e-09, 1.14625e-09, 5.13641e-09, 1.23769e-09, 1.17494e-09, 1.20119e-09, 2.08958e-09, 1.61386e-09, 1.18724e-09, 6.70584e-09, 1.14769e-08, 1.15744e-09, 1.16055e-09, 1.14614e-09, 1.14615e-09, 1.5079e-06, 1.14614e-09, 1.14614e-09, 2.25272e-09
0.536193, 0, 2.11271e-06, 2.90671e-09, 1.41421, -2.11271e-06, 2.90671e-09, 2.90701e-09, 1.30668e-08, 3.13982e-09, 2.98004e-09, 3.04688e-09, 5.24966e-09, 4.09763e-09, 3.01138e-09, 1.70628e-08, 1.72471e-08, 2.93549e-09, 2.94341e-09, 2.90671e-09, 2.90676e-09, 2.06708e-06, 2.90671e-09, 2.90671e-09, 5.72429e-09
0.544075, 0, 2.91145e-06, 7.02915e-09, 1.41421, -2.91145e-06, 7.02915e-09, 7.02987e-09, 3.16596e-08, 7.59425e-09, 7.20692e-09, 7.36895e-09, 1.26029e-08, 9.91623e-09, 7.28289e-09, 4.1347e-08, 2.68185e-08, 7.09892e-09, 7.11811e-09, 7.02915e-09, 7.02925e-09, 2.81593e-06, 7.02915e-09, 7.02915e-09, 1.38596e-08
0.551957, 0, 4.01897e-06, 1.64273e-08, 1.41421, -4.01897e-06, 1.64273e-08, 1.6429e-08, 7.40914e-08, 1.77503e-08, 1.68435e-08, 1.72228e-08, 2.94246e-08, 2.31864e-08, 1.70213e-08, 9.67715e-08, 4.35783e-08, 1.65906e-08, 1.66355e-08, 1.64273e-08, 1.64275e-08, 3.81456e-06, 1.64273e-08, 1.64273e-08, 3.24187e-08
0.559839, 0, 5.58449e-06, 3.72911e-08, 1.41421, -5.58449e-06, 3.72911e-08, 3.7295e-08, 1.68379e-07, 4.02987e-08, 3.82373e-08, 3.90996e-08, 6.81293e-08, 5.26567e-08, 3.86416e-08, 2.19937e-07, 7.43296e-08, 3.76625e-08, 3.77646e-08, 3.72911e-08, 3.72917e-08, 5.1432e-06, 3.72911e-08, 3.72911e-08, 7.36443e-08
0.567721, 0, 7.87249e-06, 8.23985e-08, 1.41421, -7.87249e-06, 8.23985e-08, 8.2407e-08, 3.7242e-07, 8.90526e-08, 8.44918e-08, 8.63997e-08, 1.67011e-07, 1.16394e-07, 8.53863e-08, 4.86489e-07, 1.3264e-07, 8.32201e-08, 8.3446e-08, 8.23985e-08, 8.23998e-08, 6.91148e-06, 8.23985e-08, 8.23985e-08, 1.62827e-07
0.575603, 0, 1.13283e-05, 1.77384e-07, 1.41421, -1.13283e-05, 1.77384e-07, 1.77403e-07, 8.02507e-07, 1.91727e-07, 1.81896e-07, 1.86009e-07, 3.82769e-07, 2.50659e-07, 1.83824e-07, 1.04837e-06, 2.45154e-07, 1.79155e-07, 1.79642e-07, 1.77384e-07, 1.77387e-07, 9.27442e-06, 1.77384e-07, 1.77384e-07, 3.50743e-07
0.583485, 0, 1.67629e-05, 3.72227e-07, 1.41421, -1.67629e-05, 3.72227e-07, 3.72265e-07, 1.68564e-06, 4.02361e-07, 3.81707e-07, 3.90347e-07, 8.4346e-07, 5.2618e-07, 3.85757e-07, 2.20222e-06, 4.63138e-07, 3.75948e-07, 3.76971e-07, 3.72227e-07, 3.72233e-07, 1.24594e-05, 3.72227e-07, 3.72227e-07, 7.36462e-07
0.591367, 0, 2.5642e-05, 7.61588e-07, 1.41421, -2.5642e-05, 7.61588e-07, 7.61667e-07, 3.45235e-06, 8.23323e-07, 7.81009e-07, 7.9871e-07, 1.80523e-06, 1.07699e-06, 7.89308e-07, 4.51066e-06, 8.8288e-07, 7.6921e-07, 7.71306e-07, 7.61588e-07, 7.61599e-07, 1.68122e-05, 7.61588e-07, 7.61588e-07, 1.50779e-06
0.599249, 0, 4.06054e-05, 1.51971e-06, 1.41421, -4.06054e-05, 1.51971e-06, 1.51987e-06, 6.89624e-06, 1.64307e-06, 1.55852e-06, 1.59389e-06, 3.77226e-06, 2.14993e-06, 1.5751e-06, 9.01089e-06, 1.68068e-06, 1.53494e-06, 1.53913e-06, 1.51971e-06, 1.51973e-06, 2.28764e-05, 1.51971e-06, 1.51971e-06, 3.01073e-06
0.607131, 0, 6.63418e-05, 2.95812e-06, 1.41421, -6.63418e-05, 2.95812e-06, 2.95843e-06, 1.34383e-05, 3.19857e-06, 3.03376e-06, 3.1027e-06, 7.71219e-06, 4.18656e-06, 3.06608e-06, 1.75602e-05, 3.17065e-06, 2.98781e-06, 2.99597e-06, 2.95812e-06, 2.95816e-06, 3.15215e-05, 2.95812e-06, 2.95812e-06, 5.86447e-06
0.615013, 0, 0.000111068, 5.61781e-06, 1.41421, -0.000111068, 5.61781e-06, 5.6184e-06, 2.55502e-05, 6.07513e-06, 5.76168e-06, 5.89281e-06, 1.54741e-05, 7.95422e-06, 5.82316e-06, 3.33899e-05, 5.89704e-06, 5.67428e-06, 5.68981e-06, 5.61781e-06, 5.6179e-06, 4.41532e-05, 5.61781e-06, 5.61781e-06, 1.11455e-05
0.622895, 0, 0.000188859, 1.04111e-05, 1.41421, -0.000188859, 1.04111e-05, 1.04122e-05, 4.74078e-05, 1.12599e-05, 1.06782e-05, 1.09215e-05, 3.04802e-05, 1.47477e-05, 1.07923e-05, 6.1959e-05, 1.07763e-05, 1.05159e-05, 1.05447e-05, 1.04111e-05, 1.04113e-05, 6.30367e-05, 1.04111e-05, 1.04111e-05, 2.0671e-05
0.630777, 0, 0.000323329, 1.88317e-05, 1.41421, -0.000323329, 1.88317e-05, 1.88336e-05, 8.58601e-05, 2.03695e-05, 1.93155e-05, 1.97564e-05, 5.89546e-05, 2.66885e-05, 1.95222e-05, 0.000112223, 1.93071e-05, 1.90216e-05, 1.90738e-05, 1.88317e-05, 1.8832e-05, 9.17945e-05, 1.88317e-05, 1.88317e-05, 3.742e-05
0.638659, 0, 0.000553185, 3.32525e-05, 1.41421, -0.000553185, 3.32525e-05, 3.3256e-05, 0.000151812, 3.59726e-05, 3.41082e-05, 3.48882e-05, 0.000111986, 4.71495e-05, 3.44739e-05, 0.000198443, 3.38691e-05, 3.35884e-05, 3.36807e-05, 3.32525e-05, 3.3253e-05, 0.000136108, 3.32525e-05, 3.32525e-05, 6.61313e-05
0.646541, 0, 0.000940442, 5.73314e-05, 1.41421, -0.000940442, 5.73314e-05, 5.73374e-05, 0.000262109, 6.20297e-05, 5.88094e-05, 6.01565e-05, 0.000208923, 8.13346e-05, 5.9441e-05, 0.00034265, 5.81283e-05, 5.79115e-05, 5.8071e-05, 5.73314e-05, 5.73323e-05, 0.000204727, 5.73314e-05, 5.73314e-05, 0.00011412
0.654423, 0, 0.00158215, 9.65345e-05, 1.41421, -0.00158215, 9.65345e-05, 9.65446e-05, 0.000441989, 0.00010446, 9.90279e-05, 0.0001013, 0.000382799, 0.000137027, 0.000100093, 0.00057786, 9.7561e-05, 9.75131e-05, 9.77822e-05, 9.65345e-05, 9.6536e-05, 0.000310802, 9.65345e-05, 9.65345e-05, 0.000192336
