   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_71.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0312077, 142, 0, 0, 12, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0233136, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0154196, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00752548, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000368598, 0, 4.93868e-23, 0, 1.41421, -4.93868e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79117e-26, 0, 0, 1.10188e-27, 1.55593e-26, 0, 4.93323e-23, 0, 0, 0
0.00826267, 0, 1.29501e-22, 0, 1.41421, -1.29501e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.94101e-26, 0, 0, 2.93675e-27, 4.18465e-26, 0, 1.29356e-22, 0, 0, 0
0.0161567, 0, 3.31712e-22, 0, 1.41421, -3.31712e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54634e-25, 0, 0, 7.64575e-27, 1.09723e-25, 0, 3.3134e-22, 0, 0, 0
0.0240508, 0, 8.31588e-22, 0, 1.41421, -8.31588e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38352e-25, 0, 0, 1.94817e-26, 2.81128e-25, 0, 8.30649e-22, 0, 0, 0
0.0319449, 0, 2.04361e-21, 0, 1.41421, -2.04361e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56873e-24, 0, 0, 4.86611e-26, 7.05176e-25, 0, 2.04129e-21, 0, 0, 0
0.039839, 0, 4.92959e-21, 0, 1.41421, -4.92959e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78405e-24, 0, 0, 1.19308e-25, 1.73452e-24, 0, 4.92395e-21, 0, 0, 0
