   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_223.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.61528, 140, 137.696, 37.444, 11.9164, 2.3037, 0, 37.444, 37.4443, 133.165, 41.9751, 37.444, 37.444, 37.444, 37.444, 37.444, 37.444, 37.444, 37.444, 37.444, 37.444, 37.444, 37.444, 37.444
6.62316, 92, 112.655, 37.4161, 9.69536, -20.6549, 0, 37.4161, 37.4164, 108.844, 41.2269, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161, 37.4161
6.63104, 96, 93.3309, 37.3911, 9.8995, 2.66907, 0, 37.3911, 37.3914, 90.1588, 40.563, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911, 37.3911
6.63893, 82, 78.5768, 37.369, 9.16515, 3.4232, 0, 37.369, 37.3692, 75.9638, 39.9818, 37.369, 37.369, 37.369, 37.369, 37.369, 37.369, 37.369, 37.369, 37.369, 37.369, 37.369, 37.369, 37.369
6.64681, 68, 67.4333, 37.3495, 8.3666, 0.56675, 0, 37.3495, 37.3497, 65.3029, 39.4797, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495, 37.3495
6.65469, 68, 59.1038, 37.3324, 8.3666, 8.89622, 0, 37.3324, 37.3326, 57.3847, 39.0513, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324, 37.3324
6.66257, 62, 52.9412, 37.3175, 8, 9.05881, 0, 37.3175, 37.3177, 51.5682, 38.6903, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175, 37.3175
6.67046, 34, 48.4284, 37.3046, 6, -14.4284, 0, 37.3046, 37.3048, 47.343, 38.3899, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046, 37.3046
6.67834, 32, 45.1564, 37.2934, 5.83095, -13.1564, 0, 37.2934, 37.2936, 44.3071, 38.1426, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934, 37.2934
6.68622, 34, 42.8076, 37.2836, 6, -8.80757, 0, 37.2836, 37.2838, 42.1497, 37.9414, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836, 37.2836
6.6941, 38, 41.1383, 37.275, 6.32456, -3.13828, 0, 37.275, 37.2752, 40.6339, 37.7793, 37.275, 37.275, 37.275, 37.275, 37.275, 37.275, 37.275, 37.275, 37.275, 37.275, 37.275, 37.275, 37.275
6.70199, 46, 39.9647, 37.2673, 6.9282, 6.03527, 0, 37.2673, 37.2674, 39.5819, 37.65, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673, 37.2673
6.70987, 52, 39.1496, 37.2603, 7.34847, 12.8504, 0, 37.2603, 37.2604, 38.8619, 37.5478, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603, 37.2603
6.71775, 34, 38.5926, 37.2537, 6, -4.59256, 0, 37.2537, 37.2539, 38.3786, 37.4676, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537, 37.2537
6.72563, 42, 38.2219, 37.2475, 6.63325, 3.77814, 0, 37.2475, 37.2476, 38.0643, 37.405, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475, 37.2475
6.73352, 36, 37.9875, 37.2414, 6.16441, -1.98752, 0, 37.2414, 37.2415, 37.8726, 37.3562, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414, 37.2414
6.7414, 36, 37.8569, 37.2352, 6.16441, -1.85692, 0, 37.2352, 37.2354, 37.774, 37.3181, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352, 37.2352
6.74928, 46, 37.8111, 37.229, 6.9282, 8.18888, 0, 37.229, 37.2291, 37.7518, 37.2882, 37.229, 37.229, 37.229, 37.229, 37.229, 37.229, 37.229, 37.229, 37.229, 37.229, 37.229, 37.229, 37.229
6.75716, 58, 37.8427, 37.2225, 7.74597, 20.1573, 0, 37.2225, 37.2226, 37.8007, 37.2643, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225, 37.2225
6.76505, 58, 37.9547, 37.2156, 7.74597, 20.0453, 0, 37.2156, 37.2158, 37.9252, 37.245, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156, 37.2156
6.77293, 40, 38.16, 37.2084, 6.48074, 1.84004, 0, 37.2084, 37.2086, 38.1395, 37.2288, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084, 37.2084
6.78081, 56, 38.4821, 37.2008, 7.61577, 17.5179, 0, 37.2008, 37.2009, 38.468, 37.2148, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008, 37.2008
6.78869, 64, 38.9564, 37.1927, 8.12404, 25.0436, 0, 37.1927, 37.1928, 38.9468, 37.2022, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927, 37.1927
6.79657, 48, 39.6316, 37.184, 7.07107, 8.36843, 0, 37.184, 37.1841, 39.625, 37.1904, 37.184, 37.184, 37.184, 37.184, 37.184, 37.184, 37.184, 37.184, 37.184, 37.184, 37.184, 37.184, 37.184
6.80446, 52, 40.5722, 37.1748, 7.34847, 11.4278, 0, 37.1748, 37.1749, 40.5678, 37.179, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748, 37.1748
6.81234, 58, 41.8609, 37.1649, 7.74597, 16.1391, 0, 37.1649, 37.165, 41.858, 37.1677, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649, 37.1649
6.82022, 70, 43.6019, 37.1543, 8.48528, 26.3981, 0, 37.1543, 37.1544, 43.5999, 37.1561, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543, 37.1543
6.8281, 72, 45.9232, 37.1429, 8.60233, 26.0768, 0, 37.1429, 37.1431, 45.9219, 37.1441, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429, 37.1429
6.83599, 42, 48.9788, 37.1306, 6.63325, -6.97883, 0, 37.1306, 37.1308, 48.9779, 37.1314, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306, 37.1306
6.84387, 66, 52.9512, 37.1173, 8.24621, 13.0488, 0, 37.1173, 37.1175, 52.9506, 37.1178, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173, 37.1173
6.85175, 78, 58.052, 37.1027, 8.94427, 19.948, 0, 37.1027, 37.1029, 58.0516, 37.103, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027, 37.1027
6.85963, 70, 64.5214, 37.0866, 8.48528, 5.47859, 0, 37.0866, 37.0867, 64.5211, 37.0868, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866, 37.0866
6.86752, 76, 72.6238, 37.0685, 8.83176, 3.37618, 0, 37.0685, 37.0687, 72.6236, 37.0687, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685, 37.0685
6.8754, 96, 82.6455, 37.048, 9.8995, 13.3545, 0, 37.048, 37.0482, 82.6453, 37.0481, 37.048, 37.048, 37.048, 37.048, 37.048, 37.048, 37.048, 37.048, 37.048, 37.048, 37.048, 37.048, 37.048
6.88328, 114, 94.8863, 37.0245, 10.7703, 19.1137, 0, 37.0245, 37.0246, 94.8862, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245, 37.0245
6.89116, 144, 109.646, 36.997, 12.083, 34.354, 0, 36.997, 36.9971, 109.646, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997, 36.997
6.89905, 162, 127.216, 36.9646, 12.8062, 34.7845, 0, 36.9646, 36.9648, 127.215, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646, 36.9646
6.90693, 198, 147.857, 36.9259, 14.1421, 50.1427, 0, 36.9259, 36.9261, 147.857, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259, 36.9259
6.91481, 160, 171.788, 36.8794, 12.7279, -11.7877, 0, 36.8794, 36.8795, 171.788, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794, 36.8794
6.92269, 238, 199.156, 36.8231, 15.4919, 38.8437, 0, 36.8231, 36.8232, 199.156, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231, 36.8231
6.93058, 246, 230.025, 36.7547, 15.748, 15.9751, 0, 36.7547, 36.7548, 230.025, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547, 36.7547
6.93846, 284, 264.35, 36.6714, 16.9115, 19.6503, 0, 36.6714, 36.6716, 264.35, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714, 36.6714
6.94634, 328, 301.955, 36.5703, 18.1659, 26.045, 0, 36.5703, 36.5704, 301.955, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703, 36.5703
6.95422, 402, 342.531, 36.4477, 20.0998, 59.4689, 0, 36.4477, 36.4479, 342.531, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477, 36.4477
6.96211, 428, 385.621, 36.2998, 20.7364, 42.379, 0, 36.2998, 36.2999, 385.621, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998, 36.2998
6.96999, 450, 430.609, 36.1223, 21.2603, 19.3906, 0, 36.1223, 36.1224, 430.609, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223, 36.1223
6.97787, 456, 476.743, 35.9107, 21.4009, -20.7429, 0, 35.9107, 35.9108, 476.743, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107, 35.9107
6.98575, 584, 523.145, 35.6602, 24.2074, 60.8547, 0, 35.6602, 35.6604, 523.145, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602, 35.6602
6.99364, 594, 568.831, 35.3661, 24.4131, 25.1693, 0, 35.3661, 35.3663, 568.831, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661, 35.3661
7.00152, 562, 612.989, 35.2781, 23.7487, -50.9886, 0, 35.2781, 35.2782, 612.988, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781, 35.2781
7.0094, 692, 653.558, 34.4194, 26.3439, 38.442, 0, 34.4194, 34.4196, 653.558, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194, 34.4194
7.01728, 664, 690.189, 33.5157, 25.807, -26.1888, 0, 33.5157, 33.5158, 690.189, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157, 33.5157
7.02517, 678, 721.857, 32.5683, 26.0768, -43.8569, 0, 32.5683, 32.5685, 721.857, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683, 32.5683
7.03305, 714, 747.648, 31.5798, 26.7582, -33.6483, 0, 31.5798, 31.5799, 747.648, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798, 31.5798
7.04093, 806, 766.795, 30.5538, 28.4253, 39.2054, 0, 30.5538, 30.5539, 766.794, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538, 30.5538
7.04881, 722, 778.71, 29.4952, 26.9072, -56.7104, 0, 29.4952, 29.4954, 778.71, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952, 29.4952
7.05669, 772, 783.024, 28.4105, 27.8209, -11.0244, 0, 28.4105, 28.4106, 783.024, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105, 28.4105
7.06458, 678, 779.595, 27.3069, 26.0768, -101.595, 0, 27.3069, 27.307, 779.595, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069, 27.3069
7.07246, 706, 768.518, 26.1924, 26.6083, -62.5179, 0, 26.1924, 26.1926, 768.518, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924, 26.1924
7.08034, 678, 750.123, 25.0755, 26.0768, -72.1226, 0, 25.0755, 25.0757, 750.122, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755, 25.0755
7.08822, 688, 724.951, 23.9652, 26.2679, -36.9512, 0, 23.9652, 23.9654, 724.951, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652, 23.9652
7.09611, 708, 693.733, 22.8701, 26.6458, 14.267, 0, 22.8701, 22.8702, 693.733, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701, 22.8701
7.10399, 640, 657.347, 21.7989, 25.3377, -17.3469, 0, 21.7989, 21.7991, 657.347, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989, 21.7989
7.11187, 578, 616.79, 20.7601, 24.0832, -38.7896, 0, 20.7601, 20.7603, 616.789, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601, 20.7601
7.11975, 530, 573.108, 19.7612, 23.0651, -43.108, 0, 19.7612, 19.7614, 573.108, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612, 19.7612
7.12764, 448, 527.374, 18.8084, 21.2132, -79.374, 0, 18.8084, 18.8087, 527.374, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084, 18.8084
7.13552, 452, 480.64, 17.9067, 21.3073, -28.6404, 0, 17.9067, 17.907, 480.64, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067, 17.9067
7.1434, 388, 433.889, 17.0597, 19.7484, -45.8889, 0, 17.0597, 17.0601, 433.889, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597, 17.0597
7.15128, 390, 388.009, 16.2699, 19.799, 1.99081, 0, 16.2699, 16.2703, 388.009, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699, 16.2699
7.15917, 290, 343.768, 15.5376, 17.088, -53.7682, 0, 15.5376, 15.5381, 343.768, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376, 15.5376
7.16705, 282, 301.806, 14.8622, 16.8523, -19.8063, 0, 14.8622, 14.863, 301.806, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622, 14.8622
7.17493, 210, 262.613, 14.2418, 14.5602, -52.6126, 0, 14.2418, 14.2428, 262.612, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418, 14.2418
7.18281, 246, 226.536, 13.6736, 15.748, 19.4636, 0, 13.6736, 13.6749, 226.535, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736, 13.6736
7.1907, 166, 193.79, 13.1535, 12.9615, -27.79, 0, 13.1535, 13.1553, 193.788, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535, 13.1535
7.19858, 146, 164.462, 12.6772, 12.1655, -18.4624, 0, 12.6772, 12.6797, 164.46, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772, 12.6772
7.20646, 138, 138.534, 12.2396, 11.8322, -0.533783, 0, 12.2396, 12.243, 138.53, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396, 12.2396
7.21434, 98, 115.893, 11.8358, 10, -17.8934, 0, 11.8358, 11.8405, 115.889, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358, 11.8358
7.22223, 90, 96.3643, 11.4609, 9.59166, -6.3643, 0, 11.4609, 11.4674, 96.3578, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609, 11.4609
7.23011, 74, 79.713, 11.1094, 8.7178, -5.71297, 0, 11.1094, 11.1183, 79.7041, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094, 11.1094
7.23799, 70, 65.6736, 10.7764, 8.48528, 4.32642, 0, 10.7764, 10.7884, 65.6616, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764, 10.7764
7.24587, 56, 53.965, 10.457, 7.61577, 2.03498, 0, 10.457, 10.473, 53.949, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457, 10.457
7.25375, 44, 44.3004, 10.1468, 6.78233, -0.300442, 0, 10.1468, 10.1681, 44.2792, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468, 10.1468
7.26164, 40, 36.3994, 9.84237, 6.48074, 3.60056, 0, 9.84237, 9.87036, 36.3715, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237, 9.84237
7.26952, 20, 29.9984, 9.54038, 4.69042, -9.99845, 0, 9.54039, 9.57684, 29.962, 9.54038, 9.54038, 9.54038, 9.54038, 9.54038, 9.54038, 9.54038, 9.54038, 9.54038, 9.54039, 9.54038, 9.54038, 9.54038, 9.54038
7.2774, 20, 24.8556, 9.23832, 4.69042, -4.85556, 0, 9.23832, 9.28535, 24.8085, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832, 9.23832
7.28528, 14, 20.7527, 8.93435, 4, -6.75265, 0, 8.93435, 8.99444, 20.6926, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435, 8.93435
7.29317, 14, 17.4982, 8.62727, 4, -3.49825, 0, 8.62727, 8.70329, 17.4222, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727, 8.62727
7.30105, 8, 14.7768, 8.16532, 3.16228, -6.77683, 0, 8.16533, 8.26053, 14.6816, 8.16532, 8.16532, 8.16532, 8.16532, 8.16532, 8.16532, 8.16532, 8.16532, 8.16532, 8.16533, 8.16532, 8.16532, 8.16533, 8.16532
7.30893, 8, 12.8322, 7.93173, 3.16228, -4.83222, 0, 7.93173, 8.0498, 12.7141, 7.93173, 7.93173, 7.93173, 7.93173, 7.93173, 7.93173, 7.93173, 7.93173, 7.93173, 7.93173, 7.93173, 7.93173, 7.93174, 7.93173
7.31681, 10, 11.3231, 7.70119, 3.4641, -1.32305, 0, 7.70119, 7.84614, 11.1781, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119, 7.70119
7.3247, 16, 10.1542, 7.47404, 4.24264, 5.84581, 0, 7.47404, 7.65024, 9.97798, 7.47404, 7.47404, 7.47404, 7.47404, 7.47404, 7.47404, 7.47404, 7.47404, 7.47404, 7.47404, 7.47404, 7.47404, 7.47405, 7.47404
7.33258, 4, 9.24874, 7.25029, 2.44949, -5.24874, 0, 7.25029, 7.46232, 9.0367, 7.25029, 7.25029, 7.25029, 7.25029, 7.25029, 7.25029, 7.25029, 7.25029, 7.25029, 7.25029, 7.25029, 7.25029, 7.2503, 7.25029
7.34046, 8, 8.54496, 7.02975, 3.16228, -0.544963, 0, 7.02975, 7.28234, 8.29236, 7.02975, 7.02975, 7.02975, 7.02975, 7.02975, 7.02975, 7.02975, 7.02975, 7.02975, 7.02975, 7.02975, 7.02975, 7.02976, 7.02975
7.34834, 2, 7.99462, 6.81261, 2, -5.99462, 0, 6.81261, 7.11053, 7.69668, 6.81261, 6.81261, 6.81261, 6.81261, 6.81261, 6.81261, 6.81261, 6.81261, 6.81261, 6.81261, 6.81261, 6.81261, 6.81263, 6.81261
7.35623, 10, 7.56028, 6.5991, 3.4641, 2.43972, 0, 6.5991, 6.94696, 7.2124, 6.5991, 6.5991, 6.5991, 6.5991, 6.5991, 6.5991, 6.5991, 6.5991, 6.5991, 6.5991, 6.5991, 6.5991, 6.59912, 6.5991
7.36411, 6, 7.21244, 6.38875, 2.82843, -1.21244, 0, 6.38876, 6.79087, 6.81029, 6.38875, 6.38875, 6.38875, 6.38875, 6.38875, 6.38875, 6.38875, 6.38875, 6.38875, 6.38876, 6.38875, 6.38875, 6.38878, 6.38875
7.37199, 4, 6.92912, 6.18182, 2.44949, -2.92912, 0, 6.18182, 6.64203, 6.46887, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18182, 6.18186, 6.18182
7.37987, 8, 6.86946, 6.15428, 3.16228, 1.13054, 0, 6.15428, 6.67572, 6.34796, 6.15428, 6.15428, 6.15428, 6.15428, 6.15428, 6.15428, 6.15428, 6.15428, 6.15428, 6.15428, 6.15428, 6.15428, 6.15434, 6.15428
7.38776, 12, 6.84066, 6.12617, 3.74166, 5.15934, 0, 6.12617, 6.71109, 6.25566, 6.12617, 6.12617, 6.12617, 6.12617, 6.12617, 6.12617, 6.12617, 6.12617, 6.12617, 6.12617, 6.12617, 6.12617, 6.12625, 6.12617
7.39564, 8, 6.83272, 6.0972, 3.16228, 1.16728, 0, 6.0972, 6.74682, 6.18299, 6.0972, 6.0972, 6.0972, 6.0972, 6.0972, 6.0972, 6.0972, 6.0972, 6.0972, 6.0972, 6.0972, 6.0972, 6.09731, 6.0972
7.40352, 4, 6.83784, 6.06706, 2.44949, -2.83784, 0, 6.06706, 6.78138, 6.12338, 6.06706, 6.06706, 6.06706, 6.06706, 6.06706, 6.06706, 6.06706, 6.06706, 6.06706, 6.06706, 6.06706, 6.06706, 6.06721, 6.06706
7.4114, 2, 6.85023, 6.03574, 2, -4.85023, 0, 6.03574, 6.8134, 6.07237, 6.03574, 6.03574, 6.03574, 6.03574, 6.03574, 6.03574, 6.03574, 6.03574, 6.03574, 6.03574, 6.03574, 6.03574, 6.03593, 6.03574
