   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_40.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
12.806, 16, 12.1075, 1.50338, 4.24264, 3.89248, 1.50338, 0, 1.50338, 1.50338, 1.50338, 1.50338, 1.50338, 1.50338, 1.50338, 1.50338, 1.50338, 1.50338, 1.50338, 1.50338, 12.1075
12.8139, 6, 12.0339, 1.49383, 2.82843, -6.0339, 1.49383, 0, 1.49383, 1.49383, 1.49383, 1.49383, 1.49383, 1.49383, 1.49383, 1.49383, 1.49383, 1.49383, 1.49383, 1.49383, 12.0339
12.8218, 6, 11.8925, 1.48431, 2.82843, -5.89254, 1.48431, 0, 1.48431, 1.48431, 1.48431, 1.48431, 1.48431, 1.48431, 1.48431, 1.48431, 1.48431, 1.48431, 1.48431, 1.48431, 11.8925
12.8297, 24, 11.6906, 1.47929, 5.09902, 12.3094, 1.47929, 0, 1.47929, 1.47929, 1.47929, 1.47929, 1.47929, 1.47929, 1.47929, 1.47929, 1.47929, 1.4793, 1.47929, 1.47929, 11.6906
12.8376, 12, 11.4252, 1.47202, 3.74166, 0.574849, 1.47202, 0, 1.47202, 1.47202, 1.47202, 1.47202, 1.47202, 1.47202, 1.47202, 1.47202, 1.47202, 1.47203, 1.47202, 1.47202, 11.4251
12.8455, 12, 11.1016, 1.46277, 3.74166, 0.89841, 1.46277, 0, 1.46277, 1.46277, 1.46277, 1.46277, 1.46277, 1.46277, 1.46277, 1.46277, 1.46277, 1.46277, 1.46277, 1.46277, 11.1016
12.8534, 18, 10.7268, 1.45254, 4.47214, 7.27322, 1.45254, 0, 1.45254, 1.45254, 1.45254, 1.45254, 1.45254, 1.45254, 1.45254, 1.45254, 1.45254, 1.45255, 1.45254, 1.45254, 10.7268
12.8613, 20, 10.3083, 1.44236, 4.69042, 9.69166, 1.44236, 0, 1.44236, 1.44236, 1.44236, 1.44236, 1.44236, 1.44236, 1.44236, 1.44236, 1.44236, 1.44236, 1.44236, 1.44236, 10.3083
12.8692, 4, 9.85884, 1.43747, 2.44949, -5.85884, 1.43747, 0, 1.43747, 1.43747, 1.43747, 1.43747, 1.43747, 1.43747, 1.43747, 1.43747, 1.43747, 1.43747, 1.43747, 1.43747, 9.85884
12.8771, 12, 9.37778, 1.42991, 3.74166, 2.62222, 1.42991, 0, 1.42991, 1.42991, 1.42991, 1.42991, 1.42991, 1.42991, 1.42991, 1.42991, 1.42991, 1.42991, 1.42991, 1.42991, 9.37778
12.885, 8, 8.87307, 1.41998, 3.16228, -0.873067, 1.41998, 0, 1.41998, 1.41998, 1.41998, 1.41998, 1.41998, 1.41998, 1.41998, 1.41998, 1.41998, 1.41999, 1.41998, 1.41998, 8.87307
12.8929, 6, 8.35355, 1.4089, 2.82843, -2.35355, 1.4089, 0, 1.4089, 1.4089, 1.4089, 1.4089, 1.4089, 1.4089, 1.4089, 1.4089, 1.4089, 1.4089, 1.4089, 1.4089, 8.35354
12.9008, 12, 7.82773, 1.39787, 3.74166, 4.17227, 1.39787, 0, 1.39787, 1.39787, 1.39787, 1.39787, 1.39787, 1.39787, 1.39787, 1.39787, 1.39787, 1.39787, 1.39787, 1.39787, 7.82773
12.9087, 14, 7.30955, 1.39383, 4, 6.69045, 1.39383, 0, 1.39383, 1.39383, 1.39383, 1.39383, 1.39383, 1.39383, 1.39383, 1.39383, 1.39383, 1.39383, 1.39383, 1.39383, 7.30955
12.9167, 6, 6.79511, 1.38665, 2.82843, -0.79511, 1.38665, 0, 1.38665, 1.38665, 1.38665, 1.38665, 1.38665, 1.38665, 1.38665, 1.38665, 1.38665, 1.38665, 1.38665, 1.38665, 6.79511
12.9246, 2, 6.29036, 1.37668, 2, -4.29036, 1.37668, 0, 1.37668, 1.37668, 1.37668, 1.37668, 1.37668, 1.37668, 1.37668, 1.37668, 1.37668, 1.37669, 1.37668, 1.37668, 6.29035
12.9325, 8, 5.80173, 1.36536, 3.16228, 2.19827, 1.36536, 0, 1.36536, 1.36536, 1.36536, 1.36536, 1.36536, 1.36536, 1.36536, 1.36536, 1.36536, 1.36536, 1.36536, 1.36536, 5.80173
12.9404, 6, 5.33469, 1.35407, 2.82843, 0.665314, 1.35407, 0, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 1.35407, 5.33469
12.9483, 4, 4.89987, 1.35033, 2.44949, -0.899872, 1.35033, 0, 1.35033, 1.35033, 1.35033, 1.35033, 1.35033, 1.35033, 1.35033, 1.35033, 1.35033, 1.35033, 1.35033, 1.35033, 4.89987
12.9562, 8, 4.48892, 1.34307, 3.16228, 3.51108, 1.34307, 0, 1.34307, 1.34307, 1.34307, 1.34307, 1.34307, 1.34307, 1.34307, 1.34307, 1.34307, 1.34307, 1.34307, 1.34307, 4.48892
12.9641, 2, 4.10374, 1.33269, 2, -2.10374, 1.33269, 0, 1.33269, 1.33269, 1.33269, 1.33269, 1.33269, 1.33269, 1.33269, 1.33269, 1.33269, 1.33269, 1.33269, 1.33269, 4.10374
12.972, 6, 3.74697, 1.32078, 2.82843, 2.25303, 1.32078, 0, 1.32078, 1.32078, 1.32078, 1.32078, 1.32078, 1.32078, 1.32078, 1.32078, 1.32078, 1.32078, 1.32078, 1.32078, 3.74697
12.9799, 2, 3.42044, 1.30892, 2, -1.42044, 1.30892, 0, 1.30892, 1.30892, 1.30892, 1.30892, 1.30892, 1.30892, 1.30892, 1.30892, 1.30892, 1.30892, 1.30892, 1.30892, 3.42044
12.9878, 8, 3.13267, 1.30596, 3.16228, 4.86733, 1.30596, 0, 1.30596, 1.30596, 1.30596, 1.30596, 1.30596, 1.30596, 1.30596, 1.30596, 1.30596, 1.30596, 1.30596, 1.30596, 3.13267
12.9957, 4, 2.87013, 1.29907, 2.44949, 1.12987, 1.29907, 0, 1.29907, 1.29907, 1.29907, 1.29907, 1.29907, 1.29907, 1.29907, 1.29907, 1.29907, 1.29907, 1.29907, 1.29907, 2.87013
13.0036, 2, 2.63198, 1.28868, 2, -0.631983, 1.28868, 0, 1.28868, 1.28868, 1.28868, 1.28868, 1.28868, 1.28868, 1.28868, 1.28868, 1.28868, 1.28868, 1.28868, 1.28868, 2.63198
13.0115, 0, 2.41855, 1.27658, 1.41421, -2.41855, 1.27658, 0, 1.27658, 1.27658, 1.27658, 1.27658, 1.27658, 1.27658, 1.27658, 1.27658, 1.27658, 1.27658, 1.27658, 1.27658, 2.41855
13.0194, 6, 2.22988, 1.26454, 2.82843, 3.77012, 1.26454, 0, 1.26454, 1.26454, 1.26454, 1.26454, 1.26454, 1.26454, 1.26454, 1.26454, 1.26454, 1.26454, 1.26454, 1.26454, 2.22988
13.0273, 4, 2.07357, 1.26208, 2.44949, 1.92643, 1.26208, 0, 1.26208, 1.26208, 1.26208, 1.26208, 1.26208, 1.26208, 1.26208, 1.26208, 1.26208, 1.26208, 1.26208, 1.26208, 2.07356
13.0353, 4, 1.9338, 1.25534, 2.44949, 2.0662, 1.25534, 0, 1.25534, 1.25534, 1.25534, 1.25534, 1.25534, 1.25534, 1.25534, 1.25534, 1.25534, 1.25534, 1.25534, 1.25534, 1.9338
13.0432, 0, 1.80901, 1.24476, 1.41421, -1.80901, 1.24476, 0, 1.24476, 1.24476, 1.24476, 1.24476, 1.24476, 1.24476, 1.24476, 1.24476, 1.24476, 1.24476, 1.24476, 1.24476, 1.80901
13.0511, 0, 1.69917, 1.23232, 1.41421, -1.69917, 1.23232, 0, 1.23232, 1.23232, 1.23232, 1.23232, 1.23232, 1.23232, 1.23232, 1.23232, 1.23232, 1.23232, 1.23232, 1.23232, 1.69917
13.059, 0, 1.60435, 1.21993, 1.41421, -1.60435, 1.21993, 0, 1.21993, 1.21993, 1.21993, 1.21993, 1.21993, 1.21993, 1.21993, 1.21993, 1.21993, 1.21993, 1.21993, 1.21993, 1.60435
13.0669, 2, 1.53333, 1.2182, 2, 0.46667, 1.2182, 0, 1.2182, 1.2182, 1.2182, 1.2182, 1.2182, 1.2182, 1.2182, 1.2182, 1.2182, 1.2182, 1.2182, 1.2182, 1.53333
13.0748, 4, 1.46914, 1.21181, 2.44949, 2.53086, 1.21181, 0, 1.21181, 1.21181, 1.21181, 1.21181, 1.21181, 1.21181, 1.21181, 1.21181, 1.21181, 1.21181, 1.21181, 1.21181, 1.46914
13.0827, 2, 1.41076, 1.20125, 2, 0.589242, 1.20125, 0, 1.20125, 1.20125, 1.20125, 1.20125, 1.20125, 1.20125, 1.20125, 1.20125, 1.20125, 1.20125, 1.20125, 1.20125, 1.41076
13.0906, 0, 1.35894, 1.18865, 1.41421, -1.35894, 1.18865, 0, 1.18865, 1.18865, 1.18865, 1.18865, 1.18865, 1.18865, 1.18865, 1.18865, 1.18865, 1.18865, 1.18865, 1.18865, 1.35894
13.0985, 2, 1.31458, 1.17612, 2, 0.685416, 1.17612, 0, 1.17612, 1.17612, 1.17612, 1.17612, 1.17612, 1.17612, 1.17612, 1.17612, 1.17612, 1.17612, 1.17612, 1.17612, 1.31458
13.1064, 2, 1.28809, 1.17508, 2, 0.711913, 1.17508, 0, 1.17508, 1.17508, 1.17508, 1.17508, 1.17508, 1.17508, 1.17508, 1.17508, 1.17508, 1.17508, 1.17508, 1.17508, 1.28809
13.1143, 0, 1.26206, 1.16905, 1.41421, -1.26206, 1.16905, 0, 1.16905, 1.16905, 1.16905, 1.16905, 1.16905, 1.16905, 1.16905, 1.16905, 1.16905, 1.16905, 1.16905, 1.16905, 1.26206
13.1222, 4, 1.23629, 1.15851, 2.44949, 2.76371, 1.15851, 0, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.15851, 1.23629
13.1301, 4, 1.21247, 1.14578, 2.44949, 2.78753, 1.14578, 0, 1.14578, 1.14578, 1.14578, 1.14578, 1.14578, 1.14578, 1.14578, 1.14578, 1.14578, 1.14578, 1.14578, 1.14578, 1.21247
13.138, 2, 1.19244, 1.13312, 2, 0.807564, 1.13312, 0, 1.13312, 1.13312, 1.13312, 1.13312, 1.13312, 1.13312, 1.13312, 1.13312, 1.13312, 1.13312, 1.13312, 1.13312, 1.19244
13.1459, 0, 1.18898, 1.13365, 1.41421, -1.18898, 1.13365, 0, 1.13365, 1.13365, 1.13365, 1.13365, 1.13365, 1.13365, 1.13365, 1.13365, 1.13365, 1.13365, 1.13365, 1.13365, 1.18898
13.1539, 0, 1.18277, 1.12824, 1.41421, -1.18277, 1.12824, 0, 1.12824, 1.12824, 1.12824, 1.12824, 1.12824, 1.12824, 1.12824, 1.12824, 1.12824, 1.12824, 1.12824, 1.12824, 1.18277
13.1618, 0, 1.17434, 1.1175, 1.41421, -1.17434, 1.1175, 0, 1.1175, 1.1175, 1.1175, 1.1175, 1.1175, 1.1175, 1.1175, 1.1175, 1.1175, 1.1175, 1.1175, 1.1175, 1.17434
13.1697, 2, 1.16644, 1.10416, 2, 0.833561, 1.10416, 0, 1.10416, 1.10416, 1.10416, 1.10416, 1.10416, 1.10416, 1.10416, 1.10416, 1.10416, 1.10417, 1.10416, 1.10416, 1.16644
13.1776, 2, 1.16187, 1.09091, 2, 0.838133, 1.09091, 0, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.09091, 1.16187
13.1855, 2, 1.18342, 1.10031, 2, 0.816585, 1.10031, 0, 1.10031, 1.10031, 1.10031, 1.10031, 1.10031, 1.10031, 1.10031, 1.10031, 1.10031, 1.10031, 1.10031, 1.10031, 1.18341
13.1934, 0, 1.20231, 1.1033, 1.41421, -1.20231, 1.1033, 0, 1.1033, 1.1033, 1.1033, 1.1033, 1.1033, 1.1033, 1.1033, 1.1033, 1.1033, 1.1033, 1.1033, 1.1033, 1.20231
13.2013, 2, 1.21943, 1.10038, 2, 0.780565, 1.10038, 0, 1.10038, 1.10038, 1.10038, 1.10038, 1.10038, 1.10038, 1.10038, 1.10038, 1.10038, 1.10038, 1.10038, 1.10038, 1.21943
13.2092, 2, 1.23819, 1.0945, 2, 0.761812, 1.0945, 0, 1.0945, 1.0945, 1.0945, 1.0945, 1.0945, 1.0945, 1.0945, 1.0945, 1.0945, 1.0945, 1.0945, 1.0945, 1.23819
13.2171, 0, 1.26203, 1.08865, 1.41421, -1.26203, 1.08865, 0, 1.08865, 1.08865, 1.08865, 1.08865, 1.08865, 1.08865, 1.08865, 1.08865, 1.08865, 1.08865, 1.08865, 1.08865, 1.26203
13.225, 4, 1.30484, 1.09613, 2.44949, 2.69516, 1.09613, 0, 1.09613, 1.09613, 1.09613, 1.09613, 1.09613, 1.09613, 1.09613, 1.09613, 1.09613, 1.09613, 1.09613, 1.09613, 1.30484
13.2329, 6, 1.34858, 1.09838, 2.82843, 4.65142, 1.09838, 0, 1.09838, 1.09838, 1.09838, 1.09838, 1.09838, 1.09838, 1.09838, 1.09838, 1.09838, 1.09838, 1.09838, 1.09838, 1.34858
13.2408, 4, 1.3944, 1.09593, 2.44949, 2.6056, 1.09593, 0, 1.09593, 1.09593, 1.09593, 1.09593, 1.09593, 1.09593, 1.09593, 1.09593, 1.09593, 1.09593, 1.09593, 1.09593, 1.3944
13.2487, 4, 1.44522, 1.09116, 2.44949, 2.55478, 1.09116, 0, 1.09116, 1.09116, 1.09116, 1.09116, 1.09116, 1.09116, 1.09116, 1.09116, 1.09116, 1.09116, 1.09116, 1.09116, 1.44522
13.2566, 0, 1.50391, 1.08639, 1.41421, -1.50391, 1.08639, 0, 1.08639, 1.08639, 1.08639, 1.08639, 1.08639, 1.08639, 1.08639, 1.08639, 1.08639, 1.08639, 1.08639, 1.08639, 1.50391
13.2646, 4, 1.58269, 1.09336, 2.44949, 2.41731, 1.09336, 0, 1.09336, 1.09336, 1.09336, 1.09336, 1.09336, 1.09336, 1.09336, 1.09336, 1.09336, 1.09336, 1.09336, 1.09336, 1.58269
13.2725, 4, 1.66526, 1.09537, 2.44949, 2.33474, 1.09537, 0, 1.09537, 1.09537, 1.09537, 1.09537, 1.09537, 1.09537, 1.09537, 1.09537, 1.09537, 1.09537, 1.09537, 1.09537, 1.66526
13.2804, 2, 1.75244, 1.09296, 2, 0.247556, 1.09296, 0, 1.09296, 1.09296, 1.09296, 1.09296, 1.09296, 1.09296, 1.09296, 1.09296, 1.09296, 1.09296, 1.09296, 1.09296, 1.75244
13.2883, 2, 1.84662, 1.08834, 2, 0.153381, 1.08834, 0, 1.08834, 1.08834, 1.08834, 1.08834, 1.08834, 1.08834, 1.08834, 1.08834, 1.08834, 1.08834, 1.08834, 1.08834, 1.84662
13.2962, 4, 1.94997, 1.08373, 2.44949, 2.05003, 1.08373, 0, 1.08373, 1.08373, 1.08373, 1.08373, 1.08373, 1.08373, 1.08373, 1.08373, 1.08373, 1.08373, 1.08373, 1.08373, 1.94997
13.3041, 2, 2.07355, 1.09036, 2, -0.0735466, 1.09036, 0, 1.09036, 1.09036, 1.09036, 1.09036, 1.09036, 1.09036, 1.09036, 1.09036, 1.09036, 1.09036, 1.09036, 1.09036, 2.07355
13.312, 2, 2.20098, 1.09225, 2, -0.200983, 1.09225, 0, 1.09225, 1.09225, 1.09225, 1.09225, 1.09225, 1.09225, 1.09225, 1.09225, 1.09225, 1.09225, 1.09225, 1.09225, 2.20098
13.3199, 6, 2.33213, 1.08993, 2.82843, 3.66787, 1.08993, 0, 1.08993, 1.08993, 1.08993, 1.08993, 1.08993, 1.08993, 1.08993, 1.08993, 1.08993, 1.08993, 1.08993, 1.08993, 2.33213
13.3278, 12, 2.46826, 1.08549, 3.74166, 9.53174, 1.08549, 0, 1.08549, 1.08549, 1.08549, 1.08549, 1.08549, 1.08549, 1.08549, 1.08549, 1.08549, 1.0855, 1.08549, 1.08549, 2.46826
13.3357, 14, 2.61038, 1.08107, 4, 11.3896, 1.08107, 0, 1.08107, 1.08107, 1.08107, 1.08107, 1.08107, 1.08107, 1.08107, 1.08107, 1.08107, 1.08107, 1.08107, 1.08107, 2.61038
13.3436, 2, 2.76765, 1.08721, 2, -0.767647, 1.08721, 0, 1.08721, 1.08721, 1.08721, 1.08721, 1.08721, 1.08721, 1.08721, 1.08721, 1.08721, 1.08721, 1.08721, 1.08721, 2.76765
13.3515, 6, 2.92349, 1.08885, 2.82843, 3.07651, 1.08885, 0, 1.08885, 1.08885, 1.08885, 1.08885, 1.08885, 1.08885, 1.08885, 1.08885, 1.08885, 1.08886, 1.08885, 1.08885, 2.92349
13.3594, 0, 3.07656, 1.0865, 1.41421, -3.07656, 1.0865, 0, 1.0865, 1.0865, 1.0865, 1.0865, 1.0865, 1.0865, 1.0865, 1.0865, 1.0865, 1.0865, 1.0865, 1.0865, 3.07656
13.3673, 4, 3.22694, 1.08215, 2.44949, 0.773063, 1.08215, 0, 1.08215, 1.08215, 1.08215, 1.08215, 1.08215, 1.08215, 1.08215, 1.08215, 1.08215, 1.08215, 1.08215, 1.08215, 3.22694
13.3752, 6, 3.37453, 1.0778, 2.82843, 2.62547, 1.0778, 0, 1.0778, 1.0778, 1.0778, 1.0778, 1.0778, 1.0778, 1.0778, 1.0778, 1.0778, 1.07781, 1.0778, 1.0778, 3.37453
13.3832, 10, 3.52721, 1.08359, 3.4641, 6.47279, 1.08359, 0, 1.08359, 1.08359, 1.08359, 1.08359, 1.08359, 1.08359, 1.08359, 1.08359, 1.08359, 1.08359, 1.08359, 1.08359, 3.52721
13.3911, 4, 3.66842, 1.08511, 2.44949, 0.331576, 1.08511, 0, 1.08511, 1.08511, 1.08511, 1.08511, 1.08511, 1.08511, 1.08511, 1.08511, 1.08511, 1.08511, 1.08511, 1.08511, 3.66842
13.399, 2, 3.79632, 1.08285, 2, -1.79632, 1.08285, 0, 1.08285, 1.08285, 1.08285, 1.08285, 1.08285, 1.08285, 1.08285, 1.08285, 1.08285, 1.08285, 1.08285, 1.08285, 3.79632
13.4069, 4, 3.91068, 1.07869, 2.44949, 0.0893207, 1.07869, 0, 1.07869, 1.07869, 1.07869, 1.07869, 1.07869, 1.07869, 1.07869, 1.07869, 1.07869, 1.07869, 1.07869, 1.07869, 3.91068
13.4148, 4, 4.01138, 1.07454, 2.44949, -0.0113769, 1.07454, 0, 1.07454, 1.07454, 1.07454, 1.07454, 1.07454, 1.07454, 1.07454, 1.07454, 1.07454, 1.07454, 1.07454, 1.07454, 4.01138
13.4227, 4, 4.10591, 1.07976, 2.44949, -0.105907, 1.07976, 0, 1.07976, 1.07976, 1.07976, 1.07976, 1.07976, 1.07976, 1.07976, 1.07976, 1.07976, 1.07976, 1.07976, 1.07976, 4.10591
13.4306, 2, 4.17931, 1.08099, 2, -2.17931, 1.08099, 0, 1.08099, 1.08099, 1.08099, 1.08099, 1.08099, 1.08099, 1.08099, 1.08099, 1.08099, 1.08099, 1.08099, 1.08099, 4.17931
13.4385, 10, 4.23073, 1.07866, 3.4641, 5.76927, 1.07866, 0, 1.07866, 1.07866, 1.07866, 1.07866, 1.07866, 1.07866, 1.07866, 1.07866, 1.07866, 1.07866, 1.07866, 1.07866, 4.23073
13.4464, 4, 4.26094, 1.07455, 2.44949, -0.260942, 1.07455, 0, 1.07455, 1.07455, 1.07455, 1.07455, 1.07455, 1.07455, 1.07455, 1.07455, 1.07455, 1.07455, 1.07455, 1.07455, 4.26094
13.4543, 0, 4.27111, 1.07046, 1.41421, -4.27111, 1.07046, 0, 1.07046, 1.07046, 1.07046, 1.07046, 1.07046, 1.07046, 1.07046, 1.07046, 1.07046, 1.07046, 1.07046, 1.07046, 4.27111
13.4622, 6, 4.26994, 1.07531, 2.82843, 1.73006, 1.07531, 0, 1.07531, 1.07531, 1.07531, 1.07531, 1.07531, 1.07531, 1.07531, 1.07531, 1.07531, 1.07531, 1.07531, 1.07531, 4.26994
13.4701, 4, 4.24486, 1.07641, 2.44949, -0.244858, 1.07641, 0, 1.07641, 1.07641, 1.07641, 1.07641, 1.07641, 1.07641, 1.07641, 1.07641, 1.07641, 1.07641, 1.07641, 1.07641, 4.24486
13.478, 2, 4.1968, 1.07417, 2, -2.1968, 1.07417, 0, 1.07417, 1.07417, 1.07417, 1.07417, 1.07417, 1.07417, 1.07417, 1.07417, 1.07417, 1.07417, 1.07417, 1.07417, 4.1968
13.4859, 6, 4.12834, 1.07027, 2.82843, 1.87166, 1.07027, 0, 1.07027, 1.07027, 1.07027, 1.07027, 1.07027, 1.07027, 1.07027, 1.07027, 1.07027, 1.07027, 1.07027, 1.07027, 4.12834
13.4938, 6, 4.04236, 1.06638, 2.82843, 1.95764, 1.06638, 0, 1.06638, 1.06638, 1.06638, 1.06638, 1.06638, 1.06638, 1.06638, 1.06638, 1.06638, 1.06638, 1.06638, 1.06638, 4.04236
13.5018, 4, 3.94845, 1.0706, 2.44949, 0.0515509, 1.0706, 0, 1.0706, 1.0706, 1.0706, 1.0706, 1.0706, 1.0706, 1.0706, 1.0706, 1.0706, 1.0706, 1.0706, 1.0706, 3.94845
13.5097, 2, 3.83683, 1.07135, 2, -1.83683, 1.07135, 0, 1.07135, 1.07135, 1.07135, 1.07135, 1.07135, 1.07135, 1.07135, 1.07135, 1.07135, 1.07135, 1.07135, 1.07135, 3.83683
13.5176, 2, 3.70984, 1.06901, 2, -1.70984, 1.06901, 0, 1.06901, 1.06901, 1.06901, 1.06901, 1.06901, 1.06901, 1.06901, 1.06901, 1.06901, 1.06901, 1.06901, 1.06901, 3.70983
13.5255, 10, 3.5711, 1.06513, 3.4641, 6.4289, 1.06513, 0, 1.06513, 1.06513, 1.06513, 1.06513, 1.06513, 1.06513, 1.06513, 1.06513, 1.06513, 1.06513, 1.06513, 1.06513, 3.5711
13.5334, 0, 3.42439, 1.06126, 1.41421, -3.42439, 1.06126, 0, 1.06126, 1.06126, 1.06126, 1.06126, 1.06126, 1.06126, 1.06126, 1.06126, 1.06126, 1.06126, 1.06126, 1.06126, 3.42439
13.5413, 8, 3.27957, 1.0651, 3.16228, 4.72043, 1.0651, 0, 1.0651, 1.0651, 1.0651, 1.0651, 1.0651, 1.0651, 1.0651, 1.0651, 1.0651, 1.0651, 1.0651, 1.0651, 3.27957
13.5492, 6, 3.12795, 1.06572, 2.82843, 2.87205, 1.06572, 0, 1.06572, 1.06572, 1.06572, 1.06572, 1.06572, 1.06572, 1.06572, 1.06572, 1.06572, 1.06572, 1.06572, 1.06572, 3.12795
13.5571, 14, 2.97194, 1.06348, 4, 11.0281, 1.06348, 0, 1.06348, 1.06348, 1.06348, 1.06348, 1.06348, 1.06348, 1.06348, 1.06348, 1.06348, 1.06348, 1.06348, 1.06348, 2.97194
13.565, 2, 2.81497, 1.05982, 2, -0.81497, 1.05982, 0, 1.05982, 1.05982, 1.05982, 1.05982, 1.05982, 1.05982, 1.05982, 1.05982, 1.05982, 1.05982, 1.05982, 1.05982, 2.81497
13.5729, 10, 2.6603, 1.05616, 3.4641, 7.3397, 1.05616, 0, 1.05616, 1.05616, 1.05616, 1.05616, 1.05616, 1.05616, 1.05616, 1.05616, 1.05616, 1.05616, 1.05616, 1.05616, 2.6603
13.5808, 0, 2.51631, 1.05931, 1.41421, -2.51631, 1.05931, 0, 1.05931, 1.05931, 1.05931, 1.05931, 1.05931, 1.05931, 1.05931, 1.05931, 1.05931, 1.05931, 1.05931, 1.05931, 2.51631
13.5887, 6, 2.37466, 1.05952, 2.82843, 3.62534, 1.05952, 0, 1.05952, 1.05952, 1.05952, 1.05952, 1.05952, 1.05952, 1.05952, 1.05952, 1.05952, 1.05952, 1.05952, 1.05952, 2.37466
13.5966, 2, 2.23688, 1.05714, 2, -0.236884, 1.05714, 0, 1.05714, 1.05714, 1.05714, 1.05714, 1.05714, 1.05714, 1.05714, 1.05714, 1.05714, 1.05714, 1.05714, 1.05714, 2.23688
13.6045, 0, 2.1052, 1.05347, 1.41421, -2.1052, 1.05347, 0, 1.05347, 1.05347, 1.05347, 1.05347, 1.05347, 1.05347, 1.05347, 1.05347, 1.05347, 1.05347, 1.05347, 1.05347, 2.1052
13.6124, 2, 1.98161, 1.0498, 2, 0.0183914, 1.0498, 0, 1.0498, 1.0498, 1.0498, 1.0498, 1.0498, 1.0498, 1.0498, 1.0498, 1.0498, 1.04981, 1.0498, 1.0498, 1.98161
13.6204, 4, 1.87302, 1.05255, 2.44949, 2.12698, 1.05255, 0, 1.05255, 1.05255, 1.05255, 1.05255, 1.05255, 1.05255, 1.05255, 1.05255, 1.05255, 1.05255, 1.05255, 1.05255, 1.87302
13.6283, 6, 1.7706, 1.05263, 2.82843, 4.2294, 1.05263, 0, 1.05263, 1.05263, 1.05263, 1.05263, 1.05263, 1.05263, 1.05263, 1.05263, 1.05263, 1.05263, 1.05263, 1.05263, 1.7706
13.6362, 2, 1.67477, 1.05035, 2, 0.325229, 1.05035, 0, 1.05035, 1.05035, 1.05035, 1.05035, 1.05035, 1.05035, 1.05035, 1.05035, 1.05035, 1.05035, 1.05035, 1.05035, 1.67477
13.6441, 0, 1.58662, 1.04691, 1.41421, -1.58662, 1.04691, 0, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.58662
13.652, 4, 1.5071, 1.04347, 2.44949, 2.4929, 1.04347, 0, 1.04347, 1.04347, 1.04347, 1.04347, 1.04347, 1.04347, 1.04347, 1.04347, 1.04347, 1.04347, 1.04347, 1.04347, 1.5071
13.6599, 0, 1.44128, 1.04545, 1.41421, -1.44128, 1.04545, 0, 1.04545, 1.04545, 1.04545, 1.04545, 1.04545, 1.04545, 1.04545, 1.04545, 1.04545, 1.04545, 1.04545, 1.04545, 1.44128
13.6678, 4, 1.38094, 1.04506, 2.44949, 2.61906, 1.04506, 0, 1.04506, 1.04506, 1.04506, 1.04506, 1.04506, 1.04506, 1.04506, 1.04506, 1.04506, 1.04507, 1.04506, 1.04506, 1.38094
13.6757, 4, 1.32587, 1.04261, 2.44949, 2.67413, 1.04261, 0, 1.04261, 1.04261, 1.04261, 1.04261, 1.04261, 1.04261, 1.04261, 1.04261, 1.04261, 1.04262, 1.04261, 1.04261, 1.32587
13.6836, 2, 1.27657, 1.03914, 2, 0.723433, 1.03914, 0, 1.03914, 1.03914, 1.03914, 1.03914, 1.03914, 1.03914, 1.03914, 1.03914, 1.03914, 1.03914, 1.03914, 1.03914, 1.27657
13.6915, 0, 1.23346, 1.03566, 1.41421, -1.23346, 1.03566, 0, 1.03566, 1.03566, 1.03566, 1.03566, 1.03566, 1.03566, 1.03566, 1.03566, 1.03566, 1.03566, 1.03566, 1.03566, 1.23346
13.6994, 0, 1.20089, 1.0371, 1.41421, -1.20089, 1.0371, 0, 1.0371, 1.0371, 1.0371, 1.0371, 1.0371, 1.0371, 1.0371, 1.0371, 1.0371, 1.0371, 1.0371, 1.0371, 1.20089
13.7073, 0, 1.17136, 1.03656, 1.41421, -1.17136, 1.03656, 0, 1.03656, 1.03656, 1.03656, 1.03656, 1.03656, 1.03656, 1.03656, 1.03656, 1.03656, 1.03656, 1.03656, 1.03656, 1.17136
13.7152, 0, 1.14453, 1.03425, 1.41421, -1.14453, 1.03425, 0, 1.03425, 1.03425, 1.03425, 1.03425, 1.03425, 1.03425, 1.03425, 1.03425, 1.03425, 1.03425, 1.03425, 1.03425, 1.14453
13.7231, 2, 1.12075, 1.03107, 2, 0.879248, 1.03107, 0, 1.03107, 1.03107, 1.03107, 1.03107, 1.03107, 1.03107, 1.03107, 1.03107, 1.03107, 1.03107, 1.03107, 1.03107, 1.12075
