   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_178.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.031646, 356, 0, 0, 18.9209, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0237602, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0158744, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00798861, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000102791, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00778302, 0, 1.20711e-23, 0, 1.41421, -1.20711e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00781e-25, 0, 3.82595e-28, 0, 3.11564e-27, 0, 1.18668e-23, 0, 0, 0
0.0156688, 0, 3.15444e-23, 0, 1.41421, -3.15444e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2468e-25, 0, 1.0134e-27, 0, 8.34548e-27, 0, 3.10103e-23, 0, 0, 0
0.0235546, 0, 8.0661e-23, 0, 1.41421, -8.0661e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34163e-24, 0, 2.62682e-27, 0, 2.18373e-26, 0, 7.92949e-23, 0, 0, 0
0.0314405, 0, 2.02143e-22, 0, 1.41421, -2.02143e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36223e-24, 0, 6.67384e-27, 0, 5.59259e-26, 0, 1.98719e-22, 0, 0, 0
0.0393263, 0, 4.97154e-22, 0, 1.41421, -4.97154e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.26905e-24, 0, 1.66419e-26, 0, 1.40407e-25, 0, 4.88728e-22, 0, 0, 0
0.0472121, 0, 1.2013e-21, 0, 1.41421, -1.2013e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99808e-23, 0, 4.07767e-26, 0, 3.46028e-25, 0, 1.18093e-21, 0, 0, 0
0.0550979, 0, 2.85475e-21, 0, 1.41421, -2.85475e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74818e-23, 0, 9.82729e-26, 0, 8.38058e-25, 0, 2.80633e-21, 0, 0, 0
0.0629837, 0, 6.67743e-21, 0, 1.41421, -6.67743e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11062e-22, 0, 2.33153e-25, 0, 1.99666e-24, 0, 6.56413e-21, 0, 0, 0
0.0708695, 0, 1.53851e-20, 0, 1.41421, -1.53851e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5589e-22, 0, 5.4496e-25, 0, 4.68357e-24, 0, 1.51239e-20, 0, 0, 0
0.0787553, 0, 3.49401e-20, 0, 1.41421, -3.49401e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81134e-22, 0, 1.25572e-24, 0, 1.08248e-23, 0, 3.43469e-20, 0, 0, 0
0.0866412, 0, 7.82595e-20, 0, 1.41421, -7.82595e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30163e-21, 0, 2.8542e-24, 0, 2.46674e-23, 0, 7.69303e-20, 0, 0, 0
0.094527, 0, 1.72966e-19, 0, 1.41421, -1.72966e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87678e-21, 0, 6.40276e-24, 0, 5.54555e-23, 0, 1.70027e-19, 0, 0, 0
0.102413, 0, 3.77394e-19, 0, 1.41421, -3.77394e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27681e-21, 0, 1.41823e-23, 0, 1.2306e-22, 0, 3.7098e-19, 0, 0, 0
0.110299, 0, 8.13245e-19, 0, 1.41421, -8.13245e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35258e-20, 0, 3.10321e-23, 0, 2.69679e-22, 0, 7.99419e-19, 0, 0, 0
0.118184, 0, 1.73141e-18, 0, 1.41421, -1.73141e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87965e-20, 0, 6.71e-23, 0, 5.8388e-22, 0, 1.70197e-18, 0, 0, 0
0.12607, 0, 3.64316e-18, 0, 1.41421, -3.64316e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05918e-20, 0, 1.43428e-22, 0, 1.24944e-21, 0, 3.58117e-18, 0, 0, 0
0.133956, 0, 7.57855e-18, 0, 1.41421, -7.57855e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26043e-19, 0, 3.03169e-22, 0, 2.6435e-21, 0, 7.44956e-18, 0, 0, 0
0.141842, 0, 1.55899e-17, 0, 1.41421, -1.55899e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59283e-19, 0, 6.33867e-22, 0, 5.53167e-21, 0, 1.53245e-17, 0, 0, 0
0.149728, 0, 3.17221e-17, 0, 1.41421, -3.17221e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27582e-19, 0, 1.31126e-21, 0, 1.14519e-20, 0, 3.11818e-17, 0, 0, 0
0.157614, 0, 6.38613e-17, 0, 1.41421, -6.38613e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06209e-18, 0, 2.6845e-21, 0, 2.34621e-20, 0, 6.27731e-17, 0, 0, 0
0.165499, 0, 1.27222e-16, 0, 1.41421, -1.27222e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11584e-18, 0, 5.44024e-21, 0, 4.75808e-20, 0, 1.25053e-16, 0, 0, 0
0.173385, 0, 2.50854e-16, 0, 1.41421, -2.50854e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17193e-18, 0, 1.09154e-20, 0, 9.55387e-20, 0, 2.46575e-16, 0, 0, 0
0.181271, 0, 4.89649e-16, 0, 1.41421, -4.89649e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.14325e-18, 0, 2.16877e-20, 0, 1.89979e-19, 0, 4.81294e-16, 0, 0, 0
0.189157, 0, 9.46297e-16, 0, 1.41421, -9.46297e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57375e-17, 0, 4.26787e-20, 0, 3.74197e-19, 0, 9.30143e-16, 0, 0, 0
0.197043, 0, 1.81098e-15, 0, 1.41421, -1.81098e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01174e-17, 0, 8.31972e-20, 0, 7.30228e-19, 0, 1.78005e-15, 0, 0, 0
0.204928, 0, 3.44848e-15, 0, 1.41421, -3.44848e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7349e-17, 0, 1.61783e-19, 0, 1.42228e-18, 0, 3.38955e-15, 0, 0, 0
0.212814, 0, 6.46993e-15, 0, 1.41421, -6.46993e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07595e-16, 0, 3.09379e-19, 0, 2.72376e-18, 0, 6.35931e-15, 0, 0, 0
0.2207, 0, 1.20257e-14, 0, 1.41421, -1.20257e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99985e-16, 0, 5.86389e-19, 0, 5.17101e-18, 0, 1.18199e-14, 0, 0, 0
0.228586, 0, 2.21462e-14, 0, 1.41421, -2.21462e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68283e-16, 0, 1.10173e-18, 0, 9.73357e-18, 0, 2.1767e-14, 0, 0, 0
0.236472, 0, 4.04118e-14, 0, 1.41421, -4.04118e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72027e-16, 0, 2.05218e-18, 0, 1.81687e-17, 0, 3.97195e-14, 0, 0, 0
0.244357, 0, 7.30756e-14, 0, 1.41421, -7.30756e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2152e-15, 0, 3.79025e-18, 0, 3.36351e-17, 0, 7.1823e-14, 0, 0, 0
0.252243, 0, 1.30957e-13, 0, 1.41421, -1.30957e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17771e-15, 0, 6.94219e-18, 0, 6.1765e-17, 0, 1.28711e-13, 0, 0, 0
0.260129, 0, 2.32599e-13, 0, 1.41421, -2.32599e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86791e-15, 0, 1.26115e-17, 0, 1.12526e-16, 0, 2.28606e-13, 0, 0, 0
0.268015, 0, 4.09484e-13, 0, 1.41421, -4.09484e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80934e-15, 0, 2.27273e-17, 0, 2.03416e-16, 0, 4.02448e-13, 0, 0, 0
0.275901, 0, 7.14574e-13, 0, 1.41421, -7.14574e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18828e-14, 0, 4.06372e-17, 0, 3.64924e-16, 0, 7.02286e-13, 0, 0, 0
0.283787, 0, 1.23613e-12, 0, 1.41421, -1.23613e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05561e-14, 0, 7.2107e-17, 0, 6.49799e-16, 0, 1.21485e-12, 0, 0, 0
0.291672, 0, 2.11988e-12, 0, 1.41421, -2.11988e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52533e-14, 0, 1.27002e-16, 0, 1.14867e-15, 0, 2.08335e-12, 0, 0, 0
0.299558, 0, 3.60425e-12, 0, 1.41421, -3.60425e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.99406e-14, 0, 2.22093e-16, 0, 2.01618e-15, 0, 3.54207e-12, 0, 0, 0
0.307444, 0, 6.07566e-12, 0, 1.41421, -6.07566e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01048e-13, 0, 3.85721e-16, 0, 3.51462e-15, 0, 5.97072e-12, 0, 0, 0
0.31533, 0, 1.01548e-11, 0, 1.41421, -1.01548e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68906e-13, 0, 6.65527e-16, 0, 6.08617e-15, 0, 9.97918e-12, 0, 0, 0
0.323216, 0, 1.68296e-11, 1.02295e-43, 1.41421, -1.68296e-11, 0, 1.02295e-43, 1.02295e-43, 1.02295e-43, 1.02295e-43, 1.02295e-43, 1.02295e-43, 1.02295e-43, 1.02295e-43, 1.02295e-43, 1.02295e-43, 1.02295e-43, 2.79961e-13, 1.02295e-43, 1.14122e-15, 1.02295e-43, 1.04723e-14, 1.02295e-43, 1.6538e-11, 1.02295e-43, 1.02295e-43, 1.02295e-43
0.331101, 0, 2.76577e-11, 1.8343e-42, 1.41421, -2.76577e-11, 0, 1.8343e-42, 1.8343e-42, 1.8343e-42, 1.8343e-42, 1.8343e-42, 1.8343e-42, 1.8343e-42, 1.8343e-42, 1.8343e-42, 1.8343e-42, 1.8343e-42, 4.60163e-13, 1.8343e-42, 1.94564e-15, 1.8343e-42, 1.791e-14, 1.8343e-42, 2.71777e-11, 1.8343e-42, 1.8343e-42, 1.8343e-42
0.338987, 0, 4.50735e-11, 2.71866e-41, 1.41421, -4.50735e-11, 0, 2.71866e-41, 2.71866e-41, 2.71866e-41, 2.71866e-41, 2.71866e-41, 2.71866e-41, 2.71866e-41, 2.71866e-41, 2.71866e-41, 2.71866e-41, 2.71866e-41, 7.50084e-13, 2.71866e-41, 3.29942e-15, 2.71866e-41, 3.04544e-14, 2.71866e-41, 4.42896e-11, 2.71866e-41, 2.71866e-41, 2.71866e-41
0.346873, 0, 7.28464e-11, 3.54373e-40, 1.41421, -7.28464e-11, 0, 3.54373e-40, 3.54373e-40, 3.54373e-40, 3.54373e-40, 3.54373e-40, 3.54373e-40, 3.54373e-40, 3.54373e-40, 3.54373e-40, 3.54373e-40, 3.54373e-40, 1.2126e-12, 3.54373e-40, 5.56804e-15, 3.54373e-40, 5.15062e-14, 3.54373e-40, 7.15767e-11, 3.54373e-40, 3.54373e-40, 3.54373e-40
0.354759, 0, 1.16762e-10, 4.13584e-39, 1.41421, -1.16762e-10, 0, 4.13584e-39, 4.13584e-39, 4.13584e-39, 4.13584e-39, 4.13584e-39, 4.13584e-39, 4.13584e-39, 4.13584e-39, 4.13584e-39, 4.13584e-39, 4.13584e-39, 1.94432e-12, 4.13584e-39, 9.35597e-15, 4.13584e-39, 8.66761e-14, 4.13584e-39, 1.14721e-10, 4.13584e-39, 4.13584e-39, 4.13584e-39
