   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_282.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0304631, 564, 0, 0, 23.7908, 564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.022581, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0146989, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00681679, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00106531, 0, 8.23202e-27, 0, 1.41421, -8.23202e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80761e-29, 0, 4.83134e-32, 0, 0, 8.21389e-27, 0, 0, 0
0.0089474, 0, 3.87373e-26, 0, 1.41421, -3.87373e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.50606e-29, 0, 2.29324e-31, 0, 0, 3.86521e-26, 0, 0, 0
0.0168295, 0, 1.588e-25, 0, 1.41421, -1.588e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48699e-28, 0, 9.50731e-31, 0, 0, 1.58451e-25, 0, 0, 0
0.0247116, 0, 5.92127e-25, 0, 1.41421, -5.92127e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30021e-27, 0, 3.58939e-30, 0, 0, 5.90823e-25, 0, 0, 0
0.0325937, 0, 2.05709e-24, 0, 1.41421, -2.05709e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51702e-27, 0, 1.26312e-29, 0, 0, 2.05256e-24, 0, 0, 0
0.0404758, 0, 6.89786e-24, 0, 1.41421, -6.89786e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51465e-26, 0, 4.30814e-29, 0, 0, 6.88267e-24, 0, 0, 0
0.0483579, 0, 2.18908e-23, 0, 1.41421, -2.18908e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80685e-26, 0, 1.38817e-28, 0, 0, 2.18426e-23, 0, 0, 0
0.05624, 0, 6.6455e-23, 0, 1.41421, -6.6455e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45924e-25, 0, 4.27424e-28, 0, 0, 6.63086e-23, 0, 0, 0
0.0641221, 0, 1.94336e-22, 0, 1.41421, -1.94336e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26728e-25, 0, 1.26694e-27, 0, 0, 1.93908e-22, 0, 0, 0
0.0720042, 0, 6.12476e-22, 0, 1.41421, -6.12476e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34489e-24, 0, 4.08078e-27, 0, 0, 6.11127e-22, 0, 0, 0
0.0798863, 0, 1.6615e-21, 0, 1.41421, -1.6615e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64836e-24, 0, 1.12085e-26, 0, 0, 1.65784e-21, 0, 0, 0
0.0877684, 0, 4.40082e-21, 0, 1.41421, -4.40082e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.66344e-24, 0, 3.00587e-26, 0, 0, 4.39113e-21, 0, 0, 0
0.0956505, 0, 1.14017e-20, 0, 1.41421, -1.14017e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50362e-23, 0, 7.88528e-26, 0, 0, 1.13766e-20, 0, 0, 0
0.103533, 0, 2.89373e-20, 0, 1.41421, -2.89373e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.35414e-23, 0, 2.02657e-25, 0, 0, 2.88736e-20, 0, 0, 0
0.111415, 0, 7.20366e-20, 0, 1.41421, -7.20366e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5818e-22, 0, 5.10949e-25, 0, 0, 7.18779e-20, 0, 0, 0
0.119297, 0, 1.76088e-19, 0, 1.41421, -1.76088e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86658e-22, 0, 1.26518e-24, 0, 0, 1.757e-19, 0, 0, 0
0.127179, 0, 4.23055e-19, 0, 1.41421, -4.23055e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.28956e-22, 0, 3.07973e-24, 0, 0, 4.22123e-19, 0, 0, 0
0.135061, 0, 9.99817e-19, 0, 1.41421, -9.99817e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19543e-21, 0, 7.37619e-24, 0, 0, 9.97615e-19, 0, 0, 0
0.142943, 0, 2.32602e-18, 0, 1.41421, -2.32602e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10753e-21, 0, 1.73954e-23, 0, 0, 2.32089e-18, 0, 0, 0
0.150825, 0, 5.33038e-18, 0, 1.41421, -5.33038e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17046e-20, 0, 4.04218e-23, 0, 0, 5.31863e-18, 0, 0, 0
0.158707, 0, 1.20394e-17, 0, 1.41421, -1.20394e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64363e-20, 0, 9.26036e-23, 0, 0, 1.20128e-17, 0, 0, 0
0.166589, 0, 2.68144e-17, 0, 1.41421, -2.68144e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.88796e-20, 0, 2.09266e-22, 0, 0, 2.67553e-17, 0, 0, 0
