   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_172.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0340531, 344, 0, 0, 18.6011, 344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0261643, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0182755, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0103867, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00249794, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00539084, 0, 2.0885e-23, 0, 1.41421, -2.0885e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4309e-27, 0, 0, 1.47332e-28, 0, 0, 2.08835e-23, 0, 0, 0
0.0132796, 0, 5.88823e-23, 0, 1.41421, -5.88823e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03421e-27, 0, 0, 4.19916e-28, 0, 0, 5.88779e-23, 0, 0, 0
0.0211684, 0, 1.61232e-22, 0, 1.41421, -1.61232e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10465e-26, 0, 0, 1.1627e-27, 0, 0, 1.6122e-22, 0, 0, 0
0.0290572, 0, 4.30045e-22, 0, 1.41421, -4.30045e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94637e-26, 0, 0, 3.13668e-27, 0, 0, 4.30013e-22, 0, 0, 0
0.036946, 0, 1.11993e-21, 0, 1.41421, -1.11993e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67299e-26, 0, 0, 8.26381e-27, 0, 0, 1.11985e-21, 0, 0, 0
0.0448347, 0, 2.8531e-21, 0, 1.41421, -2.8531e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95474e-25, 0, 0, 2.13024e-26, 0, 0, 2.85288e-21, 0, 0, 0
0.0527235, 0, 7.12169e-21, 0, 1.41421, -7.12169e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87929e-25, 0, 0, 5.38154e-26, 0, 0, 7.12115e-21, 0, 0, 0
0.0606123, 0, 1.74411e-20, 0, 1.41421, -1.74411e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19494e-24, 0, 0, 1.33413e-25, 0, 0, 1.74398e-20, 0, 0, 0
0.0685011, 0, 4.19969e-20, 0, 1.41421, -4.19969e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87733e-24, 0, 0, 3.25447e-25, 0, 0, 4.19937e-20, 0, 0, 0
0.0763899, 0, 1.0444e-19, 0, 1.41421, -1.0444e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.15549e-24, 0, 0, 8.25359e-25, 0, 0, 1.04432e-19, 0, 0, 0
0.0842787, 0, 2.41888e-19, 0, 1.41421, -2.41888e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65725e-23, 0, 0, 1.93645e-24, 0, 0, 2.4187e-19, 0, 0, 0
0.0921674, 0, 5.5201e-19, 0, 1.41421, -5.5201e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78198e-23, 0, 0, 4.47752e-24, 0, 0, 5.51967e-19, 0, 0, 0
0.100056, 0, 1.242e-18, 0, 1.41421, -1.242e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.50933e-23, 0, 0, 1.02094e-23, 0, 0, 1.24191e-18, 0, 0, 0
0.107945, 0, 2.75656e-18, 0, 1.41421, -2.75656e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8886e-22, 0, 0, 2.29683e-23, 0, 0, 2.75635e-18, 0, 0, 0
0.115834, 0, 6.0379e-18, 0, 1.41421, -6.0379e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13675e-22, 0, 0, 5.10065e-23, 0, 0, 6.03744e-18, 0, 0, 0
0.123723, 0, 1.30575e-17, 0, 1.41421, -1.30575e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.94607e-22, 0, 0, 1.11861e-22, 0, 0, 1.30565e-17, 0, 0, 0
0.131611, 0, 2.789e-17, 0, 1.41421, -2.789e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91083e-21, 0, 0, 2.42357e-22, 0, 0, 2.78878e-17, 0, 0, 0
0.1395, 0, 5.88572e-17, 0, 1.41421, -5.88572e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03248e-21, 0, 0, 5.18925e-22, 0, 0, 5.88526e-17, 0, 0, 0
0.147389, 0, 1.22757e-16, 0, 1.41421, -1.22757e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41043e-21, 0, 0, 1.09842e-21, 0, 0, 1.22747e-16, 0, 0, 0
0.155278, 0, 2.5311e-16, 0, 1.41421, -2.5311e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73413e-20, 0, 0, 2.29916e-21, 0, 0, 2.5309e-16, 0, 0, 0
0.163166, 0, 5.1606e-16, 0, 1.41421, -5.1606e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53567e-20, 0, 0, 4.76025e-21, 0, 0, 5.1602e-16, 0, 0, 0
0.171055, 0, 1.04069e-15, 0, 1.41421, -1.04069e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13005e-20, 0, 0, 9.7512e-21, 0, 0, 1.04061e-15, 0, 0, 0
0.178944, 0, 2.07618e-15, 0, 1.41421, -2.07618e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42245e-19, 0, 0, 1.97676e-20, 0, 0, 2.07602e-15, 0, 0, 0
0.186833, 0, 4.09846e-15, 0, 1.41421, -4.09846e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80796e-19, 0, 0, 3.96657e-20, 0, 0, 4.09814e-15, 0, 0, 0
0.194722, 0, 8.00696e-15, 0, 1.41421, -8.00696e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48577e-19, 0, 0, 7.88004e-20, 0, 0, 8.00633e-15, 0, 0, 0
0.20261, 0, 1.54839e-14, 0, 1.41421, -1.54839e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06084e-18, 0, 0, 1.55016e-19, 0, 0, 1.54827e-14, 0, 0, 0
0.210499, 0, 2.96432e-14, 0, 1.41421, -2.96432e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03092e-18, 0, 0, 3.02018e-19, 0, 0, 2.96409e-14, 0, 0, 0
0.218388, 0, 5.61913e-14, 0, 1.41421, -5.61913e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84977e-18, 0, 0, 5.82873e-19, 0, 0, 5.61869e-14, 0, 0, 0
0.226277, 0, 1.05479e-13, 0, 1.41421, -1.05479e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.22658e-18, 0, 0, 1.11451e-18, 0, 0, 1.05471e-13, 0, 0, 0
0.234166, 0, 1.96099e-13, 0, 1.41421, -1.96099e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34351e-17, 0, 0, 2.11169e-18, 0, 0, 1.96084e-13, 0, 0, 0
0.242054, 0, 3.61111e-13, 0, 1.41421, -3.61111e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47402e-17, 0, 0, 3.96537e-18, 0, 0, 3.61082e-13, 0, 0, 0
0.249943, 0, 6.58733e-13, 0, 1.41421, -6.58733e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51307e-17, 0, 0, 7.38093e-18, 0, 0, 6.58681e-13, 0, 0, 0
0.257832, 0, 1.19048e-12, 0, 1.41421, -1.19048e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.15618e-17, 0, 0, 1.36202e-17, 0, 0, 1.19039e-12, 0, 0, 0
0.265721, 0, 2.13166e-12, 0, 1.41421, -2.13166e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46044e-16, 0, 0, 2.49214e-17, 0, 0, 2.13148e-12, 0, 0, 0
0.273609, 0, 3.78207e-12, 0, 1.41421, -3.78207e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5912e-16, 0, 0, 4.52229e-17, 0, 0, 3.78176e-12, 0, 0, 0
0.281498, 0, 6.64951e-12, 0, 1.41421, -6.64951e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55585e-16, 0, 0, 8.13999e-17, 0, 0, 6.64898e-12, 0, 0, 0
0.289387, 0, 1.15859e-11, 0, 1.41421, -1.15859e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.93822e-16, 0, 0, 1.45367e-16, 0, 0, 1.1585e-11, 0, 0, 0
0.297276, 0, 2.00069e-11, 0, 1.41421, -2.00069e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37085e-15, 0, 0, 2.57623e-16, 0, 0, 2.00053e-11, 0, 0, 0
0.305165, 0, 3.42424e-11, 0, 1.41421, -3.42424e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34639e-15, 0, 0, 4.53206e-16, 0, 0, 3.42396e-11, 0, 0, 0
