   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_308.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
8.00821, 24, 12.5749, 12.2679, 5.09902, 11.4251, 0, 12.2682, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.2679, 12.5746, 12.2679
8.01609, 24, 12.6541, 12.2901, 5.09902, 11.3459, 0, 12.2904, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.2901, 12.6538, 12.2901
8.02397, 14, 12.7387, 12.3115, 4, 1.26134, 0, 12.3117, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.3115, 12.7384, 12.3115
8.03186, 14, 12.8289, 12.3323, 4, 1.17115, 0, 12.3326, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.8286, 12.3323
8.03974, 12, 12.9244, 12.3531, 3.74166, -0.924442, 0, 12.3533, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.3531, 12.9242, 12.3531
8.04762, 8, 13.0245, 12.3735, 3.16228, -5.02453, 0, 12.3737, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 12.3735, 13.0243, 12.3735
8.0555, 20, 13.1276, 12.393, 4.69042, 6.8724, 0, 12.3933, 12.393, 12.393, 12.393, 12.393, 12.393, 12.393, 12.393, 12.393, 12.393, 12.393, 12.393, 12.393, 12.393, 13.1273, 12.393
8.06338, 20, 13.2322, 12.4115, 4.69042, 6.76785, 0, 12.4117, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 12.4115, 13.2319, 12.4115
8.07126, 26, 13.3369, 12.429, 5.2915, 12.6631, 0, 12.4293, 12.429, 12.429, 12.429, 12.429, 12.429, 12.429, 12.429, 12.429, 12.429, 12.429, 12.429, 12.429, 12.429, 13.3367, 12.429
8.07914, 14, 13.4408, 12.4461, 4, 0.559239, 0, 12.4464, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 12.4461, 13.4405, 12.4461
8.08702, 12, 13.5421, 12.4631, 3.74166, -1.54208, 0, 12.4633, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 12.4631, 13.5418, 12.4631
8.0949, 22, 13.6388, 12.4797, 4.89898, 8.36116, 0, 12.48, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 12.4797, 13.6386, 12.4797
8.10278, 18, 13.7286, 12.4955, 4.47214, 4.27135, 0, 12.4958, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 12.4955, 13.7284, 12.4955
8.11066, 20, 13.8094, 12.5102, 4.69042, 6.19058, 0, 12.5105, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 12.5102, 13.8092, 12.5102
8.11854, 18, 13.8796, 12.5241, 4.47214, 4.12036, 0, 12.5243, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 12.5241, 13.8794, 12.5241
8.12642, 20, 13.9382, 12.5375, 4.69042, 6.06177, 0, 12.5378, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 12.5375, 13.938, 12.5375
8.1343, 14, 13.9843, 12.5508, 4, 0.0157366, 0, 12.5511, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 12.5508, 13.984, 12.5508
8.14219, 22, 14.0167, 12.5638, 4.89898, 7.98335, 0, 12.564, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 12.5638, 14.0164, 12.5638
8.15007, 18, 14.0345, 12.576, 4.47214, 3.96553, 0, 12.5762, 12.576, 12.576, 12.576, 12.576, 12.576, 12.576, 12.576, 12.576, 12.576, 12.576, 12.576, 12.576, 12.576, 14.0342, 12.576
8.15795, 10, 14.0373, 12.5872, 3.4641, -4.03731, 0, 12.5875, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 12.5872, 14.037, 12.5872
8.16583, 20, 14.0256, 12.5976, 4.69042, 5.97436, 0, 12.5978, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 12.5976, 14.0254, 12.5976
8.17371, 16, 14.0005, 12.6076, 4.24264, 1.99946, 0, 12.6078, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 12.6076, 14.0003, 12.6076
8.18159, 20, 13.9633, 12.6174, 4.69042, 6.0367, 0, 12.6177, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 12.6174, 13.963, 12.6174
8.18947, 14, 13.915, 12.627, 4, 0.0849514, 0, 12.6272, 12.627, 12.627, 12.627, 12.627, 12.627, 12.627, 12.627, 12.627, 12.627, 12.627, 12.627, 12.627, 12.627, 13.9148, 12.627
8.19735, 8, 13.857, 12.6359, 3.16228, -5.85702, 0, 12.6362, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 12.6359, 13.8567, 12.6359
8.20523, 22, 13.7907, 12.6439, 4.89898, 8.20934, 0, 12.6441, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 12.6439, 13.7904, 12.6439
8.21311, 8, 13.718, 12.6511, 3.16228, -5.71796, 0, 12.6514, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 12.6511, 13.7177, 12.6511
8.22099, 12, 13.6412, 12.6579, 3.74166, -1.64117, 0, 12.6582, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 12.6579, 13.6409, 12.6579
8.22887, 18, 13.5625, 12.6646, 4.47214, 4.43755, 0, 12.665, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 12.6646, 13.5621, 12.6646
8.23675, 18, 13.4833, 12.6711, 4.47214, 4.51675, 0, 12.6714, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 12.6711, 13.4829, 12.6711
8.24463, 12, 13.4049, 12.677, 3.74166, -1.40494, 0, 12.6774, 12.677, 12.677, 12.677, 12.677, 12.677, 12.677, 12.677, 12.677, 12.677, 12.677, 12.677, 12.677, 12.677, 13.4046, 12.677
8.25251, 16, 13.3285, 12.6821, 4.24264, 2.67147, 0, 12.6825, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 12.6821, 13.3281, 12.6821
8.2604, 10, 13.2553, 12.6864, 3.4641, -3.25527, 0, 12.6869, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 12.6864, 13.2548, 12.6864
8.26828, 12, 13.1865, 12.6904, 3.74166, -1.18645, 0, 12.6909, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 12.6904, 13.1859, 12.6904
8.27616, 20, 13.1231, 12.6944, 4.69042, 6.87691, 0, 12.695, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 12.6944, 13.1225, 12.6944
8.28404, 18, 13.0653, 12.6981, 4.47214, 4.93467, 0, 12.6988, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 12.6981, 13.0646, 12.6981
8.29192, 24, 13.0133, 12.7013, 5.09902, 10.9867, 0, 12.7023, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 12.7013, 13.0123, 12.7013
8.2998, 26, 12.9666, 12.7038, 5.2915, 13.0334, 0, 12.705, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.7038, 12.9654, 12.7038
8.30768, 16, 12.9253, 12.7055, 4.24264, 3.0747, 0, 12.7072, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.7055, 12.9236, 12.7055
8.31556, 18, 12.8895, 12.7069, 4.47214, 5.11051, 0, 12.7092, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.7069, 12.8872, 12.7069
8.32344, 18, 12.8592, 12.7083, 4.47214, 5.14076, 0, 12.7114, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.7083, 12.8561, 12.7083
8.33132, 6, 12.834, 12.7095, 2.82843, -6.83396, 0, 12.7138, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.7095, 12.8297, 12.7095
8.3392, 14, 12.8132, 12.7103, 4, 1.18684, 0, 12.7162, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.8073, 12.7103
8.34708, 8, 12.7961, 12.7103, 3.16228, -4.79609, 0, 12.7184, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.7103, 12.788, 12.7103
8.35496, 22, 12.7826, 12.7097, 4.89898, 9.21743, 0, 12.7208, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7097, 12.7715, 12.7097
8.36284, 22, 12.7727, 12.7087, 4.89898, 9.22731, 0, 12.7238, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7087, 12.7576, 12.7087
8.37073, 28, 12.7667, 12.7078, 5.47723, 15.2333, 0, 12.7282, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7078, 12.7463, 12.7078
8.37861, 12, 12.7643, 12.7066, 3.74166, -0.764276, 0, 12.734, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7066, 12.7369, 12.7066
8.38649, 18, 12.7654, 12.7051, 4.47214, 5.23456, 0, 12.7416, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7051, 12.7289, 12.7051
8.39437, 12, 12.77, 12.7028, 3.74166, -0.769998, 0, 12.7512, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7028, 12.7216, 12.7028
8.40225, 16, 12.7784, 12.6998, 4.24264, 3.2216, 0, 12.7633, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.6998, 12.7149, 12.6998
8.41013, 16, 12.7915, 12.6965, 4.24264, 3.20851, 0, 12.7791, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.6965, 12.7089, 12.6965
8.41801, 10, 12.8102, 12.6933, 3.4641, -2.81022, 0, 12.7997, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.6933, 12.7038, 12.6933
8.42589, 12, 12.8352, 12.6898, 3.74166, -0.835187, 0, 12.8257, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6898, 12.6992, 12.6898
8.43377, 12, 12.8671, 12.6859, 3.74166, -0.867051, 0, 12.858, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.6859, 12.695, 12.6859
8.44165, 10, 12.9064, 12.6813, 3.4641, -2.90643, 0, 12.8971, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6813, 12.6906, 12.6813
8.44953, 10, 12.9545, 12.676, 3.4641, -2.95445, 0, 12.9442, 12.676, 12.676, 12.676, 12.676, 12.676, 12.676, 12.676, 12.676, 12.676, 12.676, 12.676, 12.676, 12.676, 12.6862, 12.676
8.45741, 18, 13.0125, 12.6704, 4.47214, 4.98748, 0, 13.0007, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6704, 12.6822, 12.6704
8.46529, 10, 13.082, 12.6648, 3.4641, -3.082, 0, 13.0677, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6648, 12.6791, 12.6648
8.47317, 22, 13.1636, 12.6589, 4.89898, 8.83641, 0, 13.1458, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6767, 12.6589
8.48105, 20, 13.2579, 12.6526, 4.69042, 6.74206, 0, 13.2356, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.6526, 12.675, 12.6526
8.48894, 12, 13.3654, 12.6455, 3.74166, -1.36536, 0, 13.337, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6455, 12.6738, 12.6455
8.49682, 8, 13.4864, 12.6377, 3.16228, -5.48635, 0, 13.4503, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6377, 12.6737, 12.6377
8.5047, 8, 13.6214, 12.6296, 3.16228, -5.62136, 0, 13.5757, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6296, 12.6753, 12.6296
8.51258, 14, 13.7703, 12.6215, 4, 0.229661, 0, 13.7127, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6215, 12.6791, 12.6215
8.52046, 14, 13.9324, 12.6131, 4, 0.0676012, 0, 13.86, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6131, 12.6855, 12.6131
8.52834, 4, 14.1061, 12.6042, 2.44949, -10.1061, 0, 14.0157, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6042, 12.6945, 12.6042
8.53622, 22, 14.2895, 12.5944, 4.89898, 7.71047, 0, 14.1776, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.5944, 12.7063, 12.5944
8.5441, 14, 14.4808, 12.584, 4, -0.480811, 0, 14.3432, 12.584, 12.584, 12.584, 12.584, 12.584, 12.584, 12.584, 12.584, 12.584, 12.584, 12.584, 12.584, 12.584, 12.7216, 12.584
8.55198, 28, 14.6778, 12.5732, 5.47723, 13.3222, 0, 14.5099, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.5732, 12.7411, 12.5732
8.55986, 14, 14.8777, 12.5624, 4, -0.87772, 0, 14.6748, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.5624, 12.7653, 12.5624
8.56774, 10, 15.0773, 12.5512, 3.4641, -5.07731, 0, 14.834, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.5512, 12.7945, 12.5512
8.57562, 16, 15.2727, 12.5393, 4.24264, 0.727289, 0, 14.9836, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.5393, 12.8285, 12.5393
8.5835, 10, 15.4603, 12.5267, 3.4641, -5.46029, 0, 15.1197, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.5267, 12.8673, 12.5267
8.59138, 24, 15.6366, 12.5134, 5.09902, 8.36336, 0, 15.2389, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.5134, 12.9111, 12.5134
8.59927, 10, 15.7986, 12.4998, 3.4641, -5.79856, 0, 15.3383, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.4998, 12.9601, 12.4998
8.60715, 24, 15.9429, 12.4859, 5.09902, 8.05714, 0, 15.415, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 12.4859, 13.0138, 12.4859
8.61503, 14, 16.0664, 12.4716, 4, -2.06644, 0, 15.4665, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 13.0715, 12.4716
8.62291, 16, 16.1666, 12.4565, 4.24264, -0.16658, 0, 15.4908, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 13.1323, 12.4565
8.63079, 22, 16.2413, 12.4408, 4.89898, 5.75873, 0, 15.4868, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 12.4408, 13.1952, 12.4408
8.63867, 24, 16.2892, 12.4245, 5.09902, 7.71075, 0, 15.4545, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 13.2592, 12.4245
8.64655, 22, 16.3099, 12.4078, 4.89898, 5.69008, 0, 15.3945, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 12.4078, 13.3232, 12.4078
8.65443, 22, 16.3029, 12.3907, 4.89898, 5.69712, 0, 15.3079, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 12.3907, 13.3856, 12.3907
8.66231, 14, 16.2684, 12.3729, 4, -2.26843, 0, 15.1965, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 12.3729, 13.4449, 12.3729
8.67019, 22, 16.2074, 12.3545, 4.89898, 5.79257, 0, 15.0627, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 12.3545, 13.4993, 12.3545
8.67807, 18, 16.1214, 12.3354, 4.47214, 1.87863, 0, 14.9094, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 12.3354, 13.5474, 12.3354
8.68595, 12, 16.0123, 12.3159, 3.74166, -4.01232, 0, 14.7402, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 12.3159, 13.588, 12.3159
8.69383, 18, 15.8826, 12.2959, 4.47214, 2.11741, 0, 14.5588, 12.2959, 12.2959, 12.2959, 12.2959, 12.2959, 12.2959, 12.2959, 12.2959, 12.2959, 12.2959, 12.296, 12.2959, 12.2959, 13.6197, 12.2959
8.70171, 14, 15.7344, 12.2754, 4, -1.73444, 0, 14.3684, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 12.2754, 13.6414, 12.2754
8.70959, 26, 15.5705, 12.2541, 5.2915, 10.4295, 0, 14.1727, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 12.2541, 13.6519, 12.2541
8.71747, 14, 15.3937, 12.2321, 4, -1.39369, 0, 13.9751, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 12.2321, 13.6507, 12.2321
8.72536, 12, 15.2068, 12.2095, 3.74166, -3.20679, 0, 13.7787, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 12.2095, 13.6376, 12.2095
8.73324, 16, 15.0126, 12.1865, 4.24264, 0.987375, 0, 13.5865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 13.6125, 12.1865
8.74112, 24, 14.8139, 12.1629, 5.09902, 9.18611, 0, 13.401, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 12.1629, 13.5758, 12.1629
8.749, 26, 14.6128, 12.1387, 5.2915, 11.3872, 0, 13.2237, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 12.1387, 13.5278, 12.1387
8.75688, 12, 14.4116, 12.1137, 3.74166, -2.4116, 0, 13.0561, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 12.1137, 13.4692, 12.1137
8.76476, 28, 14.2123, 12.0881, 5.47723, 13.7877, 0, 12.8994, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 12.0881, 13.401, 12.0881
8.77264, 14, 14.0169, 12.062, 4, -0.0168695, 0, 12.7542, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 13.3247, 12.062
8.78052, 20, 13.8266, 12.0353, 4.69042, 6.17344, 0, 12.6206, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 12.0353, 13.2412, 12.0353
8.7884, 20, 13.6426, 12.0079, 4.69042, 6.3574, 0, 12.4985, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 12.0079, 13.152, 12.0079
8.79628, 12, 13.4659, 11.9799, 3.74166, -1.46586, 0, 12.3874, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 11.9799, 13.0583, 11.9799
8.80416, 22, 13.297, 11.9511, 4.89898, 8.70296, 0, 12.2867, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 11.9511, 12.9614, 11.9511
8.81204, 24, 13.1366, 11.9216, 5.09902, 10.8634, 0, 12.1955, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 11.9216, 12.8627, 11.9216
8.81992, 12, 12.985, 11.8916, 3.74166, -0.985043, 0, 12.1132, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 11.8916, 12.7635, 11.8916
8.8278, 10, 12.8423, 11.8609, 3.4641, -2.84227, 0, 12.0386, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 11.8609, 12.6646, 11.8609
8.83569, 22, 12.7083, 11.8296, 4.89898, 9.29169, 0, 11.9708, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 11.8296, 12.5671, 11.8296
8.84356, 16, 12.5829, 11.7975, 4.24264, 3.4171, 0, 11.9088, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 11.7975, 12.4716, 11.7975
