   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_308.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.206333, 0, 1.03834e-14, 0, 1.41421, -1.03834e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00286e-19, 0, 1.03832e-14, 0, 0, 0
0.214213, 0, 1.97444e-14, 0, 1.41421, -1.97444e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88248e-19, 0, 1.97441e-14, 0, 0, 0
0.222094, 0, 3.71827e-14, 0, 1.41421, -3.71827e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45631e-19, 0, 3.7182e-14, 0, 0, 0
0.229975, 0, 6.93558e-14, 0, 1.41421, -6.93558e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41901e-18, 0, 6.93544e-14, 0, 0, 0
0.237856, 0, 1.28149e-13, 0, 1.41421, -1.28149e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67639e-18, 0, 1.28147e-13, 0, 0, 0
0.245736, 0, 2.34577e-13, 0, 1.41421, -2.34577e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00361e-18, 0, 2.34572e-13, 0, 0, 0
0.253617, 0, 4.25435e-13, 0, 1.41421, -4.25435e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.2737e-18, 0, 4.25426e-13, 0, 0, 0
0.261498, 0, 7.64533e-13, 0, 1.41421, -7.64533e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70423e-17, 0, 7.64516e-13, 0, 0, 0
0.269378, 0, 1.36147e-12, 0, 1.41421, -1.36147e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10583e-17, 0, 1.36144e-12, 0, 0, 0
0.277259, 0, 2.40271e-12, 0, 1.41421, -2.40271e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61416e-17, 0, 2.40265e-12, 0, 0, 0
0.28514, 0, 4.20248e-12, 0, 1.41421, -4.20248e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00678e-16, 0, 4.20238e-12, 0, 0, 0
0.29302, 0, 7.28535e-12, 0, 1.41421, -7.28535e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79155e-16, 0, 7.28517e-12, 0, 0, 0
0.300901, 0, 1.25187e-11, 0, 1.41421, -1.25187e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16427e-16, 0, 1.25184e-11, 0, 0, 0
0.308782, 0, 2.13356e-11, 0, 1.41421, -2.13356e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56035e-16, 0, 2.13351e-11, 0, 0, 0
0.316662, 0, 3.60232e-11, 0, 1.41421, -3.60232e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6836e-16, 0, 3.60222e-11, 0, 0, 0
0.324543, 0, 6.02978e-11, 1.26117e-43, 1.41421, -6.02978e-11, 0, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.26117e-43, 1.67554e-15, 1.26117e-43, 6.02961e-11, 1.26117e-43, 1.26117e-43, 1.26117e-43
0.332424, 0, 1.00066e-10, 2.20424e-42, 1.41421, -1.00066e-10, 0, 2.20424e-42, 2.20424e-42, 2.20424e-42, 2.20424e-42, 2.20424e-42, 2.20424e-42, 2.20424e-42, 2.20424e-42, 2.20424e-42, 2.20424e-42, 2.88157e-15, 2.20424e-42, 1.00063e-10, 2.20424e-42, 2.20424e-42, 2.20424e-42
0.340304, 0, 1.64649e-10, 3.20715e-41, 1.41421, -1.64649e-10, 0, 3.20715e-41, 3.20715e-41, 3.20715e-41, 3.20715e-41, 3.20715e-41, 3.20715e-41, 3.20715e-41, 3.20715e-41, 3.20715e-41, 3.20715e-41, 4.92783e-15, 3.20715e-41, 1.64644e-10, 3.20715e-41, 3.20715e-41, 3.20715e-41
0.348185, 0, 2.68618e-10, 4.12427e-40, 1.41421, -2.68618e-10, 0, 4.12427e-40, 4.12427e-40, 4.12427e-40, 4.12427e-40, 4.12427e-40, 4.12427e-40, 4.12427e-40, 4.12427e-40, 4.12427e-40, 4.12427e-40, 8.38379e-15, 4.12427e-40, 2.68609e-10, 4.12427e-40, 4.12427e-40, 4.12427e-40
0.356066, 0, 4.34549e-10, 4.74983e-39, 1.41421, -4.34549e-10, 0, 4.74983e-39, 4.74983e-39, 4.74983e-39, 4.74983e-39, 4.74983e-39, 4.74983e-39, 4.74983e-39, 4.74983e-39, 4.74983e-39, 4.74983e-39, 1.41976e-14, 4.74983e-39, 4.34535e-10, 4.74983e-39, 4.74983e-39, 4.74983e-39
0.363946, 0, 6.97094e-10, 4.94019e-38, 1.41421, -6.97094e-10, 0, 4.94019e-38, 4.94019e-38, 4.94019e-38, 4.94019e-38, 4.94019e-38, 4.94019e-38, 4.94019e-38, 4.94019e-38, 4.94019e-38, 4.94019e-38, 2.39453e-14, 4.94019e-38, 6.9707e-10, 4.94019e-38, 4.94019e-38, 4.94019e-38
0.371827, 0, 1.10895e-09, 4.66455e-37, 1.41421, -1.10895e-09, 0, 4.66455e-37, 4.66455e-37, 4.66455e-37, 4.66455e-37, 4.66455e-37, 4.66455e-37, 4.66455e-37, 4.66455e-37, 4.66455e-37, 4.66455e-37, 4.02448e-14, 4.66455e-37, 1.10891e-09, 4.66455e-37, 4.66455e-37, 4.66455e-37
0.379708, 0, 1.74954e-09, 4.02218e-36, 1.41421, -1.74954e-09, 0, 4.02218e-36, 4.02218e-36, 4.02218e-36, 4.02218e-36, 4.02218e-36, 4.02218e-36, 4.02218e-36, 4.02218e-36, 4.02218e-36, 4.02218e-36, 6.74431e-14, 4.02218e-36, 1.74947e-09, 4.02218e-36, 4.02218e-36, 4.02218e-36
0.387589, 0, 2.73745e-09, 3.1822e-35, 1.41421, -2.73745e-09, 0, 3.1822e-35, 3.1822e-35, 3.1822e-35, 3.1822e-35, 3.1822e-35, 3.1822e-35, 3.1822e-35, 3.1822e-35, 3.1822e-35, 3.1822e-35, 1.12758e-13, 3.1822e-35, 2.73733e-09, 3.1822e-35, 3.1822e-35, 3.1822e-35
0.395469, 0, 4.24818e-09, 2.32063e-34, 1.41421, -4.24818e-09, 0, 2.32063e-34, 2.32063e-34, 2.32063e-34, 2.32063e-34, 2.32063e-34, 2.32063e-34, 2.32063e-34, 2.32063e-34, 2.32063e-34, 2.32063e-34, 1.8818e-13, 2.32063e-34, 4.24799e-09, 2.32063e-34, 2.32063e-34, 2.32063e-34
0.40335, 0, 6.53909e-09, 1.60797e-33, 1.41421, -6.53909e-09, 0, 1.60797e-33, 1.60797e-33, 1.60797e-33, 1.60797e-33, 1.60797e-33, 1.60797e-33, 1.60797e-33, 1.60797e-33, 1.60797e-33, 1.60797e-33, 3.13625e-13, 1.60797e-33, 6.53878e-09, 1.60797e-33, 1.60797e-33, 1.60797e-33
0.411231, 0, 9.98421e-09, 1.02404e-32, 1.41421, -9.98421e-09, 0, 1.02404e-32, 1.02404e-32, 1.02404e-32, 1.02404e-32, 1.02404e-32, 1.02404e-32, 1.02404e-32, 1.02404e-32, 1.02404e-32, 1.02404e-32, 5.2218e-13, 1.02404e-32, 9.98368e-09, 1.02404e-32, 1.02404e-32, 1.02404e-32
0.419111, 0, 1.51223e-08, 6.35892e-32, 1.41421, -1.51223e-08, 0, 6.35892e-32, 6.35892e-32, 6.35892e-32, 6.35892e-32, 6.35892e-32, 6.35892e-32, 6.35892e-32, 6.35892e-32, 6.35892e-32, 6.35892e-32, 8.68783e-13, 6.35892e-32, 1.51214e-08, 6.35892e-32, 6.35892e-32, 6.35892e-32
0.426992, 0, 2.27225e-08, 3.6006e-31, 1.41421, -2.27225e-08, 0, 3.6006e-31, 3.6006e-31, 3.6006e-31, 3.6006e-31, 3.6006e-31, 3.6006e-31, 3.6006e-31, 3.6006e-31, 3.6006e-31, 3.6006e-31, 1.44455e-12, 3.6006e-31, 2.2721e-08, 3.6006e-31, 3.6006e-31, 3.6006e-31
0.434873, 0, 3.38732e-08, 1.95021e-30, 1.41421, -3.38732e-08, 0, 1.95021e-30, 1.95021e-30, 1.95021e-30, 1.95021e-30, 1.95021e-30, 1.95021e-30, 1.95021e-30, 1.95021e-30, 1.95021e-30, 1.95021e-30, 2.40034e-12, 1.95021e-30, 3.38708e-08, 1.95021e-30, 1.95021e-30, 1.95021e-30
0.442753, 0, 5.01013e-08, 9.9874e-30, 1.41421, -5.01013e-08, 0, 9.9874e-30, 9.9874e-30, 9.9874e-30, 9.9874e-30, 9.9874e-30, 9.9874e-30, 9.9874e-30, 9.9874e-30, 9.9874e-30, 9.9874e-30, 3.98528e-12, 9.9874e-30, 5.00973e-08, 9.9874e-30, 9.9874e-30, 9.9874e-30
0.450634, 0, 7.35296e-08, 4.82432e-29, 1.41421, -7.35296e-08, 0, 4.82432e-29, 4.82432e-29, 4.82432e-29, 4.82432e-29, 4.82432e-29, 4.82432e-29, 4.82432e-29, 4.82432e-29, 4.82432e-29, 4.82432e-29, 6.60939e-12, 4.82432e-29, 7.3523e-08, 4.82432e-29, 4.82432e-29, 4.82432e-29
0.458515, 0, 1.07085e-07, 2.2295e-28, 1.41421, -1.07085e-07, 0, 2.2295e-28, 2.2295e-28, 2.2295e-28, 2.2295e-28, 2.2295e-28, 2.2295e-28, 2.2295e-28, 2.2295e-28, 2.2295e-28, 2.2295e-28, 1.09447e-11, 2.2295e-28, 1.07074e-07, 2.2295e-28, 2.2295e-28, 2.2295e-28
0.466395, 0, 1.5477e-07, 9.81414e-28, 1.41421, -1.5477e-07, 0, 9.81414e-28, 9.81414e-28, 9.81414e-28, 9.81414e-28, 9.81414e-28, 9.81414e-28, 9.81414e-28, 9.81414e-28, 9.81414e-28, 9.81414e-28, 1.8087e-11, 9.81414e-28, 1.54752e-07, 9.81414e-28, 9.81414e-28, 9.81414e-28
0.474276, 0, 2.22006e-07, 4.11216e-27, 1.41421, -2.22006e-07, 0, 4.11216e-27, 4.11216e-27, 4.11216e-27, 4.11216e-27, 4.11216e-27, 4.11216e-27, 4.11216e-27, 4.11216e-27, 4.11216e-27, 4.11216e-27, 2.98137e-11, 4.11216e-27, 2.21977e-07, 4.11216e-27, 4.11216e-27, 4.11216e-27
0.482157, 0, 3.16085e-07, 1.64266e-26, 1.41421, -3.16085e-07, 0, 1.64266e-26, 1.64266e-26, 1.64266e-26, 1.64266e-26, 1.64266e-26, 1.64266e-26, 1.64266e-26, 1.64266e-26, 1.64266e-26, 1.64266e-26, 4.8988e-11, 1.64266e-26, 3.16036e-07, 1.64266e-26, 1.64266e-26, 1.64266e-26
0.490038, 0, 4.46723e-07, 6.26704e-26, 1.41421, -4.46723e-07, 0, 6.26704e-26, 6.26704e-26, 6.26704e-26, 6.26704e-26, 6.26704e-26, 6.26704e-26, 2.17668e-12, 6.26704e-26, 6.26704e-26, 6.26704e-26, 8.01922e-11, 6.26704e-26, 4.4664e-07, 6.26704e-26, 6.26704e-26, 6.26704e-26
0.497918, 0, 6.2677e-07, 2.28841e-25, 1.41421, -6.2677e-07, 0, 2.28841e-25, 2.28841e-25, 2.28841e-25, 2.28841e-25, 2.28841e-25, 2.28841e-25, 7.59561e-12, 2.28841e-25, 2.28841e-25, 2.28841e-25, 1.30705e-10, 2.28841e-25, 6.26631e-07, 2.28841e-25, 2.28841e-25, 2.28841e-25
0.505799, 0, 8.73077e-07, 8.07472e-25, 1.41421, -8.73077e-07, 0, 8.07472e-25, 8.07472e-25, 8.07472e-25, 8.07472e-25, 8.07472e-25, 8.07472e-25, 2.06378e-11, 8.07472e-25, 8.07472e-25, 8.07472e-25, 2.11996e-10, 8.07472e-25, 8.72844e-07, 8.07472e-25, 8.07472e-25, 8.07472e-25
0.51368, 0, 1.21234e-06, 3.88362e-10, 1.41421, -1.21234e-06, 3.88362e-10, 3.88485e-10, 8.17951e-10, 3.98862e-10, 3.8855e-10, 4.02459e-10, 3.88781e-10, 5.41664e-10, 2.4913e-09, 1.91194e-09, 3.91649e-10, 7.30355e-10, 3.88365e-10, 1.20773e-06, 3.88362e-10, 3.88362e-10, 4.18364e-10
0.52156, 0, 1.67513e-06, 1.33725e-09, 1.41421, -1.67513e-06, 1.33725e-09, 1.33768e-09, 2.82806e-09, 1.37369e-09, 1.33791e-09, 1.38617e-09, 1.33871e-09, 1.81235e-09, 8.63508e-09, 6.62454e-09, 1.34866e-09, 1.88582e-09, 1.33726e-09, 1.65982e-06, 1.33725e-09, 1.33725e-09, 1.44137e-09
0.529441, 0, 2.30746e-06, 3.59758e-09, 1.41421, -2.30746e-06, 3.59758e-09, 3.59874e-09, 7.62827e-09, 3.69611e-09, 3.59935e-09, 3.72985e-09, 3.60152e-09, 4.83062e-09, 2.33287e-08, 1.78928e-08, 3.62843e-09, 4.472e-09, 3.59761e-09, 2.26675e-06, 3.59758e-09, 3.59758e-09, 3.87909e-09
0.537322, 0, 3.17663e-06, 8.84324e-09, 1.41421, -3.17663e-06, 8.84324e-09, 8.84609e-09, 1.87848e-08, 9.08624e-09, 8.84761e-09, 9.16947e-09, 8.85295e-09, 1.18146e-08, 5.75092e-08, 4.41018e-08, 8.91932e-09, 1.02279e-08, 8.84331e-09, 3.07705e-06, 8.84324e-09, 8.84324e-09, 9.53756e-09
0.545202, 0, 4.38719e-06, 2.07143e-08, 1.41421, -4.38719e-06, 2.07143e-08, 2.0721e-08, 4.40513e-08, 2.12847e-08, 2.07245e-08, 2.14801e-08, 2.07371e-08, 2.75692e-08, 1.34954e-07, 1.03481e-07, 2.08929e-08, 2.28919e-08, 2.07145e-08, 4.15463e-06, 2.07143e-08, 2.07143e-08, 2.23442e-08
0.553083, 0, 6.11143e-06, 4.69022e-08, 1.41421, -6.11143e-06, 4.69022e-08, 4.69174e-08, 9.98223e-08, 4.81957e-08, 4.69254e-08, 4.86388e-08, 4.69539e-08, 6.3266e-08, 3.05958e-07, 2.34588e-07, 4.73072e-08, 5.03024e-08, 4.69026e-08, 5.58478e-06, 4.69022e-08, 4.69022e-08, 5.05982e-08
0.560964, 0, 8.64411e-06, 1.03222e-07, 1.41421, -8.64411e-06, 1.03222e-07, 1.03256e-07, 2.19828e-07, 1.06073e-07, 1.03274e-07, 1.07049e-07, 1.03336e-07, 1.41193e-07, 6.74033e-07, 5.16775e-07, 1.04115e-07, 1.08493e-07, 1.03223e-07, 7.48399e-06, 1.03222e-07, 1.03222e-07, 1.11366e-07
0.568844, 0, 1.25274e-05, 2.2132e-07, 1.41421, -1.25274e-05, 2.2132e-07, 2.21391e-07, 4.71598e-07, 2.27437e-07, 2.2143e-07, 2.29532e-07, 2.21564e-07, 3.26547e-07, 1.44649e-06, 1.10895e-06, 2.23235e-07, 2.29429e-07, 2.21321e-07, 1.00168e-05, 2.2132e-07, 2.2132e-07, 2.38799e-07
0.576725, 0, 1.87081e-05, 4.62795e-07, 1.41421, -1.87081e-05, 4.62795e-07, 4.62945e-07, 9.86672e-07, 4.756e-07, 4.63025e-07, 4.79986e-07, 4.63306e-07, 7.16062e-07, 3.02729e-06, 2.32078e-06, 4.66804e-07, 4.75179e-07, 4.62798e-07, 1.34246e-05, 4.62795e-07, 4.62795e-07, 4.99382e-07
0.584606, 0, 2.89152e-05, 9.44315e-07, 1.41421, -2.89152e-05, 9.44315e-07, 9.44622e-07, 2.01435e-06, 9.7047e-07, 9.44785e-07, 9.79428e-07, 9.4536e-07, 1.51699e-06, 6.18239e-06, 4.7393e-06, 9.52503e-07, 9.63091e-07, 9.44322e-07, 1.80746e-05, 9.44315e-07, 9.44315e-07, 1.01905e-06
0.592486, 0, 4.62517e-05, 1.88079e-06, 1.41421, -4.62517e-05, 1.88079e-06, 1.8814e-06, 4.01421e-06, 1.93294e-06, 1.88173e-06, 1.9508e-06, 1.88287e-06, 3.12741e-06, 1.23244e-05, 9.44716e-06, 1.89712e-06, 1.90904e-06, 1.88081e-06, 2.45424e-05, 1.88079e-06, 1.88079e-06, 2.02979e-06
0.600367, 0, 7.62121e-05, 3.65752e-06, 1.41421, -7.62121e-05, 3.65752e-06, 3.65871e-06, 7.81088e-06, 3.75904e-06, 3.65935e-06, 3.79381e-06, 3.66158e-06, 6.2951e-06, 2.39891e-05, 1.83878e-05, 3.68931e-06, 3.69971e-06, 3.65755e-06, 3.37503e-05, 3.65752e-06, 3.65752e-06, 3.94759e-06
0.608248, 0, 0.000128335, 6.94529e-06, 1.41421, -0.000128335, 6.94529e-06, 6.94755e-06, 1.48411e-05, 7.13829e-06, 6.94876e-06, 7.20439e-06, 6.953e-06, 1.24012e-05, 4.55971e-05, 3.49486e-05, 7.00571e-06, 7.00782e-06, 6.94535e-06, 4.71884e-05, 6.94529e-06, 6.94529e-06, 7.49674e-06
0.616129, 0, 0.000218876, 1.28814e-05, 1.41421, -0.000218876, 1.28814e-05, 1.28856e-05, 2.75434e-05, 1.32398e-05, 1.28879e-05, 1.33626e-05, 1.28957e-05, 2.39666e-05, 8.4655e-05, 6.48815e-05, 1.29936e-05, 1.29735e-05, 1.28815e-05, 6.72623e-05, 1.28814e-05, 1.28814e-05, 1.39054e-05
0.624009, 0, 0.000374849, 2.3339e-05, 1.41421, -0.000374849, 2.3339e-05, 2.33466e-05, 4.99378e-05, 2.39892e-05, 2.33507e-05, 2.42119e-05, 2.3365e-05, 4.54559e-05, 0.000153546, 0.000117674, 2.35426e-05, 2.34736e-05, 2.33392e-05, 9.78267e-05, 2.3339e-05, 2.3339e-05, 2.51967e-05
0.63189, 0, 0.000640085, 4.13166e-05, 1.41421, -0.000640085, 4.13166e-05, 4.13301e-05, 8.84669e-05, 4.24691e-05, 4.13373e-05, 4.28638e-05, 4.13626e-05, 8.46372e-05, 0.000272128, 0.00020854, 4.16774e-05, 4.1512e-05, 4.13169e-05, 0.00014495, 4.13166e-05, 4.13166e-05, 4.46096e-05
0.639771, 0, 0.00108397, 7.14766e-05, 1.41421, -0.00108397, 7.14766e-05, 7.15e-05, 0.000153161, 7.34732e-05, 7.15125e-05, 7.41571e-05, 7.15564e-05, 0.000154752, 0.000471341, 0.000361179, 7.21017e-05, 7.17587e-05, 7.14772e-05, 0.000218016, 7.14766e-05, 7.14766e-05, 7.71815e-05
0.647651, 0, 0.00181362, 0.00012086, 1.41421, -0.00181362, 0.00012086, 0.0001209, 0.000259188, 0.000124241, 0.000120921, 0.000125399, 0.000120995, 0.000277917, 0.000798007, 0.000611454, 0.000121919, 0.000121265, 0.000120861, 0.000331217, 0.00012086, 0.00012086, 0.000130521
0.655532, 2, 0.00299026, 0.000199787, 2, 1.99701, 0.000199787, 0.000199853, 0.000428814, 0.000205385, 0.000199888, 0.000207303, 0.000200011, 0.000490306, 0.00132092, 0.00101205, 0.00020154, 0.000200365, 0.000199789, 0.000505487, 0.000199787, 0.000199787, 0.000215783
0.663413, 0, 0.00485035, 0.000322924, 1.41421, -0.00485035, 0.000322924, 0.000323031, 0.000693734, 0.000331988, 0.000323087, 0.000335093, 0.000323287, 0.000849833, 0.00213812, 0.00163804, 0.000325762, 0.000323745, 0.000322927, 0.000770903, 0.000322924, 0.000322924, 0.000348822
0.671293, 0, 0.00773195, 0.000510474, 1.41421, -0.00773195, 0.000510474, 0.000510643, 0.00109769, 0.000524828, 0.000510732, 0.000529744, 0.000511048, 0.0014472, 0.00338504, 0.00259311, 0.000514969, 0.000511634, 0.000510479, 0.00116952, 0.000510474, 0.000510474, 0.000551487
0.679174, 0, 0.0121061, 0.000789377, 1.41421, -0.0121061, 0.000789377, 0.000789638, 0.00169916, 0.000811615, 0.000789777, 0.000819231, 0.000790266, 0.00242125, 0.00524294, 0.004016, 0.00079634, 0.000791009, 0.000789384, 0.00175848, 0.000789377, 0.000789377, 0.000852918
0.687055, 0, 0.0186121, 0.00119435, 1.41421, -0.0186121, 0.00119435, 0.00119475, 0.00257366, 0.00122807, 0.00119496, 0.00123961, 0.0011957, 0.00397955, 0.00794634, 0.00608619, 0.00120491, 0.00119664, 0.00119436, 0.00261321, 0.00119435, 0.00119435, 0.00129069
0.694935, 2, 0.0280946, 0.00176856, 2, 1.97191, 0.00176856, 0.00176914, 0.00381538, 0.00181859, 0.00176946, 0.00183572, 0.00177056, 0.00642467, 0.0117882, 0.00902781, 0.00178422, 0.00177175, 0.00176857, 0.00383032, 0.00176856, 0.00176856, 0.00191151
0.702816, 0, 0.0416408, 0.00256364, 1.41421, -0.0416408, 0.00256364, 0.0025645, 0.00553744, 0.00263633, 0.00256495, 0.00266123, 0.00256655, 0.0101863, 0.0171209, 0.0131105, 0.00258641, 0.00256808, 0.00256366, 0.00552993, 0.00256364, 0.00256364, 0.00277135
0.710697, 4, 0.0606112, 0.00363887, 2.44949, 3.93939, 0.00363887, 0.00364008, 0.00787021, 0.0037423, 0.00364073, 0.00377772, 0.003643, 0.015858, 0.024352, 0.0186457, 0.00367127, 0.00364501, 0.0036389, 0.00785702, 0.00363887, 0.00363887, 0.00393442
0.718577, 2, 0.0866591, 0.00505905, 2, 1.91334, 0.00505905, 0.00506074, 0.0109571, 0.00520322, 0.00506164, 0.0052526, 0.00506481, 0.0242353, 0.0339309, 0.0259771, 0.00510423, 0.00506751, 0.00505909, 0.0109815, 0.00505905, 0.00505905, 0.00547104
