   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_284.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0374279, 568, 0, 0, 23.8747, 568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0295382, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0216484, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0137587, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00586902, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00202069, 0, 3.52412e-24, 0, 1.41421, -3.52412e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.40929e-27, 0, 0, 2.07463e-29, 0, 3.51569e-24, 0, 0, 0
0.00991041, 0, 1.05533e-23, 0, 1.41421, -1.05533e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51825e-26, 0, 0, 6.25568e-29, 0, 1.05281e-23, 0, 0, 0
0.0178001, 0, 3.04881e-23, 0, 1.41421, -3.04881e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.27512e-26, 0, 0, 1.82013e-28, 0, 3.04152e-23, 0, 0, 0
0.0256898, 0, 8.53671e-23, 0, 1.41421, -8.53671e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03704e-25, 0, 0, 5.13377e-28, 0, 8.51629e-23, 0, 0, 0
0.0335795, 0, 2.32479e-22, 0, 1.41421, -2.32479e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54744e-25, 0, 0, 1.40862e-27, 0, 2.31923e-22, 0, 0, 0
0.0414692, 0, 6.17435e-22, 0, 1.41421, -6.17435e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47333e-24, 0, 0, 3.77018e-27, 0, 6.15958e-22, 0, 0, 0
0.049359, 0, 1.60272e-21, 0, 1.41421, -1.60272e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82442e-24, 0, 0, 9.86475e-27, 0, 1.59888e-21, 0, 0, 0
0.0572487, 0, 4.07333e-21, 0, 1.41421, -4.07333e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.71982e-24, 0, 0, 2.52779e-26, 0, 4.06358e-21, 0, 0, 0
0.0651384, 0, 1.01511e-20, 0, 1.41421, -1.01511e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42227e-23, 0, 0, 6.35292e-26, 0, 1.01268e-20, 0, 0, 0
0.0730281, 0, 2.48366e-20, 0, 1.41421, -2.48366e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92652e-23, 0, 0, 1.56794e-25, 0, 2.47771e-20, 0, 0, 0
0.0809178, 0, 5.97233e-20, 0, 1.41421, -5.97233e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42512e-22, 0, 0, 3.80431e-25, 0, 5.95804e-20, 0, 0, 0
0.0888075, 0, 1.41277e-19, 0, 1.41421, -1.41277e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37116e-22, 0, 0, 9.08266e-25, 0, 1.40939e-19, 0, 0, 0
0.0966972, 0, 3.29014e-19, 0, 1.41421, -3.29014e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.85097e-22, 0, 0, 2.13544e-24, 0, 3.28227e-19, 0, 0, 0
0.104587, 0, 7.54882e-19, 0, 1.41421, -7.54882e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80131e-21, 0, 0, 4.94774e-24, 0, 7.53076e-19, 0, 0, 0
0.112477, 0, 1.70736e-18, 0, 1.41421, -1.70736e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07413e-21, 0, 0, 1.13041e-23, 0, 1.70328e-18, 0, 0, 0
0.120366, 0, 3.80881e-18, 0, 1.41421, -3.80881e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.08861e-21, 0, 0, 2.54809e-23, 0, 3.79969e-18, 0, 0, 0
0.128256, 0, 8.38444e-18, 0, 1.41421, -8.38444e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0007e-20, 0, 0, 5.6696e-23, 0, 8.36437e-18, 0, 0, 0
0.136146, 0, 1.82206e-17, 0, 1.41421, -1.82206e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34782e-20, 0, 0, 1.24576e-22, 0, 1.8177e-17, 0, 0, 0
0.144036, 0, 3.9104e-17, 0, 1.41421, -3.9104e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.33102e-20, 0, 0, 2.70416e-22, 0, 3.90104e-17, 0, 0, 0
0.151925, 0, 8.29072e-17, 0, 1.41421, -8.29072e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97834e-19, 0, 0, 5.80091e-22, 0, 8.27088e-17, 0, 0, 0
0.159815, 0, 1.73704e-16, 0, 1.41421, -1.73704e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14495e-19, 0, 0, 1.23017e-21, 0, 1.73289e-16, 0, 0, 0
0.167705, 0, 3.59746e-16, 0, 1.41421, -3.59746e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58428e-19, 0, 0, 2.57967e-21, 0, 3.58885e-16, 0, 0, 0
0.175594, 0, 7.36638e-16, 0, 1.41421, -7.36638e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75777e-18, 0, 0, 5.35064e-21, 0, 7.34875e-16, 0, 0, 0
0.183484, 0, 1.49171e-15, 0, 1.41421, -1.49171e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55952e-18, 0, 0, 1.09798e-20, 0, 1.48814e-15, 0, 0, 0
0.191374, 0, 2.98796e-15, 0, 1.41421, -2.98796e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12989e-18, 0, 0, 2.22962e-20, 0, 2.98081e-15, 0, 0, 0
0.199263, 0, 5.92121e-15, 0, 1.41421, -5.92121e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41292e-17, 0, 0, 4.48124e-20, 0, 5.90704e-15, 0, 0, 0
0.207153, 0, 1.16108e-14, 0, 1.41421, -1.16108e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77057e-17, 0, 0, 8.91619e-20, 0, 1.1583e-14, 0, 0, 0
0.215043, 0, 2.25319e-14, 0, 1.41421, -2.25319e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37656e-17, 0, 0, 1.75651e-19, 0, 2.2478e-14, 0, 0, 0
0.222933, 0, 4.32796e-14, 0, 1.41421, -4.32796e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03273e-16, 0, 0, 3.42674e-19, 0, 4.3176e-14, 0, 0, 0
0.230822, 0, 8.22953e-14, 0, 1.41421, -8.22953e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96372e-16, 0, 0, 6.62143e-19, 0, 8.20983e-14, 0, 0, 0
0.238712, 0, 1.54926e-13, 0, 1.41421, -1.54926e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69682e-16, 0, 0, 1.26744e-18, 0, 1.54555e-13, 0, 0, 0
0.246602, 0, 2.89523e-13, 0, 1.41421, -2.89523e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.90861e-16, 0, 0, 2.41327e-18, 0, 2.8883e-13, 0, 0, 0
0.254491, 0, 5.34237e-13, 0, 1.41421, -5.34237e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2748e-15, 0, 0, 4.53332e-18, 0, 5.32957e-13, 0, 0, 0
0.262381, 0, 9.76334e-13, 0, 1.41421, -9.76334e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32975e-15, 0, 0, 8.44039e-18, 0, 9.73996e-13, 0, 0, 0
0.270271, 0, 1.76732e-12, 0, 1.41421, -1.76732e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21727e-15, 0, 0, 1.55782e-17, 0, 1.76308e-12, 0, 0, 0
0.278161, 0, 3.16895e-12, 0, 1.41421, -3.16895e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.56206e-15, 0, 0, 2.8507e-17, 0, 3.16136e-12, 0, 0, 0
0.28605, 0, 5.62903e-12, 0, 1.41421, -5.62903e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34329e-14, 0, 0, 5.17309e-17, 0, 5.61554e-12, 0, 0, 0
0.29394, 0, 9.90597e-12, 0, 1.41421, -9.90597e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36401e-14, 0, 0, 9.31115e-17, 0, 9.88224e-12, 0, 0, 0
0.30183, 0, 1.72717e-11, 0, 1.41421, -1.72717e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12202e-14, 0, 0, 1.66269e-16, 0, 1.72303e-11, 0, 0, 0
0.309719, 0, 2.98383e-11, 0, 1.41421, -2.98383e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12166e-14, 0, 0, 2.94641e-16, 0, 2.97668e-11, 0, 0, 0
0.317609, 0, 5.10787e-11, 0, 1.41421, -5.10787e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21924e-13, 0, 0, 5.18298e-16, 0, 5.09562e-11, 0, 0, 0
0.325499, 0, 8.66473e-11, 0, 1.41421, -8.66473e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06853e-13, 0, 0, 9.05345e-16, 0, 8.64396e-11, 0, 0, 0
0.333389, 0, 1.45662e-10, 3.19496e-43, 1.41421, -1.45662e-10, 0, 3.19496e-43, 3.19496e-43, 3.19496e-43, 3.19496e-43, 3.19496e-43, 3.19496e-43, 3.19496e-43, 3.19496e-43, 3.47799e-13, 3.19496e-43, 3.19496e-43, 1.57097e-15, 3.19496e-43, 1.45313e-10, 3.19496e-43, 3.19496e-43, 3.19496e-43
0.341278, 0, 2.4268e-10, 5.53793e-42, 1.41421, -2.4268e-10, 0, 5.53793e-42, 5.53793e-42, 5.53793e-42, 5.53793e-42, 5.53793e-42, 5.53793e-42, 5.53793e-42, 5.53793e-42, 5.7958e-13, 5.53793e-42, 5.53793e-42, 2.70911e-15, 5.53793e-42, 2.42098e-10, 5.53793e-42, 5.53793e-42, 5.53793e-42
0.349168, 0, 4.00723e-10, 7.92953e-41, 1.41421, -4.00723e-10, 0, 7.92953e-41, 7.92953e-41, 7.92953e-41, 7.92953e-41, 7.92953e-41, 7.92953e-41, 7.92953e-41, 7.92953e-41, 9.573e-13, 7.92953e-41, 7.92953e-41, 4.64519e-15, 7.92953e-41, 3.99761e-10, 7.92953e-41, 7.92953e-41, 7.92953e-41
0.357058, 0, 6.55839e-10, 1.00568e-39, 1.41421, -6.55839e-10, 0, 1.00568e-39, 1.00568e-39, 1.00568e-39, 1.00568e-39, 1.00568e-39, 1.00568e-39, 1.00568e-39, 1.00568e-39, 1.56733e-12, 1.00568e-39, 1.00568e-39, 7.92372e-15, 1.00568e-39, 6.54264e-10, 1.00568e-39, 1.00568e-39, 1.00568e-39
0.364947, 0, 1.06394e-09, 1.14131e-38, 1.41421, -1.06394e-09, 0, 1.14131e-38, 1.14131e-38, 1.14131e-38, 1.14131e-38, 1.14131e-38, 1.14131e-38, 1.14131e-38, 1.14131e-38, 2.54379e-12, 1.14131e-38, 1.14131e-38, 1.34543e-14, 1.14131e-38, 1.06139e-09, 1.14131e-38, 1.14131e-38, 1.14131e-38
0.372837, 0, 1.71091e-09, 1.17107e-37, 1.41421, -1.71091e-09, 0, 1.17107e-37, 1.17107e-37, 1.17107e-37, 1.17107e-37, 1.17107e-37, 1.17107e-37, 1.17107e-37, 1.17107e-37, 4.09302e-12, 1.17107e-37, 1.17107e-37, 2.27544e-14, 1.17107e-37, 1.7068e-09, 1.17107e-37, 1.17107e-37, 1.17107e-37
0.380727, 0, 2.72742e-09, 1.09226e-36, 1.41421, -2.72742e-09, 0, 1.09226e-36, 1.09226e-36, 1.09226e-36, 1.09226e-36, 1.09226e-36, 1.09226e-36, 1.09226e-36, 1.09226e-36, 6.52954e-12, 1.09226e-36, 1.09226e-36, 3.83554e-14, 1.09226e-36, 2.72085e-09, 1.09226e-36, 1.09226e-36, 1.09226e-36
0.388617, 0, 4.31035e-09, 9.31633e-36, 1.41421, -4.31035e-09, 0, 9.31633e-36, 9.31633e-36, 9.31633e-36, 9.31633e-36, 9.31633e-36, 9.31633e-36, 9.31633e-36, 9.31633e-36, 1.03284e-11, 9.31633e-36, 9.31633e-36, 6.448e-14, 9.31633e-36, 4.29996e-09, 9.31633e-36, 9.31633e-36, 9.31633e-36
0.396506, 0, 6.75362e-09, 7.2965e-35, 1.41421, -6.75362e-09, 0, 7.2965e-35, 7.2965e-35, 7.2965e-35, 7.2965e-35, 7.2965e-35, 7.2965e-35, 7.2965e-35, 7.2965e-35, 1.62008e-11, 7.2965e-35, 7.2965e-35, 1.08177e-13, 7.2965e-35, 6.73731e-09, 7.2965e-35, 7.2965e-35, 7.2965e-35
0.404396, 0, 1.04918e-08, 5.27101e-34, 1.41421, -1.04918e-08, 0, 5.27101e-34, 5.27101e-34, 5.27101e-34, 5.27101e-34, 5.27101e-34, 5.27101e-34, 5.27101e-34, 5.27101e-34, 2.52019e-11, 5.27101e-34, 5.27101e-34, 1.81222e-13, 5.27101e-34, 1.04664e-08, 5.27101e-34, 5.27101e-34, 5.27101e-34
0.412286, 0, 1.61613e-08, 3.65745e-33, 1.41421, -1.61613e-08, 0, 3.65745e-33, 3.65745e-33, 3.65745e-33, 3.65745e-33, 3.65745e-33, 3.65745e-33, 3.65745e-33, 3.65745e-33, 3.8884e-11, 3.65745e-33, 3.65745e-33, 3.03296e-13, 3.65745e-33, 1.61221e-08, 3.65745e-33, 3.65745e-33, 3.65745e-33
0.420175, 0, 2.46858e-08, 2.16314e-32, 1.41421, -2.46858e-08, 0, 2.16314e-32, 2.16314e-32, 2.16314e-32, 2.16314e-32, 2.16314e-32, 2.16314e-32, 2.16314e-32, 2.16314e-32, 5.95112e-11, 2.16314e-32, 2.16314e-32, 5.07304e-13, 2.16314e-32, 2.46258e-08, 2.16314e-32, 2.16314e-32, 2.16314e-32
0.428065, 0, 3.73931e-08, 1.20333e-31, 1.41421, -3.73931e-08, 0, 1.20333e-31, 1.20333e-31, 1.20333e-31, 1.20333e-31, 1.20333e-31, 1.20333e-31, 1.20333e-31, 1.20333e-31, 9.03589e-11, 1.20333e-31, 1.20333e-31, 8.48245e-13, 1.20333e-31, 3.73019e-08, 1.20333e-31, 1.20333e-31, 1.20333e-31
0.435955, 0, 5.61746e-08, 6.63041e-31, 1.41421, -5.61746e-08, 0, 6.63041e-31, 6.63041e-31, 6.63041e-31, 6.63041e-31, 6.63041e-31, 6.63041e-31, 6.63041e-31, 6.63041e-31, 1.36127e-10, 6.63041e-31, 6.63041e-31, 1.41796e-12, 6.63041e-31, 5.6037e-08, 6.63041e-31, 6.63041e-31, 6.63041e-31
0.443845, 0, 8.36994e-08, 3.49856e-30, 1.41421, -8.36994e-08, 0, 3.49856e-30, 3.49856e-30, 3.49856e-30, 3.49856e-30, 3.49856e-30, 3.49856e-30, 3.49856e-30, 3.49856e-30, 2.03506e-10, 3.49856e-30, 3.49856e-30, 2.3695e-12, 3.49856e-30, 8.34935e-08, 3.49856e-30, 3.49856e-30, 3.49856e-30
0.451734, 0, 1.23702e-07, 1.74668e-29, 1.41421, -1.23702e-07, 0, 1.74668e-29, 1.74668e-29, 1.74668e-29, 1.74668e-29, 1.74668e-29, 1.74668e-29, 1.74668e-29, 1.74668e-29, 3.01953e-10, 1.74668e-29, 1.74668e-29, 3.95729e-12, 1.74668e-29, 1.23396e-07, 1.74668e-29, 1.74668e-29, 1.74668e-29
0.459624, 0, 1.81357e-07, 8.26569e-29, 1.41421, -1.81357e-07, 0, 8.26569e-29, 8.26569e-29, 8.26569e-29, 8.26569e-29, 8.26569e-29, 8.26569e-29, 8.26569e-29, 8.26569e-29, 4.44727e-10, 8.26569e-29, 8.26569e-29, 6.60264e-12, 8.26569e-29, 1.80906e-07, 8.26569e-29, 8.26569e-29, 8.26569e-29
0.467514, 0, 2.63776e-07, 3.76929e-28, 1.41421, -2.63776e-07, 0, 3.76929e-28, 3.76929e-28, 3.76929e-28, 3.76929e-28, 3.76929e-28, 3.76929e-28, 3.76929e-28, 3.76929e-28, 6.503e-10, 3.76929e-28, 3.76929e-28, 1.10002e-11, 3.76929e-28, 2.63115e-07, 3.76929e-28, 3.76929e-28, 3.76929e-28
0.475403, 0, 3.80641e-07, 1.64358e-27, 1.41421, -3.80641e-07, 0, 1.64358e-27, 1.64358e-27, 1.64358e-27, 1.64358e-27, 1.64358e-27, 1.64358e-27, 1.64358e-27, 1.64358e-27, 9.44211e-10, 1.64358e-27, 1.64358e-27, 1.8289e-11, 1.64358e-27, 3.79679e-07, 1.64358e-27, 1.64358e-27, 1.64358e-27
0.483293, 0, 5.45025e-07, 6.8345e-27, 1.41421, -5.45025e-07, 0, 6.8345e-27, 6.8345e-27, 6.8345e-27, 6.8345e-27, 6.8345e-27, 6.8345e-27, 6.8345e-27, 6.8345e-27, 1.36155e-09, 6.8345e-27, 6.8345e-27, 3.03254e-11, 6.8345e-27, 5.43633e-07, 6.8345e-27, 6.8345e-27, 6.8345e-27
0.491183, 0, 7.7442e-07, 2.71314e-26, 1.41421, -7.7442e-07, 0, 2.71314e-26, 2.71314e-26, 2.71314e-26, 2.71314e-26, 2.71314e-26, 2.71314e-26, 2.71314e-26, 2.71314e-26, 1.9502e-09, 2.71314e-26, 2.71314e-26, 5.01143e-11, 2.71314e-26, 7.7242e-07, 2.71314e-26, 2.71314e-26, 2.71314e-26
0.499073, 0, 1.09205e-06, 1.02958e-25, 1.41421, -1.09205e-06, 0, 1.02958e-25, 1.02958e-25, 1.02958e-25, 1.02958e-25, 1.02958e-25, 4.13747e-12, 1.02958e-25, 1.02958e-25, 2.77508e-09, 1.02958e-25, 1.02958e-25, 8.24847e-11, 1.02958e-25, 1.08918e-06, 1.02958e-25, 1.02958e-25, 1.02958e-25
0.506962, 0, 1.52844e-06, 3.74186e-25, 1.41421, -1.52844e-06, 0, 3.74186e-25, 3.74186e-25, 3.74186e-25, 3.74186e-25, 3.74186e-25, 1.45553e-11, 3.74186e-25, 3.74186e-25, 3.92366e-09, 3.74186e-25, 3.74186e-25, 1.35134e-10, 3.74186e-25, 1.52437e-06, 3.74186e-25, 3.74186e-25, 3.74186e-25
0.514852, 0, 2.12802e-06, 2.12614e-10, 1.41421, -2.12802e-06, 2.12614e-10, 2.12647e-10, 2.12754e-10, 1.35386e-09, 2.46645e-10, 3.13045e-10, 5.21783e-10, 3.21482e-10, 2.3579e-09, 5.72588e-09, 2.13497e-10, 2.17208e-10, 4.32912e-10, 2.12619e-10, 2.11839e-06, 2.12614e-10, 2.12614e-10, 2.5581e-10
0.522742, 0, 2.94155e-06, 7.56336e-10, 1.41421, -2.94155e-06, 7.56336e-10, 7.56427e-10, 7.56726e-10, 3.93974e-09, 8.51262e-10, 1.03648e-09, 1.60392e-09, 1.06001e-09, 6.74044e-09, 8.45575e-09, 7.58799e-10, 7.69152e-10, 1.11332e-09, 7.56351e-10, 2.92266e-06, 7.56336e-10, 7.56336e-10, 8.76829e-10
0.530631, 0, 4.04356e-06, 2.10442e-09, 1.41421, -4.04356e-06, 2.10442e-09, 2.10465e-09, 2.10541e-09, 1.0216e-08, 2.3463e-09, 2.81825e-09, 4.24401e-09, 2.87821e-09, 1.73523e-08, 1.27925e-08, 2.1107e-09, 2.13707e-09, 2.67933e-09, 2.10446e-09, 4.00472e-06, 2.10442e-09, 2.10442e-09, 2.41145e-09
0.538521, 0, 5.53384e-06, 5.35114e-09, 1.41421, -5.53384e-06, 5.35114e-09, 5.35171e-09, 5.35355e-09, 2.50284e-08, 5.9379e-09, 7.08277e-09, 1.0507e-08, 7.22824e-09, 4.23402e-08, 2.01008e-08, 5.36637e-09, 5.43036e-09, 6.2709e-09, 5.35123e-09, 5.45131e-06, 5.35114e-09, 5.35114e-09, 6.09594e-09
0.546411, 0, 7.55322e-06, 1.29576e-08, 1.41421, -7.55322e-06, 1.29576e-08, 1.29589e-08, 1.29633e-08, 5.90521e-08, 1.43321e-08, 1.7014e-08, 2.49664e-08, 1.73548e-08, 9.96052e-08, 3.31943e-08, 1.29933e-08, 1.31432e-08, 1.44189e-08, 1.29578e-08, 7.37497e-06, 1.29576e-08, 1.29576e-08, 1.47023e-08
0.5543, 0, 1.031e-05, 3.03017e-08, 1.41421, -1.031e-05, 3.03017e-08, 3.03047e-08, 3.03146e-08, 1.3514e-07, 3.34279e-08, 3.95276e-08, 5.89296e-08, 4.03027e-08, 2.27375e-07, 5.79078e-08, 3.03829e-08, 3.07238e-08, 3.26065e-08, 3.03022e-08, 9.92267e-06, 3.03017e-08, 3.03017e-08, 3.42699e-08
0.56219, 0, 1.41234e-05, 6.88102e-08, 1.41421, -1.41234e-05, 6.88102e-08, 6.88168e-08, 6.88386e-08, 3.00857e-07, 7.57296e-08, 8.92306e-08, 1.33845e-07, 9.09461e-08, 5.05007e-07, 1.06256e-07, 6.89898e-08, 6.97444e-08, 7.24184e-08, 6.88113e-08, 1.32897e-05, 6.88102e-08, 6.88102e-08, 7.75933e-08
0.57008, 0, 1.95288e-05, 1.52073e-07, 1.41421, -1.95288e-05, 1.52073e-07, 1.52087e-07, 1.52134e-07, 6.52414e-07, 1.66993e-07, 1.96104e-07, 3.1385e-07, 1.99803e-07, 1.09261e-06, 2.02582e-07, 1.5246e-07, 1.54087e-07, 1.57679e-07, 1.52075e-07, 1.77419e-05, 1.52073e-07, 1.52073e-07, 1.71011e-07
