   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_218.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0948047, 0, 6.86405e-18, 0, 1.41421, -6.86405e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32226e-20, 0, 0, 1.33966e-22, 0, 1.53363e-22, 0, 6.85054e-18, 0, 0, 0
0.102689, 0, 1.41564e-17, 0, 1.41421, -1.41564e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72701e-20, 0, 0, 2.80814e-22, 0, 3.21672e-22, 0, 1.41285e-17, 0, 0, 0
0.110574, 0, 2.88815e-17, 0, 1.41421, -2.88815e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56357e-20, 0, 0, 5.82407e-22, 0, 6.67494e-22, 0, 2.88246e-17, 0, 0, 0
0.118459, 0, 5.83035e-17, 0, 1.41421, -5.83035e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12313e-19, 0, 0, 1.19546e-21, 0, 1.37076e-21, 0, 5.81887e-17, 0, 0, 0
0.126343, 0, 1.1649e-16, 0, 1.41421, -1.1649e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.244e-19, 0, 0, 2.4292e-21, 0, 2.78668e-21, 0, 1.16261e-16, 0, 0, 0
0.134228, 0, 2.3317e-16, 0, 1.41421, -2.3317e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49166e-19, 0, 0, 4.96483e-21, 0, 5.69936e-21, 0, 2.3271e-16, 0, 0, 0
0.142112, 0, 4.56021e-16, 0, 1.41421, -4.56021e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.78451e-19, 0, 0, 9.87785e-21, 0, 1.13457e-20, 0, 4.55121e-16, 0, 0, 0
0.149997, 0, 8.83376e-16, 0, 1.41421, -8.83376e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70168e-18, 0, 0, 1.94712e-20, 0, 2.23797e-20, 0, 8.81632e-16, 0, 0, 0
0.157881, 0, 1.6952e-15, 0, 1.41421, -1.6952e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26553e-18, 0, 0, 3.80332e-20, 0, 4.3749e-20, 0, 1.69186e-15, 0, 0, 0
0.165766, 0, 3.22313e-15, 0, 1.41421, -3.22313e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2088e-18, 0, 0, 7.36279e-20, 0, 8.47734e-20, 0, 3.21676e-15, 0, 0, 0
0.173651, 0, 6.07254e-15, 0, 1.41421, -6.07254e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16977e-17, 0, 0, 1.41285e-19, 0, 1.62857e-19, 0, 6.06054e-15, 0, 0, 0
0.181535, 0, 1.13384e-14, 0, 1.41421, -1.13384e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18415e-17, 0, 0, 2.68771e-19, 0, 3.10228e-19, 0, 1.1316e-14, 0, 0, 0
0.18942, 0, 2.09834e-14, 0, 1.41421, -2.09834e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04207e-17, 0, 0, 5.0694e-19, 0, 5.86077e-19, 0, 2.09419e-14, 0, 0, 0
0.197304, 0, 3.84932e-14, 0, 1.41421, -3.84932e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.41499e-17, 0, 0, 9.48168e-19, 0, 1.09823e-18, 0, 3.8417e-14, 0, 0, 0
0.205189, 0, 7.00035e-14, 0, 1.41421, -7.00035e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34848e-16, 0, 0, 1.75882e-18, 0, 2.04156e-18, 0, 6.98649e-14, 0, 0, 0
0.213074, 0, 1.26218e-13, 0, 1.41421, -1.26218e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43133e-16, 0, 0, 3.23605e-18, 0, 3.76546e-18, 0, 1.25968e-13, 0, 0, 0
0.220958, 0, 2.25643e-13, 0, 1.41421, -2.25643e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34656e-16, 0, 0, 5.90635e-18, 0, 6.89159e-18, 0, 2.25195e-13, 0, 0, 0
0.228843, 0, 3.99997e-13, 0, 1.41421, -3.99997e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.70515e-16, 0, 0, 1.06951e-17, 0, 1.25177e-17, 0, 3.99203e-13, 0, 0, 0
0.236727, 0, 7.03164e-13, 0, 1.41421, -7.03164e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35451e-15, 0, 0, 1.92164e-17, 0, 2.25678e-17, 0, 7.01768e-13, 0, 0, 0
0.244612, 0, 1.22588e-12, 0, 1.41421, -1.22588e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36145e-15, 0, 0, 3.42636e-17, 0, 4.03917e-17, 0, 1.22345e-12, 0, 0, 0
0.252497, 0, 2.11964e-12, 0, 1.41421, -2.11964e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08316e-15, 0, 0, 6.06363e-17, 0, 7.17765e-17, 0, 2.11542e-12, 0, 0, 0
0.260381, 0, 3.63511e-12, 0, 1.41421, -3.63511e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00264e-15, 0, 0, 1.06521e-16, 0, 1.26654e-16, 0, 3.62788e-12, 0, 0, 0
0.268266, 0, 6.18358e-12, 0, 1.41421, -6.18358e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19124e-14, 0, 0, 1.85788e-16, 0, 2.21954e-16, 0, 6.17126e-12, 0, 0, 0
0.27615, 0, 1.04341e-11, 0, 1.41421, -1.04341e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01016e-14, 0, 0, 3.21783e-16, 0, 3.86358e-16, 0, 1.04133e-11, 0, 0, 0
0.284035, 0, 1.74653e-11, 0, 1.41421, -1.74653e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36495e-14, 0, 0, 5.53562e-16, 0, 6.68142e-16, 0, 1.74305e-11, 0, 0, 0
0.291919, 0, 2.90022e-11, 0, 1.41421, -2.90022e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58813e-14, 0, 0, 9.46086e-16, 0, 1.14811e-15, 0, 2.89442e-11, 0, 0, 0
0.299804, 0, 4.77786e-11, 0, 1.41421, -4.77786e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20696e-14, 0, 0, 1.60684e-15, 0, 1.96077e-15, 0, 4.7683e-11, 0, 0, 0
0.307689, 0, 7.80914e-11, 0, 1.41421, -7.80914e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50503e-13, 0, 0, 2.71282e-15, 0, 3.32884e-15, 0, 7.79349e-11, 0, 0, 0
0.315573, 0, 1.26637e-10, 1.82169e-43, 1.41421, -1.26637e-10, 0, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 2.44108e-13, 1.82169e-43, 1.82169e-43, 4.55433e-15, 1.82169e-43, 5.61948e-15, 1.82169e-43, 1.26383e-10, 1.82169e-43, 1.82169e-43, 1.82169e-43
0.323458, 0, 2.0376e-10, 3.22579e-42, 1.41421, -2.0376e-10, 0, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.22579e-42, 3.92864e-13, 3.22579e-42, 3.22579e-42, 7.6058e-15, 3.22579e-42, 9.43526e-15, 3.22579e-42, 2.0335e-10, 3.22579e-42, 3.22579e-42, 3.22579e-42
0.331342, 0, 3.25312e-10, 4.71929e-41, 1.41421, -3.25312e-10, 0, 4.71929e-41, 4.71929e-41, 4.71929e-41, 4.71929e-41, 4.71929e-41, 4.71929e-41, 4.71929e-41, 4.71929e-41, 4.71929e-41, 4.71929e-41, 4.71929e-41, 6.27408e-13, 4.71929e-41, 4.71929e-41, 1.26404e-14, 4.71929e-41, 1.57617e-14, 4.71929e-41, 3.24656e-10, 4.71929e-41, 4.71929e-41, 4.71929e-41
0.339227, 0, 5.1537e-10, 6.11838e-40, 1.41421, -5.1537e-10, 0, 6.11838e-40, 6.11838e-40, 6.11838e-40, 6.11838e-40, 6.11838e-40, 6.11838e-40, 6.11838e-40, 6.11838e-40, 6.11838e-40, 6.11838e-40, 6.11838e-40, 9.9433e-13, 6.11838e-40, 6.11838e-40, 2.09155e-14, 6.11838e-40, 2.62053e-14, 6.11838e-40, 5.14329e-10, 6.11838e-40, 6.11838e-40, 6.11838e-40
0.347112, 0, 8.10202e-10, 7.09077e-39, 1.41421, -8.10202e-10, 0, 7.09077e-39, 7.09077e-39, 7.09077e-39, 7.09077e-39, 7.09077e-39, 7.09077e-39, 7.09077e-39, 7.09077e-39, 7.09077e-39, 7.09077e-39, 7.09077e-39, 1.56389e-12, 7.09077e-39, 7.09077e-39, 3.44723e-14, 7.09077e-39, 4.33779e-14, 7.09077e-39, 8.0856e-10, 7.09077e-39, 7.09077e-39, 7.09077e-39
0.354996, 0, 1.26399e-09, 7.41844e-38, 1.41421, -1.26399e-09, 0, 7.41844e-38, 7.41844e-38, 7.41844e-38, 7.41844e-38, 7.41844e-38, 7.41844e-38, 7.41844e-38, 7.41844e-38, 7.41844e-38, 7.41844e-38, 7.41844e-38, 2.44121e-12, 7.41844e-38, 7.41844e-38, 5.66228e-14, 7.41844e-38, 7.15179e-14, 7.41844e-38, 1.26142e-09, 7.41844e-38, 7.41844e-38, 7.41844e-38
0.362881, 0, 1.95697e-09, 7.04028e-37, 1.41421, -1.95697e-09, 0, 7.04028e-37, 7.04028e-37, 7.04028e-37, 7.04028e-37, 7.04028e-37, 7.04028e-37, 7.04028e-37, 7.04028e-37, 7.04028e-37, 7.04028e-37, 7.04028e-37, 3.78226e-12, 7.04028e-37, 7.04028e-37, 9.27367e-14, 7.04028e-37, 1.1749e-13, 7.04028e-37, 1.95297e-09, 7.04028e-37, 7.04028e-37, 7.04028e-37
0.370765, 0, 3.00701e-09, 6.10215e-36, 1.41421, -3.00701e-09, 0, 6.10215e-36, 6.10215e-36, 6.10215e-36, 6.10215e-36, 6.10215e-36, 6.10215e-36, 6.10215e-36, 6.10215e-36, 6.10215e-36, 6.10215e-36, 6.10215e-36, 5.81672e-12, 6.10215e-36, 6.10215e-36, 1.51521e-13, 6.10215e-36, 1.92404e-13, 6.10215e-36, 3.00085e-09, 6.10215e-36, 6.10215e-36, 6.10215e-36
0.37865, 0, 4.58582e-09, 4.85019e-35, 1.41421, -4.58582e-09, 0, 4.85019e-35, 4.85019e-35, 4.85019e-35, 4.85019e-35, 4.85019e-35, 4.85019e-35, 4.85019e-35, 4.85019e-35, 4.85019e-35, 4.85019e-35, 4.85019e-35, 8.88008e-12, 4.85019e-35, 4.85019e-35, 2.47101e-13, 4.85019e-35, 3.14219e-13, 4.85019e-35, 4.57637e-09, 4.85019e-35, 4.85019e-35, 4.85019e-35
0.386535, 0, 6.9414e-09, 3.55083e-34, 1.41421, -6.9414e-09, 0, 3.55083e-34, 3.55083e-34, 3.55083e-34, 3.55083e-34, 3.55083e-34, 3.55083e-34, 3.55083e-34, 3.55083e-34, 3.55083e-34, 3.55083e-34, 3.55083e-34, 1.34586e-11, 3.55083e-34, 3.55083e-34, 4.0239e-13, 3.55083e-34, 5.11959e-13, 3.55083e-34, 6.92703e-09, 3.55083e-34, 3.55083e-34, 3.55083e-34
0.394419, 0, 1.04292e-08, 2.44807e-33, 1.41421, -1.04292e-08, 0, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.44807e-33, 2.02519e-11, 2.44807e-33, 2.44807e-33, 6.54581e-13, 2.44807e-33, 8.32509e-13, 2.44807e-33, 1.04074e-08, 2.44807e-33, 2.44807e-33, 2.44807e-33
0.402304, 0, 1.55541e-08, 1.49708e-32, 1.41421, -1.55541e-08, 0, 1.49708e-32, 1.49708e-32, 1.49708e-32, 1.49708e-32, 1.49708e-32, 1.49708e-32, 1.49708e-32, 1.49708e-32, 1.49708e-32, 1.49708e-32, 1.49708e-32, 3.02589e-11, 1.49708e-32, 1.49708e-32, 1.06403e-12, 1.49708e-32, 1.35156e-12, 1.49708e-32, 1.55215e-08, 1.49708e-32, 1.49708e-32, 1.49708e-32
0.410188, 0, 2.3028e-08, 9.13167e-32, 1.41421, -2.3028e-08, 0, 9.13167e-32, 9.13167e-32, 9.13167e-32, 9.13167e-32, 9.13167e-32, 9.13167e-32, 9.13167e-32, 9.13167e-32, 9.13167e-32, 9.13167e-32, 9.13167e-32, 4.48957e-11, 9.13167e-32, 9.13167e-32, 1.72866e-12, 9.13167e-32, 2.19122e-12, 9.13167e-32, 2.29791e-08, 9.13167e-32, 9.13167e-32, 9.13167e-32
0.418073, 0, 3.38459e-08, 5.01149e-31, 1.41421, -3.38459e-08, 0, 5.01149e-31, 5.01149e-31, 5.01149e-31, 5.01149e-31, 5.01149e-31, 5.01149e-31, 5.01149e-31, 5.01149e-31, 5.01149e-31, 5.01149e-31, 5.01149e-31, 6.61559e-11, 5.01149e-31, 5.01149e-31, 2.80718e-12, 5.01149e-31, 3.54834e-12, 5.01149e-31, 3.37734e-08, 5.01149e-31, 5.01149e-31, 5.01149e-31
0.425957, 0, 4.93879e-08, 2.66582e-30, 1.41421, -4.93879e-08, 0, 2.66582e-30, 2.66582e-30, 2.66582e-30, 2.66582e-30, 2.66582e-30, 2.66582e-30, 2.66582e-30, 2.66582e-30, 2.66582e-30, 2.66582e-30, 2.66582e-30, 9.68256e-11, 2.66582e-30, 2.66582e-30, 4.55637e-12, 2.66582e-30, 5.73962e-12, 2.66582e-30, 4.92807e-08, 2.66582e-30, 2.66582e-30, 2.66582e-30
0.433842, 0, 7.15529e-08, 1.34681e-29, 1.41421, -7.15529e-08, 0, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.34681e-29, 1.40775e-10, 1.34681e-29, 1.34681e-29, 7.39086e-12, 1.34681e-29, 9.27373e-12, 1.34681e-29, 7.13954e-08, 1.34681e-29, 1.34681e-29, 1.34681e-29
0.441727, 0, 1.02933e-07, 6.42407e-29, 1.41421, -1.02933e-07, 0, 6.42407e-29, 6.42407e-29, 6.42407e-29, 6.42407e-29, 6.42407e-29, 6.42407e-29, 6.42407e-29, 6.42407e-29, 6.42407e-29, 6.42407e-29, 6.42407e-29, 2.0334e-10, 6.42407e-29, 6.42407e-29, 1.1978e-11, 6.42407e-29, 1.49649e-11, 6.42407e-29, 1.02702e-07, 6.42407e-29, 6.42407e-29, 6.42407e-29
0.449611, 0, 1.47037e-07, 2.94584e-28, 1.41421, -1.47037e-07, 0, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.94584e-28, 2.91839e-10, 2.94584e-28, 2.94584e-28, 1.93878e-11, 2.94584e-28, 2.4112e-11, 2.94584e-28, 1.46701e-07, 2.94584e-28, 2.94584e-28, 2.94584e-28
0.457496, 0, 2.08584e-07, 2.29689e-27, 1.41421, -2.08584e-07, 0, 2.29689e-27, 2.29689e-27, 2.29689e-27, 2.29689e-27, 2.29689e-27, 2.29689e-27, 2.29689e-27, 2.29689e-27, 2.29689e-27, 2.29689e-27, 2.29689e-27, 4.16249e-10, 2.29689e-27, 2.29689e-27, 3.13492e-11, 2.29689e-27, 3.87946e-11, 2.29689e-27, 2.08098e-07, 2.29689e-27, 2.29689e-27, 2.29689e-27
0.46538, 0, 2.9386e-07, 9.17815e-27, 1.41421, -2.9386e-07, 0, 9.17815e-27, 9.17815e-27, 9.17815e-27, 9.17815e-27, 9.17815e-27, 9.17815e-27, 9.17815e-27, 9.17815e-27, 9.17815e-27, 9.17815e-27, 9.17815e-27, 5.90054e-10, 9.17815e-27, 9.17815e-27, 5.05437e-11, 9.17815e-27, 6.22406e-11, 9.17815e-27, 2.93158e-07, 9.17815e-27, 9.17815e-27, 9.17815e-27
0.473265, 0, 4.11195e-07, 3.50335e-26, 1.41421, -4.11195e-07, 0, 3.50335e-26, 3.50335e-26, 3.50335e-26, 3.50335e-26, 3.50335e-26, 3.50335e-26, 3.50335e-26, 3.50335e-26, 3.91408e-12, 3.50335e-26, 3.50335e-26, 8.31441e-10, 3.50335e-26, 3.50335e-26, 8.12735e-11, 3.50335e-26, 9.95758e-11, 3.50335e-26, 4.10179e-07, 3.50335e-26, 3.50335e-26, 3.50335e-26
0.48115, 0, 5.71519e-07, 1.27969e-25, 1.41421, -5.71519e-07, 0, 1.27969e-25, 1.27969e-25, 1.27969e-25, 1.27969e-25, 1.27969e-25, 1.27969e-25, 1.27969e-25, 1.27969e-25, 1.34341e-11, 1.27969e-25, 1.27969e-25, 1.16474e-09, 1.27969e-25, 1.27969e-25, 1.30269e-10, 1.27969e-25, 1.58768e-10, 1.27969e-25, 5.70052e-07, 1.27969e-25, 1.27969e-25, 1.27969e-25
0.489034, 0, 7.8909e-07, 4.51125e-25, 1.41421, -7.8909e-07, 0, 4.51125e-25, 4.51125e-25, 4.51125e-25, 4.51125e-25, 4.51125e-25, 4.51125e-25, 4.51125e-25, 4.51125e-25, 3.58805e-11, 4.51125e-25, 4.51125e-25, 1.62233e-09, 4.51125e-25, 4.51125e-25, 2.08025e-10, 4.51125e-25, 2.52142e-10, 4.51125e-25, 7.86971e-07, 4.51125e-25, 4.51125e-25, 4.51125e-25
0.496919, 0, 1.0846e-06, 1.34074e-10, 1.41421, -1.0846e-06, 1.34074e-10, 1.3408e-10, 1.34153e-10, 1.34084e-10, 4.76989e-10, 1.46013e-10, 1.36475e-10, 2.25379e-10, 1.34402e-10, 4.03317e-10, 6.85839e-10, 9.2176e-10, 2.3812e-09, 1.36919e-10, 1.35262e-10, 4.64866e-10, 1.34116e-10, 5.3267e-10, 1.34074e-10, 1.07954e-06, 1.34074e-10, 1.34074e-10, 1.58023e-10
0.504803, 0, 1.4827e-06, 4.59241e-10, 1.41421, -1.4827e-06, 4.59241e-10, 4.59262e-10, 4.59514e-10, 4.59278e-10, 1.63026e-09, 5.00013e-10, 4.67443e-10, 7.71038e-10, 4.60363e-10, 1.28298e-09, 2.34346e-09, 3.1491e-09, 3.55478e-09, 4.68959e-10, 4.633e-10, 9.82843e-10, 4.6023e-10, 1.0861e-09, 4.59243e-10, 1.47142e-06, 4.59241e-10, 4.59241e-10, 5.41027e-10
0.512688, 0, 2.01803e-06, 1.22293e-09, 1.41421, -2.01803e-06, 1.22293e-09, 1.22299e-09, 1.22366e-09, 1.22303e-09, 4.33666e-09, 1.33135e-09, 1.24474e-09, 2.052e-09, 1.22592e-09, 3.32904e-09, 6.23306e-09, 8.37527e-09, 5.46437e-09, 1.24877e-09, 1.23373e-09, 2.04749e-09, 1.22628e-09, 2.20312e-09, 1.22294e-09, 1.99338e-06, 1.22293e-09, 1.22293e-09, 1.4404e-09
0.520572, 0, 2.73813e-06, 2.97e-09, 1.41421, -2.73813e-06, 2.97e-09, 2.97013e-09, 2.97176e-09, 2.97023e-09, 1.05254e-08, 3.23306e-09, 3.02292e-09, 4.98171e-09, 2.97724e-09, 7.9698e-09, 1.5127e-08, 2.0325e-08, 8.75096e-09, 3.0327e-09, 2.99618e-09, 4.26134e-09, 2.97911e-09, 4.49301e-09, 2.97001e-09, 2.6845e-06, 2.97e-09, 2.97e-09, 3.49768e-09
0.528457, 0, 3.71121e-06, 6.86897e-09, 1.41421, -3.71121e-06, 6.86897e-09, 6.86928e-09, 6.87303e-09, 6.86951e-09, 2.43343e-08, 7.47707e-09, 6.9913e-09, 1.15193e-08, 6.8857e-09, 1.82416e-08, 3.49715e-08, 4.69874e-08, 1.47075e-08, 7.0139e-09, 6.9295e-09, 8.87955e-09, 6.89158e-09, 9.21936e-09, 6.869e-09, 3.5951e-06, 6.86897e-09, 6.86897e-09, 8.08878e-09
0.536342, 0, 5.0398e-06, 1.53645e-08, 1.41421, -5.0398e-06, 1.53645e-08, 1.53652e-08, 1.53735e-08, 1.53657e-08, 5.44188e-08, 1.67242e-08, 1.5638e-08, 2.57631e-08, 1.54019e-08, 4.08363e-08, 7.82046e-08, 1.05074e-07, 2.59385e-08, 1.56885e-08, 1.54998e-08, 1.84757e-08, 1.54175e-08, 1.89694e-08, 1.53645e-08, 4.79012e-06, 1.53645e-08, 1.53645e-08, 1.80921e-08
0.544226, 0, 6.88825e-06, 3.34449e-08, 1.41421, -6.88825e-06, 3.34449e-08, 3.34464e-08, 3.34647e-08, 3.34476e-08, 1.18438e-07, 3.64042e-08, 3.40402e-08, 5.60754e-08, 3.35264e-08, 9.23841e-08, 1.70203e-07, 2.28677e-07, 4.76371e-08, 3.41502e-08, 3.37395e-08, 3.82285e-08, 3.35649e-08, 3.89289e-08, 3.34451e-08, 6.35452e-06, 3.34449e-08, 3.34449e-08, 3.9381e-08
0.552111, 0, 9.55888e-06, 7.10363e-08, 1.41421, -9.55888e-06, 7.10363e-08, 7.10395e-08, 7.10783e-08, 7.10419e-08, 2.51526e-07, 7.73204e-08, 7.23005e-08, 1.19094e-07, 7.12092e-08, 2.37549e-07, 3.61452e-07, 4.85626e-07, 8.99896e-08, 7.2534e-08, 7.16618e-08, 7.83428e-08, 7.12997e-08, 7.93143e-08, 7.10366e-08, 8.40152e-06, 7.10363e-08, 7.10363e-08, 8.3642e-08
0.559995, 0, 1.35197e-05, 1.47398e-07, 1.41421, -1.35197e-05, 1.47398e-07, 1.47405e-07, 1.47485e-07, 1.47409e-07, 5.2184e-07, 1.60435e-07, 1.50021e-07, 2.47097e-07, 1.47757e-07, 5.48356e-07, 7.49892e-07, 1.0075e-06, 1.72584e-07, 1.50505e-07, 1.48696e-07, 1.58483e-07, 1.47961e-07, 1.59794e-07, 1.47399e-07, 1.10861e-05, 1.47398e-07, 1.47398e-07, 1.7355e-07
0.56788, 0, 1.96218e-05, 2.98971e-07, 1.41421, -1.96218e-05, 2.98971e-07, 2.98985e-07, 2.99148e-07, 2.98995e-07, 1.05833e-06, 3.2541e-07, 3.0429e-07, 5.01158e-07, 2.99699e-07, 1.2013e-06, 1.52081e-06, 2.04323e-06, 3.32277e-07, 3.05273e-07, 3.01603e-07, 3.1568e-07, 3.00147e-07, 3.17386e-07, 2.98973e-07, 1.46275e-05, 2.98971e-07, 2.98971e-07, 3.52006e-07
