   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_131.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.258394, 0, 6.6516e-25, 0, 1.41421, -6.6516e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16454e-27, 0, 0, 4.70456e-30, 0, 0, 6.61991e-25, 0, 0
0.266283, 0, 3.99088e-24, 0, 1.41421, -3.99088e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89869e-26, 0, 0, 2.82987e-29, 0, 0, 3.97186e-24, 0, 0
0.274173, 0, 2.18847e-23, 0, 1.41421, -2.18847e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04118e-25, 0, 0, 1.55625e-28, 0, 0, 2.17804e-23, 0, 0
0.282062, 0, 1.29954e-22, 0, 1.41421, -1.29954e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.18266e-25, 0, 0, 9.29113e-28, 0, 0, 1.29335e-22, 0, 0
0.289951, 0, 6.04101e-22, 0, 1.41421, -6.04101e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87405e-24, 0, 0, 4.33378e-27, 0, 0, 6.01222e-22, 0, 0
0.29784, 0, 2.66551e-21, 0, 1.41421, -2.66551e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26813e-23, 0, 0, 1.91928e-26, 0, 0, 2.65281e-21, 0, 0
0.305729, 0, 1.12139e-20, 0, 1.41421, -1.12139e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.33509e-23, 0, 0, 8.10668e-26, 0, 0, 1.11605e-20, 0, 0
0.313618, 0, 4.51864e-20, 0, 1.41421, -4.51864e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14977e-22, 0, 0, 3.28126e-25, 0, 0, 4.49711e-20, 0, 0
0.321507, 0, 1.74733e-19, 0, 1.41421, -1.74733e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.31303e-22, 0, 0, 1.27497e-24, 0, 0, 1.739e-19, 0, 0
0.329396, 0, 6.50084e-19, 0, 1.41421, -6.50084e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09282e-21, 0, 0, 4.76806e-24, 0, 0, 6.46986e-19, 0, 0
0.337285, 0, 2.33189e-18, 0, 1.41421, -2.33189e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10941e-20, 0, 0, 1.71986e-23, 0, 0, 2.32077e-18, 0, 0
0.345174, 0, 8.07916e-18, 0, 1.41421, -8.07916e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8437e-20, 0, 0, 5.99436e-23, 0, 0, 8.04067e-18, 0, 0
0.353063, 0, 2.70777e-17, 0, 1.41421, -2.70777e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28822e-19, 0, 0, 2.02193e-22, 0, 0, 2.69486e-17, 0, 0
0.360952, 0, 8.79041e-17, 0, 1.41421, -8.79041e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.182e-19, 0, 0, 6.60911e-22, 0, 0, 8.74853e-17, 0, 0
0.368841, 0, 2.76741e-16, 0, 1.41421, -2.76741e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31656e-18, 0, 0, 2.09605e-21, 0, 0, 2.75423e-16, 0, 0
0.376731, 0, 8.45767e-16, 0, 1.41421, -8.45767e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02351e-18, 0, 0, 6.45662e-21, 0, 0, 8.41737e-16, 0, 0
0.38462, 0, 2.51155e-15, 0, 1.41421, -2.51155e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19476e-17, 0, 0, 1.93363e-20, 0, 0, 2.49958e-15, 0, 0
0.392509, 0, 7.30567e-15, 0, 1.41421, -7.30567e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47511e-17, 0, 0, 5.68226e-20, 0, 0, 7.27086e-15, 0, 0
0.400398, 0, 2.05064e-14, 0, 1.41421, -2.05064e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.75366e-17, 0, 0, 1.61052e-19, 0, 0, 2.04087e-14, 0, 0
0.408287, 0, 5.60705e-14, 0, 1.41421, -5.60705e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6667e-16, 0, 0, 4.44987e-19, 0, 0, 5.58034e-14, 0, 0
0.416176, 0, 1.49436e-13, 0, 1.41421, -1.49436e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10637e-16, 0, 0, 1.19945e-18, 0, 0, 1.48724e-13, 0, 0
0.424065, 0, 3.88412e-13, 9.10844e-44, 1.41421, -3.88412e-13, 0, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 1.84684e-15, 9.10844e-44, 9.10844e-44, 3.15619e-18, 9.10844e-44, 9.10844e-44, 3.86562e-13, 9.10844e-44, 9.10844e-44
0.431954, 0, 9.85066e-13, 1.93099e-42, 1.41421, -9.85066e-13, 0, 1.93099e-42, 1.93099e-42, 1.93099e-42, 1.93099e-42, 1.93099e-42, 1.93099e-42, 1.93099e-42, 1.93099e-42, 4.6831e-15, 1.93099e-42, 1.93099e-42, 8.11304e-18, 1.93099e-42, 1.93099e-42, 9.80375e-13, 1.93099e-42, 1.93099e-42
0.439843, 0, 2.43875e-12, 3.25704e-41, 1.41421, -2.43875e-12, 0, 3.25704e-41, 3.25704e-41, 3.25704e-41, 3.25704e-41, 3.25704e-41, 3.25704e-41, 3.25704e-41, 3.25704e-41, 1.1592e-14, 3.25704e-41, 3.25704e-41, 2.03865e-17, 3.25704e-41, 3.25704e-41, 2.42714e-12, 3.25704e-41, 3.25704e-41
0.447732, 0, 5.89637e-12, 4.74924e-40, 1.41421, -5.89637e-12, 0, 4.74924e-40, 4.74924e-40, 4.74924e-40, 4.74924e-40, 4.74924e-40, 4.74924e-40, 4.74924e-40, 4.74924e-40, 2.80216e-14, 4.74924e-40, 4.74924e-40, 5.01151e-17, 4.74924e-40, 4.74924e-40, 5.8683e-12, 4.74924e-40, 4.74924e-40
0.455621, 0, 1.39279e-11, 6.17156e-39, 1.41421, -1.39279e-11, 0, 6.17156e-39, 6.17156e-39, 6.17156e-39, 6.17156e-39, 6.17156e-39, 6.17156e-39, 6.17156e-39, 6.17156e-39, 6.61764e-14, 6.17156e-39, 6.17156e-39, 1.20625e-16, 6.17156e-39, 6.17156e-39, 1.38616e-11, 6.17156e-39, 6.17156e-39
0.46351, 0, 3.21535e-11, 7.23121e-38, 1.41421, -3.21535e-11, 0, 7.23121e-38, 7.23121e-38, 7.23121e-38, 7.23121e-38, 7.23121e-38, 7.23121e-38, 7.23121e-38, 7.23121e-38, 1.5274e-13, 7.23121e-38, 7.23121e-38, 2.84571e-16, 7.23121e-38, 7.23121e-38, 3.20005e-11, 7.23121e-38, 7.23121e-38
0.4714, 0, 7.25704e-11, 7.67723e-37, 1.41421, -7.25704e-11, 0, 7.67723e-37, 7.67723e-37, 7.67723e-37, 7.67723e-37, 7.67723e-37, 7.67723e-37, 7.67723e-37, 7.67723e-37, 3.44663e-13, 7.67723e-37, 7.67723e-37, 6.58796e-16, 7.67723e-37, 7.67723e-37, 7.22251e-11, 7.67723e-37, 7.67723e-37
0.479289, 0, 1.60186e-10, 7.44411e-36, 1.41421, -1.60186e-10, 0, 7.44411e-36, 7.44411e-36, 7.44411e-36, 7.44411e-36, 7.44411e-36, 7.44411e-36, 7.44411e-36, 7.44411e-36, 7.6065e-13, 7.44411e-36, 7.44411e-36, 1.49887e-15, 7.44411e-36, 7.44411e-36, 1.59424e-10, 7.44411e-36, 7.44411e-36
0.487178, 0, 3.45905e-10, 6.62102e-35, 1.41421, -3.45905e-10, 0, 6.62102e-35, 6.62102e-35, 6.62102e-35, 6.62102e-35, 6.62102e-35, 6.62102e-35, 6.62102e-35, 6.62102e-35, 1.64236e-12, 6.62102e-35, 6.62102e-35, 3.35734e-15, 6.62102e-35, 6.62102e-35, 3.4426e-10, 6.62102e-35, 6.62102e-35
0.495067, 0, 7.30953e-10, 5.42351e-34, 1.41421, -7.30953e-10, 0, 5.42351e-34, 5.42351e-34, 5.42351e-34, 5.42351e-34, 5.42351e-34, 5.42351e-34, 5.42351e-34, 5.42351e-34, 3.47052e-12, 5.42351e-34, 5.42351e-34, 7.41922e-15, 5.42351e-34, 5.42351e-34, 7.27475e-10, 5.42351e-34, 5.42351e-34
0.502956, 0, 1.51221e-09, 6.39669e-33, 1.41421, -1.51221e-09, 0, 6.39669e-33, 6.39669e-33, 6.39669e-33, 6.39669e-33, 6.39669e-33, 6.39669e-33, 6.39669e-33, 6.39669e-33, 7.18104e-12, 6.39669e-33, 6.39669e-33, 1.62434e-14, 6.39669e-33, 6.39669e-33, 1.50502e-09, 6.39669e-33, 6.39669e-33
0.510845, 0, 3.06289e-09, 4.03995e-32, 1.41421, -3.06289e-09, 0, 4.03995e-32, 4.03995e-32, 4.03995e-32, 4.03995e-32, 4.03995e-32, 4.03995e-32, 4.03995e-32, 4.03995e-32, 1.455e-11, 4.03995e-32, 4.03995e-32, 3.51992e-14, 4.03995e-32, 4.03995e-32, 3.0483e-09, 4.03995e-32, 4.03995e-32
0.518734, 0, 6.07638e-09, 2.32408e-31, 1.41421, -6.07638e-09, 0, 2.32408e-31, 2.32408e-31, 2.32408e-31, 2.32408e-31, 2.32408e-31, 2.32408e-31, 2.32408e-31, 2.32408e-31, 2.88846e-11, 2.32408e-31, 2.32408e-31, 7.58267e-14, 2.32408e-31, 2.32408e-31, 6.04742e-09, 2.32408e-31, 2.32408e-31
0.526623, 0, 1.1811e-08, 1.30364e-30, 1.41421, -1.1811e-08, 0, 1.30364e-30, 1.30364e-30, 1.30364e-30, 1.30364e-30, 1.30364e-30, 1.30364e-30, 1.30364e-30, 1.30364e-30, 5.62059e-11, 1.30364e-30, 1.30364e-30, 1.62773e-13, 1.30364e-30, 1.30364e-30, 1.17547e-08, 1.30364e-30, 1.30364e-30
0.534512, 0, 2.25006e-08, 7.05012e-30, 1.41421, -2.25006e-08, 0, 7.05012e-30, 7.05012e-30, 7.05012e-30, 7.05012e-30, 7.05012e-30, 7.05012e-30, 7.05012e-30, 7.05012e-30, 1.07249e-10, 7.05012e-30, 7.05012e-30, 3.48824e-13, 7.05012e-30, 7.05012e-30, 2.2393e-08, 7.05012e-30, 7.05012e-30
0.542401, 0, 4.20245e-08, 3.65031e-29, 1.41421, -4.20245e-08, 0, 3.65031e-29, 3.65031e-29, 3.65031e-29, 3.65031e-29, 3.65031e-29, 3.65031e-29, 3.65031e-29, 3.65031e-29, 2.00779e-10, 3.65031e-29, 3.65031e-29, 7.46986e-13, 3.65031e-29, 3.65031e-29, 4.1823e-08, 3.65031e-29, 3.65031e-29
0.55029, 0, 7.69766e-08, 1.82551e-28, 1.41421, -7.69766e-08, 0, 1.82551e-28, 1.82551e-28, 1.82551e-28, 1.82551e-28, 1.82551e-28, 1.82551e-28, 1.82551e-28, 1.82551e-28, 3.68956e-10, 1.82551e-28, 1.82551e-28, 1.59832e-12, 1.82551e-28, 1.82551e-28, 7.6606e-08, 1.82551e-28, 1.82551e-28
0.558179, 0, 1.38328e-07, 8.82299e-28, 1.41421, -1.38328e-07, 0, 8.82299e-28, 8.82299e-28, 8.82299e-28, 8.82299e-28, 8.82299e-28, 8.82299e-28, 8.82299e-28, 8.82299e-28, 6.65889e-10, 8.82299e-28, 8.82299e-28, 3.41318e-12, 8.82299e-28, 8.82299e-28, 1.37659e-07, 8.82299e-28, 8.82299e-28
0.566068, 0, 2.43959e-07, 4.10347e-27, 1.41421, -2.43959e-07, 0, 4.10347e-27, 4.10347e-27, 4.10347e-27, 4.10347e-27, 4.10347e-27, 4.10347e-27, 4.10347e-27, 4.10347e-27, 1.18102e-09, 4.10347e-27, 4.10347e-27, 7.25995e-12, 4.10347e-27, 4.10347e-27, 2.4277e-07, 4.10347e-27, 4.10347e-27
0.573957, 0, 4.22412e-07, 1.83366e-26, 1.41421, -4.22412e-07, 0, 1.83366e-26, 1.83366e-26, 1.83366e-26, 1.83366e-26, 1.83366e-26, 1.83366e-26, 1.83366e-26, 1.83366e-26, 2.05973e-09, 1.83366e-26, 1.83366e-26, 1.53417e-11, 1.83366e-26, 1.83366e-26, 4.20337e-07, 1.83366e-26, 1.83366e-26
0.581847, 0, 7.18368e-07, 7.8681e-26, 1.41421, -7.18368e-07, 0, 7.8681e-26, 7.8681e-26, 7.8681e-26, 7.8681e-26, 7.8681e-26, 4.88059e-12, 7.8681e-26, 7.8681e-26, 3.53455e-09, 7.8681e-26, 7.8681e-26, 3.2121e-11, 7.8681e-26, 7.8681e-26, 7.14796e-07, 7.8681e-26, 7.8681e-26
0.589736, 0, 1.20037e-06, 3.24267e-25, 1.41421, -1.20037e-06, 0, 3.24267e-25, 3.24267e-25, 3.24267e-25, 3.24267e-25, 3.24267e-25, 2.46689e-11, 3.24267e-25, 3.24267e-25, 5.97175e-09, 3.24267e-25, 3.24267e-25, 6.64529e-11, 3.24267e-25, 3.24267e-25, 1.1943e-06, 3.24267e-25, 3.24267e-25
0.597625, 0, 1.9716e-06, 1.28692e-24, 1.41421, -1.9716e-06, 0, 1.28692e-24, 1.28692e-24, 1.28692e-24, 1.28692e-24, 1.28692e-24, 9.85342e-11, 1.28692e-24, 1.28692e-24, 9.93987e-09, 1.28692e-24, 1.28692e-24, 1.3553e-10, 1.28692e-24, 1.28692e-24, 1.96143e-06, 1.28692e-24, 1.28692e-24
0.605514, 0, 3.18752e-06, 6.32303e-10, 1.41421, -3.18752e-06, 6.32303e-10, 6.32356e-10, 6.32446e-10, 1.75403e-09, 6.69849e-10, 7.3644e-10, 1.26346e-09, 6.84661e-10, 8.37431e-10, 1.69416e-08, 6.32922e-10, 6.35897e-10, 9.04273e-10, 6.32303e-10, 6.32307e-10, 3.16878e-06, 6.32303e-10, 6.32303e-10
0.613403, 0, 5.07503e-06, 3.12718e-09, 1.41421, -5.07503e-06, 3.12718e-09, 3.12744e-09, 3.12789e-09, 8.68476e-09, 3.3132e-09, 3.64313e-09, 5.68856e-09, 3.38659e-09, 4.14348e-09, 2.95192e-08, 3.13025e-09, 3.14499e-09, 3.66351e-09, 3.12718e-09, 3.1272e-09, 5.03798e-06, 3.12718e-09, 3.12718e-09
0.621292, 0, 7.97433e-06, 1.24231e-08, 1.41421, -7.97433e-06, 1.24231e-08, 1.24241e-08, 1.24259e-08, 3.45353e-08, 1.31632e-08, 1.44759e-08, 2.16362e-08, 1.34552e-08, 1.64667e-08, 5.45625e-08, 1.24352e-08, 1.24939e-08, 1.34614e-08, 1.24231e-08, 1.24231e-08, 7.89187e-06, 1.24231e-08, 1.24231e-08
0.629181, 0, 1.23993e-05, 4.35148e-08, 1.41421, -1.23993e-05, 4.35148e-08, 4.35184e-08, 4.35247e-08, 1.20997e-07, 4.61082e-08, 5.07079e-08, 7.37979e-08, 4.71313e-08, 5.76838e-08, 1.09926e-07, 4.35575e-08, 4.3763e-08, 4.54868e-08, 4.35148e-08, 4.3515e-08, 1.21953e-05, 4.35148e-08, 4.35148e-08
0.63707, 0, 1.91884e-05, 1.43211e-07, 1.41421, -1.91884e-05, 1.43211e-07, 1.43223e-07, 1.43243e-07, 3.98297e-07, 1.51749e-07, 1.66892e-07, 2.37655e-07, 1.55117e-07, 1.89857e-07, 2.46546e-07, 1.43351e-07, 1.44028e-07, 1.46885e-07, 1.43211e-07, 1.43211e-07, 1.86401e-05, 1.43211e-07, 1.43211e-07
0.644959, 0, 2.98237e-05, 4.44087e-07, 1.41421, -2.98237e-05, 4.44087e-07, 4.44124e-07, 4.44188e-07, 1.23536e-06, 4.70572e-07, 5.17546e-07, 7.25283e-07, 4.8102e-07, 5.88785e-07, 6.02878e-07, 4.44523e-07, 4.46622e-07, 4.50808e-07, 4.44087e-07, 4.44089e-07, 2.83011e-05, 4.44087e-07, 4.44087e-07
0.652848, 0, 4.71889e-05, 1.29955e-06, 1.41421, -4.71889e-05, 1.29955e-06, 1.29966e-06, 1.29985e-06, 3.61593e-06, 1.37709e-06, 1.5146e-06, 2.11322e-06, 1.40767e-06, 1.72314e-06, 1.5406e-06, 1.30083e-06, 1.30698e-06, 1.31163e-06, 1.29955e-06, 1.29956e-06, 4.29723e-05, 1.29955e-06, 1.29955e-06
0.660737, 0, 7.72156e-05, 3.593e-06, 1.41421, -7.72156e-05, 3.593e-06, 3.5933e-06, 3.59381e-06, 9.99975e-06, 3.80744e-06, 4.18777e-06, 5.82277e-06, 3.89204e-06, 4.76458e-06, 3.95461e-06, 3.59653e-06, 3.61352e-06, 3.61433e-06, 3.593e-06, 3.59302e-06, 6.58911e-05, 3.593e-06, 3.593e-06
0.668626, 0, 0.00013246, 9.39572e-06, 1.41421, -0.00013246, 9.39572e-06, 9.3965e-06, 9.39785e-06, 2.61564e-05, 9.95672e-06, 1.09517e-05, 1.52357e-05, 1.0178e-05, 1.24607e-05, 9.9321e-06, 9.40495e-06, 9.44941e-06, 9.43284e-06, 9.39572e-06, 9.39577e-06, 0.000103256, 9.39572e-06, 9.39572e-06
0.676516, 0, 0.000239242, 2.32635e-05, 1.41421, -0.000239242, 2.32635e-05, 2.32654e-05, 2.32687e-05, 6.47813e-05, 2.46531e-05, 2.71178e-05, 3.796e-05, 2.52013e-05, 3.08557e-05, 2.40508e-05, 2.32863e-05, 2.33965e-05, 2.33272e-05, 2.32635e-05, 2.32636e-05, 0.00016724, 2.32635e-05, 2.32635e-05
0.684405, 0, 0.000451119, 5.45934e-05, 1.41421, -0.000451119, 5.45934e-05, 5.45979e-05, 5.46058e-05, 0.000152074, 5.78562e-05, 6.36431e-05, 9.03002e-05, 5.91433e-05, 7.24193e-05, 5.57382e-05, 5.46471e-05, 5.49057e-05, 5.47014e-05, 5.45934e-05, 5.45937e-05, 0.000281607, 5.45934e-05, 5.45934e-05
0.692294, 0, 0.000872619, 0.000121557, 1.41421, -0.000872619, 0.000121557, 0.000121567, 0.000121584, 0.000338724, 0.000128826, 0.000141718, 0.000205629, 0.000131693, 0.000161269, 0.000123208, 0.000121676, 0.000122253, 0.000121738, 0.000121557, 0.000121557, 0.000491415, 0.000121557, 0.000121557
0.700183, 0, 0.00169864, 0.000257075, 1.41421, -0.00169864, 0.000257075, 0.000257097, 0.000257134, 0.000716628, 0.000272457, 0.000299738, 0.000449696, 0.000278525, 0.000341112, 0.00025944, 0.000257329, 0.000258548, 0.000257377, 0.000257075, 0.000257077, 0.000878461, 0.000257075, 0.000257075
0.708072, 0, 0.00327559, 0.000516951, 1.41421, -0.00327559, 0.000516951, 0.000516994, 0.000517069, 0.00144167, 0.000547903, 0.000602799, 0.000947611, 0.000560113, 0.000686052, 0.000520316, 0.000517461, 0.000519914, 0.000517449, 0.000516951, 0.000516954, 0.00158365, 0.000516951, 0.000516951
0.715961, 0, 0.00619143, 0.000989525, 1.41421, -0.00619143, 0.000989525, 0.000989608, 0.000989751, 0.00276088, 0.00104881, 0.00115397, 0.00193071, 0.0010722, 0.00131345, 0.000994288, 0.000990501, 0.0009952, 0.000990339, 0.000989525, 0.000989531, 0.00283601, 0.000989525, 0.000989525
0.72385, 0, 0.0114015, 0.00180503, 1.41421, -0.0114015, 0.00180503, 0.00180518, 0.00180544, 0.00503882, 0.00191327, 0.00210524, 0.0038161, 0.00195596, 0.00239638, 0.00181173, 0.00180681, 0.00181539, 0.00180635, 0.00180503, 0.00180504, 0.00498517, 0.00180503, 0.00180503
0.731739, 2, 0.0203983, 0.00314148, 2, 1.9796, 0.00314148, 0.00314174, 0.00314219, 0.00877463, 0.00333003, 0.00366444, 0.00733805, 0.00340441, 0.00417159, 0.00315083, 0.00314458, 0.00315952, 0.0031436, 0.00314148, 0.00314149, 0.00853042, 0.00314148, 0.00314148
0.739628, 0, 0.035432, 0.00522285, 1.41421, -0.035432, 0.00522285, 0.00522328, 0.00522404, 0.0145976, 0.00553663, 0.00609316, 0.013756, 0.00566042, 0.00693717, 0.00523578, 0.00522801, 0.00525288, 0.00522624, 0.00522285, 0.00522287, 0.0141349, 0.00522285, 0.00522285
0.747517, 0, 0.0597879, 0.00830534, 1.41421, -0.0597879, 0.00830534, 0.00830603, 0.00830724, 0.0232296, 0.00880487, 0.00969085, 0.0251645, 0.00900193, 0.0110345, 0.00832301, 0.00831356, 0.00835315, 0.00831071, 0.00830534, 0.00830538, 0.0226119, 0.00830534, 0.00830534
0.755406, 0, 0.0981198, 0.0126495, 1.41421, -0.0981198, 0.0126495, 0.0126505, 0.0126524, 0.0354084, 0.0134112, 0.0147623, 0.0449191, 0.0137117, 0.0168113, 0.0126732, 0.012662, 0.0127224, 0.0126579, 0.0126495, 0.0126495, 0.0348708, 0.0126495, 0.0126495
