   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_131.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
5.82019, 188, 183.441, 51.2267, 13.784, 4.55904, 0, 51.2267, 51.2267, 52.7927, 181.875, 51.2267, 51.2267, 51.2267, 51.2267, 51.2267, 51.2267, 51.2267, 51.2267, 51.2267, 51.2267, 51.2267, 51.2267, 51.2269
5.82808, 236, 197.779, 51.2821, 15.4272, 38.221, 0, 51.2821, 51.2822, 52.8634, 196.197, 51.2821, 51.2821, 51.2821, 51.2821, 51.2821, 51.2821, 51.2821, 51.2821, 51.2821, 51.2821, 51.2821, 51.2821, 51.2823
5.83597, 214, 211.831, 51.3363, 14.6969, 2.16946, 0, 51.3363, 51.3364, 52.933, 210.234, 51.3363, 51.3363, 51.3363, 51.3363, 51.3363, 51.3363, 51.3363, 51.3363, 51.3363, 51.3363, 51.3363, 51.3363, 51.3365
5.84386, 254, 225.237, 51.3895, 16, 28.763, 0, 51.3895, 51.3895, 53.0016, 223.625, 51.3895, 51.3895, 51.3895, 51.3895, 51.3895, 51.3895, 51.3895, 51.3895, 51.3895, 51.3895, 51.3895, 51.3895, 51.3896
5.85175, 276, 237.633, 51.4415, 16.6733, 38.3669, 0, 51.4415, 51.4416, 53.0692, 236.005, 51.4415, 51.4415, 51.4415, 51.4415, 51.4415, 51.4415, 51.4415, 51.4415, 51.4415, 51.4415, 51.4415, 51.4415, 51.4416
5.85964, 244, 248.663, 51.4927, 15.6844, -4.66251, 0, 51.4927, 51.4927, 53.1359, 247.019, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927, 51.4927
5.86753, 250, 257.995, 51.5429, 15.8745, -7.9946, 0, 51.5429, 51.5429, 53.2018, 256.336, 51.5429, 51.5429, 51.5429, 51.5429, 51.5429, 51.5429, 51.5429, 51.5429, 51.5429, 51.5429, 51.5429, 51.5429, 51.543
5.87542, 270, 265.344, 51.5924, 16.4924, 4.65643, 0, 51.5925, 51.5925, 53.267, 263.669, 51.5924, 51.5924, 51.5924, 51.5924, 51.5924, 51.5924, 51.5924, 51.5924, 51.5924, 51.5924, 51.5924, 51.5924, 51.5925
5.88331, 302, 270.478, 51.6414, 17.4356, 31.522, 0, 51.6414, 51.6414, 53.3317, 268.788, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414, 51.6414
5.8912, 284, 273.239, 51.6898, 16.9115, 10.7612, 0, 51.6898, 51.6899, 53.396, 271.533, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898, 51.6898
5.89909, 238, 273.544, 51.738, 15.4919, -35.5439, 0, 51.738, 51.7381, 53.4601, 271.822, 51.738, 51.738, 51.738, 51.738, 51.738, 51.738, 51.738, 51.738, 51.738, 51.738, 51.738, 51.738, 51.738
5.90697, 286, 271.393, 51.7861, 16.9706, 14.6066, 0, 51.7861, 51.7862, 53.5242, 269.655, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861, 51.7861
5.91486, 288, 266.87, 51.8343, 17.0294, 21.1302, 0, 51.8344, 51.8344, 53.5885, 265.116, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343, 51.8343
5.92275, 280, 260.131, 51.8829, 16.7929, 19.8692, 0, 51.8829, 51.8829, 53.6532, 258.36, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829, 51.8829
5.93064, 278, 251.405, 51.9319, 16.7332, 26.5954, 0, 51.932, 51.932, 53.7186, 249.618, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319, 51.9319
5.93853, 268, 240.972, 51.9818, 16.4317, 27.0284, 0, 51.9818, 51.9818, 53.7848, 239.169, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818, 51.9818
5.94642, 222, 229.155, 52.0326, 14.9666, -7.15462, 0, 52.0326, 52.0326, 53.8522, 227.335, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326, 52.0326
5.95431, 226, 216.3, 52.0845, 15.0997, 9.70003, 0, 52.0845, 52.0846, 53.9209, 214.464, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845, 52.0845
5.9622, 220, 202.762, 52.1378, 14.8997, 17.2379, 0, 52.1379, 52.1379, 53.9912, 200.909, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378, 52.1378
5.97009, 182, 188.889, 52.1927, 13.5647, -6.88855, 0, 52.1927, 52.1927, 54.0636, 187.018, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927, 52.1927
5.97798, 162, 175.001, 52.2492, 12.8062, -13.0015, 0, 52.2492, 52.2493, 54.138, 173.113, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492, 52.2492
5.98587, 170, 161.396, 52.3075, 13.1149, 8.60352, 0, 52.3076, 52.3076, 54.215, 159.489, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075, 52.3075
5.99375, 136, 148.322, 52.3677, 11.7473, -12.3218, 0, 52.3677, 52.3678, 54.2951, 146.394, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677, 52.3677
6.00164, 142, 135.983, 52.4298, 12, 6.01665, 0, 52.4298, 52.4299, 54.3791, 134.034, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298, 52.4298
6.00953, 106, 124.534, 52.4939, 10.3923, -18.5342, 0, 52.4939, 52.4939, 54.4681, 122.56, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939, 52.4939
6.01742, 106, 114.085, 52.5598, 10.3923, -8.08469, 0, 52.5599, 52.5599, 54.5638, 112.081, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598, 52.5598
6.02531, 94, 104.696, 52.6276, 9.79796, -10.6955, 0, 52.6276, 52.6277, 54.669, 102.654, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276, 52.6276
6.0332, 100, 96.3905, 52.6971, 10.0995, 3.60945, 0, 52.6972, 52.6972, 54.7878, 94.2998, 52.6971, 52.6971, 52.6971, 52.6971, 52.6971, 52.6971, 52.6971, 52.6971, 52.6971, 52.6971, 52.6971, 52.6971, 52.6972
6.04109, 74, 89.1604, 52.7683, 8.7178, -15.1604, 0, 52.7683, 52.7683, 54.9269, 87.0016, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683, 52.7683
6.04898, 56, 82.9707, 52.8409, 7.61577, -26.9707, 0, 52.8409, 52.8409, 55.0966, 80.7149, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409, 52.8409
6.05687, 76, 77.7716, 52.9147, 8.83176, -1.77158, 0, 52.9147, 52.9148, 55.3121, 75.3741, 52.9147, 52.9147, 52.9147, 52.9147, 52.9147, 52.9147, 52.9147, 52.9147, 52.9147, 52.9147, 52.9147, 52.9147, 52.9148
6.06476, 60, 73.5049, 52.9897, 7.87401, -13.5049, 0, 52.9897, 52.9897, 55.5971, 70.8974, 52.9897, 52.9897, 52.9897, 52.9897, 52.9897, 52.9897, 52.9897, 52.9897, 52.9897, 52.9897, 52.9897, 52.9897, 52.9898
6.07265, 48, 70.1168, 53.0655, 7.07107, -22.1168, 0, 53.0656, 53.0656, 55.9858, 67.1965, 53.0655, 53.0655, 53.0655, 53.0655, 53.0655, 53.0655, 53.0655, 53.0655, 53.0655, 53.0655, 53.0655, 53.0655, 53.0656
6.08053, 66, 67.5647, 53.142, 8.24621, -1.56471, 0, 53.142, 53.1421, 56.5291, 64.1775, 53.142, 53.142, 53.142, 53.142, 53.142, 53.142, 53.142, 53.142, 53.142, 53.142, 53.142, 53.142, 53.1421
6.08842, 56, 65.8302, 53.219, 7.61577, -9.83017, 0, 53.219, 53.219, 57.3004, 61.7485, 53.219, 53.219, 53.219, 53.219, 53.219, 53.219, 53.219, 53.219, 53.219, 53.219, 53.219, 53.219, 53.2191
6.09631, 54, 64.93, 53.2962, 7.48331, -10.93, 0, 53.2962, 53.2962, 58.4044, 59.8215, 53.2962, 53.2962, 53.2962, 53.2962, 53.2962, 53.2962, 53.2962, 53.2962, 53.2962, 53.2962, 53.2962, 53.2962, 53.2964
6.1042, 60, 64.93, 53.3734, 7.87401, -4.93002, 0, 53.3734, 53.3735, 59.9882, 58.3149, 53.3734, 53.3734, 53.3734, 53.3734, 53.3734, 53.3734, 53.3734, 53.3734, 53.3734, 53.3734, 53.3734, 53.3734, 53.3737
6.11209, 40, 65.9611, 53.4505, 6.48074, -25.9611, 0, 53.4505, 53.4505, 62.2563, 57.1548, 53.4505, 53.4505, 53.4505, 53.4505, 53.4505, 53.4505, 53.4505, 53.4505, 53.4505, 53.4505, 53.4505, 53.4505, 53.4509
6.11998, 72, 68.2378, 53.5273, 8.60233, 3.76218, 0, 53.5273, 53.5273, 65.488, 56.2765, 53.5273, 53.5273, 53.5273, 53.5273, 53.5273, 53.5273, 53.5273, 53.5273, 53.5273, 53.5273, 53.5273, 53.5273, 53.5278
6.12787, 84, 72.0805, 53.6036, 9.27362, 11.9195, 0, 53.6036, 53.6036, 70.0594, 55.6239, 53.6036, 53.6036, 53.6036, 53.6036, 53.6036, 53.6036, 53.6036, 53.6036, 53.6036, 53.6036, 53.6036, 53.6036, 53.6042
6.13576, 46, 77.9409, 53.6792, 6.9282, -31.9409, 0, 53.6793, 53.6793, 76.4695, 55.1497, 53.6792, 53.6792, 53.6792, 53.6792, 53.6792, 53.6792, 53.6792, 53.6792, 53.6792, 53.6792, 53.6792, 53.6792, 53.6801
6.14365, 94, 86.4313, 53.7541, 9.79796, 7.5687, 0, 53.7541, 53.7542, 85.3697, 54.8145, 53.7541, 53.7541, 53.7541, 53.7541, 53.7541, 53.7541, 53.7541, 53.7541, 53.7541, 53.7541, 53.7541, 53.7541, 53.7552
6.15154, 92, 98.3571, 53.8282, 9.69536, -6.35713, 0, 53.8282, 53.8282, 97.5975, 54.5863, 53.8282, 53.8282, 53.8282, 53.8282, 53.8282, 53.8282, 53.8282, 53.8282, 53.8282, 53.8282, 53.8282, 53.8282, 53.8295
6.15942, 162, 114.75, 53.9012, 12.8062, 47.2503, 0, 53.9012, 53.9013, 114.21, 54.4393, 53.9012, 53.9012, 53.9012, 53.9012, 53.9012, 53.9012, 53.9012, 53.9012, 53.9012, 53.9012, 53.9012, 53.9012, 53.9029
6.16731, 148, 136.906, 53.9732, 12.2474, 11.0944, 0, 53.9732, 53.9733, 136.523, 54.3532, 53.9732, 53.9732, 53.9732, 53.9732, 53.9732, 53.9732, 53.9732, 53.9732, 53.9732, 53.9732, 53.9732, 53.9732, 53.9754
6.1752, 204, 166.413, 54.0441, 14.3527, 37.5875, 0, 54.0441, 54.0441, 166.142, 54.3123, 54.0441, 54.0441, 54.0441, 54.0441, 54.0441, 54.0441, 54.0441, 54.0441, 54.0441, 54.0441, 54.0441, 54.0441, 54.0467
6.18309, 238, 205.18, 54.1138, 15.4919, 32.8201, 0, 54.1138, 54.1138, 204.986, 54.3048, 54.1138, 54.1138, 54.1138, 54.1138, 54.1138, 54.1138, 54.1138, 54.1138, 54.1138, 54.1138, 54.1138, 54.1138, 54.117
6.19098, 288, 255.451, 54.1823, 17.0294, 32.5495, 0, 54.1823, 54.1824, 255.307, 54.3219, 54.1823, 54.1823, 54.1823, 54.1823, 54.1823, 54.1823, 54.1823, 54.1823, 54.1823, 54.1823, 54.1823, 54.1823, 54.1862
6.19887, 368, 319.82, 54.2495, 19.2354, 48.1798, 0, 54.2495, 54.2495, 319.708, 54.3573, 54.2495, 54.2495, 54.2495, 54.2495, 54.2495, 54.2495, 54.2495, 54.2495, 54.2495, 54.2495, 54.2495, 54.2495, 54.2542
6.20676, 454, 401.179, 54.3154, 21.3542, 52.8214, 0, 54.3154, 54.3155, 401.082, 54.4069, 54.3154, 54.3154, 54.3154, 54.3154, 54.3154, 54.3154, 54.3154, 54.3154, 54.3154, 54.3154, 54.3154, 54.3154, 54.3209
6.21465, 500, 502.72, 54.3801, 22.4054, -2.72046, 0, 54.3801, 54.3801, 502.626, 54.4684, 54.3801, 54.3801, 54.3801, 54.3801, 54.3801, 54.3801, 54.3801, 54.3801, 54.3801, 54.3801, 54.3801, 54.3801, 54.3865
6.22254, 612, 627.826, 54.4434, 24.779, -15.8256, 0, 54.4434, 54.4434, 627.721, 54.5408, 54.4434, 54.4434, 54.4434, 54.4434, 54.4434, 54.4434, 54.4434, 54.4434, 54.4434, 54.4434, 54.4434, 54.4434, 54.4508
6.23043, 842, 779.972, 54.5053, 29.0517, 62.0277, 0, 54.5053, 54.5053, 779.845, 54.6244, 54.5053, 54.5053, 54.5053, 54.5053, 54.5053, 54.5053, 54.5053, 54.5053, 54.5053, 54.5053, 54.5053, 54.5053, 54.5139
6.23832, 980, 962.59, 54.5659, 31.3369, 17.41, 0, 54.5659, 54.5659, 962.425, 54.7209, 54.5659, 54.5659, 54.5659, 54.5659, 54.5659, 54.5659, 54.5659, 54.5659, 54.5659, 54.5659, 54.5659, 54.5659, 54.5757
6.2462, 1198, 1178.87, 54.6251, 34.641, 19.1338, 0, 54.6251, 54.6251, 1178.65, 54.8331, 54.6251, 54.6251, 54.6251, 54.6251, 54.6251, 54.6251, 54.6251, 54.6251, 54.6251, 54.6251, 54.6251, 54.6251, 54.6361
6.25409, 1416, 1431.61, 54.6829, 37.6563, -15.6121, 0, 54.6829, 54.6829, 1431.32, 54.9652, 54.6829, 54.6829, 54.6829, 54.6829, 54.6829, 54.6829, 54.6829, 54.6829, 54.6829, 54.6829, 54.6829, 54.6829, 54.6952
6.26198, 1694, 1722.86, 54.7393, 41.1825, -28.864, 0, 54.7393, 54.7394, 1722.47, 55.1225, 54.7393, 54.7393, 54.7393, 54.7393, 54.7393, 54.7393, 54.7393, 54.7393, 54.7393, 54.7393, 54.7393, 54.7393, 54.753
6.26987, 2028, 2053.86, 54.7943, 45.0555, -25.8613, 0, 54.7943, 54.7944, 2053.33, 55.3117, 54.7943, 54.7943, 54.7943, 54.7943, 54.7943, 54.7943, 54.7943, 54.7943, 54.7943, 54.7943, 54.7943, 54.7943, 54.8093
6.27776, 2470, 2424.6, 54.8478, 49.7192, 45.4006, 0, 54.8479, 54.8479, 2423.89, 55.5408, 54.8478, 54.8478, 54.8478, 54.8478, 54.8478, 54.8478, 54.8478, 54.8478, 54.8478, 54.8478, 54.8478, 54.8478, 54.8641
6.28565, 2810, 2833.81, 54.8999, 53.0283, -23.8145, 0, 54.9, 54.9, 2832.88, 55.8195, 54.8999, 54.8999, 54.8999, 54.8999, 54.8999, 54.8999, 54.8999, 54.8999, 54.8999, 54.8999, 54.8999, 54.8999, 54.9175
6.29354, 3204, 3278.51, 54.9505, 56.6216, -74.5105, 0, 54.9505, 54.9505, 3277.28, 56.1585, 54.9505, 54.9505, 54.9505, 54.9505, 54.9505, 54.9505, 54.9505, 54.9505, 54.9505, 54.9505, 54.9505, 54.9505, 54.9692
6.30143, 3748, 3754.19, 54.9995, 61.2372, -6.19092, 0, 54.9995, 54.9995, 3752.6, 56.5698, 54.9995, 54.9995, 54.9995, 54.9995, 54.9995, 54.9995, 54.9995, 54.9995, 54.9995, 54.9995, 54.9995, 54.9995, 55.0193
6.30932, 4446, 4254.56, 55.0468, 66.6933, 191.444, 0, 55.0468, 55.0468, 4252.52, 57.0664, 55.0468, 55.0468, 55.0468, 55.0468, 55.0468, 55.0468, 55.0468, 55.0468, 55.0468, 55.0468, 55.0468, 55.0468, 55.0676
6.31721, 4720, 4771.52, 55.0923, 68.7168, -51.5181, 0, 55.0923, 55.0923, 4768.93, 57.6618, 55.0923, 55.0923, 55.0923, 55.0923, 55.0923, 55.0923, 55.0923, 55.0923, 55.0923, 55.0923, 55.0923, 55.0923, 55.114
6.3251, 5440, 5295.63, 55.136, 73.7699, 144.371, 0, 55.136, 55.136, 5292.37, 58.3695, 55.136, 55.136, 55.136, 55.136, 55.136, 55.136, 55.136, 55.136, 55.136, 55.136, 55.136, 55.136, 55.1584
6.33298, 5842, 5815.99, 55.1775, 76.4461, 26.0117, 0, 55.1776, 55.1776, 5811.94, 59.2026, 55.1775, 55.1775, 55.1775, 55.1775, 55.1775, 55.1775, 55.1775, 55.1775, 55.1775, 55.1775, 55.1775, 55.1775, 55.2006
6.34087, 6486, 6320.89, 55.2169, 80.5481, 165.112, 0, 55.2169, 55.2169, 6315.91, 60.1728, 55.2169, 55.2169, 55.2169, 55.2169, 55.2169, 55.2169, 55.2169, 55.2169, 55.2169, 55.2169, 55.2169, 55.2169, 55.2403
6.34876, 6708, 6797.87, 55.2536, 81.9146, -89.8735, 0, 55.2537, 55.2537, 6791.81, 61.2893, 55.2536, 55.2536, 55.2536, 55.2536, 55.2536, 55.2536, 55.2536, 55.2536, 55.2536, 55.2536, 55.2536, 55.2536, 55.2773
6.35665, 7202, 7234.67, 55.2876, 84.8764, -32.6729, 0, 55.2877, 55.2877, 7227.38, 62.5585, 55.2876, 55.2876, 55.2876, 55.2876, 55.2876, 55.2876, 55.2876, 55.2876, 55.2876, 55.2876, 55.2876, 55.2876, 55.3113
6.36454, 7392, 7619.39, 55.3185, 85.9884, -227.385, 0, 55.3185, 55.3185, 7610.7, 63.9824, 55.3185, 55.3185, 55.3185, 55.3185, 55.3185, 55.3185, 55.3185, 55.3185, 55.3185, 55.3185, 55.3185, 55.3185, 55.342
6.37243, 8142, 7941.17, 55.3457, 90.2441, 200.831, 0, 55.3457, 55.3457, 7930.93, 65.5581, 55.3457, 55.3457, 55.3457, 55.3457, 55.3457, 55.3457, 55.3457, 55.3457, 55.3457, 55.3457, 55.3457, 55.3457, 55.3689
6.38032, 8268, 8190.72, 55.3689, 90.9395, 77.2778, 0, 55.3689, 55.3689, 8178.79, 67.2765, 55.3689, 55.3689, 55.3689, 55.3689, 55.3689, 55.3689, 55.3689, 55.3689, 55.3689, 55.3689, 55.3689, 55.3689, 55.3916
6.38821, 8440, 8360.78, 55.3876, 91.8804, 79.2207, 0, 55.3876, 55.3876, 8347.02, 69.1227, 55.3876, 55.3876, 55.3876, 55.3876, 55.3876, 55.3876, 55.3876, 55.3876, 55.3876, 55.3876, 55.3876, 55.3876, 55.4097
6.3961, 8618, 8446.35, 55.4011, 92.844, 171.653, 0, 55.4011, 55.4011, 8430.65, 71.0741, 55.4011, 55.4011, 55.4011, 55.4011, 55.4011, 55.4011, 55.4011, 55.4011, 55.4011, 55.4011, 55.4011, 55.4011, 55.4225
6.40399, 8398, 8445.07, 55.4089, 91.6515, -47.0742, 0, 55.4089, 55.4089, 8427.36, 73.1018, 55.4089, 55.4089, 55.4089, 55.4089, 55.4089, 55.4089, 55.4089, 55.4089, 55.4089, 55.4089, 55.4089, 55.4089, 55.4295
6.41188, 8302, 8357.29, 55.4104, 91.1263, -55.291, 0, 55.4104, 55.4104, 8337.51, 75.1706, 55.4104, 55.4104, 55.4104, 55.4104, 55.4104, 55.4104, 55.4104, 55.4104, 55.4104, 55.4104, 55.4104, 55.4104, 55.4302
6.41976, 8098, 8185.99, 55.4049, 90, -87.9888, 0, 55.4049, 55.4049, 8164.14, 77.2393, 55.4049, 55.4049, 55.4049, 55.4049, 55.4049, 55.4049, 55.4049, 55.4049, 55.4049, 55.4049, 55.4049, 55.4049, 55.4237
6.42765, 7838, 7936.65, 55.3918, 88.5438, -98.6528, 0, 55.3918, 55.3918, 7912.76, 79.2625, 55.3918, 55.3918, 55.3918, 55.3918, 55.3918, 55.3918, 55.3918, 55.3918, 55.3918, 55.3918, 55.3918, 55.3918, 55.4097
6.43554, 7578, 7617, 55.3705, 87.0632, -39.0024, 0, 55.3705, 55.3706, 7591.16, 81.1915, 55.3705, 55.3705, 55.3705, 55.3705, 55.3705, 55.3705, 55.3705, 55.3705, 55.3705, 55.3705, 55.3705, 55.3705, 55.3875
6.44343, 7436, 7236.48, 55.3405, 86.2438, 199.52, 0, 55.3406, 55.3406, 7208.83, 82.9772, 55.3405, 55.3405, 55.3405, 55.3405, 55.3405, 55.3405, 55.3405, 55.3405, 55.3405, 55.3405, 55.3405, 55.3405, 55.3566
6.45132, 6946, 6806.03, 55.3014, 83.3547, 139.965, 0, 55.3015, 55.3015, 6776.75, 84.5706, 55.3014, 55.3014, 55.3014, 55.3014, 55.3014, 55.3014, 55.3014, 55.3014, 55.3014, 55.3014, 55.3014, 55.3014, 55.3166
6.45921, 6682, 6337.28, 55.2529, 81.7557, 344.715, 0, 55.2529, 55.253, 6306.6, 85.9267, 55.2529, 55.2529, 55.2529, 55.2529, 55.2529, 55.2529, 55.2529, 55.2529, 55.2529, 55.2529, 55.2529, 55.2529, 55.2672
6.4671, 5972, 5842.3, 55.1948, 77.2917, 129.696, 0, 55.1948, 55.1948, 5810.48, 87.0051, 55.1948, 55.1948, 55.1948, 55.1948, 55.1948, 55.1948, 55.1948, 55.1948, 55.1948, 55.1948, 55.1948, 55.1948, 55.2082
6.47499, 5388, 5332.84, 55.127, 73.4166, 55.1626, 0, 55.127, 55.127, 5300.18, 87.7731, 55.127, 55.127, 55.127, 55.127, 55.127, 55.127, 55.127, 55.127, 55.127, 55.127, 55.127, 55.127, 55.1397
6.48288, 4852, 4820.23, 55.0498, 69.6707, 31.771, 0, 55.0498, 55.0498, 4787.06, 88.2063, 55.0498, 55.0498, 55.0498, 55.0498, 55.0498, 55.0498, 55.0498, 55.0498, 55.0498, 55.0498, 55.0498, 55.0498, 55.0618
6.49077, 4300, 4314.6, 54.9635, 65.5896, -14.6011, 0, 54.9635, 54.9635, 4281.26, 88.2904, 54.9635, 54.9635, 54.9635, 54.9635, 54.9635, 54.9635, 54.9635, 54.9635, 54.9635, 54.9635, 54.9635, 54.9635, 54.9748
6.49866, 3774, 3824.89, 54.8687, 61.4492, -50.8875, 0, 54.8688, 54.8688, 3791.72, 88.0219, 54.8687, 54.8687, 54.8687, 54.8687, 54.8687, 54.8687, 54.8687, 54.8687, 54.8687, 54.8687, 54.8687, 54.8687, 54.8795
6.50654, 3422, 3358.62, 54.7662, 58.515, 63.3804, 0, 54.7663, 54.7663, 3325.97, 87.4081, 54.7662, 54.7662, 54.7662, 54.7662, 54.7662, 54.7662, 54.7662, 54.7662, 54.7662, 54.7662, 54.7662, 54.7662, 54.7764
6.51443, 2934, 2921.57, 54.657, 54.1849, 12.4321, 0, 54.657, 54.657, 2889.75, 86.4665, 54.657, 54.657, 54.657, 54.657, 54.657, 54.657, 54.657, 54.657, 54.657, 54.657, 54.657, 54.657, 54.6665
6.52232, 2574, 2518.03, 54.542, 50.7543, 55.9658, 0, 54.542, 54.542, 2487.34, 85.2244, 54.542, 54.542, 54.542, 54.542, 54.542, 54.542, 54.542, 54.542, 54.542, 54.542, 54.542, 54.542, 54.5511
6.53021, 2072, 2150.66, 54.4226, 45.5412, -78.6572, 0, 54.4226, 54.4226, 2121.35, 83.7167, 54.4226, 54.4226, 54.4226, 54.4226, 54.4226, 54.4226, 54.4226, 54.4226, 54.4226, 54.4226, 54.4226, 54.4226, 54.4311
6.5381, 1806, 1820.83, 54.3, 42.5206, -14.8256, 0, 54.3001, 54.3001, 1793.13, 81.9856, 54.3, 54.3, 54.3, 54.3, 54.3, 54.3, 54.3, 54.3, 54.3, 54.3, 54.3, 54.3, 54.3081
6.54599, 1412, 1528.53, 54.1758, 37.6032, -116.525, 0, 54.1758, 54.1758, 1502.62, 80.0767, 54.1758, 54.1758, 54.1758, 54.1758, 54.1758, 54.1758, 54.1758, 54.1758, 54.1758, 54.1758, 54.1758, 54.1758, 54.1833
6.55388, 1288, 1272.79, 54.0512, 35.9166, 15.2128, 0, 54.0512, 54.0513, 1248.79, 78.0387, 54.0512, 54.0512, 54.0512, 54.0512, 54.0512, 54.0512, 54.0512, 54.0512, 54.0512, 54.0512, 54.0512, 54.0512, 54.0583
6.56177, 1068, 1051.79, 53.9277, 32.7109, 16.2059, 0, 53.9277, 53.9277, 1029.8, 75.9201, 53.9277, 53.9277, 53.9277, 53.9277, 53.9277, 53.9277, 53.9277, 53.9277, 53.9277, 53.9277, 53.9277, 53.9277, 53.9342
6.56966, 842, 863.129, 53.8065, 29.0517, -21.129, 0, 53.8065, 53.8065, 843.161, 73.7683, 53.8065, 53.8065, 53.8065, 53.8065, 53.8065, 53.8065, 53.8065, 53.8065, 53.8065, 53.8065, 53.8065, 53.8065, 53.8126
6.57755, 758, 703.928, 53.6888, 27.5681, 54.0717, 0, 53.6889, 53.6889, 685.985, 71.6269, 53.6888, 53.6888, 53.6888, 53.6888, 53.6888, 53.6888, 53.6888, 53.6888, 53.6888, 53.6888, 53.6888, 53.6888, 53.6944
6.58544, 594, 571.131, 53.5758, 24.4131, 22.8687, 0, 53.5758, 53.5758, 555.167, 69.535, 53.5758, 53.5758, 53.5758, 53.5758, 53.5758, 53.5758, 53.5758, 53.5758, 53.5758, 53.5758, 53.5758, 53.5758, 53.5809
6.59332, 512, 461.622, 53.4682, 22.6716, 50.378, 0, 53.4682, 53.4683, 447.559, 67.5266, 53.4682, 53.4682, 53.4682, 53.4682, 53.4682, 53.4682, 53.4682, 53.4682, 53.4682, 53.4682, 53.4682, 53.4682, 53.4729
6.60121, 296, 372.293, 53.3668, 17.2627, -76.2928, 0, 53.3669, 53.3669, 360.027, 65.6284, 53.3668, 53.3668, 53.3668, 53.3668, 53.3668, 53.3668, 53.3668, 53.3668, 53.3668, 53.3668, 53.3668, 53.3668, 53.371
6.6091, 284, 300.216, 53.2722, 16.9115, -16.2164, 0, 53.2722, 53.2723, 289.623, 63.8615, 53.2722, 53.2722, 53.2722, 53.2722, 53.2722, 53.2722, 53.2722, 53.2722, 53.2722, 53.2722, 53.2722, 53.2722, 53.2759
6.61699, 218, 242.678, 53.1846, 14.8324, -24.6779, 0, 53.1846, 53.1847, 233.619, 62.24, 53.1846, 53.1846, 53.1846, 53.1846, 53.1846, 53.1846, 53.1846, 53.1846, 53.1846, 53.1846, 53.1846, 53.1846, 53.1879
