   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_10.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0339665, 20, 0, 0, 4.69042, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0260432, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0181199, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0101966, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00227328, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00565002, 0, 1.04148e-19, 0, 1.41421, -1.04148e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3554e-21, 0, 0, 2.86356e-24, 0, 0, 1.0279e-19, 0, 0, 0
0.0135733, 0, 2.2819e-19, 0, 1.41421, -2.2819e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96971e-21, 0, 0, 6.44781e-24, 0, 0, 2.25214e-19, 0, 0, 0
0.0214966, 0, 4.74265e-19, 0, 1.41421, -4.74265e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.17216e-21, 0, 0, 1.36512e-23, 0, 0, 4.68079e-19, 0, 0, 0
0.0294199, 0, 9.7473e-19, 0, 1.41421, -9.7473e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26853e-20, 0, 0, 2.85802e-23, 0, 0, 9.62016e-19, 0, 0, 0
0.0373432, 0, 1.98173e-18, 0, 1.41421, -1.98173e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57906e-20, 0, 0, 5.91913e-23, 0, 0, 1.95588e-18, 0, 0, 0
0.0452665, 0, 3.98701e-18, 0, 1.41421, -3.98701e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18875e-20, 0, 0, 1.21311e-22, 0, 0, 3.935e-18, 0, 0, 0
0.0531898, 0, 7.93992e-18, 0, 1.41421, -7.93992e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03331e-19, 0, 0, 2.46109e-22, 0, 0, 7.83635e-18, 0, 0, 0
0.0611131, 0, 1.56556e-17, 0, 1.41421, -1.56556e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03744e-19, 0, 0, 4.9438e-22, 0, 0, 1.54513e-17, 0, 0, 0
0.0690365, 0, 3.05713e-17, 0, 1.41421, -3.05713e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97859e-19, 0, 0, 9.83593e-22, 0, 0, 3.01725e-17, 0, 0, 0
0.0769598, 0, 5.91353e-17, 0, 1.41421, -5.91353e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.69593e-19, 0, 0, 1.93863e-21, 0, 0, 5.83637e-17, 0, 0, 0
0.0848831, 0, 1.13333e-16, 0, 1.41421, -1.13333e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47493e-18, 0, 0, 3.78612e-21, 0, 0, 1.11854e-16, 0, 0, 0
0.0928064, 0, 2.15242e-16, 0, 1.41421, -2.15242e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80118e-18, 0, 0, 7.32832e-21, 0, 0, 2.12433e-16, 0, 0, 0
0.10073, 0, 4.05167e-16, 0, 1.41421, -4.05167e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27287e-18, 0, 0, 1.40608e-20, 0, 0, 3.9988e-16, 0, 0, 0
0.108653, 0, 7.56043e-16, 0, 1.41421, -7.56043e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.83919e-18, 0, 0, 2.67475e-20, 0, 0, 7.46177e-16, 0, 0, 0
0.116576, 0, 1.39872e-15, 0, 1.41421, -1.39872e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8203e-17, 0, 0, 5.04546e-20, 0, 0, 1.38047e-15, 0, 0, 0
0.1245, 0, 2.56597e-15, 0, 1.41421, -2.56597e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33936e-17, 0, 0, 9.43913e-20, 0, 0, 2.53248e-15, 0, 0, 0
0.132423, 0, 4.66833e-15, 0, 1.41421, -4.66833e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07537e-17, 0, 0, 1.75162e-19, 0, 0, 4.6074e-15, 0, 0, 0
0.140346, 0, 8.4239e-15, 0, 1.41421, -8.4239e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09628e-16, 0, 0, 3.22462e-19, 0, 0, 8.31395e-15, 0, 0, 0
0.14827, 0, 1.50785e-14, 0, 1.41421, -1.50785e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9623e-16, 0, 0, 5.88993e-19, 0, 0, 1.48816e-14, 0, 0, 0
0.156193, 0, 2.67756e-14, 0, 1.41421, -2.67756e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48456e-16, 0, 0, 1.06754e-18, 0, 0, 2.64261e-14, 0, 0, 0
0.164116, 0, 4.71737e-14, 0, 1.41421, -4.71737e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13914e-16, 0, 0, 1.9203e-18, 0, 0, 4.65579e-14, 0, 0, 0
0.172039, 0, 8.24672e-14, 0, 1.41421, -8.24672e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07322e-15, 0, 0, 3.42856e-18, 0, 0, 8.13905e-14, 0, 0, 0
0.179963, 0, 1.43059e-13, 0, 1.41421, -1.43059e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86176e-15, 0, 0, 6.07661e-18, 0, 0, 1.41191e-13, 0, 0, 0
0.187886, 0, 2.46285e-13, 0, 1.41421, -2.46285e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20514e-15, 0, 0, 1.06922e-17, 0, 0, 2.4307e-13, 0, 0, 0
0.195809, 0, 4.20805e-13, 0, 1.41421, -4.20805e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47635e-15, 0, 0, 1.86801e-17, 0, 0, 4.1531e-13, 0, 0, 0
0.203733, 0, 7.13628e-13, 0, 1.41421, -7.13628e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.2872e-15, 0, 0, 3.24076e-17, 0, 0, 7.04308e-13, 0, 0, 0
0.211656, 0, 1.20125e-12, 0, 1.41421, -1.20125e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56334e-14, 0, 0, 5.58371e-17, 0, 0, 1.18557e-12, 0, 0, 0
0.219579, 0, 2.00723e-12, 0, 1.41421, -2.00723e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6123e-14, 0, 0, 9.55577e-17, 0, 0, 1.98102e-12, 0, 0, 0
0.227503, 0, 3.32953e-12, 0, 1.41421, -3.32953e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3333e-14, 0, 0, 1.62455e-16, 0, 0, 3.28603e-12, 0, 0, 0
0.235426, 0, 5.48291e-12, 0, 1.41421, -5.48291e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13612e-14, 0, 0, 2.74406e-16, 0, 0, 5.41127e-12, 0, 0, 0
0.243349, 0, 8.964e-12, 0, 1.41421, -8.964e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16674e-13, 0, 0, 4.60602e-16, 0, 0, 8.84687e-12, 0, 0, 0
0.251272, 0, 1.45504e-11, 0, 1.41421, -1.45504e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89398e-13, 0, 0, 7.68445e-16, 0, 0, 1.43602e-11, 0, 0, 0
0.259196, 0, 2.34504e-11, 0, 1.41421, -2.34504e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05271e-13, 0, 0, 1.27451e-15, 0, 0, 2.31438e-11, 0, 0, 0
0.267119, 0, 3.75267e-11, 0, 1.41421, -3.75267e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88566e-13, 0, 0, 2.10191e-15, 0, 0, 3.7036e-11, 0, 0, 0
