   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_269.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.072538, 0, 1.16252e-21, 0, 1.41421, -1.16252e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07436e-24, 0, 0, 7.35144e-27, 0, 1.15744e-21, 0, 0, 0
0.0804195, 0, 3.01741e-21, 0, 1.41421, -3.01741e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31709e-23, 0, 0, 1.9347e-26, 0, 3.00422e-21, 0, 0, 0
0.088301, 0, 7.6773e-21, 0, 1.41421, -7.6773e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35112e-23, 0, 0, 4.99179e-26, 0, 7.64374e-21, 0, 0, 0
0.0961825, 0, 1.91703e-20, 0, 1.41421, -1.91703e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.36778e-23, 0, 0, 1.26418e-25, 0, 1.90865e-20, 0, 0, 0
0.104064, 0, 4.70252e-20, 0, 1.41421, -4.70252e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05264e-22, 0, 0, 3.14569e-25, 0, 4.68197e-20, 0, 0, 0
0.111946, 0, 1.13422e-19, 0, 1.41421, -1.13422e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95082e-22, 0, 0, 7.6977e-25, 0, 1.12926e-19, 0, 0, 0
0.119827, 0, 2.69187e-19, 0, 1.41421, -2.69187e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.175e-21, 0, 0, 1.85388e-24, 0, 2.6801e-19, 0, 0, 0
0.127709, 0, 6.29073e-19, 0, 1.41421, -6.29073e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74589e-21, 0, 0, 4.3972e-24, 0, 6.26323e-19, 0, 0, 0
0.13559, 0, 1.44842e-18, 0, 1.41421, -1.44842e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32232e-21, 0, 0, 1.02781e-23, 0, 1.44209e-18, 0, 0, 0
0.143472, 0, 3.28749e-18, 0, 1.41421, -3.28749e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43498e-20, 0, 0, 2.36875e-23, 0, 3.27311e-18, 0, 0, 0
0.151353, 0, 7.35891e-18, 0, 1.41421, -7.35891e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21214e-20, 0, 0, 5.38533e-23, 0, 7.32674e-18, 0, 0, 0
0.159235, 0, 1.62528e-17, 0, 1.41421, -1.62528e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.09431e-20, 0, 0, 1.20832e-22, 0, 1.61818e-17, 0, 0, 0
0.167116, 0, 3.54303e-17, 0, 1.41421, -3.54303e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54652e-19, 0, 0, 2.6767e-22, 0, 3.52754e-17, 0, 0, 0
0.174998, 0, 7.62606e-17, 0, 1.41421, -7.62606e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32875e-19, 0, 0, 5.85624e-22, 0, 7.59272e-17, 0, 0, 0
0.182879, 0, 1.62124e-16, 0, 1.41421, -1.62124e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07665e-19, 0, 0, 1.26591e-21, 0, 1.61415e-16, 0, 0, 0
0.190761, 0, 3.40509e-16, 0, 1.41421, -3.40509e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48631e-18, 0, 0, 2.70433e-21, 0, 3.3902e-16, 0, 0, 0
0.198642, 0, 7.06741e-16, 0, 1.41421, -7.06741e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0849e-18, 0, 0, 5.71097e-21, 0, 7.0365e-16, 0, 0, 0
0.206524, 0, 1.46242e-15, 0, 1.41421, -1.46242e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38339e-18, 0, 0, 1.20633e-20, 0, 1.45603e-15, 0, 0, 0
0.214405, 0, 2.96287e-15, 0, 1.41421, -2.96287e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29327e-17, 0, 0, 2.48795e-20, 0, 2.94991e-15, 0, 0, 0
0.222287, 0, 5.93657e-15, 0, 1.41421, -5.93657e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59127e-17, 0, 0, 5.07654e-20, 0, 5.9106e-15, 0, 0, 0
0.230168, 0, 1.17656e-14, 0, 1.41421, -1.17656e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13559e-17, 0, 0, 1.02501e-19, 0, 1.17142e-14, 0, 0, 0
0.23805, 0, 2.30683e-14, 0, 1.41421, -2.30683e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00691e-16, 0, 0, 2.04828e-19, 0, 2.29675e-14, 0, 0, 0
0.245932, 0, 4.47507e-14, 0, 1.41421, -4.47507e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95331e-16, 0, 0, 4.05178e-19, 0, 4.4555e-14, 0, 0, 0
0.253813, 0, 8.59056e-14, 0, 1.41421, -8.59056e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74966e-16, 0, 0, 7.93532e-19, 0, 8.55298e-14, 0, 0, 0
0.261695, 0, 1.63205e-13, 0, 1.41421, -1.63205e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.12363e-16, 0, 0, 1.53891e-18, 0, 1.62491e-13, 0, 0, 0
0.269576, 0, 3.06887e-13, 0, 1.41421, -3.06887e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33951e-15, 0, 0, 2.95574e-18, 0, 3.05544e-13, 0, 0, 0
0.277458, 0, 5.71223e-13, 0, 1.41421, -5.71223e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49329e-15, 0, 0, 5.62336e-18, 0, 5.68724e-13, 0, 0, 0
0.285339, 0, 1.05257e-12, 0, 1.41421, -1.05257e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5943e-15, 0, 0, 1.05994e-17, 0, 1.04797e-12, 0, 0, 0
0.293221, 0, 1.92025e-12, 0, 1.41421, -1.92025e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.38163e-15, 0, 0, 1.97973e-17, 0, 1.91185e-12, 0, 0, 0
0.301102, 0, 3.46862e-12, 0, 1.41421, -3.46862e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51403e-14, 0, 0, 3.66493e-17, 0, 3.45344e-12, 0, 0, 0
0.308984, 0, 6.20414e-12, 0, 1.41421, -6.20414e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70813e-14, 0, 0, 6.72612e-17, 0, 6.17699e-12, 0, 0, 0
0.316865, 0, 1.09893e-11, 0, 1.41421, -1.09893e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79701e-14, 0, 0, 1.22412e-16, 0, 1.09412e-11, 0, 0, 0
0.324747, 0, 1.92771e-11, 0, 1.41421, -1.92771e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41526e-14, 0, 0, 2.20989e-16, 0, 1.91927e-11, 0, 0, 0
0.332628, 0, 3.34914e-11, 0, 1.41421, -3.34914e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46215e-13, 0, 0, 3.95883e-16, 0, 3.33448e-11, 0, 0, 0
0.34051, 0, 5.76329e-11, 2.22806e-43, 1.41421, -5.76329e-11, 0, 2.22806e-43, 2.22806e-43, 2.22806e-43, 2.22806e-43, 2.22806e-43, 2.22806e-43, 2.22806e-43, 2.22806e-43, 2.51637e-13, 2.22806e-43, 2.22806e-43, 7.04009e-16, 2.22806e-43, 5.73806e-11, 2.22806e-43, 2.22806e-43, 2.22806e-43
0.348391, 0, 9.82382e-11, 3.93765e-42, 1.41421, -9.82382e-11, 0, 3.93765e-42, 3.93765e-42, 3.93765e-42, 3.93765e-42, 3.93765e-42, 3.93765e-42, 3.93765e-42, 3.93765e-42, 4.2899e-13, 3.93765e-42, 3.93765e-42, 1.24337e-15, 3.93765e-42, 9.78079e-11, 3.93765e-42, 3.93765e-42, 3.93765e-42
0.356273, 0, 1.65878e-10, 5.73369e-41, 1.41421, -1.65878e-10, 0, 5.73369e-41, 5.73369e-41, 5.73369e-41, 5.73369e-41, 5.73369e-41, 5.73369e-41, 5.73369e-41, 5.73369e-41, 7.24501e-13, 5.73369e-41, 5.73369e-41, 2.18196e-15, 5.73369e-41, 1.65151e-10, 5.73369e-41, 5.73369e-41, 5.73369e-41
0.364154, 0, 2.77472e-10, 7.38465e-40, 1.41421, -2.77472e-10, 0, 7.38465e-40, 7.38465e-40, 7.38465e-40, 7.38465e-40, 7.38465e-40, 7.38465e-40, 7.38465e-40, 7.38465e-40, 1.21222e-12, 7.38465e-40, 7.38465e-40, 3.80678e-15, 7.38465e-40, 2.76256e-10, 7.38465e-40, 7.38465e-40, 7.38465e-40
0.372036, 0, 4.59833e-10, 8.51052e-39, 1.41421, -4.59833e-10, 0, 8.51052e-39, 8.51052e-39, 8.51052e-39, 8.51052e-39, 8.51052e-39, 8.51052e-39, 8.51052e-39, 8.51052e-39, 2.00959e-12, 8.51052e-39, 8.51052e-39, 6.60688e-15, 8.51052e-39, 4.57817e-10, 8.51052e-39, 8.51052e-39, 8.51052e-39
0.379917, 0, 7.55019e-10, 8.86037e-38, 1.41421, -7.55019e-10, 0, 8.86037e-38, 8.86037e-38, 8.86037e-38, 8.86037e-38, 8.86037e-38, 8.86037e-38, 8.86037e-38, 8.86037e-38, 3.30103e-12, 8.86037e-38, 8.86037e-38, 1.1414e-14, 8.86037e-38, 7.51706e-10, 8.86037e-38, 8.86037e-38, 8.86037e-38
0.387799, 0, 1.22833e-09, 8.37704e-37, 1.41421, -1.22833e-09, 0, 8.37704e-37, 8.37704e-37, 8.37704e-37, 8.37704e-37, 8.37704e-37, 8.37704e-37, 8.37704e-37, 8.37704e-37, 5.37335e-12, 8.37704e-37, 8.37704e-37, 1.96414e-14, 8.37704e-37, 1.22294e-09, 8.37704e-37, 8.37704e-37, 8.37704e-37
0.395681, 0, 1.98016e-09, 7.23781e-36, 1.41421, -1.98016e-09, 0, 7.23781e-36, 7.23781e-36, 7.23781e-36, 7.23781e-36, 7.23781e-36, 7.23781e-36, 7.23781e-36, 7.23781e-36, 8.66824e-12, 7.23781e-36, 7.23781e-36, 3.36894e-14, 7.23781e-36, 1.97146e-09, 7.23781e-36, 7.23781e-36, 7.23781e-36
0.403562, 0, 3.1633e-09, 5.7393e-35, 1.41421, -3.1633e-09, 0, 5.7393e-35, 5.7393e-35, 5.7393e-35, 5.7393e-35, 5.7393e-35, 5.7393e-35, 5.7393e-35, 5.7393e-35, 1.38595e-11, 5.7393e-35, 5.7393e-35, 5.76346e-14, 5.7393e-35, 3.14938e-09, 5.7393e-35, 5.7393e-35, 5.7393e-35
0.411444, 0, 5.00796e-09, 4.19562e-34, 1.41421, -5.00796e-09, 0, 4.19562e-34, 4.19562e-34, 4.19562e-34, 4.19562e-34, 4.19562e-34, 4.19562e-34, 4.19562e-34, 4.19562e-34, 2.19652e-11, 4.19562e-34, 4.19562e-34, 9.84018e-14, 4.19562e-34, 4.98589e-09, 4.19562e-34, 4.19562e-34, 4.19562e-34
0.419325, 0, 7.85763e-09, 2.91834e-33, 1.41421, -7.85763e-09, 0, 2.91834e-33, 2.91834e-33, 2.91834e-33, 2.91834e-33, 2.91834e-33, 2.91834e-33, 2.91834e-33, 2.91834e-33, 3.45099e-11, 2.91834e-33, 2.91834e-33, 1.67757e-13, 2.91834e-33, 7.82295e-09, 2.91834e-33, 2.91834e-33, 2.91834e-33
0.427207, 0, 1.22197e-08, 1.80224e-32, 1.41421, -1.22197e-08, 0, 1.80224e-32, 1.80224e-32, 1.80224e-32, 1.80224e-32, 1.80224e-32, 1.80224e-32, 1.80224e-32, 1.80224e-32, 5.37551e-11, 1.80224e-32, 1.80224e-32, 2.85684e-13, 1.80224e-32, 1.21656e-08, 1.80224e-32, 1.80224e-32, 1.80224e-32
0.435088, 0, 1.88364e-08, 1.10132e-31, 1.41421, -1.88364e-08, 0, 1.10132e-31, 1.10132e-31, 1.10132e-31, 1.10132e-31, 1.10132e-31, 1.10132e-31, 1.10132e-31, 1.10132e-31, 8.30272e-11, 1.10132e-31, 1.10132e-31, 4.86108e-13, 1.10132e-31, 1.87529e-08, 1.10132e-31, 1.10132e-31, 1.10132e-31
0.44297, 0, 2.87833e-08, 6.08305e-31, 1.41421, -2.87833e-08, 0, 6.08305e-31, 6.08305e-31, 6.08305e-31, 6.08305e-31, 6.08305e-31, 6.08305e-31, 6.08305e-31, 6.08305e-31, 1.27175e-10, 6.08305e-31, 6.08305e-31, 8.26533e-13, 6.08305e-31, 2.86553e-08, 6.08305e-31, 6.08305e-31, 6.08305e-31
0.450851, 0, 4.3603e-08, 3.24594e-30, 1.41421, -4.3603e-08, 0, 3.24594e-30, 3.24594e-30, 3.24594e-30, 3.24594e-30, 3.24594e-30, 3.24594e-30, 3.24594e-30, 3.24594e-30, 1.93208e-10, 3.24594e-30, 3.24594e-30, 1.40421e-12, 3.24594e-30, 4.34084e-08, 3.24594e-30, 3.24594e-30, 3.24594e-30
0.458733, 0, 6.54895e-08, 3.09863e-29, 1.41421, -6.54895e-08, 0, 3.09863e-29, 3.09863e-29, 3.09863e-29, 3.09863e-29, 3.09863e-29, 3.09863e-29, 3.09863e-29, 3.09863e-29, 2.91187e-10, 3.09863e-29, 3.09863e-29, 2.38539e-12, 3.09863e-29, 6.51959e-08, 3.09863e-29, 3.09863e-29, 3.09863e-29
0.466614, 0, 9.75268e-08, 1.43435e-28, 1.41421, -9.75268e-08, 0, 1.43435e-28, 1.43435e-28, 1.43435e-28, 1.43435e-28, 1.43435e-28, 1.43435e-28, 1.43435e-28, 1.43435e-28, 4.35394e-10, 1.43435e-28, 1.43435e-28, 4.04186e-12, 1.43435e-28, 9.70873e-08, 1.43435e-28, 1.43435e-28, 1.43435e-28
0.474496, 0, 1.4402e-07, 6.34397e-28, 1.41421, -1.4402e-07, 0, 6.34397e-28, 6.34397e-28, 6.34397e-28, 6.34397e-28, 6.34397e-28, 6.34397e-28, 6.34397e-28, 6.34397e-28, 6.46019e-10, 6.34397e-28, 6.34397e-28, 6.83511e-12, 6.34397e-28, 1.43367e-07, 6.34397e-28, 6.34397e-28, 6.34397e-28
0.482377, 0, 2.10915e-07, 2.67513e-27, 1.41421, -2.10915e-07, 0, 2.67513e-27, 2.67513e-27, 2.67513e-27, 2.67513e-27, 2.67513e-27, 2.67513e-27, 2.67513e-27, 2.67513e-27, 9.51341e-10, 2.67513e-27, 2.67513e-27, 1.15289e-11, 2.67513e-27, 2.09953e-07, 2.67513e-27, 2.67513e-27, 2.67513e-27
0.490259, 0, 3.06352e-07, 1.07675e-26, 1.41421, -3.06352e-07, 0, 1.07675e-26, 1.07675e-26, 1.07675e-26, 1.07675e-26, 1.07675e-26, 1.07675e-26, 1.07675e-26, 1.07675e-26, 1.3907e-09, 1.07675e-26, 1.07675e-26, 1.93833e-11, 1.07675e-26, 3.04942e-07, 1.07675e-26, 1.07675e-26, 1.07675e-26
0.49814, 0, 4.41372e-07, 4.14283e-26, 1.41421, -4.41372e-07, 0, 4.14283e-26, 4.14283e-26, 4.14283e-26, 4.14283e-26, 4.14283e-26, 1.06383e-12, 4.14283e-26, 4.14283e-26, 2.01844e-09, 4.14283e-26, 4.14283e-26, 3.24613e-11, 4.14283e-26, 4.3932e-07, 4.14283e-26, 4.14283e-26, 4.14283e-26
0.506022, 0, 6.30818e-07, 1.52658e-25, 1.41421, -6.30818e-07, 0, 1.52658e-25, 1.52658e-25, 1.52658e-25, 1.52658e-25, 1.52658e-25, 3.862e-12, 1.52658e-25, 1.52658e-25, 2.90911e-09, 1.52658e-25, 1.52658e-25, 5.41151e-11, 1.52658e-25, 6.27851e-07, 1.52658e-25, 1.52658e-25, 1.52658e-25
0.513903, 0, 8.94465e-07, 5.43735e-25, 1.41421, -8.94465e-07, 0, 5.43735e-25, 5.43735e-25, 5.43735e-25, 5.43735e-25, 5.43735e-25, 1.09507e-11, 5.43735e-25, 5.43735e-25, 4.1643e-09, 5.43735e-25, 5.43735e-25, 8.97446e-11, 5.43735e-25, 8.902e-07, 5.43735e-25, 5.43735e-25, 5.43735e-25
0.521785, 0, 1.26089e-06, 2.9851e-10, 1.41421, -1.26089e-06, 2.9851e-10, 2.98529e-10, 2.9855e-10, 6.38425e-10, 3.08747e-10, 3.0995e-10, 3.77591e-10, 1.23232e-09, 9.65522e-10, 6.22011e-09, 2.99608e-10, 3.00584e-10, 4.46482e-10, 2.98511e-10, 1.25276e-06, 2.9851e-10, 2.9851e-10, 3.13305e-10
0.529666, 0, 1.7658e-06, 1.07126e-09, 1.41421, -1.7658e-06, 1.07126e-09, 1.07133e-09, 1.07141e-09, 2.29757e-09, 1.10819e-09, 1.11253e-09, 1.32409e-09, 4.44017e-09, 3.47764e-09, 9.43723e-09, 1.07522e-09, 1.07874e-09, 1.31374e-09, 1.07127e-09, 1.7498e-06, 1.07126e-09, 1.07126e-09, 1.12464e-09
0.537548, 0, 2.45964e-06, 3.00992e-09, 1.41421, -2.45964e-06, 3.00992e-09, 3.01012e-09, 3.01033e-09, 6.46731e-09, 3.11404e-09, 3.12628e-09, 3.6917e-09, 1.2508e-08, 9.79431e-09, 1.47543e-08, 3.02109e-09, 3.03102e-09, 3.40457e-09, 3.00994e-09, 2.42668e-06, 3.00992e-09, 3.00992e-09, 3.16042e-09
0.545429, 0, 3.41327e-06, 7.7315e-09, 1.41421, -3.41327e-06, 7.7315e-09, 7.732e-09, 7.73256e-09, 1.66338e-08, 7.9996e-09, 8.03111e-09, 9.44195e-09, 3.21878e-08, 2.52004e-08, 2.4116e-08, 7.76027e-09, 7.78582e-09, 8.36925e-09, 7.73154e-09, 3.34267e-06, 7.7315e-09, 7.7315e-09, 8.119e-09
0.553311, 0, 4.73107e-06, 1.89115e-08, 1.41421, -4.73107e-06, 1.89115e-08, 1.89127e-08, 1.89141e-08, 4.07207e-08, 1.95683e-08, 1.96455e-08, 2.30198e-08, 7.88254e-08, 6.17074e-08, 4.16299e-08, 1.8982e-08, 1.90446e-08, 1.99344e-08, 1.89116e-08, 4.57615e-06, 1.89115e-08, 1.89115e-08, 1.98608e-08
0.561193, 0, 6.57534e-06, 4.46491e-08, 1.41421, -6.57534e-06, 4.46491e-08, 4.46519e-08, 4.46552e-08, 9.61969e-08, 4.62015e-08, 4.63839e-08, 5.47292e-08, 1.8626e-07, 1.45801e-07, 7.59598e-08, 4.48156e-08, 4.49636e-08, 4.62772e-08, 4.46493e-08, 6.23199e-06, 4.46491e-08, 4.46491e-08, 4.68928e-08
0.569074, 0, 9.21197e-06, 1.02271e-07, 1.41421, -9.21197e-06, 1.02271e-07, 1.02277e-07, 1.02285e-07, 2.2045e-07, 1.0583e-07, 1.06248e-07, 1.26275e-07, 4.26932e-07, 3.34173e-07, 1.45167e-07, 1.02653e-07, 1.02992e-07, 1.04842e-07, 1.02271e-07, 8.45396e-06, 1.02271e-07, 1.02271e-07, 1.07415e-07
0.576956, 0, 1.31081e-05, 2.27745e-07, 1.41421, -1.31081e-05, 2.27745e-07, 2.2776e-07, 2.27777e-07, 4.91134e-07, 2.35677e-07, 2.3661e-07, 2.93328e-07, 9.51321e-07, 7.44589e-07, 2.86168e-07, 2.28596e-07, 2.29353e-07, 2.31772e-07, 2.27746e-07, 1.14455e-05, 2.27745e-07, 2.27745e-07, 2.3921e-07
0.584837, 0, 1.908e-05, 4.93543e-07, 1.41421, -1.908e-05, 4.93543e-07, 4.93575e-07, 4.93611e-07, 1.06478e-06, 5.10746e-07, 5.12768e-07, 6.53256e-07, 2.06284e-06, 1.61448e-06, 5.7265e-07, 4.95389e-07, 4.97029e-07, 4.998e-07, 4.93545e-07, 1.55067e-05, 4.93543e-07, 4.93543e-07, 5.18408e-07
0.592719, 0, 2.86105e-05, 1.04135e-06, 1.41421, -2.86105e-05, 1.04135e-06, 1.04142e-06, 1.0415e-06, 2.24762e-06, 1.07768e-06, 1.08195e-06, 1.40976e-06, 4.35518e-06, 3.40839e-06, 1.14786e-06, 1.04525e-06, 1.04871e-06, 1.051e-06, 1.04136e-06, 2.10979e-05, 1.04135e-06, 1.04135e-06, 1.09386e-06
0.6006, 0, 4.43834e-05, 2.13997e-06, 1.41421, -4.43834e-05, 2.13997e-06, 2.14011e-06, 2.14027e-06, 4.62092e-06, 2.21469e-06, 2.22347e-06, 2.96083e-06, 8.95558e-06, 7.0083e-06, 2.28255e-06, 2.14799e-06, 2.15511e-06, 2.15472e-06, 2.13998e-06, 2.89505e-05, 2.13997e-06, 2.13997e-06, 2.24796e-06
0.608482, 0, 7.12122e-05, 4.28423e-06, 1.41421, -7.12122e-05, 4.28423e-06, 4.2845e-06, 4.28482e-06, 9.25548e-06, 4.43394e-06, 4.45153e-06, 6.06468e-06, 1.79412e-05, 1.40393e-05, 4.47406e-06, 4.30029e-06, 4.31456e-06, 4.30659e-06, 4.28425e-06, 4.02556e-05, 4.28423e-06, 4.28423e-06, 4.50061e-06
0.616363, 0, 0.00011759, 8.35761e-06, 1.41421, -0.00011759, 8.35761e-06, 8.35814e-06, 8.35876e-06, 1.80645e-05, 8.64993e-06, 8.68429e-06, 1.21347e-05, 3.50243e-05, 2.74054e-05, 8.60902e-06, 8.38897e-06, 8.41684e-06, 8.39126e-06, 8.35764e-06, 5.6973e-05, 8.35761e-06, 8.35761e-06, 8.78012e-06
0.624245, 0, 0.000198208, 1.58902e-05, 1.41421, -0.000198208, 1.58902e-05, 1.58912e-05, 1.58924e-05, 3.43642e-05, 1.64466e-05, 1.6512e-05, 2.37546e-05, 6.66417e-05, 5.21415e-05, 1.62215e-05, 1.59499e-05, 1.60029e-05, 1.59405e-05, 1.58903e-05, 8.23275e-05, 1.58902e-05, 1.58902e-05, 1.66943e-05
0.632126, 0, 0.000337859, 2.9452e-05, 1.41421, -0.000337859, 2.9452e-05, 2.94539e-05, 2.9456e-05, 6.37291e-05, 3.04842e-05, 3.06056e-05, 4.55201e-05, 0.000123618, 9.67136e-05, 2.98865e-05, 2.95627e-05, 2.96611e-05, 2.95265e-05, 2.94521e-05, 0.000121574, 2.9452e-05, 2.9452e-05, 3.0944e-05
0.640008, 0, 0.000577344, 5.32257e-05, 1.41421, -0.000577344, 5.32257e-05, 5.32291e-05, 5.32331e-05, 0.000115241, 5.50933e-05, 5.53128e-05, 8.54306e-05, 0.000223594, 0.000174918, 5.37932e-05, 5.34261e-05, 5.36041e-05, 5.33354e-05, 5.32259e-05, 0.000183142, 5.32257e-05, 5.32257e-05, 5.59251e-05
0.647889, 0, 0.000982036, 9.38107e-05, 1.41421, -0.000982036, 9.38107e-05, 9.38168e-05, 9.38237e-05, 0.000203245, 9.71064e-05, 9.74937e-05, 0.000157108, 0.000394448, 0.000308553, 9.4549e-05, 9.41643e-05, 9.44784e-05, 9.39711e-05, 9.38111e-05, 0.000280243, 9.38107e-05, 9.38107e-05, 9.85741e-05
0.655771, 0, 0.00165388, 0.000161289, 1.41421, -0.00165388, 0.000161289, 0.000161299, 0.000161311, 0.000349682, 0.000166963, 0.000167629, 0.000283242, 0.000678839, 0.000530971, 0.000162246, 0.000161898, 0.000162439, 0.000161522, 0.00016129, 0.000433106, 0.000161289, 0.000161289, 0.000169489
0.663652, 0, 0.0027475, 0.000270568, 1.41421, -0.0027475, 0.000270568, 0.000270585, 0.000270605, 0.000587038, 0.000280098, 0.000281218, 0.000500797, 0.00113997, 0.000891574, 0.000271805, 0.00027159, 0.000272498, 0.000270904, 0.000270569, 0.000671853, 0.000270568, 0.000270568, 0.000284343
0.671534, 0, 0.00449107, 0.000442971, 1.41421, -0.00449107, 0.000442971, 0.000443, 0.000443033, 0.000961858, 0.000458598, 0.000460434, 0.000868693, 0.00186845, 0.00146118, 0.000444565, 0.000444648, 0.000446137, 0.000443455, 0.000442973, 0.00104009, 0.000442971, 0.000442971, 0.000465557
0.679415, 0, 0.00721185, 0.000707966, 1.41421, -0.00721185, 0.000707966, 0.000708012, 0.000708064, 0.00153857, 0.00073298, 0.00073592, 0.00147872, 0.00298979, 0.00233785, 0.000710015, 0.000710649, 0.000713034, 0.000708658, 0.000707969, 0.00159902, 0.000707966, 0.000707966, 0.00074412
