   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_295.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0318694, 590, 0, 0, 24.3311, 590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0239855, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0161017, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0082178, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000333949, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0075499, 0, 1.55733e-25, 0, 1.41421, -1.55733e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67479e-31, 0, 0, 1.55732e-25, 0, 0, 0
0.0154338, 0, 4.99131e-25, 0, 1.41421, -4.99131e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48708e-30, 0, 0, 4.99129e-25, 0, 0, 0
0.0233176, 0, 1.52905e-24, 0, 1.41421, -1.52905e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.71012e-30, 0, 0, 1.52904e-24, 0, 0, 0
0.0312015, 0, 4.50763e-24, 0, 1.41421, -4.50763e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30117e-29, 0, 0, 4.50761e-24, 0, 0, 0
0.0390853, 0, 1.29577e-23, 0, 1.41421, -1.29577e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71435e-29, 0, 0, 1.29576e-23, 0, 0, 0
0.0469692, 0, 4.04678e-23, 0, 1.41421, -4.04678e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14848e-28, 0, 0, 4.04676e-23, 0, 0, 0
0.054853, 0, 1.07848e-22, 0, 1.41421, -1.07848e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.80256e-28, 0, 0, 1.07847e-22, 0, 0, 0
0.0627369, 0, 2.808e-22, 0, 1.41421, -2.808e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53092e-27, 0, 0, 2.80798e-22, 0, 0, 0
0.0706207, 0, 7.15564e-22, 0, 1.41421, -7.15564e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.95311e-27, 0, 0, 7.1556e-22, 0, 0, 0
0.0785046, 0, 1.78735e-21, 0, 1.41421, -1.78735e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00056e-26, 0, 0, 1.78734e-21, 0, 0, 0
0.0863884, 0, 4.38146e-21, 0, 1.41421, -4.38146e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48553e-26, 0, 0, 4.38143e-21, 0, 0, 0
0.0942723, 0, 1.05521e-20, 0, 1.41421, -1.05521e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06658e-26, 0, 0, 1.0552e-20, 0, 0, 0
0.102156, 0, 2.49902e-20, 0, 1.41421, -2.49902e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45623e-25, 0, 0, 2.49901e-20, 0, 0, 0
0.11004, 0, 5.8245e-20, 0, 1.41421, -5.8245e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4406e-25, 0, 0, 5.82446e-20, 0, 0, 0
0.117924, 0, 1.33694e-19, 0, 1.41421, -1.33694e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00715e-25, 0, 0, 1.33694e-19, 0, 0, 0
0.125808, 0, 3.02418e-19, 0, 1.41421, -3.02418e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83672e-24, 0, 0, 3.02416e-19, 0, 0, 0
0.133692, 0, 6.74503e-19, 0, 1.41421, -6.74503e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15513e-24, 0, 0, 6.74498e-19, 0, 0, 0
0.141575, 0, 1.4841e-18, 0, 1.41421, -1.4841e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.27534e-24, 0, 0, 1.48409e-18, 0, 0, 0
0.149459, 0, 3.22285e-18, 0, 1.41421, -3.22285e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04402e-23, 0, 0, 3.22283e-18, 0, 0, 0
0.157343, 0, 6.91026e-18, 0, 1.41421, -6.91026e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44875e-23, 0, 0, 6.91021e-18, 0, 0, 0
0.165227, 0, 1.46347e-17, 0, 1.41421, -1.46347e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.56653e-23, 0, 0, 1.46347e-17, 0, 0, 0
0.173111, 0, 3.06237e-17, 0, 1.41421, -3.06237e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03324e-22, 0, 0, 3.06235e-17, 0, 0, 0
0.180995, 0, 6.33347e-17, 0, 1.41421, -6.33347e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27245e-22, 0, 0, 6.33343e-17, 0, 0, 0
0.188879, 0, 1.29496e-16, 0, 1.41421, -1.29496e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.87864e-22, 0, 0, 1.29495e-16, 0, 0, 0
0.196762, 0, 2.6182e-16, 0, 1.41421, -2.6182e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82518e-21, 0, 0, 2.61819e-16, 0, 0, 0
0.204646, 0, 5.23579e-16, 0, 1.41421, -5.23579e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71246e-21, 0, 0, 5.23576e-16, 0, 0, 0
0.21253, 0, 1.03581e-15, 0, 1.41421, -1.03581e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.47317e-21, 0, 0, 1.0358e-15, 0, 0, 0
0.220414, 0, 2.02753e-15, 0, 1.41421, -2.02753e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48908e-20, 0, 0, 2.02752e-15, 0, 0, 0
0.228298, 0, 3.92755e-15, 0, 1.41421, -3.92755e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93753e-20, 0, 0, 3.92752e-15, 0, 0, 0
0.236182, 0, 7.53018e-15, 0, 1.41421, -7.53018e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73809e-20, 0, 0, 7.53012e-15, 0, 0, 0
0.244065, 0, 1.42914e-14, 0, 1.41421, -1.42914e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1101e-19, 0, 0, 1.42912e-14, 0, 0, 0
0.251949, 0, 2.68523e-14, 0, 1.41421, -2.68523e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12735e-19, 0, 0, 2.68521e-14, 0, 0, 0
0.259833, 0, 4.99548e-14, 0, 1.41421, -4.99548e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03894e-19, 0, 0, 4.99544e-14, 0, 0, 0
0.267717, 0, 9.20244e-14, 0, 1.41421, -9.20244e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.59828e-19, 0, 0, 9.20236e-14, 0, 0, 0
0.275601, 0, 1.67881e-13, 0, 1.41421, -1.67881e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41665e-18, 0, 0, 1.6788e-13, 0, 0, 0
0.283485, 0, 3.03326e-13, 0, 1.41421, -3.03326e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6181e-18, 0, 0, 3.03324e-13, 0, 0, 0
0.291369, 0, 5.4283e-13, 0, 1.41421, -5.4283e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79711e-18, 0, 0, 5.42825e-13, 0, 0, 0
0.299252, 0, 9.62265e-13, 0, 1.41421, -9.62265e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7164e-18, 0, 0, 9.62256e-13, 0, 0, 0
0.307136, 0, 1.68979e-12, 0, 1.41421, -1.68979e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57097e-17, 0, 0, 1.68978e-12, 0, 0, 0
0.31502, 0, 2.94162e-12, 0, 1.41421, -2.94162e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8152e-17, 0, 0, 2.9416e-12, 0, 0, 0
0.322904, 0, 5.06969e-12, 0, 1.41421, -5.06969e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.99648e-17, 0, 0, 5.06964e-12, 0, 0, 0
0.330788, 0, 8.65715e-12, 6.72623e-44, 1.41421, -8.65715e-12, 0, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 8.80497e-17, 6.72623e-44, 6.72623e-44, 8.65706e-12, 6.72623e-44, 6.72623e-44, 6.72623e-44
0.338672, 0, 1.46484e-11, 1.21352e-42, 1.41421, -1.46484e-11, 0, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.21352e-42, 1.54126e-16, 1.21352e-42, 1.21352e-42, 1.46482e-11, 1.21352e-42, 1.21352e-42, 1.21352e-42
0.346556, 0, 2.45612e-11, 1.81608e-41, 1.41421, -2.45612e-11, 0, 1.81608e-41, 1.81608e-41, 1.81608e-41, 1.81608e-41, 1.81608e-41, 1.81608e-41, 1.81608e-41, 1.81608e-41, 1.81608e-41, 1.81608e-41, 1.81608e-41, 2.68103e-16, 1.81608e-41, 1.81608e-41, 2.45609e-11, 1.81608e-41, 1.81608e-41, 1.81608e-41
0.354439, 0, 4.08113e-11, 2.3877e-40, 1.41421, -4.08113e-11, 0, 2.3877e-40, 2.3877e-40, 2.3877e-40, 2.3877e-40, 2.3877e-40, 2.3877e-40, 2.3877e-40, 2.3877e-40, 2.3877e-40, 2.3877e-40, 2.3877e-40, 4.63687e-16, 2.3877e-40, 2.3877e-40, 4.08109e-11, 2.3877e-40, 2.3877e-40, 2.3877e-40
0.362323, 0, 6.72051e-11, 2.80948e-39, 1.41421, -6.72051e-11, 0, 2.80948e-39, 2.80948e-39, 2.80948e-39, 2.80948e-39, 2.80948e-39, 2.80948e-39, 2.80948e-39, 2.80948e-39, 2.80948e-39, 2.80948e-39, 2.80948e-39, 7.97775e-16, 2.80948e-39, 2.80948e-39, 6.72043e-11, 2.80948e-39, 2.80948e-39, 2.80948e-39
0.370207, 0, 1.09683e-10, 2.98363e-38, 1.41421, -1.09683e-10, 0, 2.98363e-38, 2.98363e-38, 2.98363e-38, 2.98363e-38, 2.98363e-38, 2.98363e-38, 2.98363e-38, 2.98363e-38, 2.98363e-38, 2.98363e-38, 2.98363e-38, 1.36623e-15, 2.98363e-38, 2.98363e-38, 1.09682e-10, 2.98363e-38, 2.98363e-38, 2.98363e-38
0.378091, 0, 1.77426e-10, 2.87309e-37, 1.41421, -1.77426e-10, 0, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.87309e-37, 2.33035e-15, 2.87309e-37, 2.87309e-37, 1.77424e-10, 2.87309e-37, 2.87309e-37, 2.87309e-37
0.385975, 0, 2.84483e-10, 2.52721e-36, 1.41421, -2.84483e-10, 0, 2.52721e-36, 2.52721e-36, 2.52721e-36, 2.52721e-36, 2.52721e-36, 2.52721e-36, 2.52721e-36, 2.52721e-36, 2.52721e-36, 2.52721e-36, 2.52721e-36, 3.96138e-15, 2.52721e-36, 2.52721e-36, 2.84479e-10, 2.52721e-36, 2.52721e-36, 2.52721e-36
