   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_157.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0293435, 314, 0, 0, 17.7764, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0214608, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0135781, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00569538, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00218733, 0, 1.46489e-23, 0, 1.41421, -1.46489e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74264e-26, 0, 0, 1.83043e-28, 0, 0, 1.46213e-23, 0, 0, 0
0.01007, 0, 4.13024e-23, 0, 1.41421, -4.13024e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.73282e-26, 0, 0, 5.19919e-28, 0, 0, 4.12245e-23, 0, 0, 0
0.0179528, 0, 1.13094e-22, 0, 1.41421, -1.13094e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11739e-25, 0, 0, 1.43472e-27, 0, 0, 1.1288e-22, 0, 0, 0
0.0258355, 0, 3.01627e-22, 0, 1.41421, -3.01627e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6472e-25, 0, 0, 3.85753e-27, 0, 0, 3.01059e-22, 0, 0, 0
0.0337182, 0, 7.85405e-22, 0, 1.41421, -7.85405e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47047e-24, 0, 0, 1.0129e-26, 0, 0, 7.83924e-22, 0, 0, 0
0.0416009, 0, 2.00051e-21, 0, 1.41421, -2.00051e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74545e-24, 0, 0, 2.60237e-26, 0, 0, 1.99674e-21, 0, 0, 0
0.0494836, 0, 5.0016e-21, 0, 1.41421, -5.0016e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.36422e-24, 0, 0, 6.56881e-26, 0, 0, 4.99217e-21, 0, 0, 0
0.0573663, 0, 1.22631e-20, 0, 1.41421, -1.22631e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29595e-23, 0, 0, 1.62629e-25, 0, 0, 1.224e-20, 0, 0, 0
0.0652491, 0, 2.95229e-20, 0, 1.41421, -2.95229e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52742e-23, 0, 0, 3.95418e-25, 0, 0, 2.94673e-20, 0, 0, 0
0.0731318, 0, 7.33635e-20, 0, 1.41421, -7.33635e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37354e-22, 0, 0, 9.97552e-25, 0, 0, 7.32251e-20, 0, 0, 0
0.0810145, 0, 1.69863e-19, 0, 1.41421, -1.69863e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18025e-22, 0, 0, 2.33309e-24, 0, 0, 1.69542e-19, 0, 0, 0
0.0888972, 0, 3.8749e-19, 0, 1.41421, -3.8749e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25476e-22, 0, 0, 5.37737e-24, 0, 0, 3.86759e-19, 0, 0, 0
0.0967799, 0, 8.71417e-19, 0, 1.41421, -8.71417e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6315e-21, 0, 0, 1.22212e-23, 0, 0, 8.69773e-19, 0, 0, 0
0.104663, 0, 1.93296e-18, 0, 1.41421, -1.93296e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61896e-21, 0, 0, 2.74029e-23, 0, 0, 1.92931e-18, 0, 0, 0
0.112545, 0, 4.23111e-18, 0, 1.41421, -4.23111e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92166e-21, 0, 0, 6.06492e-23, 0, 0, 4.22312e-18, 0, 0, 0
0.120428, 0, 9.1433e-18, 0, 1.41421, -9.1433e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71185e-20, 0, 0, 1.32552e-22, 0, 0, 9.12605e-18, 0, 0, 0
