   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_102.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0346093, 204, 0, 0, 14.3527, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0267132, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0188171, 4, 0, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.010921, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00302498, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00487109, 2, 2.03974e-21, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76436e-23, 0, 0, 1.31527e-26, 0, 0, 2.02208e-21, 0, 0, 0
0.0127672, 2, 4.83288e-21, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1804e-23, 0, 0, 3.15877e-26, 0, 0, 4.79104e-21, 0, 0, 0
0.0206632, 0, 1.12595e-20, 0, 1.41421, -1.12595e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.7394e-23, 0, 0, 7.46038e-26, 0, 0, 1.11621e-20, 0, 0, 0
0.0285593, 0, 2.58187e-20, 0, 1.41421, -2.58187e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2333e-22, 0, 0, 1.73446e-25, 0, 0, 2.55952e-20, 0, 0, 0
0.0364554, 0, 5.83197e-20, 0, 1.41421, -5.83197e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.04461e-22, 0, 0, 3.97282e-25, 0, 0, 5.78148e-20, 0, 0, 0
0.0443514, 0, 1.29861e-19, 0, 1.41421, -1.29861e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12328e-21, 0, 0, 8.97187e-25, 0, 0, 1.28736e-19, 0, 0, 0
0.0522475, 0, 2.96425e-19, 0, 1.41421, -2.96425e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56405e-21, 0, 0, 2.09051e-24, 0, 0, 2.93859e-19, 0, 0, 0
0.0601436, 0, 6.4011e-19, 0, 1.41421, -6.4011e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5369e-21, 0, 0, 4.5794e-24, 0, 0, 6.34569e-19, 0, 0, 0
0.0680396, 6, 1.36551e-18, 0, 2.82843, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18116e-20, 0, 0, 9.91157e-24, 0, 0, 1.35369e-18, 0, 0, 0
0.0759357, 0, 2.87882e-18, 0, 1.41421, -2.87882e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49016e-20, 0, 0, 2.1205e-23, 0, 0, 2.8539e-18, 0, 0, 0
0.0838318, 0, 6.00036e-18, 0, 1.41421, -6.00036e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19026e-20, 0, 0, 4.48605e-23, 0, 0, 5.94841e-18, 0, 0, 0
0.0917279, 0, 1.23687e-17, 0, 1.41421, -1.23687e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06988e-19, 0, 0, 9.38789e-23, 0, 0, 1.22616e-17, 0, 0, 0
0.0996239, 0, 2.52227e-17, 0, 1.41421, -2.52227e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18174e-19, 0, 0, 1.94396e-22, 0, 0, 2.50043e-17, 0, 0, 0
0.10752, 0, 5.08969e-17, 0, 1.41421, -5.08969e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40254e-19, 0, 0, 3.98423e-22, 0, 0, 5.04562e-17, 0, 0, 0
0.115416, 2, 1.01656e-16, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.79316e-19, 0, 0, 8.08443e-22, 0, 0, 1.00776e-16, 0, 0, 0
0.123312, 0, 2.01009e-16, 0, 1.41421, -2.01009e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73871e-18, 0, 0, 1.62445e-21, 0, 0, 1.99269e-16, 0, 0, 0
0.131208, 0, 3.93572e-16, 0, 1.41421, -3.93572e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40436e-18, 0, 0, 3.23299e-21, 0, 0, 3.90165e-16, 0, 0, 0
0.139104, 0, 7.63208e-16, 0, 1.41421, -7.63208e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.60168e-18, 0, 0, 6.37429e-21, 0, 0, 7.566e-16, 0, 0, 0
0.147, 0, 1.46603e-15, 0, 1.41421, -1.46603e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2681e-17, 0, 0, 1.24528e-20, 0, 0, 1.45334e-15, 0, 0, 0
0.154896, 0, 2.78995e-15, 0, 1.41421, -2.78995e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41327e-17, 0, 0, 2.41091e-20, 0, 0, 2.76579e-15, 0, 0, 0
0.162792, 0, 5.26092e-15, 0, 1.41421, -5.26092e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55063e-17, 0, 0, 4.62641e-20, 0, 0, 5.21537e-15, 0, 0, 0
0.170689, 0, 9.83104e-15, 0, 1.41421, -9.83104e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5037e-17, 0, 0, 8.80071e-20, 0, 0, 9.74591e-15, 0, 0, 0
0.178585, 0, 1.8208e-14, 0, 1.41421, -1.8208e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57496e-16, 0, 0, 1.65982e-19, 0, 0, 1.80503e-14, 0, 0, 0
0.186481, 0, 3.34271e-14, 0, 1.41421, -3.34271e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89138e-16, 0, 0, 3.10407e-19, 0, 0, 3.31376e-14, 0, 0, 0
0.194377, 0, 6.08353e-14, 0, 1.41421, -6.08353e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26213e-16, 0, 0, 5.757e-19, 0, 0, 6.03085e-14, 0, 0, 0
0.202273, 0, 1.09768e-13, 0, 1.41421, -1.09768e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.49471e-16, 0, 0, 1.05903e-18, 0, 0, 1.08818e-13, 0, 0, 0
0.210169, 0, 1.96381e-13, 0, 1.41421, -1.96381e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69865e-15, 0, 0, 1.93252e-18, 0, 0, 1.94681e-13, 0, 0, 0
