   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_153.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.307122, 0, 4.98492e-12, 0, 1.41421, -4.98492e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.31388e-16, 0, 0, 5.31472e-17, 0, 0, 4.98394e-12, 0, 0, 0
0.315009, 0, 8.7323e-12, 0, 1.41421, -8.7323e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63162e-15, 0, 0, 9.56658e-17, 0, 0, 8.73057e-12, 0, 0, 0
0.322895, 0, 1.51526e-11, 0, 1.41421, -1.51526e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83143e-15, 0, 0, 1.70869e-16, 0, 0, 1.51496e-11, 0, 0, 0
0.330782, 0, 2.60473e-11, 0, 1.41421, -2.60473e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86769e-15, 0, 0, 3.0295e-16, 0, 0, 2.60421e-11, 0, 0, 0
0.338669, 0, 4.43592e-11, 1.7236e-43, 1.41421, -4.43592e-11, 1.7236e-43, 0, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 8.29082e-15, 1.7236e-43, 1.7236e-43, 5.33388e-16, 1.7236e-43, 1.7236e-43, 4.43503e-11, 1.7236e-43, 1.7236e-43, 1.7236e-43
0.346555, 0, 7.48468e-11, 3.09967e-42, 1.41421, -7.48468e-11, 3.09967e-42, 0, 3.09967e-42, 3.09967e-42, 3.09967e-42, 3.09967e-42, 3.09967e-42, 3.09967e-42, 3.09967e-42, 3.09967e-42, 3.09967e-42, 1.39914e-14, 3.09967e-42, 3.09967e-42, 9.32989e-16, 3.09967e-42, 3.09967e-42, 7.48318e-11, 3.09967e-42, 3.09967e-42, 3.09967e-42
0.354442, 0, 1.25129e-10, 4.63031e-41, 1.41421, -1.25129e-10, 4.63031e-41, 0, 4.63031e-41, 4.63031e-41, 4.63031e-41, 4.63031e-41, 4.63031e-41, 4.63031e-41, 4.63031e-41, 4.63031e-41, 4.63031e-41, 2.33961e-14, 4.63031e-41, 4.63031e-41, 1.62214e-15, 4.63031e-41, 4.63031e-41, 1.25104e-10, 4.63031e-41, 4.63031e-41, 4.63031e-41
0.362328, 0, 2.07282e-10, 6.08347e-40, 1.41421, -2.07282e-10, 6.08347e-40, 0, 6.08347e-40, 6.08347e-40, 6.08347e-40, 6.08347e-40, 6.08347e-40, 6.08347e-40, 6.08347e-40, 6.08347e-40, 6.08347e-40, 3.87681e-14, 6.08347e-40, 6.08347e-40, 2.80491e-15, 6.08347e-40, 6.08347e-40, 2.07241e-10, 6.08347e-40, 6.08347e-40, 6.08347e-40
0.370215, 0, 3.40317e-10, 2.93068e-38, 1.41421, -3.40317e-10, 2.93068e-38, 0, 2.93068e-38, 2.93068e-38, 2.93068e-38, 2.93068e-38, 2.93068e-38, 2.93068e-38, 2.93068e-38, 2.93068e-38, 2.93068e-38, 6.36753e-14, 2.93068e-38, 2.93068e-38, 4.83558e-15, 2.93068e-38, 2.93068e-38, 3.40249e-10, 2.93068e-38, 2.93068e-38, 2.93068e-38
0.378102, 0, 5.53593e-10, 2.82831e-37, 1.41421, -5.53593e-10, 2.82831e-37, 0, 2.82831e-37, 2.82831e-37, 2.82831e-37, 2.82831e-37, 2.82831e-37, 2.82831e-37, 2.82831e-37, 2.82831e-37, 2.82831e-37, 1.0363e-13, 2.82831e-37, 2.82831e-37, 8.28507e-15, 2.82831e-37, 2.82831e-37, 5.53481e-10, 2.82831e-37, 2.82831e-37, 2.82831e-37
0.385988, 0, 8.92464e-10, 2.49289e-36, 1.41421, -8.92464e-10, 2.49289e-36, 0, 2.49289e-36, 2.49289e-36, 2.49289e-36, 2.49289e-36, 2.49289e-36, 2.49289e-36, 2.49289e-36, 2.49289e-36, 2.49289e-36, 1.67168e-13, 2.49289e-36, 2.49289e-36, 1.41437e-14, 2.49289e-36, 2.49289e-36, 8.92283e-10, 2.49289e-36, 2.49289e-36, 2.49289e-36
0.393875, 0, 1.42598e-09, 2.01461e-35, 1.41421, -1.42598e-09, 2.01461e-35, 0, 2.01461e-35, 2.01461e-35, 2.01461e-35, 2.01461e-35, 2.01461e-35, 2.01461e-35, 2.01461e-35, 2.01461e-35, 2.01461e-35, 2.67307e-13, 2.01461e-35, 2.01461e-35, 2.40728e-14, 2.01461e-35, 2.01461e-35, 1.42569e-09, 2.01461e-35, 2.01461e-35, 2.01461e-35
0.401761, 0, 2.25829e-09, 1.4995e-34, 1.41421, -2.25829e-09, 1.4995e-34, 0, 1.4995e-34, 1.4995e-34, 1.4995e-34, 1.4995e-34, 1.4995e-34, 1.4995e-34, 1.4995e-34, 1.4995e-34, 1.4995e-34, 4.23734e-13, 1.4995e-34, 1.4995e-34, 4.08746e-14, 1.4995e-34, 1.4995e-34, 2.25783e-09, 1.4995e-34, 1.4995e-34, 1.4995e-34
0.409648, 0, 3.54504e-09, 1.04553e-33, 1.41421, -3.54504e-09, 1.04553e-33, 0, 1.04553e-33, 1.04553e-33, 1.04553e-33, 1.04553e-33, 1.04553e-33, 1.04553e-33, 1.04553e-33, 1.04553e-33, 1.04553e-33, 6.65958e-13, 1.04553e-33, 1.04553e-33, 6.92767e-14, 1.04553e-33, 1.04553e-33, 3.5443e-09, 1.04553e-33, 1.04553e-33, 1.04553e-33
0.417535, 0, 5.51647e-09, 6.27048e-33, 1.41421, -5.51647e-09, 6.27048e-33, 0, 6.27048e-33, 6.27048e-33, 6.27048e-33, 6.27048e-33, 6.27048e-33, 6.27048e-33, 6.27048e-33, 6.27048e-33, 6.27048e-33, 1.03781e-12, 6.27048e-33, 6.27048e-33, 1.17254e-13, 6.27048e-33, 6.27048e-33, 5.51531e-09, 6.27048e-33, 6.27048e-33, 6.27048e-33
0.425421, 0, 8.51001e-09, 3.80177e-32, 1.41421, -8.51001e-09, 3.80177e-32, 0, 3.80177e-32, 3.80177e-32, 3.80177e-32, 3.80177e-32, 3.80177e-32, 3.80177e-32, 3.80177e-32, 3.80177e-32, 3.80177e-32, 1.60381e-12, 3.80177e-32, 3.80177e-32, 1.98259e-13, 3.80177e-32, 3.80177e-32, 8.50821e-09, 3.80177e-32, 3.80177e-32, 3.80177e-32
0.433308, 0, 1.30154e-08, 2.06604e-31, 1.41421, -1.30154e-08, 2.06604e-31, 0, 2.06604e-31, 2.06604e-31, 2.06604e-31, 2.06604e-31, 2.06604e-31, 2.06604e-31, 2.06604e-31, 2.06604e-31, 2.06604e-31, 2.45816e-12, 2.06604e-31, 2.06604e-31, 3.34955e-13, 2.06604e-31, 2.06604e-31, 1.30126e-08, 2.06604e-31, 2.06604e-31, 2.06604e-31
0.441194, 0, 1.97367e-08, 1.09715e-30, 1.41421, -1.97367e-08, 1.09715e-30, 0, 1.09715e-30, 1.09715e-30, 1.09715e-30, 1.09715e-30, 1.09715e-30, 1.09715e-30, 1.09715e-30, 1.09715e-30, 1.09715e-30, 3.73718e-12, 1.09715e-30, 1.09715e-30, 5.65475e-13, 1.09715e-30, 1.09715e-30, 1.97324e-08, 1.09715e-30, 1.09715e-30, 1.09715e-30
0.449081, 0, 2.96767e-08, 5.56179e-30, 1.41421, -2.96767e-08, 5.56179e-30, 0, 5.56179e-30, 5.56179e-30, 5.56179e-30, 5.56179e-30, 5.56179e-30, 5.56179e-30, 5.56179e-30, 5.56179e-30, 5.56179e-30, 5.63658e-12, 5.56179e-30, 5.56179e-30, 9.5381e-13, 5.56179e-30, 5.56179e-30, 2.96701e-08, 5.56179e-30, 5.56179e-30, 5.56179e-30
0.456968, 0, 4.425e-08, 2.66954e-29, 1.41421, -4.425e-08, 2.66954e-29, 0, 2.66954e-29, 2.66954e-29, 2.66954e-29, 2.66954e-29, 2.66954e-29, 2.66954e-29, 2.66954e-29, 2.66954e-29, 2.66954e-29, 8.43515e-12, 2.66954e-29, 2.66954e-29, 1.60701e-12, 2.66954e-29, 2.66954e-29, 4.42399e-08, 2.66954e-29, 2.66954e-29, 2.66954e-29
0.464854, 0, 6.54339e-08, 1.23527e-28, 1.41421, -6.54339e-08, 1.23527e-28, 0, 1.23527e-28, 1.23527e-28, 1.23527e-28, 1.23527e-28, 1.23527e-28, 1.23527e-28, 1.23527e-28, 1.23527e-28, 1.23527e-28, 1.25269e-11, 1.23527e-28, 1.23527e-28, 2.70338e-12, 1.23527e-28, 1.23527e-28, 6.54187e-08, 1.23527e-28, 1.23527e-28, 1.23527e-28
0.472741, 0, 9.59673e-08, 5.48363e-28, 1.41421, -9.59673e-08, 5.48363e-28, 0, 5.48363e-28, 5.48363e-28, 5.48363e-28, 5.48363e-28, 5.48363e-28, 5.48363e-28, 5.48363e-28, 5.48363e-28, 5.48363e-28, 1.84645e-11, 5.48363e-28, 5.48363e-28, 4.53843e-12, 5.48363e-28, 5.48363e-28, 9.59443e-08, 5.48363e-28, 5.48363e-28, 5.48363e-28
0.480627, 0, 1.39609e-07, 2.32449e-27, 1.41421, -1.39609e-07, 2.32449e-27, 0, 2.32449e-27, 2.32449e-27, 2.32449e-27, 2.32449e-27, 2.32449e-27, 2.32449e-27, 2.32449e-27, 2.32449e-27, 2.32449e-27, 2.70179e-11, 2.32449e-27, 2.32449e-27, 7.59908e-12, 2.32449e-27, 2.32449e-27, 1.39575e-07, 2.32449e-27, 2.32449e-27, 2.32449e-27
0.488514, 0, 2.01472e-07, 9.40946e-27, 1.41421, -2.01472e-07, 9.40946e-27, 0, 9.40946e-27, 9.40946e-27, 9.40946e-27, 9.40946e-27, 9.40946e-27, 9.40946e-27, 9.40946e-27, 9.40946e-27, 9.40946e-27, 3.92517e-11, 9.40946e-27, 9.40946e-27, 1.26823e-11, 9.40946e-27, 9.40946e-27, 2.0142e-07, 9.40946e-27, 9.40946e-27, 9.40946e-27
0.496401, 0, 2.88447e-07, 3.64052e-26, 1.41421, -2.88447e-07, 3.64052e-26, 0, 3.64052e-26, 3.64052e-26, 3.64052e-26, 3.64052e-26, 3.64052e-26, 9.63374e-13, 3.64052e-26, 3.64052e-26, 3.64052e-26, 5.66289e-11, 3.64052e-26, 3.64052e-26, 2.10833e-11, 3.64052e-26, 3.64052e-26, 2.88369e-07, 3.64052e-26, 3.64052e-26, 3.64052e-26
0.504287, 0, 4.09746e-07, 1.34846e-25, 1.41421, -4.09746e-07, 1.34846e-25, 0, 1.34846e-25, 1.34846e-25, 1.34846e-25, 1.34846e-25, 1.34846e-25, 3.45014e-12, 1.34846e-25, 1.34846e-25, 1.34846e-25, 8.11449e-11, 1.34846e-25, 1.34846e-25, 3.48908e-11, 1.34846e-25, 1.34846e-25, 4.09626e-07, 1.34846e-25, 1.34846e-25, 1.34846e-25
0.512174, 0, 5.77565e-07, 4.81697e-25, 1.41421, -5.77565e-07, 4.81697e-25, 0, 4.81697e-25, 4.81697e-25, 4.81697e-25, 4.81697e-25, 4.81697e-25, 9.63817e-12, 4.81697e-25, 4.81697e-25, 4.81697e-25, 1.15505e-10, 4.81697e-25, 4.81697e-25, 5.74452e-11, 4.81697e-25, 4.81697e-25, 5.77382e-07, 4.81697e-25, 4.81697e-25, 4.81697e-25
0.52006, 0, 8.10174e-07, 2.16845e-10, 1.41421, -8.10174e-07, 2.42759e-10, 2.16845e-10, 2.16846e-10, 2.16874e-10, 8.61848e-10, 2.34414e-10, 3.02991e-10, 2.87247e-10, 4.19571e-10, 2.17988e-10, 1.10488e-09, 3.80201e-10, 2.18471e-10, 2.19982e-10, 3.10889e-10, 2.16845e-10, 2.16848e-10, 8.07961e-07, 2.16845e-10, 2.16845e-10, 2.30776e-10
0.527947, 0, 1.12969e-06, 7.74915e-10, 1.41421, -1.12969e-06, 8.67157e-10, 7.74915e-10, 7.74917e-10, 7.75015e-10, 3.07086e-09, 8.37451e-10, 1.08156e-09, 9.97616e-10, 1.49653e-09, 7.78983e-10, 3.93594e-09, 1.00449e-09, 7.80701e-10, 7.86081e-10, 9.27949e-10, 7.74915e-10, 7.74923e-10, 1.12237e-06, 7.74915e-10, 7.74915e-10, 8.24503e-10
0.535834, 0, 1.56827e-06, 2.15773e-09, 1.41421, -1.56827e-06, 2.41399e-09, 2.15773e-09, 2.15773e-09, 2.15801e-09, 8.53613e-09, 2.33146e-09, 3.00962e-09, 2.75023e-09, 4.16247e-09, 2.16903e-09, 1.09394e-08, 2.47836e-09, 2.1738e-09, 2.18875e-09, 2.40512e-09, 2.15773e-09, 2.15775e-09, 1.54847e-06, 2.15773e-09, 2.15773e-09, 2.29549e-09
0.54372, 0, 2.17198e-06, 5.47924e-09, 1.41421, -2.17198e-06, 6.12901e-09, 5.47924e-09, 5.47925e-09, 5.47994e-09, 2.16523e-08, 5.91976e-09, 7.63928e-09, 6.94441e-09, 1.05625e-08, 5.50789e-09, 2.77461e-08, 5.92432e-09, 5.51999e-09, 5.55789e-09, 5.87639e-09, 5.47924e-09, 5.4793e-09, 2.1224e-06, 5.47924e-09, 5.47924e-09, 5.82854e-09
0.551607, 0, 3.01074e-06, 1.32296e-08, 1.41421, -3.01074e-06, 1.47969e-08, 1.32296e-08, 1.32296e-08, 1.32313e-08, 5.2241e-08, 1.42922e-08, 1.84399e-08, 1.66974e-08, 2.54909e-08, 1.32987e-08, 6.69401e-08, 1.38437e-08, 1.33279e-08, 1.34193e-08, 1.38625e-08, 1.32296e-08, 1.32297e-08, 2.892e-06, 1.32296e-08, 1.32296e-08, 1.40721e-08
0.559493, 0, 4.19657e-06, 3.08152e-08, 1.41421, -4.19657e-06, 3.44634e-08, 3.08152e-08, 3.08153e-08, 3.08192e-08, 1.2162e-07, 3.32886e-08, 4.2943e-08, 3.88575e-08, 5.93553e-08, 3.09761e-08, 1.55834e-07, 3.16577e-08, 3.10441e-08, 3.12568e-08, 3.18166e-08, 3.08152e-08, 3.08156e-08, 3.92127e-06, 3.08152e-08, 3.08152e-08, 3.27764e-08
0.56738, 0, 5.91934e-06, 6.96381e-08, 1.41421, -5.91934e-06, 7.78779e-08, 6.96381e-08, 6.96383e-08, 6.96471e-08, 2.74728e-07, 7.52244e-08, 9.70297e-08, 8.86362e-08, 1.34098e-07, 7.00015e-08, 3.52004e-07, 7.07871e-08, 7.0155e-08, 7.06355e-08, 7.12101e-08, 6.96381e-08, 6.96389e-08, 5.29817e-06, 6.96381e-08, 6.96381e-08, 7.40677e-08
0.575267, 0, 8.52055e-06, 1.53047e-07, 1.41421, -8.52055e-06, 1.71147e-07, 1.53047e-07, 1.53048e-07, 1.53067e-07, 6.03559e-07, 1.65318e-07, 2.13217e-07, 2.05281e-07, 2.94644e-07, 1.53846e-07, 7.73307e-07, 1.54605e-07, 1.54183e-07, 1.55238e-07, 1.55496e-07, 1.53047e-07, 1.53049e-07, 7.14753e-06, 1.53047e-07, 1.53047e-07, 1.62778e-07
0.583153, 0, 1.26026e-05, 3.27483e-07, 1.41421, -1.26026e-05, 3.66193e-07, 3.27483e-07, 3.27484e-07, 3.27525e-07, 1.291e-06, 3.53727e-07, 4.56168e-07, 4.54035e-07, 6.30317e-07, 3.2919e-07, 1.65404e-06, 3.29583e-07, 3.29911e-07, 3.32169e-07, 3.31267e-07, 3.27483e-07, 3.27487e-07, 9.65391e-06, 3.27483e-07, 3.27483e-07, 3.48293e-07
0.59104, 0, 1.92663e-05, 6.82628e-07, 1.41421, -1.92663e-05, 7.63279e-07, 6.82628e-07, 6.8263e-07, 6.82716e-07, 2.69005e-06, 7.37306e-07, 9.50737e-07, 9.71989e-07, 1.31356e-06, 6.86185e-07, 3.44642e-06, 6.85444e-07, 6.87687e-07, 6.92391e-07, 6.88434e-07, 6.82628e-07, 6.82636e-07, 1.31009e-05, 6.82628e-07, 6.82628e-07, 7.25985e-07
0.598926, 0, 3.05024e-05, 1.38668e-06, 1.41421, -3.05024e-05, 1.55043e-06, 1.38668e-06, 1.38669e-06, 1.38686e-06, 5.46245e-06, 1.4977e-06, 1.93104e-06, 2.02475e-06, 2.66771e-06, 1.3939e-06, 6.99816e-06, 1.39044e-06, 1.39695e-06, 1.4065e-06, 1.39552e-06, 1.38668e-06, 1.3867e-06, 1.79388e-05, 1.38668e-06, 1.38668e-06, 1.47471e-06
0.606813, 0, 4.98646e-05, 2.7459e-06, 1.41421, -4.98646e-05, 3.06998e-06, 2.7459e-06, 2.74591e-06, 2.74625e-06, 1.08124e-05, 2.96562e-06, 3.82326e-06, 4.1162e-06, 5.28123e-06, 2.76019e-06, 1.38518e-05, 2.75088e-06, 2.76623e-06, 2.78513e-06, 2.75924e-06, 2.7459e-06, 2.74593e-06, 2.48986e-05, 2.7459e-06, 2.7459e-06, 2.92012e-06
0.6147, 0, 8.35752e-05, 5.30158e-06, 1.41421, -8.35752e-05, 5.92695e-06, 5.30158e-06, 5.3016e-06, 5.30226e-06, 2.08671e-05, 5.72556e-06, 7.38049e-06, 8.17747e-06, 1.01939e-05, 5.32916e-06, 2.6732e-05, 5.30815e-06, 5.34081e-06, 5.37728e-06, 5.32158e-06, 5.30158e-06, 5.30164e-06, 3.51769e-05, 5.30158e-06, 5.30158e-06, 5.63777e-06
