   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_42.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.22635, 116, 89.5673, 3.04435, 10.8628, 26.4327, 3.04914, 1.26461e-09, 3.04436, 3.0444, 3.0444, 3.27069, 3.05018, 3.08312, 3.11368, 89.0553, 3.04435, 3.04435, 3.04435, 3.04435, 3.04435, 3.04435, 3.04435, 3.04435, 3.20941, 3.04435, 3.04435, 3.04615
2.23426, 104, 103.784, 3.11962, 10.2956, 0.215996, 3.12462, 7.14143e-10, 3.11962, 3.11967, 3.11966, 3.34595, 3.12544, 3.16108, 3.19182, 103.238, 3.11962, 3.11962, 3.11962, 3.11962, 3.11962, 3.11962, 3.11962, 3.11962, 3.31254, 3.11962, 3.11962, 3.12153
2.24217, 126, 118.563, 3.19574, 11.3137, 7.43739, 3.201, 3.97967e-10, 3.19574, 3.19579, 3.19579, 3.42207, 3.20156, 3.23955, 3.27087, 117.978, 3.19574, 3.19574, 3.19574, 3.19574, 3.19574, 3.19574, 3.19574, 3.19574, 3.42225, 3.19574, 3.19574, 3.19778
2.25008, 152, 133.499, 3.27271, 12.4097, 18.5006, 3.27825, 2.18814e-10, 3.27272, 3.27276, 3.27276, 3.49904, 3.27854, 3.31842, 3.35082, 132.869, 3.27271, 3.27271, 3.27271, 3.27271, 3.27271, 3.27271, 3.27271, 3.27271, 3.53923, 3.27271, 3.27271, 3.27488
2.25798, 172, 148.128, 3.35051, 13.1909, 23.8723, 3.35635, 1.18701e-10, 3.35051, 3.35056, 3.35056, 3.57684, 3.35634, 3.39759, 3.43164, 147.446, 3.35051, 3.35051, 3.35051, 3.35051, 3.35051, 3.35051, 3.35051, 3.35051, 3.66403, 3.35051, 3.35051, 3.35281
2.26589, 188, 161.945, 3.42913, 13.784, 26.0553, 3.4353, 6.34515e-11, 3.42913, 3.42918, 3.42918, 3.65546, 3.43495, 3.47698, 3.51332, 161.204, 3.42913, 3.42913, 3.42913, 3.42913, 3.42913, 3.42913, 3.42913, 3.42913, 3.79703, 3.42913, 3.42913, 3.43156
2.2738, 204, 174.435, 3.50854, 14.3527, 29.565, 3.51508, 3.33654e-11, 3.50855, 3.50859, 3.50859, 3.73488, 3.51437, 3.55655, 3.59585, 173.629, 3.50854, 3.50854, 3.50854, 3.50854, 3.50854, 3.50854, 3.50854, 3.50854, 3.93834, 3.50854, 3.50854, 3.51112
2.2817, 180, 185.107, 3.58874, 13.4907, -5.10728, 3.59567, 1.75335e-11, 3.58874, 3.58879, 3.58879, 3.81507, 3.59456, 3.63627, 3.67921, 184.228, 3.58874, 3.58874, 3.58874, 3.58874, 3.58874, 3.58874, 3.58874, 3.58874, 4.08777, 3.58874, 3.58874, 3.59146
2.28961, 176, 193.523, 3.66969, 13.3417, -17.5229, 3.67705, 8.92943e-12, 3.66969, 3.66974, 3.66974, 3.89602, 3.67551, 3.71613, 3.76337, 192.565, 3.66969, 3.66969, 3.66969, 3.66969, 3.66969, 3.66969, 3.66969, 3.66969, 4.2447, 3.66969, 3.66969, 3.67256
2.29752, 212, 199.332, 3.75137, 14.6287, 12.6678, 3.75918, 4.42999e-12, 3.75138, 3.75143, 3.75142, 3.97771, 3.7572, 3.79615, 3.84833, 198.291, 3.75137, 3.75137, 3.75137, 3.75137, 3.75137, 3.75137, 3.75137, 3.75138, 4.40813, 3.75137, 3.75138, 3.7544
2.30543, 192, 202.296, 3.83376, 13.9284, -10.2957, 3.84205, 2.12019e-12, 3.83377, 3.83381, 3.83381, 4.0601, 3.83959, 3.87638, 3.93406, 201.166, 3.83376, 3.83376, 3.83376, 3.83376, 3.83376, 3.83376, 3.83376, 3.83376, 4.5766, 3.83376, 3.83377, 3.83694
2.31333, 222, 202.305, 3.91682, 14.9666, 19.6955, 3.92561, 9.70154e-13, 3.91682, 3.91687, 3.91687, 4.14315, 3.92264, 3.95686, 4.02056, 201.085, 3.91682, 3.91682, 3.91682, 3.91682, 3.91682, 3.91682, 3.91682, 3.91682, 4.74826, 3.91682, 3.91683, 3.92016
2.32124, 230, 199.388, 4.0005, 15.2315, 30.6121, 4.00983, 4.16762e-13, 4.00051, 4.00055, 4.00055, 4.22684, 4.00633, 4.03765, 4.10783, 198.078, 4.0005, 4.0005, 4.0005, 4.0005, 4.0005, 4.0005, 4.0005, 4.00051, 4.9209, 4.0005, 4.00052, 4.00401
2.32915, 194, 193.711, 4.08477, 14, 0.289413, 4.09466, 1.64793e-13, 4.08477, 4.08482, 4.08482, 4.3111, 4.09059, 4.11881, 4.19589, 192.312, 4.08477, 4.08477, 4.08477, 4.08477, 4.08477, 4.08477, 4.08477, 4.08477, 5.09206, 4.08477, 4.08479, 4.08845
2.33705, 190, 185.56, 4.16957, 13.8564, 4.44, 4.18004, 5.8455e-14, 4.16957, 4.16962, 4.16962, 4.3959, 4.17539, 4.2004, 4.28481, 184.078, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 4.16957, 5.25915, 4.16957, 4.16959, 4.17342
2.34496, 164, 175.325, 4.25484, 12.8841, -11.3255, 4.26593, 1.92757e-14, 4.25485, 4.25489, 4.25489, 4.48118, 4.26067, 4.28245, 4.37472, 173.766, 4.25484, 4.25484, 4.25484, 4.25484, 4.25484, 4.25484, 4.25484, 4.25485, 5.41961, 4.25484, 4.25488, 4.25887
2.35287, 144, 163.469, 4.34053, 12.083, -19.4687, 4.35224, 5.6219e-15, 4.34053, 4.34058, 4.34057, 4.56686, 4.34635, 4.36499, 4.46588, 161.84, 4.34053, 4.34053, 4.34053, 4.34053, 4.34053, 4.34053, 4.34053, 4.34053, 5.57104, 4.34053, 4.34057, 4.34474
2.36078, 134, 150.492, 4.42655, 11.6619, -16.4921, 4.43892, 1.41174e-15, 4.42655, 4.4266, 4.4266, 4.65288, 4.43237, 4.44801, 4.55868, 148.805, 4.42655, 4.42655, 4.42655, 4.42655, 4.42655, 4.42655, 4.42655, 4.42655, 5.7114, 4.42655, 4.4266, 4.43094
2.36868, 132, 136.906, 4.51283, 11.5758, -4.9059, 4.52588, 2.8603e-16, 4.51283, 4.51288, 4.51288, 4.73916, 4.51865, 4.53151, 4.65378, 135.17, 4.51283, 4.51283, 4.51283, 4.51283, 4.51283, 4.51283, 4.51283, 4.51283, 5.83911, 4.51283, 4.51291, 4.51741
2.37659, 132, 123.195, 4.59931, 11.5758, 8.80528, 4.61305, 5.73901e-17, 4.59931, 4.59936, 4.59935, 4.82564, 4.60513, 4.61544, 4.7522, 121.421, 4.59931, 4.59931, 4.59931, 4.59931, 4.59931, 4.59931, 4.59931, 4.59931, 5.95319, 4.59931, 4.59941, 4.60408
2.3845, 98, 109.796, 4.68589, 10, -11.7961, 4.70036, 1.00397e-17, 4.68589, 4.68594, 4.68594, 4.91222, 4.69171, 4.69976, 4.85548, 107.993, 4.68589, 4.68589, 4.68589, 4.68589, 4.68589, 4.68589, 4.68589, 4.68589, 6.0533, 4.68589, 4.68602, 4.69086
2.39241, 104, 97.0744, 4.77252, 10.2956, 6.92561, 4.78772, 1.51957e-18, 4.77252, 4.77257, 4.77257, 4.99885, 4.77834, 4.7844, 4.96584, 95.2491, 4.77252, 4.77252, 4.77252, 4.77252, 4.77252, 4.77252, 4.77252, 4.77252, 6.13979, 4.77252, 4.77268, 4.77769
2.40031, 74, 85.3134, 4.85912, 8.7178, -11.3134, 4.87508, 1.94596e-19, 4.85912, 4.85917, 4.85917, 5.08545, 4.86494, 4.8693, 5.08648, 83.4675, 4.85912, 4.85912, 4.85912, 4.85912, 4.85912, 4.85912, 4.85912, 4.85912, 6.21367, 4.85912, 4.85932, 4.86449
2.40822, 48, 74.7076, 4.94564, 7.07107, -26.7076, 4.96239, 1.91807e-20, 4.94565, 4.94569, 4.94569, 5.17198, 4.95147, 4.95439, 5.22182, 72.8369, 4.94564, 4.94564, 4.94564, 4.94564, 4.94564, 4.94564, 4.94564, 4.94565, 6.27659, 4.94564, 4.94589, 4.95122
2.41613, 46, 65.3686, 5.03205, 6.9282, -19.3686, 5.0496, 8.235e-22, 5.03205, 5.0321, 5.0321, 5.25838, 5.03787, 5.0396, 5.37782, 63.4607, 5.03205, 5.03205, 5.03205, 5.03205, 5.03205, 5.03205, 5.03205, 5.03205, 6.3307, 5.03205, 5.03234, 5.03784
2.42403, 70, 57.3297, 5.11831, 8.48528, 12.6703, 5.13667, 1.21345e-23, 5.11831, 5.11836, 5.11836, 5.34464, 5.12413, 5.12488, 5.56236, 55.3618, 5.11831, 5.11831, 5.11831, 5.11831, 5.11831, 5.11831, 5.11831, 5.11831, 6.37866, 5.11831, 5.11865, 5.12431
2.43194, 40, 50.5601, 5.20442, 6.48074, -10.5601, 5.22363, 1.48557e-26, 5.20443, 5.20447, 5.20447, 5.43075, 5.21025, 5.21022, 5.78558, 48.496, 5.20442, 5.20442, 5.20442, 5.20442, 5.20442, 5.20442, 5.20442, 5.20442, 6.4235, 5.20442, 5.20482, 5.21064
2.43985, 54, 44.981, 5.29041, 7.48331, 9.01898, 5.31047, 0, 5.29041, 5.29046, 5.29046, 5.51674, 5.29623, 5.29559, 6.06014, 42.7686, 5.29041, 5.29041, 5.29041, 5.29041, 5.29041, 5.29041, 5.29041, 5.29041, 6.46865, 5.29041, 5.29087, 5.29684
2.44776, 32, 40.4811, 5.3763, 5.83095, -8.48109, 5.39724, 0, 5.3763, 5.37635, 5.37635, 5.60263, 5.38213, 5.381, 6.40147, 38.0492, 5.3763, 5.3763, 5.3763, 5.3763, 5.3763, 5.3763, 5.3763, 5.3763, 6.51797, 5.3763, 5.37682, 5.38295
2.45566, 22, 36.9329, 5.46216, 4.89898, -14.9329, 5.484, 0, 5.46217, 5.46221, 5.46221, 5.68849, 5.46799, 5.4665, 6.82776, 34.1876, 5.46216, 5.46216, 5.46216, 5.46216, 5.46216, 5.46216, 5.46216, 5.46216, 6.5759, 5.46216, 5.46274, 5.46904
2.46357, 32, 34.2064, 5.54807, 5.83095, -2.2064, 5.57082, 0, 5.54807, 5.54812, 5.54812, 5.7744, 5.55389, 5.55213, 7.35978, 31.0283, 5.54807, 5.54807, 5.54807, 5.54807, 5.54807, 5.54807, 5.54807, 5.54807, 6.64765, 5.54807, 5.5487, 5.55517
2.47148, 40, 32.1813, 5.63411, 6.48074, 7.81867, 5.6578, 0, 5.63411, 5.63416, 5.63416, 5.86044, 5.63993, 5.63797, 8.0204, 28.4217, 5.63411, 5.63411, 5.63411, 5.63411, 5.63411, 5.63411, 5.63411, 5.63411, 6.73959, 5.63411, 5.6348, 5.64144
2.47938, 22, 30.755, 5.72038, 4.89898, -8.75496, 5.74502, 0, 5.72038, 5.72043, 5.72042, 5.94671, 5.7262, 5.72408, 8.83354, 26.2336, 5.72038, 5.72038, 5.72038, 5.72038, 5.72038, 5.72038, 5.72038, 5.72038, 6.85966, 5.72038, 5.72111, 5.72794
2.48729, 22, 29.8468, 5.80698, 4.89898, -7.84677, 5.8326, 0, 5.80699, 5.80703, 5.80703, 6.03332, 5.81281, 5.81058, 9.82317, 24.3496, 5.80698, 5.80698, 5.80698, 5.80698, 5.80698, 5.80698, 5.80698, 5.80699, 7.01796, 5.80698, 5.80775, 5.81478
2.4952, 20, 29.4006, 5.89403, 4.69042, -9.40063, 5.92063, 0, 5.89403, 5.89408, 5.89408, 6.12036, 5.89985, 5.89755, 11.0113, 22.6789, 5.89403, 5.89403, 5.89403, 5.89403, 5.89403, 5.89403, 5.89403, 5.89403, 7.22735, 5.89403, 5.89482, 5.90207
2.50311, 26, 29.3835, 5.98162, 5.2915, -3.38346, 6.00922, 0, 5.98162, 5.98167, 5.98167, 6.20795, 5.98744, 5.98508, 12.4161, 21.1541, 5.98162, 5.98162, 5.98162, 5.98162, 5.98162, 5.98162, 5.98162, 5.98162, 7.50408, 5.98162, 5.98242, 5.98989
2.51101, 40, 29.7819, 6.06982, 6.48074, 10.2181, 6.09845, 0, 6.06982, 6.06987, 6.06987, 6.29615, 6.07564, 6.07324, 14.0495, 19.7301, 6.06982, 6.06982, 6.06982, 6.06982, 6.06982, 6.06982, 6.06982, 6.06982, 7.86835, 6.06982, 6.07062, 6.07834
2.51892, 44, 30.5972, 6.15871, 6.78233, 13.4028, 6.18839, 0, 6.15872, 6.15876, 6.15876, 6.38505, 6.16454, 6.16211, 15.9146, 18.3803, 6.15871, 6.15871, 6.15871, 6.15871, 6.15871, 6.15871, 6.15871, 6.15872, 8.34483, 6.15871, 6.1595, 6.16749
2.52683, 28, 31.8396, 6.24836, 5.47723, -3.83957, 6.27908, 0, 6.24836, 6.24841, 6.2484, 6.47469, 6.25418, 6.25174, 18.0039, 17.0934, 6.24836, 6.24836, 6.24836, 6.24836, 6.24836, 6.24836, 6.24836, 6.24836, 8.96279, 6.24836, 6.24912, 6.2574
2.53473, 46, 33.5215, 6.33878, 6.9282, 12.4785, 6.37058, 0, 6.33878, 6.33883, 6.33883, 6.56511, 6.3446, 6.34214, 20.2969, 15.8687, 6.33878, 6.33878, 6.33878, 6.33878, 6.33878, 6.33878, 6.33878, 6.33878, 9.75595, 6.33878, 6.33951, 6.3481
2.54264, 26, 35.6525, 6.43, 5.2915, -9.65252, 6.46288, 0, 6.43, 6.43005, 6.43005, 6.65633, 6.43582, 6.43335, 22.759, 14.7129, 6.43, 6.43, 6.43, 6.43, 6.43, 6.43, 6.43, 6.43, 10.7618, 6.43, 6.43069, 6.43963
2.55055, 50, 38.2333, 6.522, 7.2111, 11.7667, 6.55599, 0, 6.52201, 6.52205, 6.52205, 6.74834, 6.52783, 6.52535, 25.3411, 13.6358, 6.522, 6.522, 6.522, 6.522, 6.522, 6.522, 6.522, 6.52201, 12.0202, 6.522, 6.52264, 6.53198
2.55846, 46, 41.2526, 6.61479, 6.9282, 4.74741, 6.64989, 0, 6.61479, 6.61484, 6.61484, 6.84112, 6.62061, 6.61813, 27.9808, 12.6478, 6.61479, 6.61479, 6.61479, 6.61479, 6.61479, 6.61479, 6.61479, 6.61479, 13.5719, 6.61479, 6.61537, 6.62518
2.56636, 46, 44.6838, 6.70831, 6.9282, 1.31622, 6.74455, 0, 6.70832, 6.70836, 6.70836, 6.93465, 6.71414, 6.71166, 30.6041, 11.7578, 6.70831, 6.70831, 6.70831, 6.70831, 6.70831, 6.70831, 6.70831, 6.70831, 15.4552, 6.70831, 6.70884, 6.71923
2.57427, 34, 48.4834, 6.80253, 6, -14.4834, 6.83991, 0, 6.80253, 6.80258, 6.80258, 7.02886, 6.80835, 6.80587, 33.1284, 10.9721, 6.80253, 6.80253, 6.80253, 6.80253, 6.80253, 6.80253, 6.80253, 6.80253, 17.7029, 6.80253, 6.80299, 6.81413
2.58218, 60, 52.5918, 6.89739, 7.87401, 7.40816, 6.93593, 0, 6.89739, 6.89744, 6.89744, 7.12372, 6.90321, 6.90073, 35.4674, 10.293, 6.89739, 6.89739, 6.89739, 6.89739, 6.89739, 6.89739, 6.89739, 6.89739, 20.3391, 6.89739, 6.8978, 6.90993
2.59009, 58, 56.9334, 6.99283, 7.74597, 1.06656, 7.03255, 0, 6.99284, 6.99289, 6.99288, 7.21917, 6.99866, 6.99617, 37.5358, 9.71966, 6.99283, 6.99283, 6.99283, 6.99283, 6.99283, 6.99283, 6.99283, 6.99284, 23.3741, 6.99283, 6.99319, 7.0067
2.59799, 58, 61.4186, 7.08881, 7.74597, -3.41856, 7.12972, 0, 7.08881, 7.08886, 7.08886, 7.31514, 7.09463, 7.09214, 39.2544, 9.24777, 7.08881, 7.08881, 7.08881, 7.08881, 7.08881, 7.08881, 7.08881, 7.08881, 26.8014, 7.08881, 7.08911, 7.10459
2.6059, 88, 65.946, 7.18524, 9.48683, 22.054, 7.22735, 0, 7.18524, 7.18529, 7.18529, 7.41157, 7.19106, 7.18858, 40.5561, 8.8704, 7.18524, 7.18524, 7.18524, 7.18524, 7.18524, 7.18524, 7.18524, 7.18524, 30.5935, 7.18524, 7.18549, 7.2038
2.61381, 84, 70.4065, 7.28208, 9.27362, 13.5935, 7.32542, 0, 7.28208, 7.28213, 7.28213, 7.50841, 7.28791, 7.28542, 41.39, 8.57871, 7.28208, 7.28208, 7.28208, 7.28208, 7.28208, 7.28208, 7.28208, 7.28208, 34.7003, 7.28208, 7.28229, 7.30465
2.62171, 94, 74.6855, 7.37928, 9.79796, 19.3145, 7.42385, 0, 7.37928, 7.37933, 7.37932, 7.60561, 7.3851, 7.38261, 41.7255, 8.36272, 7.37928, 7.37928, 7.37928, 7.37928, 7.37928, 7.37928, 7.37928, 7.37928, 39.0471, 7.37928, 7.37944, 7.40761
2.62962, 80, 78.6663, 7.47677, 9.05539, 1.33369, 7.52262, 0, 7.47677, 7.47682, 7.47682, 7.7031, 7.48259, 7.48011, 41.5543, 8.21204, 7.47677, 7.47677, 7.47677, 7.47677, 7.47677, 7.47677, 7.47677, 7.47677, 43.5353, 7.47677, 7.4769, 7.51332
2.63753, 80, 82.2357, 7.57451, 9.05539, -2.23572, 7.62166, 0, 7.57451, 7.57456, 7.57456, 7.80084, 7.58033, 7.57785, 40.8911, 8.11638, 7.57451, 7.57451, 7.57451, 7.57451, 7.57451, 7.57451, 7.57451, 7.57451, 48.0463, 7.57451, 7.57461, 7.62262
2.64544, 78, 85.2864, 7.67245, 8.94427, -7.28637, 7.72098, 0, 7.67246, 7.6725, 7.6725, 7.89878, 7.67828, 7.6758, 39.7725, 8.0661, 7.67245, 7.67245, 7.67245, 7.67245, 7.67245, 7.67245, 7.67245, 7.67245, 52.4442, 7.67245, 7.67253, 7.7366
2.65334, 94, 87.7219, 7.77057, 9.79796, 6.2781, 7.82055, 0, 7.77057, 7.77062, 7.77062, 7.9969, 7.77639, 7.77392, 38.2545, 8.05246, 7.77057, 7.77057, 7.77057, 7.77057, 7.77057, 7.77057, 7.77057, 7.77057, 56.5844, 7.77057, 7.77063, 7.85662
2.66125, 86, 89.4606, 7.8688, 9.38083, -3.46059, 7.92038, 0, 7.8688, 7.86885, 7.86885, 8.09513, 7.87462, 7.87215, 36.4084, 8.06779, 7.8688, 7.8688, 7.8688, 7.8688, 7.8688, 7.8688, 7.8688, 7.8688, 60.3193, 7.8688, 7.86885, 7.98431
2.66916, 80, 90.44, 7.96712, 9.05539, -10.44, 8.02053, 0, 7.96713, 7.96718, 7.96717, 8.19346, 7.97295, 7.97048, 34.3158, 8.1056, 7.96712, 7.96712, 7.96712, 7.96712, 7.96712, 7.96712, 7.96712, 7.96713, 63.5093, 7.96712, 7.96716, 8.12161
2.67706, 92, 90.6203, 8.0655, 9.69536, 1.37968, 8.12111, 0, 8.0655, 8.06555, 8.06555, 8.29183, 8.07132, 8.06887, 32.0638, 8.16049, 8.0655, 8.0655, 8.0655, 8.0655, 8.0655, 8.0655, 8.0655, 8.0655, 66.0306, 8.0655, 8.06553, 8.27068
2.68497, 80, 89.9873, 8.16389, 9.05539, -9.98726, 8.22229, 0, 8.16389, 8.16394, 8.16394, 8.39022, 8.16971, 8.16727, 29.7391, 8.22813, 8.16389, 8.16389, 8.16389, 8.16389, 8.16389, 8.16389, 8.16389, 8.16389, 67.7837, 8.16389, 8.16391, 8.43388
2.69288, 90, 88.5541, 8.26226, 9.59166, 1.44591, 8.32437, 0, 8.26227, 8.26231, 8.26231, 8.4886, 8.26809, 8.26566, 27.4234, 8.3051, 8.26226, 8.26226, 8.26226, 8.26226, 8.26226, 8.26226, 8.26226, 8.26226, 68.7009, 8.26226, 8.26228, 8.61366
2.70079, 72, 86.3622, 8.36058, 8.60233, -14.3622, 8.42782, 0, 8.36058, 8.36063, 8.36063, 8.58691, 8.3664, 8.36399, 25.1894, 8.38873, 8.36058, 8.36058, 8.36058, 8.36058, 8.36058, 8.36058, 8.36058, 8.36058, 68.7505, 8.36058, 8.36059, 8.81242
2.70869, 68, 83.4799, 8.4588, 8.3666, -15.4799, 8.53333, 0, 8.45881, 8.45885, 8.45885, 8.68513, 8.46463, 8.46224, 23.0974, 8.47705, 8.4588, 8.4588, 8.4588, 8.4588, 8.4588, 8.4588, 8.4588, 8.4588, 67.9394, 8.4588, 8.45881, 9.03231
2.7166, 78, 79.9999, 8.5569, 8.94427, -1.99986, 8.64196, 0, 8.5569, 8.55695, 8.55695, 8.78323, 8.56273, 8.56036, 21.1937, 8.56856, 8.5569, 8.5569, 8.5569, 8.5569, 8.5569, 8.5569, 8.5569, 8.5569, 66.3124, 8.5569, 8.55691, 9.27506
2.72451, 68, 76.0355, 8.65482, 8.3666, -8.03546, 8.75517, 0, 8.65483, 8.65487, 8.65487, 8.88116, 8.66065, 8.65832, 19.5103, 8.66217, 8.65482, 8.65482, 8.65482, 8.65482, 8.65482, 8.65482, 8.65482, 8.65482, 63.9497, 8.65482, 8.65483, 9.54165
2.73241, 68, 71.7141, 8.75254, 8.3666, -3.7141, 8.87503, 0, 8.75255, 8.75259, 8.75259, 8.97887, 8.75837, 8.75608, 18.064, 8.7571, 8.75254, 8.75254, 8.75254, 8.75254, 8.75254, 8.75254, 8.75254, 8.75254, 60.9601, 8.75254, 8.75255, 9.83219
2.74032, 66, 67.1722, 8.85001, 8.24621, -1.17223, 9.00439, 0, 8.85002, 8.85006, 8.85006, 9.07634, 8.85584, 8.8536, 16.8587, 8.85281, 8.85001, 8.85001, 8.85001, 8.85001, 8.85001, 8.85001, 8.85001, 8.85001, 57.4749, 8.85001, 8.85002, 10.1456
2.74823, 66, 62.5473, 8.9472, 8.24621, 3.45267, 9.14702, 0, 8.94721, 8.94725, 8.94725, 9.17354, 8.95303, 8.95085, 15.8866, 8.94889, 8.9472, 8.9472, 8.9472, 8.9472, 8.9472, 8.9472, 8.9472, 8.9472, 53.6383, 8.9472, 8.94722, 10.4795
2.75614, 50, 57.973, 9.04406, 7.2111, -7.97299, 9.30783, 0, 9.04407, 9.04411, 9.04411, 9.2704, 9.04989, 9.04777, 15.1306, 9.04507, 9.04406, 9.04406, 9.04406, 9.04406, 9.04406, 9.04406, 9.04406, 9.04406, 49.5998, 9.04406, 9.04408, 10.8299
2.76404, 62, 53.5711, 9.14057, 8, 8.42893, 9.4931, 0, 9.14057, 9.14062, 9.14062, 9.3669, 9.14639, 9.14436, 14.5667, 9.14116, 9.14057, 9.14057, 9.14057, 9.14057, 9.14057, 9.14057, 9.14057, 9.14057, 45.5046, 9.14057, 9.14059, 11.1917
2.77195, 60, 49.4486, 9.23665, 7.87401, 10.5514, 9.71057, 0, 9.23666, 9.2367, 9.2367, 9.46299, 9.24248, 9.24053, 14.1664, 9.23699, 9.23665, 9.23665, 9.23665, 9.23665, 9.23665, 9.23665, 9.23665, 9.23665, 41.487, 9.23665, 9.23669, 11.558
2.77986, 58, 45.6938, 9.33227, 7.74597, 12.3062, 9.96959, 0, 9.33227, 9.33232, 9.33232, 9.5586, 9.33809, 9.33625, 13.8991, 9.33246, 9.33227, 9.33227, 9.33227, 9.33227, 9.33227, 9.33227, 9.33227, 9.33227, 37.6643, 9.33227, 9.33233, 11.9211
2.78776, 60, 42.3743, 9.42734, 7.87401, 17.6257, 10.2811, 0, 9.42735, 9.42739, 9.42739, 9.65368, 9.43317, 9.43144, 13.7339, 9.42745, 9.42734, 9.42734, 9.42734, 9.42734, 9.42734, 9.42734, 9.42734, 9.42735, 34.1326, 9.42734, 9.42743, 12.2722
2.79567, 52, 39.5374, 9.52178, 7.34847, 12.4626, 10.6574, 0, 9.52178, 9.52183, 9.52183, 9.74811, 9.52761, 9.526, 13.6413, 9.52184, 9.52178, 9.52178, 9.52178, 9.52178, 9.52178, 9.52178, 9.52178, 9.52178, 30.965, 9.52178, 9.52191, 12.6023
2.80358, 56, 37.2101, 9.61546, 7.61577, 18.7899, 11.1121, 0, 9.61547, 9.61551, 9.61551, 9.8418, 9.62129, 9.61983, 13.5946, 9.6155, 9.61546, 9.61546, 9.61546, 9.61546, 9.61546, 9.61546, 9.61546, 9.61546, 28.2104, 9.61546, 9.61565, 12.9025
2.81149, 38, 35.402, 9.70819, 6.32456, 2.59799, 11.6592, 0, 9.70819, 9.70824, 9.70824, 9.93452, 9.71402, 9.71271, 13.5709, 9.70821, 9.70819, 9.70819, 9.70819, 9.70819, 9.70819, 9.70819, 9.70819, 9.70819, 25.895, 9.70819, 9.70846, 13.1645
2.81939, 26, 34.1075, 9.79974, 5.2915, -8.1075, 12.3125, 0, 9.79975, 9.79979, 9.79979, 10.0261, 9.80557, 9.80443, 13.5513, 9.79975, 9.79974, 9.79974, 9.79974, 9.79974, 9.79974, 9.79974, 9.79974, 9.79974, 24.0245, 9.79974, 9.80013, 13.381
2.8273, 40, 33.3081, 9.8898, 6.48074, 6.69188, 13.0848, 0, 9.8898, 9.88985, 9.88985, 10.1161, 9.89562, 9.89467, 13.5217, 9.8898, 9.8898, 9.8898, 9.8898, 9.8898, 9.8898, 9.8898, 9.8898, 9.8898, 22.5867, 9.8898, 9.89033, 13.5467
2.83521, 44, 32.9752, 9.97792, 6.78233, 11.0248, 13.9862, 0, 9.97792, 9.97797, 9.97797, 10.2043, 9.98374, 9.98299, 13.4722, 9.97792, 9.97792, 9.97792, 9.97792, 9.97792, 9.97792, 9.97792, 9.97792, 9.97792, 21.5547, 9.97792, 9.97864, 13.6578
2.84312, 30, 33.0719, 10.0636, 5.65685, -3.07191, 15.0235, 0, 10.0636, 10.0636, 10.0636, 10.2899, 10.0694, 10.0689, 13.3969, 10.0636, 10.0636, 10.0636, 10.0636, 10.0636, 10.0636, 10.0636, 10.0636, 10.0636, 20.8908, 10.0636, 10.0646, 13.713
2.85102, 42, 33.5547, 10.1461, 6.63325, 8.44534, 16.1977, 0, 10.1461, 10.1462, 10.1462, 10.3725, 10.1519, 10.1516, 13.2936, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 20.5497, 10.1461, 10.1474, 13.713
2.85893, 38, 34.3741, 10.2247, 6.32456, 3.62589, 17.504, 0, 10.2247, 10.2248, 10.2248, 10.4511, 10.2305, 10.2305, 13.1629, 10.2247, 10.2247, 10.2247, 10.2247, 10.2247, 10.2247, 10.2247, 10.2247, 10.2247, 20.481, 10.2247, 10.2264, 13.6607
2.86684, 28, 35.4757, 10.2984, 5.47723, -7.47567, 18.9294, 0, 10.2984, 10.2985, 10.2985, 10.5247, 10.3042, 10.3044, 13.0078, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 20.6327, 10.2984, 10.3006, 13.5606
2.87474, 40, 36.7999, 10.3661, 6.48074, 3.20006, 20.4532, 0, 10.3661, 10.3661, 10.3661, 10.5924, 10.3719, 10.3723, 12.8324, 10.3661, 10.3661, 10.3661, 10.3661, 10.3661, 10.3661, 10.3661, 10.3661, 10.3661, 20.9525, 10.3661, 10.3688, 13.4188
2.88265, 38, 38.2828, 10.4264, 6.32456, -0.282776, 22.0456, 0, 10.4264, 10.4265, 10.4265, 10.6528, 10.4323, 10.433, 12.6419, 10.4264, 10.4264, 10.4264, 10.4264, 10.4264, 10.4264, 10.4264, 10.4264, 10.4264, 21.3901, 10.4264, 10.4298, 13.2422
2.89056, 28, 39.8562, 10.4782, 5.47723, -11.8562, 23.669, 0, 10.4782, 10.4782, 10.4782, 10.7045, 10.484, 10.485, 12.4415, 10.4782, 10.4782, 10.4782, 10.4782, 10.4782, 10.4782, 10.4782, 10.4782, 10.4782, 21.8985, 10.4782, 10.4823, 13.0383
