   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_65.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.3794, 6902, 6784.95, 39.5081, 83.0903, 117.049, 0, 39.5081, 6777.98, 46.4788, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081, 39.5081
6.3873, 6976, 6939.69, 39.5372, 83.5344, 36.3149, 0, 39.5372, 6931.62, 47.6003, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372, 39.5372
6.3952, 7026, 7023.3, 39.5642, 83.8332, 2.7041, 0, 39.5642, 7014.07, 48.7904, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642, 39.5642
6.4031, 6892, 7033.29, 39.589, 83.0301, -141.285, 0, 39.589, 7022.84, 50.0321, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589, 39.589
6.411, 6938, 6969.49, 39.6113, 83.3067, -31.4927, 0, 39.6113, 6957.8, 51.3047, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113, 39.6113
6.41889, 6958, 6834.09, 39.631, 83.4266, 123.915, 0, 39.631, 6821.13, 52.5838, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631, 39.631
6.42679, 6598, 6631.42, 39.6479, 81.2404, -33.417, 0, 39.6479, 6617.22, 53.8419, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479, 39.6479
6.43469, 6190, 6367.85, 39.6617, 78.6893, -177.854, 0, 39.6617, 6352.47, 55.0494, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617, 39.6617
6.44259, 6078, 6051.37, 39.6724, 77.9744, 26.6289, 0, 39.6724, 6034.87, 56.176, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724, 39.6724
6.45049, 5756, 5691.18, 39.6798, 75.8815, 64.8247, 0, 39.6798, 5673.66, 57.1916, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798, 39.6798
6.45838, 5348, 5297.34, 39.6837, 73.1437, 50.6567, 0, 39.6837, 5278.96, 58.0675, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837, 39.6837
6.46628, 4900, 4880.22, 39.6841, 70.0143, 19.7769, 0, 39.6841, 4861.13, 58.7785, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841, 39.6841
6.47418, 4458, 4450.08, 39.6811, 66.7832, 7.91504, 0, 39.6811, 4430.46, 59.3033, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811, 39.6811
6.48208, 4218, 4016.67, 39.6746, 64.9615, 201.325, 0, 39.6746, 3996.72, 59.6259, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746, 39.6746
6.48998, 3520, 3588.99, 39.6647, 59.3464, -68.9895, 0, 39.6647, 3568.92, 59.7366, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647, 39.6647
6.49787, 3242, 3174.76, 39.6517, 56.9561, 67.2378, 0, 39.6517, 3154.78, 59.6322, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517, 39.6517
6.50577, 2780, 2780.51, 39.6357, 52.7447, -0.509521, 0, 39.6358, 2760.83, 59.3161, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357, 39.6357
6.51367, 2414, 2411.4, 39.6172, 49.1528, 2.60107, 0, 39.6172, 2392.22, 58.7985, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172, 39.6172
6.52157, 2206, 2071.12, 39.5963, 46.9894, 134.885, 0, 39.5963, 2052.62, 58.0956, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963, 39.5963
6.52947, 1912, 1762.01, 39.5736, 43.7493, 149.994, 0, 39.5736, 1744.35, 57.2286, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736, 39.5736
6.53736, 1486, 1485.15, 39.5493, 38.5746, 0.846802, 0, 39.5493, 1468.48, 56.2229, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493, 39.5493
6.54526, 1366, 1240.59, 39.5241, 36.9865, 125.406, 0, 39.5241, 1225.01, 55.1069, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241, 39.5241
6.55316, 1140, 1027.4, 39.4982, 33.7935, 112.604, 0, 39.4982, 1012.98, 53.9105, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982, 39.4982
6.56106, 850, 843.911, 39.4723, 29.189, 6.08887, 0, 39.4723, 830.72, 52.6637, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723, 39.4723
6.56896, 734, 687.996, 39.4465, 27.1293, 46.004, 0, 39.4466, 676.047, 51.3957, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465, 39.4465
6.57686, 622, 557.122, 39.4215, 24.98, 64.8782, 0, 39.4215, 546.409, 50.1338, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215, 39.4215
6.58475, 420, 448.585, 39.3975, 20.5426, -28.5849, 0, 39.3975, 439.08, 48.902, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975, 39.3975
6.59265, 388, 359.628, 39.3747, 19.7484, 28.3717, 0, 39.3748, 351.282, 47.7209, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747, 39.3747
6.60055, 348, 287.573, 39.3535, 18.7083, 60.4269, 0, 39.3535, 280.319, 46.6075, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535, 39.3535
6.60845, 266, 229.868, 39.334, 16.3707, 36.1315, 0, 39.334, 223.628, 45.5741, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334, 39.334
6.61635, 214, 184.172, 39.3162, 14.6969, 29.8275, 0, 39.3162, 178.859, 44.6294, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162, 39.3162
6.62424, 160, 148.39, 39.3003, 12.7279, 11.61, 0, 39.3003, 143.912, 43.7782, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003, 39.3003
6.63214, 114, 120.674, 39.2862, 10.7703, -6.67368, 0, 39.2862, 116.938, 43.0218, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862, 39.2862
6.64004, 120, 99.4358, 39.2739, 11.0454, 20.5642, 0, 39.2739, 96.3511, 42.3586, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739, 39.2739
6.64794, 88, 83.3335, 39.2633, 9.48683, 4.6665, 0, 39.2633, 80.8121, 41.7847, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633, 39.2633
6.65584, 96, 71.2541, 39.2541, 9.8995, 24.7459, 0, 39.2541, 69.2139, 41.2944, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541, 39.2541
6.66373, 64, 62.2854, 39.2464, 8.12404, 1.71458, 0, 39.2464, 60.6512, 40.8806, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464, 39.2464
6.67163, 74, 55.694, 39.2398, 8.7178, 18.306, 0, 39.2398, 54.3981, 40.5357, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398, 39.2398
6.67953, 56, 50.8995, 39.2342, 7.61577, 5.1005, 0, 39.2342, 49.8822, 40.2515, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342, 39.2342
6.68743, 66, 47.4473, 39.2295, 8.24621, 18.5527, 0, 39.2295, 46.6567, 40.0201, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295, 39.2295
6.69533, 36, 44.9876, 39.2254, 6.16441, -8.98764, 0, 39.2254, 44.3794, 39.8337, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254, 39.2254
6.70322, 40, 43.2548, 39.2218, 6.48074, -3.25484, 0, 39.2218, 42.7915, 39.6851, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218, 39.2218
6.71112, 56, 42.0506, 39.2184, 7.61577, 13.9494, 0, 39.2184, 41.7011, 39.5679, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184, 39.2184
6.71902, 44, 41.2289, 39.2152, 6.78233, 2.77108, 0, 39.2152, 40.968, 39.4762, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152, 39.2152
6.72692, 44, 40.6851, 39.212, 6.78233, 3.31486, 0, 39.2121, 40.4922, 39.405, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212, 39.212
6.73482, 32, 40.3468, 39.2088, 5.83095, -8.34676, 0, 39.2088, 40.2055, 39.35, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088, 39.2088
6.74271, 26, 40.1665, 39.2052, 5.2915, -14.1665, 0, 39.2052, 40.0641, 39.3076, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052, 39.2052
6.75061, 50, 40.1174, 39.2015, 7.2111, 9.88256, 0, 39.2015, 40.044, 39.2749, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015, 39.2015
6.75851, 40, 40.1901, 39.1973, 6.48074, -0.190098, 0, 39.1973, 40.1379, 39.2495, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973, 39.1973
6.76641, 40, 40.3906, 39.1927, 6.48074, -0.390617, 0, 39.1927, 40.3539, 39.2294, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927
6.77431, 44, 40.7403, 39.1876, 6.78233, 3.25971, 0, 39.1876, 40.7147, 39.2132, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876, 39.1876
6.78221, 50, 41.2765, 39.1819, 7.2111, 8.72349, 0, 39.1819, 41.2588, 39.1996, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819, 39.1819
6.7901, 36, 42.0542, 39.1757, 6.16441, -6.0542, 0, 39.1757, 42.0421, 39.1878, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757, 39.1757
6.798, 38, 43.1486, 39.1689, 6.32456, -5.14861, 0, 39.1689, 43.1404, 39.177, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689, 39.1689
6.8059, 62, 44.6581, 39.1613, 8, 17.3419, 0, 39.1613, 44.6527, 39.1668, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613, 39.1613
6.8138, 58, 46.7086, 39.153, 7.74597, 11.2914, 0, 39.153, 46.705, 39.1566, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153, 39.153
6.8217, 60, 49.4558, 39.1438, 7.87401, 10.5442, 0, 39.1438, 49.4534, 39.1462, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438, 39.1438
6.82959, 58, 53.0903, 39.1337, 7.74597, 4.90974, 0, 39.1337, 53.0887, 39.1352, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337, 39.1337
6.83749, 78, 57.8399, 39.1224, 8.94427, 20.1601, 0, 39.1224, 57.8389, 39.1234, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224
6.84539, 80, 63.9711, 39.1097, 9.05539, 16.0289, 0, 39.1097, 63.9705, 39.1104, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097, 39.1097
6.85329, 76, 71.7906, 39.0954, 8.83176, 4.20941, 0, 39.0954, 71.7902, 39.0958, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954, 39.0954
6.86119, 102, 81.6426, 39.079, 10.198, 20.3574, 0, 39.079, 81.6423, 39.0793, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079, 39.079
6.86908, 128, 93.9051, 39.06, 11.4018, 34.0949, 0, 39.06, 93.905, 39.0602, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06, 39.06
6.87698, 124, 108.979, 39.0378, 11.225, 15.0207, 0, 39.0378, 108.979, 39.0379, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378, 39.0378
6.88488, 144, 127.281, 39.0115, 12.083, 16.7188, 0, 39.0115, 127.281, 39.0116, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115, 39.0115
6.89278, 152, 149.226, 38.98, 12.4097, 2.77444, 0, 38.98, 149.225, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98, 38.98
6.90068, 190, 175.201, 38.9421, 13.8564, 14.7993, 0, 38.9421, 175.201, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421, 38.9421
6.90857, 216, 205.553, 38.896, 14.7648, 10.4471, 0, 38.896, 205.553, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896, 38.896
6.91647, 298, 240.558, 38.8398, 17.3205, 57.4423, 0, 38.8398, 240.558, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398, 38.8398
6.92437, 322, 280.384, 38.7713, 18, 41.6161, 0, 38.7713, 280.384, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7713, 38.7714, 38.7713
6.93227, 326, 325.077, 38.6878, 18.1108, 0.922546, 0, 38.6878, 325.077, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878, 38.6878
6.94017, 398, 374.528, 38.5861, 20, 23.4722, 0, 38.5861, 374.528, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861, 38.5861
6.94806, 442, 428.449, 38.4628, 21.0713, 13.5514, 0, 38.4628, 428.449, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4628, 38.4629, 38.4628
6.95596, 484, 486.348, 38.3141, 22.0454, -2.34793, 0, 38.3141, 486.348, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3141, 38.3142, 38.3141
6.96386, 590, 547.538, 38.1358, 24.3311, 42.4617, 0, 38.1359, 547.538, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.1358, 38.136, 38.1358
6.97176, 644, 611.129, 37.9236, 25.4165, 32.8712, 0, 37.9236, 611.129, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9236, 37.9237, 37.9236
6.97966, 656, 676.024, 37.6728, 25.6515, -20.0238, 0, 37.6728, 676.024, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.6728, 37.673, 37.6728
6.98756, 718, 740.97, 37.3789, 26.8328, -22.9705, 0, 37.3789, 740.97, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3789, 37.3791, 37.3789
6.99545, 774, 804.578, 37.0373, 27.8568, -30.578, 0, 37.0374, 804.578, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0373, 37.0376, 37.0373
7.00335, 784, 864.963, 36.2346, 28.0357, -80.9628, 0, 36.2346, 864.962, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.2346, 36.235, 36.2346
7.01125, 878, 921.027, 35.3876, 29.6648, -43.0273, 0, 35.3876, 921.027, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3876, 35.3881, 35.3876
7.01915, 938, 971.327, 34.5276, 30.6594, -33.3274, 0, 34.5276, 971.327, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5276, 34.5281, 34.5276
7.02705, 928, 1014.45, 33.625, 30.4959, -86.4488, 0, 33.625, 1014.45, 33.625, 33.625, 33.625, 33.625, 33.625, 33.625, 33.625, 33.625, 33.625, 33.625, 33.625, 33.625, 33.625, 33.6256, 33.625
7.03494, 1008, 1049.16, 32.6837, 31.7805, -41.1561, 0, 32.6837, 1049.16, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6837, 32.6844, 32.6837
7.04284, 978, 1074.44, 31.7088, 31.305, -96.4362, 0, 31.7088, 1074.44, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7088, 31.7096, 31.7088
7.05074, 1018, 1089.53, 30.706, 31.9374, -71.5332, 0, 30.706, 1089.53, 30.706, 30.706, 30.706, 30.706, 30.706, 30.706, 30.706, 30.706, 30.706, 30.706, 30.706, 30.706, 30.706, 30.7069, 30.706
7.05864, 1014, 1093.99, 29.6825, 31.8748, -79.99, 0, 29.6826, 1093.99, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6825, 29.6836, 29.6825
7.06654, 1030, 1087.67, 28.6462, 32.1248, -57.6694, 0, 28.6462, 1087.67, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6462, 28.6474, 28.6462
7.07443, 1000, 1070.76, 27.6054, 31.6544, -70.7615, 0, 27.6054, 1070.76, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6054, 27.6067, 27.6054
7.08233, 982, 1043.77, 26.569, 31.3688, -61.7692, 0, 26.569, 1043.77, 26.569, 26.569, 26.569, 26.569, 26.569, 26.569, 26.569, 26.569, 26.569, 26.569, 26.569, 26.569, 26.569, 26.5704, 26.569
7.09023, 942, 1007.49, 25.546, 30.7246, -65.4905, 0, 25.546, 1007.49, 25.546, 25.546, 25.546, 25.546, 25.546, 25.546, 25.546, 25.546, 25.546, 25.546, 25.546, 25.546, 25.546, 25.5475, 25.546
7.09813, 884, 962.97, 24.5449, 29.7658, -78.97, 0, 24.5449, 962.968, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5449, 24.5466, 24.5449
7.10603, 866, 911.451, 23.5742, 29.4618, -45.4515, 0, 23.5742, 911.45, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5742, 23.5759, 23.5742
7.11392, 698, 854.317, 22.6412, 26.4575, -156.317, 0, 22.6412, 854.315, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.6412, 22.643, 22.6412
7.12182, 746, 793.039, 21.7524, 27.3496, -47.0394, 0, 21.7524, 793.037, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7524, 21.7543, 21.7524
7.12972, 668, 729.1, 20.9132, 25.8844, -61.1005, 0, 20.9132, 729.099, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9132, 20.9151, 20.9132
7.13762, 590, 663.93, 20.1274, 24.3311, -73.9297, 0, 20.1274, 663.928, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1274, 20.1294, 20.1274
7.14552, 508, 598.887, 19.3973, 22.5832, -90.8868, 0, 19.3973, 598.885, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3973, 19.3993, 19.3973
7.15341, 490, 535.181, 18.7239, 22.1811, -45.1811, 0, 18.7239, 535.179, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7239, 18.7259, 18.7239
7.16131, 404, 473.858, 18.1067, 20.1494, -69.8578, 0, 18.1067, 473.856, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1067, 18.1087, 18.1067
7.16921, 368, 415.772, 17.5443, 19.2354, -47.7723, 0, 17.5443, 415.77, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5443, 17.5463, 17.5443
7.17711, 344, 361.592, 17.0333, 18.6011, -17.5919, 0, 17.0333, 361.59, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0333, 17.0352, 17.0333
7.18501, 274, 311.777, 16.5697, 16.6132, -37.7774, 0, 16.5697, 311.776, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5697, 16.5715, 16.5697
