   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_228.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.292, 0, 0.721834, 0.697221, 1.41421, -0.721834, 0, 0.697221, 0.697221, 0.697221, 0.697221, 0.697221, 0.697221, 0.697221, 0.697221, 0.697221, 0.697221, 0.697221, 0.697221, 0.697223, 0.697221, 0.697221, 0.721833, 0.697221
14.2998, 2, 0.710452, 0.688931, 2, 1.28955, 0, 0.688931, 0.688931, 0.688931, 0.688931, 0.688931, 0.688931, 0.688931, 0.688931, 0.688931, 0.688931, 0.688931, 0.688931, 0.688932, 0.688931, 0.688931, 0.710451, 0.688931
14.3077, 0, 0.699363, 0.680659, 1.41421, -0.699363, 0, 0.680659, 0.680659, 0.680659, 0.680659, 0.680659, 0.680659, 0.680659, 0.680659, 0.680659, 0.680659, 0.680659, 0.680659, 0.680661, 0.680659, 0.680659, 0.699362, 0.680659
14.3156, 0, 0.688579, 0.672423, 1.41421, -0.688579, 0, 0.672423, 0.672423, 0.672423, 0.672423, 0.672423, 0.672423, 0.672423, 0.672423, 0.672423, 0.672423, 0.672423, 0.672423, 0.672424, 0.672423, 0.672423, 0.688578, 0.672423
14.3235, 0, 0.678108, 0.664237, 1.41421, -0.678108, 0, 0.664237, 0.664237, 0.664237, 0.664237, 0.664237, 0.664237, 0.664237, 0.664237, 0.664237, 0.664237, 0.664237, 0.664237, 0.664238, 0.664237, 0.664237, 0.678106, 0.664237
14.3314, 2, 0.668162, 0.656326, 2, 1.33184, 0, 0.656326, 0.656326, 0.656326, 0.656326, 0.656326, 0.656326, 0.656326, 0.656326, 0.656326, 0.656326, 0.656326, 0.656326, 0.656327, 0.656326, 0.656326, 0.668161, 0.656326
14.3393, 2, 0.658238, 0.648199, 2, 1.34176, 0, 0.648199, 0.648199, 0.648199, 0.648199, 0.648199, 0.648199, 0.648199, 0.648199, 0.648199, 0.648199, 0.648199, 0.648199, 0.6482, 0.648199, 0.648199, 0.658236, 0.648199
14.3472, 2, 0.648388, 0.639925, 2, 1.35161, 0, 0.639925, 0.639925, 0.639925, 0.639925, 0.639925, 0.639925, 0.639925, 0.639925, 0.639925, 0.639925, 0.639925, 0.639925, 0.639926, 0.639925, 0.639925, 0.648387, 0.639925
14.3551, 0, 0.638699, 0.631607, 1.41421, -0.638699, 0, 0.631607, 0.631607, 0.631607, 0.631607, 0.631607, 0.631607, 0.631607, 0.631607, 0.631607, 0.631607, 0.631607, 0.631607, 0.631609, 0.631607, 0.631607, 0.638698, 0.631607
14.363, 2, 0.62925, 0.623344, 2, 1.37075, 0, 0.623344, 0.623344, 0.623344, 0.623344, 0.623344, 0.623344, 0.623344, 0.623344, 0.623344, 0.623344, 0.623344, 0.623344, 0.623345, 0.623344, 0.623344, 0.629249, 0.623344
14.3709, 0, 0.620954, 0.616065, 1.41421, -0.620954, 0, 0.616065, 0.616065, 0.616065, 0.616065, 0.616065, 0.616065, 0.616065, 0.616065, 0.616065, 0.616065, 0.616065, 0.616065, 0.616066, 0.616065, 0.616065, 0.620953, 0.616065
14.3787, 0, 0.612331, 0.608307, 1.41421, -0.612331, 0, 0.608307, 0.608307, 0.608307, 0.608307, 0.608307, 0.608307, 0.608307, 0.608307, 0.608307, 0.608307, 0.608307, 0.608307, 0.608308, 0.608307, 0.608307, 0.61233, 0.608307
14.3866, 2, 0.60349, 0.600199, 2, 1.39651, 0, 0.600199, 0.600199, 0.600199, 0.600199, 0.600199, 0.600199, 0.600199, 0.600199, 0.600199, 0.600199, 0.600199, 0.600199, 0.6002, 0.600199, 0.600199, 0.603489, 0.600199
14.3945, 2, 0.594622, 0.591946, 2, 1.40538, 0, 0.591946, 0.591946, 0.591946, 0.591946, 0.591946, 0.591946, 0.591946, 0.591946, 0.591946, 0.591946, 0.591946, 0.591946, 0.591947, 0.591946, 0.591946, 0.594621, 0.591946
14.4024, 2, 0.585913, 0.58375, 2, 1.41409, 0, 0.58375, 0.58375, 0.58375, 0.58375, 0.58375, 0.58375, 0.58375, 0.58375, 0.58375, 0.58375, 0.58375, 0.58375, 0.583751, 0.58375, 0.58375, 0.585911, 0.58375
14.4103, 0, 0.578738, 0.577, 1.41421, -0.578738, 0, 0.577, 0.577, 0.577, 0.577, 0.577, 0.577, 0.577, 0.577, 0.577, 0.577, 0.577, 0.577, 0.577001, 0.577, 0.577, 0.578737, 0.577
14.4182, 0, 0.570972, 0.569584, 1.41421, -0.570972, 0, 0.569584, 0.569584, 0.569584, 0.569584, 0.569584, 0.569584, 0.569584, 0.569584, 0.569584, 0.569584, 0.569584, 0.569584, 0.569585, 0.569584, 0.569584, 0.570971, 0.569584
14.4261, 0, 0.562768, 0.561666, 1.41421, -0.562768, 0, 0.561666, 0.561666, 0.561666, 0.561666, 0.561666, 0.561666, 0.561666, 0.561666, 0.561666, 0.561666, 0.561666, 0.561666, 0.561667, 0.561666, 0.561666, 0.562767, 0.561666
14.434, 0, 0.5544, 0.553531, 1.41421, -0.5544, 0, 0.553531, 0.553531, 0.553531, 0.553531, 0.553531, 0.553531, 0.553531, 0.553531, 0.553531, 0.553531, 0.553531, 0.553531, 0.553532, 0.553531, 0.553531, 0.554399, 0.553531
14.4419, 2, 0.546137, 0.545455, 2, 1.45386, 0, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545456, 0.545455, 0.545455, 0.546136, 0.545455
14.4497, 0, 0.54286, 0.542328, 1.41421, -0.54286, 0, 0.542328, 0.542328, 0.542328, 0.542328, 0.542328, 0.542328, 0.542328, 0.542328, 0.542328, 0.542328, 0.542328, 0.542328, 0.542329, 0.542328, 0.542328, 0.542859, 0.542328
14.4576, 0, 0.539312, 0.538899, 1.41421, -0.539312, 0, 0.538899, 0.538899, 0.538899, 0.538899, 0.538899, 0.538899, 0.538899, 0.538899, 0.538899, 0.538899, 0.538899, 0.538899, 0.5389, 0.538899, 0.538899, 0.539311, 0.538899
14.4655, 0, 0.535799, 0.535481, 1.41421, -0.535799, 0, 0.535481, 0.535481, 0.535481, 0.535481, 0.535481, 0.535481, 0.535481, 0.535481, 0.535481, 0.535481, 0.535481, 0.535481, 0.535482, 0.535481, 0.535481, 0.535798, 0.535481
14.4734, 2, 0.532662, 0.532418, 2, 1.46734, 0, 0.532418, 0.532418, 0.532418, 0.532418, 0.532418, 0.532418, 0.532418, 0.532418, 0.532418, 0.532418, 0.532418, 0.532418, 0.532419, 0.532418, 0.532418, 0.532661, 0.532418
14.4813, 0, 0.529189, 0.529003, 1.41421, -0.529189, 0, 0.529003, 0.529003, 0.529003, 0.529003, 0.529003, 0.529003, 0.529003, 0.529003, 0.529003, 0.529003, 0.529003, 0.529003, 0.529005, 0.529003, 0.529003, 0.529188, 0.529003
14.4892, 2, 0.525741, 0.5256, 2, 1.47426, 0, 0.5256, 0.5256, 0.5256, 0.5256, 0.5256, 0.5256, 0.5256, 0.5256, 0.5256, 0.5256, 0.5256, 0.5256, 0.525601, 0.5256, 0.5256, 0.52574, 0.5256
14.4971, 2, 0.523641, 0.523535, 2, 1.47636, 0, 0.523535, 0.523535, 0.523535, 0.523535, 0.523535, 0.523535, 0.523535, 0.523535, 0.523535, 0.523535, 0.523535, 0.523535, 0.523536, 0.523535, 0.523535, 0.52364, 0.523535
14.505, 2, 0.520382, 0.520302, 2, 1.47962, 0, 0.520302, 0.520302, 0.520302, 0.520302, 0.520302, 0.520302, 0.520302, 0.520302, 0.520302, 0.520302, 0.520302, 0.520302, 0.520303, 0.520302, 0.520302, 0.520381, 0.520302
14.5129, 0, 0.515992, 0.515933, 1.41421, -0.515992, 0, 0.515933, 0.515933, 0.515933, 0.515933, 0.515933, 0.515933, 0.515933, 0.515933, 0.515933, 0.515933, 0.515933, 0.515933, 0.515934, 0.515933, 0.515933, 0.515991, 0.515933
14.5208, 0, 0.511056, 0.511011, 1.41421, -0.511056, 0, 0.511011, 0.511011, 0.511011, 0.511011, 0.511011, 0.511011, 0.511011, 0.511011, 0.511011, 0.511011, 0.511011, 0.511011, 0.511012, 0.511011, 0.511011, 0.511054, 0.511011
14.5287, 0, 0.506146, 0.506113, 1.41421, -0.506146, 0, 0.506113, 0.506113, 0.506113, 0.506113, 0.506113, 0.506113, 0.506113, 0.506113, 0.506113, 0.506113, 0.506113, 0.506113, 0.506114, 0.506113, 0.506113, 0.506145, 0.506113
14.5365, 2, 0.504479, 0.504454, 2, 1.49552, 0, 0.504454, 0.504454, 0.504454, 0.504454, 0.504454, 0.504454, 0.504454, 0.504454, 0.504454, 0.504454, 0.504454, 0.504454, 0.504455, 0.504454, 0.504454, 0.504477, 0.504454
14.5444, 2, 0.501376, 0.501358, 2, 1.49862, 0, 0.501358, 0.501358, 0.501358, 0.501358, 0.501358, 0.501358, 0.501358, 0.501358, 0.501358, 0.501358, 0.501358, 0.501358, 0.501359, 0.501358, 0.501358, 0.501375, 0.501358
14.5523, 0, 0.496957, 0.496943, 1.41421, -0.496957, 0, 0.496943, 0.496943, 0.496943, 0.496943, 0.496943, 0.496943, 0.496943, 0.496943, 0.496943, 0.496943, 0.496943, 0.496943, 0.496944, 0.496943, 0.496943, 0.496955, 0.496943
14.5602, 0, 0.491897, 0.491887, 1.41421, -0.491897, 0, 0.491887, 0.491887, 0.491887, 0.491887, 0.491887, 0.491887, 0.491887, 0.491887, 0.491887, 0.491887, 0.491887, 0.491887, 0.491888, 0.491887, 0.491887, 0.491896, 0.491887
14.5681, 2, 0.486864, 0.486857, 2, 1.51314, 0, 0.486857, 0.486857, 0.486857, 0.486857, 0.486857, 0.486857, 0.486857, 0.486857, 0.486857, 0.486857, 0.486857, 0.486857, 0.486858, 0.486857, 0.486857, 0.486863, 0.486857
14.576, 2, 0.485426, 0.48542, 2, 1.51457, 0, 0.48542, 0.48542, 0.48542, 0.48542, 0.48542, 0.48542, 0.48542, 0.48542, 0.48542, 0.48542, 0.48542, 0.48542, 0.485422, 0.48542, 0.48542, 0.485425, 0.48542
14.5839, 4, 0.482448, 0.482444, 2.44949, 3.51755, 0, 0.482444, 0.482444, 0.482444, 0.482444, 0.482444, 0.482444, 0.482444, 0.482444, 0.482444, 0.482444, 0.482444, 0.482444, 0.482445, 0.482444, 0.482444, 0.482447, 0.482444
14.5918, 2, 0.478069, 0.478066, 2, 1.52193, 0, 0.478066, 0.478066, 0.478066, 0.478066, 0.478066, 0.478066, 0.478066, 0.478066, 0.478066, 0.478066, 0.478066, 0.478066, 0.478067, 0.478066, 0.478066, 0.478068, 0.478066
14.5997, 0, 0.473009, 0.473007, 1.41421, -0.473009, 0, 0.473007, 0.473007, 0.473007, 0.473007, 0.473007, 0.473007, 0.473007, 0.473007, 0.473007, 0.473007, 0.473007, 0.473007, 0.473008, 0.473007, 0.473007, 0.473008, 0.473007
14.6075, 4, 0.467976, 0.467974, 2.44949, 3.53202, 0, 0.467974, 0.467974, 0.467974, 0.467974, 0.467974, 0.467974, 0.467974, 0.467974, 0.467974, 0.467974, 0.467974, 0.467974, 0.467975, 0.467974, 0.467974, 0.467975, 0.467974
14.6154, 2, 0.466665, 0.466663, 2, 1.53333, 0, 0.466663, 0.466663, 0.466663, 0.466663, 0.466663, 0.466663, 0.466663, 0.466663, 0.466663, 0.466663, 0.466663, 0.466663, 0.466665, 0.466663, 0.466663, 0.466664, 0.466663
14.6233, 0, 0.46375, 0.463748, 1.41421, -0.46375, 0, 0.463748, 0.463748, 0.463748, 0.463748, 0.463748, 0.463748, 0.463748, 0.463748, 0.463748, 0.463748, 0.463748, 0.463748, 0.463749, 0.463748, 0.463748, 0.463749, 0.463748
14.6312, 0, 0.459388, 0.459387, 1.41421, -0.459388, 0, 0.459387, 0.459387, 0.459387, 0.459387, 0.459387, 0.459387, 0.459387, 0.459387, 0.459387, 0.459387, 0.459387, 0.459387, 0.459388, 0.459387, 0.459387, 0.459387, 0.459387
14.6391, 2, 0.454324, 0.454323, 2, 1.54568, 0, 0.454323, 0.454323, 0.454323, 0.454323, 0.454323, 0.454323, 0.454323, 0.454323, 0.454323, 0.454323, 0.454323, 0.454323, 0.454324, 0.454323, 0.454323, 0.454323, 0.454323
14.647, 0, 0.449288, 0.449287, 1.41421, -0.449288, 0, 0.449287, 0.449287, 0.449287, 0.449287, 0.449287, 0.449287, 0.449287, 0.449287, 0.449287, 0.449287, 0.449287, 0.449287, 0.449288, 0.449287, 0.449287, 0.449287, 0.449287
14.6549, 0, 0.448156, 0.448155, 1.41421, -0.448156, 0, 0.448155, 0.448155, 0.448155, 0.448155, 0.448155, 0.448155, 0.448155, 0.448155, 0.448155, 0.448155, 0.448155, 0.448155, 0.448156, 0.448155, 0.448155, 0.448155, 0.448155
14.6628, 4, 0.445346, 0.445344, 2.44949, 3.55465, 0, 0.445344, 0.445344, 0.445344, 0.445344, 0.445344, 0.445344, 0.445344, 0.445344, 0.445344, 0.445344, 0.445344, 0.445344, 0.445346, 0.445344, 0.445344, 0.445344, 0.445344
14.6707, 2, 0.441034, 0.441033, 2, 1.55897, 0, 0.441033, 0.441033, 0.441033, 0.441033, 0.441033, 0.441033, 0.441033, 0.441033, 0.441033, 0.441033, 0.441033, 0.441033, 0.441034, 0.441033, 0.441033, 0.441033, 0.441033
14.6786, 2, 0.435993, 0.435992, 2, 1.56401, 0, 0.435992, 0.435992, 0.435992, 0.435992, 0.435992, 0.435992, 0.435992, 0.435992, 0.435992, 0.435992, 0.435992, 0.435992, 0.435993, 0.435992, 0.435992, 0.435992, 0.435992
14.6865, 0, 0.430982, 0.43098, 1.41421, -0.430982, 0, 0.43098, 0.43098, 0.43098, 0.43098, 0.43098, 0.43098, 0.43098, 0.43098, 0.43098, 0.43098, 0.43098, 0.43098, 0.430982, 0.43098, 0.43098, 0.430981, 0.43098
14.6943, 0, 0.429939, 0.429938, 1.41421, -0.429939, 0, 0.429938, 0.429938, 0.429938, 0.429938, 0.429938, 0.429938, 0.429938, 0.429938, 0.429938, 0.429938, 0.429938, 0.429938, 0.429939, 0.429938, 0.429938, 0.429938, 0.429938
14.7022, 0, 0.427175, 0.427174, 1.41421, -0.427175, 0, 0.427174, 0.427174, 0.427174, 0.427174, 0.427174, 0.427174, 0.427174, 0.427174, 0.427174, 0.427174, 0.427174, 0.427174, 0.427175, 0.427174, 0.427174, 0.427174, 0.427174
14.7101, 2, 0.422886, 0.422885, 2, 1.57711, 0, 0.422885, 0.422885, 0.422885, 0.422885, 0.422885, 0.422885, 0.422885, 0.422885, 0.422885, 0.422885, 0.422885, 0.422885, 0.422886, 0.422885, 0.422885, 0.422885, 0.422885
14.718, 2, 0.417858, 0.417857, 2, 1.58214, 0, 0.417857, 0.417857, 0.417857, 0.417857, 0.417857, 0.417857, 0.417857, 0.417857, 0.417857, 0.417857, 0.417857, 0.417857, 0.417858, 0.417857, 0.417857, 0.417857, 0.417857
14.7259, 2, 0.412859, 0.412858, 2, 1.58714, 0, 0.412858, 0.412858, 0.412858, 0.412858, 0.412858, 0.412858, 0.412858, 0.412858, 0.412858, 0.412858, 0.412858, 0.412858, 0.412859, 0.412858, 0.412858, 0.412858, 0.412858
14.7338, 0, 0.411897, 0.411895, 1.41421, -0.411897, 0, 0.411895, 0.411895, 0.411895, 0.411895, 0.411895, 0.411895, 0.411895, 0.411895, 0.411895, 0.411895, 0.411895, 0.411895, 0.411897, 0.411895, 0.411895, 0.411895, 0.411895
14.7417, 2, 0.409201, 0.4092, 2, 1.5908, 0, 0.4092, 0.4092, 0.4092, 0.4092, 0.4092, 0.4092, 0.4092, 0.4092, 0.4092, 0.4092, 0.4092, 0.4092, 0.409201, 0.4092, 0.4092, 0.4092, 0.4092
14.7496, 0, 0.40499, 0.404989, 1.41421, -0.40499, 0, 0.404989, 0.404989, 0.404989, 0.404989, 0.404989, 0.404989, 0.404989, 0.404989, 0.404989, 0.404989, 0.404989, 0.404989, 0.40499, 0.404989, 0.404989, 0.404989, 0.404989
14.7575, 0, 0.400043, 0.400042, 1.41421, -0.400043, 0, 0.400042, 0.400042, 0.400042, 0.400042, 0.400042, 0.400042, 0.400042, 0.400042, 0.400042, 0.400042, 0.400042, 0.400042, 0.400043, 0.400042, 0.400042, 0.400042, 0.400042
14.7654, 0, 0.395126, 0.395125, 1.41421, -0.395126, 0, 0.395125, 0.395125, 0.395125, 0.395125, 0.395125, 0.395125, 0.395125, 0.395125, 0.395125, 0.395125, 0.395125, 0.395125, 0.395126, 0.395125, 0.395125, 0.395125, 0.395125
14.7732, 0, 0.394177, 0.394176, 1.41421, -0.394177, 0, 0.394176, 0.394176, 0.394176, 0.394176, 0.394176, 0.394176, 0.394176, 0.394176, 0.394176, 0.394176, 0.394176, 0.394176, 0.394177, 0.394176, 0.394176, 0.394176, 0.394176
14.7811, 2, 0.391501, 0.3915, 2, 1.6085, 0, 0.3915, 0.3915, 0.3915, 0.3915, 0.3915, 0.3915, 0.3915, 0.3915, 0.3915, 0.3915, 0.3915, 0.3915, 0.391501, 0.3915, 0.3915, 0.3915, 0.3915
14.789, 4, 0.387334, 0.387333, 2.44949, 3.61267, 0, 0.387333, 0.387333, 0.387333, 0.387333, 0.387333, 0.387333, 0.387333, 0.387333, 0.387333, 0.387333, 0.387333, 0.387333, 0.387334, 0.387333, 0.387333, 0.387333, 0.387333
14.7969, 2, 0.382445, 0.382444, 2, 1.61756, 0, 0.382444, 0.382444, 0.382444, 0.382444, 0.382444, 0.382444, 0.382444, 0.382444, 0.382444, 0.382444, 0.382444, 0.382444, 0.382445, 0.382444, 0.382444, 0.382444, 0.382444
14.8048, 0, 0.377586, 0.377585, 1.41421, -0.377586, 0, 0.377585, 0.377585, 0.377585, 0.377585, 0.377585, 0.377585, 0.377585, 0.377585, 0.377585, 0.377585, 0.377585, 0.377585, 0.377586, 0.377585, 0.377585, 0.377585, 0.377585
14.8127, 2, 0.37652, 0.376519, 2, 1.62348, 0, 0.376519, 0.376519, 0.376519, 0.376519, 0.376519, 0.376519, 0.376519, 0.376519, 0.376519, 0.376519, 0.376519, 0.376519, 0.37652, 0.376519, 0.376519, 0.376519, 0.376519
14.8206, 0, 0.373872, 0.373871, 1.41421, -0.373872, 0, 0.373871, 0.373871, 0.373871, 0.373871, 0.373871, 0.373871, 0.373871, 0.373871, 0.373871, 0.373871, 0.373871, 0.373871, 0.373872, 0.373871, 0.373871, 0.373871, 0.373871
14.8285, 0, 0.369835, 0.369834, 1.41421, -0.369835, 0, 0.369834, 0.369834, 0.369834, 0.369834, 0.369834, 0.369834, 0.369834, 0.369834, 0.369834, 0.369834, 0.369834, 0.369834, 0.369835, 0.369834, 0.369834, 0.369834, 0.369834
14.8364, 0, 0.365124, 0.365123, 1.41421, -0.365124, 0, 0.365123, 0.365123, 0.365123, 0.365123, 0.365123, 0.365123, 0.365123, 0.365123, 0.365123, 0.365123, 0.365123, 0.365123, 0.365124, 0.365123, 0.365123, 0.365123, 0.365123
14.8443, 0, 0.360444, 0.360443, 1.41421, -0.360444, 0, 0.360443, 0.360443, 0.360443, 0.360443, 0.360443, 0.360443, 0.360443, 0.360443, 0.360443, 0.360443, 0.360443, 0.360443, 0.360444, 0.360443, 0.360443, 0.360443, 0.360443
14.8521, 2, 0.358918, 0.358917, 2, 1.64108, 0, 0.358917, 0.358917, 0.358917, 0.358917, 0.358917, 0.358917, 0.358917, 0.358917, 0.358917, 0.358917, 0.358917, 0.358917, 0.358918, 0.358917, 0.358917, 0.358917, 0.358917
14.86, 4, 0.356153, 0.356152, 2.44949, 3.64385, 0, 0.356152, 0.356152, 0.356152, 0.356152, 0.356152, 0.356152, 0.356152, 0.356152, 0.356152, 0.356152, 0.356152, 0.356152, 0.356153, 0.356152, 0.356152, 0.356152, 0.356152
14.8679, 0, 0.352287, 0.352286, 1.41421, -0.352287, 0, 0.352286, 0.352286, 0.352286, 0.352286, 0.352286, 0.352286, 0.352286, 0.352286, 0.352286, 0.352286, 0.352286, 0.352286, 0.352287, 0.352286, 0.352286, 0.352286, 0.352286
14.8758, 0, 0.34789, 0.347889, 1.41421, -0.34789, 0, 0.347889, 0.347889, 0.347889, 0.347889, 0.347889, 0.347889, 0.347889, 0.347889, 0.347889, 0.347889, 0.347889, 0.347889, 0.34789, 0.347889, 0.347889, 0.347889, 0.347889
14.8837, 0, 0.343521, 0.34352, 1.41421, -0.343521, 0, 0.34352, 0.34352, 0.34352, 0.34352, 0.34352, 0.34352, 0.34352, 0.34352, 0.34352, 0.34352, 0.34352, 0.34352, 0.343521, 0.34352, 0.34352, 0.34352, 0.34352
14.8916, 6, 0.341535, 0.341534, 2.82843, 5.65846, 0, 0.341534, 0.341534, 0.341534, 0.341534, 0.341534, 0.341534, 0.341534, 0.341534, 0.341534, 0.341534, 0.341534, 0.341534, 0.341535, 0.341534, 0.341534, 0.341534, 0.341534
14.8995, 2, 0.338677, 0.338676, 2, 1.66132, 0, 0.338676, 0.338676, 0.338676, 0.338676, 0.338676, 0.338676, 0.338676, 0.338676, 0.338676, 0.338676, 0.338676, 0.338676, 0.338677, 0.338676, 0.338676, 0.338676, 0.338676
14.9074, 2, 0.33503, 0.335029, 2, 1.66497, 0, 0.335029, 0.335029, 0.335029, 0.335029, 0.335029, 0.335029, 0.335029, 0.335029, 0.335029, 0.335029, 0.335029, 0.335029, 0.33503, 0.335029, 0.335029, 0.335029, 0.335029
14.9153, 0, 0.331005, 0.331004, 1.41421, -0.331005, 0, 0.331004, 0.331004, 0.331004, 0.331004, 0.331004, 0.331004, 0.331004, 0.331004, 0.331004, 0.331004, 0.331004, 0.331004, 0.331005, 0.331004, 0.331004, 0.331004, 0.331004
14.9232, 0, 0.327005, 0.327004, 1.41421, -0.327005, 0, 0.327004, 0.327004, 0.327004, 0.327004, 0.327004, 0.327004, 0.327004, 0.327004, 0.327004, 0.327004, 0.327004, 0.327004, 0.327005, 0.327004, 0.327004, 0.327004, 0.327004
14.931, 2, 0.32454, 0.324538, 2, 1.67546, 0, 0.324538, 0.324538, 0.324538, 0.324538, 0.324538, 0.324538, 0.324538, 0.324538, 0.324538, 0.324538, 0.324538, 0.324538, 0.32454, 0.324538, 0.324538, 0.324538, 0.324538
14.9389, 0, 0.32156, 0.321559, 1.41421, -0.32156, 0, 0.321559, 0.321559, 0.321559, 0.321559, 0.321559, 0.321559, 0.321559, 0.321559, 0.321559, 0.321559, 0.321559, 0.321559, 0.32156, 0.321559, 0.321559, 0.321559, 0.321559
14.9468, 0, 0.318099, 0.318098, 1.41421, -0.318099, 0, 0.318098, 0.318098, 0.318098, 0.318098, 0.318098, 0.318098, 0.318098, 0.318098, 0.318098, 0.318098, 0.318098, 0.318098, 0.318099, 0.318098, 0.318098, 0.318098, 0.318098
14.9547, 0, 0.314411, 0.31441, 1.41421, -0.314411, 0, 0.31441, 0.31441, 0.31441, 0.31441, 0.31441, 0.31441, 0.31441, 0.31441, 0.31441, 0.31441, 0.31441, 0.31441, 0.314411, 0.31441, 0.31441, 0.31441, 0.31441
14.9626, 2, 0.310744, 0.310743, 2, 1.68926, 0, 0.310743, 0.310743, 0.310743, 0.310743, 0.310743, 0.310743, 0.310743, 0.310743, 0.310743, 0.310743, 0.310743, 0.310743, 0.310744, 0.310743, 0.310743, 0.310743, 0.310743
14.9705, 2, 0.307457, 0.307455, 2, 1.69254, 0, 0.307455, 0.307455, 0.307455, 0.307455, 0.307455, 0.307455, 0.307455, 0.307455, 0.307455, 0.307455, 0.307455, 0.307455, 0.307457, 0.307455, 0.307455, 0.307455, 0.307455
14.9784, 2, 0.303935, 0.303934, 2, 1.69607, 0, 0.303934, 0.303934, 0.303934, 0.303934, 0.303934, 0.303934, 0.303934, 0.303934, 0.303934, 0.303934, 0.303934, 0.303934, 0.303935, 0.303934, 0.303934, 0.303934, 0.303934
14.9863, 2, 0.300183, 0.300182, 2, 1.69982, 0, 0.300182, 0.300182, 0.300182, 0.300182, 0.300182, 0.300182, 0.300182, 0.300182, 0.300182, 0.300182, 0.300182, 0.300182, 0.300183, 0.300182, 0.300182, 0.300182, 0.300182
14.9942, 2, 0.296176, 0.296175, 2, 1.70382, 0, 0.296175, 0.296175, 0.296175, 0.296175, 0.296175, 0.296175, 0.296175, 0.296175, 0.296175, 0.296175, 0.296175, 0.296175, 0.296176, 0.296175, 0.296175, 0.296175, 0.296175
15.0021, 2, 0.291982, 0.291981, 2, 1.70802, 0, 0.291981, 0.291981, 0.291981, 0.291981, 0.291981, 0.291981, 0.291981, 0.291981, 0.291981, 0.291981, 0.291981, 0.291981, 0.291982, 0.291981, 0.291981, 0.291981, 0.291981
15.0099, 0, 0.287711, 0.28771, 1.41421, -0.287711, 0, 0.28771, 0.28771, 0.28771, 0.28771, 0.28771, 0.28771, 0.28771, 0.28771, 0.28771, 0.28771, 0.28771, 0.28771, 0.287711, 0.28771, 0.28771, 0.28771, 0.28771
15.0178, 0, 0.283472, 0.283471, 1.41421, -0.283472, 0, 0.283471, 0.283471, 0.283471, 0.283471, 0.283471, 0.283471, 0.283471, 0.283471, 0.283471, 0.283471, 0.283471, 0.283471, 0.283472, 0.283471, 0.283471, 0.283471, 0.283471
15.0257, 2, 0.279679, 0.279677, 2, 1.72032, 0, 0.279677, 0.279677, 0.279677, 0.279677, 0.279677, 0.279677, 0.279677, 0.279677, 0.279677, 0.279677, 0.279677, 0.279677, 0.279679, 0.279677, 0.279677, 0.279677, 0.279677
15.0336, 2, 0.275469, 0.275468, 2, 1.72453, 0, 0.275468, 0.275468, 0.275468, 0.275468, 0.275468, 0.275468, 0.275468, 0.275468, 0.275468, 0.275468, 0.275468, 0.275468, 0.275469, 0.275468, 0.275468, 0.275468, 0.275468
15.0415, 0, 0.270876, 0.270875, 1.41421, -0.270876, 0, 0.270875, 0.270875, 0.270875, 0.270875, 0.270875, 0.270875, 0.270875, 0.270875, 0.270875, 0.270875, 0.270875, 0.270875, 0.270876, 0.270875, 0.270875, 0.270875, 0.270875
15.0494, 0, 0.266117, 0.266115, 1.41421, -0.266117, 0, 0.266115, 0.266115, 0.266115, 0.266115, 0.266115, 0.266115, 0.266115, 0.266115, 0.266115, 0.266115, 0.266115, 0.266115, 0.266117, 0.266115, 0.266115, 0.266115, 0.266115
15.0573, 0, 0.261399, 0.261398, 1.41421, -0.261399, 0, 0.261398, 0.261398, 0.261398, 0.261398, 0.261398, 0.261398, 0.261398, 0.261398, 0.261398, 0.261398, 0.261398, 0.261398, 0.261399, 0.261398, 0.261398, 0.261398, 0.261398
15.0652, 4, 0.258015, 0.258014, 2.44949, 3.74198, 0, 0.258014, 0.258014, 0.258014, 0.258014, 0.258014, 0.258014, 0.258014, 0.258014, 0.258014, 0.258014, 0.258014, 0.258014, 0.258015, 0.258014, 0.258014, 0.258014, 0.258014
15.0731, 0, 0.254046, 0.254045, 1.41421, -0.254046, 0, 0.254045, 0.254045, 0.254045, 0.254045, 0.254045, 0.254045, 0.254045, 0.254045, 0.254045, 0.254045, 0.254045, 0.254045, 0.254046, 0.254045, 0.254045, 0.254045, 0.254045
15.0809, 0, 0.249555, 0.249554, 1.41421, -0.249555, 0, 0.249554, 0.249554, 0.249554, 0.249554, 0.249554, 0.249554, 0.249554, 0.249554, 0.249554, 0.249554, 0.249554, 0.249554, 0.249555, 0.249554, 0.249554, 0.249554, 0.249554
