   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_228.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.22838, 506, 458.07, 46.1739, 22.5389, 47.9299, 0, 46.1739, 458.025, 46.2164, 46.1739, 46.1739, 46.1739, 46.1739, 46.1739, 46.1739, 46.1739, 46.1739, 46.1739, 46.1739, 46.1739, 46.1739, 46.176, 46.1739
6.23627, 632, 569.909, 46.2299, 25.1794, 62.0913, 0, 46.2299, 569.85, 46.2858, 46.2299, 46.2299, 46.2299, 46.2299, 46.2299, 46.2299, 46.2299, 46.2299, 46.2299, 46.2299, 46.2299, 46.2299, 46.2323, 46.2299
6.24416, 786, 704.624, 46.2848, 28.0713, 81.376, 0, 46.2848, 704.545, 46.3607, 46.2848, 46.2848, 46.2848, 46.2848, 46.2848, 46.2848, 46.2848, 46.2848, 46.2848, 46.2848, 46.2848, 46.2848, 46.2876, 46.2848
6.25205, 996, 864.641, 46.3385, 31.5911, 131.359, 0, 46.3385, 864.534, 46.443, 46.3385, 46.3385, 46.3385, 46.3385, 46.3385, 46.3385, 46.3385, 46.3385, 46.3385, 46.3385, 46.3385, 46.3385, 46.3416, 46.3385
6.25994, 1166, 1052.04, 46.3911, 34.176, 113.964, 0, 46.3911, 1051.89, 46.5351, 46.3911, 46.3911, 46.3911, 46.3911, 46.3911, 46.3911, 46.3911, 46.3911, 46.3911, 46.3911, 46.3911, 46.3911, 46.3945, 46.3911
6.26783, 1184, 1268.33, 46.4425, 34.4384, -84.3279, 0, 46.4425, 1268.13, 46.6399, 46.4425, 46.4425, 46.4425, 46.4425, 46.4425, 46.4425, 46.4425, 46.4425, 46.4425, 46.4425, 46.4425, 46.4425, 46.4462, 46.4425
6.27571, 1512, 1514.32, 46.4927, 38.9102, -2.31787, 0, 46.4927, 1514.05, 46.7614, 46.4927, 46.4927, 46.4927, 46.4927, 46.4927, 46.4927, 46.4927, 46.4927, 46.4927, 46.4927, 46.4927, 46.4927, 46.4968, 46.4927
6.28361, 1854, 1789.9, 46.5417, 43.0813, 64.101, 0, 46.5417, 1789.53, 46.904, 46.5417, 46.5417, 46.5417, 46.5417, 46.5417, 46.5417, 46.5417, 46.5417, 46.5417, 46.5417, 46.5417, 46.5417, 46.5461, 46.5417
6.2915, 2038, 2093.75, 46.5895, 45.1664, -55.75, 0, 46.5895, 2093.26, 47.0729, 46.5895, 46.5895, 46.5895, 46.5895, 46.5895, 46.5895, 46.5895, 46.5895, 46.5895, 46.5895, 46.5895, 46.5895, 46.5943, 46.5895
6.29939, 2490, 2423.42, 46.6361, 49.9199, 66.5815, 0, 46.6361, 2422.78, 47.2742, 46.6361, 46.6361, 46.6361, 46.6361, 46.6361, 46.6361, 46.6361, 46.6361, 46.6361, 46.6361, 46.6361, 46.6361, 46.6411, 46.6361
6.30728, 2876, 2775.04, 46.6814, 53.647, 100.958, 0, 46.6814, 2774.2, 47.5145, 46.6814, 46.6814, 46.6814, 46.6814, 46.6814, 46.6814, 46.6814, 46.6814, 46.6814, 46.6814, 46.6814, 46.6814, 46.6867, 46.6814
6.31517, 3120, 3143.41, 46.7254, 55.8749, -23.4067, 0, 46.7254, 3142.33, 47.801, 46.7254, 46.7254, 46.7254, 46.7254, 46.7254, 46.7254, 46.7254, 46.7254, 46.7254, 46.7254, 46.7254, 46.7254, 46.731, 46.7254
6.32306, 3406, 3521.97, 46.768, 58.3781, -115.967, 0, 46.7681, 3520.59, 48.1412, 46.768, 46.768, 46.768, 46.768, 46.768, 46.768, 46.768, 46.768, 46.768, 46.768, 46.768, 46.768, 46.7738, 46.768
6.33095, 3914, 3903.05, 46.8092, 62.5779, 10.9485, 0, 46.8092, 3901.31, 48.5424, 46.8092, 46.8092, 46.8092, 46.8092, 46.8092, 46.8092, 46.8092, 46.8092, 46.8092, 46.8092, 46.8092, 46.8092, 46.8152, 46.8092
6.33884, 4264, 4278.06, 46.8489, 65.3146, -14.0615, 0, 46.8489, 4275.89, 49.0119, 46.8489, 46.8489, 46.8489, 46.8489, 46.8489, 46.8489, 46.8489, 46.8489, 46.8489, 46.8489, 46.8489, 46.8489, 46.855, 46.8489
6.34672, 4742, 4637.62, 46.8869, 68.8767, 104.38, 0, 46.8869, 4634.94, 49.5557, 46.8869, 46.8869, 46.8869, 46.8869, 46.8869, 46.8869, 46.8869, 46.8869, 46.8869, 46.8869, 46.8869, 46.8869, 46.8931, 46.8869
6.35462, 4992, 4972.23, 46.9231, 70.6682, 19.769, 0, 46.9231, 4968.97, 50.1788, 46.9231, 46.9231, 46.9231, 46.9231, 46.9231, 46.9231, 46.9231, 46.9231, 46.9231, 46.9231, 46.9231, 46.9231, 46.9294, 46.9231
6.36251, 5178, 5272.45, 46.9574, 71.9722, -94.4541, 0, 46.9574, 5268.52, 50.8841, 46.9574, 46.9574, 46.9574, 46.9574, 46.9574, 46.9574, 46.9574, 46.9574, 46.9574, 46.9574, 46.9574, 46.9574, 46.9636, 46.9574
6.3704, 5428, 5529.46, 46.9895, 73.6885, -101.458, 0, 46.9895, 5524.77, 51.672, 46.9895, 46.9895, 46.9895, 46.9895, 46.9895, 46.9895, 46.9895, 46.9895, 46.9895, 46.9895, 46.9895, 46.9895, 46.9957, 46.9895
6.37828, 5718, 5735.41, 47.0191, 75.6307, -17.4077, 0, 47.0192, 5729.88, 52.5399, 47.0191, 47.0191, 47.0191, 47.0191, 47.0191, 47.0191, 47.0191, 47.0191, 47.0191, 47.0191, 47.0191, 47.0191, 47.0253, 47.0191
6.38618, 6002, 5883.93, 47.0462, 77.4855, 118.072, 0, 47.0462, 5877.49, 53.482, 47.0462, 47.0462, 47.0462, 47.0462, 47.0462, 47.0462, 47.0462, 47.0462, 47.0462, 47.0462, 47.0462, 47.0462, 47.0523, 47.0462
6.39407, 5848, 5970.34, 47.0703, 76.4853, -122.343, 0, 47.0703, 5962.92, 54.4884, 47.0703, 47.0703, 47.0703, 47.0703, 47.0703, 47.0703, 47.0703, 47.0703, 47.0703, 47.0703, 47.0703, 47.0703, 47.0762, 47.0703
6.40196, 5926, 5991.98, 47.091, 76.9935, -65.98, 0, 47.091, 5983.52, 55.5455, 47.091, 47.091, 47.091, 47.091, 47.091, 47.091, 47.091, 47.091, 47.091, 47.091, 47.091, 47.091, 47.0968, 47.091
6.40985, 6090, 5948.29, 47.1082, 78.0513, 141.705, 0, 47.1082, 5938.76, 56.6359, 47.1082, 47.1082, 47.1082, 47.1082, 47.1082, 47.1082, 47.1082, 47.1082, 47.1082, 47.1082, 47.1082, 47.1082, 47.1138, 47.1082
6.41774, 5710, 5840.88, 47.1214, 75.5778, -130.883, 0, 47.1214, 5830.26, 57.7386, 47.1214, 47.1214, 47.1214, 47.1214, 47.1214, 47.1214, 47.1214, 47.1214, 47.1214, 47.1214, 47.1214, 47.1214, 47.1268, 47.1214
6.42563, 5686, 5673.4, 47.1302, 75.4188, 12.6045, 0, 47.1302, 5661.69, 58.8297, 47.1302, 47.1302, 47.1302, 47.1302, 47.1302, 47.1302, 47.1302, 47.1302, 47.1302, 47.1302, 47.1302, 47.1302, 47.1354, 47.1302
6.43352, 5464, 5451.34, 47.1344, 73.9324, 12.6602, 0, 47.1345, 5438.59, 59.8829, 47.1344, 47.1344, 47.1344, 47.1344, 47.1344, 47.1344, 47.1344, 47.1344, 47.1344, 47.1344, 47.1344, 47.1344, 47.1394, 47.1344
6.44141, 5328, 5181.73, 47.1337, 73.0069, 146.267, 0, 47.1337, 5167.99, 60.8711, 47.1337, 47.1337, 47.1337, 47.1337, 47.1337, 47.1337, 47.1337, 47.1337, 47.1337, 47.1337, 47.1337, 47.1337, 47.1384, 47.1337
6.4493, 4728, 4872.81, 47.1277, 68.775, -144.807, 0, 47.1277, 4858.16, 61.7669, 47.1277, 47.1277, 47.1277, 47.1277, 47.1277, 47.1277, 47.1277, 47.1277, 47.1277, 47.1277, 47.1277, 47.1277, 47.1322, 47.1277
6.45719, 4478, 4533.57, 47.1163, 66.9328, -55.5674, 0, 47.1163, 4518.14, 62.5441, 47.1163, 47.1163, 47.1163, 47.1163, 47.1163, 47.1163, 47.1163, 47.1163, 47.1163, 47.1163, 47.1163, 47.1163, 47.1206, 47.1163
6.46508, 4306, 4173.29, 47.0993, 65.6354, 132.705, 0, 47.0993, 4157.21, 63.1789, 47.0993, 47.0993, 47.0993, 47.0993, 47.0993, 47.0993, 47.0993, 47.0993, 47.0993, 47.0993, 47.0993, 47.0993, 47.1034, 47.0993
6.47297, 3648, 3801.26, 47.0768, 60.4152, -153.257, 0, 47.0768, 3784.68, 63.6515, 47.0768, 47.0768, 47.0768, 47.0768, 47.0768, 47.0768, 47.0768, 47.0768, 47.0768, 47.0768, 47.0768, 47.0768, 47.0806, 47.0768
6.48086, 3416, 3426.24, 47.0487, 58.4637, -10.2441, 0, 47.0487, 3409.34, 63.9463, 47.0487, 47.0487, 47.0487, 47.0487, 47.0487, 47.0487, 47.0487, 47.0487, 47.0487, 47.0487, 47.0487, 47.0487, 47.0523, 47.0487
6.48875, 3036, 3056.29, 47.0152, 55.1181, -20.293, 0, 47.0152, 3039.25, 64.0536, 47.0152, 47.0152, 47.0152, 47.0152, 47.0152, 47.0152, 47.0152, 47.0152, 47.0152, 47.0152, 47.0152, 47.0152, 47.0187, 47.0152
6.49664, 2742, 2698.35, 46.9767, 52.3832, 43.6472, 0, 46.9767, 2681.36, 63.9694, 46.9767, 46.9767, 46.9767, 46.9767, 46.9767, 46.9767, 46.9767, 46.9767, 46.9767, 46.9767, 46.9767, 46.9767, 46.98, 46.9767
6.50453, 2372, 2358.25, 46.9336, 48.7237, 13.7515, 0, 46.9336, 2341.48, 63.696, 46.9336, 46.9336, 46.9336, 46.9336, 46.9336, 46.9336, 46.9336, 46.9336, 46.9336, 46.9336, 46.9336, 46.9336, 46.9366, 46.9336
6.51241, 2278, 2040.52, 46.8862, 47.7493, 237.476, 0, 46.8863, 2024.17, 63.2421, 46.8862, 46.8862, 46.8862, 46.8862, 46.8862, 46.8862, 46.8862, 46.8862, 46.8862, 46.8862, 46.8862, 46.8862, 46.8891, 46.8862
6.52031, 1770, 1748.38, 46.8354, 42.0951, 21.6248, 0, 46.8354, 1732.59, 62.6214, 46.8354, 46.8354, 46.8354, 46.8354, 46.8354, 46.8354, 46.8354, 46.8354, 46.8354, 46.8354, 46.8354, 46.8354, 46.8381, 46.8354
6.5282, 1526, 1483.82, 46.7817, 39.0896, 42.1807, 0, 46.7817, 1468.75, 61.853, 46.7817, 46.7817, 46.7817, 46.7817, 46.7817, 46.7817, 46.7817, 46.7817, 46.7817, 46.7817, 46.7817, 46.7817, 46.7843, 46.7817
6.53609, 1248, 1247.74, 46.7259, 35.3553, 0.258423, 0, 46.7259, 1233.51, 60.9598, 46.7259, 46.7259, 46.7259, 46.7259, 46.7259, 46.7259, 46.7259, 46.7259, 46.7259, 46.7259, 46.7259, 46.7259, 46.7283, 46.7259
6.54397, 1076, 1040, 46.6688, 32.8329, 36.0023, 0, 46.6688, 1026.7, 59.967, 46.6688, 46.6688, 46.6688, 46.6688, 46.6688, 46.6688, 46.6688, 46.6688, 46.6688, 46.6688, 46.6688, 46.6688, 46.671, 46.6688
6.55187, 882, 859.681, 46.6111, 29.7321, 22.319, 0, 46.6111, 847.388, 58.9019, 46.6111, 46.6111, 46.6111, 46.6111, 46.6111, 46.6111, 46.6111, 46.6111, 46.6111, 46.6111, 46.6111, 46.6111, 46.6132, 46.6111
6.55976, 730, 705.234, 46.5537, 27.0555, 24.7655, 0, 46.5537, 693.995, 57.7918, 46.5537, 46.5537, 46.5537, 46.5537, 46.5537, 46.5537, 46.5537, 46.5537, 46.5537, 46.5537, 46.5537, 46.5537, 46.5556, 46.5537
6.56765, 536, 574.656, 46.4972, 23.1948, -38.6556, 0, 46.4972, 564.488, 56.6631, 46.4972, 46.4972, 46.4972, 46.4972, 46.4972, 46.4972, 46.4972, 46.4972, 46.4972, 46.4972, 46.4972, 46.4972, 46.4989, 46.4972
6.57554, 476, 465.632, 46.4424, 21.8632, 10.3683, 0, 46.4424, 456.532, 55.5403, 46.4424, 46.4424, 46.4424, 46.4424, 46.4424, 46.4424, 46.4424, 46.4424, 46.4424, 46.4424, 46.4424, 46.4424, 46.444, 46.4424
6.58343, 398, 375.731, 46.3898, 20, 22.2687, 0, 46.3898, 367.674, 54.4454, 46.3898, 46.3898, 46.3898, 46.3898, 46.3898, 46.3898, 46.3898, 46.3898, 46.3898, 46.3898, 46.3898, 46.3898, 46.3912, 46.3898
6.59131, 352, 302.499, 46.3399, 18.8149, 49.5006, 0, 46.3399, 295.441, 53.3972, 46.3399, 46.3399, 46.3399, 46.3399, 46.3399, 46.3399, 46.3399, 46.3399, 46.3399, 46.3399, 46.3399, 46.3399, 46.3412, 46.3399
6.59921, 282, 243.546, 46.2931, 16.8523, 38.4545, 0, 46.2931, 237.427, 52.4103, 46.2931, 46.2931, 46.2931, 46.2931, 46.2931, 46.2931, 46.2931, 46.2931, 46.2931, 46.2931, 46.2931, 46.2931, 46.2942, 46.2931
6.6071, 200, 196.643, 46.2497, 14.2127, 3.35733, 0, 46.2497, 191.395, 51.4962, 46.2497, 46.2497, 46.2497, 46.2497, 46.2497, 46.2497, 46.2497, 46.2497, 46.2497, 46.2497, 46.2497, 46.2497, 46.2507, 46.2497
6.61499, 130, 159.755, 46.2098, 11.4891, -29.755, 0, 46.2098, 155.302, 50.6622, 46.2098, 46.2098, 46.2098, 46.2098, 46.2098, 46.2098, 46.2098, 46.2098, 46.2098, 46.2098, 46.2098, 46.2098, 46.2107, 46.2098
6.62288, 114, 131.073, 46.1736, 10.7703, -17.073, 0, 46.1736, 127.333, 49.9124, 46.1736, 46.1736, 46.1736, 46.1736, 46.1736, 46.1736, 46.1736, 46.1736, 46.1736, 46.1736, 46.1736, 46.1736, 46.1743, 46.1736
6.63076, 124, 109.016, 46.1409, 11.225, 14.984, 0, 46.1409, 105.909, 49.2477, 46.1409, 46.1409, 46.1409, 46.1409, 46.1409, 46.1409, 46.1409, 46.1409, 46.1409, 46.1409, 46.1409, 46.1409, 46.1415, 46.1409
6.63866, 126, 92.2404, 46.1116, 11.3137, 33.7596, 0, 46.1116, 89.6851, 48.6663, 46.1116, 46.1116, 46.1116, 46.1116, 46.1116, 46.1116, 46.1116, 46.1116, 46.1116, 46.1116, 46.1116, 46.1116, 46.1122, 46.1116
6.64654, 86, 79.6194, 46.0856, 9.38083, 6.38058, 0, 46.0856, 77.5401, 48.1644, 46.0856, 46.0856, 46.0856, 46.0856, 46.0856, 46.0856, 46.0856, 46.0856, 46.0856, 46.0856, 46.0856, 46.0856, 46.0861, 46.0856
6.65444, 72, 70.2234, 46.0625, 8.60233, 1.77657, 0, 46.0626, 68.549, 47.7366, 46.0625, 46.0625, 46.0625, 46.0625, 46.0625, 46.0625, 46.0625, 46.0625, 46.0625, 46.0625, 46.0625, 46.0625, 46.0629, 46.0625
6.66233, 62, 63.3017, 46.0422, 8, -1.30168, 0, 46.0422, 61.9672, 47.3763, 46.0422, 46.0422, 46.0422, 46.0422, 46.0422, 46.0422, 46.0422, 46.0422, 46.0422, 46.0422, 46.0422, 46.0422, 46.0425, 46.0422
6.67022, 52, 58.2548, 46.0242, 7.34847, -6.25478, 0, 46.0242, 57.2022, 47.0765, 46.0242, 46.0242, 46.0242, 46.0242, 46.0242, 46.0242, 46.0242, 46.0242, 46.0242, 46.0242, 46.0242, 46.0242, 46.0245, 46.0242
6.6781, 36, 54.6122, 46.0083, 6.16441, -18.6122, 0, 46.0083, 53.7906, 46.8297, 46.0083, 46.0083, 46.0083, 46.0083, 46.0083, 46.0083, 46.0083, 46.0083, 46.0083, 46.0083, 46.0083, 46.0083, 46.0085, 46.0083
6.686, 32, 52.0092, 45.994, 5.83095, -20.0092, 0, 45.9941, 51.3744, 46.6287, 45.994, 45.994, 45.994, 45.994, 45.994, 45.994, 45.994, 45.994, 45.994, 45.994, 45.994, 45.994, 45.9942, 45.994
6.69389, 38, 50.1678, 45.9812, 6.32456, -12.1678, 0, 45.9812, 49.6824, 46.4665, 45.9812, 45.9812, 45.9812, 45.9812, 45.9812, 45.9812, 45.9812, 45.9812, 45.9812, 45.9812, 45.9812, 45.9812, 45.9813, 45.9812
6.70178, 14, 48.8791, 45.9694, 4, -34.8791, 0, 45.9694, 48.5116, 46.3367, 45.9694, 45.9694, 45.9694, 45.9694, 45.9694, 45.9694, 45.9694, 45.9694, 45.9694, 45.9694, 45.9694, 45.9694, 45.9695, 45.9694
6.70966, 32, 47.9877, 45.9585, 5.83095, -15.9877, 0, 45.9585, 47.7124, 46.2336, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585, 45.9585
6.71756, 38, 47.3808, 45.948, 6.32456, -9.38077, 0, 45.948, 47.1766, 46.1521, 45.948, 45.948, 45.948, 45.948, 45.948, 45.948, 45.948, 45.948, 45.948, 45.948, 45.948, 45.948, 45.9481, 45.948
6.72545, 44, 46.9778, 45.9379, 6.78233, -2.97781, 0, 45.9379, 46.8279, 46.0877, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379, 45.9379
6.73334, 34, 46.7233, 45.9279, 6, -12.7233, 0, 45.9279, 46.6144, 46.0368, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279, 45.9279
6.74122, 32, 46.5808, 45.9179, 5.83095, -14.5808, 0, 45.9179, 46.5025, 45.9962, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179, 45.9179
6.74912, 56, 46.5296, 45.9076, 7.61577, 9.4704, 0, 45.9076, 46.4738, 45.9634, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076, 45.9076
6.757, 34, 46.5616, 45.8971, 6, -12.5616, 0, 45.8971, 46.5223, 45.9364, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971, 45.8971
6.76489, 34, 46.6804, 45.8861, 6, -12.6804, 0, 45.8862, 46.653, 45.9136, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861, 45.8861
6.77279, 56, 46.9007, 45.8747, 7.61577, 9.09932, 0, 45.8747, 46.8817, 45.8936, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747, 45.8747
6.78068, 48, 47.249, 45.8626, 7.07107, 0.750969, 0, 45.8627, 47.236, 45.8756, 45.8626, 45.8626, 45.8626, 45.8626, 45.8626, 45.8626, 45.8626, 45.8626, 45.8626, 45.8626, 45.8626, 45.8626, 45.8627, 45.8626
6.78857, 60, 47.7653, 45.85, 7.87401, 12.2347, 0, 45.85, 47.7565, 45.8588, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85, 45.85
6.79645, 56, 48.5048, 45.8366, 7.61577, 7.49524, 0, 45.8367, 48.4988, 45.8425, 45.8366, 45.8366, 45.8366, 45.8366, 45.8366, 45.8366, 45.8366, 45.8366, 45.8366, 45.8366, 45.8366, 45.8366, 45.8367, 45.8366
6.80435, 64, 49.5409, 45.8225, 8.12404, 14.4591, 0, 45.8226, 49.537, 45.8265, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225, 45.8225
6.81223, 60, 50.9682, 45.8076, 7.87401, 9.03177, 0, 45.8076, 50.9656, 45.8101, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076, 45.8076
6.82013, 66, 52.9062, 45.7916, 8.24621, 13.0938, 0, 45.7916, 52.9045, 45.7933, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916, 45.7916
6.82802, 82, 55.5022, 45.7746, 9.16515, 26.4978, 0, 45.7746, 55.5011, 45.7757, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746, 45.7746
6.83591, 68, 58.9349, 45.7563, 8.3666, 9.06515, 0, 45.7563, 58.9341, 45.757, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563, 45.7563
6.84379, 72, 63.4159, 45.7365, 8.60233, 8.58414, 0, 45.7365, 63.4154, 45.7369, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365, 45.7365
6.85168, 82, 69.192, 45.7147, 9.16515, 12.808, 0, 45.7147, 69.1918, 45.715, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147, 45.7147
6.85958, 68, 76.5454, 45.6906, 8.3666, -8.54536, 0, 45.6907, 76.5452, 45.6908, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906, 45.6906
6.86747, 104, 85.786, 45.6635, 10.2956, 18.214, 0, 45.6635, 85.7859, 45.6636, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635, 45.6635
6.87535, 134, 97.2533, 45.6326, 11.6619, 36.7467, 0, 45.6326, 97.2532, 45.6327, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326, 45.6326
6.88324, 130, 111.301, 45.5968, 11.4891, 18.6987, 0, 45.5968, 111.301, 45.5969, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968, 45.5968
6.89114, 142, 128.289, 45.5549, 12, 13.7108, 0, 45.5549, 128.289, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549, 45.5549
6.89902, 146, 148.563, 45.5051, 12.1655, -2.56296, 0, 45.5051, 148.563, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051, 45.5051
6.90692, 192, 172.441, 45.4454, 13.9284, 19.5586, 0, 45.4454, 172.441, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454, 45.4454
6.91481, 228, 200.186, 45.3733, 15.1658, 27.8138, 0, 45.3733, 200.186, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733, 45.3733
6.92269, 288, 231.98, 45.2859, 17.0294, 56.0198, 0, 45.2859, 231.98, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859, 45.2859
6.93058, 302, 267.908, 45.1795, 17.4356, 34.0915, 0, 45.1795, 267.908, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795, 45.1795
6.93848, 310, 307.923, 45.0503, 17.6635, 2.07672, 0, 45.0503, 307.923, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503, 45.0503
6.94636, 388, 351.826, 44.8936, 19.7484, 36.1744, 0, 44.8936, 351.826, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936, 44.8936
6.95426, 436, 399.258, 44.7043, 20.9284, 36.7419, 0, 44.7043, 399.258, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043, 44.7043
6.96214, 482, 449.678, 44.4767, 22, 32.322, 0, 44.4768, 449.678, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767, 44.4767
6.97004, 450, 502.365, 44.205, 21.2603, -52.365, 0, 44.2051, 502.365, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205, 44.205
6.97792, 564, 556.423, 43.883, 23.7908, 7.57672, 0, 43.883, 556.423, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883, 43.883
6.98582, 626, 610.813, 43.5042, 25.0599, 15.1874, 0, 43.5043, 610.813, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042, 43.5042
6.99371, 704, 664.358, 43.0626, 26.5707, 39.6423, 0, 43.0626, 664.358, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626, 43.0626
7.00159, 682, 715.982, 42.7393, 26.1534, -33.9825, 0, 42.7393, 715.982, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393, 42.7393
7.00948, 798, 763.343, 41.4785, 28.2843, 34.6566, 0, 41.4785, 763.343, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785, 41.4785
7.01737, 758, 806.037, 40.1614, 27.5681, -48.0367, 0, 40.1614, 806.037, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614, 40.1614
7.02527, 792, 842.852, 38.7913, 28.178, -50.8521, 0, 38.7913, 842.852, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913, 38.7913
