   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_111.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0345755, 222, 0, 0, 14.9666, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0266804, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0187852, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0108901, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00299501, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0049001, 0, 1.56679e-23, 0, 1.41421, -1.56679e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.07926e-26, 0, 0, 1.40751e-28, 1.78522e-28, 0, 1.55768e-23, 0, 0, 0
0.0127952, 0, 4.43745e-23, 0, 1.41421, -4.43745e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57142e-25, 0, 0, 4.03053e-28, 5.24116e-28, 0, 4.41164e-23, 0, 0, 0
0.0206903, 0, 1.22051e-22, 0, 1.41421, -1.22051e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07263e-25, 0, 0, 1.12116e-27, 1.48888e-27, 0, 1.21341e-22, 0, 0, 0
0.0285854, 0, 3.26973e-22, 0, 1.41421, -3.26973e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89474e-24, 0, 0, 3.03829e-27, 4.1079e-27, 0, 3.25071e-22, 0, 0, 0
0.0364806, 0, 8.55198e-22, 0, 1.41421, -8.55198e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95571e-24, 0, 0, 8.0401e-27, 1.10404e-26, 0, 8.50224e-22, 0, 0, 0
0.0443757, 0, 2.18796e-21, 0, 1.41421, -2.18796e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26788e-23, 0, 0, 2.08158e-26, 2.89721e-26, 0, 2.17523e-21, 0, 0, 0
0.0522708, 0, 5.48431e-21, 0, 1.41421, -5.48431e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17805e-23, 0, 0, 5.28104e-26, 7.43778e-26, 0, 5.4524e-21, 0, 0, 0
0.0601659, 0, 1.34865e-20, 0, 1.41421, -1.34865e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81518e-23, 0, 0, 1.3147e-25, 1.87103e-25, 0, 1.34081e-20, 0, 0, 0
0.068061, 0, 3.25743e-20, 0, 1.41421, -3.25743e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88761e-22, 0, 0, 3.21528e-25, 4.61838e-25, 0, 3.23847e-20, 0, 0, 0
0.0759561, 0, 7.73516e-20, 0, 1.41421, -7.73516e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48236e-22, 0, 0, 7.73252e-25, 1.11987e-24, 0, 7.69015e-20, 0, 0, 0
0.0838512, 0, 1.80835e-19, 0, 1.41421, -1.80835e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0479e-21, 0, 0, 1.83188e-24, 2.67283e-24, 0, 1.79783e-19, 0, 0, 0
0.0917464, 0, 4.16274e-19, 0, 1.41421, -4.16274e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41222e-21, 0, 0, 4.27398e-24, 6.27763e-24, 0, 4.13851e-19, 0, 0, 0
0.0996415, 0, 9.77114e-19, 0, 1.41421, -9.77114e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.66217e-21, 0, 0, 1.02263e-23, 1.51352e-23, 0, 9.71427e-19, 0, 0, 0
0.107537, 0, 2.17666e-18, 0, 1.41421, -2.17666e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26133e-20, 0, 0, 2.30915e-23, 3.43519e-23, 0, 2.16399e-18, 0, 0, 0
0.115432, 0, 4.78516e-18, 0, 1.41421, -4.78516e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77289e-20, 0, 0, 5.14693e-23, 7.69272e-23, 0, 4.7573e-18, 0, 0, 0
0.123327, 0, 1.03859e-17, 0, 1.41421, -1.03859e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0184e-20, 0, 0, 1.1329e-22, 1.70054e-22, 0, 1.03254e-17, 0, 0, 0
0.131222, 0, 2.22637e-17, 0, 1.41421, -2.22637e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29013e-19, 0, 0, 2.46351e-22, 3.71249e-22, 0, 2.21341e-17, 0, 0, 0
0.139117, 0, 4.71522e-17, 0, 1.41421, -4.71522e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73236e-19, 0, 0, 5.29398e-22, 8.00721e-22, 0, 4.68776e-17, 0, 0, 0
0.147012, 0, 9.8694e-17, 0, 1.41421, -9.8694e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.71909e-19, 0, 0, 1.12464e-21, 1.70685e-21, 0, 9.81192e-17, 0, 0, 0
