   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_187.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
10.2976, 4, 1.97462, 1.97462, 2.44949, 2.02538, 1.97462, 0, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462, 1.97462
10.3055, 6, 1.9667, 1.9667, 2.82843, 4.0333, 1.9667, 0, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667, 1.9667
10.3134, 4, 1.95828, 1.95828, 2.44949, 2.04172, 1.95828, 0, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828, 1.95828
10.3213, 4, 1.94956, 1.94956, 2.44949, 2.05044, 1.94956, 0, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956, 1.94956
10.3292, 2, 1.94068, 1.94068, 2, 0.0593168, 1.94068, 0, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068, 1.94068
10.337, 2, 1.93112, 1.93112, 2, 0.0688822, 1.93112, 0, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112, 1.93112
10.3449, 2, 1.92045, 1.92045, 2, 0.0795501, 1.92045, 0, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045, 1.92045
10.3528, 0, 1.90925, 1.90925, 1.41421, -1.90925, 1.90925, 0, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925, 1.90925
10.3607, 4, 1.89808, 1.89808, 2.44949, 2.10192, 1.89808, 0, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808, 1.89808
10.3686, 0, 1.89101, 1.891, 1.41421, -1.89101, 1.891, 0, 1.891, 1.891, 1.891, 1.891, 1.891, 1.891, 1.891, 1.891, 1.891, 1.891, 1.89101, 1.891, 1.891, 1.891
10.3765, 2, 1.88184, 1.88184, 2, 0.118159, 1.88184, 0, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184, 1.88184
10.3844, 4, 1.87074, 1.87074, 2.44949, 2.12926, 1.87074, 0, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074, 1.87074
10.3922, 2, 1.85869, 1.85869, 2, 0.141312, 1.85869, 0, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869, 1.85869
10.4001, 6, 1.84668, 1.84668, 2.82843, 4.15332, 1.84668, 0, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668, 1.84668
10.408, 2, 1.84057, 1.84057, 2, 0.159429, 1.84057, 0, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057, 1.84057
10.4159, 0, 1.83172, 1.83172, 1.41421, -1.83172, 1.83172, 0, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172, 1.83172
10.4238, 0, 1.82041, 1.82041, 1.41421, -1.82041, 1.82041, 0, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041, 1.82041
10.4317, 2, 1.80791, 1.80791, 2, 0.192086, 1.80791, 0, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791, 1.80791
10.4395, 2, 1.79546, 1.79546, 2, 0.204541, 1.79546, 0, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546, 1.79546
10.4474, 4, 1.79022, 1.79022, 2.44949, 2.20978, 1.79022, 0, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022, 1.79022
10.4553, 0, 1.78176, 1.78176, 1.41421, -1.78176, 1.78176, 0, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176, 1.78176
10.4632, 4, 1.77042, 1.77042, 2.44949, 2.22958, 1.77042, 0, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042, 1.77042
10.4711, 4, 1.75767, 1.75766, 2.44949, 2.24233, 1.75766, 0, 1.75766, 1.75766, 1.75766, 1.75766, 1.75766, 1.75766, 1.75766, 1.75766, 1.75766, 1.75766, 1.75767, 1.75766, 1.75766, 1.75766
10.479, 4, 1.74496, 1.74496, 2.44949, 2.25504, 1.74496, 0, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496, 1.74496
10.4868, 4, 1.74029, 1.74029, 2.44949, 2.25971, 1.74029, 0, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029, 1.74029
10.4947, 2, 1.73207, 1.73207, 2, 0.267933, 1.73207, 0, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207, 1.73207
10.5026, 12, 1.72068, 1.72067, 3.74166, 10.2793, 1.72067, 0, 1.72067, 1.72067, 1.72067, 1.72067, 1.72067, 1.72067, 1.72067, 1.72067, 1.72067, 1.72067, 1.72068, 1.72067, 1.72067, 1.72067
10.5105, 2, 1.70773, 1.70773, 2, 0.292268, 1.70773, 0, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773, 1.70773
10.5184, 0, 1.69484, 1.69484, 1.41421, -1.69484, 1.69484, 0, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484, 1.69484
10.5263, 6, 1.6908, 1.6908, 2.82843, 4.3092, 1.6908, 0, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908, 1.6908
10.5341, 4, 1.68289, 1.68289, 2.44949, 2.31711, 1.68289, 0, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289, 1.68289
10.542, 4, 1.67152, 1.67152, 2.44949, 2.32848, 1.67152, 0, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152, 1.67152
10.5499, 0, 1.65846, 1.65846, 1.41421, -1.65846, 1.65846, 0, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846, 1.65846
10.5578, 4, 1.64545, 1.64545, 2.44949, 2.35455, 1.64545, 0, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545, 1.64545
10.5657, 2, 1.64199, 1.64199, 2, 0.358013, 1.64199, 0, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199, 1.64199
10.5736, 4, 1.63434, 1.63434, 2.44949, 2.36566, 1.63434, 0, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434, 1.63434
10.5814, 2, 1.62296, 1.62296, 2, 0.377035, 1.62296, 0, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296, 1.62296
10.5893, 2, 1.60976, 1.60976, 2, 0.390235, 1.60976, 0, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976, 1.60976
10.5972, 2, 1.59662, 1.59662, 2, 0.403382, 1.59662, 0, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662, 1.59662
10.6051, 0, 1.59376, 1.59376, 1.41421, -1.59376, 1.59376, 0, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376, 1.59376
10.613, 4, 1.58641, 1.58641, 2.44949, 2.41359, 1.58641, 0, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641, 1.58641
10.6209, 2, 1.57507, 1.57507, 2, 0.424932, 1.57507, 0, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507, 1.57507
10.6288, 2, 1.56177, 1.56177, 2, 0.438231, 1.56177, 0, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177, 1.56177
10.6366, 2, 1.54853, 1.54852, 2, 0.451474, 1.54852, 0, 1.54852, 1.54852, 1.54852, 1.54852, 1.54852, 1.54852, 1.54852, 1.54852, 1.54852, 1.54852, 1.54853, 1.54852, 1.54852, 1.54852
10.6445, 2, 1.5466, 1.5466, 2, 0.453398, 1.5466, 0, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466, 1.5466
10.6524, 0, 1.53968, 1.53968, 1.41421, -1.53968, 1.53968, 0, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968, 1.53968
10.6603, 6, 1.52829, 1.52829, 2.82843, 4.47171, 1.52829, 0, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829, 1.52829
10.6682, 2, 1.5147, 1.5147, 2, 0.485303, 1.5147, 0, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147, 1.5147
10.6761, 2, 1.50117, 1.50117, 2, 0.498832, 1.50117, 0, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117, 1.50117
10.6839, 0, 1.5017, 1.5017, 1.41421, -1.5017, 1.5017, 0, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017, 1.5017
10.6918, 4, 1.49571, 1.49571, 2.44949, 2.50429, 1.49571, 0, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571, 1.49571
10.6997, 0, 1.48388, 1.48387, 1.41421, -1.48388, 1.48387, 0, 1.48387, 1.48387, 1.48387, 1.48387, 1.48387, 1.48387, 1.48387, 1.48387, 1.48387, 1.48387, 1.48388, 1.48387, 1.48387, 1.48387
10.7076, 0, 1.46917, 1.46917, 1.41421, -1.46917, 1.46917, 0, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917, 1.46917
10.7155, 2, 1.45455, 1.45455, 2, 0.545453, 1.45455, 0, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455
10.7234, 2, 1.47176, 1.47176, 2, 0.528242, 1.47176, 0, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176, 1.47176
10.7312, 0, 1.48135, 1.48135, 1.41421, -1.48135, 1.48135, 0, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135, 1.48135
10.7391, 4, 1.48374, 1.48374, 2.44949, 2.51626, 1.48374, 0, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374, 1.48374
10.747, 2, 1.48252, 1.48252, 2, 0.517478, 1.48252, 0, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252, 1.48252
10.7549, 0, 1.4813, 1.4813, 1.41421, -1.4813, 1.4813, 0, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813, 1.4813
10.7628, 6, 1.49581, 1.49581, 2.82843, 4.50419, 1.49581, 0, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581, 1.49581
10.7707, 6, 1.50436, 1.50435, 2.82843, 4.49564, 1.50435, 0, 1.50435, 1.50435, 1.50435, 1.50435, 1.50435, 1.50435, 1.50435, 1.50435, 1.50435, 1.50435, 1.50436, 1.50435, 1.50435, 1.50435
10.7785, 6, 1.50748, 1.50748, 2.82843, 4.49252, 1.50748, 0, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748, 1.50748
10.7864, 2, 1.5079, 1.50789, 2, 0.492104, 1.50789, 0, 1.50789, 1.50789, 1.50789, 1.50789, 1.50789, 1.50789, 1.50789, 1.50789, 1.50789, 1.50789, 1.5079, 1.50789, 1.50789, 1.50789
10.7943, 8, 1.50831, 1.50831, 3.16228, 6.49169, 1.50831, 0, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831, 1.50831
10.8022, 4, 1.52207, 1.52207, 2.44949, 2.47793, 1.52207, 0, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207, 1.52207
10.8101, 8, 1.52999, 1.52998, 3.16228, 6.47001, 1.52998, 0, 1.52998, 1.52998, 1.52998, 1.52998, 1.52998, 1.52998, 1.52998, 1.52998, 1.52998, 1.52998, 1.52999, 1.52998, 1.52998, 1.52998
10.818, 14, 1.5326, 1.5326, 4, 12.4674, 1.5326, 0, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326, 1.5326
10.8258, 4, 1.53256, 1.53255, 2.44949, 2.46744, 1.53255, 0, 1.53255, 1.53255, 1.53255, 1.53255, 1.53255, 1.53255, 1.53255, 1.53255, 1.53255, 1.53255, 1.53256, 1.53255, 1.53255, 1.53255
10.8337, 6, 1.53251, 1.53251, 2.82843, 4.46749, 1.53251, 0, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251, 1.53251
10.8416, 0, 1.54627, 1.54627, 1.41421, -1.54627, 1.54627, 0, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627, 1.54627
10.8495, 6, 1.55422, 1.55422, 2.82843, 4.44578, 1.55422, 0, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422, 1.55422
10.8574, 4, 1.55688, 1.55688, 2.44949, 2.44312, 1.55688, 0, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688, 1.55688
10.8653, 2, 1.5569, 1.55689, 2, 0.443104, 1.55689, 0, 1.55689, 1.55689, 1.55689, 1.55689, 1.55689, 1.55689, 1.55689, 1.55689, 1.55689, 1.55689, 1.5569, 1.55689, 1.55689, 1.55689
10.8732, 2, 1.55691, 1.55691, 2, 0.443091, 1.55691, 0, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691, 1.55691
10.881, 8, 1.56967, 1.56967, 3.16228, 6.43033, 1.56967, 0, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967, 1.56967
10.8889, 0, 1.57672, 1.57672, 1.41421, -1.57672, 1.57672, 0, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672, 1.57672
10.8968, 0, 1.57858, 1.57858, 1.41421, -1.57858, 1.57858, 0, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858, 1.57858
10.9047, 2, 1.57785, 1.57784, 2, 0.422154, 1.57784, 0, 1.57784, 1.57784, 1.57784, 1.57784, 1.57784, 1.57784, 1.57784, 1.57784, 1.57784, 1.57784, 1.57785, 1.57784, 1.57784, 1.57784
10.9126, 6, 1.57711, 1.57711, 2.82843, 4.42289, 1.57711, 0, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711, 1.57711
10.9205, 2, 1.58987, 1.58987, 2, 0.410129, 1.58987, 0, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987, 1.58987
10.9283, 8, 1.59695, 1.59694, 3.16228, 6.40306, 1.59694, 0, 1.59694, 1.59694, 1.59694, 1.59694, 1.59694, 1.59694, 1.59694, 1.59694, 1.59694, 1.59694, 1.59695, 1.59694, 1.59694, 1.59694
10.9362, 6, 1.59884, 1.59884, 2.82843, 4.40116, 1.59884, 0, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884, 1.59884
10.9441, 2, 1.59814, 1.59814, 2, 0.401862, 1.59814, 0, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814, 1.59814
10.952, 2, 1.59744, 1.59744, 2, 0.402563, 1.59744, 0, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744, 1.59744
10.9599, 8, 1.60893, 1.60892, 3.16228, 6.39107, 1.60892, 0, 1.60892, 1.60892, 1.60892, 1.60892, 1.60892, 1.60892, 1.60892, 1.60892, 1.60892, 1.60892, 1.60893, 1.60892, 1.60892, 1.60892
10.9678, 6, 1.61484, 1.61484, 2.82843, 4.38516, 1.61484, 0, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484, 1.61484
10.9756, 4, 1.6157, 1.6157, 2.44949, 2.3843, 1.6157, 0, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157, 1.6157
10.9835, 6, 1.61403, 1.61403, 2.82843, 4.38597, 1.61403, 0, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403, 1.61403
10.9914, 6, 1.61236, 1.61235, 2.82843, 4.38764, 1.61235, 0, 1.61235, 1.61235, 1.61235, 1.61235, 1.61235, 1.61235, 1.61235, 1.61235, 1.61235, 1.61235, 1.61236, 1.61235, 1.61235, 1.61235
10.9993, 4, 1.62384, 1.62384, 2.44949, 2.37616, 1.62384, 0, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384, 1.62384
11.0072, 8, 1.62978, 1.62977, 3.16228, 6.37022, 1.62977, 0, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62978, 1.62977, 1.62977, 1.62977
11.0151, 4, 1.63065, 1.63065, 2.44949, 2.36935, 1.63065, 0, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065, 1.63065
11.0229, 0, 1.629, 1.629, 1.41421, -1.629, 1.629, 0, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629, 1.629
11.0308, 6, 1.62734, 1.62734, 2.82843, 4.37266, 1.62734, 0, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734, 1.62734
11.0387, 6, 1.63734, 1.63734, 2.82843, 4.36266, 1.63734, 0, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734, 1.63734
11.0466, 6, 1.64191, 1.64191, 2.82843, 4.35809, 1.64191, 0, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191, 1.64191
11.0545, 6, 1.64157, 1.64156, 2.82843, 4.35843, 1.64156, 0, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64156, 1.64157, 1.64156, 1.64156, 1.64156
11.0624, 4, 1.63877, 1.63876, 2.44949, 2.36123, 1.63876, 0, 1.63876, 1.63876, 1.63876, 1.63876, 1.63876, 1.63876, 1.63876, 1.63876, 1.63876, 1.63876, 1.63877, 1.63876, 1.63876, 1.63876
11.0703, 6, 1.63597, 1.63597, 2.82843, 4.36403, 1.63597, 0, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597, 1.63597
11.0781, 0, 1.64596, 1.64596, 1.41421, -1.64596, 1.64596, 0, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596, 1.64596
11.086, 6, 1.65054, 1.65054, 2.82843, 4.34946, 1.65054, 0, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054, 1.65054
11.0939, 2, 1.65021, 1.6502, 2, 0.349794, 1.6502, 0, 1.6502, 1.6502, 1.6502, 1.6502, 1.6502, 1.6502, 1.6502, 1.6502, 1.6502, 1.6502, 1.65021, 1.6502, 1.6502, 1.6502
11.1018, 4, 1.64741, 1.64741, 2.44949, 2.35259, 1.64741, 0, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741, 1.64741
11.1097, 2, 1.64461, 1.64461, 2, 0.355386, 1.64461, 0, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461, 1.64461
11.1176, 2, 1.65296, 1.65296, 2, 0.347036, 1.65296, 0, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296
11.1254, 2, 1.65605, 1.65605, 2, 0.343947, 1.65605, 0, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605, 1.65605
11.1333, 6, 1.65437, 1.65437, 2.82843, 4.34563, 1.65437, 0, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437, 1.65437
11.1412, 6, 1.65031, 1.65031, 2.82843, 4.34969, 1.65031, 0, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031, 1.65031
11.1491, 2, 1.64625, 1.64625, 2, 0.353747, 1.64625, 0, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625, 1.64625
11.157, 6, 1.65461, 1.6546, 2.82843, 4.3454, 1.6546, 0, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.65461, 1.6546, 1.6546, 1.6546
11.1649, 2, 1.6577, 1.6577, 2, 0.342299, 1.6577, 0, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577, 1.6577
