   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_95.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0408476, 190, 0, 0, 13.8564, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.032944, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0250404, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0171368, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00923315, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00132953, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00657409, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0144777, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0223813, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0302849, 0, 5.5061e-29, 0, 1.41421, -5.5061e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12939e-32, 0, 0, 2.40039e-34, 0, 0, 5.50495e-29, 0, 0, 0
0.0381886, 0, 5.67487e-28, 0, 1.41421, -5.67487e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16401e-31, 0, 0, 2.47396e-33, 0, 0, 5.67368e-28, 0, 0, 0
0.0460922, 0, 3.66788e-27, 0, 1.41421, -3.66788e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.52343e-31, 0, 0, 1.59902e-32, 0, 0, 3.66712e-27, 0, 0, 0
0.0539958, 0, 1.89472e-26, 0, 1.41421, -1.89472e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88638e-30, 0, 0, 8.27604e-32, 0, 0, 1.89432e-26, 0, 0, 0
0.0618994, 0, 8.52805e-26, 0, 1.41421, -8.52805e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74924e-29, 0, 0, 3.74351e-31, 0, 0, 8.52626e-26, 0, 0, 0
