   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_82.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0294161, 164, 0, 0, 12.8841, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0215251, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0136342, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00574323, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00214772, 0, 3.70114e-22, 0, 1.41421, -3.70114e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2124e-25, 0, 0, 9.16041e-27, 0, 0, 3.69784e-22, 0, 0, 0
0.0100387, 0, 9.2147e-22, 0, 1.41421, -9.2147e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.99788e-25, 0, 0, 2.30346e-26, 0, 0, 9.20647e-22, 0, 0, 0
0.0179296, 0, 2.24829e-21, 0, 1.41421, -2.24829e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9514e-24, 0, 0, 5.67705e-26, 0, 0, 2.24628e-21, 0, 0, 0
0.0258206, 0, 5.38373e-21, 0, 1.41421, -5.38373e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6728e-24, 0, 0, 1.37337e-25, 0, 0, 5.37892e-21, 0, 0, 0
0.0337115, 0, 1.2668e-20, 0, 1.41421, -1.2668e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09951e-23, 0, 0, 3.26525e-25, 0, 0, 1.26567e-20, 0, 0, 0
0.0416025, 0, 2.93209e-20, 0, 1.41421, -2.93209e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5449e-23, 0, 0, 7.63789e-25, 0, 0, 2.92947e-20, 0, 0, 0
0.0494934, 0, 6.68175e-20, 0, 1.41421, -6.68175e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.79941e-23, 0, 0, 1.75938e-24, 0, 0, 6.67578e-20, 0, 0, 0
0.0573844, 0, 1.50034e-19, 0, 1.41421, -1.50034e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30221e-22, 0, 0, 3.99418e-24, 0, 0, 1.499e-19, 0, 0, 0
0.0652753, 0, 3.32181e-19, 0, 1.41421, -3.32181e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88316e-22, 0, 0, 8.94297e-24, 0, 0, 3.31884e-19, 0, 0, 0
0.0731663, 0, 7.25632e-19, 0, 1.41421, -7.25632e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2981e-22, 0, 0, 1.97605e-23, 0, 0, 7.24982e-19, 0, 0, 0
0.0810572, 2, 1.56476e-18, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35813e-21, 0, 0, 4.31135e-23, 0, 0, 1.56336e-18, 0, 0, 0
0.0889482, 0, 3.33257e-18, 0, 1.41421, -3.33257e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89249e-21, 0, 0, 9.29277e-23, 0, 0, 3.32958e-18, 0, 0, 0
0.0968391, 0, 7.01295e-18, 0, 1.41421, -7.01295e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.08686e-21, 0, 0, 1.97964e-22, 0, 0, 7.00667e-18, 0, 0, 0
0.10473, 2, 1.45874e-17, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26611e-20, 0, 0, 4.16974e-22, 0, 0, 1.45743e-17, 0, 0, 0
