   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_73.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
4.34142, 6, 15.2887, 15.0182, 2.82843, -9.28874, 15.0182, 0, 15.0182, 15.0182, 15.2472, 15.0456, 15.0183, 15.0182, 15.0182, 15.0182, 15.0182, 15.0182, 15.0182, 15.0182, 15.0182, 15.0182, 15.0182, 15.0182, 15.0182, 15.0323
4.34931, 8, 15.3604, 15.0898, 3.16228, -7.36039, 15.0898, 0, 15.0898, 15.0898, 15.322, 15.1116, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.0898, 15.1062
4.35721, 4, 15.4349, 15.1615, 2.44949, -11.4349, 15.1615, 0, 15.1615, 15.1615, 15.3983, 15.1791, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1615, 15.1805
4.3651, 6, 15.5125, 15.2334, 2.82843, -9.51251, 15.2334, 0, 15.2334, 15.2334, 15.4765, 15.2477, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.2334, 15.255
4.373, 8, 15.5935, 15.3054, 3.16228, -7.5935, 15.3054, 0, 15.3054, 15.3054, 15.5572, 15.3173, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3054, 15.3299
4.38089, 4, 15.6784, 15.3777, 2.44949, -11.6784, 15.3777, 0, 15.3777, 15.3777, 15.6413, 15.3877, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.3777, 15.4048
4.38879, 12, 15.7682, 15.4501, 3.74166, -3.76818, 15.4501, 0, 15.4501, 15.4501, 15.7296, 15.4587, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4501, 15.4799
4.39668, 20, 15.8638, 15.5226, 4.69042, 4.13618, 15.5226, 0, 15.5226, 15.5226, 15.8236, 15.5303, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5226, 15.5551
4.40458, 2, 15.9669, 15.5953, 2, -13.9669, 15.5953, 0, 15.5953, 15.5953, 15.925, 15.6023, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.5953, 15.6302
4.41247, 10, 16.0794, 15.6682, 3.4641, -6.07945, 15.6682, 0, 15.6682, 15.6682, 16.0359, 15.6747, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.6682, 15.7053
4.42037, 14, 16.204, 15.7413, 4, -2.20405, 15.7413, 0, 15.7413, 15.7413, 16.159, 15.7475, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7413, 15.7801
4.42826, 8, 16.3439, 15.8145, 3.16228, -8.34394, 15.8145, 0, 15.8145, 15.8145, 16.2976, 15.8205, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8145, 15.8549
4.43616, 8, 16.5032, 15.8878, 3.16228, -8.50319, 15.8878, 0, 15.8878, 15.8879, 16.4558, 15.8937, 15.8878, 15.8878, 15.8878, 15.8878, 15.8878, 15.8878, 15.8878, 15.8878, 15.8878, 15.8878, 15.8879, 15.8878, 15.8878, 15.9293
4.44406, 10, 16.6867, 15.9614, 3.4641, -6.68672, 15.9614, 0, 15.9614, 15.9614, 16.6387, 15.9672, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 15.9614, 16.0036
4.45195, 8, 16.9005, 16.035, 3.16228, -8.90046, 16.035, 0, 16.035, 16.0351, 16.8521, 16.0408, 16.035, 16.035, 16.035, 16.035, 16.035, 16.035, 16.035, 16.035, 16.035, 16.035, 16.035, 16.035, 16.035, 16.0776
4.45985, 16, 17.1514, 16.1089, 4.24264, -1.15137, 16.1089, 0, 16.1089, 16.1089, 17.103, 16.1147, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1089, 16.1514
4.46774, 18, 17.4475, 16.1829, 4.47214, 0.552536, 16.1829, 0, 16.1829, 16.1829, 17.3994, 16.1887, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.1829, 16.225
4.47564, 12, 17.7978, 16.257, 3.74166, -5.79782, 16.257, 0, 16.257, 16.257, 17.7503, 16.263, 16.257, 16.257, 16.257, 16.257, 16.257, 16.257, 16.257, 16.257, 16.257, 16.257, 16.257, 16.257, 16.257, 16.2985
4.48353, 18, 18.2124, 16.3313, 4.47214, -0.212391, 16.3313, 0, 16.3313, 16.3313, 18.1657, 16.3374, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3313, 16.3719
4.49143, 8, 18.7018, 16.4057, 3.16228, -10.7018, 16.4057, 0, 16.4057, 16.4057, 18.6559, 16.4119, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4057, 16.4453
4.49932, 16, 19.2768, 16.4803, 4.24264, -3.27681, 16.4803, 0, 16.4803, 16.4803, 19.232, 16.4867, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.4803, 16.5187
4.50722, 24, 19.9484, 16.555, 5.09902, 4.05161, 16.555, 0, 16.555, 16.555, 19.9046, 16.5616, 16.555, 16.555, 16.555, 16.555, 16.555, 16.555, 16.555, 16.555, 16.555, 16.555, 16.555, 16.555, 16.555, 16.5921
4.51511, 16, 20.7264, 16.6298, 4.24264, -4.72641, 16.6298, 0, 16.6298, 16.6298, 20.6837, 16.6367, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6298, 16.6657
4.52301, 16, 21.6193, 16.7048, 4.24264, -5.61927, 16.7048, 0, 16.7048, 16.7048, 21.5775, 16.712, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7048, 16.7393
4.5309, 22, 22.6333, 16.7799, 4.89898, -0.633265, 16.7799, 0, 16.7799, 16.7799, 22.5924, 16.7875, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.7799, 16.8131
4.5388, 30, 23.771, 16.8551, 5.65685, 6.22898, 16.8551, 0, 16.8551, 16.8551, 23.7309, 16.8632, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8551, 16.8871
4.5467, 14, 25.0315, 16.9304, 4, -11.0315, 16.9304, 0, 16.9304, 16.9304, 24.992, 16.9391, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9304, 16.9612
4.55459, 18, 26.4084, 17.0059, 4.47214, -8.40839, 17.0059, 0, 17.0059, 17.0059, 26.3694, 17.0153, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0059, 17.0355
4.56249, 22, 27.8902, 17.0814, 4.89898, -5.8902, 17.0814, 0, 17.0814, 17.0814, 27.8514, 17.0917, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.0814, 17.11
4.57038, 32, 29.4592, 17.1571, 5.83095, 2.54084, 17.1571, 0, 17.1571, 17.1571, 29.4204, 17.1684, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1571, 17.1845
4.57828, 28, 31.0914, 17.2329, 5.47723, -3.09143, 17.2329, 0, 17.2329, 17.2329, 31.0524, 17.2455, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2329, 17.2593
4.58617, 40, 32.7578, 17.3088, 6.48074, 7.24221, 17.3088, 0, 17.3088, 17.3088, 32.7183, 17.3229, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3088, 17.3341
4.59407, 34, 34.4231, 17.3847, 6, -0.423126, 17.3847, 0, 17.3847, 17.3847, 34.3828, 17.4007, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.3847, 17.4091
4.60196, 26, 36.049, 17.4608, 5.2915, -10.049, 17.4608, 0, 17.4608, 17.4608, 36.0075, 17.4789, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4608, 17.4842
4.60986, 24, 37.594, 17.537, 5.09902, -13.594, 17.537, 0, 17.537, 17.537, 37.551, 17.5575, 17.537, 17.537, 17.537, 17.537, 17.537, 17.537, 17.537, 17.537, 17.537, 17.537, 17.537, 17.537, 17.537, 17.5594
4.61775, 34, 39.016, 17.6133, 6, -5.01601, 17.6133, 0, 17.6133, 17.6133, 38.9711, 17.6366, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6133, 17.6348
4.62565, 38, 40.2741, 17.6896, 6.32456, -2.27406, 17.6896, 0, 17.6896, 17.6896, 40.2269, 17.7162, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.6896, 17.7102
4.63354, 34, 41.3303, 17.7661, 6, -7.33032, 17.7661, 0, 17.7661, 17.7661, 41.2804, 17.7963, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7661, 17.7858
4.64144, 24, 42.1525, 17.8426, 5.09902, -18.1525, 17.8426, 0, 17.8426, 17.8426, 42.0995, 17.8768, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8426, 17.8615
4.64933, 34, 42.7148, 17.9193, 6, -8.71483, 17.9193, 0, 17.9193, 17.9193, 42.6584, 17.9577, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9193, 17.9373
4.65723, 38, 43.0005, 17.996, 6.32456, -5.00053, 17.996, 0, 17.996, 17.996, 42.9403, 18.0391, 17.996, 17.996, 17.996, 17.996, 17.996, 17.996, 17.996, 17.996, 17.996, 17.996, 17.996, 17.996, 17.996, 18.0132
4.66513, 38, 43.002, 18.0728, 6.32456, -5.002, 18.0728, 0, 18.0728, 18.0728, 42.9376, 18.1207, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0728, 18.0892
4.67302, 28, 42.7216, 18.1497, 5.47723, -14.7216, 18.1497, 0, 18.1497, 18.1497, 42.653, 18.2026, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1497, 18.1653
4.68092, 22, 42.1714, 18.2266, 4.89898, -20.1714, 18.2266, 0, 18.2266, 18.2266, 42.0984, 18.2846, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2266, 18.2415
4.68881, 22, 41.3726, 18.3036, 4.89898, -19.3726, 18.3036, 0, 18.3036, 18.3036, 41.2954, 18.3667, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3036, 18.3178
4.69671, 22, 40.3541, 18.3807, 4.89898, -18.3541, 18.3807, 0, 18.3807, 18.3807, 40.2728, 18.4486, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3807, 18.3941
4.7046, 30, 39.1513, 18.4578, 5.65685, -9.15134, 18.4578, 0, 18.4578, 18.4578, 39.0662, 18.5303, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4578, 18.4705
4.7125, 28, 37.8036, 18.535, 5.47723, -9.80364, 18.535, 0, 18.535, 18.535, 37.7152, 18.6116, 18.535, 18.535, 18.535, 18.535, 18.535, 18.535, 18.535, 18.535, 18.535, 18.535, 18.535, 18.535, 18.535, 18.547
4.72039, 26, 36.353, 18.6123, 5.2915, -10.353, 18.6123, 0, 18.6123, 18.6123, 36.2618, 18.6924, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6123, 18.6234
4.72829, 32, 34.8414, 18.6896, 5.83095, -2.84144, 18.6896, 0, 18.6896, 18.6896, 34.7481, 18.7725, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6896, 18.6999
4.73618, 16, 33.3094, 18.7669, 4.24264, -17.3094, 18.7669, 0, 18.7669, 18.7669, 33.2147, 18.852, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7669, 18.7765
4.74408, 26, 31.7942, 18.8443, 5.2915, -5.79418, 18.8443, 0, 18.8443, 18.8443, 31.699, 18.9307, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.8443, 18.853
4.75198, 30, 30.3282, 18.9217, 5.65685, -0.328217, 18.9217, 0, 18.9217, 18.9217, 30.2334, 19.0085, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9217, 18.9297
4.75987, 8, 28.939, 18.9991, 3.16228, -20.939, 18.9991, 0, 18.9991, 18.9991, 28.8454, 19.0855, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 18.9991, 19.0063
4.76777, 8, 27.6476, 19.0766, 3.16228, -19.6476, 19.0766, 0, 19.0766, 19.0766, 27.556, 19.1617, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.0766, 19.083
4.77566, 24, 26.4693, 19.1541, 5.09902, -2.46927, 19.1541, 0, 19.1541, 19.1541, 26.3805, 19.2371, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1541, 19.1597
4.78356, 8, 25.4132, 19.2316, 3.16228, -17.4132, 19.2316, 0, 19.2316, 19.2316, 25.328, 19.3119, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2316, 19.2365
4.79145, 16, 24.4835, 19.3091, 4.24264, -8.48352, 19.3091, 0, 19.3091, 19.3091, 24.4024, 19.386, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3091, 19.3134
4.79935, 10, 23.6796, 19.3866, 3.4641, -13.6796, 19.3866, 0, 19.3866, 19.3866, 23.603, 19.4596, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3866, 19.3903
4.80724, 10, 22.9968, 19.4642, 3.4641, -12.9968, 19.4642, 0, 19.4642, 19.4642, 22.9251, 19.5328, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4642, 19.4673
4.81514, 14, 22.4281, 19.5417, 4, -8.42809, 19.5417, 0, 19.5417, 19.5417, 22.3614, 19.6058, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5417, 19.5443
4.82303, 6, 21.9638, 19.6193, 2.82843, -15.9638, 19.6193, 0, 19.6193, 19.6193, 21.9022, 19.6787, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6193, 19.6214
4.83093, 10, 21.5933, 19.6968, 3.4641, -11.5933, 19.6968, 0, 19.6968, 19.6968, 21.5368, 19.7515, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6968, 19.6986
4.83882, 8, 21.3052, 19.7744, 3.16228, -13.3052, 19.7744, 0, 19.7744, 19.7744, 21.2537, 19.8245, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7744, 19.7758
4.84672, 2, 21.0885, 19.8519, 2, -19.0885, 19.8519, 0, 19.8519, 19.8519, 21.0417, 19.8976, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8519, 19.8531
4.85461, 6, 20.9324, 19.9295, 2.82843, -14.9324, 19.9295, 0, 19.9295, 19.9295, 20.8899, 19.971, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9295, 19.9304
4.86251, 14, 20.8267, 20.007, 4, -6.82673, 20.007, 0, 20.007, 20.007, 20.7882, 20.0448, 20.007, 20.007, 20.007, 20.007, 20.007, 20.007, 20.007, 20.007, 20.007, 20.007, 20.007, 20.007, 20.007, 20.0077
4.87041, 14, 20.7626, 20.0845, 4, -6.76262, 20.0845, 0, 20.0845, 20.0845, 20.7277, 20.1189, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0845, 20.0851
4.8783, 10, 20.7322, 20.162, 3.4641, -10.7322, 20.162, 0, 20.162, 20.162, 20.7004, 20.1933, 20.162, 20.162, 20.162, 20.162, 20.162, 20.162, 20.162, 20.162, 20.162, 20.162, 20.162, 20.162, 20.162, 20.1624
4.8862, 10, 20.7285, 20.2395, 3.4641, -10.7285, 20.2395, 0, 20.2395, 20.2395, 20.6996, 20.2681, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2395, 20.2398
4.89409, 12, 20.746, 20.3169, 3.74166, -8.74603, 20.3169, 0, 20.3169, 20.3169, 20.7194, 20.3433, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3169, 20.3172
4.90199, 20, 20.7799, 20.3944, 4.69042, -0.77994, 20.3944, 0, 20.3944, 20.3944, 20.7553, 20.4188, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3944, 20.3945
4.90988, 8, 20.8264, 20.4718, 3.16228, -12.8264, 20.4718, 0, 20.4718, 20.4718, 20.8034, 20.4946, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4718, 20.4719
4.91778, 8, 20.8825, 20.5491, 3.16228, -12.8825, 20.5491, 0, 20.5491, 20.5491, 20.8608, 20.5708, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5491, 20.5492
4.92567, 10, 20.9457, 20.6264, 3.4641, -10.9457, 20.6264, 0, 20.6264, 20.6264, 20.925, 20.6471, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6264, 20.6265
4.93357, 8, 21.0142, 20.7037, 3.16228, -13.0142, 20.7037, 0, 20.7037, 20.7037, 20.9942, 20.7236, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7037, 20.7038
4.94146, 0, 21.0866, 20.781, 1.41421, -21.0866, 20.781, 0, 20.781, 20.781, 21.0672, 20.8003, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781, 20.781
4.94936, 12, 21.1618, 20.8582, 3.74166, -9.16183, 20.8582, 0, 20.8582, 20.8582, 21.1428, 20.8771, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582, 20.8582
4.95725, 12, 21.2391, 20.9353, 3.74166, -9.23914, 20.9353, 0, 20.9353, 20.9353, 21.2204, 20.9541, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353, 20.9353
4.96515, 8, 21.318, 21.0124, 3.16228, -13.318, 21.0124, 0, 21.0124, 21.0124, 21.2993, 21.031, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124, 21.0124
4.97305, 12, 21.3979, 21.0894, 3.74166, -9.39786, 21.0894, 0, 21.0894, 21.0894, 21.3792, 21.1081, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0894, 21.0895
4.98094, 14, 21.4786, 21.1664, 4, -7.47856, 21.1664, 0, 21.1664, 21.1664, 21.4599, 21.1851, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664, 21.1664
4.98884, 8, 21.5599, 21.2433, 3.16228, -13.5599, 21.2433, 0, 21.2433, 21.2433, 21.5411, 21.2621, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433, 21.2433
4.99673, 2, 21.6417, 21.3202, 2, -19.6417, 21.3202, 0, 21.3202, 21.3202, 21.6227, 21.3391, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202, 21.3202
5.00463, 6, 21.7239, 21.397, 2.82843, -15.7239, 21.397, 0, 21.397, 21.397, 21.7047, 21.4161, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397, 21.397
5.01252, 14, 21.8064, 21.4736, 4, -7.80639, 21.4736, 0, 21.4736, 21.4736, 21.787, 21.493, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736, 21.4736
5.02042, 26, 21.8893, 21.5502, 5.2915, 4.11069, 21.5502, 0, 21.5502, 21.5503, 21.8697, 21.5699, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502, 21.5502
5.02831, 10, 21.9726, 21.6268, 3.4641, -11.9726, 21.6268, 0, 21.6268, 21.6268, 21.9527, 21.6467, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268, 21.6268
5.03621, 8, 22.0564, 21.7032, 3.16228, -14.0564, 21.7032, 0, 21.7032, 21.7032, 22.0362, 21.7234, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032, 21.7032
5.0441, 14, 22.1408, 21.7795, 4, -8.14077, 21.7795, 0, 21.7795, 21.7795, 22.1203, 21.8, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795, 21.7795
5.052, 14, 22.2258, 21.8557, 4, -8.22584, 21.8557, 0, 21.8557, 21.8557, 22.2051, 21.8765, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557, 21.8557
5.05989, 20, 22.3118, 21.9318, 4.69042, -2.31182, 21.9318, 0, 21.9318, 21.9318, 22.2908, 21.9529, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318, 21.9318
5.06779, 4, 22.3989, 22.0078, 2.44949, -18.3989, 22.0078, 0, 22.0078, 22.0078, 22.3776, 22.0291, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078, 22.0078
5.07568, 8, 22.4875, 22.0836, 3.16228, -14.4875, 22.0836, 0, 22.0836, 22.0836, 22.4658, 22.1053, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836, 22.0836
