   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_73.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
10.9104, 2, 1.75346, 1.75346, 2, 0.246539, 1.75346, 0, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346, 1.75346
10.9183, 10, 1.75317, 1.75317, 3.4641, 8.24683, 1.75317, 0, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317, 1.75317
10.9262, 2, 1.75124, 1.75124, 2, 0.248756, 1.75124, 0, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124, 1.75124
10.934, 2, 1.74932, 1.74932, 2, 0.25068, 1.74932, 0, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932, 1.74932
10.9419, 6, 1.75583, 1.75583, 2.82843, 4.24417, 1.75583, 0, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583, 1.75583
10.9498, 4, 1.75874, 1.75874, 2.44949, 2.24126, 1.75874, 0, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874, 1.75874
10.9577, 4, 1.75851, 1.7585, 2.44949, 2.24149, 1.7585, 0, 1.75851, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585, 1.7585
10.9656, 4, 1.7567, 1.7567, 2.44949, 2.2433, 1.7567, 0, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567, 1.7567
10.9735, 4, 1.75489, 1.75489, 2.44949, 2.24511, 1.75489, 0, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489, 1.75489
10.9814, 6, 1.7602, 1.7602, 2.82843, 4.2398, 1.7602, 0, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602, 1.7602
10.9893, 2, 1.76211, 1.76211, 2, 0.237891, 1.76211, 0, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211, 1.76211
10.9972, 4, 1.76108, 1.76107, 2.44949, 2.23892, 1.76107, 0, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107, 1.76107
11.0051, 4, 1.75857, 1.75857, 2.44949, 2.24143, 1.75857, 0, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857, 1.75857
11.013, 4, 1.75607, 1.75607, 2.44949, 2.24393, 1.75607, 0, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607, 1.75607
11.0209, 2, 1.76122, 1.76122, 2, 0.23878, 1.76122, 0, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122, 1.76122
11.0288, 2, 1.76308, 1.76308, 2, 0.236921, 1.76308, 0, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308, 1.76308
11.0367, 2, 1.76209, 1.76208, 2, 0.237913, 1.76208, 0, 1.76209, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76208, 1.76209, 1.76208, 1.76208, 1.76208
11.0446, 4, 1.75967, 1.75967, 2.44949, 2.24033, 1.75967, 0, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967, 1.75967
11.0525, 0, 1.75726, 1.75725, 1.41421, -1.75726, 1.75725, 0, 1.75726, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725, 1.75725
11.0604, 0, 1.76116, 1.76116, 1.41421, -1.76116, 1.76116, 0, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116, 1.76116
11.0683, 2, 1.76196, 1.76195, 2, 0.238044, 1.76195, 0, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195, 1.76195
11.0762, 2, 1.76008, 1.76008, 2, 0.239918, 1.76008, 0, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008, 1.76008
11.0841, 6, 1.75687, 1.75687, 2.82843, 4.24313, 1.75687, 0, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687, 1.75687
11.092, 2, 1.75367, 1.75367, 2, 0.246329, 1.75367, 0, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367, 1.75367
11.0999, 4, 1.75747, 1.75747, 2.44949, 2.24253, 1.75747, 0, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747, 1.75747
11.1077, 0, 1.75824, 1.75824, 1.41421, -1.75824, 1.75824, 0, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824, 1.75824
11.1156, 2, 1.75639, 1.75639, 2, 0.243606, 1.75639, 0, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639, 1.75639
11.1235, 0, 1.75324, 1.75324, 1.41421, -1.75324, 1.75324, 0, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324, 1.75324
11.1314, 6, 1.75009, 1.75009, 2.82843, 4.24991, 1.75009, 0, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009, 1.75009
11.1393, 2, 1.75264, 1.75264, 2, 0.247355, 1.75264, 0, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264, 1.75264
11.1472, 10, 1.75233, 1.75232, 3.4641, 8.24767, 1.75232, 0, 1.75233, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75232, 1.75233, 1.75232, 1.75232, 1.75232
11.1551, 4, 1.74954, 1.74954, 2.44949, 2.25046, 1.74954, 0, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954, 1.74954
11.163, 8, 1.74553, 1.74553, 3.16228, 6.25447, 1.74553, 0, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553, 1.74553
11.1709, 10, 1.74153, 1.74153, 3.4641, 8.25847, 1.74153, 0, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153, 1.74153
11.1788, 4, 1.74404, 1.74404, 2.44949, 2.25596, 1.74404, 0, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404, 1.74404
11.1867, 2, 1.74372, 1.74372, 2, 0.25628, 1.74372, 0, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372, 1.74372
11.1946, 4, 1.74095, 1.74095, 2.44949, 2.25905, 1.74095, 0, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095, 1.74095
11.2025, 8, 1.73697, 1.73697, 3.16228, 6.26303, 1.73697, 0, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697, 1.73697
11.2104, 10, 1.73299, 1.73299, 3.4641, 8.26701, 1.73299, 0, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299, 1.73299
11.2183, 2, 1.73429, 1.73429, 2, 0.265707, 1.73429, 0, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429, 1.73429
11.2262, 8, 1.73289, 1.73289, 3.16228, 6.26711, 1.73289, 0, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289, 1.73289
11.2341, 6, 1.72917, 1.72917, 2.82843, 4.27083, 1.72917, 0, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917, 1.72917
11.242, 2, 1.7243, 1.7243, 2, 0.275699, 1.7243, 0, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243, 1.7243
11.2499, 12, 1.71943, 1.71943, 3.74166, 10.2806, 1.71943, 0, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943, 1.71943
11.2578, 10, 1.72075, 1.72075, 3.4641, 8.27925, 1.72075, 0, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075, 1.72075
11.2657, 2, 1.71937, 1.71937, 2, 0.280632, 1.71937, 0, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937, 1.71937
11.2736, 14, 1.71566, 1.71566, 4, 12.2843, 1.71566, 0, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566, 1.71566
11.2814, 12, 1.71079, 1.71079, 3.74166, 10.2892, 1.71079, 0, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079, 1.71079
11.2893, 10, 1.70593, 1.70593, 3.4641, 8.29407, 1.70593, 0, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593, 1.70593
11.2972, 12, 1.70611, 1.70611, 3.74166, 10.2939, 1.70611, 0, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611, 1.70611
11.3051, 10, 1.7037, 1.70369, 3.4641, 8.2963, 1.70369, 0, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369, 1.70369
11.313, 4, 1.69905, 1.69904, 2.44949, 2.30095, 1.69904, 0, 1.69905, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904, 1.69904
11.3209, 20, 1.69329, 1.69329, 4.69042, 18.3067, 1.69329, 0, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329, 1.69329
11.3288, 14, 1.68754, 1.68754, 4, 12.3125, 1.68754, 0, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754, 1.68754
11.3367, 12, 1.68778, 1.68778, 3.74166, 10.3122, 1.68778, 0, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778, 1.68778
11.3446, 6, 1.68541, 1.68541, 2.82843, 4.31459, 1.68541, 0, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541, 1.68541
11.3525, 6, 1.68077, 1.68077, 2.82843, 4.31923, 1.68077, 0, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077, 1.68077
11.3604, 0, 1.675, 1.675, 1.41421, -1.675, 1.675, 0, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675, 1.675
11.3683, 2, 1.66925, 1.66924, 2, 0.330752, 1.66924, 0, 1.66925, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66924, 1.66925, 1.66924, 1.66924, 1.66924
11.3762, 4, 1.66846, 1.66845, 2.44949, 2.33154, 1.66845, 0, 1.66846, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845, 1.66845
11.3841, 6, 1.66513, 1.66512, 2.82843, 4.33487, 1.66512, 0, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512, 1.66512
11.392, 6, 1.65959, 1.65959, 2.82843, 4.34041, 1.65959, 0, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959, 1.65959
11.3999, 4, 1.65297, 1.65296, 2.44949, 2.34703, 1.65296, 0, 1.65297, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296, 1.65296
11.4078, 8, 1.64636, 1.64635, 3.16228, 6.35364, 1.64635, 0, 1.64636, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635, 1.64635
11.4157, 2, 1.64568, 1.64567, 2, 0.354324, 1.64567, 0, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567, 1.64567
11.4236, 4, 1.64241, 1.6424, 2.44949, 2.35759, 1.6424, 0, 1.64241, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424, 1.6424
11.4315, 6, 1.63689, 1.63688, 2.82843, 4.36311, 1.63688, 0, 1.63689, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688, 1.63688
11.4394, 0, 1.63025, 1.63024, 1.41421, -1.63025, 1.63024, 0, 1.63025, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63024, 1.63025
11.4472, 2, 1.62363, 1.62362, 2, 0.376371, 1.62362, 0, 1.62363, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362, 1.62362
11.4551, 2, 1.62204, 1.62203, 2, 0.37796, 1.62203, 0, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203, 1.62203
11.463, 6, 1.61792, 1.6179, 2.82843, 4.38208, 1.6179, 0, 1.61791, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.6179, 1.61791
11.4709, 8, 1.61158, 1.61157, 3.16228, 6.38842, 1.61157, 0, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157, 1.61157
11.4788, 4, 1.60415, 1.60413, 2.44949, 2.39585, 1.60413, 0, 1.60414, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60413, 1.60414
11.4867, 2, 1.59675, 1.59672, 2, 0.403254, 1.59672, 0, 1.59673, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59672, 1.59673
11.4946, 6, 1.5953, 1.59527, 2.82843, 4.4047, 1.59527, 0, 1.59528, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59527, 1.59529
11.5025, 6, 1.59127, 1.59123, 2.82843, 4.40873, 1.59123, 0, 1.59125, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59123, 1.59126
11.5104, 0, 1.58496, 1.58491, 1.41421, -1.58496, 1.58491, 0, 1.58493, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58491, 1.58495
11.5183, 0, 1.57754, 1.57747, 1.41421, -1.57754, 1.57747, 0, 1.57749, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57747, 1.57751
11.5262, 2, 1.57013, 1.57004, 2, 0.429872, 1.57004, 0, 1.57007, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57004, 1.57005, 1.57004, 1.57004, 1.5701
11.5341, 4, 1.56794, 1.56783, 2.44949, 2.43206, 1.56783, 0, 1.56787, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.56783, 1.5679
11.542, 2, 1.56319, 1.56306, 2, 0.436811, 1.56306, 0, 1.5631, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56306, 1.56314
11.5499, 2, 1.55619, 1.55602, 2, 0.443807, 1.55602, 0, 1.55608, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55602, 1.55614
11.5578, 2, 1.54809, 1.54788, 2, 0.451907, 1.54788, 0, 1.54795, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54788, 1.54802
11.5657, 0, 1.54003, 1.53976, 1.41421, -1.54003, 1.53976, 0, 1.53985, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53976, 1.53993
11.5736, 6, 1.53791, 1.53757, 2.82843, 4.46209, 1.53757, 0, 1.5377, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53757, 1.53778
11.5815, 8, 1.53326, 1.53284, 3.16228, 6.46674, 1.53284, 0, 1.533, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.53284, 1.5331
11.5894, 6, 1.5264, 1.52587, 2.82843, 4.4736, 1.52587, 0, 1.52609, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52587, 1.52618
11.5973, 2, 1.51846, 1.51781, 2, 0.481543, 1.51781, 0, 1.51808, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51781, 1.51818
11.6052, 0, 1.51056, 1.50976, 1.41421, -1.51056, 1.50976, 0, 1.51012, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.50976, 1.51021
11.6131, 8, 1.50784, 1.50685, 3.16228, 6.49216, 1.50685, 0, 1.50731, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50685, 1.50738
11.6209, 0, 1.50268, 1.50148, 1.41421, -1.50268, 1.50148, 0, 1.50206, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50148, 1.50209
11.6288, 0, 1.49541, 1.49395, 1.41421, -1.49541, 1.49395, 0, 1.49469, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49395, 1.49467
11.6367, 4, 1.48714, 1.48536, 2.44949, 2.51286, 1.48536, 0, 1.4863, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48536, 1.48619
