   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_280.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.2088, 22, 10.8506, 9.09376, 4.89898, 11.1494, 9.1393, 0, 9.09377, 9.09379, 9.09378, 9.27069, 9.09732, 9.09764, 9.12541, 9.09376, 9.09376, 9.09376, 9.09376, 9.09376, 9.09376, 9.09376, 9.09376, 10.5889, 9.09376, 9.09377, 9.09376
3.21668, 4, 10.7845, 9.11867, 2.44949, -6.78452, 9.16221, 0, 9.11869, 9.1187, 9.1187, 9.29561, 9.12224, 9.12241, 9.1511, 9.11867, 9.11867, 9.11867, 9.11867, 9.11867, 9.11867, 9.11867, 9.11867, 10.5242, 9.11867, 9.11869, 9.11867
3.22457, 8, 10.7274, 9.15043, 3.16228, -2.72742, 9.19143, 0, 9.15045, 9.15046, 9.15046, 9.32737, 9.154, 9.15399, 9.18363, 9.15043, 9.15043, 9.15043, 9.15043, 9.15043, 9.15043, 9.15043, 9.15043, 10.469, 9.15043, 9.15047, 9.15043
3.23245, 8, 10.6791, 9.1887, 3.16228, -2.67915, 9.22671, 0, 9.18871, 9.18873, 9.18873, 9.36564, 9.19226, 9.19203, 9.22268, 9.1887, 9.1887, 9.1887, 9.1887, 9.1887, 9.1887, 9.1887, 9.1887, 10.4232, 9.1887, 9.18876, 9.1887
3.24033, 4, 10.6397, 9.23297, 2.44949, -6.63966, 9.26767, 0, 9.23299, 9.233, 9.233, 9.40991, 9.23654, 9.23606, 9.26775, 9.23297, 9.23297, 9.23297, 9.23297, 9.23297, 9.23297, 9.23297, 9.23297, 10.3864, 9.23297, 9.23308, 9.23297
3.24821, 6, 10.6089, 9.28263, 2.82843, -4.60891, 9.31383, 0, 9.28265, 9.28266, 9.28266, 9.45957, 9.2862, 9.28545, 9.31821, 9.28263, 9.28263, 9.28263, 9.28263, 9.28263, 9.28263, 9.28263, 9.28263, 10.3585, 9.28263, 9.28282, 9.28263
3.2561, 6, 10.5868, 9.33698, 2.82843, -4.58682, 9.36459, 0, 9.337, 9.33701, 9.33701, 9.51392, 9.34055, 9.33953, 9.37337, 9.33698, 9.33698, 9.33698, 9.33698, 9.33698, 9.33698, 9.33698, 9.33698, 10.3394, 9.33698, 9.33728, 9.33698
3.26398, 20, 10.5732, 9.39524, 4.69042, 9.42677, 9.41932, 0, 9.39526, 9.39528, 9.39527, 9.57218, 9.39881, 9.39752, 9.43245, 9.39524, 9.39524, 9.39524, 9.39524, 9.39524, 9.39524, 9.39524, 9.39525, 10.3286, 9.39524, 9.39573, 9.39524
3.27186, 12, 10.5678, 9.45661, 3.74166, 1.4322, 9.47728, 0, 9.45663, 9.45665, 9.45664, 9.63355, 9.46018, 9.45862, 9.49464, 9.45661, 9.45661, 9.45661, 9.45661, 9.45661, 9.45661, 9.45661, 9.45662, 10.3258, 9.45661, 9.45737, 9.45661
3.27974, 4, 10.5701, 9.52028, 2.44949, -6.57011, 9.53775, 0, 9.5203, 9.52031, 9.52031, 9.69722, 9.52385, 9.52203, 9.55914, 9.52028, 9.52028, 9.52028, 9.52028, 9.52028, 9.52028, 9.52028, 9.52028, 10.3303, 9.52028, 9.52145, 9.52028
3.28763, 4, 10.5796, 9.58544, 2.44949, -6.57959, 9.59999, 0, 9.58545, 9.58547, 9.58547, 9.76238, 9.58901, 9.58695, 9.62514, 9.58544, 9.58544, 9.58544, 9.58544, 9.58544, 9.58544, 9.58544, 9.58544, 10.3415, 9.58544, 9.58722, 9.58544
3.29551, 12, 10.5955, 9.65128, 3.74166, 1.40447, 9.66321, 0, 9.6513, 9.65131, 9.65131, 9.82822, 9.65485, 9.65258, 9.69182, 9.65128, 9.65128, 9.65128, 9.65128, 9.65128, 9.65128, 9.65128, 9.65128, 10.3585, 9.65128, 9.65395, 9.65128
3.30339, 6, 10.6172, 9.71709, 2.82843, -4.61719, 9.72672, 0, 9.7171, 9.71712, 9.71711, 9.89402, 9.72065, 9.7182, 9.75848, 9.71709, 9.71709, 9.71709, 9.71709, 9.71709, 9.71709, 9.71709, 9.71709, 10.3805, 9.71709, 9.72102, 9.71709
3.31127, 6, 10.6437, 9.78215, 2.82843, -4.64373, 9.78982, 0, 9.78217, 9.78218, 9.78218, 9.95909, 9.78572, 9.7831, 9.82441, 9.78215, 9.78215, 9.78215, 9.78215, 9.78215, 9.78215, 9.78215, 9.78216, 10.4066, 9.78215, 9.78786, 9.78215
3.31916, 4, 10.6743, 9.84586, 2.44949, -6.67432, 9.85186, 0, 9.84588, 9.84589, 9.84589, 10.0228, 9.84943, 9.84666, 9.88898, 9.84586, 9.84586, 9.84586, 9.84586, 9.84586, 9.84586, 9.84586, 9.84586, 10.4357, 9.84586, 9.85399, 9.84586
3.32704, 6, 10.7082, 9.90767, 2.82843, -4.70817, 9.91231, 0, 9.90769, 9.9077, 9.9077, 10.0846, 9.91124, 9.90835, 9.95167, 9.90767, 9.90767, 9.90767, 9.90767, 9.90767, 9.90767, 9.90767, 9.90767, 10.4669, 9.90767, 9.91906, 9.90767
3.33492, 6, 10.7445, 9.96713, 2.82843, -4.74454, 9.97066, 0, 9.96715, 9.96716, 9.96716, 10.1441, 9.9707, 9.96772, 10.012, 9.96713, 9.96713, 9.96713, 9.96713, 9.96713, 9.96713, 9.96713, 9.96713, 10.4992, 9.96713, 9.98285, 9.96713
3.3428, 6, 10.7828, 10.0239, 2.82843, -4.78276, 10.0265, 0, 10.0239, 10.0239, 10.0239, 10.2008, 10.0275, 10.0244, 10.0697, 10.0239, 10.0239, 10.0239, 10.0239, 10.0239, 10.0239, 10.0239, 10.0239, 10.5319, 10.0239, 10.0452, 10.0239
3.35068, 16, 10.8224, 10.0778, 4.24264, 5.17765, 10.0797, 0, 10.0778, 10.0778, 10.0778, 10.2547, 10.0813, 10.0782, 10.1244, 10.0778, 10.0778, 10.0778, 10.0778, 10.0778, 10.0778, 10.0778, 10.0778, 10.5642, 10.0778, 10.1062, 10.0778
3.35857, 6, 10.8629, 10.1286, 2.82843, -4.86293, 10.13, 0, 10.1286, 10.1286, 10.1286, 10.3055, 10.1322, 10.129, 10.1762, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.1286, 10.5955, 10.1286, 10.166, 10.1286
3.36645, 8, 10.9043, 10.1765, 3.16228, -2.90428, 10.1775, 0, 10.1765, 10.1765, 10.1765, 10.3534, 10.18, 10.1768, 10.225, 10.1765, 10.1765, 10.1765, 10.1765, 10.1765, 10.1765, 10.1765, 10.1765, 10.6254, 10.1765, 10.2249, 10.1765
3.37433, 8, 10.9463, 10.2215, 3.16228, -2.94633, 10.2223, 0, 10.2216, 10.2216, 10.2216, 10.3985, 10.2251, 10.2219, 10.2711, 10.2215, 10.2215, 10.2215, 10.2215, 10.2215, 10.2215, 10.2215, 10.2215, 10.6536, 10.2215, 10.2831, 10.2215
3.38221, 16, 10.9892, 10.2641, 4.24264, 5.01084, 10.2646, 0, 10.2641, 10.2641, 10.2641, 10.4411, 10.2677, 10.2644, 10.3147, 10.2641, 10.2641, 10.2641, 10.2641, 10.2641, 10.2641, 10.2641, 10.2641, 10.6801, 10.2641, 10.3412, 10.2641
3.3901, 18, 11.0329, 10.3046, 4.47214, 6.96707, 10.305, 0, 10.3046, 10.3046, 10.3046, 10.4816, 10.3082, 10.3049, 10.3564, 10.3046, 10.3046, 10.3046, 10.3046, 10.3046, 10.3046, 10.3046, 10.3046, 10.7049, 10.3046, 10.3996, 10.3046
3.39798, 16, 11.0779, 10.3436, 4.24264, 4.92208, 10.3438, 0, 10.3436, 10.3436, 10.3436, 10.5205, 10.3471, 10.3439, 10.3968, 10.3436, 10.3436, 10.3436, 10.3436, 10.3436, 10.3436, 10.3436, 10.3436, 10.7284, 10.3436, 10.4587, 10.3436
3.40586, 10, 11.1244, 10.3816, 3.4641, -1.12443, 10.3817, 0, 10.3816, 10.3816, 10.3816, 10.5585, 10.3851, 10.3819, 10.4365, 10.3816, 10.3816, 10.3816, 10.3816, 10.3816, 10.3816, 10.3816, 10.3816, 10.751, 10.3816, 10.5191, 10.3816
3.41374, 4, 11.1728, 10.4192, 2.44949, -7.17283, 10.4194, 0, 10.4193, 10.4193, 10.4193, 10.5962, 10.4228, 10.4195, 10.4765, 10.4192, 10.4192, 10.4192, 10.4192, 10.4192, 10.4192, 10.4192, 10.4193, 10.7731, 10.4192, 10.5808, 10.4192
3.42163, 8, 11.2236, 10.4573, 3.16228, -3.22355, 10.4574, 0, 10.4573, 10.4573, 10.4573, 10.6342, 10.4609, 10.4576, 10.5178, 10.4573, 10.4573, 10.4573, 10.4573, 10.4573, 10.4573, 10.4573, 10.4573, 10.7953, 10.4573, 10.6441, 10.4573
3.42951, 12, 11.2771, 10.4964, 3.74166, 0.722907, 10.4964, 0, 10.4964, 10.4964, 10.4964, 10.6733, 10.4999, 10.4967, 10.5616, 10.4964, 10.4964, 10.4964, 10.4964, 10.4964, 10.4964, 10.4964, 10.4964, 10.8182, 10.4964, 10.7091, 10.4964
3.43739, 4, 11.3342, 10.537, 2.44949, -7.33416, 10.5371, 0, 10.5371, 10.5371, 10.5371, 10.714, 10.5406, 10.5373, 10.6094, 10.537, 10.537, 10.537, 10.537, 10.537, 10.537, 10.537, 10.537, 10.8425, 10.537, 10.7754, 10.537
3.44527, 0, 11.3957, 10.5799, 1.41421, -11.3957, 10.5799, 0, 10.5799, 10.5799, 10.5799, 10.7568, 10.5834, 10.5802, 10.6629, 10.5799, 10.5799, 10.5799, 10.5799, 10.5799, 10.5799, 10.5799, 10.5799, 10.8688, 10.5799, 10.8429, 10.5799
3.45316, 10, 11.4633, 10.6253, 3.4641, -1.46331, 10.6253, 0, 10.6253, 10.6253, 10.6253, 10.8022, 10.6288, 10.6256, 10.7245, 10.6253, 10.6253, 10.6253, 10.6253, 10.6253, 10.6253, 10.6253, 10.6253, 10.8974, 10.6253, 10.911, 10.6253
3.46104, 4, 11.5392, 10.6736, 2.44949, -7.53916, 10.6736, 0, 10.6736, 10.6737, 10.6737, 10.8506, 10.6772, 10.674, 10.7974, 10.6736, 10.6736, 10.6736, 10.6736, 10.6736, 10.6736, 10.6736, 10.6736, 10.9289, 10.6736, 10.9793, 10.6736
3.46892, 2, 11.6266, 10.7251, 2, -9.6266, 10.7251, 0, 10.7252, 10.7252, 10.7252, 10.9021, 10.7287, 10.7255, 10.8854, 10.7251, 10.7251, 10.7251, 10.7251, 10.7251, 10.7251, 10.7251, 10.7251, 10.9636, 10.7251, 11.047, 10.7251
3.4768, 6, 11.7305, 10.7799, 2.82843, -5.73046, 10.7799, 0, 10.7799, 10.78, 10.78, 10.9569, 10.7835, 10.7803, 10.9941, 10.7799, 10.7799, 10.7799, 10.7799, 10.7799, 10.7799, 10.7799, 10.7799, 11.0016, 10.7799, 11.1137, 10.7799
3.48468, 10, 11.8575, 10.838, 3.4641, -1.85746, 10.838, 0, 10.838, 10.838, 10.838, 11.0149, 10.8416, 10.8384, 11.1305, 10.838, 10.838, 10.838, 10.838, 10.838, 10.838, 10.838, 10.838, 11.0432, 10.838, 11.1788, 10.838
3.49257, 8, 12.0167, 10.8993, 3.16228, -4.01668, 10.8993, 0, 10.8993, 10.8993, 10.8993, 11.0762, 10.9029, 10.8996, 11.3039, 10.8993, 10.8993, 10.8993, 10.8993, 10.8993, 10.8993, 10.8993, 10.8993, 11.0884, 10.8993, 11.242, 10.8993
3.50045, 12, 12.22, 10.9636, 3.74166, -0.220027, 10.9636, 0, 10.9636, 10.9637, 10.9637, 11.1406, 10.9672, 10.964, 11.5263, 10.9636, 10.9636, 10.9636, 10.9636, 10.9636, 10.9636, 10.9636, 10.9636, 11.1371, 10.9636, 11.303, 10.9636
3.50833, 6, 12.4826, 11.0308, 2.82843, -6.4826, 11.0308, 0, 11.0308, 11.0308, 11.0308, 11.2078, 11.0344, 11.0312, 11.8123, 11.0308, 11.0308, 11.0308, 11.0308, 11.0308, 11.0308, 11.0308, 11.0308, 11.1892, 11.0308, 11.3618, 11.0308
3.51621, 4, 12.823, 11.1006, 2.44949, -8.82296, 11.1006, 0, 11.1006, 11.1006, 11.1006, 11.2775, 11.1042, 11.101, 12.1802, 11.1006, 11.1006, 11.1006, 11.1006, 11.1006, 11.1006, 11.1006, 11.1006, 11.2444, 11.1006, 11.4185, 11.1006
3.5241, 8, 13.2632, 11.1727, 3.16228, -5.26315, 11.1727, 0, 11.1727, 11.1727, 11.1727, 11.3496, 11.1763, 11.1731, 12.6514, 11.1727, 11.1727, 11.1727, 11.1727, 11.1727, 11.1727, 11.1727, 11.1727, 11.3028, 11.1727, 11.4734, 11.1727
3.53198, 8, 13.8285, 11.2468, 3.16228, -5.82845, 11.2468, 0, 11.2468, 11.2468, 11.2468, 11.4238, 11.2504, 11.2472, 13.2502, 11.2468, 11.2468, 11.2468, 11.2468, 11.2468, 11.2468, 11.2468, 11.2468, 11.3638, 11.2468, 11.5271, 11.2468
3.53986, 10, 14.5468, 11.3227, 3.4641, -4.54682, 11.3227, 0, 11.3227, 11.3227, 11.3227, 11.4996, 11.3263, 11.3231, 14.0038, 11.3227, 11.3227, 11.3227, 11.3227, 11.3227, 11.3227, 11.3227, 11.3227, 11.4275, 11.3227, 11.5799, 11.3227
3.54774, 6, 15.4477, 11.4001, 2.82843, -9.44769, 11.4001, 0, 11.4001, 11.4001, 11.4001, 11.5771, 11.4037, 11.4006, 14.9407, 11.4001, 11.4001, 11.4001, 11.4001, 11.4001, 11.4001, 11.4001, 11.4001, 11.4935, 11.4001, 11.6327, 11.4001
3.55563, 22, 16.5605, 11.4788, 4.89898, 5.43951, 11.4788, 0, 11.4788, 11.4788, 11.4788, 11.6557, 11.4823, 11.4792, 16.0895, 11.4788, 11.4788, 11.4788, 11.4788, 11.4788, 11.4788, 11.4788, 11.4788, 11.5616, 11.4788, 11.6859, 11.4788
3.56351, 18, 17.9126, 11.5585, 4.47214, 0.0873947, 11.5585, 0, 11.5585, 11.5585, 11.5585, 11.7354, 11.5621, 11.559, 17.4767, 11.5585, 11.5585, 11.5585, 11.5585, 11.5585, 11.5585, 11.5585, 11.5585, 11.6316, 11.5585, 11.7403, 11.5585
3.57139, 20, 19.5268, 11.6391, 4.69042, 0.473166, 11.6391, 0, 11.6391, 11.6391, 11.6391, 11.816, 11.6427, 11.6396, 19.1244, 11.6391, 11.6391, 11.6391, 11.6391, 11.6391, 11.6391, 11.6391, 11.6391, 11.7033, 11.6391, 11.7962, 11.6391
3.57927, 18, 21.4187, 11.7204, 4.47214, -3.41866, 11.7204, 0, 11.7205, 11.7205, 11.7205, 11.8974, 11.724, 11.721, 21.0476, 11.7204, 11.7204, 11.7204, 11.7204, 11.7204, 11.7204, 11.7204, 11.7204, 11.7765, 11.7204, 11.8543, 11.7204
3.58716, 28, 23.593, 11.8024, 5.47723, 4.407, 11.8024, 0, 11.8024, 11.8024, 11.8024, 11.9793, 11.8059, 11.8029, 23.2508, 11.8024, 11.8024, 11.8024, 11.8024, 11.8024, 11.8024, 11.8024, 11.8024, 11.8512, 11.8024, 11.9147, 11.8024
3.59504, 30, 26.0422, 11.8848, 5.65685, 3.95781, 11.8848, 0, 11.8848, 11.8849, 11.8849, 12.0618, 11.8884, 11.8854, 25.7259, 11.8848, 11.8848, 11.8848, 11.8848, 11.8848, 11.8848, 11.8848, 11.8848, 11.9271, 11.8848, 11.9777, 11.8848
3.60292, 34, 28.7427, 11.9677, 6, 5.25732, 11.9677, 0, 11.9677, 11.9677, 11.9677, 12.1446, 11.9713, 11.9683, 28.4495, 11.9677, 11.9677, 11.9677, 11.9677, 11.9677, 11.9677, 11.9677, 11.9677, 12.0041, 11.9677, 12.0434, 11.9677
3.6108, 40, 31.6543, 12.0509, 6.48074, 8.34572, 12.0509, 0, 12.051, 12.051, 12.051, 12.2279, 12.0545, 12.0515, 31.3812, 12.0509, 12.0509, 12.0509, 12.0509, 12.0509, 12.0509, 12.0509, 12.051, 12.0821, 12.0509, 12.1117, 12.0509
3.61869, 34, 34.7194, 12.1345, 6, -0.719372, 12.1345, 0, 12.1345, 12.1346, 12.1346, 12.3115, 12.1381, 12.1351, 34.4635, 12.1345, 12.1345, 12.1345, 12.1345, 12.1345, 12.1345, 12.1345, 12.1345, 12.1611, 12.1345, 12.1826, 12.1345
3.62657, 44, 37.8639, 12.2184, 6.78233, 6.13614, 12.2184, 0, 12.2184, 12.2184, 12.2184, 12.3953, 12.222, 12.219, 37.6226, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.2184, 12.241, 12.2184, 12.2559, 12.2184
3.63445, 46, 40.9995, 12.3026, 6.9282, 5.00047, 12.3026, 0, 12.3026, 12.3026, 12.3026, 12.4795, 12.3061, 12.3032, 40.7704, 12.3026, 12.3026, 12.3026, 12.3026, 12.3026, 12.3026, 12.3026, 12.3026, 12.3217, 12.3026, 12.3314, 12.3026
3.64233, 62, 44.0274, 12.387, 8, 17.9726, 12.387, 0, 12.387, 12.387, 12.387, 12.5639, 12.3905, 12.3876, 43.8083, 12.387, 12.387, 12.387, 12.387, 12.387, 12.387, 12.387, 12.387, 12.403, 12.387, 12.4088, 12.387
3.65021, 50, 46.8438, 12.4716, 7.2111, 3.15625, 12.4716, 0, 12.4716, 12.4717, 12.4717, 12.6486, 12.4752, 12.4723, 46.6328, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4716, 12.4851, 12.4716, 12.4879, 12.4716
3.6581, 48, 49.3448, 12.5565, 7.07107, -1.34481, 12.5565, 0, 12.5566, 12.5566, 12.5566, 12.7335, 12.5601, 12.5572, 49.1404, 12.5565, 12.5565, 12.5565, 12.5565, 12.5565, 12.5565, 12.5565, 12.5565, 12.5677, 12.5565, 12.5685, 12.5565
3.66598, 56, 51.4342, 12.6417, 7.61577, 4.56583, 12.6417, 0, 12.6417, 12.6417, 12.6417, 12.8186, 12.6453, 12.6424, 51.2349, 12.6417, 12.6417, 12.6417, 12.6417, 12.6417, 12.6417, 12.6417, 12.6417, 12.651, 12.6417, 12.6504, 12.6417
3.67386, 64, 53.0288, 12.7271, 8.12404, 10.9712, 12.7271, 0, 12.7271, 12.7271, 12.7271, 12.904, 12.7306, 12.7278, 52.8336, 12.7271, 12.7271, 12.7271, 12.7271, 12.7271, 12.7271, 12.7271, 12.7271, 12.7347, 12.7271, 12.7333, 12.7271
3.68174, 66, 54.0644, 12.8127, 8.24621, 11.9356, 12.8127, 0, 12.8127, 12.8127, 12.8127, 12.9897, 12.8163, 12.8135, 53.8724, 12.8127, 12.8127, 12.8127, 12.8127, 12.8127, 12.8127, 12.8127, 12.8127, 12.819, 12.8127, 12.8171, 12.8127
3.68963, 54, 54.5008, 12.8986, 7.48331, -0.500786, 12.8986, 0, 12.8986, 12.8986, 12.8986, 13.0755, 12.9022, 12.8994, 54.3112, 12.8986, 12.8986, 12.8986, 12.8986, 12.8986, 12.8986, 12.8986, 12.8986, 12.9037, 12.8986, 12.9016, 12.8986
3.69751, 76, 54.3236, 12.9847, 8.83176, 21.6764, 12.9847, 0, 12.9848, 12.9848, 12.9848, 13.1617, 12.9883, 12.9855, 54.1359, 12.9847, 12.9847, 12.9847, 12.9847, 12.9847, 12.9847, 12.9847, 12.9847, 12.9889, 12.9847, 12.9868, 12.9847
3.70539, 70, 53.546, 13.0711, 8.48528, 16.454, 13.0711, 0, 13.0711, 13.0712, 13.0711, 13.2481, 13.0747, 13.0719, 53.3598, 13.0711, 13.0711, 13.0711, 13.0711, 13.0711, 13.0711, 13.0711, 13.0711, 13.0745, 13.0711, 13.0725, 13.0711
3.71327, 56, 52.2073, 13.1578, 7.61577, 3.79272, 13.1578, 0, 13.1578, 13.1578, 13.1578, 13.3347, 13.1613, 13.1586, 52.0222, 13.1578, 13.1578, 13.1578, 13.1578, 13.1578, 13.1578, 13.1578, 13.1578, 13.1605, 13.1578, 13.1587, 13.1578
3.72116, 78, 50.3699, 13.2447, 8.94427, 27.6301, 13.2447, 0, 13.2447, 13.2447, 13.2447, 13.4216, 13.2482, 13.2455, 50.1857, 13.2447, 13.2447, 13.2447, 13.2447, 13.2447, 13.2447, 13.2447, 13.2447, 13.2469, 13.2447, 13.2453, 13.2447
3.72904, 66, 48.115, 13.3318, 8.24621, 17.885, 13.3318, 0, 13.3319, 13.3319, 13.3319, 13.5088, 13.3354, 13.3327, 47.9314, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3318, 13.3336, 13.3318, 13.3322, 13.3318
3.73692, 44, 45.5369, 13.4193, 6.78233, -1.53686, 13.4193, 0, 13.4193, 13.4193, 13.4193, 13.5962, 13.4228, 13.4202, 45.3537, 13.4193, 13.4193, 13.4193, 13.4193, 13.4193, 13.4193, 13.4193, 13.4193, 13.4207, 13.4193, 13.4195, 13.4193
3.7448, 60, 42.7361, 13.507, 7.87401, 17.2639, 13.507, 0, 13.507, 13.507, 13.507, 13.6839, 13.5105, 13.5079, 42.5534, 13.507, 13.507, 13.507, 13.507, 13.507, 13.507, 13.507, 13.507, 13.5081, 13.507, 13.5071, 13.507
3.75269, 34, 39.8146, 13.595, 6, -5.81459, 13.595, 0, 13.595, 13.595, 13.595, 13.7719, 13.5985, 13.5959, 39.6321, 13.595, 13.595, 13.595, 13.595, 13.595, 13.595, 13.595, 13.595, 13.5958, 13.595, 13.5951, 13.595
3.76057, 42, 36.8686, 13.6832, 6.63325, 5.13139, 13.6832, 0, 13.6832, 13.6833, 13.6832, 13.8602, 13.6868, 13.6842, 36.6863, 13.6832, 13.6832, 13.6832, 13.6832, 13.6832, 13.6832, 13.6832, 13.6832, 13.6839, 13.6832, 13.6833, 13.6832
3.76845, 38, 33.9848, 13.7718, 6.32456, 4.0152, 13.7718, 0, 13.7718, 13.7718, 13.7718, 13.9487, 13.7753, 13.7727, 33.8026, 13.7718, 13.7718, 13.7718, 13.7718, 13.7718, 13.7718, 13.7718, 13.7718, 13.7723, 13.7718, 13.7718, 13.7718
3.77633, 34, 31.2367, 13.8606, 6, 2.76326, 13.8606, 0, 13.8606, 13.8606, 13.8606, 14.0375, 13.8641, 13.8616, 31.0547, 13.8606, 13.8606, 13.8606, 13.8606, 13.8606, 13.8606, 13.8606, 13.8606, 13.861, 13.8606, 13.8606, 13.8606
3.78421, 18, 28.682, 13.9497, 4.47214, -10.682, 13.9497, 0, 13.9497, 13.9497, 13.9497, 14.1266, 13.9533, 13.9507, 28.5, 13.9497, 13.9497, 13.9497, 13.9497, 13.9497, 13.9497, 13.9497, 13.9497, 13.95, 13.9497, 13.9497, 13.9497
3.7921, 28, 26.3626, 14.0391, 5.47723, 1.63737, 14.0391, 0, 14.0391, 14.0391, 14.0391, 14.216, 14.0427, 14.0401, 26.1807, 14.0391, 14.0391, 14.0391, 14.0391, 14.0391, 14.0391, 14.0391, 14.0391, 14.0393, 14.0391, 14.0391, 14.0391
3.79998, 24, 24.3043, 14.1288, 5.09902, -0.304325, 14.1288, 0, 14.1288, 14.1288, 14.1288, 14.3057, 14.1324, 14.1299, 24.1224, 14.1288, 14.1288, 14.1288, 14.1288, 14.1288, 14.1288, 14.1288, 14.1288, 14.129, 14.1288, 14.1289, 14.1288
3.80786, 20, 22.519, 14.2188, 4.69042, -2.51897, 14.2188, 0, 14.2188, 14.2188, 14.2188, 14.3957, 14.2223, 14.2199, 22.337, 14.2188, 14.2188, 14.2188, 14.2188, 14.2188, 14.2188, 14.2188, 14.2188, 14.2189, 14.2188, 14.2189, 14.2188
3.81574, 10, 21.0061, 14.309, 3.4641, -11.0061, 14.309, 0, 14.3091, 14.3091, 14.3091, 14.486, 14.3126, 14.3102, 20.8241, 14.309, 14.309, 14.309, 14.309, 14.309, 14.309, 14.309, 14.309, 14.3091, 14.309, 14.3092, 14.309
3.82363, 12, 19.7557, 14.3996, 3.74166, -7.7557, 14.3996, 0, 14.3996, 14.3996, 14.3996, 14.5766, 14.4032, 14.4008, 19.5736, 14.3996, 14.3996, 14.3996, 14.3996, 14.3996, 14.3996, 14.3996, 14.3996, 14.3997, 14.3996, 14.3999, 14.3996
3.83151, 22, 18.7511, 14.4905, 4.89898, 3.24892, 14.4905, 0, 14.4905, 14.4905, 14.4905, 14.6674, 14.4941, 14.4917, 18.5688, 14.4905, 14.4905, 14.4905, 14.4905, 14.4905, 14.4905, 14.4905, 14.4905, 14.4905, 14.4905, 14.4909, 14.4905
3.83939, 10, 17.9711, 14.5816, 3.4641, -7.97106, 14.5816, 0, 14.5816, 14.5817, 14.5817, 14.7586, 14.5853, 14.5828, 17.7885, 14.5816, 14.5816, 14.5816, 14.5816, 14.5816, 14.5816, 14.5816, 14.5816, 14.5817, 14.5816, 14.5822, 14.5816
3.84727, 12, 17.3927, 14.673, 3.74166, -5.39271, 14.673, 0, 14.6731, 14.6731, 14.6731, 14.85, 14.6767, 14.6743, 17.2099, 14.673, 14.673, 14.673, 14.673, 14.673, 14.673, 14.673, 14.673, 14.6731, 14.673, 14.6739, 14.673
3.85516, 14, 16.9928, 14.7647, 4, -2.99283, 14.7647, 0, 14.7648, 14.7648, 14.7648, 14.9417, 14.7684, 14.766, 16.8095, 14.7647, 14.7647, 14.7647, 14.7647, 14.7647, 14.7647, 14.7647, 14.7647, 14.7648, 14.7647, 14.766, 14.7647
3.86304, 8, 16.7496, 14.8567, 3.16228, -8.74956, 14.8567, 0, 14.8567, 14.8567, 14.8567, 15.0336, 14.8604, 14.858, 16.5656, 14.8567, 14.8567, 14.8567, 14.8567, 14.8567, 14.8567, 14.8567, 14.8567, 14.8567, 14.8567, 14.8585, 14.8567
3.87092, 6, 16.6431, 14.9488, 2.82843, -10.6431, 14.9488, 0, 14.9488, 14.9489, 14.9489, 15.1258, 14.9527, 14.9501, 16.4584, 14.9488, 14.9488, 14.9488, 14.9488, 14.9488, 14.9488, 14.9488, 14.9488, 14.9488, 14.9488, 14.9514, 14.9488
3.8788, 18, 16.6563, 15.0412, 4.47214, 1.34375, 15.0412, 0, 15.0412, 15.0412, 15.0412, 15.2181, 15.0451, 15.0425, 16.4704, 15.0412, 15.0412, 15.0412, 15.0412, 15.0412, 15.0412, 15.0412, 15.0412, 15.0412, 15.0412, 15.0447, 15.0412
3.88669, 16, 16.7742, 15.1337, 4.24264, -0.7742, 15.1337, 0, 15.1337, 15.1337, 15.1337, 15.3106, 15.1378, 15.135, 16.5869, 15.1337, 15.1337, 15.1337, 15.1337, 15.1337, 15.1337, 15.1337, 15.1337, 15.1337, 15.1337, 15.1384, 15.1337
3.89457, 12, 16.9844, 15.2263, 3.74166, -4.9844, 15.2263, 0, 15.2263, 15.2263, 15.2263, 15.4032, 15.2306, 15.2277, 16.7953, 15.2263, 15.2263, 15.2263, 15.2263, 15.2263, 15.2263, 15.2263, 15.2263, 15.2263, 15.2263, 15.2326, 15.2263
3.90245, 10, 17.2759, 15.3189, 3.4641, -7.27588, 15.3189, 0, 15.3189, 15.3189, 15.3189, 15.4958, 15.3236, 15.3203, 17.0845, 15.3189, 15.3189, 15.3189, 15.3189, 15.3189, 15.3189, 15.3189, 15.3189, 15.3189, 15.3189, 15.3272, 15.3189
3.91033, 8, 17.6386, 15.4115, 3.16228, -9.63861, 15.4115, 0, 15.4115, 15.4116, 15.4116, 15.5885, 15.4166, 15.413, 17.4443, 15.4115, 15.4115, 15.4115, 15.4115, 15.4115, 15.4115, 15.4115, 15.4115, 15.4115, 15.4115, 15.4222, 15.4115
