   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_161.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.141392, 0, 5.84218e-17, 0, 1.41421, -5.84218e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27718e-19, 0, 2.45158e-22, 0, 0, 5.80938e-17, 0, 0, 0
0.149278, 0, 1.1575e-16, 0, 1.41421, -1.1575e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49302e-19, 0, 4.93978e-22, 0, 0, 1.151e-16, 0, 0, 0
0.157165, 0, 2.27018e-16, 0, 1.41421, -2.27018e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27346e-18, 0, 9.85573e-22, 0, 0, 2.25743e-16, 0, 0, 0
0.165051, 0, 4.40838e-16, 0, 1.41421, -4.40838e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47288e-18, 0, 1.94753e-21, 0, 0, 4.38363e-16, 0, 0, 0
0.172937, 0, 8.47732e-16, 0, 1.41421, -8.47732e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.75536e-18, 0, 3.81222e-21, 0, 0, 8.42973e-16, 0, 0, 0
0.180824, 0, 1.61462e-15, 0, 1.41421, -1.61462e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.05722e-18, 0, 7.39352e-21, 0, 0, 1.60556e-15, 0, 0, 0
0.18871, 0, 3.04637e-15, 0, 1.41421, -3.04637e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70886e-17, 0, 1.42094e-20, 0, 0, 3.02927e-15, 0, 0, 0
0.196597, 0, 5.69448e-15, 0, 1.41421, -5.69448e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1943e-17, 0, 2.70654e-20, 0, 0, 5.66251e-15, 0, 0, 0
0.204483, 0, 1.05473e-14, 0, 1.41421, -1.05473e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91646e-17, 0, 5.11016e-20, 0, 0, 1.04881e-14, 0, 0, 0
0.212369, 0, 1.93594e-14, 0, 1.41421, -1.93594e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08595e-16, 0, 9.56549e-20, 0, 0, 1.92507e-14, 0, 0, 0
0.220256, 0, 3.52168e-14, 0, 1.41421, -3.52168e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97547e-16, 0, 1.77538e-19, 0, 0, 3.50191e-14, 0, 0, 0
0.228142, 0, 6.3498e-14, 0, 1.41421, -6.3498e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56188e-16, 0, 3.26771e-19, 0, 0, 6.31415e-14, 0, 0, 0
0.236029, 0, 1.13491e-13, 0, 1.41421, -1.13491e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.36619e-16, 0, 5.96519e-19, 0, 0, 1.12853e-13, 0, 0, 0
0.243915, 0, 2.01086e-13, 0, 1.41421, -2.01086e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12799e-15, 0, 1.08017e-18, 0, 0, 1.99957e-13, 0, 0, 0
0.251801, 0, 3.53233e-13, 0, 1.41421, -3.53233e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98147e-15, 0, 1.94047e-18, 0, 0, 3.5125e-13, 0, 0, 0
0.259688, 0, 6.15215e-13, 0, 1.41421, -6.15215e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4511e-15, 0, 3.45892e-18, 0, 0, 6.1176e-13, 0, 0, 0
0.267574, 0, 1.06244e-12, 0, 1.41421, -1.06244e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95999e-15, 0, 6.11874e-18, 0, 0, 1.05648e-12, 0, 0, 0
0.275461, 0, 1.81938e-12, 0, 1.41421, -1.81938e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02065e-14, 0, 1.07437e-17, 0, 0, 1.80917e-12, 0, 0, 0
0.283347, 0, 3.08964e-12, 0, 1.41421, -3.08964e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73333e-14, 0, 1.87284e-17, 0, 0, 3.07229e-12, 0, 0, 0
0.291233, 0, 5.20331e-12, 0, 1.41421, -5.20331e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9193e-14, 0, 3.24193e-17, 0, 0, 5.17408e-12, 0, 0, 0
0.29912, 0, 8.69509e-12, 0, 1.41421, -8.69509e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87883e-14, 0, 5.58479e-17, 0, 0, 8.64624e-12, 0, 0, 0
0.307006, 0, 1.4403e-11, 0, 1.41421, -1.4403e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08244e-14, 0, 9.54057e-17, 0, 0, 1.4322e-11, 0, 0, 0
0.314893, 0, 2.36639e-11, 6.86636e-44, 1.41421, -2.36639e-11, 0, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 6.86636e-44, 1.32813e-13, 6.86636e-44, 1.61989e-16, 6.86636e-44, 6.86636e-44, 2.35309e-11, 6.86636e-44, 6.86636e-44, 6.86636e-44
0.322779, 0, 3.85653e-11, 1.21493e-42, 1.41421, -3.85653e-11, 0, 1.21493e-42, 1.21493e-42, 1.21493e-42, 1.21493e-42, 1.21493e-42, 1.21493e-42, 1.21493e-42, 1.21493e-42, 1.21493e-42, 2.16488e-13, 1.21493e-42, 2.73463e-16, 1.21493e-42, 1.21493e-42, 3.83485e-11, 1.21493e-42, 1.21493e-42, 1.21493e-42
0.330665, 0, 6.23449e-11, 1.81062e-41, 1.41421, -6.23449e-11, 0, 1.81062e-41, 1.81062e-41, 1.81062e-41, 1.81062e-41, 1.81062e-41, 1.81062e-41, 1.81062e-41, 1.81062e-41, 1.81062e-41, 3.50063e-13, 1.81062e-41, 4.59181e-16, 1.81062e-41, 1.81062e-41, 6.19944e-11, 1.81062e-41, 1.81062e-41, 1.81062e-41
0.338552, 0, 9.99815e-11, 2.37034e-40, 1.41421, -9.99815e-11, 0, 2.37034e-40, 2.37034e-40, 2.37034e-40, 2.37034e-40, 2.37034e-40, 2.37034e-40, 2.37034e-40, 2.37034e-40, 2.37034e-40, 5.61565e-13, 2.37034e-40, 7.67236e-16, 2.37034e-40, 2.37034e-40, 9.94191e-11, 2.37034e-40, 2.37034e-40, 2.37034e-40
0.346438, 0, 1.59063e-10, 2.77764e-39, 1.41421, -1.59063e-10, 0, 2.77764e-39, 2.77764e-39, 2.77764e-39, 2.77764e-39, 2.77764e-39, 2.77764e-39, 2.77764e-39, 2.77764e-39, 2.77764e-39, 8.93757e-13, 2.77764e-39, 1.27626e-15, 2.77764e-39, 2.77764e-39, 1.58168e-10, 2.77764e-39, 2.77764e-39, 2.77764e-39
0.354325, 0, 2.51056e-10, 2.93751e-38, 1.41421, -2.51056e-10, 0, 2.93751e-38, 2.93751e-38, 2.93751e-38, 2.93751e-38, 2.93751e-38, 2.93751e-38, 2.93751e-38, 2.93751e-38, 2.93751e-38, 1.41135e-12, 2.93751e-38, 2.11462e-15, 2.93751e-38, 2.93751e-38, 2.49642e-10, 2.93751e-38, 2.93751e-38, 2.93751e-38
0.362211, 0, 3.93134e-10, 2.81656e-37, 1.41421, -3.93134e-10, 0, 2.81656e-37, 2.81656e-37, 2.81656e-37, 2.81656e-37, 2.81656e-37, 2.81656e-37, 2.81656e-37, 2.81656e-37, 2.81656e-37, 2.21141e-12, 2.81656e-37, 3.4917e-15, 2.81656e-37, 2.81656e-37, 3.90919e-10, 2.81656e-37, 2.81656e-37, 2.81656e-37
0.370097, 0, 6.10804e-10, 2.46609e-36, 1.41421, -6.10804e-10, 0, 2.46609e-36, 2.46609e-36, 2.46609e-36, 2.46609e-36, 2.46609e-36, 2.46609e-36, 2.46609e-36, 2.46609e-36, 2.46609e-36, 3.4384e-12, 2.46609e-36, 5.74893e-15, 2.46609e-36, 2.46609e-36, 6.0736e-10, 2.46609e-36, 2.46609e-36, 2.46609e-36
0.377984, 0, 9.41616e-10, 1.97951e-35, 1.41421, -9.41616e-10, 0, 1.97951e-35, 1.97951e-35, 1.97951e-35, 1.97951e-35, 1.97951e-35, 1.97951e-35, 1.97951e-35, 1.97951e-35, 1.97951e-35, 5.30551e-12, 1.97951e-35, 9.44299e-15, 1.97951e-35, 1.97951e-35, 9.36301e-10, 1.97951e-35, 1.97951e-35, 1.97951e-35
0.38587, 0, 1.44037e-09, 1.46308e-34, 1.41421, -1.44037e-09, 0, 1.46308e-34, 1.46308e-34, 1.46308e-34, 1.46308e-34, 1.46308e-34, 1.46308e-34, 1.46308e-34, 1.46308e-34, 1.46308e-34, 8.12484e-12, 1.46308e-34, 1.54818e-14, 1.46308e-34, 1.46308e-34, 1.43223e-09, 1.46308e-34, 1.46308e-34, 1.46308e-34
0.393757, 0, 2.1864e-09, 1.01187e-33, 1.41421, -2.1864e-09, 0, 1.01187e-33, 1.01187e-33, 1.01187e-33, 1.01187e-33, 1.01187e-33, 1.01187e-33, 1.01187e-33, 1.01187e-33, 1.01187e-33, 1.23497e-11, 1.01187e-33, 2.53468e-14, 1.01187e-33, 1.01187e-33, 2.17402e-09, 1.01187e-33, 1.01187e-33, 1.01187e-33
0.401643, 0, 3.29351e-09, 5.90295e-33, 1.41421, -3.29351e-09, 0, 5.90295e-33, 5.90295e-33, 5.90295e-33, 5.90295e-33, 5.90295e-33, 5.90295e-33, 5.90295e-33, 5.90295e-33, 5.90295e-33, 1.86334e-11, 5.90295e-33, 4.14549e-14, 5.90295e-33, 5.90295e-33, 3.27484e-09, 5.90295e-33, 5.90295e-33, 5.90295e-33
0.409529, 0, 4.92365e-09, 3.52487e-32, 1.41421, -4.92365e-09, 0, 3.52487e-32, 3.52487e-32, 3.52487e-32, 3.52487e-32, 3.52487e-32, 3.52487e-32, 3.52487e-32, 3.52487e-32, 3.52487e-32, 2.79103e-11, 3.52487e-32, 6.77494e-14, 3.52487e-32, 3.52487e-32, 4.89568e-09, 3.52487e-32, 3.52487e-32, 3.52487e-32
0.417416, 0, 7.30532e-09, 1.87555e-31, 1.41421, -7.30532e-09, 0, 1.87555e-31, 1.87555e-31, 1.87555e-31, 1.87555e-31, 1.87555e-31, 1.87555e-31, 1.87555e-31, 1.87555e-31, 1.87555e-31, 4.15069e-11, 1.87555e-31, 1.1066e-13, 1.87555e-31, 1.87555e-31, 7.2637e-09, 1.87555e-31, 1.87555e-31, 1.87555e-31
0.425302, 0, 1.07582e-08, 9.81749e-31, 1.41421, -1.07582e-08, 0, 9.81749e-31, 9.81749e-31, 9.81749e-31, 9.81749e-31, 9.81749e-31, 9.81749e-31, 9.81749e-31, 9.81749e-31, 9.81749e-31, 6.12925e-11, 9.81749e-31, 1.80654e-13, 9.81749e-31, 9.81749e-31, 1.06967e-08, 9.81749e-31, 9.81749e-31, 9.81749e-31
0.433188, 0, 1.5726e-08, 4.91479e-30, 1.41421, -1.5726e-08, 0, 4.91479e-30, 4.91479e-30, 4.91479e-30, 4.91479e-30, 4.91479e-30, 4.91479e-30, 4.91479e-30, 4.91479e-30, 4.91479e-30, 8.98832e-11, 4.91479e-30, 2.94749e-13, 4.91479e-30, 4.91479e-30, 1.56358e-08, 4.91479e-30, 4.91479e-30, 4.91479e-30
0.441075, 0, 2.28192e-08, 2.33007e-29, 1.41421, -2.28192e-08, 0, 2.33007e-29, 2.33007e-29, 2.33007e-29, 2.33007e-29, 2.33007e-29, 2.33007e-29, 2.33007e-29, 2.33007e-29, 2.33007e-29, 1.30915e-10, 2.33007e-29, 4.80526e-13, 2.33007e-29, 2.33007e-29, 2.26878e-08, 2.33007e-29, 2.33007e-29, 2.33007e-29
0.448961, 0, 3.28713e-08, 1.06708e-28, 1.41421, -3.28713e-08, 0, 1.06708e-28, 1.06708e-28, 1.06708e-28, 1.06708e-28, 1.06708e-28, 1.06708e-28, 1.06708e-28, 1.06708e-28, 1.06708e-28, 1.89407e-10, 1.06708e-28, 7.82546e-13, 1.06708e-28, 1.06708e-28, 3.26811e-08, 1.06708e-28, 1.06708e-28, 1.06708e-28
0.456848, 0, 4.70111e-08, 4.69362e-28, 1.41421, -4.70111e-08, 0, 4.69362e-28, 4.69362e-28, 4.69362e-28, 4.69362e-28, 4.69362e-28, 4.69362e-28, 4.69362e-28, 4.69362e-28, 4.69362e-28, 2.72244e-10, 4.69362e-28, 1.27251e-12, 4.69362e-28, 4.69362e-28, 4.67376e-08, 4.69362e-28, 4.69362e-28, 4.69362e-28
0.464734, 0, 6.67545e-08, 1.97157e-27, 1.41421, -6.67545e-08, 0, 1.97157e-27, 1.97157e-27, 1.97157e-27, 1.97157e-27, 1.97157e-27, 1.97157e-27, 1.97157e-27, 1.97157e-27, 1.97157e-27, 3.88812e-10, 1.97157e-27, 2.06521e-12, 1.97157e-27, 1.97157e-27, 6.63636e-08, 1.97157e-27, 1.97157e-27, 1.97157e-27
0.47262, 0, 9.41223e-08, 7.90657e-27, 1.41421, -9.41223e-08, 0, 7.90657e-27, 7.90657e-27, 7.90657e-27, 7.90657e-27, 7.90657e-27, 7.90657e-27, 7.90657e-27, 7.90657e-27, 7.90657e-27, 5.51825e-10, 7.90657e-27, 3.34349e-12, 7.90657e-27, 7.90657e-27, 9.35671e-08, 7.90657e-27, 7.90657e-27, 7.90657e-27
0.480507, 0, 1.31786e-07, 3.02951e-26, 1.41421, -1.31786e-07, 0, 3.02951e-26, 3.02951e-26, 3.02951e-26, 3.02951e-26, 3.02951e-26, 3.02951e-26, 4.86403e-13, 3.02951e-26, 3.02951e-26, 7.78402e-10, 3.02951e-26, 5.3968e-12, 3.02951e-26, 3.02951e-26, 1.31002e-07, 3.02951e-26, 3.02951e-26, 3.02951e-26
0.488393, 0, 1.83252e-07, 1.11088e-25, 1.41421, -1.83252e-07, 0, 1.11088e-25, 1.11088e-25, 1.11088e-25, 1.11088e-25, 1.11088e-25, 1.11088e-25, 1.66949e-12, 1.11088e-25, 1.11088e-25, 1.09146e-09, 1.11088e-25, 8.68029e-12, 1.11088e-25, 1.11088e-25, 1.8215e-07, 1.11088e-25, 1.11088e-25, 1.11088e-25
0.49628, 0, 2.53083e-07, 3.92802e-25, 1.41421, -2.53083e-07, 0, 3.92802e-25, 3.92802e-25, 3.92802e-25, 3.92802e-25, 3.92802e-25, 3.92802e-25, 4.45598e-12, 3.92802e-25, 3.92802e-25, 1.5215e-09, 3.92802e-25, 1.39049e-11, 3.92802e-25, 3.92802e-25, 2.51543e-07, 3.92802e-25, 3.92802e-25, 3.92802e-25
0.504166, 0, 3.49287e-07, 3.30266e-10, 1.41421, -3.49287e-07, 3.30266e-10, 3.30273e-10, 3.30273e-10, 1.07108e-09, 3.49612e-10, 3.338e-10, 3.40976e-10, 3.63915e-10, 3.51488e-10, 1.22874e-09, 2.43919e-09, 3.33553e-10, 3.52439e-10, 3.30266e-10, 3.30269e-10, 3.45411e-07, 3.30266e-10, 3.30266e-10, 3.447e-10
0.512052, 0, 4.803e-07, 1.12727e-09, 1.41421, -4.803e-07, 1.12727e-09, 1.1273e-09, 1.12729e-09, 3.65649e-09, 1.19332e-09, 1.13934e-09, 1.16384e-09, 1.23024e-09, 1.19973e-09, 4.19476e-09, 4.03408e-09, 1.13849e-09, 1.16246e-09, 1.12727e-09, 1.12728e-09, 4.7141e-07, 1.12727e-09, 1.12727e-09, 1.17655e-09
0.519939, 0, 6.5971e-07, 2.99271e-09, 1.41421, -6.5971e-07, 2.99271e-09, 2.99277e-09, 2.99277e-09, 9.71152e-09, 3.16816e-09, 3.02476e-09, 3.08984e-09, 3.25573e-09, 3.18518e-09, 1.11414e-08, 6.97732e-09, 3.02252e-09, 3.04823e-09, 2.99271e-09, 2.99273e-09, 6.39882e-07, 2.99271e-09, 2.99271e-09, 3.12361e-09
0.527825, 0, 9.08176e-07, 7.24773e-09, 1.41421, -9.08176e-07, 7.24773e-09, 7.24789e-09, 7.24787e-09, 2.35237e-08, 7.67276e-09, 7.32536e-09, 7.48303e-09, 7.87103e-09, 7.71398e-09, 2.69875e-08, 1.26804e-08, 7.31994e-09, 7.33485e-09, 7.24773e-09, 7.24778e-09, 8.64424e-07, 7.24773e-09, 7.24773e-09, 7.56484e-09
0.535712, 0, 1.25918e-06, 1.67117e-08, 1.41421, -1.25918e-06, 1.67117e-08, 1.67121e-08, 1.6712e-08, 5.42459e-08, 1.76919e-08, 1.68907e-08, 1.72543e-08, 1.81259e-08, 1.77869e-08, 6.2234e-08, 2.40793e-08, 1.68782e-08, 1.68475e-08, 1.67117e-08, 1.67118e-08, 1.16353e-06, 1.67117e-08, 1.67117e-08, 1.7443e-08
0.543598, 0, 1.76975e-06, 3.72508e-08, 1.41421, -1.76975e-06, 3.72508e-08, 3.72516e-08, 3.72515e-08, 1.20925e-07, 3.94358e-08, 3.76499e-08, 3.84605e-08, 4.04091e-08, 3.96478e-08, 1.38732e-07, 4.71902e-08, 3.7622e-08, 3.74613e-08, 3.72508e-08, 3.7251e-08, 1.56309e-06, 3.72508e-08, 3.72508e-08, 3.8881e-08
0.551484, 0, 2.54089e-06, 8.07587e-08, 1.41421, -2.54089e-06, 8.07587e-08, 8.07604e-08, 8.07602e-08, 2.6218e-07, 8.54963e-08, 8.1624e-08, 8.33816e-08, 8.80499e-08, 8.59558e-08, 3.0079e-07, 9.40982e-08, 8.15636e-08, 8.10827e-08, 8.07587e-08, 8.07593e-08, 2.10072e-06, 8.07587e-08, 8.07587e-08, 8.42934e-08
0.559371, 0, 3.75865e-06, 1.70731e-07, 1.41421, -3.75865e-06, 1.70731e-07, 1.70735e-07, 1.70735e-07, 5.54314e-07, 1.80748e-07, 1.72561e-07, 1.76277e-07, 1.91251e-07, 1.8172e-07, 6.35948e-07, 1.88542e-07, 1.72433e-07, 1.71227e-07, 1.70731e-07, 1.70733e-07, 2.83346e-06, 1.70731e-07, 1.70731e-07, 1.78205e-07
0.567257, 0, 5.75463e-06, 3.52407e-07, 1.41421, -5.75463e-06, 3.52407e-07, 3.52415e-07, 3.52414e-07, 1.14424e-06, 3.73085e-07, 3.56184e-07, 3.63855e-07, 4.01664e-07, 3.75091e-07, 1.31276e-06, 3.76068e-07, 3.55921e-07, 3.53159e-07, 3.52407e-07, 3.5241e-07, 3.85123e-06, 3.52407e-07, 3.52407e-07, 3.67835e-07
0.575144, 0, 9.1329e-06, 7.10631e-07, 1.41421, -9.1329e-06, 7.10631e-07, 7.10647e-07, 7.10645e-07, 2.30752e-06, 7.52333e-07, 7.18248e-07, 7.33718e-07, 8.21115e-07, 7.56377e-07, 2.64737e-06, 7.41906e-07, 7.17716e-07, 7.11765e-07, 7.10631e-07, 7.10637e-07, 5.29999e-06, 7.10631e-07, 7.10631e-07, 7.41744e-07
0.58303, 0, 1.49747e-05, 1.40047e-06, 1.41421, -1.49747e-05, 1.40047e-06, 1.4005e-06, 1.4005e-06, 4.54785e-06, 1.48266e-06, 1.41549e-06, 1.44598e-06, 1.6385e-06, 1.49064e-06, 5.21768e-06, 1.44161e-06, 1.41444e-06, 1.40217e-06, 1.40047e-06, 1.40048e-06, 7.42101e-06, 1.40047e-06, 1.40047e-06, 1.4618e-06
0.590916, 0, 2.51831e-05, 2.69793e-06, 1.41421, -2.51831e-05, 2.69793e-06, 2.69799e-06, 2.69798e-06, 8.76181e-06, 2.85629e-06, 2.72686e-06, 2.7856e-06, 3.19661e-06, 2.87164e-06, 1.00523e-05, 2.75178e-06, 2.72484e-06, 2.70046e-06, 2.69793e-06, 2.69795e-06, 1.06159e-05, 2.69793e-06, 2.69793e-06, 2.81608e-06
0.598803, 0, 4.30417e-05, 5.08181e-06, 1.41421, -4.30417e-05, 5.08181e-06, 5.08192e-06, 5.08191e-06, 1.6505e-05, 5.38011e-06, 5.13629e-06, 5.24695e-06, 6.1022e-06, 5.40905e-06, 1.8936e-05, 5.15197e-06, 5.13249e-06, 5.08553e-06, 5.08181e-06, 5.08185e-06, 1.55514e-05, 5.08181e-06, 5.08181e-06, 5.30437e-06
0.606689, 0, 7.40943e-05, 9.3601e-06, 1.41421, -7.40943e-05, 9.3601e-06, 9.3603e-06, 9.36028e-06, 3.04027e-05, 9.9096e-06, 9.46046e-06, 9.66431e-06, 1.14125e-05, 9.9629e-06, 3.48809e-05, 9.4511e-06, 9.45346e-06, 9.36556e-06, 9.3601e-06, 9.36017e-06, 2.33213e-05, 9.3601e-06, 9.3601e-06, 9.77008e-06
0.614576, 0, 0.000127483, 1.68619e-05, 1.41421, -0.000127483, 1.68619e-05, 1.68622e-05, 1.68622e-05, 5.4774e-05, 1.78519e-05, 1.70427e-05, 1.741e-05, 2.09186e-05, 1.79479e-05, 6.28424e-05, 1.69794e-05, 1.70301e-05, 1.68698e-05, 1.68619e-05, 1.6862e-05, 3.56957e-05, 1.68619e-05, 1.68619e-05, 1.76005e-05
0.622462, 0, 0.000217921, 2.97146e-05, 1.41421, -0.000217921, 2.97146e-05, 2.97152e-05, 2.97152e-05, 9.65337e-05, 3.14595e-05, 3.00333e-05, 3.06806e-05, 3.75929e-05, 3.16287e-05, 0.000110754, 2.98658e-05, 3.00111e-05, 2.97261e-05, 2.97146e-05, 2.97148e-05, 5.54773e-05, 2.97146e-05, 2.97146e-05, 3.10165e-05
0.630348, 0, 0.000368501, 5.12321e-05, 1.41421, -0.000368501, 5.12321e-05, 5.12332e-05, 5.12331e-05, 0.000166454, 5.4241e-05, 5.17817e-05, 5.28979e-05, 6.62596e-05, 5.45328e-05, 0.000190976, 5.1426e-05, 5.17433e-05, 5.12487e-05, 5.12321e-05, 5.12325e-05, 8.70131e-05, 5.12321e-05, 5.12321e-05, 5.3477e-05
0.638235, 0, 0.000614578, 8.64366e-05, 1.41421, -0.000614578, 8.64366e-05, 8.64385e-05, 8.64383e-05, 0.000280866, 9.15139e-05, 8.7364e-05, 8.92475e-05, 0.000114582, 9.20064e-05, 0.000322244, 8.66844e-05, 8.72993e-05, 8.64603e-05, 8.64366e-05, 8.64373e-05, 0.000136883, 8.64366e-05, 8.64366e-05, 9.02248e-05
0.646121, 0, 0.0010089, 0.000142729, 1.41421, -0.0010089, 0.000142729, 0.000142732, 0.000142732, 0.000463837, 0.000151114, 0.00014426, 0.000147371, 0.000194476, 0.000151927, 0.000532175, 0.000143044, 0.000144154, 0.000142763, 0.000142729, 0.00014273, 0.000214801, 0.000142729, 0.000142729, 0.000148985
