   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_175.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.031938, 350, 0, 0, 18.7617, 350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0240517, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0161655, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00827919, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000392926, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00749334, 0, 3.44844e-22, 0, 1.41421, -3.44844e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14326e-24, 0, 0, 2.58769e-27, 0, 0, 3.43698e-22, 0, 0, 0
0.0153796, 0, 8.29194e-22, 0, 1.41421, -8.29194e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74904e-24, 0, 0, 6.31162e-27, 0, 0, 8.26439e-22, 0, 0, 0
0.0232659, 0, 1.96019e-21, 0, 1.41421, -1.96019e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49864e-24, 0, 0, 1.51361e-26, 0, 0, 1.95368e-21, 0, 0, 0
0.0311521, 0, 4.56002e-21, 0, 1.41421, -4.56002e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51179e-23, 0, 0, 3.57238e-26, 0, 0, 4.54487e-21, 0, 0, 0
0.0390384, 0, 1.04479e-20, 0, 1.41421, -1.04479e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46379e-23, 0, 0, 8.30501e-26, 0, 0, 1.04131e-20, 0, 0, 0
0.0469246, 0, 2.35938e-20, 0, 1.41421, -2.35938e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82208e-23, 0, 0, 1.9032e-25, 0, 0, 2.35154e-20, 0, 0, 0
0.0548109, 0, 5.25483e-20, 0, 1.41421, -5.25483e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74214e-22, 0, 0, 4.30205e-25, 0, 0, 5.23737e-20, 0, 0, 0
0.0626972, 0, 1.15494e-19, 0, 1.41421, -1.15494e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82898e-22, 0, 0, 9.59772e-25, 0, 0, 1.1511e-19, 0, 0, 0
0.0705834, 0, 2.50621e-19, 0, 1.41421, -2.50621e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.30887e-22, 0, 0, 2.1144e-24, 0, 0, 2.49788e-19, 0, 0, 0
0.0784697, 0, 5.37198e-19, 0, 1.41421, -5.37198e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78098e-21, 0, 0, 4.60187e-24, 0, 0, 5.35412e-19, 0, 0, 0
0.086356, 0, 1.13785e-18, 0, 1.41421, -1.13785e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77233e-21, 0, 0, 9.89903e-24, 0, 0, 1.13407e-18, 0, 0, 0
0.0942422, 0, 2.38247e-18, 0, 1.41421, -2.38247e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.89863e-21, 0, 0, 2.10535e-23, 0, 0, 2.37455e-18, 0, 0, 0
0.102128, 0, 4.93295e-18, 0, 1.41421, -4.93295e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63543e-20, 0, 0, 4.42875e-23, 0, 0, 4.91655e-18, 0, 0, 0
0.110015, 0, 1.0103e-17, 0, 1.41421, -1.0103e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34946e-20, 0, 0, 9.21711e-23, 0, 0, 1.00694e-17, 0, 0, 0
0.117901, 0, 2.04728e-17, 0, 1.41421, -2.04728e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78737e-20, 0, 0, 1.89841e-22, 0, 0, 2.04048e-17, 0, 0, 0
0.125787, 0, 4.10578e-17, 0, 1.41421, -4.10578e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36119e-19, 0, 0, 3.87061e-22, 0, 0, 4.09213e-17, 0, 0, 0
0.133674, 0, 8.15084e-17, 0, 1.41421, -8.15084e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70225e-19, 0, 0, 7.81387e-22, 0, 0, 8.12374e-17, 0, 0, 0
0.14156, 0, 1.60208e-16, 0, 1.41421, -1.60208e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3114e-19, 0, 0, 1.56223e-21, 0, 0, 1.59676e-16, 0, 0, 0
0.149446, 0, 3.11836e-16, 0, 1.41421, -3.11836e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03383e-18, 0, 0, 3.09386e-21, 0, 0, 3.10799e-16, 0, 0, 0
0.157332, 0, 6.01176e-16, 0, 1.41421, -6.01176e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99308e-18, 0, 0, 6.07038e-21, 0, 0, 5.99177e-16, 0, 0, 0
0.165219, 0, 1.15624e-15, 0, 1.41421, -1.15624e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83329e-18, 0, 0, 1.1919e-20, 0, 0, 1.1524e-15, 0, 0, 0
0.173105, 0, 2.18581e-15, 0, 1.41421, -2.18581e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24661e-18, 0, 0, 2.2942e-20, 0, 0, 2.17855e-15, 0, 0, 0
0.180991, 0, 4.09487e-15, 0, 1.41421, -4.09487e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35757e-17, 0, 0, 4.37755e-20, 0, 0, 4.08126e-15, 0, 0, 0
0.188877, 0, 7.60295e-15, 0, 1.41421, -7.60295e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52059e-17, 0, 0, 8.28128e-20, 0, 0, 7.57766e-15, 0, 0, 0
0.196764, 0, 1.39921e-14, 0, 1.41421, -1.39921e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63876e-17, 0, 0, 1.55344e-19, 0, 0, 1.39456e-14, 0, 0, 0
0.20465, 0, 2.55261e-14, 0, 1.41421, -2.55261e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46259e-17, 0, 0, 2.88987e-19, 0, 0, 2.54412e-14, 0, 0, 0
0.212536, 0, 4.61664e-14, 0, 1.41421, -4.61664e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53054e-16, 0, 0, 5.33206e-19, 0, 0, 4.60128e-14, 0, 0, 0
0.220422, 0, 8.27834e-14, 0, 1.41421, -8.27834e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74449e-16, 0, 0, 9.75886e-19, 0, 0, 8.2508e-14, 0, 0, 0
0.228309, 0, 1.47187e-13, 0, 1.41421, -1.47187e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87965e-16, 0, 0, 1.77191e-18, 0, 0, 1.46697e-13, 0, 0, 0
0.236195, 0, 2.59499e-13, 0, 1.41421, -2.59499e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60313e-16, 0, 0, 3.19213e-18, 0, 0, 2.58635e-13, 0, 0, 0
0.244081, 0, 4.53699e-13, 0, 1.41421, -4.53699e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50416e-15, 0, 0, 5.70648e-18, 0, 0, 4.52189e-13, 0, 0, 0
0.251968, 0, 7.86677e-13, 0, 1.41421, -7.86677e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60812e-15, 0, 0, 1.01244e-17, 0, 0, 7.84059e-13, 0, 0, 0
0.259854, 0, 1.35283e-12, 0, 1.41421, -1.35283e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48523e-15, 0, 0, 1.78298e-17, 0, 0, 1.34833e-12, 0, 0, 0
0.26774, 0, 2.30746e-12, 0, 1.41421, -2.30746e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.65045e-15, 0, 0, 3.11726e-17, 0, 0, 2.29978e-12, 0, 0, 0
0.275626, 0, 3.90382e-12, 0, 1.41421, -3.90382e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29438e-14, 0, 0, 5.41168e-17, 0, 0, 3.89083e-12, 0, 0, 0
0.283513, 0, 6.55135e-12, 0, 1.41421, -6.55135e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17234e-14, 0, 0, 9.33074e-17, 0, 0, 6.52953e-12, 0, 0, 0
0.291399, 0, 1.09064e-11, 0, 1.41421, -1.09064e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61669e-14, 0, 0, 1.59819e-16, 0, 0, 1.087e-11, 0, 0, 0
0.299285, 0, 1.80116e-11, 0, 1.41421, -1.80116e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97351e-14, 0, 0, 2.72004e-16, 0, 0, 1.79516e-11, 0, 0, 0
0.307171, 0, 2.95101e-11, 0, 1.41421, -2.95101e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.78828e-14, 0, 0, 4.60139e-16, 0, 0, 2.94118e-11, 0, 0, 0
0.315058, 0, 4.79678e-11, 9.3887e-44, 1.41421, -4.79678e-11, 0, 9.3887e-44, 9.3887e-44, 9.3887e-44, 9.3887e-44, 9.3887e-44, 9.3887e-44, 9.3887e-44, 9.3887e-44, 1.59134e-13, 9.3887e-44, 9.3887e-44, 7.7395e-16, 9.3887e-44, 9.3887e-44, 4.78079e-11, 9.3887e-44, 9.3887e-44, 9.3887e-44
0.322944, 0, 7.73587e-11, 1.66614e-42, 1.41421, -7.73587e-11, 0, 1.66614e-42, 1.66614e-42, 1.66614e-42, 1.66614e-42, 1.66614e-42, 1.66614e-42, 1.66614e-42, 1.66614e-42, 2.56696e-13, 1.66614e-42, 1.66614e-42, 1.29481e-15, 1.66614e-42, 1.66614e-42, 7.71008e-11, 1.66614e-42, 1.66614e-42, 1.66614e-42
0.33083, 0, 1.23784e-10, 2.46502e-41, 1.41421, -1.23784e-10, 0, 2.46502e-41, 2.46502e-41, 2.46502e-41, 2.46502e-41, 2.46502e-41, 2.46502e-41, 2.46502e-41, 2.46502e-41, 4.10867e-13, 2.46502e-41, 2.46502e-41, 2.15547e-15, 2.46502e-41, 2.46502e-41, 1.23371e-10, 2.46502e-41, 2.46502e-41, 2.46502e-41
0.338716, 0, 1.96534e-10, 3.21353e-40, 1.41421, -1.96534e-10, 0, 3.21353e-40, 3.21353e-40, 3.21353e-40, 3.21353e-40, 3.21353e-40, 3.21353e-40, 3.21353e-40, 3.21353e-40, 6.52574e-13, 3.21353e-40, 3.21353e-40, 3.57203e-15, 3.21353e-40, 3.21353e-40, 1.95878e-10, 3.21353e-40, 3.21353e-40, 3.21353e-40
0.346603, 0, 3.0963e-10, 3.75064e-39, 1.41421, -3.0963e-10, 0, 3.75064e-39, 3.75064e-39, 3.75064e-39, 3.75064e-39, 3.75064e-39, 3.75064e-39, 3.75064e-39, 3.75064e-39, 1.02856e-12, 3.75064e-39, 3.75064e-39, 5.89561e-15, 3.75064e-39, 3.75064e-39, 3.08595e-10, 3.75064e-39, 3.75064e-39, 3.75064e-39
0.354489, 0, 4.84058e-10, 3.95041e-38, 1.41421, -4.84058e-10, 0, 3.95041e-38, 3.95041e-38, 3.95041e-38, 3.95041e-38, 3.95041e-38, 3.95041e-38, 3.95041e-38, 3.95041e-38, 1.6089e-12, 3.95041e-38, 3.95041e-38, 9.69619e-15, 3.95041e-38, 3.95041e-38, 4.8244e-10, 3.95041e-38, 3.95041e-38, 3.95041e-38
0.362375, 0, 7.50968e-10, 3.77236e-37, 1.41421, -7.50968e-10, 0, 3.77236e-37, 3.77236e-37, 3.77236e-37, 3.77236e-37, 3.77236e-37, 3.77236e-37, 3.77236e-37, 3.77236e-37, 2.49776e-12, 3.77236e-37, 3.77236e-37, 1.58984e-14, 3.77236e-37, 3.77236e-37, 7.48455e-10, 3.77236e-37, 3.77236e-37, 3.77236e-37
0.370261, 0, 1.1562e-09, 3.28901e-36, 1.41421, -1.1562e-09, 0, 3.28901e-36, 3.28901e-36, 3.28901e-36, 3.28901e-36, 3.28901e-36, 3.28901e-36, 3.28901e-36, 3.28901e-36, 3.84882e-12, 3.28901e-36, 3.28901e-36, 2.60024e-14, 3.28901e-36, 3.28901e-36, 1.15232e-09, 3.28901e-36, 3.28901e-36, 3.28901e-36
0.378148, 0, 1.76665e-09, 2.62843e-35, 1.41421, -1.76665e-09, 0, 2.62843e-35, 2.62843e-35, 2.62843e-35, 2.62843e-35, 2.62843e-35, 2.62843e-35, 2.62843e-35, 2.62843e-35, 5.88698e-12, 2.62843e-35, 2.62843e-35, 4.2442e-14, 2.62843e-35, 2.62843e-35, 1.76073e-09, 2.62843e-35, 2.62843e-35, 2.62843e-35
0.386034, 0, 2.67914e-09, 1.9343e-34, 1.41421, -2.67914e-09, 0, 1.9343e-34, 1.9343e-34, 1.9343e-34, 1.9343e-34, 1.9343e-34, 1.9343e-34, 1.9343e-34, 1.9343e-34, 8.93871e-12, 1.9343e-34, 1.9343e-34, 6.91672e-14, 1.9343e-34, 1.9343e-34, 2.67013e-09, 1.9343e-34, 1.9343e-34, 1.9343e-34
0.39392, 0, 4.03264e-09, 1.33449e-33, 1.41421, -4.03264e-09, 0, 1.33449e-33, 1.33449e-33, 1.33449e-33, 1.33449e-33, 1.33449e-33, 1.33449e-33, 1.33449e-33, 1.33449e-33, 1.34746e-11, 1.33449e-33, 1.33449e-33, 1.12592e-13, 1.33449e-33, 1.33449e-33, 4.01905e-09, 1.33449e-33, 1.33449e-33, 1.33449e-33
0.401807, 0, 6.02492e-09, 7.99953e-33, 1.41421, -6.02492e-09, 0, 7.99953e-33, 7.99953e-33, 7.99953e-33, 7.99953e-33, 7.99953e-33, 7.99953e-33, 7.99953e-33, 7.99953e-33, 2.01676e-11, 7.99953e-33, 7.99953e-33, 1.83127e-13, 7.99953e-33, 7.99953e-33, 6.00456e-09, 7.99953e-33, 7.99953e-33, 7.99953e-33
