   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_51.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0343871, 102, 0, 0, 10.198, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0264832, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0185793, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0106753, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00277136, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00513259, 0, 7.63151e-23, 0, 1.41421, -7.63151e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06522e-24, 0, 0, 3.3934e-27, 0, 0, 7.52465e-23, 0, 0, 0
0.0130365, 0, 1.87175e-22, 0, 1.41421, -1.87175e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61261e-24, 0, 0, 8.43169e-27, 0, 0, 1.84554e-22, 0, 0, 0
0.0209405, 0, 4.5052e-22, 0, 1.41421, -4.5052e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28842e-24, 0, 0, 2.05625e-26, 0, 0, 4.44211e-22, 0, 0, 0
0.0288444, 0, 1.0655e-21, 0, 1.41421, -1.0655e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48724e-23, 0, 0, 4.92798e-26, 0, 0, 1.05058e-21, 0, 0, 0
0.0367484, 0, 2.47871e-21, 0, 1.41421, -2.47871e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45982e-23, 0, 0, 1.16189e-25, 0, 0, 2.444e-21, 0, 0, 0
