   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_31.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.3285, 2, 1.49118, 1.21485, 2, 0.508821, 0, 1.21485, 1.21485, 1.21485, 1.21485, 1.21485, 1.21485, 1.21485, 1.21485, 1.21485, 1.21485, 1.21485, 1.21485, 1.49118, 1.21485
12.3364, 4, 1.48442, 1.21493, 2.44949, 2.51558, 0, 1.21493, 1.21493, 1.21493, 1.21493, 1.21493, 1.21493, 1.21493, 1.21493, 1.21493, 1.21493, 1.21493, 1.21493, 1.48442, 1.21493
12.3443, 6, 1.476, 1.21502, 2.82843, 4.524, 0, 1.21502, 1.21502, 1.21502, 1.21502, 1.21502, 1.21502, 1.21502, 1.21502, 1.21502, 1.21502, 1.21502, 1.21502, 1.476, 1.21502
12.3522, 4, 1.46587, 1.21486, 2.44949, 2.53413, 0, 1.21486, 1.21486, 1.21486, 1.21486, 1.21486, 1.21486, 1.21486, 1.21486, 1.21486, 1.21487, 1.21486, 1.21486, 1.46587, 1.21486
12.3601, 4, 1.45422, 1.21447, 2.44949, 2.54578, 0, 1.21447, 1.21447, 1.21447, 1.21447, 1.21447, 1.21447, 1.21447, 1.21447, 1.21447, 1.21447, 1.21447, 1.21447, 1.45422, 1.21447
12.368, 0, 1.44122, 1.21379, 1.41421, -1.44122, 0, 1.21379, 1.21379, 1.21379, 1.21379, 1.21379, 1.21379, 1.21379, 1.21379, 1.21379, 1.21379, 1.21379, 1.21379, 1.44122, 1.21379
12.3759, 4, 1.42717, 1.21287, 2.44949, 2.57283, 0, 1.21287, 1.21287, 1.21287, 1.21287, 1.21287, 1.21287, 1.21287, 1.21287, 1.21287, 1.21287, 1.21287, 1.21287, 1.42717, 1.21287
12.3838, 2, 1.41235, 1.21177, 2, 0.587651, 0, 1.21177, 1.21177, 1.21177, 1.21177, 1.21177, 1.21177, 1.21177, 1.21177, 1.21177, 1.21177, 1.21177, 1.21177, 1.41235, 1.21177
12.3917, 6, 1.39707, 1.21054, 2.82843, 4.60293, 0, 1.21054, 1.21054, 1.21054, 1.21054, 1.21054, 1.21054, 1.21054, 1.21054, 1.21054, 1.21054, 1.21054, 1.21054, 1.39706, 1.21054
12.3997, 0, 1.38157, 1.20918, 1.41421, -1.38157, 0, 1.20918, 1.20918, 1.20918, 1.20918, 1.20918, 1.20918, 1.20918, 1.20918, 1.20918, 1.20918, 1.20918, 1.20918, 1.38156, 1.20918
12.4076, 0, 1.36609, 1.2077, 1.41421, -1.36609, 0, 1.2077, 1.2077, 1.2077, 1.2077, 1.2077, 1.2077, 1.2077, 1.2077, 1.2077, 1.2077, 1.2077, 1.2077, 1.36609, 1.2077
12.4155, 2, 1.35091, 1.20614, 2, 0.649089, 0, 1.20614, 1.20614, 1.20614, 1.20614, 1.20614, 1.20614, 1.20614, 1.20614, 1.20614, 1.20614, 1.20614, 1.20614, 1.35091, 1.20614
12.4234, 0, 1.33595, 1.2042, 1.41421, -1.33595, 0, 1.2042, 1.2042, 1.2042, 1.2042, 1.2042, 1.2042, 1.2042, 1.2042, 1.2042, 1.2042, 1.2042, 1.2042, 1.33595, 1.2042
12.4313, 6, 1.32146, 1.20191, 2.82843, 4.67854, 0, 1.20191, 1.20191, 1.20191, 1.20191, 1.20191, 1.20191, 1.20191, 1.20191, 1.20191, 1.20191, 1.20191, 1.20191, 1.32146, 1.20191
12.4392, 0, 1.30774, 1.19936, 1.41421, -1.30774, 0, 1.19936, 1.19936, 1.19936, 1.19936, 1.19936, 1.19936, 1.19936, 1.19936, 1.19936, 1.19936, 1.19936, 1.19936, 1.30774, 1.19936
12.4471, 0, 1.29508, 1.19664, 1.41421, -1.29508, 0, 1.19664, 1.19664, 1.19664, 1.19664, 1.19664, 1.19664, 1.19664, 1.19664, 1.19664, 1.19664, 1.19664, 1.19664, 1.29508, 1.19664
12.455, 0, 1.28381, 1.19383, 1.41421, -1.28381, 0, 1.19383, 1.19383, 1.19383, 1.19383, 1.19383, 1.19383, 1.19383, 1.19383, 1.19383, 1.19384, 1.19383, 1.19383, 1.28381, 1.19383
12.4629, 0, 1.27423, 1.19103, 1.41421, -1.27423, 0, 1.19103, 1.19103, 1.19103, 1.19103, 1.19103, 1.19103, 1.19103, 1.19103, 1.19103, 1.19104, 1.19103, 1.19103, 1.27423, 1.19103
12.4708, 2, 1.26747, 1.1891, 2, 0.732529, 0, 1.1891, 1.1891, 1.1891, 1.1891, 1.1891, 1.1891, 1.1891, 1.1891, 1.1891, 1.18911, 1.1891, 1.1891, 1.26747, 1.1891
12.4788, 6, 1.26236, 1.18658, 2.82843, 4.73764, 0, 1.18658, 1.18658, 1.18658, 1.18658, 1.18658, 1.18658, 1.18658, 1.18658, 1.18658, 1.18658, 1.18658, 1.18658, 1.26236, 1.18658
12.4867, 4, 1.25932, 1.18355, 2.44949, 2.74068, 0, 1.18355, 1.18355, 1.18355, 1.18355, 1.18355, 1.18355, 1.18355, 1.18355, 1.18355, 1.18355, 1.18355, 1.18355, 1.25931, 1.18355
12.4946, 2, 1.25899, 1.18028, 2, 0.741008, 0, 1.18028, 1.18028, 1.18028, 1.18028, 1.18028, 1.18028, 1.18028, 1.18028, 1.18028, 1.18028, 1.18028, 1.18028, 1.25899, 1.18028
12.5025, 4, 1.26211, 1.177, 2.44949, 2.73789, 0, 1.177, 1.177, 1.177, 1.177, 1.177, 1.177, 1.177, 1.177, 1.177, 1.177, 1.177, 1.177, 1.26211, 1.177
12.5104, 2, 1.2701, 1.17463, 2, 0.729898, 0, 1.17463, 1.17463, 1.17463, 1.17463, 1.17463, 1.17463, 1.17463, 1.17463, 1.17463, 1.17463, 1.17463, 1.17463, 1.2701, 1.17463
12.5183, 0, 1.28195, 1.1715, 1.41421, -1.28195, 0, 1.1715, 1.1715, 1.1715, 1.1715, 1.1715, 1.1715, 1.1715, 1.1715, 1.1715, 1.1715, 1.1715, 1.1715, 1.28195, 1.1715
12.5262, 2, 1.29846, 1.16767, 2, 0.701543, 0, 1.16767, 1.16767, 1.16767, 1.16767, 1.16767, 1.16767, 1.16767, 1.16767, 1.16767, 1.16767, 1.16767, 1.16767, 1.29846, 1.16767
12.5341, 4, 1.32081, 1.16349, 2.44949, 2.67919, 0, 1.16349, 1.16349, 1.16349, 1.16349, 1.16349, 1.16349, 1.16349, 1.16349, 1.16349, 1.16349, 1.16349, 1.16349, 1.32081, 1.16349
12.542, 2, 1.35032, 1.15933, 2, 0.649677, 0, 1.15933, 1.15933, 1.15933, 1.15933, 1.15933, 1.15933, 1.15933, 1.15933, 1.15933, 1.15933, 1.15933, 1.15933, 1.35032, 1.15933
12.5499, 2, 1.39002, 1.15714, 2, 0.609982, 0, 1.15714, 1.15714, 1.15714, 1.15714, 1.15714, 1.15714, 1.15714, 1.15714, 1.15714, 1.15714, 1.15714, 1.15714, 1.39002, 1.15714
12.5579, 4, 1.43822, 1.15408, 2.44949, 2.56178, 0, 1.15408, 1.15408, 1.15408, 1.15408, 1.15408, 1.15408, 1.15408, 1.15408, 1.15408, 1.15409, 1.15408, 1.15408, 1.43822, 1.15408
12.5658, 8, 1.49625, 1.15024, 3.16228, 6.50375, 0, 1.15024, 1.15024, 1.15024, 1.15024, 1.15024, 1.15024, 1.15024, 1.15024, 1.15024, 1.15024, 1.15024, 1.15024, 1.49625, 1.15024
12.5737, 2, 1.56583, 1.14601, 2, 0.434171, 0, 1.14601, 1.14601, 1.14601, 1.14601, 1.14601, 1.14601, 1.14601, 1.14601, 1.14601, 1.14601, 1.14601, 1.14601, 1.56583, 1.14601
12.5816, 2, 1.6487, 1.14179, 2, 0.351302, 0, 1.14179, 1.14179, 1.14179, 1.14179, 1.14179, 1.14179, 1.14179, 1.14179, 1.14179, 1.14179, 1.14179, 1.14179, 1.6487, 1.14179
12.5895, 0, 1.74759, 1.13894, 1.41421, -1.74759, 0, 1.13894, 1.13894, 1.13894, 1.13894, 1.13894, 1.13894, 1.13894, 1.13894, 1.13894, 1.13894, 1.13894, 1.13894, 1.74759, 1.13894
12.5974, 2, 1.86159, 1.13523, 2, 0.138413, 0, 1.13523, 1.13523, 1.13523, 1.13523, 1.13523, 1.13523, 1.13523, 1.13523, 1.13523, 1.13523, 1.13523, 1.13523, 1.86159, 1.13523
12.6053, 0, 1.992, 1.13071, 1.41421, -1.992, 0, 1.13071, 1.13071, 1.13071, 1.13071, 1.13071, 1.13071, 1.13071, 1.13071, 1.13071, 1.13071, 1.13071, 1.13071, 1.992, 1.13071
12.6132, 2, 2.14031, 1.12581, 2, -0.140307, 0, 1.12581, 1.12581, 1.12581, 1.12581, 1.12581, 1.12581, 1.12581, 1.12581, 1.12581, 1.12581, 1.12581, 1.12581, 2.14031, 1.12581
12.6211, 4, 2.3078, 1.12091, 2.44949, 1.6922, 0, 1.12091, 1.12091, 1.12091, 1.12091, 1.12091, 1.12091, 1.12091, 1.12091, 1.12091, 1.12091, 1.12091, 1.12091, 2.3078, 1.12091
12.6291, 8, 2.49725, 1.11816, 3.16228, 5.50275, 0, 1.11816, 1.11816, 1.11816, 1.11816, 1.11816, 1.11816, 1.11816, 1.11816, 1.11816, 1.11816, 1.11816, 1.11816, 2.49725, 1.11816
12.637, 2, 2.70584, 1.1145, 2, -0.705842, 0, 1.1145, 1.1145, 1.1145, 1.1145, 1.1145, 1.1145, 1.1145, 1.1145, 1.1145, 1.11451, 1.1145, 1.1145, 2.70584, 1.1145
12.6449, 2, 2.93356, 1.11002, 2, -0.933561, 0, 1.11002, 1.11002, 1.11002, 1.11002, 1.11002, 1.11002, 1.11002, 1.11002, 1.11002, 1.11002, 1.11002, 1.11002, 2.93356, 1.11002
12.6528, 2, 3.18025, 1.10512, 2, -1.18025, 0, 1.10512, 1.10512, 1.10512, 1.10512, 1.10512, 1.10512, 1.10512, 1.10512, 1.10512, 1.10512, 1.10512, 1.10512, 3.18025, 1.10512
12.6607, 6, 3.44527, 1.10023, 2.82843, 2.55473, 0, 1.10023, 1.10023, 1.10023, 1.10023, 1.10023, 1.10023, 1.10023, 1.10023, 1.10023, 1.10023, 1.10023, 1.10023, 3.44526, 1.10023
12.6686, 6, 3.72846, 1.09683, 2.82843, 2.27154, 0, 1.09683, 1.09683, 1.09683, 1.09683, 1.09683, 1.09683, 1.09683, 1.09683, 1.09683, 1.09684, 1.09683, 1.09683, 3.72845, 1.09683
12.6765, 10, 4.0253, 1.09257, 3.4641, 5.9747, 0, 1.09257, 1.09257, 1.09257, 1.09257, 1.09257, 1.09257, 1.09257, 1.09257, 1.09257, 1.09257, 1.09257, 1.09257, 4.02529, 1.09257
12.6844, 6, 4.33315, 1.08752, 2.82843, 1.66685, 0, 1.08752, 1.08752, 1.08752, 1.08752, 1.08752, 1.08752, 1.08752, 1.08752, 1.08752, 1.08752, 1.08752, 1.08752, 4.33314, 1.08752
12.6923, 10, 4.64904, 1.08207, 3.4641, 5.35096, 0, 1.08207, 1.08207, 1.08207, 1.08207, 1.08207, 1.08207, 1.08207, 1.08207, 1.08207, 1.08207, 1.08207, 1.08207, 4.64904, 1.08207
12.7002, 20, 4.96964, 1.07664, 4.69042, 15.0304, 0, 1.07664, 1.07664, 1.07664, 1.07664, 1.07664, 1.07664, 1.07664, 1.07664, 1.07664, 1.07664, 1.07664, 1.07664, 4.96964, 1.07664
12.7082, 6, 5.29271, 1.07331, 2.82843, 0.707292, 0, 1.07331, 1.07331, 1.07331, 1.07331, 1.07331, 1.07331, 1.07331, 1.07331, 1.07331, 1.07331, 1.07331, 1.07331, 5.29271, 1.07331
12.7161, 8, 5.61067, 1.0691, 3.16228, 2.38933, 0, 1.0691, 1.0691, 1.0691, 1.0691, 1.0691, 1.0691, 1.0691, 1.0691, 1.0691, 1.0691, 1.0691, 1.0691, 5.61067, 1.0691
12.724, 4, 5.91869, 1.06409, 2.44949, -1.91869, 0, 1.06409, 1.06409, 1.06409, 1.06409, 1.06409, 1.06409, 1.06409, 1.06409, 1.06409, 1.06409, 1.06409, 1.06409, 5.91869, 1.06409
12.7319, 6, 6.21213, 1.05869, 2.82843, -0.212133, 0, 1.05869, 1.05869, 1.05869, 1.05869, 1.05869, 1.05869, 1.05869, 1.05869, 1.05869, 1.05869, 1.05869, 1.05869, 6.21213, 1.05869
12.7398, 4, 6.48638, 1.0533, 2.44949, -2.48638, 0, 1.0533, 1.0533, 1.0533, 1.0533, 1.0533, 1.0533, 1.0533, 1.0533, 1.0533, 1.0533, 1.0533, 1.0533, 6.48638, 1.0533
12.7477, 16, 6.7379, 1.0494, 4.24264, 9.2621, 0, 1.0494, 1.0494, 1.0494, 1.0494, 1.0494, 1.0494, 1.0494, 1.0494, 1.0494, 1.0494, 1.0494, 1.0494, 6.7379, 1.0494
12.7556, 6, 6.95974, 1.04469, 2.82843, -0.959744, 0, 1.04469, 1.04469, 1.04469, 1.04469, 1.04469, 1.04469, 1.04469, 1.04469, 1.04469, 1.04469, 1.04469, 1.04469, 6.95974, 1.04469
12.7635, 8, 7.14773, 1.03922, 3.16228, 0.852267, 0, 1.03922, 1.03922, 1.03922, 1.03922, 1.03922, 1.03922, 1.03922, 1.03922, 1.03922, 1.03922, 1.03922, 1.03922, 7.14773, 1.03922
12.7714, 8, 7.29854, 1.03338, 3.16228, 0.701459, 0, 1.03338, 1.03338, 1.03338, 1.03338, 1.03338, 1.03338, 1.03338, 1.03338, 1.03338, 1.03338, 1.03338, 1.03338, 7.29854, 1.03338
12.7793, 6, 7.40951, 1.02756, 2.82843, -1.40951, 0, 1.02756, 1.02756, 1.02756, 1.02756, 1.02756, 1.02756, 1.02756, 1.02756, 1.02756, 1.02756, 1.02756, 1.02756, 7.40951, 1.02756
12.7873, 10, 7.48033, 1.02371, 3.4641, 2.51967, 0, 1.02371, 1.02371, 1.02371, 1.02371, 1.02371, 1.02371, 1.02371, 1.02371, 1.02371, 1.02371, 1.02371, 1.02371, 7.48033, 1.02371
12.7952, 14, 7.50675, 1.01906, 4, 6.49325, 0, 1.01906, 1.01906, 1.01906, 1.01906, 1.01906, 1.01906, 1.01906, 1.01906, 1.01906, 1.01906, 1.01906, 1.01906, 7.50675, 1.01906
12.8031, 6, 7.48831, 1.01365, 2.82843, -1.48831, 0, 1.01365, 1.01365, 1.01365, 1.01365, 1.01365, 1.01365, 1.01365, 1.01365, 1.01365, 1.01365, 1.01365, 1.01365, 7.48831, 1.01365
12.811, 8, 7.42573, 1.00789, 3.16228, 0.574265, 0, 1.00789, 1.00789, 1.00789, 1.00789, 1.00789, 1.00789, 1.00789, 1.00789, 1.00789, 1.00789, 1.00789, 1.00789, 7.42573, 1.00789
12.8189, 18, 7.32064, 1.00214, 4.47214, 10.6794, 0, 1.00214, 1.00214, 1.00214, 1.00214, 1.00214, 1.00214, 1.00214, 1.00214, 1.00214, 1.00214, 1.00214, 1.00214, 7.32064, 1.00214
12.8268, 6, 7.17653, 0.997821, 2.82843, -1.17653, 0, 0.997821, 0.997821, 0.997821, 0.997821, 0.997821, 0.997821, 0.997821, 0.997821, 0.997821, 0.997822, 0.997821, 0.997821, 7.17653, 0.997821
12.8347, 14, 6.99408, 0.992758, 4, 7.00592, 0, 0.992758, 0.992758, 0.992758, 0.992758, 0.992758, 0.992758, 0.992758, 0.992758, 0.992758, 0.992759, 0.992758, 0.992758, 6.99408, 0.992758
12.8426, 4, 6.77686, 0.987014, 2.44949, -2.77686, 0, 0.987014, 0.987014, 0.987014, 0.987014, 0.987014, 0.987014, 0.987014, 0.987014, 0.987014, 0.987015, 0.987014, 0.987014, 6.77686, 0.987014
12.8505, 4, 6.52936, 0.98094, 2.44949, -2.52936, 0, 0.98094, 0.98094, 0.98094, 0.98094, 0.98094, 0.98094, 0.98094, 0.98094, 0.98094, 0.980941, 0.98094, 0.98094, 6.52936, 0.98094
12.8585, 4, 6.25642, 0.974886, 2.44949, -2.25642, 0, 0.974886, 0.974886, 0.974886, 0.974886, 0.974886, 0.974886, 0.974886, 0.974886, 0.974886, 0.974887, 0.974886, 0.974886, 6.25642, 0.974886
12.8664, 10, 5.96459, 0.970603, 3.4641, 4.03541, 0, 0.970603, 0.970603, 0.970603, 0.970603, 0.970603, 0.970603, 0.970603, 0.970603, 0.970603, 0.970604, 0.970603, 0.970603, 5.96459, 0.970603
12.8743, 6, 5.65636, 0.965603, 2.82843, 0.34364, 0, 0.965603, 0.965603, 0.965603, 0.965603, 0.965603, 0.965603, 0.965603, 0.965603, 0.965603, 0.965604, 0.965603, 0.965603, 5.65636, 0.965603
12.8822, 8, 5.33669, 0.959944, 3.16228, 2.66331, 0, 0.959944, 0.959944, 0.959944, 0.959944, 0.959944, 0.959944, 0.959944, 0.959944, 0.959944, 0.959945, 0.959944, 0.959944, 5.33669, 0.959944
12.8901, 6, 5.01085, 0.953966, 2.82843, 0.989151, 0, 0.953966, 0.953966, 0.953966, 0.953966, 0.953966, 0.953966, 0.953966, 0.953966, 0.953966, 0.953967, 0.953966, 0.953966, 5.01085, 0.953966
12.898, 4, 4.68369, 0.948007, 2.44949, -0.683689, 0, 0.948007, 0.948007, 0.948007, 0.948007, 0.948007, 0.948007, 0.948007, 0.948007, 0.948007, 0.948008, 0.948007, 0.948007, 4.68369, 0.948007
12.9059, 0, 4.36085, 0.943364, 1.41421, -4.36085, 0, 0.943364, 0.943364, 0.943364, 0.943364, 0.943364, 0.943364, 0.943364, 0.943364, 0.943364, 0.943365, 0.943364, 0.943364, 4.36085, 0.943364
12.9138, 0, 4.04416, 0.938075, 1.41421, -4.04416, 0, 0.938075, 0.938075, 0.938075, 0.938075, 0.938075, 0.938075, 0.938075, 0.938075, 0.938075, 0.938076, 0.938075, 0.938075, 4.04415, 0.938075
12.9217, 0, 3.73702, 0.932198, 1.41421, -3.73702, 0, 0.932198, 0.932198, 0.932198, 0.932198, 0.932198, 0.932198, 0.932198, 0.932198, 0.932198, 0.932199, 0.932198, 0.932198, 3.73702, 0.932198
12.9296, 4, 3.44258, 0.926039, 2.44949, 0.557424, 0, 0.926039, 0.926039, 0.926039, 0.926039, 0.926039, 0.926039, 0.926039, 0.926039, 0.926039, 0.92604, 0.926039, 0.926039, 3.44257, 0.926039
12.9376, 6, 3.1634, 0.9199, 2.82843, 2.8366, 0, 0.9199, 0.9199, 0.9199, 0.9199, 0.9199, 0.9199, 0.9199, 0.9199, 0.9199, 0.919901, 0.9199, 0.9199, 3.1634, 0.9199
12.9455, 2, 2.90273, 0.91528, 2, -0.902735, 0, 0.91528, 0.91528, 0.91528, 0.91528, 0.91528, 0.91528, 0.91528, 0.91528, 0.91528, 0.915281, 0.91528, 0.91528, 2.90273, 0.91528
12.9534, 4, 2.65964, 0.910057, 2.44949, 1.34036, 0, 0.910057, 0.910057, 0.910057, 0.910057, 0.910057, 0.910057, 0.910057, 0.910057, 0.910057, 0.910058, 0.910057, 0.910057, 2.65964, 0.910057
12.9613, 8, 2.43494, 0.90428, 3.16228, 5.56506, 0, 0.90428, 0.90428, 0.90428, 0.90428, 0.90428, 0.90428, 0.90428, 0.90428, 0.90428, 0.904281, 0.90428, 0.90428, 2.43494, 0.90428
12.9692, 4, 2.22915, 0.898238, 2.44949, 1.77085, 0, 0.898238, 0.898238, 0.898238, 0.898238, 0.898238, 0.898238, 0.898238, 0.898238, 0.898238, 0.898239, 0.898238, 0.898238, 2.22914, 0.898238
12.9771, 2, 2.04246, 0.892216, 2, -0.0424635, 0, 0.892216, 0.892216, 0.892216, 0.892216, 0.892216, 0.892216, 0.892216, 0.892216, 0.892216, 0.892217, 0.892216, 0.892216, 2.04246, 0.892216
12.985, 0, 1.87554, 0.887347, 1.41421, -1.87554, 0, 0.887347, 0.887347, 0.887347, 0.887347, 0.887347, 0.887347, 0.887347, 0.887347, 0.887347, 0.887348, 0.887347, 0.887347, 1.87554, 0.887347
12.9929, 4, 1.72595, 0.881954, 2.44949, 2.27405, 0, 0.881954, 0.881954, 0.881954, 0.881954, 0.881954, 0.881954, 0.881954, 0.881954, 0.881954, 0.881955, 0.881954, 0.881954, 1.72594, 0.881954
13.0008, 2, 1.59277, 0.876082, 2, 0.407226, 0, 0.876082, 0.876082, 0.876082, 0.876082, 0.876082, 0.876082, 0.876082, 0.876082, 0.876082, 0.876083, 0.876082, 0.876082, 1.59277, 0.876082
13.0088, 4, 1.47514, 0.869983, 2.44949, 2.52486, 0, 0.869983, 0.869983, 0.869983, 0.869983, 0.869983, 0.869983, 0.869983, 0.869983, 0.869983, 0.869984, 0.869983, 0.869983, 1.47514, 0.869983
13.0167, 6, 1.37209, 0.863905, 2.82843, 4.62791, 0, 0.863905, 0.863905, 0.863905, 0.863905, 0.863905, 0.863905, 0.863905, 0.863905, 0.863905, 0.863906, 0.863905, 0.863905, 1.37209, 0.863905
13.0246, 6, 1.28353, 0.85905, 2.82843, 4.71647, 0, 0.85905, 0.85905, 0.85905, 0.85905, 0.85905, 0.85905, 0.85905, 0.85905, 0.85905, 0.859051, 0.85905, 0.85905, 1.28352, 0.85905
13.0325, 0, 1.20645, 0.853723, 1.41421, -1.20645, 0, 0.853723, 0.853723, 0.853723, 0.853723, 0.853723, 0.853723, 0.853723, 0.853723, 0.853723, 0.853724, 0.853723, 0.853723, 1.20645, 0.853723
13.0404, 6, 1.13961, 0.847962, 2.82843, 4.86039, 0, 0.847962, 0.847962, 0.847962, 0.847962, 0.847962, 0.847962, 0.847962, 0.847962, 0.847962, 0.847963, 0.847962, 0.847962, 1.13961, 0.847962
13.0483, 4, 1.08201, 0.841996, 2.44949, 2.91799, 0, 0.841996, 0.841996, 0.841996, 0.841996, 0.841996, 0.841996, 0.841996, 0.841996, 0.841996, 0.841997, 0.841996, 0.841996, 1.08201, 0.841996
13.0562, 2, 1.03269, 0.836051, 2, 0.967312, 0, 0.836051, 0.836051, 0.836051, 0.836051, 0.836051, 0.836051, 0.836051, 0.836051, 0.836051, 0.836052, 0.836051, 0.836051, 1.03269, 0.836051
13.0641, 0, 0.991503, 0.831067, 1.41421, -0.991503, 0, 0.831067, 0.831067, 0.831067, 0.831067, 0.831067, 0.831067, 0.831067, 0.831067, 0.831067, 0.831068, 0.831067, 0.831067, 0.991502, 0.831067
13.072, 4, 0.956122, 0.825687, 2.44949, 3.04388, 0, 0.825687, 0.825687, 0.825687, 0.825687, 0.825687, 0.825687, 0.825687, 0.825687, 0.825687, 0.825688, 0.825687, 0.825687, 0.956121, 0.825687
13.0799, 4, 0.925678, 0.819946, 2.44949, 3.07432, 0, 0.819946, 0.819946, 0.819946, 0.819946, 0.819946, 0.819946, 0.819946, 0.819946, 0.819946, 0.819947, 0.819946, 0.819946, 0.925677, 0.819946
13.0879, 0, 0.899574, 0.814035, 1.41421, -0.899574, 0, 0.814035, 0.814035, 0.814035, 0.814035, 0.814035, 0.814035, 0.814035, 0.814035, 0.814035, 0.814036, 0.814035, 0.814035, 0.899573, 0.814035
13.0958, 0, 0.877313, 0.808146, 1.41421, -0.877313, 0, 0.808146, 0.808146, 0.808146, 0.808146, 0.808146, 0.808146, 0.808146, 0.808146, 0.808146, 0.808147, 0.808146, 0.808146, 0.877312, 0.808146
13.1037, 2, 0.859017, 0.802992, 2, 1.14098, 0, 0.802992, 0.802992, 0.802992, 0.802992, 0.802992, 0.802992, 0.802992, 0.802992, 0.802992, 0.802993, 0.802992, 0.802992, 0.859016, 0.802992
13.1116, 6, 0.843223, 0.797607, 2.82843, 5.15678, 0, 0.797607, 0.797607, 0.797607, 0.797607, 0.797607, 0.797607, 0.797607, 0.797607, 0.797607, 0.797608, 0.797607, 0.797607, 0.843222, 0.797607
13.1195, 0, 0.829554, 0.792027, 1.41421, -0.829554, 0, 0.792027, 0.792027, 0.792027, 0.792027, 0.792027, 0.792027, 0.792027, 0.792027, 0.792027, 0.792028, 0.792027, 0.792027, 0.829553, 0.792027
13.1274, 2, 0.817769, 0.786338, 2, 1.18223, 0, 0.786338, 0.786338, 0.786338, 0.786338, 0.786338, 0.786338, 0.786338, 0.786338, 0.786338, 0.786339, 0.786338, 0.786338, 0.817768, 0.786338
13.1353, 0, 0.807665, 0.780595, 1.41421, -0.807665, 0, 0.780595, 0.780595, 0.780595, 0.780595, 0.780595, 0.780595, 0.780595, 0.780595, 0.780595, 0.780596, 0.780595, 0.780595, 0.807664, 0.780595
13.1432, 2, 0.79909, 0.774829, 2, 1.20091, 0, 0.774829, 0.774829, 0.774829, 0.774829, 0.774829, 0.774829, 0.774829, 0.774829, 0.774829, 0.77483, 0.774829, 0.774829, 0.799089, 0.774829
13.1511, 0, 0.791942, 0.769061, 1.41421, -0.791942, 0, 0.769061, 0.769061, 0.769061, 0.769061, 0.769061, 0.769061, 0.769061, 0.769061, 0.769061, 0.769062, 0.769061, 0.769061, 0.791941, 0.769061
13.159, 6, 0.786173, 0.763302, 2.82843, 5.21383, 0, 0.763302, 0.763302, 0.763302, 0.763302, 0.763302, 0.763302, 0.763302, 0.763302, 0.763302, 0.763303, 0.763302, 0.763302, 0.786172, 0.763302
13.167, 0, 0.781791, 0.757565, 1.41421, -0.781791, 0, 0.757565, 0.757565, 0.757565, 0.757565, 0.757565, 0.757565, 0.757565, 0.757565, 0.757565, 0.757566, 0.757565, 0.757565, 0.78179, 0.757565
13.1749, 0, 0.778827, 0.751832, 1.41421, -0.778827, 0, 0.751832, 0.751832, 0.751832, 0.751832, 0.751832, 0.751832, 0.751832, 0.751832, 0.751832, 0.751833, 0.751832, 0.751832, 0.778826, 0.751832
13.1828, 0, 0.777156, 0.745877, 1.41421, -0.777156, 0, 0.745877, 0.745877, 0.745877, 0.745877, 0.745877, 0.745877, 0.745877, 0.745877, 0.745877, 0.745878, 0.745877, 0.745877, 0.777155, 0.745877
13.1907, 2, 0.776949, 0.739724, 2, 1.22305, 0, 0.739724, 0.739724, 0.739724, 0.739724, 0.739724, 0.739724, 0.739724, 0.739724, 0.739724, 0.739725, 0.739724, 0.739724, 0.776948, 0.739724
13.1986, 0, 0.778514, 0.733485, 1.41421, -0.778514, 0, 0.733485, 0.733485, 0.733485, 0.733485, 0.733485, 0.733485, 0.733485, 0.733485, 0.733485, 0.733486, 0.733485, 0.733485, 0.778513, 0.733485
13.2065, 4, 0.782201, 0.727273, 2.44949, 3.2178, 0, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727274, 0.727273, 0.727273, 0.7822, 0.727273
13.2144, 0, 0.792122, 0.724921, 1.41421, -0.792122, 0, 0.724921, 0.724921, 0.724921, 0.724921, 0.724921, 0.724921, 0.724921, 0.724921, 0.724921, 0.724922, 0.724921, 0.724921, 0.792121, 0.724921
13.2223, 0, 0.804417, 0.722255, 1.41421, -0.804417, 0, 0.722255, 0.722255, 0.722255, 0.722255, 0.722255, 0.722255, 0.722255, 0.722255, 0.722255, 0.722256, 0.722255, 0.722255, 0.804417, 0.722255
13.2302, 2, 0.819454, 0.719294, 2, 1.18055, 0, 0.719294, 0.719294, 0.719294, 0.719294, 0.719294, 0.719294, 0.719294, 0.719294, 0.719294, 0.719295, 0.719294, 0.719294, 0.819453, 0.719294
13.2382, 0, 0.837748, 0.716188, 1.41421, -0.837748, 0, 0.716188, 0.716188, 0.716188, 0.716188, 0.716188, 0.716188, 0.716188, 0.716188, 0.716188, 0.716189, 0.716188, 0.716188, 0.837747, 0.716188
13.2461, 0, 0.859841, 0.71309, 1.41421, -0.859841, 0, 0.71309, 0.71309, 0.71309, 0.71309, 0.71309, 0.71309, 0.71309, 0.71309, 0.71309, 0.713091, 0.71309, 0.71309, 0.85984, 0.71309
