   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_345.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0311365, 690, 0, 0, 26.3059, 690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0232549, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0153732, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00749152, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000390146, 0, 4.25111e-22, 0, 1.41421, -4.25111e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38745e-24, 0, 0, 4.66202e-27, 0, 0, 4.23719e-22, 0, 0, 0
0.00827181, 0, 1.0266e-21, 0, 1.41421, -1.0266e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35053e-24, 0, 0, 1.14286e-26, 0, 0, 1.02323e-21, 0, 0, 0
0.0161535, 0, 2.43508e-21, 0, 1.41421, -2.43508e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.94743e-24, 0, 0, 2.75202e-26, 0, 0, 2.42711e-21, 0, 0, 0
0.0240351, 0, 5.67978e-21, 0, 1.41421, -5.67978e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85372e-23, 0, 0, 6.51687e-26, 0, 0, 5.66117e-21, 0, 0, 0
0.0319168, 0, 1.30397e-20, 0, 1.41421, -1.30397e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25581e-23, 0, 0, 1.51907e-25, 0, 0, 1.2997e-20, 0, 0, 0
0.0397985, 0, 2.9491e-20, 0, 1.41421, -2.9491e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.62503e-23, 0, 0, 3.48849e-25, 0, 0, 2.93944e-20, 0, 0, 0
0.0476802, 0, 6.57518e-20, 0, 1.41421, -6.57518e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14596e-22, 0, 0, 7.89839e-25, 0, 0, 6.55364e-20, 0, 0, 0
0.0555618, 0, 1.44613e-19, 0, 1.41421, -1.44613e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.71977e-22, 0, 0, 1.76429e-24, 0, 0, 1.44139e-19, 0, 0, 0
0.0634435, 0, 3.25009e-19, 0, 1.41421, -3.25009e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06074e-21, 0, 0, 4.05369e-24, 0, 0, 3.23944e-19, 0, 0, 0
