   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_207.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0313909, 414, 0, 0, 20.3961, 414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0235073, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0156236, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00773994, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000143718, 4, 1.81896e-24, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.51262e-27, 0, 0, 2.74052e-29, 8.31102e-29, 0, 1.80934e-24, 0, 0, 0
0.00802738, 2, 5.39804e-24, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82301e-26, 0, 0, 8.23362e-29, 2.56048e-28, 0, 5.36947e-24, 0, 0, 0
0.015911, 4, 1.54973e-23, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10461e-26, 0, 0, 2.39357e-28, 7.59714e-28, 0, 1.54153e-23, 0, 0, 0
0.0237947, 0, 4.32032e-23, 0, 1.41421, -4.32032e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25939e-25, 0, 0, 6.75778e-28, 2.18145e-27, 0, 4.29744e-23, 0, 0, 0
0.0316784, 2, 1.17298e-22, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.1343e-25, 0, 0, 1.85837e-27, 6.08435e-27, 0, 1.16677e-22, 0, 0, 0
0.039562, 6, 3.10886e-22, 0, 2.82843, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62583e-24, 0, 0, 4.98939e-27, 1.65315e-26, 0, 3.09239e-22, 0, 0, 0
0.0474457, 4, 8.05905e-22, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21461e-24, 0, 0, 1.31035e-26, 4.38586e-26, 0, 8.01634e-22, 0, 0, 0
0.0553293, 2, 2.04659e-21, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07029e-23, 0, 0, 3.3717e-26, 1.13833e-25, 0, 2.03574e-21, 0, 0, 0
0.063213, 0, 5.09831e-21, 0, 1.41421, -5.09831e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66623e-23, 0, 0, 8.5118e-26, 2.89503e-25, 0, 5.07127e-21, 0, 0, 0
0.0710967, 2, 1.2473e-20, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52293e-23, 0, 0, 2.11062e-25, 7.22431e-25, 0, 1.24069e-20, 0, 0, 0
0.0789803, 2, 2.99981e-20, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56879e-22, 0, 0, 5.14569e-25, 1.77091e-24, 0, 2.98389e-20, 0, 0, 0
0.086864, 2, 7.09853e-20, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71226e-22, 0, 0, 1.23454e-24, 4.26859e-24, 0, 7.06086e-20, 0, 0, 0
0.0947476, 4, 1.65394e-19, 0, 2.44949, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64948e-22, 0, 0, 2.91692e-24, 1.0126e-23, 0, 1.64516e-19, 0, 0, 0
0.102631, 0, 3.79699e-19, 0, 1.41421, -3.79699e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98567e-21, 0, 0, 6.79193e-24, 2.36586e-23, 0, 3.77682e-19, 0, 0, 0
0.110515, 0, 8.59368e-19, 0, 1.41421, -8.59368e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49415e-21, 0, 0, 1.55945e-23, 5.44792e-23, 0, 8.54804e-19, 0, 0, 0
0.118399, 0, 1.91852e-18, 0, 1.41421, -1.91852e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00331e-20, 0, 0, 3.53258e-23, 1.23715e-22, 0, 1.90832e-18, 0, 0, 0
0.126282, 0, 4.22669e-18, 0, 1.41421, -4.22669e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21038e-20, 0, 0, 7.89875e-23, 2.77202e-22, 0, 4.20423e-18, 0, 0, 0
0.134166, 2, 9.19315e-18, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80763e-20, 0, 0, 1.74405e-22, 6.13143e-22, 0, 9.14429e-18, 0, 0, 0
0.14205, 0, 1.97479e-17, 0, 1.41421, -1.97479e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03273e-19, 0, 0, 3.8042e-22, 1.3394e-21, 0, 1.96429e-17, 0, 0, 0
0.149933, 0, 4.19099e-17, 0, 1.41421, -4.19099e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1917e-19, 0, 0, 8.20015e-22, 2.89077e-21, 0, 4.1687e-17, 0, 0, 0
0.157817, 2, 8.78985e-17, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5967e-19, 0, 0, 1.74732e-21, 6.16631e-21, 0, 8.74309e-17, 0, 0, 0
0.165701, 0, 1.82238e-16, 0, 1.41421, -1.82238e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5302e-19, 0, 0, 3.68165e-21, 1.30044e-20, 0, 1.81268e-16, 0, 0, 0
0.173584, 0, 3.73592e-16, 0, 1.41421, -3.73592e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95371e-18, 0, 0, 7.67271e-21, 2.71233e-20, 0, 3.71604e-16, 0, 0, 0
0.181468, 0, 7.57458e-16, 0, 1.41421, -7.57458e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96114e-18, 0, 0, 1.58199e-20, 5.59648e-20, 0, 7.53425e-16, 0, 0, 0
0.189352, 0, 1.53212e-15, 0, 1.41421, -1.53212e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.01225e-18, 0, 0, 3.2647e-20, 1.15592e-19, 0, 1.52396e-15, 0, 0, 0
0.197235, 2, 3.03705e-15, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58822e-17, 0, 0, 6.5843e-20, 2.33294e-19, 0, 3.02087e-15, 0, 0, 0
