   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_210.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0358638, 420, 0, 0, 20.5426, 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0279741, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0200843, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0121946, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00430486, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00358488, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0114746, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0193644, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0272541, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0351438, 0, 5.47882e-29, 0, 1.41421, -5.47882e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.98869e-32, 0, 0, 4.80435e-34, 0, 0, 5.46979e-29, 0, 0, 0
0.0430336, 0, 5.68878e-28, 0, 1.41421, -5.68878e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.33316e-31, 0, 0, 4.98846e-33, 0, 0, 5.6794e-28, 0, 0, 0
0.0509233, 0, 3.70474e-27, 0, 1.41421, -3.70474e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07809e-30, 0, 0, 3.24867e-32, 0, 0, 3.69863e-27, 0, 0, 0
0.0588131, 0, 1.92836e-26, 0, 1.41421, -1.92836e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16371e-29, 0, 0, 1.69096e-31, 0, 0, 1.92517e-26, 0, 0, 0
0.0667028, 0, 8.74556e-26, 0, 1.41421, -8.74556e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43482e-28, 0, 0, 7.67919e-31, 0, 0, 8.73114e-26, 0, 0, 0
0.0745926, 0, 3.60233e-25, 0, 1.41421, -3.60233e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91007e-28, 0, 0, 3.17201e-30, 0, 0, 3.59639e-25, 0, 0, 0
0.0824823, 0, 1.74068e-24, 0, 1.41421, -1.74068e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8558e-27, 0, 0, 1.54522e-29, 0, 0, 1.73781e-24, 0, 0, 0
0.090372, 0, 6.07483e-24, 0, 1.41421, -6.07483e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.96651e-27, 0, 0, 5.4203e-29, 0, 0, 6.06481e-24, 0, 0, 0
0.0982618, 0, 2.0327e-23, 0, 1.41421, -2.0327e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3349e-26, 0, 0, 1.82376e-28, 0, 0, 2.02935e-23, 0, 0, 0
0.106152, 0, 6.55439e-23, 0, 1.41421, -6.55439e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07533e-25, 0, 0, 5.9155e-28, 0, 0, 6.54358e-23, 0, 0, 0
0.114041, 0, 2.04451e-22, 0, 1.41421, -2.04451e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35428e-25, 0, 0, 1.85676e-27, 0, 0, 2.04114e-22, 0, 0, 0
0.121931, 0, 6.18827e-22, 0, 1.41421, -6.18827e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01526e-24, 0, 0, 5.65691e-27, 0, 0, 6.17807e-22, 0, 0, 0
0.129821, 0, 1.82198e-21, 0, 1.41421, -1.82198e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98919e-24, 0, 0, 1.67699e-26, 0, 0, 1.81898e-21, 0, 0, 0
0.13771, 0, 5.22868e-21, 0, 1.41421, -5.22868e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5783e-24, 0, 0, 4.84712e-26, 0, 0, 5.22005e-21, 0, 0, 0
0.1456, 0, 1.46504e-20, 0, 1.41421, -1.46504e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40358e-23, 0, 0, 1.36829e-25, 0, 0, 1.46262e-20, 0, 0, 0
0.15349, 0, 4.01366e-20, 0, 1.41421, -4.01366e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58491e-23, 0, 0, 3.77784e-25, 0, 0, 4.00704e-20, 0, 0, 0
0.16138, 0, 1.07646e-19, 0, 1.41421, -1.07646e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76607e-22, 0, 0, 1.02143e-24, 0, 0, 1.07469e-19, 0, 0, 0
0.169269, 0, 2.82935e-19, 0, 1.41421, -2.82935e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6419e-22, 0, 0, 2.70735e-24, 0, 0, 2.82468e-19, 0, 0, 0
0.177159, 0, 7.29462e-19, 0, 1.41421, -7.29462e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19677e-21, 0, 0, 7.04128e-24, 0, 0, 7.28258e-19, 0, 0, 0
0.185049, 0, 1.84628e-18, 0, 1.41421, -1.84628e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02905e-21, 0, 0, 1.79839e-23, 0, 0, 1.84323e-18, 0, 0, 0
0.192939, 0, 4.59072e-18, 0, 1.41421, -4.59072e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53164e-21, 0, 0, 4.51399e-23, 0, 0, 4.58315e-18, 0, 0, 0
0.200828, 0, 1.12209e-17, 0, 1.41421, -1.12209e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84092e-20, 0, 0, 1.11418e-22, 0, 0, 1.12024e-17, 0, 0, 0
0.208718, 0, 2.6976e-17, 0, 1.41421, -2.6976e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42574e-20, 0, 0, 2.70597e-22, 0, 0, 2.69314e-17, 0, 0, 0
0.216608, 0, 6.38187e-17, 0, 1.41421, -6.38187e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04702e-19, 0, 0, 6.46968e-22, 0, 0, 6.37133e-17, 0, 0, 0
0.224498, 0, 1.48643e-16, 0, 1.41421, -1.48643e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43866e-19, 0, 0, 1.52356e-21, 0, 0, 1.48397e-16, 0, 0, 0
0.232387, 0, 3.40981e-16, 0, 1.41421, -3.40981e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5942e-19, 0, 0, 3.53522e-21, 0, 0, 3.40418e-16, 0, 0, 0
0.240277, 0, 7.70665e-16, 0, 1.41421, -7.70665e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26437e-18, 0, 0, 8.08572e-21, 0, 0, 7.69392e-16, 0, 0, 0
0.248167, 0, 1.7167e-15, 0, 1.41421, -1.7167e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81645e-18, 0, 0, 1.82356e-20, 0, 0, 1.71386e-15, 0, 0, 0
0.256057, 0, 3.77004e-15, 0, 1.41421, -3.77004e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.1852e-18, 0, 0, 4.05657e-20, 0, 0, 3.76382e-15, 0, 0, 0
0.263946, 0, 8.16466e-15, 0, 1.41421, -8.16466e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33951e-17, 0, 0, 8.90356e-20, 0, 0, 8.15118e-15, 0, 0, 0
0.271836, 0, 1.75398e-14, 0, 1.41421, -1.75398e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8776e-17, 0, 0, 1.94285e-19, 0, 0, 1.75109e-14, 0, 0, 0
0.279726, 0, 3.69362e-14, 0, 1.41421, -3.69362e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05976e-17, 0, 0, 4.15058e-19, 0, 0, 3.68752e-14, 0, 0, 0
0.287616, 0, 7.67655e-14, 0, 1.41421, -7.67655e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25941e-16, 0, 0, 8.75664e-19, 0, 0, 7.66387e-14, 0, 0, 0
0.295505, 0, 1.57486e-13, 0, 1.41421, -1.57486e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5837e-16, 0, 0, 1.82482e-18, 0, 0, 1.57225e-13, 0, 0, 0
