   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_296.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
13.6849, 0, 1.04871, 0.835398, 1.41421, -1.04871, 0, 0.835398, 0.835398, 0.835398, 0.835398, 0.835398, 0.835398, 0.835398, 0.835398, 0.835398, 0.835398, 0.835398, 0.8354, 0.835398, 0.835398, 1.04871, 0.835398
13.6928, 2, 1.00173, 0.825819, 2, 0.998265, 0, 0.825819, 0.825819, 0.825819, 0.825819, 0.825819, 0.825819, 0.825819, 0.825819, 0.825819, 0.825819, 0.825819, 0.82582, 0.825819, 0.825819, 1.00173, 0.825819
13.7007, 6, 0.960432, 0.816294, 2.82843, 5.03957, 0, 0.816294, 0.816294, 0.816294, 0.816294, 0.816294, 0.816294, 0.816294, 0.816294, 0.816294, 0.816294, 0.816294, 0.816296, 0.816294, 0.816294, 0.96043, 0.816294
13.7086, 2, 0.925207, 0.807869, 2, 1.07479, 0, 0.807869, 0.807869, 0.807869, 0.807869, 0.807869, 0.807869, 0.807869, 0.807869, 0.807869, 0.807869, 0.807869, 0.807871, 0.807869, 0.807869, 0.925206, 0.807869
13.7164, 4, 0.893923, 0.799014, 2.44949, 3.10608, 0, 0.799014, 0.799014, 0.799014, 0.799014, 0.799014, 0.799014, 0.799014, 0.799014, 0.799014, 0.799014, 0.799014, 0.799015, 0.799014, 0.799014, 0.893921, 0.799014
13.7243, 4, 0.866082, 0.789803, 2.44949, 3.13392, 0, 0.789803, 0.789803, 0.789803, 0.789803, 0.789803, 0.789803, 0.789803, 0.789803, 0.789803, 0.789803, 0.789803, 0.789804, 0.789803, 0.789803, 0.866081, 0.789803
13.7322, 2, 0.841366, 0.780444, 2, 1.15863, 0, 0.780444, 0.780444, 0.780444, 0.780444, 0.780444, 0.780444, 0.780444, 0.780444, 0.780444, 0.780444, 0.780444, 0.780445, 0.780444, 0.780444, 0.841365, 0.780444
13.7401, 0, 0.819499, 0.771141, 1.41421, -0.819499, 0, 0.771141, 0.771141, 0.771141, 0.771141, 0.771141, 0.771141, 0.771141, 0.771141, 0.771141, 0.771141, 0.771141, 0.771143, 0.771141, 0.771141, 0.819497, 0.771141
13.748, 0, 0.801286, 0.763125, 1.41421, -0.801286, 0, 0.763125, 0.763125, 0.763125, 0.763125, 0.763125, 0.763125, 0.763125, 0.763125, 0.763125, 0.763125, 0.763125, 0.763127, 0.763125, 0.763125, 0.801284, 0.763125
13.7559, 2, 0.784534, 0.754584, 2, 1.21547, 0, 0.754584, 0.754584, 0.754584, 0.754584, 0.754584, 0.754584, 0.754584, 0.754584, 0.754584, 0.754584, 0.754584, 0.754585, 0.754584, 0.754584, 0.784532, 0.754584
13.7637, 2, 0.768987, 0.74559, 2, 1.23101, 0, 0.74559, 0.74559, 0.74559, 0.74559, 0.74559, 0.74559, 0.74559, 0.74559, 0.74559, 0.74559, 0.74559, 0.745592, 0.74559, 0.74559, 0.768985, 0.74559
13.7716, 0, 0.754618, 0.736403, 1.41421, -0.754618, 0, 0.736403, 0.736403, 0.736403, 0.736403, 0.736403, 0.736403, 0.736403, 0.736403, 0.736403, 0.736403, 0.736403, 0.736405, 0.736403, 0.736403, 0.754617, 0.736403
13.7795, 2, 0.741438, 0.727273, 2, 1.25856, 0, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727274, 0.727273, 0.727273, 0.741436, 0.727273
13.7874, 0, 0.734236, 0.723193, 1.41421, -0.734236, 0, 0.723193, 0.723193, 0.723193, 0.723193, 0.723193, 0.723193, 0.723193, 0.723193, 0.723193, 0.723193, 0.723193, 0.723194, 0.723193, 0.723193, 0.734235, 0.723193
13.7953, 0, 0.727163, 0.718479, 1.41421, -0.727163, 0, 0.718479, 0.718479, 0.718479, 0.718479, 0.718479, 0.718479, 0.718479, 0.718479, 0.718479, 0.718479, 0.718479, 0.71848, 0.718479, 0.718479, 0.727162, 0.718479
13.8032, 2, 0.720181, 0.713228, 2, 1.27982, 0, 0.713228, 0.713228, 0.713228, 0.713228, 0.713228, 0.713228, 0.713228, 0.713228, 0.713228, 0.713228, 0.713228, 0.713229, 0.713228, 0.713228, 0.720179, 0.713228
13.811, 0, 0.713464, 0.707722, 1.41421, -0.713464, 0, 0.707722, 0.707722, 0.707722, 0.707722, 0.707722, 0.707722, 0.707722, 0.707722, 0.707722, 0.707722, 0.707722, 0.707723, 0.707722, 0.707722, 0.713462, 0.707722
13.8189, 0, 0.707206, 0.702237, 1.41421, -0.707206, 0, 0.702237, 0.702237, 0.702237, 0.702237, 0.702237, 0.702237, 0.702237, 0.702237, 0.702237, 0.702237, 0.702237, 0.702239, 0.702237, 0.702237, 0.707205, 0.702237
13.8268, 0, 0.702984, 0.698409, 1.41421, -0.702984, 0, 0.698409, 0.698409, 0.698409, 0.698409, 0.698409, 0.698409, 0.698409, 0.698409, 0.698409, 0.698409, 0.698409, 0.698411, 0.698409, 0.698409, 0.702982, 0.698409
13.8347, 4, 0.698366, 0.693849, 2.44949, 3.30163, 0, 0.693849, 0.693849, 0.693849, 0.693849, 0.693849, 0.693849, 0.693849, 0.693849, 0.693849, 0.693849, 0.693849, 0.69385, 0.693849, 0.693849, 0.698364, 0.693849
13.8426, 0, 0.693415, 0.688644, 1.41421, -0.693415, 0, 0.688644, 0.688644, 0.688644, 0.688644, 0.688644, 0.688644, 0.688644, 0.688644, 0.688644, 0.688644, 0.688644, 0.688646, 0.688644, 0.688644, 0.693414, 0.688644
13.8505, 0, 0.688457, 0.683131, 1.41421, -0.688457, 0, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683132, 0.683131, 0.683131, 0.688456, 0.683131
13.8583, 2, 0.683824, 0.67764, 2, 1.31618, 0, 0.67764, 0.67764, 0.67764, 0.67764, 0.67764, 0.67764, 0.67764, 0.67764, 0.67764, 0.67764, 0.67764, 0.677641, 0.67764, 0.67764, 0.683823, 0.67764
13.8662, 2, 0.681158, 0.6738, 2, 1.31884, 0, 0.6738, 0.6738, 0.6738, 0.6738, 0.6738, 0.6738, 0.6738, 0.6738, 0.6738, 0.6738, 0.6738, 0.673802, 0.6738, 0.6738, 0.681156, 0.6738
13.8741, 0, 0.678052, 0.669184, 1.41421, -0.678052, 0, 0.669184, 0.669184, 0.669184, 0.669184, 0.669184, 0.669184, 0.669184, 0.669184, 0.669184, 0.669184, 0.669184, 0.669186, 0.669184, 0.669184, 0.67805, 0.669184
13.882, 4, 0.674675, 0.663931, 2.44949, 3.32533, 0, 0.663931, 0.663931, 0.663931, 0.663931, 0.663931, 0.663931, 0.663931, 0.663931, 0.663931, 0.663931, 0.663931, 0.663933, 0.663931, 0.663931, 0.674673, 0.663931
13.8899, 4, 0.671395, 0.658374, 2.44949, 3.3286, 0, 0.658374, 0.658374, 0.658374, 0.658374, 0.658374, 0.658374, 0.658374, 0.658374, 0.658374, 0.658374, 0.658374, 0.658376, 0.658374, 0.658374, 0.671394, 0.658374
13.8978, 0, 0.668581, 0.65284, 1.41421, -0.668581, 0, 0.65284, 0.65284, 0.65284, 0.65284, 0.65284, 0.65284, 0.65284, 0.65284, 0.65284, 0.65284, 0.65284, 0.652842, 0.65284, 0.65284, 0.66858, 0.65284
13.9056, 0, 0.668276, 0.64933, 1.41421, -0.668276, 0, 0.64933, 0.64933, 0.64933, 0.64933, 0.64933, 0.64933, 0.64933, 0.64933, 0.64933, 0.64933, 0.64933, 0.649331, 0.64933, 0.64933, 0.668274, 0.64933
13.9135, 0, 0.667576, 0.644894, 1.41421, -0.667576, 0, 0.644894, 0.644894, 0.644894, 0.644894, 0.644894, 0.644894, 0.644894, 0.644894, 0.644894, 0.644894, 0.644894, 0.644895, 0.644894, 0.644894, 0.667575, 0.644894
13.9214, 0, 0.666668, 0.639673, 1.41421, -0.666668, 0, 0.639673, 0.639673, 0.639673, 0.639673, 0.639673, 0.639673, 0.639673, 0.639673, 0.639673, 0.639673, 0.639673, 0.639675, 0.639673, 0.639673, 0.666666, 0.639673
13.9293, 6, 0.666, 0.634076, 2.82843, 5.334, 0, 0.634076, 0.634076, 0.634076, 0.634076, 0.634076, 0.634076, 0.634076, 0.634076, 0.634076, 0.634076, 0.634076, 0.634077, 0.634076, 0.634076, 0.665999, 0.634076
13.9372, 6, 0.666015, 0.628503, 2.82843, 5.33398, 0, 0.628503, 0.628503, 0.628503, 0.628503, 0.628503, 0.628503, 0.628503, 0.628503, 0.628503, 0.628503, 0.628503, 0.628504, 0.628503, 0.628503, 0.666014, 0.628503
13.9451, 0, 0.668877, 0.625088, 1.41421, -0.668877, 0, 0.625088, 0.625088, 0.625088, 0.625088, 0.625088, 0.625088, 0.625088, 0.625088, 0.625088, 0.625088, 0.625088, 0.625089, 0.625088, 0.625088, 0.668876, 0.625088
13.9529, 0, 0.671408, 0.620629, 1.41421, -0.671408, 0, 0.620629, 0.620629, 0.620629, 0.620629, 0.620629, 0.620629, 0.620629, 0.620629, 0.620629, 0.620629, 0.620629, 0.62063, 0.620629, 0.620629, 0.671407, 0.620629
13.9608, 2, 0.673781, 0.615288, 2, 1.32622, 0, 0.615288, 0.615288, 0.615288, 0.615288, 0.615288, 0.615288, 0.615288, 0.615288, 0.615288, 0.615288, 0.615288, 0.61529, 0.615288, 0.615288, 0.67378, 0.615288
13.9687, 2, 0.676454, 0.609523, 2, 1.32355, 0, 0.609523, 0.609523, 0.609523, 0.609523, 0.609523, 0.609523, 0.609523, 0.609523, 0.609523, 0.609523, 0.609523, 0.609525, 0.609523, 0.609523, 0.676453, 0.609523
13.9766, 2, 0.679861, 0.603786, 2, 1.32014, 0, 0.603786, 0.603786, 0.603786, 0.603786, 0.603786, 0.603786, 0.603786, 0.603786, 0.603786, 0.603786, 0.603786, 0.603787, 0.603786, 0.603786, 0.67986, 0.603786
13.9845, 0, 0.6866, 0.600706, 1.41421, -0.6866, 0, 0.600706, 0.600706, 0.600706, 0.600706, 0.600706, 0.600706, 0.600706, 0.600706, 0.600706, 0.600706, 0.600706, 0.600707, 0.600706, 0.600706, 0.686598, 0.600706
13.9923, 8, 0.692755, 0.596421, 3.16228, 7.30724, 0, 0.596421, 0.596421, 0.596421, 0.596421, 0.596421, 0.596421, 0.596421, 0.596421, 0.596421, 0.596421, 0.596421, 0.596422, 0.596421, 0.596421, 0.692754, 0.596421
14.0002, 2, 0.698445, 0.591119, 2, 1.30155, 0, 0.591119, 0.591119, 0.591119, 0.591119, 0.591119, 0.591119, 0.591119, 0.591119, 0.591119, 0.591119, 0.591119, 0.59112, 0.591119, 0.591119, 0.698444, 0.591119
14.0081, 0, 0.704107, 0.585328, 1.41421, -0.704107, 0, 0.585328, 0.585328, 0.585328, 0.585328, 0.585328, 0.585328, 0.585328, 0.585328, 0.585328, 0.585328, 0.585328, 0.585329, 0.585328, 0.585328, 0.704106, 0.585328
14.016, 2, 0.710147, 0.579564, 2, 1.28985, 0, 0.579564, 0.579564, 0.579564, 0.579564, 0.579564, 0.579564, 0.579564, 0.579564, 0.579564, 0.579564, 0.579564, 0.579566, 0.579564, 0.579564, 0.710145, 0.579564
14.0239, 2, 0.719207, 0.576601, 2, 1.28079, 0, 0.576601, 0.576601, 0.576601, 0.576601, 0.576601, 0.576601, 0.576601, 0.576601, 0.576601, 0.576601, 0.576601, 0.576602, 0.576601, 0.576601, 0.719206, 0.576601
14.0318, 2, 0.726999, 0.572292, 2, 1.273, 0, 0.572292, 0.572292, 0.572292, 0.572292, 0.572292, 0.572292, 0.572292, 0.572292, 0.572292, 0.572292, 0.572292, 0.572293, 0.572292, 0.572292, 0.726998, 0.572292
14.0396, 0, 0.733571, 0.566844, 1.41421, -0.733571, 0, 0.566844, 0.566844, 0.566844, 0.566844, 0.566844, 0.566844, 0.566844, 0.566844, 0.566844, 0.566844, 0.566844, 0.566845, 0.566844, 0.566844, 0.733569, 0.566844
14.0475, 0, 0.739342, 0.560848, 1.41421, -0.739342, 0, 0.560848, 0.560848, 0.560848, 0.560848, 0.560848, 0.560848, 0.560848, 0.560848, 0.560848, 0.560848, 0.560848, 0.560849, 0.560848, 0.560848, 0.739341, 0.560848
14.0554, 0, 0.744715, 0.554884, 1.41421, -0.744715, 0, 0.554884, 0.554884, 0.554884, 0.554884, 0.554884, 0.554884, 0.554884, 0.554884, 0.554884, 0.554884, 0.554884, 0.554885, 0.554884, 0.554884, 0.744714, 0.554884
14.0633, 4, 0.752828, 0.552266, 2.44949, 3.24717, 0, 0.552266, 0.552266, 0.552266, 0.552266, 0.552266, 0.552266, 0.552266, 0.552266, 0.552266, 0.552266, 0.552266, 0.552268, 0.552266, 0.552266, 0.752827, 0.552266
14.0712, 2, 0.758645, 0.54814, 2, 1.24136, 0, 0.54814, 0.54814, 0.54814, 0.54814, 0.54814, 0.54814, 0.54814, 0.54814, 0.54814, 0.54814, 0.54814, 0.548141, 0.54814, 0.54814, 0.758643, 0.54814
14.0791, 2, 0.762229, 0.542738, 2, 1.23777, 0, 0.542738, 0.542738, 0.542738, 0.542738, 0.542738, 0.542738, 0.542738, 0.542738, 0.542738, 0.542738, 0.542738, 0.54274, 0.542738, 0.542738, 0.762227, 0.542738
14.0869, 2, 0.764081, 0.536723, 2, 1.23592, 0, 0.536723, 0.536723, 0.536723, 0.536723, 0.536723, 0.536723, 0.536723, 0.536723, 0.536723, 0.536723, 0.536723, 0.536724, 0.536723, 0.536723, 0.76408, 0.536723
14.0948, 2, 0.764706, 0.53074, 2, 1.23529, 0, 0.53074, 0.53074, 0.53074, 0.53074, 0.53074, 0.53074, 0.53074, 0.53074, 0.53074, 0.53074, 0.53074, 0.530742, 0.53074, 0.53074, 0.764705, 0.53074
14.1027, 6, 0.76743, 0.52824, 2.82843, 5.23257, 0, 0.52824, 0.52824, 0.52824, 0.52824, 0.52824, 0.52824, 0.52824, 0.52824, 0.52824, 0.52824, 0.52824, 0.528241, 0.52824, 0.52824, 0.767428, 0.52824
14.1106, 2, 0.767024, 0.524091, 2, 1.23298, 0, 0.524091, 0.524091, 0.524091, 0.524091, 0.524091, 0.524091, 0.524091, 0.524091, 0.524091, 0.524091, 0.524091, 0.524092, 0.524091, 0.524091, 0.767023, 0.524091
14.1185, 0, 0.763672, 0.518546, 1.41421, -0.763672, 0, 0.518546, 0.518546, 0.518546, 0.518546, 0.518546, 0.518546, 0.518546, 0.518546, 0.518546, 0.518546, 0.518546, 0.518548, 0.518546, 0.518546, 0.76367, 0.518546
14.1264, 2, 0.758055, 0.51233, 2, 1.24194, 0, 0.51233, 0.51233, 0.51233, 0.51233, 0.51233, 0.51233, 0.51233, 0.51233, 0.51233, 0.51233, 0.51233, 0.512331, 0.51233, 0.51233, 0.758054, 0.51233
14.1342, 2, 0.750874, 0.506151, 2, 1.24913, 0, 0.506151, 0.506151, 0.506151, 0.506151, 0.506151, 0.506151, 0.506151, 0.506151, 0.506151, 0.506151, 0.506151, 0.506153, 0.506151, 0.506151, 0.750873, 0.506151
14.1421, 2, 0.746144, 0.504003, 2, 1.25386, 0, 0.504003, 0.504003, 0.504003, 0.504003, 0.504003, 0.504003, 0.504003, 0.504003, 0.504003, 0.504003, 0.504003, 0.504005, 0.504003, 0.504003, 0.746142, 0.504003
14.15, 0, 0.738075, 0.500045, 1.41421, -0.738075, 0, 0.500045, 0.500045, 0.500045, 0.500045, 0.500045, 0.500045, 0.500045, 0.500045, 0.500045, 0.500045, 0.500045, 0.500047, 0.500045, 0.500045, 0.738073, 0.500045
14.1579, 4, 0.727028, 0.494557, 2.44949, 3.27297, 0, 0.494557, 0.494557, 0.494557, 0.494557, 0.494557, 0.494557, 0.494557, 0.494557, 0.494557, 0.494557, 0.494557, 0.494559, 0.494557, 0.494557, 0.727027, 0.494557
14.1658, 0, 0.713903, 0.488331, 1.41421, -0.713903, 0, 0.488331, 0.488331, 0.488331, 0.488331, 0.488331, 0.488331, 0.488331, 0.488331, 0.488331, 0.488331, 0.488331, 0.488333, 0.488331, 0.488331, 0.713902, 0.488331
14.1737, 0, 0.699606, 0.482145, 1.41421, -0.699606, 0, 0.482145, 0.482145, 0.482145, 0.482145, 0.482145, 0.482145, 0.482145, 0.482145, 0.482145, 0.482145, 0.482145, 0.482147, 0.482145, 0.482145, 0.699604, 0.482145
14.1815, 0, 0.688417, 0.480129, 1.41421, -0.688417, 0, 0.480129, 0.480129, 0.480129, 0.480129, 0.480129, 0.480129, 0.480129, 0.480129, 0.480129, 0.480129, 0.480129, 0.48013, 0.480129, 0.480129, 0.688416, 0.480129
14.1894, 2, 0.67438, 0.476165, 2, 1.32562, 0, 0.476165, 0.476165, 0.476165, 0.476165, 0.476165, 0.476165, 0.476165, 0.476165, 0.476165, 0.476165, 0.476165, 0.476167, 0.476165, 0.476165, 0.674379, 0.476165
14.1973, 0, 0.657967, 0.470553, 1.41421, -0.657967, 0, 0.470553, 0.470553, 0.470553, 0.470553, 0.470553, 0.470553, 0.470553, 0.470553, 0.470553, 0.470553, 0.470553, 0.470555, 0.470553, 0.470553, 0.657965, 0.470553
14.2052, 2, 0.640208, 0.464149, 2, 1.35979, 0, 0.464149, 0.464149, 0.464149, 0.464149, 0.464149, 0.464149, 0.464149, 0.464149, 0.464149, 0.464149, 0.464149, 0.46415, 0.464149, 0.464149, 0.640207, 0.464149
14.2131, 4, 0.622118, 0.457788, 2.44949, 3.37788, 0, 0.457788, 0.457788, 0.457788, 0.457788, 0.457788, 0.457788, 0.457788, 0.457788, 0.457788, 0.457788, 0.457788, 0.457789, 0.457788, 0.457788, 0.622117, 0.457788
14.221, 0, 0.608523, 0.456125, 1.41421, -0.608523, 0, 0.456125, 0.456125, 0.456125, 0.456125, 0.456125, 0.456125, 0.456125, 0.456125, 0.456125, 0.456125, 0.456125, 0.456126, 0.456125, 0.456125, 0.608521, 0.456125
14.2288, 0, 0.592783, 0.452359, 1.41421, -0.592783, 0, 0.452359, 0.452359, 0.452359, 0.452359, 0.452359, 0.452359, 0.452359, 0.452359, 0.452359, 0.452359, 0.452359, 0.452361, 0.452359, 0.452359, 0.592782, 0.452359
14.2367, 0, 0.575379, 0.446815, 1.41421, -0.575379, 0, 0.446815, 0.446815, 0.446815, 0.446815, 0.446815, 0.446815, 0.446815, 0.446815, 0.446815, 0.446815, 0.446815, 0.446817, 0.446815, 0.446815, 0.575377, 0.446815
14.2446, 4, 0.557367, 0.440415, 2.44949, 3.44263, 0, 0.440415, 0.440415, 0.440415, 0.440415, 0.440415, 0.440415, 0.440415, 0.440415, 0.440415, 0.440415, 0.440415, 0.440417, 0.440415, 0.440415, 0.557366, 0.440415
14.2525, 4, 0.539771, 0.434061, 2.44949, 3.46023, 0, 0.434061, 0.434061, 0.434061, 0.434061, 0.434061, 0.434061, 0.434061, 0.434061, 0.434061, 0.434061, 0.434061, 0.434063, 0.434061, 0.434061, 0.539769, 0.434061
14.2604, 2, 0.527369, 0.432431, 2, 1.47263, 0, 0.432431, 0.432431, 0.432431, 0.432431, 0.432431, 0.432431, 0.432431, 0.432431, 0.432431, 0.432431, 0.432431, 0.432432, 0.432431, 0.432431, 0.527368, 0.432431
14.2683, 2, 0.513375, 0.428654, 2, 1.48662, 0, 0.428654, 0.428654, 0.428654, 0.428654, 0.428654, 0.428654, 0.428654, 0.428654, 0.428654, 0.428654, 0.428654, 0.428656, 0.428654, 0.428654, 0.513374, 0.428654
14.2761, 4, 0.498173, 0.423051, 2.44949, 3.50183, 0, 0.423051, 0.423051, 0.423051, 0.423051, 0.423051, 0.423051, 0.423051, 0.423051, 0.423051, 0.423051, 0.423051, 0.423053, 0.423051, 0.423051, 0.498172, 0.423051
14.284, 4, 0.482757, 0.416571, 2.44949, 3.51724, 0, 0.416571, 0.416571, 0.416571, 0.416571, 0.416571, 0.416571, 0.416571, 0.416571, 0.416571, 0.416571, 0.416571, 0.416573, 0.416571, 0.416571, 0.482756, 0.416571
14.2919, 6, 0.468085, 0.410141, 2.82843, 5.53191, 0, 0.410141, 0.410141, 0.410141, 0.410141, 0.410141, 0.410141, 0.410141, 0.410141, 0.410141, 0.410141, 0.410141, 0.410142, 0.410141, 0.410141, 0.468084, 0.410141
14.2998, 2, 0.45897, 0.408563, 2, 1.54103, 0, 0.408563, 0.408563, 0.408563, 0.408563, 0.408563, 0.408563, 0.408563, 0.408563, 0.408563, 0.408563, 0.408563, 0.408564, 0.408563, 0.408563, 0.458968, 0.408563
14.3077, 0, 0.44848, 0.404907, 1.41421, -0.44848, 0, 0.404907, 0.404907, 0.404907, 0.404907, 0.404907, 0.404907, 0.404907, 0.404907, 0.404907, 0.404907, 0.404907, 0.404908, 0.404907, 0.404907, 0.448478, 0.404907
14.3155, 2, 0.436887, 0.39946, 2, 1.56311, 0, 0.39946, 0.39946, 0.39946, 0.39946, 0.39946, 0.39946, 0.39946, 0.39946, 0.39946, 0.39946, 0.39946, 0.399462, 0.39946, 0.39946, 0.436885, 0.39946
14.3234, 0, 0.425099, 0.393154, 1.41421, -0.425099, 0, 0.393154, 0.393154, 0.393154, 0.393154, 0.393154, 0.393154, 0.393154, 0.393154, 0.393154, 0.393154, 0.393154, 0.393156, 0.393154, 0.393154, 0.425097, 0.393154
14.3313, 0, 0.413992, 0.386898, 1.41421, -0.413992, 0, 0.386898, 0.386898, 0.386898, 0.386898, 0.386898, 0.386898, 0.386898, 0.386898, 0.386898, 0.386898, 0.386898, 0.3869, 0.386898, 0.386898, 0.41399, 0.386898
14.3392, 0, 0.40784, 0.385007, 1.41421, -0.40784, 0, 0.385007, 0.385007, 0.385007, 0.385007, 0.385007, 0.385007, 0.385007, 0.385007, 0.385007, 0.385007, 0.385007, 0.385009, 0.385007, 0.385007, 0.407839, 0.385007
14.3471, 0, 0.400375, 0.381252, 1.41421, -0.400375, 0, 0.381252, 0.381252, 0.381252, 0.381252, 0.381252, 0.381252, 0.381252, 0.381252, 0.381252, 0.381252, 0.381252, 0.381254, 0.381252, 0.381252, 0.400373, 0.381252
14.355, 0, 0.391799, 0.375885, 1.41421, -0.391799, 0, 0.375885, 0.375885, 0.375885, 0.375885, 0.375885, 0.375885, 0.375885, 0.375885, 0.375885, 0.375885, 0.375885, 0.375886, 0.375885, 0.375885, 0.391798, 0.375885
14.3628, 2, 0.382909, 0.369748, 2, 1.61709, 0, 0.369748, 0.369748, 0.369748, 0.369748, 0.369748, 0.369748, 0.369748, 0.369748, 0.369748, 0.369748, 0.369748, 0.369749, 0.369748, 0.369748, 0.382907, 0.369748
14.3707, 2, 0.374477, 0.363661, 2, 1.62552, 0, 0.363661, 0.363661, 0.363661, 0.363661, 0.363661, 0.363661, 0.363661, 0.363661, 0.363661, 0.363661, 0.363661, 0.363662, 0.363661, 0.363661, 0.374475, 0.363661
14.3786, 0, 0.370292, 0.361459, 1.41421, -0.370292, 0, 0.361459, 0.361459, 0.361459, 0.361459, 0.361459, 0.361459, 0.361459, 0.361459, 0.361459, 0.361459, 0.361459, 0.36146, 0.361459, 0.361459, 0.37029, 0.361459
14.3865, 2, 0.364873, 0.357704, 2, 1.63513, 0, 0.357704, 0.357704, 0.357704, 0.357704, 0.357704, 0.357704, 0.357704, 0.357704, 0.357704, 0.357704, 0.357704, 0.357705, 0.357704, 0.357704, 0.364871, 0.357704
14.3944, 4, 0.358378, 0.352597, 2.44949, 3.64162, 0, 0.352597, 0.352597, 0.352597, 0.352597, 0.352597, 0.352597, 0.352597, 0.352597, 0.352597, 0.352597, 0.352597, 0.352598, 0.352597, 0.352597, 0.358377, 0.352597
14.4023, 0, 0.35148, 0.346846, 1.41421, -0.35148, 0, 0.346846, 0.346846, 0.346846, 0.346846, 0.346846, 0.346846, 0.346846, 0.346846, 0.346846, 0.346846, 0.346846, 0.346848, 0.346846, 0.346846, 0.351478, 0.346846
14.4101, 2, 0.344834, 0.341143, 2, 1.65517, 0, 0.341143, 0.341143, 0.341143, 0.341143, 0.341143, 0.341143, 0.341143, 0.341143, 0.341143, 0.341143, 0.341143, 0.341144, 0.341143, 0.341143, 0.344832, 0.341143
14.418, 2, 0.341424, 0.338503, 2, 1.65858, 0, 0.338503, 0.338503, 0.338503, 0.338503, 0.338503, 0.338503, 0.338503, 0.338503, 0.338503, 0.338503, 0.338503, 0.338504, 0.338503, 0.338503, 0.341423, 0.338503
14.4259, 0, 0.336932, 0.334634, 1.41421, -0.336932, 0, 0.334634, 0.334634, 0.334634, 0.334634, 0.334634, 0.334634, 0.334634, 0.334634, 0.334634, 0.334634, 0.334634, 0.334635, 0.334634, 0.334634, 0.336931, 0.334634
14.4338, 2, 0.33149, 0.329693, 2, 1.66851, 0, 0.329693, 0.329693, 0.329693, 0.329693, 0.329693, 0.329693, 0.329693, 0.329693, 0.329693, 0.329693, 0.329693, 0.329695, 0.329693, 0.329693, 0.331489, 0.329693
14.4417, 0, 0.325644, 0.324248, 1.41421, -0.325644, 0, 0.324248, 0.324248, 0.324248, 0.324248, 0.324248, 0.324248, 0.324248, 0.324248, 0.324248, 0.324248, 0.324248, 0.324249, 0.324248, 0.324248, 0.325642, 0.324248
14.4496, 0, 0.319926, 0.318847, 1.41421, -0.319926, 0, 0.318847, 0.318847, 0.318847, 0.318847, 0.318847, 0.318847, 0.318847, 0.318847, 0.318847, 0.318847, 0.318847, 0.318849, 0.318847, 0.318847, 0.319924, 0.318847
14.4574, 2, 0.316756, 0.315928, 2, 1.68324, 0, 0.315928, 0.315928, 0.315928, 0.315928, 0.315928, 0.315928, 0.315928, 0.315928, 0.315928, 0.315928, 0.315928, 0.31593, 0.315928, 0.315928, 0.316754, 0.315928
14.4653, 2, 0.312704, 0.312072, 2, 1.6873, 0, 0.312072, 0.312072, 0.312072, 0.312072, 0.312072, 0.312072, 0.312072, 0.312072, 0.312072, 0.312072, 0.312072, 0.312074, 0.312072, 0.312072, 0.312702, 0.312072
14.4732, 6, 0.307871, 0.307393, 2.82843, 5.69213, 0, 0.307393, 0.307393, 0.307393, 0.307393, 0.307393, 0.307393, 0.307393, 0.307393, 0.307393, 0.307393, 0.307393, 0.307394, 0.307393, 0.307393, 0.30787, 0.307393
14.4811, 0, 0.302689, 0.302328, 1.41421, -0.302689, 0, 0.302328, 0.302328, 0.302328, 0.302328, 0.302328, 0.302328, 0.302328, 0.302328, 0.302328, 0.302328, 0.302328, 0.302329, 0.302328, 0.302328, 0.302687, 0.302328
14.489, 0, 0.297576, 0.297305, 1.41421, -0.297576, 0, 0.297305, 0.297305, 0.297305, 0.297305, 0.297305, 0.297305, 0.297305, 0.297305, 0.297305, 0.297305, 0.297305, 0.297307, 0.297305, 0.297305, 0.297574, 0.297305
14.4969, 0, 0.294258, 0.294056, 1.41421, -0.294258, 0, 0.294056, 0.294056, 0.294056, 0.294056, 0.294056, 0.294056, 0.294056, 0.294056, 0.294056, 0.294056, 0.294056, 0.294058, 0.294056, 0.294056, 0.294256, 0.294056
14.5047, 0, 0.290301, 0.290152, 1.41421, -0.290301, 0, 0.290152, 0.290152, 0.290152, 0.290152, 0.290152, 0.290152, 0.290152, 0.290152, 0.290152, 0.290152, 0.290152, 0.290153, 0.290152, 0.290152, 0.2903, 0.290152
14.5126, 2, 0.285776, 0.285665, 2, 1.71422, 0, 0.285665, 0.285665, 0.285665, 0.285665, 0.285665, 0.285665, 0.285665, 0.285665, 0.285665, 0.285665, 0.285665, 0.285667, 0.285665, 0.285665, 0.285774, 0.285665
