   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_296.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.77162, 38, 36.9946, 35.6391, 6.32456, 1.00542, 0, 36.9623, 35.6713, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391, 35.6391
6.7795, 34, 37.4444, 35.632, 6, -3.44443, 0, 37.4223, 35.6542, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632, 35.632
6.78739, 52, 38.1134, 35.6245, 7.34847, 13.8866, 0, 38.0983, 35.6395, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245, 35.6245
6.79527, 40, 39.0721, 35.6164, 6.48074, 0.927917, 0, 39.0619, 35.6265, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164, 35.6164
6.80315, 68, 40.4152, 35.6077, 8.3666, 27.5848, 0, 40.4085, 35.6145, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077, 35.6077
6.81104, 38, 42.2655, 35.5985, 6.32456, -4.26546, 0, 42.261, 35.6029, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985, 35.5985
6.81892, 40, 44.778, 35.5885, 6.48074, -4.77799, 0, 44.7751, 35.5915, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885, 35.5885
6.8268, 50, 48.1454, 35.5779, 7.2111, 1.85458, 0, 48.1435, 35.5798, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779, 35.5779
6.83468, 90, 52.6013, 35.5663, 9.59166, 37.3987, 0, 52.6001, 35.5676, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663, 35.5663
6.84257, 70, 58.4247, 35.5538, 8.48528, 11.5753, 0, 58.424, 35.5546, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538
6.85045, 108, 65.9416, 35.5401, 10.4881, 42.0584, 0, 65.9411, 35.5406, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401, 35.5401
6.85833, 108, 75.5256, 35.525, 10.4881, 32.4744, 0, 75.5253, 35.5253, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525, 35.525
6.86622, 92, 87.5914, 35.508, 9.69536, 4.40863, 0, 87.5912, 35.5082, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508, 35.508
6.8741, 142, 102.595, 35.4888, 12, 39.4048, 0, 102.595, 35.4889, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888, 35.4888
6.88198, 180, 121.018, 35.4668, 13.4907, 58.9818, 0, 121.018, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668, 35.4668
6.88986, 160, 143.35, 35.4411, 12.7279, 16.6497, 0, 143.35, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411, 35.4411
6.89775, 176, 170.075, 35.4108, 13.3417, 5.92511, 0, 170.075, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108, 35.4108
6.90563, 240, 201.642, 35.3746, 15.5563, 38.358, 0, 201.642, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746, 35.3746
6.91351, 210, 238.432, 35.331, 14.5602, -28.4322, 0, 238.432, 35.331, 35.331, 35.331, 35.331, 35.331, 35.331, 35.331, 35.331, 35.331, 35.331, 35.331, 35.331, 35.331, 35.3311, 35.331
6.9214, 306, 280.735, 35.2783, 17.5499, 25.2654, 0, 280.735, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783, 35.2783
6.92928, 354, 328.703, 35.2141, 18.868, 25.2969, 0, 328.703, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2141, 35.2142, 35.2141
6.93716, 416, 382.34, 35.136, 20.445, 33.6603, 0, 382.34, 35.136, 35.136, 35.136, 35.136, 35.136, 35.136, 35.136, 35.136, 35.136, 35.136, 35.136, 35.136, 35.136, 35.1361, 35.136
6.94504, 454, 441.432, 35.0409, 21.3542, 12.5682, 0, 441.432, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.0409, 35.041, 35.0409
6.95293, 546, 505.558, 34.9254, 23.4094, 40.4419, 0, 505.558, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9254, 34.9256, 34.9254
6.96081, 666, 574.061, 34.7859, 25.8457, 91.9393, 0, 574.06, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7859, 34.7861, 34.7859
6.96869, 612, 646.022, 34.6181, 24.779, -34.0222, 0, 646.022, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6181, 34.6184, 34.6181
6.97658, 704, 720.299, 34.4178, 26.5707, -16.2995, 0, 720.299, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4178, 34.4182, 34.4178
6.98446, 796, 795.525, 34.1804, 28.2489, 0.475281, 0, 795.524, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1804, 34.1808, 34.1804
6.99234, 772, 870.145, 33.9011, 27.8209, -98.1449, 0, 870.144, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9011, 33.9017, 33.9011
7.00022, 870, 942.975, 34.0803, 29.5296, -72.975, 0, 942.974, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0803, 34.0809, 34.0803
7.00811, 948, 1010.91, 33.3786, 30.8221, -62.9131, 0, 1010.91, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3786, 33.3794, 33.3786
7.01599, 1102, 1073.03, 32.631, 33.2265, 28.9723, 0, 1073.03, 32.631, 32.631, 32.631, 32.631, 32.631, 32.631, 32.631, 32.631, 32.631, 32.631, 32.631, 32.631, 32.631, 32.632, 32.631
7.02387, 1146, 1127.61, 31.839, 33.8821, 18.3889, 0, 1127.61, 31.839, 31.839, 31.839, 31.839, 31.839, 31.839, 31.839, 31.839, 31.839, 31.839, 31.839, 31.839, 31.839, 31.8402, 31.839
7.03176, 1120, 1173.11, 31.0048, 33.4963, -53.1121, 0, 1173.11, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0048, 31.0062, 31.0048
7.03964, 1072, 1208.19, 30.1322, 32.7719, -136.195, 0, 1208.19, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1322, 30.1337, 30.1322
7.04752, 1162, 1231.81, 29.2257, 34.1174, -69.8068, 0, 1231.8, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2257, 29.2275, 29.2257
7.0554, 1212, 1243.23, 28.2914, 34.8425, -31.2261, 0, 1243.22, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2914, 28.2934, 28.2914
7.06329, 1114, 1242.11, 27.3358, 33.4066, -128.108, 0, 1242.11, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.3358, 27.338, 27.3358
7.07117, 1124, 1228.49, 26.3666, 33.5559, -104.49, 0, 1228.49, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.3666, 26.369, 26.3666
7.07905, 1108, 1202.8, 25.392, 33.3167, -94.7954, 0, 1202.79, 25.392, 25.392, 25.392, 25.392, 25.392, 25.392, 25.392, 25.392, 25.392, 25.392, 25.392, 25.392, 25.392, 25.3948, 25.392
7.08694, 1050, 1165.81, 24.421, 32.4346, -115.809, 0, 1165.81, 24.421, 24.421, 24.421, 24.421, 24.421, 24.421, 24.421, 24.421, 24.421, 24.421, 24.421, 24.421, 24.421, 24.4239, 24.421
7.09482, 1010, 1118.63, 23.4623, 31.8119, -108.634, 0, 1118.63, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4623, 23.4654, 23.4623
7.1027, 986, 1062.64, 22.5244, 31.4325, -76.6375, 0, 1062.63, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5244, 22.5277, 22.5244
7.11059, 896, 999.394, 21.6156, 29.9666, -103.394, 0, 999.391, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6156, 21.6191, 21.6156
7.11847, 830, 930.599, 20.7433, 28.8444, -100.599, 0, 930.596, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7433, 20.7469, 20.7433
7.12635, 848, 857.985, 19.9134, 29.1548, -9.98474, 0, 857.981, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9134, 19.9171, 19.9134
7.13423, 772, 783.285, 19.131, 27.8209, -11.2848, 0, 783.281, 19.131, 19.131, 19.131, 19.131, 19.131, 19.131, 19.131, 19.131, 19.131, 19.131, 19.131, 19.131, 19.131, 19.1348, 19.131
7.14212, 712, 708.131, 18.3993, 26.7208, 3.86871, 0, 708.128, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.3993, 18.4031, 18.3993
7.15, 528, 634.017, 17.7207, 23.0217, -106.017, 0, 634.013, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7207, 17.7244, 17.7207
7.15788, 524, 562.243, 17.0954, 22.9347, -38.2433, 0, 562.24, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0954, 17.0991, 17.0954
7.16577, 404, 493.911, 16.523, 20.1494, -89.9114, 0, 493.908, 16.523, 16.523, 16.523, 16.523, 16.523, 16.523, 16.523, 16.523, 16.523, 16.523, 16.523, 16.523, 16.523, 16.5266, 16.523
7.17365, 348, 429.877, 16.002, 18.7083, -81.8768, 0, 429.873, 16.002, 16.002, 16.002, 16.002, 16.002, 16.002, 16.002, 16.002, 16.002, 16.002, 16.002, 16.002, 16.002, 16.0055, 16.002
7.18153, 348, 370.762, 15.5302, 18.7083, -22.7616, 0, 370.758, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5302, 15.5336, 15.5302
7.18941, 280, 316.976, 15.1043, 16.7929, -36.9757, 0, 316.973, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1043, 15.1075, 15.1043
7.1973, 236, 268.699, 14.7196, 15.4272, -32.6989, 0, 268.696, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7196, 14.7225, 14.7196
7.20518, 196, 225.941, 14.3709, 14.0712, -29.9414, 0, 225.939, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3709, 14.3737, 14.3709
7.21306, 174, 188.554, 14.0533, 13.2665, -14.5539, 0, 188.551, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0533, 14.0558, 14.0533
7.22095, 150, 156.271, 13.7614, 12.3288, -6.27139, 0, 156.269, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7614, 13.7637, 13.7614
7.22883, 136, 128.731, 13.4904, 11.7473, 7.2691, 0, 128.729, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4904, 13.4924, 13.4904
7.23671, 84, 105.51, 13.2359, 9.27362, -21.5103, 0, 105.508, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2359, 13.2377, 13.2359
7.24459, 60, 86.1577, 12.9939, 7.87401, -26.1577, 0, 86.1561, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9939, 12.9955, 12.9939
7.25248, 72, 70.2064, 12.7602, 8.60233, 1.79362, 0, 70.205, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7602, 12.7616, 12.7602
7.26036, 52, 57.1968, 12.531, 7.34847, -5.19678, 0, 57.1956, 12.531, 12.531, 12.531, 12.531, 12.531, 12.531, 12.531, 12.531, 12.531, 12.531, 12.531, 12.531, 12.531, 12.5322, 12.531
7.26824, 48, 46.6946, 12.3034, 7.07107, 1.30539, 0, 46.6936, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3034, 12.3044, 12.3034
7.27613, 30, 38.2983, 12.0741, 5.65685, -8.29835, 0, 38.2975, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.0741, 12.075, 12.0741
7.28401, 26, 31.6448, 11.841, 5.2915, -5.64477, 0, 31.644, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.841, 11.8418, 11.841
7.29189, 24, 26.414, 11.603, 5.09902, -2.41399, 0, 26.4134, 11.603, 11.603, 11.603, 11.603, 11.603, 11.603, 11.603, 11.603, 11.603, 11.603, 11.6031, 11.603, 11.603, 11.6036, 11.603
7.29978, 16, 22.0739, 11.1031, 4.24264, -6.07387, 0, 22.0734, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1031, 11.1036, 11.1031
7.30766, 8, 18.8892, 10.8407, 3.16228, -10.8892, 0, 18.8888, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8407, 10.8411, 10.8407
7.31554, 18, 16.4372, 10.5888, 4.47214, 1.56283, 0, 16.4368, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5888, 10.5892, 10.5888
7.32342, 10, 14.5489, 10.3399, 3.4641, -4.54892, 0, 14.5486, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3399, 10.3402, 10.3399
7.33131, 10, 13.0948, 10.0943, 3.4641, -3.09484, 0, 13.0946, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0943, 10.0945, 10.0943
7.33919, 8, 11.9701, 9.85124, 3.16228, -3.97008, 0, 11.9698, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.85124, 9.8515, 9.85124
7.34707, 10, 11.0933, 9.61117, 3.4641, -1.09327, 0, 11.093, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61117, 9.61144, 9.61117
7.35496, 6, 10.4016, 9.37451, 2.82843, -4.40156, 0, 10.4012, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37451, 9.37482, 9.37451
7.36284, 10, 9.84544, 9.14032, 3.4641, 0.15456, 0, 9.84505, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14032, 9.14071, 9.14032
7.37072, 18, 9.38878, 8.90909, 4.47214, 8.61122, 0, 9.38827, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90909, 8.90961, 8.90909
7.3786, 2, 9.13758, 8.81409, 2, -7.13758, 0, 9.13688, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81409, 8.81479, 8.81409
7.38649, 8, 8.93559, 8.71921, 3.16228, -0.935595, 0, 8.93463, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.71921, 8.72018, 8.71921
7.39437, 8, 8.76861, 8.62484, 3.16228, -0.768605, 0, 8.76727, 8.62484, 8.62484, 8.62484, 8.62484, 8.62484, 8.62484, 8.62484, 8.62484, 8.62484, 8.62484, 8.62485, 8.62484, 8.62484, 8.62617, 8.62484
7.40225, 14, 8.62642, 8.5313, 4, 5.37358, 0, 8.6246, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.5313, 8.53312, 8.5313
7.41014, 4, 8.50104, 8.438, 2.44949, -4.50104, 0, 8.49855, 8.438, 8.438, 8.438, 8.438, 8.438, 8.438, 8.438, 8.438, 8.438, 8.438, 8.438, 8.438, 8.438, 8.44048, 8.438
7.41802, 16, 8.3875, 8.34521, 4.24264, 7.6125, 0, 8.38415, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34521, 8.34856, 8.34521
7.4259, 10, 8.28241, 8.25311, 3.4641, 1.71759, 0, 8.27793, 8.25311, 8.25311, 8.25311, 8.25311, 8.25311, 8.25311, 8.25311, 8.25311, 8.25311, 8.25311, 8.25312, 8.25311, 8.25311, 8.2576, 8.25311
7.43378, 12, 8.18299, 8.16139, 3.74166, 3.81701, 0, 8.17706, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16139, 8.16732, 8.16139
7.44167, 6, 8.08776, 8.07017, 2.82843, -2.08776, 0, 8.07998, 8.07017, 8.07017, 8.07017, 8.07017, 8.07017, 8.07017, 8.07017, 8.07017, 8.07017, 8.07017, 8.07018, 8.07017, 8.07017, 8.07795, 8.07017
7.44955, 4, 7.99578, 7.97961, 2.44949, -3.99578, 0, 7.98569, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.97961, 7.9897, 7.97961
7.45743, 14, 7.90471, 7.88803, 4, 6.09529, 0, 7.89176, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.88803, 7.90098, 7.88803
7.46532, 10, 7.81363, 7.79491, 3.4641, 2.18637, 0, 7.79718, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.79491, 7.81136, 7.79491
7.4732, 6, 7.72131, 7.69926, 2.82843, -1.72131, 0, 7.70063, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.69926, 7.71994, 7.69926
7.48108, 6, 7.6275, 7.60095, 2.82843, -1.6275, 0, 7.60177, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.60095, 7.62668, 7.60095
7.48896, 10, 7.53262, 7.50045, 3.4641, 2.46738, 0, 7.50094, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.50045, 7.53214, 7.50045
7.49685, 2, 7.43736, 7.39846, 2, -5.43736, 0, 7.39874, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.39846, 7.43707, 7.39846
7.50473, 12, 7.34244, 7.2957, 3.74166, 4.65756, 0, 7.29587, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.2957, 7.34227, 7.2957
7.51261, 10, 7.24864, 7.19294, 3.4641, 2.75136, 0, 7.19304, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.19294, 7.24854, 7.19294
7.5205, 6, 7.15666, 7.09091, 2.82843, -1.15666, 0, 7.09096, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.09091, 7.15661, 7.09091
7.52838, 6, 7.13861, 7.06176, 2.82843, -1.13861, 0, 7.06178, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.06176, 7.13859, 7.06176
7.53626, 10, 7.11978, 7.03083, 3.4641, 2.88022, 0, 7.03084, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.03083, 7.11977, 7.03083
7.54414, 8, 7.09928, 6.99736, 3.16228, 0.900723, 0, 6.99737, 6.99736, 6.99736, 6.99736, 6.99736, 6.99736, 6.99736, 6.99736, 6.99736, 6.99736, 6.99736, 6.99737, 6.99736, 6.99736, 7.09927, 6.99736
7.55203, 4, 7.07684, 6.96126, 2.44949, -3.07684, 0, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 6.96126, 7.07684, 6.96126
7.55991, 4, 7.05069, 6.92093, 2.44949, -3.05069, 0, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 6.92093, 7.05068, 6.92093
7.56779, 8, 7.02014, 6.87594, 3.16228, 0.979855, 0, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 6.87594, 7.02014, 6.87594
7.57568, 10, 6.98606, 6.82743, 3.4641, 3.01394, 0, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.82743, 6.98606, 6.82743
7.58356, 6, 6.95001, 6.77726, 2.82843, -0.950008, 0, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.77726, 6.95001, 6.77726
7.59144, 14, 6.9135, 6.72727, 4, 7.0865, 0, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.72727, 6.9135, 6.72727
7.59932, 4, 6.92026, 6.72151, 2.44949, -2.92026, 0, 6.72151, 6.72151, 6.72151, 6.72151, 6.72151, 6.72151, 6.72151, 6.72151, 6.72151, 6.72151, 6.72151, 6.72152, 6.72151, 6.72151, 6.92026, 6.72151
7.60721, 10, 6.92551, 6.71553, 3.4641, 3.07449, 0, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.71553, 6.9255, 6.71553
7.61509, 6, 6.92917, 6.70954, 2.82843, -0.929168, 0, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.70954, 6.92917, 6.70954
