   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_195.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.50904, 116, 131.351, 7.29731, 10.8628, -15.351, 7.30437, 0, 7.29733, 7.29741, 7.29735, 7.45972, 7.30135, 7.29766, 7.30126, 18.9101, 117.098, 7.29731, 7.29731, 7.29731, 7.29731, 7.29731, 7.29731, 9.69538, 7.29731, 7.29822, 7.36056
2.51692, 94, 123.01, 7.34047, 9.79796, -29.0101, 7.34779, 0, 7.34049, 7.34057, 7.3405, 7.50288, 7.34451, 7.34083, 7.3444, 21.8878, 105.408, 7.34047, 7.34047, 7.34047, 7.34047, 7.34047, 7.34047, 10.1508, 7.34047, 7.34136, 7.40556
2.5248, 98, 115.681, 7.38897, 10, -17.6813, 7.39655, 0, 7.38899, 7.38906, 7.389, 7.55138, 7.39301, 7.38935, 7.39288, 25.3248, 94.0866, 7.38897, 7.38897, 7.38897, 7.38897, 7.38897, 7.38897, 10.8015, 7.38897, 7.38982, 7.45593
2.53269, 104, 109.455, 7.44329, 10.2956, -5.45527, 7.45113, 0, 7.44331, 7.44338, 7.44332, 7.6057, 7.44733, 7.44369, 7.44719, 29.2006, 83.189, 7.44329, 7.44329, 7.44329, 7.44329, 7.44329, 7.44329, 11.7038, 7.44329, 7.44409, 7.51219
2.54057, 96, 104.459, 7.50368, 9.8995, -8.45943, 7.5118, 0, 7.5037, 7.50378, 7.50371, 7.66609, 7.50772, 7.50412, 7.50757, 33.4672, 72.8245, 7.50368, 7.50368, 7.50368, 7.50368, 7.50368, 7.50368, 12.9243, 7.50368, 7.50443, 7.5746
2.54845, 92, 100.821, 7.57015, 9.69536, -8.8208, 7.57854, 0, 7.57017, 7.57024, 7.57018, 7.73256, 7.57419, 7.57064, 7.57404, 38.0443, 63.1243, 7.57015, 7.57015, 7.57015, 7.57015, 7.57015, 7.57015, 14.5394, 7.57015, 7.57084, 7.64323
2.55633, 94, 98.6338, 7.64253, 9.79796, -4.63377, 7.6512, 0, 7.64255, 7.64262, 7.64256, 7.80494, 7.64657, 7.64309, 7.64642, 42.8215, 54.2086, 7.64253, 7.64253, 7.64253, 7.64253, 7.64253, 7.64253, 16.6329, 7.64253, 7.64315, 7.718
2.56421, 80, 97.942, 7.72047, 9.05539, -17.942, 7.72942, 0, 7.7205, 7.72057, 7.72051, 7.88289, 7.72452, 7.72112, 7.72436, 47.6593, 46.1732, 7.72047, 7.72047, 7.72047, 7.72047, 7.72047, 7.72047, 19.2915, 7.72047, 7.72102, 7.79871
2.5721, 112, 98.7271, 7.80353, 10.6771, 13.2729, 7.81277, 0, 7.80355, 7.80363, 7.80357, 7.96594, 7.80757, 7.8043, 7.80742, 52.3963, 39.0753, 7.80353, 7.80353, 7.80353, 7.80353, 7.80353, 7.80353, 22.6, 7.80353, 7.80401, 7.88516
2.57998, 74, 100.908, 7.89117, 8.7178, -26.9077, 7.90069, 0, 7.89119, 7.89127, 7.89121, 8.05358, 7.89521, 7.89209, 7.89505, 56.8568, 32.9323, 7.89117, 7.89117, 7.89117, 7.89117, 7.89117, 7.89117, 26.6335, 7.89117, 7.89158, 7.97721
2.58786, 94, 104.342, 7.98282, 9.79796, -10.3424, 7.99263, 0, 7.98284, 7.98291, 7.98285, 8.14523, 7.98686, 7.98393, 7.9867, 60.8616, 27.7245, 7.98282, 7.98282, 7.98282, 7.98282, 7.98282, 7.98282, 31.4482, 7.98282, 7.98316, 8.0749
2.59574, 92, 108.84, 8.0779, 9.69536, -16.8404, 8.08801, 0, 8.07792, 8.078, 8.07794, 8.24031, 8.08194, 8.07928, 8.08178, 64.2409, 23.399, 8.0779, 8.0779, 8.0779, 8.0779, 8.0779, 8.0779, 37.0733, 8.0779, 8.07819, 8.1786
2.60363, 126, 114.17, 8.17586, 11.3137, 11.8299, 8.18626, 0, 8.17588, 8.17596, 8.17589, 8.33827, 8.1799, 8.17757, 8.17974, 66.8453, 19.8809, 8.17586, 8.17586, 8.17586, 8.17586, 8.17586, 8.17586, 43.4995, 8.17586, 8.1761, 8.28916
2.61151, 124, 120.073, 8.2762, 11.225, 3.92719, 8.2869, 0, 8.27622, 8.2763, 8.27623, 8.43861, 8.28024, 8.27833, 8.28008, 68.5583, 17.0787, 8.2762, 8.2762, 8.2762, 8.2762, 8.2762, 8.2762, 50.6727, 8.2762, 8.27639, 8.40813
2.61939, 124, 126.272, 8.37844, 11.225, -2.27223, 8.38945, 0, 8.37846, 8.37854, 8.37848, 8.54085, 8.38248, 8.3811, 8.38232, 69.3046, 14.8948, 8.37844, 8.37844, 8.37844, 8.37844, 8.37844, 8.37844, 58.4859, 8.37844, 8.37859, 8.53798
2.62727, 174, 132.486, 8.48219, 13.2665, 41.5138, 8.49351, 0, 8.48221, 8.48229, 8.48222, 8.6446, 8.48623, 8.4855, 8.48607, 69.0563, 13.2309, 8.48219, 8.48219, 8.48219, 8.48219, 8.48219, 8.48219, 66.7779, 8.48219, 8.48231, 8.68242
2.63516, 150, 138.435, 8.5871, 12.3288, 11.5646, 8.59874, 0, 8.58713, 8.5872, 8.58714, 8.74952, 8.59115, 8.59122, 8.59099, 67.8354, 11.9937, 8.5871, 8.5871, 8.5871, 8.5871, 8.5871, 8.58711, 75.3346, 8.5871, 8.58719, 8.84671
2.64304, 144, 143.853, 8.6929, 12.083, 0.147461, 8.70485, 0, 8.69292, 8.693, 8.69293, 8.85531, 8.69694, 8.69798, 8.69679, 65.7113, 11.0987, 8.6929, 8.6929, 8.6929, 8.6929, 8.6929, 8.6929, 83.8956, 8.6929, 8.69297, 9.03799
2.65092, 194, 148.491, 8.79934, 14, 45.5094, 8.81161, 0, 8.79936, 8.79943, 8.79937, 8.96175, 8.80338, 8.80557, 8.80323, 62.7959, 10.472, 8.79934, 8.79934, 8.79934, 8.79934, 8.79934, 8.79934, 92.166, 8.79934, 8.79939, 9.26562
2.6588, 184, 152.132, 8.90623, 13.6382, 31.8681, 8.91885, 0, 8.90625, 8.90633, 8.90626, 9.06864, 8.91027, 8.9138, 8.91012, 59.2342, 10.0512, 8.90623, 8.90623, 8.90623, 8.90623, 8.90623, 8.90623, 99.8329, 8.90623, 8.90627, 9.54152
2.66669, 172, 154.596, 9.01341, 13.1909, 17.4039, 9.02639, 0, 9.01343, 9.01351, 9.01344, 9.17582, 9.01745, 9.02252, 9.01731, 55.1939, 9.78508, 9.01341, 9.01341, 9.01341, 9.01341, 9.01341, 9.01341, 106.585, 9.01341, 9.01344, 9.88026
2.67457, 194, 155.749, 9.12076, 14, 38.2505, 9.13413, 0, 9.12078, 9.12086, 9.1208, 9.28318, 9.1248, 9.13161, 9.12467, 50.8528, 9.63282, 9.12076, 9.12076, 9.12076, 9.12076, 9.12076, 9.12076, 112.132, 9.12076, 9.12078, 10.2992
2.68245, 148, 155.512, 9.22816, 12.2474, -7.51213, 9.24198, 0, 9.22818, 9.22826, 9.2282, 9.39058, 9.2322, 9.24091, 9.23208, 46.3883, 9.56275, 9.22816, 9.22816, 9.22816, 9.22816, 9.22816, 9.22816, 116.231, 9.22816, 9.22818, 10.8179
2.69033, 170, 153.864, 9.33553, 13.1149, 16.1359, 9.34988, 0, 9.33555, 9.33563, 9.33556, 9.49794, 9.33957, 9.35034, 9.33946, 41.9648, 9.55081, 9.33553, 9.33553, 9.33553, 9.33553, 9.33553, 9.33553, 118.697, 9.33553, 9.33554, 11.4582
2.69821, 152, 150.849, 9.44277, 12.4097, 1.15103, 9.4578, 0, 9.44279, 9.44287, 9.44281, 9.60518, 9.44681, 9.45974, 9.44672, 37.7272, 9.57918, 9.44277, 9.44277, 9.44277, 9.44277, 9.44277, 9.44277, 119.426, 9.44277, 9.44278, 12.2425
2.7061, 146, 146.572, 9.54981, 12.1655, -0.572449, 9.56577, 0, 9.54984, 9.54991, 9.54985, 9.71223, 9.55385, 9.569, 9.55378, 33.7933, 9.63494, 9.54981, 9.54981, 9.54981, 9.54981, 9.54981, 9.54981, 118.395, 9.54981, 9.54982, 13.1926
2.71398, 130, 141.198, 9.65658, 11.4891, -11.1981, 9.67383, 0, 9.6566, 9.65668, 9.65662, 9.819, 9.66062, 9.67798, 9.66058, 30.2506, 9.7089, 9.65658, 9.65658, 9.65658, 9.65658, 9.65658, 9.65658, 115.671, 9.65658, 9.65659, 14.3283
2.72186, 146, 134.938, 9.763, 12.1655, 11.0615, 9.78213, 0, 9.76303, 9.7631, 9.76304, 9.92542, 9.76705, 9.78652, 9.76703, 27.1563, 9.79467, 9.763, 9.763, 9.763, 9.763, 9.763, 9.76301, 111.399, 9.763, 9.76301, 15.6642
2.72974, 118, 128.04, 9.86902, 10.9545, -10.04, 9.89092, 0, 9.86904, 9.86911, 9.86905, 10.0314, 9.87306, 9.8945, 9.87308, 24.5372, 9.88789, 9.86902, 9.86902, 9.86902, 9.86902, 9.86902, 9.86902, 105.795, 9.86902, 9.86902, 17.2087
2.73763, 120, 120.769, 9.97455, 11.0454, -0.769089, 10.0006, 0, 9.97457, 9.97465, 9.97458, 10.137, 9.97859, 10.0018, 9.97867, 22.3943, 9.98564, 9.97455, 9.97455, 9.97455, 9.97455, 9.97455, 9.97455, 99.1287, 9.97455, 9.97455, 18.9601
2.74551, 122, 113.392, 10.0796, 11.1355, 8.60841, 10.1117, 0, 10.0796, 10.0796, 10.0796, 10.242, 10.0836, 10.1082, 10.0837, 20.7055, 10.086, 10.0796, 10.0796, 10.0796, 10.0796, 10.0796, 10.0796, 91.7013, 10.0796, 10.0796, 20.9059
2.75339, 124, 106.158, 10.184, 11.225, 17.842, 10.2251, 0, 10.184, 10.1841, 10.184, 10.3464, 10.188, 10.2136, 10.1882, 19.432, 10.1876, 10.184, 10.184, 10.184, 10.184, 10.184, 10.184, 83.8288, 10.184, 10.184, 23.0197
2.76127, 100, 99.2842, 10.2877, 10.0995, 0.715767, 10.3419, 0, 10.2878, 10.2878, 10.2878, 10.4502, 10.2918, 10.3181, 10.2921, 18.5221, 10.2898, 10.2877, 10.2877, 10.2877, 10.2877, 10.2877, 10.2877, 75.8182, 10.2877, 10.2878, 25.2619
2.76916, 92, 92.9431, 10.3908, 9.69536, -0.943062, 10.4637, 0, 10.3909, 10.3909, 10.3909, 10.5533, 10.3949, 10.4214, 10.3953, 17.9169, 10.392, 10.3908, 10.3908, 10.3908, 10.3908, 10.3908, 10.3908, 67.9535, 10.3908, 10.3909, 27.5788
2.77704, 94, 87.2536, 10.4932, 9.79796, 6.74644, 10.5923, 0, 10.4932, 10.4933, 10.4933, 10.6556, 10.4973, 10.5235, 10.4978, 17.5541, 10.4938, 10.4932, 10.4932, 10.4932, 10.4932, 10.4932, 10.4932, 60.4798, 10.4932, 10.4933, 29.9049
2.78492, 96, 82.2799, 10.5949, 9.8995, 13.7201, 10.7303, 0, 10.5949, 10.595, 10.5949, 10.7573, 10.5989, 10.6244, 10.5995, 17.3721, 10.5952, 10.5949, 10.5949, 10.5949, 10.5949, 10.5949, 10.5949, 53.5955, 10.5949, 10.5949, 32.1653
2.7928, 56, 78.0336, 10.6957, 7.61577, -22.0336, 10.8807, 0, 10.6957, 10.6958, 10.6957, 10.8581, 10.6997, 10.7241, 10.7005, 17.3129, 10.6958, 10.6957, 10.6957, 10.6957, 10.6957, 10.6957, 10.6957, 47.4472, 10.6957, 10.6958, 34.2797
2.80069, 68, 74.4802, 10.7956, 8.3666, -6.48018, 11.0467, 0, 10.7956, 10.7957, 10.7956, 10.958, 10.7996, 10.8225, 10.8006, 17.3244, 10.7957, 10.7956, 10.7956, 10.7956, 10.7956, 10.7956, 10.7956, 42.1299, 10.7956, 10.7958, 36.1673
2.80857, 80, 71.5497, 10.8946, 9.05539, 8.45032, 11.2323, 0, 10.8946, 10.8946, 10.8946, 11.057, 10.8986, 10.9197, 10.8997, 17.3621, 10.8946, 10.8946, 10.8946, 10.8946, 10.8946, 10.8946, 10.8946, 37.6897, 10.8946, 10.8948, 37.7521
2.81645, 86, 69.1482, 10.9923, 9.38083, 16.8518, 11.4415, 0, 10.9924, 10.9924, 10.9924, 11.1547, 10.9964, 11.0155, 10.9976, 17.3902, 10.9924, 10.9923, 10.9923, 10.9923, 10.9923, 10.9923, 10.9923, 34.1298, 10.9923, 10.9927, 38.9682
2.82433, 84, 67.1702, 11.0887, 9.27362, 16.8298, 11.6785, 0, 11.0887, 11.0888, 11.0887, 11.2511, 11.0927, 11.1097, 11.0942, 17.3818, 11.0887, 11.0887, 11.0887, 11.0887, 11.0887, 11.0887, 11.0887, 31.4177, 11.0887, 11.0892, 39.7648
2.83221, 50, 65.5104, 11.1833, 7.2111, -15.5104, 11.9469, 0, 11.1833, 11.1834, 11.1833, 11.3457, 11.1873, 11.202, 11.1891, 17.3189, 11.1833, 11.1833, 11.1833, 11.1833, 11.1833, 11.1833, 11.1833, 29.4934, 11.1833, 11.184, 40.1093
2.8401, 56, 64.0722, 11.2756, 7.61577, -8.07219, 12.25, 0, 11.2757, 11.2757, 11.2757, 11.4381, 11.2797, 11.2921, 11.2816, 17.1918, 11.2757, 11.2756, 11.2756, 11.2756, 11.2756, 11.2756, 11.2756, 28.2765, 11.2756, 11.2767, 39.9908
2.84798, 44, 62.7745, 11.3651, 6.78233, -18.7745, 12.5895, 0, 11.3651, 11.3652, 11.3651, 11.5275, 11.3691, 11.3794, 11.3713, 16.998, 11.3651, 11.3651, 11.3651, 11.3651, 11.3651, 11.3651, 11.3651, 27.674, 11.3651, 11.3664, 39.4197
2.85586, 62, 61.5553, 11.4507, 8, 0.444733, 12.9659, 0, 11.4508, 11.4508, 11.4508, 11.6131, 11.4548, 11.463, 11.4572, 16.7412, 11.4507, 11.4507, 11.4507, 11.4507, 11.4507, 11.4507, 11.4507, 27.5858, 11.4507, 11.4526, 38.4275
2.86374, 64, 60.3718, 11.5316, 8.12404, 3.62821, 13.3771, 0, 11.5316, 11.5317, 11.5316, 11.694, 11.5356, 11.5419, 11.5384, 16.4294, 11.5316, 11.5316, 11.5316, 11.5316, 11.5316, 11.5316, 11.5316, 27.9101, 11.5316, 11.534, 37.0637
2.87163, 60, 59.199, 11.6064, 7.87401, 0.80101, 13.819, 0, 11.6064, 11.6065, 11.6064, 11.7688, 11.6104, 11.615, 11.6135, 16.0741, 11.6064, 11.6064, 11.6064, 11.6064, 11.6064, 11.6064, 11.6064, 28.5476, 11.6064, 11.6095, 35.3921
2.87951, 72, 58.0257, 11.6737, 8.60233, 13.9743, 14.2844, 0, 11.6737, 11.6738, 11.6737, 11.8361, 11.6777, 11.6807, 11.6811, 15.6878, 11.6737, 11.6737, 11.6737, 11.6737, 11.6737, 11.6737, 11.6737, 29.4039, 11.6737, 11.6776, 33.4856
2.88739, 40, 56.8507, 11.7318, 6.48074, -16.8507, 14.7632, 0, 11.7318, 11.7319, 11.7318, 11.8942, 11.7358, 11.7375, 11.7395, 15.2837, 11.7318, 11.7318, 11.7318, 11.7318, 11.7318, 11.7318, 11.7318, 30.3921, 11.7318, 11.7367, 31.422
2.89527, 70, 55.677, 11.7789, 8.48528, 14.323, 15.243, 0, 11.779, 11.779, 11.779, 11.9414, 11.783, 11.7836, 11.7871, 14.8739, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.779, 31.4344, 11.7789, 11.7849, 29.2773
2.90316, 64, 54.509, 11.8133, 8.12404, 9.491, 15.7086, 0, 11.8133, 11.8134, 11.8133, 11.9757, 11.8174, 11.817, 11.8218, 14.4687, 11.8133, 11.8133, 11.8133, 11.8133, 11.8133, 11.8133, 11.8133, 32.4629, 11.8133, 11.8205, 27.1228
2.91104, 58, 53.3485, 11.833, 7.74597, 4.65152, 16.1436, 0, 11.8331, 11.8331, 11.8331, 11.9955, 11.8371, 11.8359, 11.8419, 14.0763, 11.833, 11.833, 11.833, 11.833, 11.833, 11.833, 11.833, 33.4204, 11.833, 11.8416, 25.0204
2.91892, 62, 52.193, 11.8364, 8, 9.807, 16.5308, 0, 11.8364, 11.8365, 11.8365, 11.9988, 11.8405, 11.8387, 11.8456, 13.7025, 11.8364, 11.8364, 11.8364, 11.8364, 11.8364, 11.8364, 11.8364, 34.2601, 11.8364, 11.8464, 23.0208
2.9268, 60, 51.0348, 11.8219, 7.87401, 8.96521, 16.8531, 0, 11.8219, 11.822, 11.822, 11.9843, 11.826, 11.8237, 11.8315, 13.3504, 11.8219, 11.8219, 11.8219, 11.8219, 11.8219, 11.8219, 11.8219, 34.9457, 11.8219, 11.8334, 21.1619
2.93468, 58, 49.8617, 11.7884, 7.74597, 8.1383, 17.0953, 0, 11.7884, 11.7885, 11.7885, 11.9508, 11.7925, 11.7898, 11.7984, 13.0212, 11.7884, 11.7884, 11.7884, 11.7884, 11.7884, 11.7884, 11.7884, 35.4508, 11.7884, 11.8014, 19.4687
2.94257, 82, 48.6579, 11.7352, 9.16515, 33.3421, 17.2444, 0, 11.7352, 11.7353, 11.7352, 11.8976, 11.7393, 11.7363, 11.7457, 12.7143, 11.7352, 11.7352, 11.7352, 11.7352, 11.7352, 11.7352, 11.7352, 35.7578, 11.7352, 11.7496, 17.9543
2.95045, 70, 47.4058, 11.6622, 8.48528, 22.5942, 17.2914, 0, 11.6622, 11.6623, 11.6622, 11.8246, 11.6662, 11.663, 11.6731, 12.428, 11.6622, 11.6622, 11.6622, 11.6622, 11.6622, 11.6622, 11.6622, 35.8574, 11.6622, 11.678, 16.6215
2.95833, 52, 46.0884, 11.5698, 7.34847, 5.91159, 17.2312, 0, 11.5698, 11.5699, 11.5699, 11.7322, 11.5739, 11.5705, 11.5812, 12.1597, 11.5698, 11.5698, 11.5698, 11.5698, 11.5698, 11.5698, 11.5698, 35.7468, 11.5698, 11.5868, 15.4646
2.96621, 56, 44.6909, 11.4593, 7.61577, 11.3091, 17.064, 0, 11.4593, 11.4594, 11.4593, 11.6217, 11.4633, 11.4599, 11.4711, 11.9067, 11.4593, 11.4593, 11.4593, 11.4593, 11.4593, 11.4593, 11.4593, 35.4294, 11.4593, 11.4773, 14.4717
2.9741, 60, 43.2027, 11.3324, 7.87401, 16.7973, 16.7944, 0, 11.3325, 11.3325, 11.3325, 11.4948, 11.3365, 11.3329, 11.3447, 11.6667, 11.3324, 11.3324, 11.3324, 11.3324, 11.3324, 11.3324, 11.3324, 34.9133, 11.3324, 11.3512, 13.6273
2.98198, 38, 41.6185, 11.1916, 6.32456, -3.61852, 16.4319, 0, 11.1917, 11.1917, 11.1917, 11.3541, 11.1957, 11.1921, 11.2044, 11.4376, 11.1916, 11.1916, 11.1916, 11.1916, 11.1916, 11.1916, 11.1916, 34.2111, 11.1916, 11.211, 12.9137
2.98986, 56, 39.9394, 11.0399, 7.61577, 16.0606, 15.9899, 0, 11.0399, 11.04, 11.0399, 11.2023, 11.0439, 11.0403, 11.0531, 11.2181, 11.0399, 11.0399, 11.0399, 11.0399, 11.0399, 11.0399, 11.0399, 33.3386, 11.0399, 11.0594, 12.3127
2.99774, 48, 38.173, 10.8804, 7.07107, 9.82705, 15.4845, 0, 10.8804, 10.8805, 10.8804, 11.0428, 10.8844, 10.8808, 10.8941, 11.0076, 10.8804, 10.8804, 10.8804, 10.8804, 10.8804, 10.8804, 10.8804, 32.3146, 10.8804, 10.8998, 11.8071
3.00563, 40, 36.3329, 10.7166, 6.48074, 3.66714, 14.9342, 0, 10.7166, 10.7167, 10.7167, 10.879, 10.7207, 10.717, 10.7308, 10.8061, 10.7166, 10.7166, 10.7166, 10.7166, 10.7166, 10.7166, 10.7166, 31.1608, 10.7166, 10.7356, 11.3813
3.01351, 52, 34.4385, 10.5522, 7.34847, 17.5615, 14.358, 0, 10.5522, 10.5523, 10.5522, 10.7146, 10.5562, 10.5526, 10.5669, 10.6142, 10.5522, 10.5522, 10.5522, 10.5522, 10.5522, 10.5522, 10.5522, 29.9008, 10.5522, 10.5705, 11.0219
3.02139, 36, 32.5135, 10.3903, 6.16441, 3.48649, 13.7744, 0, 10.3903, 10.3904, 10.3903, 10.5527, 10.3943, 10.3908, 10.4055, 10.4326, 10.3903, 10.3903, 10.3903, 10.3903, 10.3903, 10.3903, 10.3903, 28.5604, 10.3903, 10.4077, 10.7173
3.02927, 52, 30.5846, 10.234, 7.34847, 21.4154, 13.2007, 0, 10.234, 10.2341, 10.234, 10.3964, 10.2381, 10.2345, 10.2498, 10.2625, 10.234, 10.234, 10.234, 10.234, 10.234, 10.234, 10.234, 27.166, 10.234, 10.2503, 10.4583
3.03716, 30, 28.68, 10.0858, 5.65685, 1.31997, 12.6518, 0, 10.0859, 10.0859, 10.0859, 10.2483, 10.0899, 10.0864, 10.1022, 10.1047, 10.0858, 10.0858, 10.0858, 10.0858, 10.0858, 10.0858, 10.0858, 25.7452, 10.0858, 10.1008, 10.2374
3.04504, 32, 26.8275, 9.9477, 5.83095, 5.17246, 12.1399, 0, 9.94772, 9.9478, 9.94773, 10.1101, 9.95174, 9.94835, 9.96458, 9.96001, 9.9477, 9.9477, 9.9477, 9.9477, 9.9477, 9.9477, 9.9477, 24.3243, 9.9477, 9.96124, 10.0487
3.05292, 14, 25.0536, 9.82091, 4, -11.0536, 11.6742, 0, 9.82093, 9.82101, 9.82094, 9.98332, 9.82495, 9.82166, 9.83836, 9.82883, 9.82091, 9.82091, 9.82091, 9.82091, 9.82091, 9.82091, 9.82091, 22.9293, 9.82091, 9.83298, 9.88716
3.0608, 26, 23.3811, 9.70615, 5.2915, 2.61893, 11.2604, 0, 9.70617, 9.70624, 9.70618, 9.86856, 9.71019, 9.70701, 9.72416, 9.71116, 9.70615, 9.70615, 9.70615, 9.70615, 9.70615, 9.70615, 9.70615, 21.5829, 9.70615, 9.71675, 9.74899
3.06868, 18, 21.8292, 9.60352, 4.47214, -3.82919, 10.9015, 0, 9.60354, 9.60362, 9.60355, 9.76593, 9.60756, 9.60452, 9.62212, 9.60665, 9.60352, 9.60352, 9.60352, 9.60352, 9.60352, 9.60352, 9.60352, 20.3054, 9.60352, 9.61269, 9.63083
3.07657, 34, 20.4118, 9.51263, 6, 13.5882, 10.5978, 0, 9.51265, 9.51272, 9.51266, 9.67504, 9.51667, 9.51379, 9.53181, 9.51455, 9.51263, 9.51263, 9.51263, 9.51263, 9.51263, 9.51263, 9.51263, 19.1128, 9.51263, 9.52043, 9.52978
3.08445, 0, 19.1377, 9.4327, 1.41421, -19.1377, 10.3472, 0, 9.43272, 9.4328, 9.43273, 9.59511, 9.43674, 9.43405, 9.45248, 9.43387, 9.4327, 9.4327, 9.4327, 9.4327, 9.4327, 9.4327, 9.4327, 18.0171, 9.4327, 9.43925, 9.44332
3.09233, 4, 18.0103, 9.36272, 2.44949, -14.0103, 10.1461, 0, 9.36275, 9.36282, 9.36276, 9.52514, 9.36677, 9.36429, 9.38311, 9.36342, 9.36272, 9.36272, 9.36272, 9.36272, 9.36272, 9.36272, 9.36273, 17.0258, 9.36272, 9.36813, 9.3692
3.10021, 16, 17.0279, 9.30157, 4.24264, -1.02792, 9.98974, 0, 9.30159, 9.30167, 9.3016, 9.46398, 9.30561, 9.30337, 9.32257, 9.30198, 9.30157, 9.30157, 9.30157, 9.30157, 9.30157, 9.30157, 9.30157, 16.1416, 9.30157, 9.30597, 9.30547
3.1081, 16, 16.1845, 9.24812, 4.24264, -0.184471, 9.87242, 0, 9.24814, 9.24822, 9.24815, 9.41053, 9.25216, 9.25017, 9.26974, 9.24836, 9.24812, 9.24812, 9.24812, 9.24812, 9.24812, 9.24812, 9.24812, 15.3638, 9.24812, 9.25165, 9.25043
3.11598, 8, 15.4701, 9.20137, 3.16228, -7.47012, 9.78825, 0, 9.20139, 9.20146, 9.2014, 9.36378, 9.20541, 9.20369, 9.22362, 9.2015, 9.20137, 9.20137, 9.20137, 9.20137, 9.20137, 9.20137, 9.20137, 14.6878, 9.20137, 9.20415, 9.20272
3.12386, 10, 14.8725, 9.16051, 3.4641, -4.87245, 9.73136, 0, 9.16053, 9.16061, 9.16054, 9.32292, 9.16455, 9.16312, 9.1834, 9.16059, 9.16051, 9.16051, 9.16051, 9.16051, 9.16051, 9.16051, 9.16051, 14.1065, 9.16051, 9.16268, 9.16129
3.13174, 10, 14.3771, 9.12499, 3.4641, -4.37715, 9.69611, 0, 9.12502, 9.12509, 9.12503, 9.28741, 9.12903, 9.12788, 9.14853, 9.12504, 9.12499, 9.12499, 9.12499, 9.12499, 9.12499, 9.12499, 9.12499, 13.6108, 9.12499, 9.12665, 9.12544
3.13963, 4, 13.9692, 9.09451, 2.44949, -9.96915, 9.67735, 0, 9.09453, 9.0946, 9.09454, 9.25692, 9.09855, 9.09768, 9.11869, 9.09453, 9.09451, 9.09451, 9.09451, 9.09451, 9.09451, 9.09451, 9.09451, 13.1908, 9.09451, 9.09576, 9.09475
3.14751, 16, 13.6334, 9.06898, 4.24264, 2.36664, 9.67049, 0, 9.06901, 9.06908, 9.06902, 9.2314, 9.07302, 9.07242, 9.09383, 9.069, 9.06898, 9.06898, 9.06898, 9.06898, 9.06898, 9.06898, 9.06898, 12.8359, 9.06898, 9.06991, 9.06912
3.15539, 16, 13.3554, 9.04856, 4.24264, 2.64458, 9.67157, 0, 9.04858, 9.04866, 9.0486, 9.21098, 9.0526, 9.05224, 9.07408, 9.04857, 9.04856, 9.04856, 9.04856, 9.04856, 9.04856, 9.04856, 9.04856, 12.5359, 9.04856, 9.04924, 9.04864
3.16327, 12, 13.1223, 9.03353, 3.74166, -1.12225, 9.67732, 0, 9.03355, 9.03363, 9.03356, 9.19594, 9.03757, 9.03742, 9.05972, 9.03353, 9.03353, 9.03353, 9.03353, 9.03353, 9.03353, 9.03353, 9.03353, 12.2812, 9.03353, 9.03402, 9.03357
3.17116, 10, 12.9225, 9.02425, 3.4641, -2.92246, 9.68514, 0, 9.02427, 9.02435, 9.02429, 9.18666, 9.02829, 9.02831, 9.05112, 9.02425, 9.02425, 9.02425, 9.02425, 9.02425, 9.02425, 9.02425, 9.02425, 12.0636, 9.02425, 9.0246, 9.02427
3.17904, 8, 12.7465, 9.02112, 3.16228, -4.74653, 9.69312, 0, 9.02114, 9.02122, 9.02116, 9.18353, 9.02516, 9.0253, 9.04869, 9.02112, 9.02112, 9.02112, 9.02112, 9.02112, 9.02112, 9.02112, 9.02112, 11.8759, 9.02112, 9.02137, 9.02113
3.18692, 14, 12.587, 9.02449, 4, 1.41302, 9.69993, 0, 9.02451, 9.02459, 9.02452, 9.1869, 9.02853, 9.02874, 9.05275, 9.02449, 9.02449, 9.02449, 9.02449, 9.02449, 9.02449, 9.02449, 9.02449, 11.7122, 9.02449, 9.02466, 9.02449
3.1948, 12, 12.4382, 9.0346, 3.74166, -0.438201, 9.70485, 0, 9.03463, 9.0347, 9.03464, 9.19702, 9.03864, 9.03887, 9.06358, 9.0346, 9.0346, 9.0346, 9.0346, 9.0346, 9.0346, 9.0346, 9.0346, 11.568, 9.0346, 9.03472, 9.03461
3.20269, 16, 12.2965, 9.05161, 4.24264, 3.70355, 9.70767, 0, 9.05163, 9.05171, 9.05164, 9.21402, 9.05565, 9.05583, 9.0813, 9.05161, 9.05161, 9.05161, 9.05161, 9.05161, 9.05161, 9.05161, 9.05161, 11.4398, 9.05161, 9.05169, 9.05161
3.21057, 6, 12.1595, 9.07548, 2.82843, -6.15953, 9.70862, 0, 9.07551, 9.07558, 9.07552, 9.2379, 9.07953, 9.07961, 9.1059, 9.07548, 9.07548, 9.07548, 9.07548, 9.07548, 9.07548, 9.07548, 9.07549, 11.3252, 9.07548, 9.07555, 9.07549
