   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_307.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0297903, 614, 0, 0, 24.8193, 614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0219099, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0140295, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00614905, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00173135, 0, 6.46489e-23, 0, 1.41421, -6.46489e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40723e-26, 0, 0, 3.58214e-28, 0, 9.33336e-27, 0, 6.46151e-23, 0, 0, 0
0.00961176, 0, 1.68827e-22, 0, 1.41421, -1.68827e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28632e-26, 0, 0, 9.50476e-28, 0, 2.49988e-26, 0, 1.68738e-22, 0, 0, 0
0.0174922, 0, 4.3076e-22, 0, 1.41421, -4.3076e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60394e-25, 0, 0, 2.46402e-27, 0, 6.52913e-26, 0, 4.30532e-22, 0, 0, 0
0.0253726, 0, 1.07589e-21, 0, 1.41421, -1.07589e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0061e-25, 0, 0, 6.25296e-27, 0, 1.66664e-25, 0, 1.07532e-21, 0, 0, 0
0.033253, 0, 2.63468e-21, 0, 1.41421, -2.63468e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.81022e-25, 0, 0, 1.55581e-26, 0, 4.16578e-25, 0, 2.63327e-21, 0, 0, 0
0.0411334, 0, 6.3341e-21, 0, 1.41421, -6.3341e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35849e-24, 0, 0, 3.80046e-26, 0, 1.0212e-24, 0, 6.33068e-21, 0, 0, 0
0.0490138, 0, 1.49669e-20, 0, 1.41421, -1.49669e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57288e-24, 0, 0, 9.1249e-26, 0, 2.45842e-24, 0, 1.49588e-20, 0, 0, 0
0.0568942, 0, 3.66441e-20, 0, 1.41421, -3.66441e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36443e-23, 0, 0, 2.28861e-25, 0, 6.17847e-24, 0, 3.6624e-20, 0, 0, 0
0.0647746, 0, 8.34413e-20, 0, 1.41421, -8.34413e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10689e-23, 0, 0, 5.2957e-25, 0, 1.4312e-23, 0, 8.33954e-20, 0, 0, 0
0.072655, 0, 1.87326e-19, 0, 1.41421, -1.87326e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97495e-23, 0, 0, 1.20822e-24, 0, 3.26735e-23, 0, 1.87222e-19, 0, 0, 0
0.0805354, 0, 4.14868e-19, 0, 1.41421, -4.14868e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54473e-22, 0, 0, 2.71958e-24, 0, 7.35632e-23, 0, 4.14638e-19, 0, 0, 0
0.0884158, 0, 9.06876e-19, 0, 1.41421, -9.06876e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37667e-22, 0, 0, 6.04272e-24, 0, 1.63441e-22, 0, 9.06368e-19, 0, 0, 0
0.0962963, 0, 1.95756e-18, 0, 1.41421, -1.95756e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28875e-22, 0, 0, 1.32601e-23, 0, 3.58536e-22, 0, 1.95645e-18, 0, 0, 0
0.104177, 0, 4.17434e-18, 0, 1.41421, -4.17434e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55427e-21, 0, 0, 2.87494e-23, 0, 7.76928e-22, 0, 4.17198e-18, 0, 0, 0
0.112057, 0, 8.79687e-18, 0, 1.41421, -8.79687e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27541e-21, 0, 0, 6.16092e-23, 0, 1.66376e-21, 0, 8.79187e-18, 0, 0, 0
0.119937, 0, 1.83266e-17, 0, 1.41421, -1.83266e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82366e-21, 0, 0, 1.30541e-22, 0, 3.52235e-21, 0, 1.83161e-17, 0, 0, 0
0.127818, 0, 3.77554e-17, 0, 1.41421, -3.77554e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40577e-20, 0, 0, 2.73571e-22, 0, 7.37492e-21, 0, 3.77337e-17, 0, 0, 0
0.135698, 0, 7.69373e-17, 0, 1.41421, -7.69373e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86463e-20, 0, 0, 5.67201e-22, 0, 1.52758e-20, 0, 7.68928e-17, 0, 0, 0
0.143579, 0, 1.55118e-16, 0, 1.41421, -1.55118e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77554e-20, 0, 0, 1.16375e-21, 0, 3.13114e-20, 0, 1.55027e-16, 0, 0, 0
0.151459, 0, 3.09493e-16, 0, 1.41421, -3.09493e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15234e-19, 0, 0, 2.36341e-21, 0, 6.35285e-20, 0, 3.09312e-16, 0, 0, 0
0.15934, 0, 6.11216e-16, 0, 1.41421, -6.11216e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27574e-19, 0, 0, 4.75198e-21, 0, 1.27618e-19, 0, 6.10856e-16, 0, 0, 0
0.16722, 0, 1.19502e-15, 0, 1.41421, -1.19502e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44939e-19, 0, 0, 9.46136e-21, 0, 2.53886e-19, 0, 1.19431e-15, 0, 0, 0
0.1751, 0, 2.31349e-15, 0, 1.41421, -2.31349e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.61372e-19, 0, 0, 1.86576e-20, 0, 5.00314e-19, 0, 2.31211e-15, 0, 0, 0
0.182981, 0, 4.43549e-15, 0, 1.41421, -4.43549e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65144e-18, 0, 0, 3.64469e-20, 0, 9.76823e-19, 0, 4.43282e-15, 0, 0, 0
0.190861, 0, 8.42288e-15, 0, 1.41421, -8.42288e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13602e-18, 0, 0, 7.05403e-20, 0, 1.88992e-18, 0, 8.41778e-15, 0, 0, 0
0.198742, 0, 1.58448e-14, 0, 1.41421, -1.58448e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.89931e-18, 0, 0, 1.35287e-19, 0, 3.6242e-18, 0, 1.58351e-14, 0, 0, 0
0.206622, 0, 2.95307e-14, 0, 1.41421, -2.95307e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09948e-17, 0, 0, 2.57144e-19, 0, 6.88967e-18, 0, 2.95126e-14, 0, 0, 0
0.214502, 0, 5.45348e-14, 0, 1.41421, -5.45348e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0304e-17, 0, 0, 4.8449e-19, 0, 1.29861e-17, 0, 5.4501e-14, 0, 0, 0
0.222383, 0, 9.98006e-14, 0, 1.41421, -9.98006e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71568e-17, 0, 0, 9.04979e-19, 0, 2.42729e-17, 0, 9.97382e-14, 0, 0, 0
