   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_180.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.90857, 28, 32.3051, 0.840457, 5.47723, -4.30512, 0.00100699, 0.84046, 0.84049, 1.07015, 0.846143, 0.841302, 1.08063, 0.851045, 0.864925, 0.945033, 31.6744, 0.84091, 0.840457, 0.840457, 0.840457, 0.840459, 0.851146, 0.840457, 0.840457, 0.843931
1.91645, 20, 25.0134, 0.869231, 4.69042, -5.01338, 0.000862803, 0.869234, 0.869264, 1.10172, 0.874981, 0.870083, 1.13001, 0.880065, 0.895139, 0.999534, 24.3317, 0.869637, 0.869231, 0.869231, 0.869231, 0.869233, 0.880057, 0.869231, 0.869231, 0.872726
1.92434, 22, 19.3851, 0.899851, 4.89898, 2.61494, 0.000732469, 0.899854, 0.899885, 1.13466, 0.905654, 0.900709, 1.17836, 0.910971, 0.927233, 1.05955, 18.652, 0.900213, 0.899851, 0.899851, 0.899851, 0.899853, 0.91082, 0.899851, 0.899851, 0.903364
1.93222, 32, 15.0641, 0.932277, 5.83095, 16.9359, 0.000616112, 0.93228, 0.932311, 1.16896, 0.938122, 0.933139, 1.2248, 0.94373, 0.961165, 1.12471, 14.2804, 0.932598, 0.932277, 0.932277, 0.932277, 0.932279, 0.943395, 0.932277, 0.932277, 0.935804
1.94011, 14, 11.7657, 0.966444, 4, 2.23434, 0.000513486, 0.966448, 0.966479, 1.20463, 0.972324, 0.96731, 1.26857, 0.978289, 0.996871, 1.19431, 10.9333, 0.966728, 0.966444, 0.966444, 0.966444, 0.966446, 0.977721, 0.966444, 0.966444, 0.969983
1.94799, 4, 9.26352, 1.00228, 2.44949, -5.26352, 0.000424032, 1.00228, 1.00231, 1.24163, 1.00818, 1.00315, 1.30909, 1.01458, 1.03427, 1.26738, 8.38589, 1.00253, 1.00228, 1.00228, 1.00228, 1.00228, 1.01373, 1.00228, 1.00228, 1.00582
1.95588, 14, 7.37955, 1.03969, 4, 6.62045, 0.000346955, 1.03969, 1.03972, 1.27994, 1.04561, 1.04056, 1.34605, 1.05252, 1.07328, 1.34267, 6.46126, 1.0399, 1.03969, 1.03969, 1.03969, 1.03969, 1.05133, 1.03969, 1.03969, 1.04324
1.96376, 6, 5.97339, 1.07859, 2.82843, 0.0266118, 0.000281285, 1.07859, 1.07863, 1.31953, 1.08453, 1.07946, 1.37937, 1.09205, 1.11382, 1.41872, 5.02039, 1.07878, 1.07859, 1.07859, 1.07859, 1.07859, 1.09045, 1.07859, 1.07859, 1.08215
1.97165, 2, 4.93456, 1.1189, 2, -2.93456, 0.00022595, 1.11891, 1.11894, 1.36035, 1.12486, 1.11978, 1.40925, 1.13308, 1.15579, 1.49394, 3.95396, 1.11907, 1.1189, 1.1189, 1.1189, 1.1189, 1.13101, 1.1189, 1.1189, 1.12247
1.97953, 8, 4.17593, 1.16055, 3.16228, 3.82407, 0.00017982, 1.16055, 1.16059, 1.40236, 1.16651, 1.16143, 1.43614, 1.17554, 1.19913, 1.56672, 3.1758, 1.16069, 1.16055, 1.16055, 1.16055, 1.16055, 1.17295, 1.16055, 1.16055, 1.16412
1.98742, 4, 3.62898, 1.20347, 2.44949, 0.371015, 0.000141773, 1.20347, 1.2035, 1.44554, 1.20943, 1.20434, 1.46068, 1.21938, 1.24376, 1.63554, 2.61811, 1.20359, 1.20347, 1.20347, 1.20347, 1.20347, 1.21619, 1.20347, 1.20347, 1.20704
1.9953, 6, 3.24004, 1.2476, 2.82843, 2.75996, 0.000110721, 1.2476, 1.24763, 1.48986, 1.25357, 1.24847, 1.48368, 1.26454, 1.28964, 1.69907, 2.22754, 1.2477, 1.2476, 1.2476, 1.2476, 1.2476, 1.2607, 1.2476, 1.2476, 1.25117
2.00319, 2, 2.96733, 1.29289, 2, -0.967327, 8.56409e-05, 1.29289, 1.29293, 1.53528, 1.29887, 1.29377, 1.50601, 1.31099, 1.33672, 1.75632, 1.96235, 1.29298, 1.29289, 1.29289, 1.29289, 1.29289, 1.30643, 1.29289, 1.29289, 1.29647
2.01107, 2, 2.77882, 1.33931, 2, -0.778821, 6.55962e-05, 1.33932, 1.33935, 1.58179, 1.34529, 1.34019, 1.52856, 1.35869, 1.38495, 1.80667, 1.79013, 1.33939, 1.33931, 1.33931, 1.33931, 1.33932, 1.35336, 1.33931, 1.33931, 1.3429
2.01896, 8, 2.65035, 1.38684, 3.16228, 5.34965, 4.97428e-05, 1.38684, 1.38687, 1.62937, 1.39282, 1.38772, 1.55217, 1.4076, 1.43433, 1.84995, 1.68594, 1.3869, 1.38684, 1.38684, 1.38684, 1.38684, 1.40145, 1.38684, 1.38684, 1.39044
2.02684, 6, 2.56411, 1.43544, 2.82843, 3.43589, 3.73379e-05, 1.43544, 1.43547, 1.67801, 1.44142, 1.43632, 1.57759, 1.45771, 1.48484, 1.88643, 1.6309, 1.43549, 1.43544, 1.43544, 1.43544, 1.43544, 1.4507, 1.43544, 1.43544, 1.43905
2.03473, 6, 2.50735, 1.4851, 2.82843, 3.49265, 2.77349e-05, 1.4851, 1.48513, 1.7277, 1.49108, 1.48598, 1.60541, 1.509, 1.53648, 1.91683, 1.61087, 1.48514, 1.4851, 1.4851, 1.4851, 1.4851, 1.50108, 1.4851, 1.4851, 1.48872
2.04261, 6, 2.47127, 1.5358, 2.82843, 3.52873, 2.03826e-05, 1.53581, 1.53584, 1.77842, 1.54178, 1.53668, 1.6361, 1.56145, 1.58927, 1.94219, 1.61547, 1.53584, 1.5358, 1.5358, 1.5358, 1.5358, 1.5526, 1.5358, 1.5358, 1.53945
2.0505, 8, 2.45007, 1.58754, 3.16228, 5.54992, 1.48162e-05, 1.58754, 1.58758, 1.83017, 1.59352, 1.58842, 1.66996, 1.61506, 1.64326, 1.96383, 1.63721, 1.58757, 1.58754, 1.58754, 1.58754, 1.58754, 1.60524, 1.58754, 1.58754, 1.59121
2.05838, 4, 2.44019, 1.64031, 2.44949, 1.55981, 1.06501e-05, 1.64031, 1.64034, 1.88294, 1.64629, 1.64118, 1.70712, 1.6698, 1.69856, 1.98321, 1.67078, 1.64033, 1.64031, 1.64031, 1.64031, 1.64031, 1.659, 1.64031, 1.64031, 1.64401
2.06627, 6, 2.43963, 1.69409, 2.82843, 3.56037, 7.56822e-06, 1.69409, 1.69412, 1.93672, 1.70007, 1.69497, 1.74762, 1.72567, 1.75532, 2.00181, 1.71249, 1.69411, 1.69409, 1.69409, 1.69409, 1.69409, 1.71386, 1.69409, 1.69409, 1.69784
2.07415, 0, 2.44747, 1.74889, 1.41421, -2.44747, 5.31554e-06, 1.74889, 1.74892, 1.99152, 1.75487, 1.74976, 1.79135, 1.78266, 1.81382, 2.02105, 1.75982, 1.7489, 1.74889, 1.74889, 1.74889, 1.74889, 1.76984, 1.74889, 1.74889, 1.75269
2.08204, 4, 2.46355, 1.80469, 2.44949, 1.53645, 3.6891e-06, 1.80469, 1.80472, 2.04733, 1.81067, 1.80556, 1.83816, 1.84076, 1.87446, 2.04219, 1.81108, 1.8047, 1.80469, 1.80469, 1.80469, 1.80469, 1.82692, 1.80469, 1.80469, 1.80857
2.08992, 4, 2.48824, 1.86149, 2.44949, 1.51176, 2.52933e-06, 1.86149, 1.86153, 2.10413, 1.86747, 1.86237, 1.88785, 1.89997, 1.93789, 2.06623, 1.86516, 1.8615, 1.86149, 1.86149, 1.86149, 1.86149, 1.88509, 1.86149, 1.86149, 1.86546
2.09781, 0, 2.52229, 1.91929, 1.41421, -2.52229, 1.71284e-06, 1.91929, 1.91933, 2.16193, 1.92527, 1.92017, 1.94016, 1.96027, 2.00505, 2.09392, 1.92136, 1.9193, 1.91929, 1.91929, 1.91929, 1.91929, 1.94436, 1.91929, 1.91929, 1.92337
2.10569, 2, 2.56691, 1.97808, 2, -0.566906, 1.14545e-06, 1.97808, 1.97811, 2.22072, 1.98406, 1.97896, 1.99487, 2.02166, 2.07732, 2.12574, 1.97923, 1.97808, 1.97808, 1.97808, 1.97808, 1.97808, 2.00472, 1.97808, 1.97808, 1.98228
2.11358, 0, 2.62375, 2.03785, 1.41421, -2.62375, 7.56295e-07, 2.03785, 2.03789, 2.28049, 2.04383, 2.03873, 2.05177, 2.08413, 2.15665, 2.16191, 2.03848, 2.03785, 2.03785, 2.03785, 2.03785, 2.03785, 2.06616, 2.03785, 2.03785, 2.04221
2.12146, 0, 2.69514, 2.0986, 1.41421, -2.69514, 4.92952e-07, 2.0986, 2.09863, 2.34124, 2.10458, 2.09947, 2.11063, 2.14767, 2.2457, 2.20241, 2.09894, 2.0986, 2.0986, 2.0986, 2.0986, 2.0986, 2.12869, 2.0986, 2.0986, 2.10314
2.12935, 0, 2.78421, 2.16032, 1.41421, -2.78421, 3.17137e-07, 2.16032, 2.16035, 2.40296, 2.1663, 2.16119, 2.17132, 2.21227, 2.34803, 2.24706, 2.1605, 2.16032, 2.16032, 2.16032, 2.16032, 2.16032, 2.19232, 2.16032, 2.16032, 2.16507
2.13723, 2, 2.89512, 2.223, 2, -0.895118, 2.01353e-07, 2.223, 2.22304, 2.46564, 2.22898, 2.22388, 2.23367, 2.27793, 2.46828, 2.29556, 2.2231, 2.223, 2.223, 2.223, 2.223, 2.223, 2.25706, 2.223, 2.223, 2.228
2.14512, 0, 3.03322, 2.28664, 1.41421, -3.03322, 1.26149e-07, 2.28665, 2.28668, 2.52928, 2.29262, 2.28752, 2.2976, 2.34463, 2.61227, 2.34751, 2.28669, 2.28664, 2.28664, 2.28664, 2.28664, 2.28664, 2.32293, 2.28664, 2.28664, 2.29191
2.153, 0, 3.20516, 2.35124, 1.41421, -3.20516, 7.79803e-08, 2.35124, 2.35127, 2.59388, 2.35722, 2.35211, 2.363, 2.41237, 2.78709, 2.40252, 2.35126, 2.35124, 2.35124, 2.35124, 2.35124, 2.35124, 2.38998, 2.35124, 2.35124, 2.35682
2.16089, 6, 3.41884, 2.41677, 2.82843, 2.58116, 4.75581e-08, 2.41677, 2.41681, 2.65941, 2.42275, 2.41765, 2.42982, 2.48113, 3.00104, 2.46019, 2.41678, 2.41677, 2.41677, 2.41677, 2.41677, 2.41677, 2.45826, 2.41677, 2.41677, 2.4227
2.16877, 0, 3.68336, 2.48324, 1.41421, -3.68336, 2.86125e-08, 2.48325, 2.48328, 2.72588, 2.48922, 2.48412, 2.49801, 2.55092, 3.26353, 2.52016, 2.48325, 2.48324, 2.48324, 2.48324, 2.48324, 2.48325, 2.52786, 2.48324, 2.48324, 2.48955
2.17666, 6, 4.00853, 2.55064, 2.82843, 1.99147, 1.69807e-08, 2.55064, 2.55067, 2.79328, 2.55662, 2.55152, 2.56749, 2.6217, 3.58459, 2.58212, 2.55064, 2.55064, 2.55064, 2.55064, 2.55064, 2.55064, 2.5989, 2.55064, 2.55064, 2.55737
2.18455, 8, 4.40442, 2.61896, 3.16228, 3.59558, 9.93976e-09, 2.61896, 2.61899, 2.8616, 2.62494, 2.61983, 2.63823, 2.69349, 3.97442, 2.64583, 2.61896, 2.61896, 2.61896, 2.61896, 2.61896, 2.61896, 2.67155, 2.61896, 2.61896, 2.62614
2.19243, 4, 4.88051, 2.68818, 2.44949, -0.880509, 5.73851e-09, 2.68818, 2.68822, 2.93082, 2.69416, 2.68906, 2.71015, 2.76626, 4.44249, 2.71109, 2.68818, 2.68818, 2.68818, 2.68818, 2.68818, 2.68818, 2.74602, 2.68818, 2.68818, 2.69586
2.20031, 2, 5.4447, 2.75831, 2, -3.4447, 3.26721e-09, 2.75831, 2.75834, 3.00095, 2.76429, 2.75918, 2.78318, 2.84, 4.99664, 2.77775, 2.75831, 2.75831, 2.75831, 2.75831, 2.75831, 2.75831, 2.8226, 2.75831, 2.75831, 2.76651
2.2082, 4, 6.10221, 2.82933, 2.44949, -2.10221, 1.83428e-09, 2.82933, 2.82936, 3.07197, 2.83531, 2.8302, 2.85722, 2.91471, 5.64191, 2.84573, 2.82933, 2.82933, 2.82933, 2.82933, 2.82933, 2.82933, 2.90163, 2.82933, 2.82933, 2.8381
2.21609, 6, 6.8543, 2.90122, 2.82843, -0.854302, 1.0154e-09, 2.90123, 2.90126, 3.14386, 2.90721, 2.9021, 2.93217, 2.99037, 6.37927, 2.91495, 2.90122, 2.90122, 2.90122, 2.90122, 2.90122, 2.90123, 2.98353, 2.90122, 2.90122, 2.91059
2.22397, 6, 7.69729, 2.97399, 2.82843, -1.69729, 5.54195e-10, 2.974, 2.97403, 3.21663, 2.97998, 2.97487, 3.00791, 3.06697, 7.20471, 2.98536, 2.97399, 2.97399, 2.97399, 2.97399, 2.97399, 2.974, 3.06879, 2.97399, 2.97399, 2.98399
2.23186, 4, 8.62148, 3.04763, 2.44949, -4.62148, 2.9819e-10, 3.04763, 3.04766, 3.29027, 3.05361, 3.0485, 3.08431, 3.14449, 8.10813, 3.05693, 3.04763, 3.04763, 3.04763, 3.04763, 3.04763, 3.04763, 3.15794, 3.04763, 3.04763, 3.05828
2.23974, 12, 9.61087, 3.12211, 3.74166, 2.38913, 1.58131e-10, 3.12211, 3.12214, 3.36475, 3.12809, 3.12299, 3.16124, 3.22293, 9.07304, 3.12962, 3.12211, 3.12211, 3.12211, 3.12211, 3.12211, 3.12211, 3.25158, 3.12211, 3.12211, 3.13346
2.24763, 22, 10.6429, 3.19743, 4.89898, 11.3571, 8.26217e-11, 3.19744, 3.19747, 3.44007, 3.20341, 3.19831, 3.2386, 3.30228, 10.0764, 3.20342, 3.19743, 3.19743, 3.19743, 3.19743, 3.19743, 3.19743, 3.35028, 3.19743, 3.19743, 3.2095
2.25551, 18, 11.6891, 3.27358, 4.47214, 6.31087, 4.24766e-11, 3.27358, 3.27361, 3.51622, 3.27956, 3.27446, 3.31626, 3.38251, 11.0894, 3.27828, 3.27358, 3.27358, 3.27358, 3.27358, 3.27358, 3.27358, 3.4546, 3.27358, 3.27358, 3.28639
2.2634, 26, 12.7166, 3.35054, 5.2915, 13.2834, 2.14364e-11, 3.35055, 3.35058, 3.59318, 3.35652, 3.35142, 3.39416, 3.46362, 12.0787, 3.35418, 3.35054, 3.35054, 3.35054, 3.35054, 3.35054, 3.35055, 3.56499, 3.35054, 3.35054, 3.36413
2.27128, 14, 13.6895, 3.42831, 4, 0.310544, 1.05805e-11, 3.42831, 3.42834, 3.67095, 3.43429, 3.42919, 3.47222, 3.54559, 13.0081, 3.43108, 3.42831, 3.42831, 3.42831, 3.42831, 3.42831, 3.42831, 3.68176, 3.42831, 3.42831, 3.4427
2.27917, 16, 14.5714, 3.50687, 4.24264, 1.42864, 5.07188e-12, 3.50687, 3.5069, 3.74951, 3.51285, 3.50774, 3.55042, 3.62841, 13.8413, 3.50894, 3.50687, 3.50687, 3.50687, 3.50687, 3.50687, 3.50687, 3.805, 3.50687, 3.50687, 3.52208
2.28705, 28, 15.3279, 3.5862, 5.47723, 12.6721, 2.33811e-12, 3.58621, 3.58624, 3.82884, 3.59218, 3.58708, 3.62877, 3.71207, 14.544, 3.58773, 3.5862, 3.5862, 3.5862, 3.5862, 3.5862, 3.5862, 3.93451, 3.5862, 3.5862, 3.60226
2.29494, 22, 15.9292, 3.66631, 4.89898, 6.07075, 1.02239e-12, 3.66631, 3.66634, 3.90895, 3.67229, 3.66718, 3.7073, 3.79656, 15.0869, 3.66742, 3.66631, 3.66631, 3.66631, 3.66631, 3.66631, 3.66631, 4.06979, 3.66631, 3.66631, 3.68324
2.30282, 28, 16.3526, 3.74716, 5.47723, 11.6474, 4.22723e-13, 3.74716, 3.74719, 3.9898, 3.75314, 3.74804, 3.78607, 3.88187, 15.448, 3.74795, 3.74716, 3.74716, 3.74716, 3.74716, 3.74716, 3.74716, 4.20996, 3.74716, 3.74716, 3.76499
2.31071, 18, 16.5837, 3.82875, 4.47214, 1.41628, 1.6148e-13, 3.82875, 3.82878, 4.07139, 3.83473, 3.82962, 3.86514, 3.96798, 15.6142, 3.82931, 3.82875, 3.82875, 3.82875, 3.82875, 3.82875, 3.82875, 4.35379, 3.82875, 3.82875, 3.84749
2.31859, 20, 16.6184, 3.91106, 4.69042, 3.38165, 5.58847e-14, 3.91106, 3.9111, 4.1537, 3.91704, 3.91194, 3.94463, 4.05491, 15.5826, 3.91145, 3.91106, 3.91106, 3.91106, 3.91106, 3.91106, 3.91106, 4.49973, 3.91106, 3.91107, 3.93075
2.32648, 28, 16.4623, 3.99408, 5.47723, 11.5377, 1.70394e-14, 3.99408, 3.99411, 4.23672, 4.00006, 3.99495, 4.02461, 4.14267, 15.3608, 3.99434, 3.99408, 3.99408, 3.99408, 3.99408, 3.99408, 3.99408, 4.64595, 3.99408, 3.99409, 4.01473
2.33436, 24, 16.131, 4.07779, 5.09902, 7.86903, 4.92603e-15, 4.07779, 4.07782, 4.32043, 4.08377, 4.07866, 4.1052, 4.23131, 14.966, 4.07796, 4.07779, 4.07779, 4.07779, 4.07779, 4.07779, 4.07779, 4.79045, 4.07779, 4.0778, 4.09942
2.34225, 18, 15.6481, 4.16217, 4.47214, 2.35195, 1.26815e-15, 4.16217, 4.1622, 4.40481, 4.16815, 4.16305, 4.18647, 4.3209, 14.4237, 4.16228, 4.16217, 4.16217, 4.16217, 4.16217, 4.16217, 4.16217, 4.93118, 4.16217, 4.16219, 4.18481
2.35013, 12, 15.0435, 4.24721, 3.74166, -3.04348, 2.86686e-16, 4.24721, 4.24725, 4.48985, 4.25319, 4.24809, 4.26851, 4.41161, 13.7655, 4.24729, 4.24721, 4.24721, 4.24721, 4.24721, 4.24721, 4.24721, 5.06619, 4.24721, 4.24724, 4.27088
2.35802, 16, 14.3512, 4.33289, 4.24264, 1.64878, 5.52265e-17, 4.3329, 4.33293, 4.57553, 4.33888, 4.33377, 4.35137, 4.50372, 13.0267, 4.33294, 4.33289, 4.33289, 4.33289, 4.33289, 4.33289, 4.3329, 5.19376, 4.33289, 4.33293, 4.35762
2.3659, 14, 13.6069, 4.4192, 4, 0.393141, 8.16967e-18, 4.4192, 4.41924, 4.66184, 4.42518, 4.42008, 4.43507, 4.59767, 12.2438, 4.41923, 4.4192, 4.4192, 4.4192, 4.4192, 4.4192, 4.4192, 5.3125, 4.4192, 4.41925, 4.44499
2.37379, 10, 12.8451, 4.50611, 3.4641, -2.8451, 1.25694e-18, 4.50611, 4.50615, 4.74875, 4.51209, 4.50699, 4.51965, 4.69422, 11.4515, 4.50613, 4.50611, 4.50611, 4.50611, 4.50611, 4.50611, 4.50611, 5.42151, 4.50611, 4.50618, 4.53299
2.38167, 12, 12.0981, 4.5936, 3.74166, -0.0980682, 1.63121e-19, 4.59361, 4.59364, 4.83624, 4.59959, 4.59448, 4.6051, 4.79456, 10.6812, 4.59362, 4.5936, 4.5936, 4.5936, 4.5936, 4.5936, 4.59361, 5.52041, 4.5936, 4.59369, 4.62159
2.38956, 12, 11.3937, 4.68167, 3.74166, 0.606277, 1.56738e-20, 4.68167, 4.6817, 4.92431, 4.68765, 4.68255, 4.69141, 4.9005, 9.95866, 4.68168, 4.68167, 4.68167, 4.68167, 4.68167, 4.68167, 4.68167, 5.60938, 4.68167, 4.68178, 4.71079
2.39744, 8, 10.7552, 4.77028, 3.16228, -2.75524, 5.89838e-22, 4.77029, 4.77032, 5.01292, 4.77626, 4.77116, 4.77855, 5.01476, 9.30369, 4.77029, 4.77028, 4.77028, 4.77028, 4.77028, 4.77028, 4.77028, 5.68914, 4.77028, 4.77042, 4.80055
2.40533, 8, 10.2008, 4.85943, 3.16228, -2.2008, 1.10496e-23, 4.85943, 4.85946, 5.10207, 4.86541, 4.86031, 4.86647, 5.14138, 8.72921, 4.85943, 4.85943, 4.85943, 4.85943, 4.85943, 4.85943, 4.85943, 5.76087, 4.85943, 4.85961, 4.89086
2.41321, 12, 9.74423, 4.94909, 3.74166, 2.25577, 2.86689e-26, 4.94909, 4.94912, 5.19173, 4.95507, 4.94997, 4.95514, 5.28605, 8.24179, 4.94909, 4.94909, 4.94909, 4.94909, 4.94909, 4.94909, 4.94909, 5.82615, 4.94909, 4.94931, 4.98171
2.4211, 2, 9.39605, 5.03925, 2, -7.39605, 0, 5.03925, 5.03929, 5.28189, 5.04523, 5.04013, 5.04452, 5.45676, 7.84208, 5.03925, 5.03925, 5.03925, 5.03925, 5.03925, 5.03925, 5.03925, 5.88683, 5.03925, 5.03951, 5.07307
2.42898, 8, 9.16497, 5.1299, 3.16228, -1.16497, 0, 5.1299, 5.12994, 5.37254, 5.13588, 5.13078, 5.13455, 5.66434, 7.52596, 5.1299, 5.1299, 5.1299, 5.1299, 5.1299, 5.1299, 5.1299, 5.94494, 5.1299, 5.13021, 5.16494
2.43687, 4, 9.05972, 5.22103, 2.44949, -5.05972, 0, 5.22103, 5.22106, 5.46367, 5.22701, 5.2219, 5.22521, 5.92313, 7.28569, 5.22103, 5.22103, 5.22103, 5.22103, 5.22103, 5.22103, 5.22103, 6.0026, 5.22103, 5.22138, 5.2573
2.44475, 0, 9.09076, 5.31261, 1.41421, -9.09076, 0, 5.31261, 5.31265, 5.55525, 5.31859, 5.31349, 5.31644, 6.25156, 7.11116, 5.31261, 5.31261, 5.31261, 5.31261, 5.31261, 5.31261, 5.31261, 6.06196, 5.31261, 5.31301, 5.35014
2.45264, 4, 9.27207, 5.40465, 2.44949, -5.27207, 0, 5.40465, 5.40469, 5.64729, 5.41063, 5.40553, 5.40821, 6.67264, 6.99113, 5.40465, 5.40465, 5.40465, 5.40465, 5.40465, 5.40465, 5.40465, 6.12525, 5.40465, 5.4051, 5.44344
2.46052, 4, 9.62249, 5.49714, 2.44949, -5.62249, 0, 5.49714, 5.49717, 5.73978, 5.50312, 5.49802, 5.5005, 7.21422, 6.91419, 5.49714, 5.49714, 5.49714, 5.49714, 5.49714, 5.49714, 5.49714, 6.19487, 5.49714, 5.49763, 5.53721
2.46841, 8, 10.1666, 5.59005, 3.16228, -2.16661, 0, 5.59006, 5.59009, 5.83269, 5.59604, 5.59094, 5.59328, 7.90882, 6.86968, 5.59005, 5.59005, 5.59005, 5.59005, 5.59005, 5.59005, 5.59006, 6.27353, 5.59005, 5.59059, 5.63143
2.47629, 8, 10.9349, 5.6834, 3.16228, -2.93493, 0, 5.68341, 5.68344, 5.92604, 5.68938, 5.6843, 5.68653, 8.79293, 6.84826, 5.6834, 5.6834, 5.6834, 5.6834, 5.6834, 5.6834, 5.6834, 6.3646, 5.6834, 5.68397, 5.72609
2.48418, 8, 11.9633, 5.77717, 3.16228, -3.96334, 0, 5.77718, 5.77721, 6.01981, 5.78315, 5.77808, 5.78023, 9.90576, 6.84227, 5.77717, 5.77717, 5.77717, 5.77717, 5.77717, 5.77717, 5.77717, 6.47242, 5.77717, 5.77777, 5.8212
2.49206, 6, 13.2916, 5.87136, 2.82843, -7.29159, 0, 5.87136, 5.87139, 6.114, 5.87734, 5.87228, 5.87437, 11.287, 6.84583, 5.87136, 5.87136, 5.87136, 5.87136, 5.87136, 5.87136, 5.87136, 6.60285, 5.87136, 5.87197, 5.91673
2.49995, 14, 14.9609, 5.96595, 4, -0.960919, 0, 5.96596, 5.96599, 6.20859, 5.97193, 5.96689, 5.96893, 12.9742, 6.85489, 5.96595, 5.96595, 5.96595, 5.96595, 5.96595, 5.96595, 5.96595, 6.76378, 5.96595, 5.96657, 6.01268
2.50783, 16, 17.0108, 6.06095, 4.24264, -1.01078, 0, 6.06096, 6.06099, 6.30359, 6.06693, 6.06192, 6.06391, 14.9987, 6.86697, 6.06095, 6.06095, 6.06095, 6.06095, 6.06095, 6.06095, 6.06095, 6.96575, 6.06095, 6.06157, 6.10906
2.51572, 14, 19.475, 6.15634, 4, -5.47497, 0, 6.15634, 6.15637, 6.39898, 6.16232, 6.15735, 6.15928, 17.3815, 6.88093, 6.15634, 6.15634, 6.15634, 6.15634, 6.15634, 6.15634, 6.15634, 7.22252, 6.15634, 6.15694, 6.20586
2.52361, 22, 22.3778, 6.25211, 4.89898, -0.377756, 0, 6.25211, 6.25214, 6.49475, 6.25809, 6.25317, 6.25503, 20.1295, 6.89665, 6.25211, 6.25211, 6.25211, 6.25211, 6.25211, 6.25211, 6.25211, 7.55167, 6.25211, 6.25268, 6.30306
2.53149, 24, 25.7291, 6.34824, 5.09902, -1.72911, 0, 6.34825, 6.34828, 6.59088, 6.35422, 6.34938, 6.35116, 23.2303, 6.9147, 6.34824, 6.34824, 6.34824, 6.34824, 6.34824, 6.34824, 6.34824, 7.97487, 6.34824, 6.34879, 6.40066
2.53938, 20, 29.5218, 6.44474, 4.69042, -9.52178, 0, 6.44474, 6.44477, 6.68738, 6.45072, 6.44598, 6.44765, 26.6499, 6.93605, 6.44474, 6.44474, 6.44474, 6.44474, 6.44474, 6.44474, 6.44474, 8.51801, 6.44474, 6.44525, 6.4987
2.54726, 40, 33.7275, 6.54157, 6.48074, 6.27251, 0, 6.54157, 6.54161, 6.78421, 6.54755, 6.54295, 6.54448, 30.3291, 6.96178, 6.54157, 6.54157, 6.54157, 6.54157, 6.54157, 6.54157, 6.54157, 9.21077, 6.54157, 6.54203, 6.59716
2.55515, 38, 38.297, 6.63874, 6.32456, -0.296997, 0, 6.63874, 6.63877, 6.88138, 6.64472, 6.6403, 6.64165, 34.1847, 6.99292, 6.63874, 6.63874, 6.63874, 6.63874, 6.63874, 6.63874, 6.63874, 10.0859, 6.63874, 6.63915, 6.69613
2.56303, 36, 43.1584, 6.73622, 6.16441, -7.15844, 0, 6.73622, 6.73626, 6.97886, 6.7422, 6.73803, 6.73913, 38.1097, 7.03031, 6.73622, 6.73622, 6.73622, 6.73622, 6.73622, 6.73622, 6.73622, 11.1777, 6.73622, 6.73659, 6.79569
2.57092, 56, 48.2201, 6.83399, 7.61577, 7.77986, 0, 6.834, 6.83403, 7.07663, 6.83997, 6.83613, 6.8369, 41.9782, 7.07449, 6.83399, 6.83399, 6.83399, 6.83399, 6.83399, 6.83399, 6.83399, 12.5195, 6.83399, 6.83431, 6.89599
2.5788, 52, 53.3744, 6.93205, 7.34847, -1.37444, 0, 6.93205, 6.93208, 7.17469, 6.93803, 6.93461, 6.93495, 45.652, 7.12569, 6.93205, 6.93205, 6.93205, 6.93205, 6.93205, 6.93205, 6.93205, 14.1412, 6.93205, 6.93232, 6.99731
2.58669, 64, 58.5013, 7.03037, 8.12404, 5.49867, 0, 7.03037, 7.0304, 7.27301, 7.03635, 7.03348, 7.03327, 48.9877, 7.18388, 7.03037, 7.03037, 7.03037, 7.03037, 7.03037, 7.03037, 7.03037, 16.0658, 7.03037, 7.0306, 7.10007
2.59457, 86, 63.4757, 7.12893, 9.38083, 22.5243, 0, 7.12893, 7.12896, 7.37157, 7.13491, 7.13275, 7.13183, 51.8476, 7.24874, 7.12893, 7.12893, 7.12893, 7.12893, 7.12893, 7.12893, 7.12893, 18.3057, 7.12893, 7.12912, 7.20494
2.60246, 66, 68.1723, 7.22771, 8.24621, -2.1723, 0, 7.22772, 7.22775, 7.47035, 7.23369, 7.23246, 7.23062, 54.1079, 7.31976, 7.22771, 7.22771, 7.22771, 7.22771, 7.22771, 7.22771, 7.22772, 20.8584, 7.22771, 7.22787, 7.31291
2.61034, 62, 72.4729, 7.32671, 8, -10.4729, 0, 7.32672, 7.32675, 7.56935, 7.3327, 7.33262, 7.32962, 55.6696, 7.39633, 7.32671, 7.32671, 7.32671, 7.32671, 7.32671, 7.32671, 7.32672, 23.7041, 7.32671, 7.32684, 7.42547
