   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_61.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0337682, 122, 0, 0, 11.1355, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0258691, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0179701, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.010071, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00217195, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00572711, 0, 3.20209e-21, 0, 1.41421, -3.20209e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82641e-23, 0, 1.93227e-25, 0, 0, 3.17363e-21, 0, 0, 0
0.0136262, 0, 7.06956e-21, 0, 1.41421, -7.06956e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.24014e-23, 0, 4.33397e-25, 0, 0, 7.00672e-21, 0, 0, 0
0.0215252, 0, 1.54006e-20, 0, 1.41421, -1.54006e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35938e-22, 0, 9.59207e-25, 0, 0, 1.52637e-20, 0, 0, 0
0.0294243, 0, 3.31227e-20, 0, 1.41421, -3.31227e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92366e-22, 0, 2.09608e-24, 0, 0, 3.28282e-20, 0, 0, 0
0.0373234, 0, 7.0369e-20, 0, 1.41421, -7.0369e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2113e-22, 0, 4.5249e-24, 0, 0, 6.97433e-20, 0, 0, 0
0.0452224, 0, 1.47742e-19, 0, 1.41421, -1.47742e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30408e-21, 0, 9.65423e-24, 0, 0, 1.46428e-19, 0, 0, 0
0.0531215, 0, 3.06669e-19, 0, 1.41421, -3.06669e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70689e-21, 0, 2.03667e-23, 0, 0, 3.03942e-19, 0, 0, 0
0.0610205, 0, 6.29565e-19, 0, 1.41421, -6.29565e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.557e-21, 0, 4.24991e-23, 0, 0, 6.23966e-19, 0, 0, 0
0.0689196, 0, 1.27867e-18, 0, 1.41421, -1.27867e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12864e-20, 0, 8.7749e-23, 0, 0, 1.26729e-18, 0, 0, 0
0.0768187, 0, 2.57008e-18, 0, 1.41421, -2.57008e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26854e-20, 0, 1.79326e-22, 0, 0, 2.54722e-18, 0, 0, 0
0.0847177, 0, 5.11361e-18, 0, 1.41421, -5.11361e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51363e-20, 0, 3.62827e-22, 0, 0, 5.06811e-18, 0, 0, 0
0.0926168, 0, 1.0074e-17, 0, 1.41421, -1.0074e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.89205e-20, 0, 7.26987e-22, 0, 0, 9.9844e-18, 0, 0, 0
0.100516, 0, 1.9655e-17, 0, 1.41421, -1.9655e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73488e-19, 0, 1.44286e-21, 0, 0, 1.94801e-17, 0, 0, 0
0.108415, 0, 3.79861e-17, 0, 1.41421, -3.79861e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3529e-19, 0, 2.83717e-21, 0, 0, 3.76479e-17, 0, 0, 0
0.116314, 0, 7.27339e-17, 0, 1.41421, -7.27339e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41996e-19, 0, 5.52837e-21, 0, 0, 7.20863e-17, 0, 0, 0
0.124213, 0, 1.38002e-16, 0, 1.41421, -1.38002e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21809e-18, 0, 1.06768e-20, 0, 0, 1.36773e-16, 0, 0, 0
0.132112, 0, 2.59503e-16, 0, 1.41421, -2.59503e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29053e-18, 0, 2.04405e-20, 0, 0, 2.57192e-16, 0, 0, 0
0.140011, 0, 4.83693e-16, 0, 1.41421, -4.83693e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26936e-18, 0, 3.87989e-20, 0, 0, 4.79385e-16, 0, 0, 0
0.14791, 0, 8.93771e-16, 0, 1.41421, -8.93771e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88893e-18, 0, 7.3028e-20, 0, 0, 8.85809e-16, 0, 0, 0
0.155809, 0, 1.63745e-15, 0, 1.41421, -1.63745e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4453e-17, 0, 1.36322e-19, 0, 0, 1.62286e-15, 0, 0, 0
0.163708, 0, 2.97472e-15, 0, 1.41421, -2.97472e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62564e-17, 0, 2.52408e-19, 0, 0, 2.94821e-15, 0, 0, 0
