   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_162.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0586243, 0, 1.27982e-21, 0, 1.41421, -1.27982e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04205e-24, 0, 0, 0, 2.64218e-25, 0, 1.27651e-21, 0, 0, 0
0.0665153, 0, 3.20273e-21, 0, 1.41421, -3.20273e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61266e-24, 0, 0, 0, 6.72949e-25, 0, 3.19445e-21, 0, 0, 0
0.0744063, 0, 7.8663e-21, 0, 1.41421, -7.8663e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86976e-23, 0, 0, 0, 1.68174e-24, 0, 7.84592e-21, 0, 0, 0
0.0822973, 0, 1.89837e-20, 0, 1.41421, -1.89837e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51227e-23, 0, 0, 0, 4.1286e-24, 0, 1.89345e-20, 0, 0, 0
0.0901883, 0, 4.50576e-20, 0, 1.41421, -4.50576e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07098e-22, 0, 0, 0, 9.96673e-24, 0, 4.49405e-20, 0, 0, 0
0.0980793, 0, 1.05266e-19, 0, 1.41421, -1.05266e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50205e-22, 0, 0, 0, 2.36802e-23, 0, 1.04992e-19, 0, 0, 0
0.10597, 0, 2.42243e-19, 0, 1.41421, -2.42243e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75783e-22, 0, 0, 0, 5.54156e-23, 0, 2.41612e-19, 0, 0, 0
0.113861, 0, 5.49456e-19, 0, 1.41421, -5.49456e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30599e-21, 0, 0, 0, 1.27816e-22, 0, 5.48022e-19, 0, 0, 0
0.121752, 0, 1.22907e-18, 0, 1.41421, -1.22907e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92133e-21, 0, 0, 0, 2.90735e-22, 0, 1.22585e-18, 0, 0, 0
0.129643, 0, 2.71262e-18, 0, 1.41421, -2.71262e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44751e-21, 0, 0, 0, 6.52529e-22, 0, 2.70552e-18, 0, 0, 0
0.137534, 0, 5.90964e-18, 0, 1.41421, -5.90964e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40463e-20, 0, 0, 0, 1.44575e-21, 0, 5.89415e-18, 0, 0, 0
0.145425, 0, 1.27134e-17, 0, 1.41421, -1.27134e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02177e-20, 0, 0, 0, 3.16348e-21, 0, 1.268e-17, 0, 0, 0
0.153316, 0, 2.70171e-17, 0, 1.41421, -2.70171e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4215e-20, 0, 0, 0, 6.83876e-21, 0, 2.6946e-17, 0, 0, 0
0.161207, 0, 5.67318e-17, 0, 1.41421, -5.67318e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34841e-19, 0, 0, 0, 1.4611e-20, 0, 5.65824e-17, 0, 0, 0
0.169098, 0, 1.17747e-16, 0, 1.41421, -1.17747e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79861e-19, 0, 0, 0, 3.08611e-20, 0, 1.17436e-16, 0, 0, 0
0.176989, 0, 2.41609e-16, 0, 1.41421, -2.41609e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74255e-19, 0, 0, 0, 6.4461e-20, 0, 2.4097e-16, 0, 0, 0
0.18488, 0, 4.90252e-16, 0, 1.41421, -4.90252e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16522e-18, 0, 0, 0, 1.33185e-19, 0, 4.88954e-16, 0, 0, 0
0.192771, 0, 9.83916e-16, 0, 1.41421, -9.83916e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33854e-18, 0, 0, 0, 2.72264e-19, 0, 9.81305e-16, 0, 0, 0
0.200662, 0, 1.95349e-15, 0, 1.41421, -1.95349e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64297e-18, 0, 0, 0, 5.50815e-19, 0, 1.9483e-15, 0, 0, 0
0.208553, 0, 3.83756e-15, 0, 1.41421, -3.83756e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.12087e-18, 0, 0, 0, 1.10305e-18, 0, 3.82733e-15, 0, 0, 0
0.216444, 0, 7.4603e-15, 0, 1.41421, -7.4603e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77311e-17, 0, 0, 0, 2.187e-18, 0, 7.44038e-15, 0, 0, 0
0.224335, 0, 1.43543e-14, 0, 1.41421, -1.43543e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41158e-17, 0, 0, 0, 4.29388e-18, 0, 1.43158e-14, 0, 0, 0
0.232226, 0, 2.73392e-14, 0, 1.41421, -2.73392e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.49767e-17, 0, 0, 0, 8.34992e-18, 0, 2.72658e-14, 0, 0, 0
0.240117, 0, 5.15494e-14, 0, 1.41421, -5.15494e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22516e-16, 0, 0, 0, 1.6085e-17, 0, 5.14108e-14, 0, 0, 0
0.248008, 0, 9.62376e-14, 0, 1.41421, -9.62376e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28724e-16, 0, 0, 0, 3.07002e-17, 0, 9.59782e-14, 0, 0, 0
0.255899, 0, 1.78287e-13, 0, 1.41421, -1.78287e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23728e-16, 0, 0, 0, 5.82888e-17, 0, 1.77805e-13, 0, 0, 0
0.26379, 0, 3.2629e-13, 0, 1.41421, -3.2629e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.75479e-16, 0, 0, 0, 1.0922e-16, 0, 3.25405e-13, 0, 0, 0
0.271681, 0, 5.91446e-13, 0, 1.41421, -5.91446e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40567e-15, 0, 0, 0, 2.02878e-16, 0, 5.89838e-13, 0, 0, 0
0.279572, 0, 1.06191e-12, 0, 1.41421, -1.06191e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52383e-15, 0, 0, 0, 3.73653e-16, 0, 1.05901e-12, 0, 0, 0
0.287463, 0, 1.88867e-12, 0, 1.41421, -1.88867e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48885e-15, 0, 0, 0, 6.8244e-16, 0, 1.8835e-12, 0, 0, 0
0.295354, 0, 3.32773e-12, 0, 1.41421, -3.32773e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.90933e-15, 0, 0, 0, 1.23623e-15, 0, 3.31859e-12, 0, 0, 0
0.303245, 0, 5.80887e-12, 0, 1.41421, -5.80887e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38071e-14, 0, 0, 0, 2.22152e-15, 0, 5.79284e-12, 0, 0, 0
0.311136, 0, 1.00466e-11, 0, 1.41421, -1.00466e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3881e-14, 0, 0, 0, 3.96103e-15, 0, 1.00187e-11, 0, 0, 0
0.319027, 0, 1.72166e-11, 0, 1.41421, -1.72166e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0928e-14, 0, 0, 0, 7.00912e-15, 0, 1.71687e-11, 0, 0, 0
0.326918, 0, 2.92354e-11, 2.38221e-44, 1.41421, -2.92354e-11, 0, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 6.95077e-14, 2.38221e-44, 2.38221e-44, 2.38221e-44, 1.23117e-14, 2.38221e-44, 2.91535e-11, 2.38221e-44, 2.38221e-44, 2.38221e-44
0.334809, 0, 4.91955e-11, 4.51218e-43, 1.41421, -4.91955e-11, 0, 4.51218e-43, 4.51218e-43, 4.51218e-43, 4.51218e-43, 4.51218e-43, 4.51218e-43, 4.51218e-43, 4.51218e-43, 4.51218e-43, 4.51218e-43, 1.16982e-13, 4.51218e-43, 4.51218e-43, 4.51218e-43, 2.14729e-14, 4.51218e-43, 4.90571e-11, 4.51218e-43, 4.51218e-43, 4.51218e-43
0.3427, 0, 8.2039e-11, 6.85795e-42, 1.41421, -8.2039e-11, 0, 6.85795e-42, 6.85795e-42, 6.85795e-42, 6.85795e-42, 6.85795e-42, 6.85795e-42, 6.85795e-42, 6.85795e-42, 6.85795e-42, 6.85795e-42, 1.9512e-13, 6.85795e-42, 6.85795e-42, 6.85795e-42, 3.71968e-14, 6.85795e-42, 8.18067e-11, 6.85795e-42, 6.85795e-42, 6.85795e-42
0.350591, 0, 1.35587e-10, 9.46815e-41, 1.41421, -1.35587e-10, 0, 9.46815e-41, 9.46815e-41, 9.46815e-41, 9.46815e-41, 9.46815e-41, 9.46815e-41, 9.46815e-41, 9.46815e-41, 9.46815e-41, 9.46815e-41, 3.22566e-13, 9.46815e-41, 9.46815e-41, 9.46815e-41, 6.4019e-14, 9.46815e-41, 1.35201e-10, 9.46815e-41, 9.46815e-41, 9.46815e-41
0.358482, 0, 2.22097e-10, 1.17304e-39, 1.41421, -2.22097e-10, 0, 1.17304e-39, 1.17304e-39, 1.17304e-39, 1.17304e-39, 1.17304e-39, 1.17304e-39, 1.17304e-39, 1.17304e-39, 1.17304e-39, 1.17304e-39, 5.28559e-13, 1.17304e-39, 1.17304e-39, 1.17304e-39, 1.09511e-13, 1.17304e-39, 2.21459e-10, 1.17304e-39, 1.17304e-39, 1.17304e-39
0.366373, 0, 3.60594e-10, 1.3092e-38, 1.41421, -3.60594e-10, 0, 1.3092e-38, 1.3092e-38, 1.3092e-38, 1.3092e-38, 1.3092e-38, 1.3092e-38, 1.3092e-38, 1.3092e-38, 1.3092e-38, 1.3092e-38, 8.5854e-13, 1.3092e-38, 1.3092e-38, 1.3092e-38, 1.86269e-13, 1.3092e-38, 3.59549e-10, 1.3092e-38, 1.3092e-38, 1.3092e-38
0.374264, 0, 5.8032e-10, 1.32146e-37, 1.41421, -5.8032e-10, 0, 1.32146e-37, 1.32146e-37, 1.32146e-37, 1.32146e-37, 1.32146e-37, 1.32146e-37, 1.32146e-37, 1.32146e-37, 1.32146e-37, 1.32146e-37, 1.38246e-12, 1.32146e-37, 1.32146e-37, 1.32146e-37, 3.15172e-13, 1.32146e-37, 5.78622e-10, 1.32146e-37, 1.32146e-37, 1.32146e-37
0.382155, 0, 9.2579e-10, 1.21375e-36, 1.41421, -9.2579e-10, 0, 1.21375e-36, 1.21375e-36, 1.21375e-36, 1.21375e-36, 1.21375e-36, 1.21375e-36, 1.21375e-36, 1.21375e-36, 1.21375e-36, 1.21375e-36, 2.20698e-12, 1.21375e-36, 1.21375e-36, 1.21375e-36, 5.30761e-13, 1.21375e-36, 9.23052e-10, 1.21375e-36, 1.21375e-36, 1.21375e-36
0.390046, 0, 1.46414e-09, 1.02002e-35, 1.41421, -1.46414e-09, 0, 1.02002e-35, 1.02002e-35, 1.02002e-35, 1.02002e-35, 1.02002e-35, 1.02002e-35, 1.02002e-35, 1.02002e-35, 1.02002e-35, 1.02002e-35, 3.49337e-12, 1.02002e-35, 1.02002e-35, 1.02002e-35, 8.90088e-13, 1.02002e-35, 1.45975e-09, 1.02002e-35, 1.02002e-35, 1.02002e-35
0.397937, 0, 2.29561e-09, 7.87737e-35, 1.41421, -2.29561e-09, 0, 7.87737e-35, 7.87737e-35, 7.87737e-35, 7.87737e-35, 7.87737e-35, 7.87737e-35, 7.87737e-35, 7.87737e-35, 7.87737e-35, 7.87737e-35, 5.48309e-12, 7.87737e-35, 7.87737e-35, 7.87737e-35, 1.48729e-12, 7.87737e-35, 2.28864e-09, 7.87737e-35, 7.87737e-35, 7.87737e-35
0.405828, 0, 3.56855e-09, 5.61515e-34, 1.41421, -3.56855e-09, 0, 5.61515e-34, 5.61515e-34, 5.61515e-34, 5.61515e-34, 5.61515e-34, 5.61515e-34, 5.61515e-34, 5.61515e-34, 5.61515e-34, 5.61515e-34, 8.53465e-12, 5.61515e-34, 5.61515e-34, 5.61515e-34, 2.47767e-12, 5.61515e-34, 3.55754e-09, 5.61515e-34, 5.61515e-34, 5.61515e-34
0.413719, 0, 5.50031e-09, 3.89553e-33, 1.41421, -5.50031e-09, 0, 3.89553e-33, 3.89553e-33, 3.89553e-33, 3.89553e-33, 3.89553e-33, 3.89553e-33, 3.89553e-33, 3.89553e-33, 3.89553e-33, 3.89553e-33, 1.31757e-11, 3.89553e-33, 3.89553e-33, 3.89553e-33, 4.11751e-12, 3.89553e-33, 5.48302e-09, 3.89553e-33, 3.89553e-33, 3.89553e-33
0.42161, 0, 8.40651e-09, 2.28987e-32, 1.41421, -8.40651e-09, 0, 2.28987e-32, 2.28987e-32, 2.28987e-32, 2.28987e-32, 2.28987e-32, 2.28987e-32, 2.28987e-32, 2.28987e-32, 2.28987e-32, 2.28987e-32, 2.0176e-11, 2.28987e-32, 2.28987e-32, 2.28987e-32, 6.82987e-12, 2.28987e-32, 8.3795e-09, 2.28987e-32, 2.28987e-32, 2.28987e-32
0.429501, 0, 1.27411e-08, 1.26274e-31, 1.41421, -1.27411e-08, 0, 1.26274e-31, 1.26274e-31, 1.26274e-31, 1.26274e-31, 1.26274e-31, 1.26274e-31, 1.26274e-31, 1.26274e-31, 1.26274e-31, 1.26274e-31, 3.06499e-11, 1.26274e-31, 1.26274e-31, 1.26274e-31, 1.13136e-11, 1.26274e-31, 1.26992e-08, 1.26274e-31, 1.26274e-31, 1.26274e-31
0.437392, 0, 1.91511e-08, 6.88523e-31, 1.41421, -1.91511e-08, 0, 6.88523e-31, 6.88523e-31, 6.88523e-31, 6.88523e-31, 6.88523e-31, 6.88523e-31, 6.88523e-31, 6.88523e-31, 6.88523e-31, 6.88523e-31, 4.61966e-11, 6.88523e-31, 6.88523e-31, 6.88523e-31, 1.87231e-11, 6.88523e-31, 1.90862e-08, 6.88523e-31, 6.88523e-31, 6.88523e-31
0.445283, 0, 2.85503e-08, 3.5949e-30, 1.41421, -2.85503e-08, 0, 3.5949e-30, 3.5949e-30, 3.5949e-30, 3.5949e-30, 3.5949e-30, 3.5949e-30, 3.5949e-30, 3.5949e-30, 3.5949e-30, 3.5949e-30, 6.90941e-11, 3.5949e-30, 3.5949e-30, 3.5949e-30, 3.09659e-11, 3.5949e-30, 2.84503e-08, 3.5949e-30, 3.5949e-30, 3.5949e-30
0.453175, 0, 4.22175e-08, 1.77685e-29, 1.41421, -4.22175e-08, 0, 1.77685e-29, 1.77685e-29, 1.77685e-29, 1.77685e-29, 1.77685e-29, 1.77685e-29, 1.77685e-29, 1.77685e-29, 1.77685e-29, 1.77685e-29, 1.02562e-10, 1.77685e-29, 1.77685e-29, 1.77685e-29, 5.119e-11, 1.77685e-29, 4.20638e-08, 1.77685e-29, 1.77685e-29, 1.77685e-29
0.461066, 0, 6.19267e-08, 8.36388e-29, 1.41421, -6.19267e-08, 0, 8.36388e-29, 8.36388e-29, 8.36388e-29, 8.36388e-29, 8.36388e-29, 8.36388e-29, 8.36388e-29, 8.36388e-29, 8.36388e-29, 8.36388e-29, 1.51118e-10, 8.36388e-29, 8.36388e-29, 8.36388e-29, 8.45833e-11, 8.36388e-29, 6.1691e-08, 8.36388e-29, 8.36388e-29, 8.36388e-29
0.468957, 0, 9.01167e-08, 3.78665e-28, 1.41421, -9.01167e-08, 0, 3.78665e-28, 3.78665e-28, 3.78665e-28, 3.78665e-28, 3.78665e-28, 3.78665e-28, 3.78665e-28, 3.78665e-28, 3.78665e-28, 3.78665e-28, 2.21055e-10, 3.78665e-28, 3.78665e-28, 3.78665e-28, 1.39671e-10, 3.78665e-28, 8.9756e-08, 3.78665e-28, 3.78665e-28, 3.78665e-28
0.476847, 0, 1.30112e-07, 1.63831e-27, 1.41421, -1.30112e-07, 0, 1.63831e-27, 1.63831e-27, 1.63831e-27, 1.63831e-27, 1.63831e-27, 1.63831e-27, 1.63831e-27, 1.63831e-27, 1.63831e-27, 1.63831e-27, 3.2108e-10, 1.63831e-27, 1.63831e-27, 1.63831e-27, 2.30412e-10, 1.63831e-27, 1.29561e-07, 1.63831e-27, 1.63831e-27, 1.63831e-27
0.484738, 0, 1.86404e-07, 6.76019e-27, 1.41421, -1.86404e-07, 0, 6.76019e-27, 6.76019e-27, 6.76019e-27, 6.76019e-27, 6.76019e-27, 6.76019e-27, 6.76019e-27, 6.76019e-27, 6.76019e-27, 6.76019e-27, 4.63153e-10, 6.76019e-27, 6.76019e-27, 6.76019e-27, 3.79546e-10, 6.76019e-27, 1.85562e-07, 6.76019e-27, 6.76019e-27, 6.76019e-27
0.492629, 0, 2.65012e-07, 2.66349e-26, 1.41421, -2.65012e-07, 0, 2.66349e-26, 2.66349e-26, 2.66349e-26, 2.66349e-26, 2.66349e-26, 2.66349e-26, 2.66349e-26, 2.66349e-26, 2.66349e-26, 2.66349e-26, 6.63604e-10, 2.66349e-26, 2.66349e-26, 2.66349e-26, 6.23897e-10, 2.66349e-26, 2.63724e-07, 2.66349e-26, 2.66349e-26, 2.66349e-26
0.500521, 0, 3.73935e-07, 1.00347e-25, 1.41421, -3.73935e-07, 0, 1.00347e-25, 1.00347e-25, 1.00347e-25, 1.00347e-25, 1.00347e-25, 1.00347e-25, 3.30178e-12, 1.00347e-25, 1.00347e-25, 1.00347e-25, 9.44582e-10, 1.00347e-25, 1.00347e-25, 1.00347e-25, 1.02269e-09, 1.00347e-25, 3.71964e-07, 1.00347e-25, 1.00347e-25, 1.00347e-25
0.508412, 0, 5.23711e-07, 3.62393e-25, 1.41421, -5.23711e-07, 0, 3.62393e-25, 3.62393e-25, 3.62393e-25, 3.62393e-25, 3.62393e-25, 3.62393e-25, 1.16302e-11, 3.62393e-25, 3.62393e-25, 3.62393e-25, 1.33592e-09, 3.62393e-25, 3.62393e-25, 3.62393e-25, 1.67036e-09, 3.62393e-25, 5.20693e-07, 3.62393e-25, 3.62393e-25, 3.62393e-25
0.516302, 0, 7.32973e-07, 1.68666e-10, 1.41421, -7.32973e-07, 1.68666e-10, 1.68677e-10, 1.68904e-10, 1.50489e-09, 2.00951e-10, 1.81825e-10, 1.89249e-10, 4.16041e-10, 2.07588e-10, 1.70091e-10, 2.96983e-09, 2.04633e-09, 1.68851e-10, 1.73707e-10, 1.68666e-10, 2.88527e-09, 1.68672e-10, 7.23833e-07, 1.68666e-10, 1.68666e-10, 2.16816e-10
0.524194, 0, 1.01872e-06, 5.99528e-10, 1.41421, -1.01872e-06, 5.99528e-10, 5.99559e-10, 6.00194e-10, 4.33154e-09, 6.89698e-10, 6.36282e-10, 6.57016e-10, 1.27856e-09, 7.08235e-10, 6.0351e-10, 8.42305e-09, 3.22243e-09, 6.00046e-10, 6.13609e-10, 5.99528e-10, 4.99405e-09, 5.99546e-10, 9.9902e-07, 5.99528e-10, 5.99528e-10, 7.34009e-10
0.532085, 0, 1.4126e-06, 1.66693e-09, 1.41421, -1.4126e-06, 1.66693e-09, 1.66701e-09, 1.66863e-09, 1.11878e-08, 1.89696e-09, 1.76069e-09, 1.81359e-09, 3.38309e-09, 1.94425e-09, 1.67708e-09, 2.16258e-08, 5.30888e-09, 1.66825e-09, 1.70285e-09, 1.66693e-09, 8.73329e-09, 1.66697e-09, 1.36956e-06, 1.66693e-09, 1.66693e-09, 2.01001e-09
0.539975, 0, 1.96042e-06, 4.23767e-09, 1.41421, -1.96042e-06, 4.23767e-09, 4.23786e-09, 4.24179e-09, 2.73596e-08, 4.79632e-09, 4.46538e-09, 4.59384e-09, 8.37773e-09, 4.91117e-09, 4.26233e-09, 5.27088e-08, 9.26478e-09, 4.24088e-09, 4.32491e-09, 4.23767e-09, 1.55251e-08, 4.23778e-09, 1.8656e-06, 4.23767e-09, 4.23767e-09, 5.07085e-09
0.547867, 0, 2.73556e-06, 1.02613e-08, 1.41421, -2.73556e-06, 1.02613e-08, 1.02618e-08, 1.0271e-08, 6.44811e-08, 1.15713e-08, 1.07953e-08, 1.10965e-08, 1.99141e-08, 1.18407e-08, 1.03192e-08, 1.23924e-07, 1.71602e-08, 1.02688e-08, 1.04659e-08, 1.02613e-08, 2.81645e-08, 1.02616e-08, 2.52673e-06, 1.02613e-08, 1.02613e-08, 1.22151e-08
0.555758, 0, 3.86334e-06, 2.40024e-08, 1.41421, -3.86334e-06, 2.40024e-08, 2.40034e-08, 2.40244e-08, 1.47438e-07, 2.69848e-08, 2.5218e-08, 2.59038e-08, 4.71633e-08, 2.75979e-08, 2.41341e-08, 2.82765e-07, 3.34156e-08, 2.40195e-08, 2.44681e-08, 2.40024e-08, 5.21884e-08, 2.4003e-08, 3.4056e-06, 2.40024e-08, 2.40024e-08, 2.84503e-08
0.563649, 0, 5.56569e-06, 5.45218e-08, 1.41421, -5.56569e-06, 5.45218e-08, 5.45241e-08, 5.45707e-08, 3.27968e-07, 6.11286e-08, 5.72149e-08, 5.8734e-08, 1.09979e-07, 6.24869e-08, 5.48136e-08, 6.27754e-07, 6.7293e-08, 5.45598e-08, 5.55536e-08, 5.45218e-08, 9.8514e-08, 5.45232e-08, 4.57405e-06, 5.45218e-08, 5.45218e-08, 6.43753e-08
0.571539, 0, 8.25403e-06, 1.20528e-07, 1.41421, -8.25403e-06, 1.20528e-07, 1.20533e-07, 1.20633e-07, 7.10588e-07, 1.34785e-07, 1.26339e-07, 1.29618e-07, 2.58101e-07, 1.37716e-07, 1.21158e-07, 1.35749e-06, 1.37758e-07, 1.2061e-07, 1.22754e-07, 1.20528e-07, 1.88601e-07, 1.20531e-07, 6.13347e-06, 1.20528e-07, 1.20528e-07, 1.41791e-07
0.579431, 0, 1.26689e-05, 2.59562e-07, 1.41421, -1.26689e-05, 2.59562e-07, 2.59572e-07, 2.59783e-07, 1.50053e-06, 2.89545e-07, 2.71783e-07, 2.78678e-07, 5.76915e-07, 2.95709e-07, 2.60886e-07, 2.86104e-06, 2.82679e-07, 2.59734e-07, 2.64244e-07, 2.59562e-07, 3.63975e-07, 2.59568e-07, 8.23295e-06, 2.59562e-07, 2.59562e-07, 3.0428e-07
0.587322, 0, 2.01758e-05, 5.44808e-07, 1.41421, -2.01758e-05, 5.44808e-07, 5.44829e-07, 5.45262e-07, 3.08933e-06, 6.06287e-07, 5.69868e-07, 5.84004e-07, 1.24723e-06, 6.18926e-07, 5.47523e-07, 5.87897e-06, 5.75655e-07, 5.45161e-07, 5.54409e-07, 5.44808e-07, 7.03542e-07, 5.4482e-07, 1.11005e-05, 5.44808e-07, 5.44808e-07, 6.36499e-07
0.595213, 0, 3.32533e-05, 1.1149e-06, 1.41421, -3.32533e-05, 1.1149e-06, 1.11494e-06, 1.1158e-06, 6.20288e-06, 1.23783e-06, 1.16501e-06, 1.19327e-06, 2.62803e-06, 1.2631e-06, 1.12033e-06, 1.1781e-05, 1.15584e-06, 1.1156e-06, 1.13409e-06, 1.1149e-06, 1.35409e-06, 1.11492e-06, 1.50967e-05, 1.1149e-06, 1.1149e-06, 1.29824e-06
0.603104, 0, 5.63068e-05, 2.22496e-06, 1.41421, -5.63068e-05, 2.22496e-06, 2.22504e-06, 2.22673e-06, 1.21487e-05, 2.46473e-06, 2.32269e-06, 2.37783e-06, 5.39888e-06, 2.51402e-06, 2.23555e-06, 2.30283e-05, 2.27902e-06, 2.22634e-06, 2.2624e-06, 2.22496e-06, 2.58231e-06, 2.22501e-06, 2.0806e-05, 2.22496e-06, 2.22496e-06, 2.58255e-06
0.610995, 0, 9.70564e-05, 4.33101e-06, 1.41421, -9.70564e-05, 4.33101e-06, 4.33117e-06, 4.33438e-06, 2.32142e-05, 4.78725e-06, 4.51698e-06, 4.62189e-06, 1.08732e-05, 4.88105e-06, 4.35116e-06, 4.39164e-05, 4.40204e-06, 4.33363e-06, 4.40226e-06, 4.33101e-06, 4.86049e-06, 4.3311e-06, 2.91839e-05, 4.33101e-06, 4.33101e-06, 5.01146e-06
