   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_225.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.150392, 0, 2.17485e-17, 0, 1.41421, -2.17485e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61931e-20, 0, 0, 0, 1.17783e-21, 0, 2.16711e-17, 0, 0, 0
0.158276, 0, 4.63948e-17, 0, 1.41421, -4.63948e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62538e-19, 0, 0, 0, 2.55405e-21, 0, 4.62297e-17, 0, 0, 0
0.166159, 0, 9.77785e-17, 0, 1.41421, -9.77785e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42554e-19, 0, 0, 0, 5.4721e-21, 0, 9.74304e-17, 0, 0, 0
0.174043, 0, 2.03649e-16, 0, 1.41421, -2.03649e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13458e-19, 0, 0, 0, 1.15881e-20, 0, 2.02924e-16, 0, 0, 0
0.181926, 0, 4.19284e-16, 0, 1.41421, -4.19284e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4689e-18, 0, 0, 0, 2.42632e-20, 0, 4.17791e-16, 0, 0, 0
0.18981, 0, 8.53544e-16, 0, 1.41421, -8.53544e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99027e-18, 0, 0, 0, 5.02446e-20, 0, 8.50504e-16, 0, 0, 0
0.197693, 0, 1.71843e-15, 0, 1.41421, -1.71843e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.02027e-18, 0, 0, 0, 1.02933e-19, 0, 1.71231e-15, 0, 0, 0
0.205576, 0, 3.42232e-15, 0, 1.41421, -3.42232e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19895e-17, 0, 0, 0, 2.08668e-19, 0, 3.41012e-15, 0, 0, 0
0.21346, 0, 6.74316e-15, 0, 1.41421, -6.74316e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36235e-17, 0, 0, 0, 4.18692e-19, 0, 6.71911e-15, 0, 0, 0
0.221343, 0, 1.31473e-14, 0, 1.41421, -1.31473e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60591e-17, 0, 0, 0, 8.31701e-19, 0, 1.31004e-14, 0, 0, 0
0.229227, 0, 2.53692e-14, 0, 1.41421, -2.53692e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88757e-17, 0, 0, 0, 1.63592e-18, 0, 2.52787e-14, 0, 0, 0
0.23711, 0, 4.84545e-14, 0, 1.41421, -4.84545e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6975e-16, 0, 0, 0, 3.18688e-18, 0, 4.82816e-14, 0, 0, 0
0.244993, 0, 9.16164e-14, 0, 1.41421, -9.16164e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20956e-16, 0, 0, 0, 6.14979e-18, 0, 9.12893e-14, 0, 0, 0
0.252877, 0, 1.71505e-13, 0, 1.41421, -1.71505e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.00825e-16, 0, 0, 0, 1.17578e-17, 0, 1.70893e-13, 0, 0, 0
0.26076, 0, 3.17902e-13, 0, 1.41421, -3.17902e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11368e-15, 0, 0, 0, 2.22757e-17, 0, 3.16766e-13, 0, 0, 0
0.268644, 0, 5.83526e-13, 0, 1.41421, -5.83526e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04422e-15, 0, 0, 0, 4.18268e-17, 0, 5.8144e-13, 0, 0, 0
0.276527, 0, 1.06078e-12, 0, 1.41421, -1.06078e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71613e-15, 0, 0, 0, 7.78517e-17, 0, 1.05698e-12, 0, 0, 0
0.284411, 0, 1.91242e-12, 0, 1.41421, -1.91242e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69972e-15, 0, 0, 0, 1.44071e-16, 0, 1.90558e-12, 0, 0, 0
0.292294, 0, 3.41002e-12, 0, 1.41421, -3.41002e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19464e-14, 0, 0, 0, 2.63589e-16, 0, 3.39781e-12, 0, 0, 0
0.300178, 0, 6.02343e-12, 0, 1.41421, -6.02343e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11025e-14, 0, 0, 0, 4.78336e-16, 0, 6.00185e-12, 0, 0, 0
0.308061, 0, 1.05407e-11, 0, 1.41421, -1.05407e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69296e-14, 0, 0, 0, 8.61151e-16, 0, 1.05029e-11, 0, 0, 0
0.315944, 0, 1.82753e-11, 0, 1.41421, -1.82753e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.40313e-14, 0, 0, 0, 1.53838e-15, 0, 1.82097e-11, 0, 0, 0
0.323828, 0, 3.13946e-11, 0, 1.41421, -3.13946e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10006e-13, 0, 0, 0, 2.72767e-15, 0, 3.12818e-11, 0, 0, 0
0.331711, 0, 5.34398e-11, 1.4013e-43, 1.41421, -5.34398e-11, 0, 1.4013e-43, 1.4013e-43, 1.4013e-43, 1.4013e-43, 1.4013e-43, 1.4013e-43, 1.4013e-43, 1.4013e-43, 1.4013e-43, 1.4013e-43, 1.87271e-13, 1.4013e-43, 1.4013e-43, 1.4013e-43, 4.80152e-15, 1.4013e-43, 5.32478e-11, 1.4013e-43, 1.4013e-43, 1.4013e-43
0.339595, 0, 9.01403e-11, 2.49571e-42, 1.41421, -9.01403e-11, 0, 2.49571e-42, 2.49571e-42, 2.49571e-42, 2.49571e-42, 2.49571e-42, 2.49571e-42, 2.49571e-42, 2.49571e-42, 2.49571e-42, 2.49571e-42, 3.15927e-13, 2.49571e-42, 2.49571e-42, 2.49571e-42, 8.39372e-15, 2.49571e-42, 8.9816e-11, 2.49571e-42, 2.49571e-42, 2.49571e-42
0.347478, 0, 1.50675e-10, 3.66972e-41, 1.41421, -1.50675e-10, 0, 3.66972e-41, 3.66972e-41, 3.66972e-41, 3.66972e-41, 3.66972e-41, 3.66972e-41, 3.66972e-41, 3.66972e-41, 3.66972e-41, 3.66972e-41, 5.28193e-13, 3.66972e-41, 3.66972e-41, 3.66972e-41, 1.4577e-14, 3.66972e-41, 1.50132e-10, 3.66972e-41, 3.66972e-41, 3.66972e-41
0.355362, 0, 2.49608e-10, 4.77499e-40, 1.41421, -2.49608e-10, 0, 4.77499e-40, 4.77499e-40, 4.77499e-40, 4.77499e-40, 4.77499e-40, 4.77499e-40, 4.77499e-40, 4.77499e-40, 4.77499e-40, 4.77499e-40, 8.75219e-13, 4.77499e-40, 4.77499e-40, 4.77499e-40, 2.51584e-14, 4.77499e-40, 2.48707e-10, 4.77499e-40, 4.77499e-40, 4.77499e-40
0.363245, 0, 4.09814e-10, 5.55253e-39, 1.41421, -4.09814e-10, 0, 5.55253e-39, 5.55253e-39, 5.55253e-39, 5.55253e-39, 5.55253e-39, 5.55253e-39, 5.55253e-39, 5.55253e-39, 5.55253e-39, 5.55253e-39, 1.43743e-12, 5.55253e-39, 5.55253e-39, 5.55253e-39, 4.317e-14, 5.55253e-39, 4.08334e-10, 5.55253e-39, 5.55253e-39, 5.55253e-39
0.371128, 0, 6.66894e-10, 5.82989e-38, 1.41421, -6.66894e-10, 0, 5.82989e-38, 5.82989e-38, 5.82989e-38, 5.82989e-38, 5.82989e-38, 5.82989e-38, 5.82989e-38, 5.82989e-38, 5.82989e-38, 5.82989e-38, 2.34011e-12, 5.82989e-38, 5.82989e-38, 5.82989e-38, 7.36839e-14, 5.82989e-38, 6.64481e-10, 5.82989e-38, 5.82989e-38, 5.82989e-38
0.379012, 0, 1.07569e-09, 5.55462e-37, 1.41421, -1.07569e-09, 0, 5.55462e-37, 5.55462e-37, 5.55462e-37, 5.55462e-37, 5.55462e-37, 5.55462e-37, 5.55462e-37, 5.55462e-37, 5.55462e-37, 5.55462e-37, 3.77657e-12, 5.55462e-37, 5.55462e-37, 5.55462e-37, 1.25163e-13, 5.55462e-37, 1.07179e-09, 5.55462e-37, 5.55462e-37, 5.55462e-37
0.386895, 0, 1.71991e-09, 4.83618e-36, 1.41421, -1.71991e-09, 0, 4.83618e-36, 4.83618e-36, 4.83618e-36, 4.83618e-36, 4.83618e-36, 4.83618e-36, 4.83618e-36, 4.83618e-36, 4.83618e-36, 4.83618e-36, 6.04228e-12, 4.83618e-36, 4.83618e-36, 4.83618e-36, 2.11706e-13, 4.83618e-36, 1.71366e-09, 4.83618e-36, 4.83618e-36, 4.83618e-36
0.394779, 0, 2.72605e-09, 3.86266e-35, 1.41421, -2.72605e-09, 0, 3.86266e-35, 3.86266e-35, 3.86266e-35, 3.86266e-35, 3.86266e-35, 3.86266e-35, 3.86266e-35, 3.86266e-35, 3.86266e-35, 3.86266e-35, 9.58493e-12, 3.86266e-35, 3.86266e-35, 3.86266e-35, 3.56783e-13, 3.86266e-35, 2.71611e-09, 3.86266e-35, 3.86266e-35, 3.86266e-35
0.402662, 0, 4.2835e-09, 2.84302e-34, 1.41421, -4.2835e-09, 0, 2.84302e-34, 2.84302e-34, 2.84302e-34, 2.84302e-34, 2.84302e-34, 2.84302e-34, 2.84302e-34, 2.84302e-34, 2.84302e-34, 2.84302e-34, 1.50764e-11, 2.84302e-34, 2.84302e-34, 2.84302e-34, 5.99447e-13, 2.84302e-34, 4.26783e-09, 2.84302e-34, 2.84302e-34, 2.84302e-34
0.410546, 0, 6.67304e-09, 1.9738e-33, 1.41421, -6.67304e-09, 0, 1.9738e-33, 1.9738e-33, 1.9738e-33, 1.9738e-33, 1.9738e-33, 1.9738e-33, 1.9738e-33, 1.9738e-33, 1.9738e-33, 1.9738e-33, 2.35164e-11, 1.9738e-33, 1.9738e-33, 1.9738e-33, 1.00469e-12, 1.9738e-33, 6.64852e-09, 1.9738e-33, 1.9738e-33, 1.9738e-33
0.418429, 0, 1.03072e-08, 1.15475e-32, 1.41421, -1.03072e-08, 0, 1.15475e-32, 1.15475e-32, 1.15475e-32, 1.15475e-32, 1.15475e-32, 1.15475e-32, 1.15475e-32, 1.15475e-32, 1.15475e-32, 1.15475e-32, 3.63792e-11, 1.15475e-32, 1.15475e-32, 1.15475e-32, 1.68074e-12, 1.15475e-32, 1.02691e-08, 1.15475e-32, 1.15475e-32, 1.15475e-32
0.426312, 0, 1.57859e-08, 6.8742e-32, 1.41421, -1.57859e-08, 0, 6.8742e-32, 6.8742e-32, 6.8742e-32, 6.8742e-32, 6.8742e-32, 6.8742e-32, 6.8742e-32, 6.8742e-32, 6.8742e-32, 6.8742e-32, 5.58205e-11, 6.8742e-32, 6.8742e-32, 6.8742e-32, 2.8079e-12, 6.8742e-32, 1.57273e-08, 6.8742e-32, 6.8742e-32, 6.8742e-32
0.434196, 0, 2.39744e-08, 3.65649e-31, 1.41421, -2.39744e-08, 0, 3.65649e-31, 3.65649e-31, 3.65649e-31, 3.65649e-31, 3.65649e-31, 3.65649e-31, 3.65649e-31, 3.65649e-31, 3.65649e-31, 3.65649e-31, 8.49664e-11, 3.65649e-31, 3.65649e-31, 3.65649e-31, 4.68663e-12, 3.65649e-31, 2.38848e-08, 3.65649e-31, 3.65649e-31, 3.65649e-31
0.442079, 0, 3.61081e-08, 1.90941e-30, 1.41421, -3.61081e-08, 0, 1.90941e-30, 1.90941e-30, 1.90941e-30, 1.90941e-30, 1.90941e-30, 1.90941e-30, 1.90941e-30, 1.90941e-30, 1.90941e-30, 1.90941e-30, 1.28313e-10, 1.90941e-30, 1.90941e-30, 1.90941e-30, 7.81753e-12, 1.90941e-30, 3.5972e-08, 1.90941e-30, 1.90941e-30, 1.90941e-30
0.449963, 0, 5.3935e-08, 9.5397e-30, 1.41421, -5.3935e-08, 0, 9.5397e-30, 9.5397e-30, 9.5397e-30, 9.5397e-30, 9.5397e-30, 9.5397e-30, 9.5397e-30, 9.5397e-30, 9.5397e-30, 9.5397e-30, 1.92275e-10, 9.5397e-30, 9.5397e-30, 9.5397e-30, 1.30338e-11, 9.5397e-30, 5.37297e-08, 9.5397e-30, 9.5397e-30, 9.5397e-30
0.457846, 0, 7.99064e-08, 4.51803e-29, 1.41421, -7.99064e-08, 0, 4.51803e-29, 4.51803e-29, 4.51803e-29, 4.51803e-29, 4.51803e-29, 4.51803e-29, 4.51803e-29, 4.51803e-29, 4.51803e-29, 4.51803e-29, 2.85937e-10, 4.51803e-29, 4.51803e-29, 4.51803e-29, 2.17201e-11, 4.51803e-29, 7.95987e-08, 4.51803e-29, 4.51803e-29, 4.51803e-29
0.46573, 0, 1.17428e-07, 2.07226e-28, 1.41421, -1.17428e-07, 0, 2.07226e-28, 2.07226e-28, 2.07226e-28, 2.07226e-28, 2.07226e-28, 2.07226e-28, 2.07226e-28, 2.07226e-28, 2.07226e-28, 2.07226e-28, 4.22064e-10, 2.07226e-28, 2.07226e-28, 2.07226e-28, 3.61701e-11, 2.07226e-28, 1.1697e-07, 2.07226e-28, 2.07226e-28, 2.07226e-28
0.473613, 0, 1.71191e-07, 9.121e-28, 1.41421, -1.71191e-07, 0, 9.121e-28, 9.121e-28, 9.121e-28, 9.121e-28, 9.121e-28, 9.121e-28, 9.121e-28, 9.121e-28, 9.121e-28, 9.121e-28, 6.18473e-10, 9.121e-28, 9.121e-28, 9.121e-28, 6.01703e-11, 9.121e-28, 1.70512e-07, 9.121e-28, 9.121e-28, 9.121e-28
0.481496, 0, 2.47597e-07, 3.83413e-27, 1.41421, -2.47597e-07, 0, 3.83413e-27, 3.83413e-27, 3.83413e-27, 3.83413e-27, 3.83413e-27, 3.83413e-27, 3.83413e-27, 3.83413e-27, 3.83413e-27, 3.83413e-27, 8.99845e-10, 3.83413e-27, 3.83413e-27, 3.83413e-27, 9.99375e-11, 3.83413e-27, 2.46597e-07, 3.83413e-27, 3.83413e-27, 3.83413e-27
0.48938, 0, 3.55308e-07, 1.53929e-26, 1.41421, -3.55308e-07, 0, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.30014e-09, 1.53929e-26, 1.53929e-26, 1.53929e-26, 1.65617e-10, 1.53929e-26, 3.53842e-07, 1.53929e-26, 1.53929e-26, 1.53929e-26
0.497263, 0, 5.05949e-07, 5.90748e-26, 1.41421, -5.05949e-07, 0, 5.90748e-26, 5.90748e-26, 5.90748e-26, 5.90748e-26, 5.90748e-26, 5.90748e-26, 3.13698e-12, 5.90748e-26, 5.90748e-26, 5.90748e-26, 1.86581e-09, 5.90748e-26, 5.90748e-26, 5.90748e-26, 2.73645e-10, 5.90748e-26, 5.03806e-07, 5.90748e-26, 5.90748e-26, 5.90748e-26
0.505147, 0, 7.14973e-07, 2.17074e-25, 1.41421, -7.14973e-07, 0, 2.17074e-25, 2.17074e-25, 2.17074e-25, 2.17074e-25, 2.17074e-25, 2.17074e-25, 1.10952e-11, 2.17074e-25, 2.17074e-25, 2.17074e-25, 2.6599e-09, 2.17074e-25, 2.17074e-25, 2.17074e-25, 4.50432e-10, 2.17074e-25, 7.11852e-07, 2.17074e-25, 2.17074e-25, 2.17074e-25
0.51303, 0, 1.00276e-06, 7.70183e-25, 1.41421, -1.00276e-06, 0, 7.70183e-25, 7.70183e-25, 7.70183e-25, 7.70183e-25, 7.70183e-25, 7.70183e-25, 3.05763e-11, 7.70183e-25, 7.70183e-25, 7.70183e-25, 3.76749e-09, 7.70183e-25, 7.70183e-25, 7.70183e-25, 7.38021e-10, 7.70183e-25, 9.98224e-07, 7.70183e-25, 7.70183e-25, 7.70183e-25
0.520914, 0, 1.39912e-06, 2.02958e-10, 1.41421, -1.39912e-06, 2.02958e-10, 2.02978e-10, 2.03005e-10, 1.04253e-09, 2.25027e-10, 2.03761e-10, 2.72659e-10, 4.28043e-10, 6.80227e-10, 2.095e-10, 1.16066e-09, 5.50577e-09, 2.0483e-10, 2.06207e-10, 2.02958e-10, 1.40564e-09, 2.02958e-10, 1.38981e-06, 2.02958e-10, 2.02958e-10, 4.061e-10
0.528797, 0, 1.94024e-06, 7.09215e-10, 1.41421, -1.94024e-06, 7.09215e-10, 7.09285e-10, 7.09381e-10, 3.66132e-09, 7.86815e-10, 7.12041e-10, 9.54302e-10, 1.4141e-09, 2.3874e-09, 7.32219e-10, 4.07671e-09, 8.12703e-09, 7.15798e-10, 7.2064e-10, 7.09215e-10, 2.65699e-09, 7.09218e-10, 1.92109e-06, 7.09215e-10, 7.09215e-10, 1.42351e-09
0.53668, 0, 2.67771e-06, 1.93851e-09, 1.41421, -2.67771e-06, 1.93851e-09, 1.93871e-09, 1.93897e-09, 1.0031e-08, 2.15123e-09, 1.94626e-09, 2.61035e-09, 3.79082e-09, 6.53881e-09, 2.00157e-09, 1.11696e-08, 1.22522e-08, 1.95656e-09, 1.96983e-09, 1.93851e-09, 5.07109e-09, 1.93852e-09, 2.63752e-06, 1.93851e-09, 1.93851e-09, 3.89656e-09
0.544564, 0, 3.68345e-06, 4.84037e-09, 1.41421, -3.68345e-06, 4.84037e-09, 4.84085e-09, 4.8415e-09, 2.50765e-08, 5.37229e-09, 4.85973e-09, 6.52038e-09, 9.36102e-09, 1.6344e-08, 4.99805e-09, 2.79239e-08, 1.90953e-08, 4.88549e-09, 4.91868e-09, 4.84037e-09, 9.84011e-09, 4.84038e-09, 3.59744e-06, 4.84037e-09, 4.84037e-09, 9.73669e-09
0.552447, 0, 5.06551e-06, 1.15901e-08, 1.41421, -5.06551e-06, 1.15901e-08, 1.15913e-08, 1.15928e-08, 6.01015e-08, 1.28653e-08, 1.16366e-08, 1.56176e-08, 2.28159e-08, 3.91673e-08, 1.19681e-08, 6.69275e-08, 3.11774e-08, 1.16983e-08, 1.17779e-08, 1.15901e-08, 1.9513e-08, 1.15902e-08, 4.87759e-06, 1.15901e-08, 1.15901e-08, 2.33279e-08
0.560331, 0, 6.98454e-06, 2.64821e-08, 1.41421, -6.98454e-06, 2.64821e-08, 2.64847e-08, 2.64883e-08, 1.37381e-07, 2.93972e-08, 2.65882e-08, 3.5689e-08, 5.31709e-08, 8.95247e-08, 2.73462e-08, 1.52985e-07, 5.32408e-08, 2.67294e-08, 2.69113e-08, 2.64821e-08, 3.89218e-08, 2.64822e-08, 6.5776e-06, 2.64821e-08, 2.64821e-08, 5.33152e-08
0.568214, 0, 9.72014e-06, 5.88779e-08, 1.41421, -9.72014e-06, 5.88779e-08, 5.88838e-08, 5.88918e-08, 3.05557e-07, 6.53622e-08, 5.9114e-08, 7.93575e-08, 1.31915e-07, 1.99108e-07, 6.08002e-08, 3.40267e-07, 9.52254e-08, 5.9428e-08, 5.98326e-08, 5.88779e-08, 7.82359e-08, 5.88782e-08, 8.83276e-06, 5.88779e-08, 5.88779e-08, 1.18564e-07
0.576098, 0, 1.37296e-05, 1.27504e-07, 1.41421, -1.37296e-05, 1.27504e-07, 1.27516e-07, 1.27534e-07, 6.61953e-07, 1.41552e-07, 1.28015e-07, 1.71874e-07, 3.05274e-07, 4.31321e-07, 1.31668e-07, 7.37154e-07, 1.76598e-07, 1.28696e-07, 1.29572e-07, 1.27504e-07, 1.57353e-07, 1.27504e-07, 1.18292e-05, 1.27504e-07, 1.27504e-07, 2.56819e-07
0.583981, 0, 1.98246e-05, 2.69087e-07, 1.41421, -1.98246e-05, 2.69087e-07, 2.69114e-07, 2.6915e-07, 1.39753e-06, 2.98749e-07, 2.70167e-07, 3.62771e-07, 6.78729e-07, 9.10573e-07, 2.7788e-07, 1.55631e-06, 3.35028e-07, 2.71603e-07, 2.73454e-07, 2.69087e-07, 3.14687e-07, 2.69088e-07, 1.5833e-05, 2.69087e-07, 2.69087e-07, 5.42125e-07
0.591865, 0, 2.94501e-05, 5.536e-07, 1.41421, -2.94501e-05, 5.536e-07, 5.53656e-07, 5.53731e-07, 2.87631e-06, 6.14656e-07, 5.55824e-07, 7.46434e-07, 1.46545e-06, 1.87399e-06, 5.717e-07, 3.20314e-06, 6.41685e-07, 5.5878e-07, 5.6259e-07, 5.536e-07, 6.2262e-07, 5.53603e-07, 2.12379e-05, 5.536e-07, 5.536e-07, 1.1156e-06
0.599748, 0, 4.51826e-05, 1.11056e-06, 1.41421, -4.51826e-05, 1.11056e-06, 1.11067e-06, 1.11082e-06, 5.77242e-06, 1.2331e-06, 1.11502e-06, 1.49759e-06, 3.08684e-06, 3.76068e-06, 1.14689e-06, 6.42838e-06, 1.2276e-06, 1.12096e-06, 1.1286e-06, 1.11056e-06, 1.21408e-06, 1.11057e-06, 2.86488e-05, 1.11056e-06, 1.11056e-06, 2.23854e-06
0.607631, 0, 7.15813e-05, 2.17285e-06, 1.41421, -7.15813e-05, 2.17285e-06, 2.17306e-06, 2.17336e-06, 1.12987e-05, 2.41273e-06, 2.18158e-06, 2.93048e-06, 6.36363e-06, 7.36058e-06, 2.24396e-06, 1.25827e-05, 2.32754e-06, 2.1932e-06, 2.20817e-06, 2.17285e-06, 2.32674e-06, 2.17286e-06, 3.90167e-05, 2.17285e-06, 2.17285e-06, 4.38093e-06
0.615515, 0, 0.000116609, 4.147e-06, 1.41421, -0.000116609, 4.147e-06, 4.14741e-06, 4.14798e-06, 2.15736e-05, 4.60508e-06, 4.16368e-06, 5.59377e-06, 1.28729e-05, 1.40535e-05, 4.28279e-06, 2.40257e-05, 4.35045e-06, 4.18586e-06, 4.21444e-06, 4.147e-06, 4.37389e-06, 4.14702e-06, 5.38599e-05, 4.147e-06, 4.147e-06, 8.36353e-06
