   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_225.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.46263, 26, 26.3516, 25.3181, 5.2915, -0.351574, 0, 25.3181, 25.3181, 26.3069, 25.324, 25.3186, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3181, 25.3563, 25.3181
4.47051, 30, 26.6917, 25.4332, 5.65685, 3.30832, 0, 25.4332, 25.4332, 26.649, 25.4392, 25.4337, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4332, 25.4694, 25.4332
4.4784, 30, 27.09, 25.5486, 5.65685, 2.91004, 0, 25.5486, 25.5486, 27.0494, 25.5547, 25.5491, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5486, 25.5825, 25.5486
4.48628, 46, 27.5577, 25.6642, 6.9282, 18.4423, 0, 25.6642, 25.6642, 27.5194, 25.6704, 25.6647, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6642, 25.6957, 25.6642
4.49416, 42, 28.1072, 25.78, 6.63325, 13.8928, 0, 25.78, 25.78, 28.0712, 25.7863, 25.7805, 25.78, 25.78, 25.78, 25.78, 25.78, 25.78, 25.78, 25.78, 25.78, 25.78, 25.78, 25.78, 25.78, 25.809, 25.78
4.50205, 30, 28.7512, 25.896, 5.65685, 1.24879, 0, 25.896, 25.896, 28.7175, 25.9025, 25.8966, 25.896, 25.896, 25.896, 25.896, 25.896, 25.896, 25.896, 25.896, 25.896, 25.896, 25.896, 25.896, 25.896, 25.9225, 25.896
4.50993, 40, 29.5023, 26.0122, 6.48074, 10.4977, 0, 26.0122, 26.0122, 29.4708, 26.019, 26.0128, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0122, 26.0364, 26.0122
4.51781, 32, 30.3724, 26.1286, 5.83095, 1.62757, 0, 26.1287, 26.1287, 30.343, 26.1357, 26.1293, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1286, 26.1505, 26.1286
4.5257, 22, 31.3718, 26.2453, 4.89898, -9.37182, 0, 26.2453, 26.2453, 31.3442, 26.2526, 26.2459, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2453, 26.2649, 26.2453
4.53358, 34, 32.5078, 26.3621, 6, 1.4922, 0, 26.3621, 26.3621, 32.4818, 26.3698, 26.3627, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3621, 26.3797, 26.3621
4.54146, 46, 33.7841, 26.4791, 6.9282, 12.2159, 0, 26.4791, 26.4791, 33.7594, 26.4873, 26.4797, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4791, 26.4949, 26.4791
4.54935, 42, 35.1995, 26.5963, 6.63325, 6.80055, 0, 26.5963, 26.5963, 35.1758, 26.6051, 26.5969, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.5963, 26.6105, 26.5963
4.55723, 20, 36.7467, 26.7137, 4.69042, -16.7467, 0, 26.7137, 26.7137, 36.7237, 26.7232, 26.7143, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7137, 26.7265, 26.7137
4.56511, 40, 38.4118, 26.8312, 6.48074, 1.58819, 0, 26.8312, 26.8312, 38.3891, 26.8415, 26.8318, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8312, 26.8428, 26.8312
4.573, 26, 40.1736, 26.9489, 5.2915, -14.1736, 0, 26.9489, 26.9489, 40.1509, 26.9603, 26.9495, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9489, 26.9595, 26.9489
4.58088, 42, 42.0038, 27.0667, 6.63325, -0.00382996, 0, 27.0667, 27.0667, 41.9806, 27.0794, 27.0674, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0667, 27.0766, 27.0667
4.58876, 36, 43.8667, 27.1847, 6.16441, -7.86671, 0, 27.1847, 27.1848, 43.8427, 27.1989, 27.1854, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1847, 27.1939, 27.1847
4.59665, 56, 45.7209, 27.3029, 7.61577, 10.2791, 0, 27.3029, 27.3029, 45.6957, 27.3189, 27.3036, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3029, 27.3114, 27.3029
4.60453, 50, 47.5204, 27.4212, 7.2111, 2.47957, 0, 27.4212, 27.4212, 47.4935, 27.4393, 27.4219, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4212, 27.4292, 27.4212
4.61241, 66, 49.2166, 27.5397, 8.24621, 16.7834, 0, 27.5397, 27.5397, 49.1877, 27.5603, 27.5404, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5397, 27.5472, 27.5397
4.6203, 40, 50.7601, 27.6583, 6.48074, -10.7601, 0, 27.6583, 27.6583, 50.7287, 27.6818, 27.659, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6583, 27.6654, 27.6583
4.62818, 40, 52.1041, 27.777, 6.48074, -12.1041, 0, 27.777, 27.777, 52.0698, 27.8038, 27.7778, 27.777, 27.777, 27.777, 27.777, 27.777, 27.777, 27.777, 27.777, 27.777, 27.777, 27.777, 27.777, 27.777, 27.7837, 27.777
4.63607, 38, 53.2064, 27.8959, 6.32456, -15.2064, 0, 27.8959, 27.8959, 53.1687, 27.9265, 27.8967, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.8959, 27.9022, 27.8959
4.64395, 42, 54.0316, 28.0149, 6.63325, -12.0316, 0, 28.015, 28.015, 53.9902, 28.0496, 28.0157, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0149, 28.0208, 28.0149
4.65183, 32, 54.5539, 28.1341, 5.83095, -22.5539, 0, 28.1341, 28.1341, 54.5085, 28.1733, 28.1349, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1341, 28.1395, 28.1341
4.65972, 56, 54.7582, 28.2534, 7.61577, 1.24175, 0, 28.2534, 28.2534, 54.7083, 28.2975, 28.2542, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2534, 28.2583, 28.2534
4.6676, 32, 54.6411, 28.3728, 5.83095, -22.6411, 0, 28.3728, 28.3728, 54.5865, 28.422, 28.3736, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3728, 28.3773, 28.3728
4.67548, 42, 54.2112, 28.4923, 6.63325, -12.2112, 0, 28.4923, 28.4923, 54.1516, 28.5469, 28.4931, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4923, 28.4963, 28.4923
4.68337, 34, 53.4883, 28.6119, 6, -19.4883, 0, 28.6119, 28.6119, 53.4237, 28.672, 28.6127, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6119, 28.6155, 28.6119
4.69125, 44, 52.5024, 28.7316, 6.78233, -8.50237, 0, 28.7316, 28.7316, 52.4328, 28.7971, 28.7325, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7316, 28.7348, 28.7316
4.69913, 30, 51.2921, 28.8514, 5.65685, -21.2921, 0, 28.8514, 28.8515, 51.2177, 28.9221, 28.8523, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8514, 28.8542, 28.8514
4.70702, 30, 49.9019, 28.9714, 5.65685, -19.9019, 0, 28.9714, 28.9714, 49.823, 29.047, 28.9723, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9714, 28.9738, 28.9714
4.7149, 36, 48.3801, 29.0914, 6.16441, -12.3801, 0, 29.0914, 29.0914, 48.297, 29.1714, 29.0923, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0914, 29.0934, 29.0914
4.72278, 28, 46.7757, 29.2114, 5.47723, -18.7757, 0, 29.2114, 29.2114, 46.689, 29.2953, 29.2124, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2114, 29.2132, 29.2114
4.73067, 20, 45.1368, 29.3316, 4.69042, -25.1368, 0, 29.3316, 29.3316, 45.0473, 29.4186, 29.3325, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3316, 29.3331, 29.3316
4.73855, 28, 43.5078, 29.4518, 5.47723, -15.5078, 0, 29.4518, 29.4518, 43.4162, 29.5411, 29.4527, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.4518, 29.453, 29.4518
4.74643, 28, 41.9278, 29.572, 5.47723, -13.9278, 0, 29.572, 29.572, 41.835, 29.6627, 29.573, 29.572, 29.572, 29.572, 29.572, 29.572, 29.572, 29.572, 29.572, 29.572, 29.572, 29.572, 29.572, 29.572, 29.5732, 29.572
4.75432, 22, 40.4299, 29.6923, 4.89898, -18.4299, 0, 29.6923, 29.6923, 40.3368, 29.7834, 29.6933, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6923, 29.6933, 29.6923
4.7622, 28, 39.0398, 29.8127, 5.47723, -11.0398, 0, 29.8127, 29.8127, 38.9472, 29.9032, 29.8137, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8127, 29.8136, 29.8127
4.77008, 22, 37.7758, 29.9331, 4.89898, -15.7758, 0, 29.9331, 29.9331, 37.6848, 30.0222, 29.9341, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.9331, 29.934, 29.9331
4.77797, 26, 36.6494, 30.0535, 5.2915, -10.6494, 0, 30.0535, 30.0535, 36.5607, 30.1403, 30.0545, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0535, 30.0544, 30.0535
4.78585, 10, 35.6656, 30.1739, 3.4641, -25.6656, 0, 30.1739, 30.1739, 35.5798, 30.2576, 30.175, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.1739, 30.175, 30.1739
4.79373, 20, 34.8236, 30.2944, 4.69042, -14.8236, 0, 30.2944, 30.2944, 34.7415, 30.3742, 30.2955, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2944, 30.2956, 30.2944
4.80162, 10, 34.1182, 30.4149, 3.4641, -24.1182, 0, 30.4149, 30.4149, 34.0402, 30.4904, 30.416, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4149, 30.4163, 30.4149
4.8095, 16, 33.5408, 30.5354, 4.24264, -17.5408, 0, 30.5354, 30.5354, 33.4672, 30.6062, 30.5365, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5354, 30.5371, 30.5354
4.81738, 22, 33.0801, 30.6559, 4.89898, -11.0801, 0, 30.6559, 30.6559, 33.0111, 30.7217, 30.657, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.6559, 30.658, 30.6559
4.82527, 10, 32.7237, 30.7764, 3.4641, -22.7237, 0, 30.7764, 30.7764, 32.6593, 30.8372, 30.7775, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7764, 30.7789, 30.7764
4.83315, 12, 32.4584, 30.897, 3.74166, -20.4584, 0, 30.897, 30.897, 32.3985, 30.9527, 30.8981, 30.897, 30.897, 30.897, 30.897, 30.897, 30.897, 30.897, 30.897, 30.897, 30.897, 30.897, 30.897, 30.897, 30.8999, 30.897
4.84103, 6, 32.2712, 31.0175, 2.82843, -26.2712, 0, 31.0175, 31.0175, 32.2157, 31.0683, 31.0186, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.0175, 31.021, 31.0175
4.84892, 4, 32.1497, 31.138, 2.44949, -28.1497, 0, 31.138, 31.138, 32.0982, 31.1841, 31.1391, 31.138, 31.138, 31.138, 31.138, 31.138, 31.138, 31.138, 31.138, 31.138, 31.138, 31.138, 31.138, 31.138, 31.1421, 31.138
4.8568, 16, 32.0826, 31.2585, 4.24264, -16.0826, 0, 31.2585, 31.2585, 32.0347, 31.3003, 31.2596, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2585, 31.2633, 31.2585
4.86468, 14, 32.0597, 31.3789, 4, -18.0597, 0, 31.3789, 31.379, 32.015, 31.4168, 31.3801, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3789, 31.3846, 31.3789
4.87257, 6, 32.0723, 31.4994, 2.82843, -26.0723, 0, 31.4994, 31.4994, 32.0303, 31.5337, 31.5006, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.4994, 31.5058, 31.4994
4.88045, 18, 32.1129, 31.6198, 4.47214, -14.1129, 0, 31.6198, 31.6198, 32.0731, 31.651, 31.621, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6198, 31.6271, 31.6198
4.88833, 16, 32.1751, 31.7402, 4.24264, -16.1751, 0, 31.7402, 31.7402, 32.1372, 31.7687, 31.7415, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7402, 31.7484, 31.7402
4.89622, 20, 32.2541, 31.8606, 4.69042, -12.2541, 0, 31.8606, 31.8606, 32.2175, 31.8868, 31.8618, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8606, 31.8696, 31.8606
4.9041, 16, 32.3457, 31.9809, 4.24264, -16.3457, 0, 31.9809, 31.9809, 32.3101, 32.0053, 31.9822, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9809, 31.9908, 31.9809
4.91199, 26, 32.4467, 32.1012, 5.2915, -6.44668, 0, 32.1012, 32.1012, 32.4117, 32.124, 32.1024, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1012, 32.1119, 32.1012
4.91987, 20, 32.5546, 32.2214, 4.69042, -12.5546, 0, 32.2214, 32.2214, 32.52, 32.243, 32.2227, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.2214, 32.233, 32.2214
4.92775, 16, 32.6676, 32.3415, 4.24264, -16.6676, 0, 32.3415, 32.3415, 32.6332, 32.3622, 32.3428, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3415, 32.3539, 32.3415
4.93564, 16, 32.7842, 32.4616, 4.24264, -16.7842, 0, 32.4616, 32.4617, 32.7498, 32.4817, 32.463, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4616, 32.4747, 32.4616
4.94352, 16, 32.9034, 32.5817, 4.24264, -16.9034, 0, 32.5817, 32.5817, 32.8688, 32.6012, 32.583, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5817, 32.5953, 32.5817
4.9514, 18, 33.0244, 32.7016, 4.47214, -15.0244, 0, 32.7016, 32.7017, 32.9896, 32.7209, 32.703, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7016, 32.7157, 32.7016
4.95929, 32, 33.1466, 32.8215, 5.83095, -1.14656, 0, 32.8215, 32.8215, 33.1117, 32.8406, 32.8229, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8215, 32.8359, 32.8215
4.96717, 14, 33.2696, 32.9413, 4, -19.2696, 0, 32.9413, 32.9414, 33.2346, 32.9603, 32.9427, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.9413, 32.956, 32.9413
4.97505, 12, 33.3932, 33.0611, 3.74166, -21.3932, 0, 33.0611, 33.0611, 33.3581, 33.0801, 33.0625, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0611, 33.0757, 33.0611
4.98294, 18, 33.5172, 33.1807, 4.47214, -15.5172, 0, 33.1807, 33.1807, 33.482, 33.1998, 33.1821, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1807, 33.1953, 33.1807
4.99082, 32, 33.6414, 33.3002, 5.83095, -1.64143, 0, 33.3002, 33.3002, 33.6063, 33.3195, 33.3017, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3002, 33.3146, 33.3002
4.9987, 20, 33.7658, 33.4197, 4.69042, -13.7658, 0, 33.4197, 33.4197, 33.7309, 33.4391, 33.4211, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4197, 33.4337, 33.4197
5.00659, 12, 33.8903, 33.539, 3.74166, -21.8903, 0, 33.539, 33.539, 33.8556, 33.5587, 33.5404, 33.539, 33.539, 33.539, 33.539, 33.539, 33.539, 33.539, 33.539, 33.539, 33.539, 33.539, 33.539, 33.539, 33.5525, 33.539
5.01447, 14, 34.015, 33.6582, 4, -20.015, 0, 33.6582, 33.6582, 33.9806, 33.6781, 33.6597, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.6582, 33.671, 33.6582
5.02235, 16, 34.1398, 33.7772, 4.24264, -18.1398, 0, 33.7772, 33.7772, 34.1059, 33.7974, 33.7787, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7772, 33.7894, 33.7772
5.03024, 18, 34.2648, 33.8961, 4.47214, -16.2648, 0, 33.8962, 33.8962, 34.2314, 33.9166, 33.8977, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.8961, 33.9075, 33.8961
5.03812, 10, 34.3901, 34.0149, 3.4641, -24.3901, 0, 34.0149, 34.0149, 34.3573, 34.0357, 34.0165, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0149, 34.0254, 34.0149
5.046, 20, 34.5159, 34.1335, 4.69042, -14.5159, 0, 34.1335, 34.1335, 34.4836, 34.1546, 34.1351, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1335, 34.1432, 34.1335
5.05389, 16, 34.6422, 34.252, 4.24264, -18.6422, 0, 34.252, 34.252, 34.6105, 34.2733, 34.2536, 34.252, 34.252, 34.252, 34.252, 34.252, 34.252, 34.252, 34.252, 34.252, 34.252, 34.252, 34.252, 34.252, 34.2607, 34.252
5.06177, 12, 34.7693, 34.3702, 3.74166, -22.7693, 0, 34.3702, 34.3702, 34.7381, 34.3919, 34.3718, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3702, 34.3781, 34.3702
5.06965, 12, 34.8974, 34.4883, 3.74166, -22.8974, 0, 34.4883, 34.4883, 34.8667, 34.5103, 34.4899, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4883, 34.4952, 34.4883
5.07754, 14, 35.0268, 34.6061, 4, -21.0268, 0, 34.6062, 34.6062, 34.9966, 34.6284, 34.6078, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6061, 34.6123, 34.6061
5.08542, 22, 35.1579, 34.7238, 4.89898, -13.1579, 0, 34.7238, 34.7238, 35.1282, 34.7464, 34.7255, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7238, 34.7292, 34.7238
5.0933, 14, 35.2913, 34.8412, 4, -21.2913, 0, 34.8412, 34.8412, 35.2618, 34.8642, 34.8431, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8412, 34.8459, 34.8412
5.10119, 14, 35.4274, 34.9584, 4, -21.4274, 0, 34.9584, 34.9584, 35.3981, 34.9817, 34.9604, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9584, 34.9624, 34.9584
5.10907, 12, 35.5669, 35.0753, 3.74166, -23.5669, 0, 35.0753, 35.0753, 35.5377, 35.0989, 35.0775, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0753, 35.0788, 35.0753
5.11695, 18, 35.7107, 35.192, 4.47214, -17.7107, 0, 35.192, 35.192, 35.6814, 35.2159, 35.1944, 35.192, 35.192, 35.192, 35.192, 35.192, 35.192, 35.192, 35.192, 35.192, 35.192, 35.192, 35.192, 35.192, 35.195, 35.192
5.12484, 10, 35.8598, 35.3084, 3.4641, -25.8598, 0, 35.3084, 35.3084, 35.83, 35.3326, 35.3112, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3084, 35.3111, 35.3084
5.13272, 20, 36.0152, 35.4245, 4.69042, -16.0152, 0, 35.4245, 35.4245, 35.9848, 35.4491, 35.428, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4245, 35.4269, 35.4245
5.1406, 16, 36.1783, 35.5403, 4.24264, -20.1783, 0, 35.5403, 35.5403, 36.1468, 35.5652, 35.5447, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5403, 35.5425, 35.5403
5.14849, 16, 36.3503, 35.6558, 4.24264, -20.3503, 0, 35.6558, 35.6558, 36.3172, 35.6811, 35.6616, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6558, 35.6579, 35.6558
5.15637, 16, 36.5329, 35.771, 4.24264, -20.5329, 0, 35.771, 35.771, 36.4974, 35.7966, 35.7788, 35.771, 35.771, 35.771, 35.771, 35.771, 35.771, 35.771, 35.771, 35.771, 35.771, 35.771, 35.771, 35.771, 35.7731, 35.771
5.16425, 12, 36.7276, 35.8858, 3.74166, -24.7276, 0, 35.8858, 35.8858, 36.6888, 35.9117, 35.8966, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8858, 35.8879, 35.8858
