   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_297.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.35253, 24, 32.2234, 28.2614, 5.09902, -8.22345, 0, 28.2614, 28.2614, 32.1801, 28.3018, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2614, 28.2643, 28.2614
5.36042, 20, 32.1432, 28.3379, 4.69042, -12.1432, 0, 28.3379, 28.3379, 32.0992, 28.3788, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.3379, 28.341, 28.3379
5.3683, 22, 32.0391, 28.414, 4.89898, -10.0391, 0, 28.414, 28.414, 31.9944, 28.4553, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.414, 28.4174, 28.414
5.37618, 18, 31.9168, 28.4897, 4.47214, -13.9168, 0, 28.4897, 28.4897, 31.8715, 28.5315, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4897, 28.4933, 28.4897
5.38407, 32, 31.7824, 28.565, 5.83095, 0.217649, 0, 28.565, 28.565, 31.7364, 28.6072, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.565, 28.5687, 28.565
5.39195, 42, 31.6415, 28.6398, 6.63325, 10.3585, 0, 28.6398, 28.6398, 31.5949, 28.6824, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6398, 28.6437, 28.6398
5.39983, 20, 31.4997, 28.7142, 4.69042, -11.4997, 0, 28.7142, 28.7142, 31.4525, 28.7573, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7142, 28.7182, 28.7142
5.40772, 6, 31.3619, 28.7881, 2.82843, -25.3619, 0, 28.7881, 28.7881, 31.3142, 28.8316, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7881, 28.7922, 28.7881
5.4156, 20, 31.2324, 28.8615, 4.69042, -11.2324, 0, 28.8616, 28.8616, 31.1842, 28.9056, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8615, 28.8658, 28.8615
5.42348, 6, 31.1147, 28.9346, 2.82843, -25.1147, 0, 28.9346, 28.9346, 31.0659, 28.979, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9346, 28.9389, 28.9346
5.43137, 12, 31.0114, 29.0071, 3.74166, -19.0114, 0, 29.0071, 29.0071, 30.962, 29.052, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0071, 29.0115, 29.0071
5.43925, 20, 30.9242, 29.0792, 4.69042, -10.9242, 0, 29.0792, 29.0792, 30.8743, 29.1246, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0792, 29.0835, 29.0792
5.44713, 26, 30.8541, 29.1507, 5.2915, -4.8541, 0, 29.1507, 29.1508, 30.8038, 29.1966, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1507, 29.1551, 29.1507
5.45502, 18, 30.8015, 29.2218, 4.47214, -12.8015, 0, 29.2218, 29.2218, 30.7506, 29.2682, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2218, 29.2263, 29.2218
5.4629, 32, 30.766, 29.2924, 5.83095, 1.23404, 0, 29.2924, 29.2924, 30.7146, 29.3392, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2924, 29.2968, 29.2924
5.47078, 16, 30.7468, 29.3625, 4.24264, -14.7468, 0, 29.3625, 29.3625, 30.6949, 29.4098, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3625, 29.3669, 29.3625
5.47867, 26, 30.7427, 29.432, 5.2915, -4.74271, 0, 29.432, 29.4321, 30.6904, 29.4798, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.432, 29.4365, 29.432
5.48655, 6, 30.7524, 29.501, 2.82843, -24.7524, 0, 29.501, 29.5011, 30.6996, 29.5493, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.501, 29.5055, 29.501
5.49443, 14, 30.7743, 29.5695, 4, -16.7743, 0, 29.5695, 29.5696, 30.7209, 29.6183, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.5695, 29.574, 29.5695
5.50232, 14, 30.8067, 29.6375, 4, -16.8067, 0, 29.6375, 29.6375, 30.7529, 29.6868, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6375, 29.6419, 29.6375
5.5102, 16, 30.8482, 29.7049, 4.24264, -14.8482, 0, 29.7049, 29.705, 30.7938, 29.7548, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7049, 29.7093, 29.7049
5.51809, 24, 30.8973, 29.7717, 5.09902, -6.89734, 0, 29.7717, 29.7718, 30.8423, 29.8222, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7717, 29.7761, 29.7717
5.52597, 6, 30.9526, 29.838, 2.82843, -24.9526, 0, 29.838, 29.8381, 30.8969, 29.8892, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.838, 29.8423, 29.838
5.53385, 14, 31.013, 29.9036, 4, -17.013, 0, 29.9036, 29.9038, 30.9565, 29.9557, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.9036, 29.908, 29.9036
5.54174, 22, 31.0774, 29.9687, 4.89898, -9.07744, 0, 29.9688, 29.9689, 31.0199, 30.0218, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.9687, 29.973, 29.9687
5.54962, 22, 31.1452, 30.0332, 4.89898, -9.14515, 0, 30.0332, 30.0334, 31.0863, 30.0876, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0332, 30.0375, 30.0332
5.5575, 30, 31.2156, 30.0971, 5.65685, -1.21559, 0, 30.0971, 30.0974, 31.1548, 30.1534, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.0971, 30.1013, 30.0971
5.56539, 20, 31.2884, 30.1604, 4.69042, -11.2884, 0, 30.1604, 30.1607, 31.225, 30.2194, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1604, 30.1645, 30.1604
5.57327, 20, 31.3636, 30.2231, 4.69042, -11.3636, 0, 30.2231, 30.2235, 31.2961, 30.2861, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2231, 30.2271, 30.2231
5.58115, 10, 31.4415, 30.2852, 3.4641, -21.4415, 0, 30.2852, 30.2856, 31.368, 30.3542, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2852, 30.2891, 30.2852
5.58904, 12, 31.5227, 30.3466, 3.74166, -19.5227, 0, 30.3466, 30.3471, 31.4401, 30.4247, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3466, 30.3505, 30.3466
5.59692, 26, 31.6086, 30.4074, 5.2915, -5.60861, 0, 30.4074, 30.408, 31.5124, 30.4991, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4074, 30.4112, 30.4074
5.6048, 10, 31.7013, 30.4676, 3.4641, -21.7013, 0, 30.4676, 30.4683, 31.5846, 30.5797, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4676, 30.4713, 30.4676
5.61269, 12, 31.8037, 30.5271, 3.74166, -19.8037, 0, 30.5271, 30.528, 31.6565, 30.6697, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5271, 30.5307, 30.5271
5.62057, 14, 31.9204, 30.5859, 4, -17.9204, 0, 30.5859, 30.587, 31.7281, 30.7736, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5859, 30.5895, 30.5859
5.62845, 12, 32.0574, 30.6441, 3.74166, -20.0574, 0, 30.6441, 30.6454, 31.7992, 30.8976, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6441, 30.6477, 30.6441
5.63634, 16, 32.2233, 30.7017, 4.24264, -16.2233, 0, 30.7017, 30.7031, 31.8699, 31.0502, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7052, 30.7017
5.64422, 12, 32.4295, 30.7586, 3.74166, -20.4295, 0, 30.7586, 30.7601, 31.9401, 31.243, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.7586, 30.762, 30.7586
5.6521, 24, 32.691, 30.8148, 5.09902, -8.69103, 0, 30.8148, 30.8165, 32.0097, 31.491, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8148, 30.8181, 30.8148
5.65999, 24, 33.0276, 30.8703, 5.09902, -9.02758, 0, 30.8703, 30.8722, 32.0787, 31.8139, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8703, 30.8735, 30.8703
5.66787, 20, 33.4642, 30.9251, 4.69042, -13.4642, 0, 30.9251, 30.9272, 32.1472, 32.2368, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9251, 30.9282, 30.9251
5.67575, 18, 34.0324, 30.9792, 4.47214, -16.0324, 0, 30.9792, 30.9815, 32.215, 32.7912, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9792, 30.9823, 30.9792
5.68364, 14, 34.7705, 31.0326, 4, -20.7705, 0, 31.0326, 31.0351, 32.2821, 33.5155, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0326, 31.0356, 31.0326
5.69152, 22, 35.725, 31.0853, 4.89898, -13.725, 0, 31.0853, 31.0879, 32.3487, 34.4561, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0853, 31.0881, 31.0853
5.6994, 20, 36.9504, 31.1372, 4.69042, -16.9504, 0, 31.1372, 31.14, 32.4145, 35.6675, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.1372, 31.14, 31.1372
5.70729, 18, 38.5095, 31.1884, 4.47214, -20.5095, 0, 31.1884, 31.1913, 32.4797, 37.2127, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1884, 31.1911, 31.1884
5.71517, 26, 40.4723, 31.2389, 5.2915, -14.4723, 0, 31.2389, 31.2418, 32.5442, 39.1615, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2389, 31.2414, 31.2389
5.72305, 36, 42.9153, 31.2886, 6.16441, -6.9153, 0, 31.2886, 31.2916, 32.6079, 41.5905, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.2886, 31.291, 31.2886
5.73094, 26, 45.919, 31.3375, 5.2915, -19.919, 0, 31.3375, 31.3405, 32.671, 44.5802, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3375, 31.3397, 31.3375
5.73882, 20, 49.5644, 31.3856, 4.69042, -29.5644, 0, 31.3857, 31.3887, 32.7333, 48.2115, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3856, 31.3878, 31.3856
5.7467, 32, 53.9295, 31.433, 5.83095, -21.9295, 0, 31.433, 31.436, 32.7949, 52.5626, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.433, 31.435, 31.433
5.75459, 38, 59.0842, 31.4796, 6.32456, -21.0842, 0, 31.4796, 31.4825, 32.8558, 57.7032, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4796, 31.4815, 31.4796
5.76247, 70, 65.0843, 31.5254, 8.48528, 4.91574, 0, 31.5254, 31.5282, 32.9159, 63.6892, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5254, 31.5272, 31.5254
5.77035, 62, 71.9657, 31.5704, 8, -9.96568, 0, 31.5704, 31.5731, 32.9753, 70.5565, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.5704, 31.572, 31.5704
5.77824, 68, 79.7378, 31.6146, 8.3666, -11.7378, 0, 31.6146, 31.6171, 33.0339, 78.3145, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6146, 31.6161, 31.6146
5.78612, 58, 88.3785, 31.658, 7.74597, -30.3785, 0, 31.658, 31.6603, 33.0917, 86.9409, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.658, 31.6594, 31.658
5.794, 70, 97.8264, 31.7005, 8.48528, -27.8264, 0, 31.7006, 31.7027, 33.1488, 96.3746, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7005, 31.7019, 31.7005
5.80189, 110, 107.981, 31.7423, 10.583, 2.01911, 0, 31.7423, 31.7443, 33.2051, 106.515, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7423, 31.7436, 31.7423
5.80977, 106, 118.698, 31.7833, 10.3923, -12.6982, 0, 31.7833, 31.7851, 33.2607, 117.218, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7833, 31.7845, 31.7833
5.81766, 124, 129.793, 31.8235, 11.225, -5.79347, 0, 31.8235, 31.8251, 33.3155, 128.299, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8235, 31.8246, 31.8235
5.82554, 142, 141.041, 31.863, 12, 0.958954, 0, 31.863, 31.8644, 33.3696, 139.532, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.863, 31.864, 31.863
5.83342, 164, 152.185, 31.9017, 12.8841, 11.8147, 0, 31.9017, 31.9029, 33.423, 150.662, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9017, 31.9026, 31.9017
5.84131, 160, 162.947, 31.9397, 12.7279, -2.94711, 0, 31.9397, 31.9408, 33.4758, 161.409, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9397, 31.9406, 31.9397
5.84919, 190, 173.033, 31.977, 13.8564, 16.9666, 0, 31.9771, 31.978, 33.5279, 171.481, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.977, 31.9778, 31.977
5.85707, 164, 182.154, 32.0138, 12.8841, -18.1541, 0, 32.0138, 32.0145, 33.5794, 180.587, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0138, 32.0145, 32.0138
5.86496, 186, 190.033, 32.0499, 13.7113, -4.03285, 0, 32.0499, 32.0506, 33.6305, 188.451, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0499, 32.0506, 32.0499
5.87284, 188, 196.423, 32.0855, 13.784, -8.42297, 0, 32.0856, 32.0861, 33.6811, 194.826, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0855, 32.0862, 32.0855
5.88072, 202, 201.118, 32.1208, 14.2829, 0.881866, 0, 32.1208, 32.1212, 33.7314, 199.507, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1208, 32.1213, 32.1208
5.88861, 218, 203.966, 32.1557, 14.8324, 14.0338, 0, 32.1557, 32.1561, 33.7814, 202.34, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1557, 32.1562, 32.1557
5.89649, 246, 204.876, 32.1904, 15.748, 41.124, 0, 32.1904, 32.1907, 33.8312, 203.234, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1904, 32.1908, 32.1904
5.90437, 260, 203.822, 32.2249, 16.1864, 56.178, 0, 32.2249, 32.2252, 33.8811, 202.165, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2249, 32.2254, 32.2249
5.91226, 254, 200.847, 32.2595, 16, 53.1533, 0, 32.2595, 32.2597, 33.931, 199.175, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2595, 32.2599, 32.2595
5.92014, 218, 196.057, 32.2942, 14.8324, 21.9433, 0, 32.2943, 32.2944, 33.9811, 194.369, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2942, 32.2946, 32.2942
5.92802, 198, 189.618, 32.3292, 14.1421, 8.38208, 0, 32.3293, 32.3294, 34.0317, 187.915, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3292, 32.3296, 32.3292
5.93591, 182, 181.745, 32.3647, 13.5647, 0.255157, 0, 32.3647, 32.3648, 34.0827, 180.026, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.3647, 32.365, 32.3647
5.94379, 184, 172.689, 32.4007, 13.6382, 11.3106, 0, 32.4007, 32.4008, 34.1345, 170.955, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.4007, 32.401, 32.4007
5.95167, 148, 162.727, 32.4374, 12.2474, -14.7272, 0, 32.4374, 32.4375, 34.187, 160.977, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4374, 32.4376, 32.4374
5.95956, 196, 152.146, 32.4749, 14.0712, 43.8536, 0, 32.4749, 32.475, 34.2405, 150.38, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4749, 32.4751, 32.4749
5.96744, 156, 141.23, 32.5133, 12.5698, 14.7696, 0, 32.5134, 32.5134, 34.2953, 139.448, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5133, 32.5135, 32.5133
5.97532, 126, 130.248, 32.5528, 11.3137, -4.24826, 0, 32.5529, 32.5529, 34.3515, 128.449, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.5528, 32.553, 32.5528
5.98321, 154, 119.444, 32.5935, 12.49, 34.5556, 0, 32.5935, 32.5935, 34.4092, 117.628, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5935, 32.5936, 32.5935
5.99109, 130, 109.03, 32.6353, 11.4891, 20.9697, 0, 32.6353, 32.6353, 34.4688, 107.197, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6353, 32.6354, 32.6353
5.99897, 124, 99.1799, 32.6783, 11.225, 24.8201, 0, 32.6783, 32.6784, 34.5307, 97.3274, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6783, 32.6785, 32.6783
6.00686, 84, 90.0263, 32.7226, 9.27362, -6.02634, 0, 32.7226, 32.7227, 34.5954, 88.1534, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7226, 32.7227, 32.7226
6.01474, 110, 81.6642, 32.7682, 10.583, 28.3358, 0, 32.7682, 32.7682, 34.664, 79.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7682, 32.7683, 32.7682
6.02262, 60, 74.1485, 32.8149, 7.87401, -14.1485, 0, 32.8149, 32.815, 34.7379, 72.2254, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.8149, 32.815, 32.8149
6.03051, 78, 67.5007, 32.8628, 8.94427, 10.4993, 0, 32.8628, 32.8629, 34.8194, 65.544, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8628, 32.8629, 32.8628
6.03839, 44, 61.7149, 32.9118, 6.78233, -17.7149, 0, 32.9118, 32.9118, 34.9121, 59.7144, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118, 32.9118
6.04627, 46, 56.7619, 32.9617, 6.9282, -10.7619, 0, 32.9617, 32.9618, 35.0218, 54.7017, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617, 32.9617
6.05416, 42, 52.5977, 33.0125, 6.63325, -10.5977, 0, 33.0125, 33.0126, 35.1573, 50.4529, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0125, 33.0126, 33.0125
